SA4_CODE_2021,Aust_BP_B_OS,Aust_FO_B_OS,Aust_MO_B_OS,Aust_Both_parents_born_Aust,Aust_Birthplace_not_stated,Aust_Tot_resp,Aust_Abor_BP_B_OS,Aust_Abor_FO_B_OS,Aust_Abor_MO_B_OS,Aust_Abor_BP_B_Aus,Aust_Abor_BP_NS,Aust_Abor_Tot_resp,Chinese_BP_B_OS,Chinese_FO_B_OS,Chinese_MO_B_OS,Chinese_BP_B_Aus,Chinese_BP_NS,Chinese_Tot_resp,Croatian_BP_B_OS,Croatian_FO_B_OS,Croatian_MO_B_OS,Croatian_BP_B_Aus,Croatian_BP_NS,Croatian_Tot_resp,Dutch_BP_B_OS,Dutch_FO_B_OS,Dutch_MO_B_OS,Dutch_BP_B_Aus,Dutch_BP_NS,Dutch_Tot_resp,English_BP_B_OS,English_FO_B_OS,English_MO_B_OS,English_BP_B_Aus,English_BP_NS,English_Tot_resp,Filipino_BP_B_OS,Filipino_FO_B_OS,Filipino_MO_B_OS,Filipino_BP_B_Aus,Filipino_BP_NS,Filipino_Tot_resp,French_BP_B_OS,French_FO_B_OS,French_MO_B_OS,French_BP_B_Aus,French_BP_NS,French_Tot_resp,German_BP_B_OS,German_FO_B_OS,German_MO_B_OS,German_BP_B_Aus,German_BP_NS,German_Tot_resp,Greek_BP_B_OS,Greek_FO_B_OS,Greek_MO_B_OS,Greek_BP_B_Aus,Greek_BP_NS,Greek_Tot_resp,Hungarian_BP_B_OS,Hungarian_FO_B_OS,Hungarian_MO_B_OS,Hungarian_BP_B_Aus,Hungarian_BP_NS,Hungarian_Tot_resp,Indian_BP_B_OS,Indian_FO_B_OS,Indian_MO_B_OS,Indian_BP_B_Aus,Indian_BP_NS,Indian_Tot_resp,Irish_BP_B_OS,Irish_FO_B_OS,Irish_MO_B_OS,Irish_BP_B_Aus,Irish_BP_NS,Irish_Tot_resp,Italian_BP_B_OS,Italian_FO_B_OS,Italian_MO_B_OS,Italian_BP_B_Aus,Italian_BP_NS,Italian_Tot_resp,Korean_BP_B_OS,Korean_FO_B_OS,Korean_MO_B_OS,Korean_BP_B_Aus,Korean_BP_NS,Korean_Tot_resp,Lebanese_BP_B_OS,Lebanese_FO_B_OS,Lebanese_MO_B_OS,Lebanese_BP_B_Aus,Lebanese_BP_NS,Lebanese_Tot_resp,Macedonian_BP_B_OS,Macdonian_FO_B_OS,Macdonian_MO_B_OS,Macdonian_BP_B_Aus,Macdonian_BP_NS,Macedonian_Tot_resp,Maltese_BP_B_OS,Maltese_FO_B_OS,Maltese_MO_B_OS,Maltese_BP_B_Aus,Maltese_BP_NS,Maltese_Tot_resp,Maori_BP_B_OS,Maori_FO_B_OS,Maori_MO_B_OS,Maori_BP_B_Aus,Maori_BP_NS,Maori_Tot_resp,NZ_BP_B_OS,NZ_FO_B_OS,NZ_MO_B_OS,NZ_BP_B_Aus,NZ_BP_NS,NZ_Tot_resp,Polish_BP_B_OS,Polish_FO_B_OS,Polish_MO_B_OS,Polish_BP_B_Aus,Polish_BP_NS,Polish_Tot_resp,Russian_BP_B_OS,Russian_FO_B_OS,Russian_MO_B_OS,Russian_BP_B_Aus,Russian_BP_NS,Russian_Tot_resp,Samoan_BP_B_OS,Samoan_FO_B_OS,Samoan_MO_B_OS,Samoan_BP_B_Aus,Samoan_BP_NS,Samoan_Tot_resp,Scottish_BP_B_OS,Scottish_FO_B_OS,Scottish_MO_B_OS,Scottish_BP_B_Aus,Scottish_BP_NS,Scottish_Tot_resp,Serbian_BP_B_OS,Serbian_FO_B_OS,Serbian_MO_B_OS,Serbian_BP_B_Aus,Serbian_BP_NS,Serbian_Tot_resp,Sth_African_BP_B_OS,Sth_African_FO_B_OS,Sth_African_MO_B_OS,Sth_Afrcan_BP_B_Aus,Sth_African_BP_NS,Sth_African_Tot_resp,Spanish_BP_B_OS,Spanish_FO_B_OS,Spanish_MO_B_OS,Spanish_BP_B_Aus,Spanish_BP_NS,Spanish_Tot_resp,Sri_Lankan_BP_B_OS,Sri_Lankan_FO_B_OS,Sri_Lankan_MO_B_OS,Sri_Lankan_BP_B_Aus,Sri_Lankan_BP_NS,Sri_Lankan_Tot_resp,Vietnamese_BP_B_OS,Vietnamese_FO_B_OS,Vietnamese_MO_B_OS,Vietnamese_BP_B_Aus,Vietnamese_BP_NS,Vietnamese_Tot_resp,Welsh_BP_B_OS,Welsh_FO_B_OS,Welsh_MO_B_OS,Welsh_BP_B_Aus,Welsh_BP_NS,Welsh_Tot_resp,Other_BP_B_OS,Other_FO_B_OS,Other_MO_B_OS,Other_BP_B_Aus,Other_BP_NS,Other_Tot_resp,Ancestry_NS_BP_B_OS,Ancestry_NS_FO_B_OS,Ancestry_NS_MO_B_OS,Ancestry_NS_BP_B_Aus,Ancestry_NS_BP_NS,Ancestry_NS_Tot_resp,Tot_P_BP_B_OS,Tot_P_FO_B_OS,Tot_P_MO_B_OS,Tot_P_BP_B_Aus,Tot_P_BP_NS,Tot_P_Tot_resp
205,1777,10293,7505,100173,1676,121424,42,177,111,4966,103,5399,1628,84,146,510,28,2396,530,117,53,207,9,916,4123,1359,889,3331,82,9784,17828,9732,7147,89568,1889,126164,1760,90,401,97,25,2373,470,90,92,607,9,1268,3098,989,696,7445,158,12386,826,223,73,590,16,1728,497,108,41,195,3,844,1673,123,49,132,4,1981,3552,2158,1343,26013,429,33495,3796,1210,483,5865,132,11486,96,6,13,7,0,122,73,24,16,93,4,210,89,23,16,66,0,194,1193,324,139,1131,28,2815,466,138,107,125,10,846,735,425,278,269,18,1725,1094,228,128,662,19,2131,331,53,42,172,8,606,123,34,17,19,0,193,4804,2566,1938,24854,374,34536,272,47,23,90,5,437,502,77,83,56,6,724,411,57,32,259,9,768,300,62,44,70,3,479,455,17,63,15,9,559,653,208,113,772,16,1762,8745,1617,1237,3579,196,15374,656,151,139,2499,19358,22803,50845,19006,13503,194009,23483,300846
206,5702,20703,16613,88939,797,132754,173,286,157,2701,50,3367,54835,1037,1844,1588,261,59565,2694,547,333,1176,29,4779,3504,1569,970,3142,32,9217,40613,18915,14245,99067,986,173826,5871,111,869,151,30,7032,3744,575,481,1430,31,6261,6976,2217,1699,11579,102,22573,16378,2467,1290,6492,149,26776,1291,403,232,731,22,2679,18737,594,463,367,48,20209,14722,6141,4481,52331,320,77995,23467,5591,2804,16864,264,48990,3884,43,112,83,19,4141,3272,482,389,893,20,5056,1783,331,203,645,17,2979,2186,771,493,1988,28,5466,1607,217,188,99,11,2122,3304,768,622,300,15,5009,4496,1019,746,2263,27,8551,2852,337,288,637,21,4135,388,45,31,18,5,487,11704,5216,4159,37128,256,58463,1842,237,157,311,18,2565,1730,298,245,95,14,2382,3770,274,234,489,22,4789,2145,300,244,276,9,2974,10388,172,455,186,91,11292,1487,461,318,1835,13,4114,75549,7432,6874,9537,605,99997,3477,207,226,1439,31916,37265,279950,45491,35154,221117,35306,617018
207,3740,10055,8467,53048,532,75842,63,63,41,783,9,959,85382,1107,2215,1378,465,90547,1261,215,141,522,12,2151,1850,681,420,1319,12,4282,17660,8821,6656,55862,526,89525,2271,94,354,78,4,2801,1023,270,195,644,6,2138,2978,934,645,5360,61,9978,12638,1665,910,5397,114,20724,829,149,106,366,8,1458,12683,415,333,236,20,13687,4126,2395,1754,25015,154,33444,12085,2621,1214,9284,135,25339,2846,23,136,23,6,3034,1202,248,150,364,12,1976,1117,159,110,445,10,1841,807,300,140,643,12,1902,329,81,46,40,0,496,1021,394,267,161,9,1852,1731,342,283,721,10,3087,886,110,146,211,0,1353,101,24,11,7,0,143,4264,2449,1830,20016,121,28680,662,93,51,90,5,901,1183,197,178,88,3,1649,936,93,82,198,0,1309,2652,234,180,164,11,3241,5044,166,299,122,7,5638,587,186,151,865,3,1792,35679,3127,3195,4498,195,46694,1698,117,89,648,10854,13406,196060,21989,17690,124825,12907,373471
208,4646,17391,13972,77949,698,114656,88,124,79,1207,15,1513,26437,566,1176,1019,117,29315,1711,307,189,641,23,2871,2946,1024,682,1843,22,6517,31302,13925,10387,75308,783,131705,2738,100,482,74,5,3399,2303,366,298,967,16,3950,5548,1557,1150,7187,83,15525,12767,1820,1066,5892,81,21626,1847,403,249,666,24,3189,12995,413,348,307,32,14095,9028,3646,2656,32270,210,47810,9415,2678,1417,8929,104,22543,1452,43,80,25,0,1600,882,213,111,365,13,1584,481,119,88,179,3,870,922,314,215,739,4,2194,756,143,105,75,4,1083,1920,708,560,226,19,3433,6368,1185,931,2267,53,10804,6244,447,478,526,52,7747,180,43,16,13,6,258,8123,3341,2569,24558,156,38747,1535,174,100,237,9,2055,4245,544,456,119,17,5381,1555,152,143,292,4,2146,2033,346,325,292,14,3010,2855,105,185,87,4,3236,1070,257,179,1025,7,2538,44630,6118,5488,7317,346,63899,2246,266,215,1244,13117,17088,175146,34162,26512,171331,15490,422641
209,8265,16548,11404,95888,988,133093,124,295,153,4338,75,4985,25021,500,899,930,122,27472,2975,520,253,1097,24,4869,2257,929,609,2081,26,5902,24341,12871,9002,86585,1042,133841,6165,204,659,164,23,7215,1147,228,163,897,11,2446,3689,1340,973,8036,82,14120,15533,2741,1384,7216,151,27025,753,201,141,423,7,1525,25312,498,325,213,48,26396,5983,3545,2251,34162,225,46166,30828,6838,3085,22589,349,63689,922,26,98,21,0,1067,5674,1209,581,1297,30,8791,13336,1717,972,3235,128,19388,3566,1039,603,2879,45,8132,1136,238,162,118,9,1663,1515,666,459,287,13,2940,1943,425,312,1033,19,3732,908,115,134,269,10,1436,1622,197,73,35,13,1940,5745,3126,2298,25650,150,36969,1968,249,140,321,13,2691,1045,234,174,58,0,1511,1729,209,177,477,14,2606,3359,247,133,203,16,3958,8286,166,334,168,33,8987,747,280,178,1056,4,2265,72151,5519,4295,6722,503,89190,4051,310,238,1780,19526,25905,245612,37704,24908,209488,22952,540664
210,10432,11217,7670,60814,779,90912,104,213,97,2430,44,2888,7990,205,427,530,47,9199,2956,469,243,962,38,4668,1298,519,398,1191,12,3418,17663,7882,5742,52002,830,84119,6023,158,548,144,32,6905,657,123,93,397,17,1287,2552,818,538,4730,74,8712,7331,1361,677,3678,94,13141,562,114,72,245,7,1000,21107,394,219,193,40,21953,3803,2094,1324,20362,187,27770,23779,5045,2318,15718,323,47183,463,7,41,9,0,520,9839,2541,954,1655,88,15077,1752,348,166,698,29,2993,5303,1217,713,3505,47,10785,976,161,159,103,14,1413,1216,377,321,155,9,2078,1982,367,261,916,15,3541,518,67,79,165,4,833,2934,249,83,33,29,3328,3690,1802,1333,14604,127,21556,1239,160,102,197,14,1712,504,140,81,59,8,792,1382,146,93,265,13,1899,3267,164,117,127,8,3683,4662,110,205,106,37,5120,406,131,95,568,4,1204,104114,5896,3946,5885,591,120432,4345,423,212,1278,19025,25283,224877,27872,17709,131906,21955,424319
211,4734,20796,15450,122881,1044,164905,96,272,148,3163,51,3730,48966,675,1417,1220,190,52468,1539,323,121,683,11,2677,6733,2262,1338,5221,60,15614,34893,18676,13665,111754,1190,180178,3985,121,602,144,15,4867,1331,274,175,1072,18,2870,6542,2189,1498,11315,156,21700,4713,1144,517,3369,52,9795,1506,320,176,566,22,2590,14220,487,376,283,25,15391,7339,3932,2646,36307,266,50490,9630,3182,1434,11039,121,25406,2220,19,89,20,0,2348,824,162,103,269,4,1362,555,115,54,332,0,1056,1184,481,281,1155,6,3107,756,183,132,156,10,1237,1433,802,644,422,10,3311,2742,474,401,1211,28,4856,1033,129,138,269,12,1581,292,70,51,13,3,429,8104,4342,3273,32802,233,48754,989,142,87,175,7,1400,2047,399,382,173,10,3011,1084,126,115,340,9,1674,4135,407,324,356,13,5235,3235,87,215,105,12,3654,1186,374,265,1357,16,3198,42399,4654,3845,6653,288,57839,2038,226,135,1985,15477,19861,189685,38715,28368,242974,18552,518294
212,17639,21307,16391,112548,1507,169392,242,353,238,3883,65,4781,84151,815,1688,1162,492,88308,4319,592,280,920,54,6165,6462,1806,1087,4204,76,13635,48143,16713,12758,95950,1593,175157,15530,295,1195,246,56,17322,3262,239,164,815,19,4499,6410,1767,1136,8647,138,18098,16607,2375,1361,6155,256,26754,3034,398,222,721,30,4405,65411,863,581,406,147,67408,8253,3504,2422,28794,330,43303,14966,3775,1836,11578,212,32367,4392,20,114,8,21,4555,2764,501,258,433,24,3980,1501,202,119,277,12,2111,1995,654,387,1558,30,4624,3633,486,339,191,34,4683,2836,987,661,431,26,4941,4779,525,423,991,40,6758,3003,207,214,381,25,3830,5502,421,177,72,77,6249,9549,3797,2883,25461,293,41983,6307,452,302,408,79,7548,2806,437,321,194,13,3771,3077,174,149,366,25,3791,18558,753,452,475,72,20310,24942,352,638,302,119,26353,1195,282,217,1089,7,2790,198126,7677,6438,7510,1297,221048,9737,432,379,2151,36208,48907,521969,43087,32509,220318,42175,860058
213,19117,20616,15357,100653,1428,157171,286,538,299,5305,62,6490,44707,693,1300,1115,300,48115,8329,1025,593,2271,81,12299,2875,1099,704,2315,22,7015,42813,15081,11551,85335,1574,156354,27302,620,1870,409,75,30276,1661,240,155,774,21,2851,5936,1692,1159,8755,144,17686,11493,2189,1059,5423,113,20277,1449,268,135,519,20,2391,76530,804,484,323,146,78287,8456,3725,2516,30364,293,45354,20278,5232,2539,16313,266,44628,1918,28,69,30,3,2048,5670,1491,662,1000,36,8859,10252,1227,677,2251,66,14473,17608,3450,2061,9743,215,33077,5906,548,449,227,53,7183,3708,897,676,326,38,5645,5243,788,578,1866,47,8522,1562,129,163,341,6,2201,7498,436,228,91,76,8329,8943,3529,2795,23655,210,39132,5546,573,355,638,59,7171,1760,254,193,108,10,2325,4398,286,239,452,29,5404,4292,249,135,156,13,4845,49695,725,1271,700,229,52620,1045,321,223,1012,8,2609,169000,8176,6321,8032,1131,192660,12744,435,388,1891,44792,60250,511602,46003,33567,211522,50358,853052
214,2474,13902,10731,84354,1120,112581,31,258,135,2867,50,3341,3296,173,245,557,25,4296,1086,203,111,393,12,1805,3346,1085,714,2375,51,7571,30099,13355,10043,77758,1401,132656,2095,65,413,77,17,2667,994,190,138,791,15,2128,3554,1206,884,6424,97,12165,2899,575,361,1477,50,5362,666,210,92,321,16,1305,2677,201,176,201,9,3264,6444,2862,1898,24677,283,36164,5126,1650,764,5849,118,13507,187,3,30,21,0,241,450,106,65,202,4,827,301,63,32,125,0,521,770,271,167,607,12,1827,1179,263,191,155,14,1802,1341,639,446,257,11,2694,1511,300,213,648,24,2696,993,93,84,166,11,1347,386,78,49,11,8,532,7673,3192,2412,21909,259,35445,620,96,55,107,3,881,1103,233,175,98,12,1621,678,81,72,308,12,1151,642,195,99,193,4,1133,466,25,73,17,0,581,1146,259,209,849,7,2470,14183,2871,2344,3870,228,23496,812,179,157,1633,14691,17472,79349,25696,19137,166240,17799,308221
215,891,2999,2221,54005,899,61015,25,176,63,4231,90,4585,1972,14,60,231,18,2295,242,63,17,191,6,519,677,277,170,578,14,1716,4473,2928,2133,48996,956,59486,1125,14,159,33,21,1352,134,19,24,327,4,508,753,341,249,7964,106,9413,426,123,43,394,13,999,156,36,11,99,0,302,1248,42,23,27,3,1343,743,565,395,13658,170,15531,2281,674,251,3987,76,7269,92,0,9,8,0,109,45,13,3,26,0,87,23,4,6,16,0,49,115,64,24,151,0,354,179,58,31,71,8,347,238,99,88,79,3,507,199,65,29,209,4,506,67,20,16,30,0,133,220,27,20,6,11,284,1002,719,560,13459,148,15888,71,13,6,22,4,116,206,28,12,23,0,269,111,19,14,64,0,208,74,15,8,21,0,118,750,4,19,9,13,795,109,61,39,355,7,571,7490,664,473,1424,128,10179,457,53,42,1563,11287,13402,22688,6036,4239,109121,13484,155568
216,1092,3208,2184,45160,734,52378,20,139,83,3891,78,4211,1180,26,50,251,11,1518,150,53,22,99,3,327,796,286,179,775,16,2052,4606,2985,2136,42001,766,52494,1276,14,192,23,9,1514,102,16,22,237,0,377,683,265,226,3528,41,4743,432,93,24,340,11,900,105,26,23,41,3,198,1970,45,19,35,8,2077,903,623,398,13580,143,15647,2796,726,274,4101,79,7976,42,0,3,3,0,48,37,7,8,16,0,68,215,25,16,128,0,384,162,64,39,240,5,510,243,45,49,36,3,376,291,98,94,94,3,580,187,62,32,166,3,450,51,12,8,44,0,115,284,23,4,4,0,315,1156,776,529,11064,122,13647,83,7,7,26,0,123,110,18,18,14,0,160,142,25,12,127,0,306,146,9,12,24,0,191,143,5,17,9,4,178,139,44,33,256,3,475,8771,601,447,1454,104,11377,437,83,36,1123,8930,10609,24697,6199,4191,91852,10685,137624
217,429,3132,2397,46229,698,52885,22,80,48,2182,44,2376,864,33,54,184,8,1143,81,30,8,93,0,212,993,387,217,921,17,2535,4686,2858,2139,42234,756,52673,707,13,140,21,6,887,142,34,39,275,0,490,671,290,254,4570,51,5836,182,54,25,161,7,429,66,18,12,33,3,132,467,34,20,33,0,554,1088,810,514,17560,222,20194,465,246,78,1280,17,2086,66,4,7,0,0,77,21,7,0,44,0,72,21,11,3,14,0,49,200,69,36,183,3,491,348,69,68,45,10,540,371,163,110,92,5,741,171,40,29,139,4,383,85,18,5,43,0,151,58,9,6,8,0,81,1379,885,626,13540,172,16602,42,11,3,14,0,70,206,34,33,10,6,289,90,15,5,88,4,202,107,13,10,4,0,134,178,0,6,0,0,184,182,54,38,340,0,614,2794,508,453,1048,60,4863,178,73,52,1402,7101,8806,14034,5802,4289,95195,8754,128074
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,27,3,0,0,7,28,38
299,61,230,123,1415,47,1876,7,9,6,208,5,235,179,7,4,13,0,203,18,0,0,0,0,18,53,31,5,42,0,131,370,173,124,1249,35,1951,54,0,8,0,0,62,25,5,0,14,0,44,74,23,13,136,4,250,34,18,4,18,0,74,11,0,0,6,0,17,95,0,4,3,0,102,106,48,23,445,7,629,72,22,20,106,3,223,4,0,0,0,0,4,27,6,0,8,0,41,10,0,0,8,0,18,12,8,6,27,0,53,44,0,9,5,0,58,43,12,5,0,3,63,23,6,3,19,0,51,18,0,0,0,0,18,23,0,0,0,0,23,103,60,48,350,7,568,22,0,0,0,0,22,14,0,0,0,0,14,20,3,0,3,0,26,19,5,0,0,0,24,48,0,3,0,0,51,14,5,5,15,4,43,595,69,42,93,19,818,32,9,4,45,3572,3662,1800,426,258,2909,3693,9086
301,2114,10899,8249,61799,697,83758,65,463,292,5458,68,6346,3297,174,339,577,22,4409,569,122,58,259,0,1008,2442,691,487,1279,27,4926,28345,9845,7189,58969,822,105170,2186,86,448,136,21,2877,1004,165,129,539,7,1844,2946,964,713,9582,86,14291,687,304,126,900,0,2017,431,92,48,140,4,715,2530,162,88,165,14,2959,6424,2153,1433,19875,158,30043,1991,864,360,3283,41,6539,451,10,64,10,0,535,190,76,39,165,3,473,64,17,9,33,0,123,339,107,87,385,8,926,2909,462,311,163,28,3873,2385,848,613,287,31,4164,974,219,193,577,6,1969,590,92,84,286,7,1059,634,121,43,21,7,826,7574,2461,1801,17144,145,29125,320,39,19,60,0,438,2377,222,167,53,10,2829,682,88,49,232,5,1056,289,33,36,42,3,403,577,28,53,26,0,684,967,211,140,731,14,2063,12195,2150,1903,3883,148,20279,805,147,123,1183,7834,10092,68504,19665,14648,127276,9718,239811
302,2186,9275,7437,53100,596,72594,106,379,194,4463,73,5215,5989,265,426,701,29,7410,328,98,73,191,0,690,1278,584,349,1107,15,3333,16554,7998,5908,50801,502,81763,4416,113,666,129,16,5340,729,164,103,498,6,1500,2027,922,639,9197,68,12853,479,226,79,614,12,1410,332,94,36,159,5,626,8734,204,174,147,27,9286,4106,2180,1496,22087,138,30007,3531,1190,529,4604,48,9902,844,17,82,16,0,959,155,73,25,194,0,447,83,13,10,12,0,118,204,106,62,410,5,787,1726,288,220,144,12,2390,1640,635,471,210,33,2989,801,171,142,617,5,1736,530,66,66,177,0,839,1271,163,67,25,5,1531,4544,2151,1468,15983,99,24245,201,47,15,46,0,309,949,194,117,57,0,1317,837,88,74,211,4,1214,499,56,30,51,0,636,705,42,73,51,7,878,553,199,136,760,0,1648,21069,2181,2326,3836,171,29583,993,105,105,921,7618,9742,71300,17178,13228,113773,9123,224602
303,4674,12263,10173,61231,559,88900,114,409,242,4534,60,5359,49807,683,1467,1055,262,53274,1155,193,135,372,8,1863,1975,804,466,1428,20,4693,23241,10363,7622,59455,638,101319,5703,178,900,187,17,6985,1053,221,150,617,10,2051,3135,1193,886,10660,69,15943,2726,917,438,2423,31,6535,636,129,75,211,10,1061,18151,390,315,194,35,19085,5673,2866,2003,26033,146,36721,3540,1294,625,4739,36,10234,7190,34,202,32,8,7466,634,232,120,452,3,1441,390,59,53,56,5,563,203,130,86,413,7,839,2845,387,328,144,21,3725,2161,753,617,279,22,3832,1367,289,241,756,19,2672,1308,177,142,454,32,2113,2070,240,97,62,24,2493,5909,2746,1994,19166,134,29949,1579,130,104,162,17,1992,1950,257,193,76,3,2479,1669,149,126,274,9,2227,1495,82,80,58,9,1724,5686,195,284,172,16,6353,711,208,149,988,11,2067,49794,3752,3727,5144,390,62807,2563,151,137,1040,12853,16744,179343,23975,19366,133397,14955,371036
304,1699,8515,7046,40973,359,58592,31,141,105,1823,22,2122,10544,309,589,525,53,12020,298,83,37,148,3,569,1685,535,378,895,8,3501,18063,7317,5589,40233,336,71538,1272,88,346,87,4,1797,1049,202,136,430,5,1822,2811,964,682,6951,36,11444,372,146,99,521,6,1144,415,77,64,141,0,697,5247,174,123,126,18,5688,4352,2123,1467,17831,97,25870,1787,610,368,2559,18,5342,1422,13,83,12,4,1534,226,73,60,201,5,565,164,29,16,39,0,248,131,65,39,300,5,540,598,138,93,61,4,894,1170,491,366,125,12,2164,980,202,161,473,8,1824,648,77,95,198,6,1024,285,59,37,10,4,395,5148,2013,1540,14231,83,23015,298,47,35,41,0,421,2322,288,210,43,7,2870,822,87,89,133,6,1137,796,47,27,37,0,907,2108,60,112,86,3,2369,770,186,95,664,3,1718,17291,1947,2339,2942,118,24637,663,88,73,493,4872,6189,68274,15291,12521,87258,5872,189216
305,2137,11571,9719,56974,492,80893,83,301,180,3104,65,3733,14985,462,805,929,67,17248,545,183,108,361,5,1202,1958,783,526,1493,15,4775,23330,10980,8185,61457,510,104462,3015,81,665,103,20,3884,1765,318,239,758,15,3095,3638,1270,924,10422,59,16313,1475,527,273,1658,10,3943,526,130,89,223,4,972,6507,239,174,207,26,7153,7308,3391,2460,30955,165,44279,5005,1550,799,5828,66,13248,2490,20,100,43,7,2660,312,113,60,501,0,986,161,34,22,43,5,265,240,183,90,581,0,1094,1314,241,175,109,8,1847,1832,570,419,210,13,3044,1392,338,278,861,10,2879,1021,122,147,326,10,1626,487,65,46,17,0,615,6792,3055,2274,22167,134,34422,499,71,48,94,0,712,1444,242,217,78,11,1992,2079,133,113,306,10,2641,715,79,66,72,3,935,2196,55,116,49,5,2421,982,292,158,1170,3,2605,29561,3132,3412,5134,229,41468,1222,93,78,954,14332,16679,101546,22933,18435,133474,15848,292236
306,2202,8073,7803,59076,937,78091,101,995,487,19387,378,21348,2754,179,297,987,16,4233,484,160,41,398,15,1098,1953,578,362,964,22,3879,18554,7119,6056,53850,944,86523,3049,111,653,178,44,4035,1016,129,120,444,7,1716,3640,951,846,7777,103,13317,426,156,97,677,9,1365,395,81,42,140,3,661,2519,109,89,100,8,2825,3893,1675,1324,19590,215,26697,4487,1630,813,8346,104,15380,987,11,61,4,0,1063,79,18,15,103,0,215,38,3,0,21,0,62,410,172,116,670,8,1376,973,212,198,185,14,1582,1269,539,380,235,28,2451,787,141,95,389,14,1426,330,63,50,206,10,659,465,120,55,61,8,709,4703,1789,1441,15410,162,23505,148,42,15,55,4,264,648,83,72,43,3,849,838,82,54,364,6,1344,219,35,26,48,0,328,495,22,61,13,0,591,664,157,118,632,10,1581,19605,2703,3263,11760,540,37871,847,117,156,1257,21679,24056,62910,16316,14328,135742,24455,253751
307,394,2796,2374,47817,658,54039,13,211,112,7922,147,8405,407,23,39,311,11,791,70,20,10,55,3,158,591,204,143,434,10,1382,4463,2570,2069,39926,718,49746,1465,8,142,34,16,1665,172,20,16,205,0,413,741,341,286,9420,93,10881,43,30,10,106,0,189,67,21,14,47,0,149,359,16,20,47,4,446,940,541,439,12896,157,14973,769,235,74,1337,26,2441,103,3,7,3,0,116,15,6,8,46,0,75,12,0,0,0,0,12,47,24,9,89,4,173,259,57,65,63,9,453,339,193,145,106,10,793,144,44,29,182,7,406,71,13,20,69,3,176,47,4,0,9,0,60,1224,640,574,10711,124,13273,39,8,0,8,0,55,308,33,35,21,5,402,200,19,14,86,3,322,25,6,0,0,0,31,71,0,7,0,0,78,141,61,22,248,6,478,2495,427,403,1657,57,5039,177,48,37,1350,10663,12275,12909,5058,4128,94288,12237,128620
308,983,6015,4938,80873,964,93773,42,489,272,13821,209,14833,1374,68,108,814,14,2378,126,42,18,107,0,293,1120,408,247,1109,8,2892,10007,5436,4263,68012,894,88612,2673,72,436,139,19,3339,363,66,69,366,0,864,1469,742,549,12200,105,15065,143,110,17,383,12,665,119,45,19,92,3,278,1468,60,37,96,0,1661,2049,1062,787,19811,173,23882,585,381,152,2531,27,3676,120,4,25,0,0,149,19,16,8,72,0,115,19,8,3,14,0,44,120,88,39,349,0,596,1326,279,198,215,21,2039,896,433,340,352,9,2030,265,90,52,357,9,773,214,55,38,192,4,503,217,50,22,33,0,322,2806,1287,956,17332,132,22513,68,16,4,20,0,108,971,95,101,56,7,1230,334,45,18,219,3,619,180,8,7,13,0,208,436,5,21,5,0,467,321,140,68,616,9,1154,6458,1226,965,5049,158,13856,524,102,83,2112,18229,21050,29840,10999,8552,158475,20375,228241
309,6675,26371,22221,140376,1663,197306,235,974,629,11304,121,13263,18161,500,895,1393,138,21087,2220,396,202,729,29,3576,5362,1474,984,2725,39,10584,78693,22881,18564,135062,1970,257170,6496,270,1266,279,55,8366,3108,434,352,1400,26,5320,8694,2288,1844,17422,212,30460,2123,755,429,1872,39,5218,1856,287,146,407,17,2713,8133,367,216,266,19,9001,15492,4678,3414,43017,424,67025,8315,2323,1201,7903,130,19872,4244,30,188,39,10,4511,825,237,108,604,12,1786,559,94,63,163,4,883,1320,468,290,1287,17,3382,10973,1474,835,473,84,13839,8183,2293,1628,673,67,12844,3036,445,382,1159,20,5042,2244,218,230,479,22,3193,2284,369,135,83,27,2898,19339,5248,4083,35405,341,64416,1628,183,103,233,21,2168,4828,563,458,172,22,6043,3223,261,234,626,22,4366,629,82,60,81,0,852,1649,52,164,60,12,1937,2474,460,315,1490,22,4761,51804,6271,6509,7902,465,72951,3352,477,405,3097,35658,42989,223258,48228,39667,289213,40412,640778
