SA4_CODE_2021,F_300_399_15_19_yrs,F_300_399_20_24_yrs,F_300_399_25_34_yrs,F_300_399_35_44_yrs,F_300_399_45_54_yrs,F_300_399_55_64_yrs,F_300_399_65_74_yrs,F_300_399_75_84_yrs,F_300_399_85ov,F_300_399_Tot,F_400_499_15_19_yrs,F_400_499_20_24_yrs,F_400_499_25_34_yrs,F_400_499_35_44_yrs,F_400_499_45_54_yrs,F_400_499_55_64_yrs,F_400_499_65_74_yrs,F_400_499_75_84_yrs,F_400_499_85ov,F_400_499_Tot,F_500_649_15_19_yrs,F_500_649_20_24_yrs,F_500_649_25_34_yrs,F_500_649_35_44_yrs,F_500_649_45_54_yrs,F_500_649_55_64_yrs,F_500_649_65_74_yrs,F_500_649_75_84_yrs,F_500_649_85ov,F_500_649_Tot,F_650_799_15_19_yrs,F_650_799_20_24_yrs,F_650_799_25_34_yrs,F_650_799_35_44_yrs,F_650_799_45_54_yrs,F_650_799_55_64_yrs,F_650_799_65_74_yrs,F_650_799_75_84_yrs,F_650_799_85ov,F_650_799_Tot,F_800_999_15_19_yrs,F_800_999_20_24_yrs,F_800_999_25_34_yrs,F_800_999_35_44_yrs,F_800_999_45_54_yrs,F_800_999_55_64_yrs,F_800_999_65_74_yrs,F_800_999_75_84_yrs,F_800_999_85ov,F_800_999_Tot,F_1000_1249_15_19_yrs,F_1000_1249_20_24_yrs,F_1000_1249_25_34_yrs,F_1000_1249_35_44_yrs,F_1000_1249_45_54_yrs,F_1000_1249_55_64_yrs,F_1000_1249_65_74_yrs,F_1000_1249_75_84_yrs,F_1000_1249_85ov,F_1000_1249_Tot,F_1250_1499_15_19_yrs,F_1250_1499_20_24_yrs,F_1250_1499_25_34_yrs,F_1250_1499_35_44_yrs,F_1250_1499_45_54_yrs,F_1250_1499_55_64_yrs,F_1250_1499_65_74_yrs,F_1250_1499_75_84_yrs,F_1250_1499_85ov,F_1250_1499_Tot,F_1500_1749_15_19_yrs,F_1500_1749_20_24_yrs,F_1500_1749_25_34_yrs,F_1500_1749_35_44_yrs,F_1500_1749_45_54_yrs,F_1500_1749_55_64_yrs,F_1500_1749_65_74_yrs,F_1500_1749_75_84_yrs,F_1500_1749_85ov,F_1500_1749_Tot,F_1750_1999_15_19_yrs,F_1750_1999_20_24_yrs,F_1750_1999_25_34_yrs,F_1750_1999_35_44_yrs,F_1750_1999_45_54_yrs,F_1750_1999_55_64_yrs,F_1750_1999_65_74_yrs,F_1750_1999_75_84_yrs,F_1750_1999_85ov,F_1750_1999_Tot,F_2000_2999_15_19_yrs,F_2000_2999_20_24_yrs,F_2000_2999_25_34_yrs,F_2000_2999_35_44_yrs,F_2000_2999_45_54_yrs,F_2000_2999_55_64_yrs,F_2000_2999_65_74_yrs,F_2000_2999_75_84_yrs,F_2000_2999_85ov,F_2000_2999_Tot,F_3000_3499_15_19_yrs,F_3000_3499_20_24_yrs,F_3000_3499_25_34_yrs,F_3000_3499_35_44_yrs,F_3000_3499_45_54_yrs,F_3000_3499_55_64_yrs,F_3000_3499_65_74_yrs,F_3000_3499_75_84_yrs,F_3000_3499_85ov,F_3000_3499_Tot,F_3500_more_15_19_yrs,F_3500_more_20_24_yrs,F_3500_more_25_34_yrs,F_3500_more_35_44_yrs,F_3500_more_45_54_yrs,F_3500_more_55_64_yrs,F_3500_more_65_74_yrs,F_3500_more_75_84_yrs,F_3500_more_85ov,F_3500_more_Tot,F_PI_NS_15_19_yrs,F_PI_NS_ns_20_24_yrs,F_PI_NS_ns_25_34_yrs,F_PI_NS_ns_35_44_yrs,F_PI_NS_ns_45_54_yrs,F_PI_NS_ns_55_64_yrs,F_PI_NS_ns_65_74_yrs,F_PI_NS_ns_75_84_yrs,F_PI_NS_ns_85_yrs_ovr,F_PI_NS_ns_Tot,F_Tot_15_19_yrs,F_Tot_20_24_yrs,F_Tot_25_34_yrs,F_Tot_35_44_yrs,F_Tot_45_54_yrs,F_Tot_55_64_yrs,F_Tot_65_74_yrs,F_Tot_75_84_yrs,F_Tot_85ov,F_Tot_Tot,P_Neg_Nil_income_15_19_yrs,P_Neg_Nil_income_20_24_yrs,P_Neg_Nil_income_25_34_yrs,P_Neg_Nil_income_35_44_yrs,P_Neg_Nil_income_45_54_yrs,P_Neg_Nil_income_55_64_yrs,P_Neg_Nil_income_65_74_yrs,P_Neg_Nil_income_75_84_yrs,P_Negtve_Nil_incme_85_yrs_ovr,P_Neg_Nil_income_Tot,P_1_149_15_19_yrs,P_1_149_20_24_yrs,P_1_149_25_34_yrs,P_1_149_35_44_yrs,P_1_149_45_54_yrs,P_1_149_55_64_yrs,P_1_149_65_74_yrs,P_1_149_75_84_yrs,P_1_149_85ov,P_1_149_Tot,P_150_299_15_19_yrs,P_150_299_20_24_yrs,P_150_299_25_34_yrs,P_150_299_35_44_yrs,P_150_299_45_54_yrs,P_150_299_55_64_yrs,P_150_299_65_74_yrs,P_150_299_75_84_yrs,P_150_299_85ov,P_150_299_Tot,P_300_399_15_19_yrs,P_300_399_20_24_yrs,P_300_399_25_34_yrs,P_300_399_35_44_yrs,P_300_399_45_54_yrs,P_300_399_55_64_yrs,P_300_399_65_74_yrs,P_300_399_75_84_yrs,P_300_399_85ov,P_300_399_Tot,P_400_499_15_19_yrs,P_400_499_20_24_yrs,P_400_499_25_34_yrs,P_400_499_35_44_yrs,P_400_499_45_54_yrs,P_400_499_55_64_yrs,P_400_499_65_74_yrs,P_400_499_75_84_yrs,P_400_499_85ov,P_400_499_Tot,P_500_649_15_19_yrs,P_500_649_20_24_yrs,P_500_649_25_34_yrs,P_500_649_35_44_yrs,P_500_649_45_54_yrs,P_500_649_55_64_yrs,P_500_649_65_74_yrs,P_500_649_75_84_yrs,P_500_649_85ov,P_500_649_Tot
203,530,1020,1001,927,1043,1592,3164,1946,519,11759,328,963,1081,1143,1284,1861,3284,2687,1531,14167,280,1273,1817,1824,1709,1998,2584,1453,591,13528,160,1152,2109,2026,1846,1873,1705,814,238,11928,110,1183,2447,2296,2227,1894,1217,452,154,11986,41,896,2886,2351,2202,1954,940,263,101,11631,5,455,2346,1885,1786,1373,490,147,40,8532,0,169,2009,1742,1677,1100,396,144,60,7295,0,44,1179,1223,1207,767,218,59,22,4719,4,27,1301,1961,1861,1079,246,86,27,6597,4,6,131,335,328,219,62,30,12,1129,4,11,152,539,595,364,157,69,25,1920,551,564,1126,1108,1034,1022,1303,1219,1154,9074,8967,9533,21849,21909,21052,20919,19209,10747,4904,139095,6753,1120,1763,1667,1647,2958,2282,775,252,19214,4801,694,492,587,544,949,1126,425,132,9753,2374,1760,1200,1110,1093,1714,2291,1195,364,13107,903,1829,1725,1389,1634,2571,5658,3859,1109,20676,738,1751,1765,1623,1899,2818,5320,4089,2193,22194,816,2354,2790,2405,2351,3020,4623,2590,897,21839
204,217,303,455,562,632,1134,2327,1383,342,7359,186,305,554,642,746,1220,2233,1751,948,8592,223,441,978,968,1102,1380,1620,831,359,7906,167,620,1169,1090,1235,1323,1017,504,138,7260,114,713,1358,1245,1329,1382,763,278,80,7265,58,436,1295,1252,1429,1331,582,159,54,6597,12,188,883,944,1011,843,285,89,17,4277,5,78,674,737,836,657,209,70,30,3295,0,31,376,515,596,454,122,34,11,2144,0,19,357,692,826,597,138,44,11,2686,0,7,45,113,144,98,43,8,6,457,0,7,45,139,209,179,68,55,15,711,479,364,713,731,889,943,943,909,752,6729,5049,4106,9890,10723,12199,13837,12421,6958,3050,78234,3515,450,687,705,858,1805,1368,534,193,10112,2495,228,223,264,320,550,653,273,72,5079,1148,552,581,542,715,1192,1635,797,235,7390,401,520,775,868,1042,1939,4204,2842,750,13331,458,542,877,921,1163,2029,3980,2901,1371,14238,565,856,1372,1303,1569,2125,2991,1594,536,12908
205,379,544,963,914,1196,2239,4337,2422,467,13459,357,579,1054,1157,1402,2265,4152,2955,1452,15363,317,849,1661,1677,1852,2443,2778,1530,617,13726,174,952,1929,1827,1991,2036,1745,791,238,11692,119,978,2093,1869,1998,1942,1151,452,149,10755,51,612,1981,1795,1990,1806,857,262,83,9430,19,316,1393,1174,1290,1118,426,114,40,5892,4,155,1124,1056,1100,917,295,123,40,4821,4,47,597,675,792,618,185,48,22,2999,0,29,479,890,1136,799,194,52,19,3603,0,0,57,134,196,142,68,18,7,624,4,11,87,216,268,238,128,73,29,1053,727,542,1298,1362,1387,1634,1843,1491,1115,11397,7793,6672,16790,16752,18848,23021,21864,11790,4716,128245,5680,752,1377,1341,1617,3727,2632,869,314,18301,3631,388,500,474,542,1139,1214,463,146,8507,1809,1051,1236,1136,1292,2413,2787,1403,354,13477,676,1000,1590,1460,1988,3764,8036,5064,1083,24658,798,1002,1587,1706,2241,3698,7466,4997,2124,25623,884,1534,2246,2271,2648,3755,5149,2883,950,22323
206,816,3071,2715,1434,1441,1754,2321,1936,763,16249,409,2675,2798,1302,1460,1831,2995,2766,1678,17914,396,3562,5083,2064,1664,1699,2010,1175,578,18244,206,2795,5400,2336,1702,1574,1682,744,236,16681,120,2841,7193,2909,2195,1895,1596,668,219,19631,56,3046,10569,4143,2816,2396,1535,501,155,25218,15,1725,10845,4056,2517,1945,1063,337,81,22591,11,749,10009,4610,2940,2151,892,281,77,21720,9,273,6727,4218,2613,1744,645,188,54,16480,11,212,9463,9119,5619,3245,969,277,79,28994,4,44,1402,2400,1732,917,304,90,48,6945,12,67,1286,4191,4090,2035,749,290,105,12827,681,1971,5214,2884,2046,1628,1406,1195,1121,18137,12229,30675,85196,50110,36623,29097,21595,12443,6077,284057,10515,7096,6669,4097,3347,3552,2757,1485,653,40169,4921,2477,1258,858,985,1182,1063,546,240,13538,2838,4830,2896,1633,1670,2100,1947,1345,632,19895,1333,5374,4968,2503,2514,3093,4038,3669,1533,29023,751,4776,4919,2206,2457,3114,4900,4137,2321,29585,777,6401,9029,3369,2713,2925,3605,2039,903,31760
207,523,1457,936,966,1103,1324,2126,1970,763,11168,297,1237,918,969,1205,1316,2131,2480,1816,12366,184,1358,1437,1301,1547,1552,1854,1615,846,11694,97,1042,1550,1414,1664,1573,1614,1176,485,10618,57,1100,2208,1680,1814,1739,1472,863,334,11277,18,1206,3158,2126,2233,1983,1371,644,234,12991,5,686,2946,1926,1864,1543,863,401,150,10391,5,276,2643,2000,2006,1593,712,326,138,9705,3,85,1609,1721,1599,1235,493,201,94,7031,0,75,2190,3505,3280,2147,683,283,119,12296,4,23,381,947,1073,560,168,88,42,3284,10,25,321,1781,2450,1168,424,179,111,6452,370,593,1143,903,972,836,843,978,1160,7783,11605,13055,24394,25194,26853,23503,19137,13688,7512,164939,12725,3175,3100,3308,3285,4170,3601,1847,989,36198,5250,1855,684,787,964,1364,1380,766,327,13378,2486,3231,1300,1165,1308,1634,2076,1574,662,15425,965,2880,1837,1491,1689,2069,3568,3609,1559,19664,566,2414,1730,1478,1774,2117,3297,3666,2570,19613,418,2743,2680,1998,2244,2445,3030,2682,1275,19519
208,616,1257,775,868,1086,1486,2319,1934,716,11054,351,1194,883,1027,1319,1613,2816,2740,1823,13768,254,1384,1356,1428,1820,1813,2389,1755,942,13141,131,1083,1678,1732,1977,1929,1864,1040,466,11908,86,1158,2365,2151,2446,2183,1632,752,367,13144,43,1173,3494,2762,2895,2550,1506,582,198,15218,15,630,3644,2525,2603,1960,1010,315,137,12845,12,256,3199,2698,2730,1870,755,287,144,11943,5,103,2125,2237,2186,1495,574,191,91,9006,11,69,2819,4711,4412,2421,723,245,136,15546,0,22,436,1288,1326,638,225,89,41,4071,4,29,400,2266,3037,1245,435,209,115,7739,436,468,1211,1160,1160,983,1204,1275,1614,9523,12339,11979,26776,30426,32552,26501,21564,13521,7908,183563,12096,2310,2347,2957,2885,3462,3097,1527,839,31515,6299,1568,594,686,849,1199,1277,643,308,13431,2695,2731,1032,1009,1157,1633,2183,1397,620,14454,1119,2383,1460,1257,1641,2213,3855,3561,1373,18861,672,2214,1518,1447,1958,2500,4435,4067,2574,21386,600,2656,2338,1957,2475,2799,3958,2889,1356,21035
209,695,1696,1847,1887,1900,2686,4329,2807,881,18731,409,1473,1886,1969,2001,2433,4119,3485,2050,19822,301,1841,2893,2871,2779,2633,2560,1524,679,18081,216,1638,3365,3405,3055,2605,1903,899,351,17431,116,1818,4282,3968,3562,2641,1324,474,168,18348,53,1489,5216,4365,3814,2686,1107,301,77,19112,14,715,4510,3526,2896,2063,619,141,42,14526,6,290,3742,3366,2736,1679,495,129,47,12487,5,99,2096,2557,1962,1131,261,59,13,8181,4,54,2405,3929,3218,1616,333,65,29,11653,0,9,285,754,665,300,80,22,6,2129,3,15,164,890,906,445,147,64,20,2662,710,827,2052,1796,1594,1397,1408,1212,1192,12173,14632,15866,40405,41601,36074,30997,23962,13627,6438,223604,14762,2892,4894,4976,3987,5723,4396,1812,723,44175,6236,1652,1043,1210,1113,1481,1466,676,210,15090,3594,3362,2430,2280,2132,2618,3054,1837,619,21932,1198,3109,3276,2844,3071,4245,7773,5738,1867,33115,919,2807,3128,2901,3086,3732,6593,5228,2900,31297,959,3586,4710,4178,3998,4022,4492,2659,993,29592
210,562,1141,1693,1701,1875,2386,3415,2224,623,15625,264,1159,1707,1683,1753,2074,3101,2848,1580,16176,243,1422,2490,2284,2139,1815,1747,1064,519,13720,153,1341,2702,2624,2188,1741,1183,594,182,12710,72,1324,3451,2920,2583,1808,782,331,132,13390,37,1109,3848,2960,2552,1907,621,137,53,13229,13,578,3185,2420,1880,1339,354,79,18,9864,5,222,2640,2268,1816,1123,226,66,24,8382,3,66,1555,1635,1272,744,142,31,3,5451,4,53,1724,2582,1874,923,156,40,10,7360,4,16,168,446,376,176,38,10,7,1236,5,12,134,499,521,208,91,31,10,1505,750,828,2073,1860,1496,1159,1062,958,823,11009,11992,12776,33290,31796,26741,22592,16667,10075,4717,170650,11798,2590,4989,4597,3491,4530,3367,1305,585,37255,4924,1220,910,937,792,955,945,472,183,11328,3089,2832,2387,2459,2241,2411,2147,1289,474,19323,1031,2155,2817,2700,3043,4025,6118,4629,1417,27941,689,2222,2818,2650,2787,3253,4886,4187,2262,25744,801,2850,3961,3396,3178,2914,3069,1912,781,22853
211,762,1445,1304,1645,1692,2342,4208,3010,863,17270,445,1304,1474,1816,2031,2412,4573,4076,2152,20275,457,1678,2339,2811,2911,2848,3525,2178,837,19582,208,1610,2710,3091,3239,2881,2356,1242,391,17721,139,1736,3647,3477,3693,3176,1804,696,240,18599,56,1505,4551,3918,4101,3371,1391,398,137,19430,14,784,3765,3180,3257,2375,728,190,55,14339,10,270,3194,3015,2905,2031,523,169,53,12165,5,84,1779,2219,2030,1307,329,56,21,7823,3,40,1932,3622,3220,1806,382,90,23,11120,0,8,226,668,639,308,82,28,11,1974,0,12,156,670,858,427,121,70,38,2361,555,604,1318,1349,1336,1291,1341,1490,1566,10846,14681,14421,32234,36842,36762,33787,27731,16357,7282,220103,13651,2462,3176,3763,3645,5741,4925,1810,689,39867,7193,1554,863,1197,1208,1854,2037,804,239,16943,3799,2960,1717,1880,1861,2695,3622,1983,550,21069,1371,2512,2225,2372,2558,3597,7194,5863,1756,29445,1058,2404,2383,2537,2921,3661,7224,6219,3015,31427,1269,3312,3433,3686,3914,4306,6029,3848,1339,31135
212,1159,2736,3115,3061,3000,3843,6559,4305,1230,29005,729,2522,3379,3213,3235,3548,5996,5308,3116,31040,600,3000,5226,4781,4254,3686,3701,2272,1006,28525,366,2847,6113,5921,5017,3754,2334,1202,405,27946,242,3150,8049,7003,5890,4017,1748,714,300,31111,73,2567,8434,6814,5810,3950,1228,368,132,29389,19,1202,6228,5062,3883,2641,704,172,78,19987,11,457,4616,4200,3284,2006,553,177,80,15388,5,147,2491,3031,2336,1226,301,81,31,9652,0,92,2601,4401,3436,1733,303,108,35,12708,5,19,277,767,608,320,75,26,11,2101,8,24,247,805,865,411,133,89,33,2614,1366,1721,4041,3248,2664,2228,2061,2017,1893,21235,24988,28762,66444,64012,53359,44674,34490,20783,9768,347284,26219,7610,10576,9310,7431,10228,8184,3460,1184,84200,9330,2819,1867,2057,1825,2170,2243,1029,303,23639,5769,5869,4115,3783,3349,4331,4756,2701,938,35616,2071,5071,5236,4603,4678,6355,11842,8852,2650,51363,1489,4662,5573,4727,4813,5583,9639,8205,4410,49099,1679,6077,8386,6918,6197,5906,6509,4075,1575,47329
213,1068,2492,3399,3207,3074,4151,6196,3278,869,27736,639,2154,3571,3370,3027,3243,5618,4027,2072,27721,469,2673,5297,4949,4027,3324,2934,1481,684,25831,317,2511,6121,5789,4419,3231,1930,758,243,25306,184,2771,7715,6979,5395,3427,1267,426,206,28373,82,2279,8359,7180,5321,3320,908,181,65,27694,30,1184,6683,5773,3844,2170,509,84,32,20301,7,416,5352,5083,3429,1801,364,95,32,16573,0,152,3103,3785,2429,1243,223,39,16,10978,4,97,3790,6153,3910,1604,210,36,11,15810,0,21,464,1179,769,317,52,11,6,2816,9,27,361,1261,1118,384,95,49,12,3316,1523,1799,5236,4291,2905,2168,1981,1476,1214,22578,23082,25110,72199,71635,52192,41202,30017,14698,6447,336570,23670,5365,11126,10182,7328,9988,7788,2554,874,78861,8536,2348,1903,2068,1510,1810,1790,679,193,20839,5408,5163,4417,4195,3413,4359,4169,1962,574,33658,1867,4506,5700,4963,4953,6686,11502,7016,1783,48977,1423,4149,5743,5006,4662,5125,9161,6241,2941,44447,1320,5406,8453,7146,5909,5208,5363,2679,1002,42484
214,422,665,818,877,1038,1418,2895,2237,545,10917,301,709,905,1124,1257,1696,3468,2973,1606,14038,300,988,1431,1683,1769,1986,2649,1723,677,13212,175,964,1705,1895,1912,1923,1695,905,272,11445,95,983,2095,2104,2407,2073,1207,540,183,11688,49,684,2262,2124,2489,2085,990,359,90,11129,12,315,1907,1599,1802,1370,578,169,62,7807,6,102,1454,1473,1626,1109,424,164,61,6428,3,28,745,1020,1125,769,268,78,28,4065,3,36,825,1532,1738,1045,364,123,30,5706,0,5,100,289,328,215,92,41,18,1092,6,7,92,432,531,424,228,115,44,1880,575,483,1048,1141,1226,1114,1316,1373,1274,9547,8283,7452,17164,19583,21605,20994,19666,12419,5380,132541,6812,1017,1413,1596,1846,2980,2403,992,327,19385,4047,565,368,523,497,894,1131,524,163,8695,2052,1366,915,914,1048,1543,2228,1325,388,11787,758,1220,1288,1345,1616,2294,5042,4255,1194,19021,709,1237,1374,1535,1875,2599,5591,4603,2361,21880,833,1752,1968,2174,2469,3012,4577,3168,1057,21010
215,197,274,532,486,598,993,1872,1200,372,6520,135,286,593,554,704,1100,1679,1544,915,7509,152,461,979,873,874,1076,1140,717,381,6656,118,516,1110,939,1004,1007,755,371,125,5949,69,566,1266,1005,1134,1070,492,208,81,5881,25,398,1171,958,1076,1014,389,119,48,5196,6,204,745,631,736,614,219,68,17,3233,3,98,629,529,587,515,163,98,42,2659,0,33,258,328,400,345,87,33,12,1492,3,17,261,448,527,433,119,38,10,1854,0,0,26,62,75,73,37,12,7,285,0,4,45,90,125,126,64,37,9,512,418,318,759,750,784,863,904,800,717,6303,3956,3752,9459,8635,9593,10947,9415,5917,3033,64712,2946,449,852,681,700,1369,1010,396,207,8615,1696,184,233,203,279,458,450,219,72,3806,985,522,624,616,620,1034,1223,631,244,6499,360,519,868,792,1027,1688,3479,2463,755,11953,386,530,964,886,1170,1887,3188,2490,1321,12818,458,811,1438,1246,1327,1767,2200,1331,543,11120
216,189,282,422,426,520,880,1746,1096,321,5881,140,289,522,506,567,874,1562,1295,816,6576,137,393,843,736,807,914,1007,668,273,5773,94,480,1004,903,920,933,733,330,115,5513,48,492,1050,938,1006,908,466,207,82,5194,24,363,970,859,1016,861,338,110,27,4567,5,188,679,566,620,537,164,49,16,2825,6,72,543,485,529,449,126,44,26,2285,4,25,207,326,368,239,78,27,12,1279,0,19,219,394,539,335,87,13,5,1613,0,6,29,70,79,52,17,6,3,257,4,4,27,78,130,96,47,36,10,433,332,258,652,643,614,701,751,699,487,5146,3741,3426,8095,7796,8627,9453,8547,5183,2383,57259,2748,408,754,647,675,1382,1056,408,127,8208,1852,178,164,206,232,394,424,210,62,3724,932,499,535,502,582,902,1120,568,187,5837,322,490,689,696,923,1505,3177,2336,655,10807,392,465,806,762,989,1472,2777,2255,1180,11101,442,718,1154,1049,1186,1476,1862,1218,462,9557
217,165,213,376,352,483,849,1488,894,249,5077,187,241,445,506,571,917,1574,1295,777,6505,166,352,722,743,781,945,1019,598,345,5673,103,427,799,792,865,880,778,357,139,5135,67,440,885,829,1001,937,517,241,73,4988,27,299,916,776,1021,921,384,137,44,4519,3,156,619,582,604,601,223,82,18,2896,5,48,460,460,562,486,182,62,26,2291,0,20,242,296,354,284,106,20,4,1332,0,18,181,411,476,349,110,38,16,1592,0,6,29,59,76,50,27,8,0,264,0,4,40,104,144,131,85,44,17,575,307,190,460,494,529,616,676,561,438,4278,3542,2837,6956,7198,8374,9634,8560,4906,2384,54393,2220,268,479,497,625,1191,945,350,139,6714,1871,145,171,203,203,462,459,192,75,3782,841,376,500,450,544,940,1056,522,164,5393,294,359,613,576,780,1378,2787,1822,520,9125,425,435,677,740,948,1492,2821,2087,1103,10727,440,649,1026,1005,1106,1484,1939,1115,502,9260
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,11,34,59,63,49,44,42,6,0,301,7,33,60,51,50,62,43,19,6,319,9,35,78,49,35,28,18,7,0,257,0,15,72,30,29,19,9,3,0,180,4,18,57,21,23,17,7,0,0,156,0,9,44,16,17,19,5,0,0,113,0,5,28,12,6,12,9,0,0,69,0,0,30,12,5,8,5,0,0,64,0,3,19,7,3,5,0,0,0,41,0,0,21,21,6,6,0,0,0,49,0,0,0,3,0,5,0,0,0,13,0,0,10,11,3,5,0,0,0,22,81,91,297,337,180,119,59,13,8,1184,229,321,878,730,479,429,224,58,19,3373,106,45,102,107,83,80,40,7,6,577,24,20,23,24,31,27,10,5,0,156,77,88,100,98,94,50,24,8,0,544,17,60,144,152,122,113,94,16,7,727,12,50,92,96,110,114,105,42,11,626,15,54,108,86,66,52,40,14,5,442
301,438,508,555,576,672,1238,2526,1533,338,8375,310,469,600,782,845,1154,2561,1959,956,9644,299,708,998,1133,1316,1344,1790,1098,403,9078,182,818,1249,1420,1439,1433,1116,584,167,8400,95,822,1679,1658,1769,1516,808,324,99,8771,40,639,1763,1914,2134,1721,601,170,58,9052,8,342,1418,1579,1730,1250,374,71,32,6804,6,149,1206,1484,1561,1049,252,73,24,5804,4,41,761,1194,1173,726,156,33,6,4107,0,27,749,1764,1833,950,174,38,19,5556,0,4,78,321,312,173,44,21,7,978,0,3,69,380,455,237,79,37,8,1278,261,264,532,630,658,582,663,701,866,5166,7141,5825,12987,16509,17719,16354,13680,7626,3314,101156,5626,799,1007,1205,1402,2480,1758,619,204,15100,3577,415,297,364,463,741,849,301,71,7077,2000,965,733,667,689,1193,1667,877,231,9021,764,975,935,910,1061,1981,4455,3093,751,14933,667,898,929,1077,1257,1829,4216,3090,1355,15316,754,1326,1440,1498,1744,1998,3207,1952,635,14555
302,398,590,591,512,555,812,1417,1137,403,6418,231,588,734,574,651,830,1816,1775,1102,8301,240,856,1191,986,909,1016,1401,1006,542,8146,151,947,1500,1264,1023,1000,840,511,230,7464,78,995,2004,1582,1388,1123,646,305,141,8256,26,816,2409,1896,1693,1284,524,170,72,8888,19,503,2154,1620,1427,1053,312,80,53,7217,8,247,1872,1701,1442,830,189,75,20,6378,4,73,1208,1313,1166,671,141,38,16,4620,0,57,1482,2470,1984,931,153,33,22,7130,0,9,200,424,347,137,33,12,7,1165,6,8,133,511,483,192,52,32,19,1432,223,329,822,617,481,424,460,531,716,4603,5942,7146,17849,17359,15056,12419,9799,6596,3686,95851,4809,779,1326,1473,1169,1810,1369,562,219,13515,2988,482,281,420,402,589,640,276,100,6188,1605,1003,774,647,615,862,1118,701,248,7576,682,1089,1105,834,942,1360,2490,2093,777,11375,436,1022,1172,881,1049,1378,2929,2686,1566,13121,520,1522,1880,1422,1340,1617,2406,1644,777,13133
303,721,1328,1327,1118,1009,1353,2140,1493,472,10957,400,1263,1321,1162,1092,1263,2290,2000,1206,12004,340,1715,2200,1743,1415,1358,1681,1098,495,12050,200,1534,2704,2223,1681,1347,1104,567,194,11553,125,1634,3501,2708,2097,1579,980,421,151,13194,63,1374,4039,3078,2354,1796,767,229,93,13794,21,864,3292,2613,1890,1336,432,97,39,10581,6,401,3004,2612,1955,1167,336,100,43,9627,3,139,1829,2123,1727,974,217,51,19,7078,0,89,2372,3632,3061,1436,262,78,35,10965,0,13,288,654,541,221,53,20,12,1810,4,21,258,967,875,417,122,63,26,2747,409,715,1546,1178,842,761,610,675,863,7601,10490,14142,31438,29873,23576,19099,14265,8254,4184,155320,9080,2747,3716,3211,2461,3569,2808,1025,420,29043,4701,1068,717,849,716,1034,1063,399,138,10683,2663,2568,1610,1366,1157,1575,1798,977,334,14040,1263,2534,2451,1822,1657,2304,3873,2964,955,19827,797,2292,2383,1805,1771,2099,3761,3109,1667,19675,831,3190,3862,2659,2176,2208,2959,1880,746,20523
304,531,739,393,406,406,507,967,690,205,4851,277,617,403,488,508,560,1127,994,630,5607,239,785,815,809,749,700,1090,674,304,6168,134,684,771,845,764,680,787,449,132,5243,84,600,999,1003,1045,826,684,315,95,5653,25,579,1296,1280,1262,935,579,226,86,6270,15,377,1261,1275,1143,790,360,129,42,5396,8,156,1205,1355,1210,765,321,110,44,5169,0,45,811,1155,1148,671,217,69,18,4135,4,41,1042,2159,2156,1134,293,109,37,6978,4,13,122,446,486,218,85,32,13,1423,0,8,111,638,897,406,155,63,35,2310,190,239,419,392,344,287,319,363,547,3093,6990,6622,10802,14174,13836,10307,8715,5124,2527,79104,5959,1367,1126,1464,1317,1456,1194,580,256,14722,3393,790,271,432,430,509,595,295,99,6810,1933,1508,551,514,510,637,901,594,185,7329,921,1405,821,625,609,795,1618,1350,377,8513,545,1203,722,677,698,842,1717,1548,887,8848,513,1513,1384,1087,1016,1031,1768,1161,451,9924
305,617,1432,996,574,556,593,754,527,192,6246,444,1338,1135,646,619,638,1124,891,567,7406,371,1901,2146,1037,780,825,1043,616,249,8965,226,1898,2332,1129,903,827,796,418,127,8657,118,1872,3245,1469,1126,983,771,313,83,9980,63,1857,4211,1934,1410,1245,759,235,71,11785,27,1208,3956,1824,1413,1074,480,114,49,10143,12,602,3681,1958,1580,1037,374,116,31,9386,7,179,2323,1817,1495,935,305,95,23,7181,10,147,3308,3781,3265,1797,394,114,40,12851,5,31,504,930,945,442,116,41,13,3034,6,21,421,1857,2171,971,297,119,49,5905,405,997,2090,1176,833,677,540,469,398,7590,8043,16375,32815,22337,18947,13863,9229,4712,2206,128533,5852,2654,2582,1908,1645,1569,1166,453,196,18037,3548,873,426,414,409,555,535,229,77,7067,2065,2062,1152,693,720,769,753,425,204,8854,1148,2564,1968,1091,1049,1100,1336,970,374,11589,797,2327,1900,1062,1026,1149,2026,1449,796,12528,725,3360,3827,1639,1250,1320,1856,1114,371,15469
