SA4_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
318,21356,1129,699,429,74,23689,27368,798,549,62,26,28800,11089,4155,2507,30,31,17809,2004,864,421,0,9,3308,201,248,111,3,0,563,4481,792,407,26,20,5728,1608,198,233,92,86,2217,105,52,18,4,0,181,19492,6310,3713,144,145,29807,1124,296,80,22,29,1545,1014,233,96,75,30,1451,70356,8757,5129,727,312,85284
319,47030,1533,958,1228,185,50930,32598,524,273,131,78,33602,12346,2606,1615,54,58,16673,1318,1005,385,0,8,2714,212,283,223,6,4,731,6735,513,463,67,43,7821,1002,224,182,351,58,1818,156,48,48,13,0,272,21767,4685,2924,491,163,30027,1879,545,159,52,54,2688,1872,258,153,156,51,2495,105152,7544,4475,2052,525,119749
397,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,33829,5719,2705,105,55,42404,32534,4895,2554,20,52,40056,7829,5670,7914,44,99,21552,640,1143,913,0,6,2702,203,623,642,3,10,1479,3835,2100,2244,38,46,8260,406,177,332,43,23,973,57,58,83,4,3,197,12966,9773,12121,126,194,35178,1240,1316,1087,14,21,3676,690,237,224,8,34,1184,81260,21942,18684,270,348,122507
402,41321,3197,539,207,58,45322,62516,4622,762,20,103,68029,17144,5061,1980,6,59,24247,4127,3570,680,0,9,8385,1303,1002,264,0,9,2569,8209,1586,583,13,44,10433,1630,328,178,79,34,2245,220,112,47,4,4,385,32625,11657,3725,101,153,48261,1394,1632,231,6,21,3279,1696,524,126,10,26,2391,139551,21628,5387,357,364,167280
403,40891,5008,1575,233,42,47750,51857,5038,1434,30,74,58431,11310,4380,2822,46,37,18593,2350,2045,723,0,12,5126,827,845,342,6,11,2030,6117,1824,1021,27,35,9022,359,183,110,129,15,792,107,86,32,4,0,230,21062,9368,5045,210,115,35797,1245,1972,625,21,16,3883,1042,444,139,17,14,1659,116093,21827,8814,512,262,147512
404,24608,4154,1301,79,42,30192,24854,5683,1647,33,75,32291,6930,4710,4152,38,62,15888,1997,3195,971,0,21,6184,563,816,364,0,18,1764,4215,2026,1522,32,27,7822,479,256,321,12,13,1067,98,87,56,0,5,245,14283,11085,7387,80,137,32966,806,853,405,9,11,2091,682,361,142,14,14,1209,65236,22134,10886,215,275,98750
405,18818,474,22,221,55,19594,14608,244,12,38,30,14924,3245,544,71,14,8,3881,604,533,88,0,4,1227,208,151,39,0,3,391,2836,190,28,37,11,3096,472,35,6,52,6,572,56,20,6,0,0,88,7426,1478,230,102,33,9262,1165,219,17,15,8,1429,675,76,12,35,15,813,42693,2489,295,409,139,46018
406,9171,826,124,151,67,10339,7653,939,58,36,15,8707,2390,981,402,4,13,3793,1359,1470,414,6,13,3265,240,101,35,5,3,378,1694,397,103,13,20,2231,923,97,70,43,23,1152,54,30,8,0,0,104,6655,3076,1036,77,73,10919,823,74,41,24,25,994,459,160,44,43,16,715,24765,5077,1307,333,199,31665
407,29575,1018,216,400,105,31307,23187,488,103,79,55,23906,6094,1391,783,18,16,8303,1257,908,194,9,6,2368,399,299,57,0,3,763,4503,398,175,47,33,5148,1028,149,39,69,27,1320,101,48,16,0,4,177,13387,3205,1261,137,86,18078,2103,665,50,32,17,2866,1160,170,40,25,33,1425,69406,5540,1670,664,297,77577
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,22368,1141,148,440,46,24143,25524,720,86,52,39,26417,6284,1204,308,19,15,7838,1024,892,73,0,3,1999,136,313,92,0,3,542,4505,504,89,31,15,5145,597,88,20,200,20,925,75,26,5,0,0,107,12619,3032,590,256,64,16558,1101,494,46,44,24,1702,861,182,24,51,31,1143,62464,5577,891,831,200,69965
502,12325,1235,297,266,11,14138,14544,539,165,19,5,15271,4483,954,327,12,3,5779,320,405,37,0,5,766,178,165,70,0,9,415,2366,360,75,9,3,2812,190,103,8,51,5,359,46,26,6,0,0,76,7577,2012,522,81,24,10209,517,884,17,9,0,1434,475,151,20,37,6,689,35441,4824,1017,415,45,41734
503,15542,2903,3479,12,15,21950,12866,2870,4572,18,13,20341,3721,3077,12649,30,15,19490,109,547,1014,0,3,1673,25,112,341,0,7,487,1787,1088,2923,13,10,5824,245,116,346,0,4,721,18,25,62,0,0,111,5916,4968,17340,46,46,28312,437,383,692,0,4,1518,239,100,290,0,15,645,34991,11231,26364,77,95,72762
504,24105,2145,403,171,18,26843,43586,3048,747,15,36,47428,8495,3005,1778,3,19,13309,1037,1274,258,0,3,2569,199,246,42,4,0,490,4795,1113,420,14,16,6364,524,144,42,40,8,755,76,46,14,5,0,141,15129,5825,2559,64,51,23627,772,271,61,6,4,1116,942,243,57,15,16,1266,84526,11539,3826,269,117,100273
505,51158,8023,1129,229,21,60560,80998,11113,1413,19,24,93573,18485,8848,3148,9,25,30509,1602,2680,394,0,4,4676,262,515,122,0,0,908,8962,3556,816,24,12,13370,979,407,105,41,11,1536,162,113,19,0,0,297,30449,16122,4612,71,48,51303,1657,1426,421,17,5,3522,1614,594,168,26,26,2428,165877,37275,7746,360,128,211386
506,44072,4865,1457,434,45,50878,71471,5819,2060,43,52,79440,19143,8223,4808,35,49,32260,2357,2064,427,0,5,4851,316,623,236,0,0,1177,9500,2668,1117,32,21,13337,1121,364,150,134,10,1781,202,107,43,6,0,355,32641,14046,6783,204,90,53763,1697,1269,488,27,11,3502,1764,460,165,37,38,2467,151648,26458,10952,753,239,190049
507,40078,5002,1669,447,56,47261,63814,4733,1878,20,47,70500,16457,4181,3602,15,18,24278,1655,1745,673,0,4,4080,231,333,188,0,3,757,7174,1625,856,26,12,9687,892,138,109,117,6,1260,102,50,26,0,0,181,26501,8074,5459,168,45,40244,1173,864,421,18,10,2477,1405,325,152,14,33,1928,132967,19004,9581,666,195,162413
509,20197,358,19,336,85,21009,14997,185,19,43,52,15294,2942,399,44,17,3,3402,1313,504,13,3,11,1845,354,300,34,11,0,707,3641,166,20,23,17,3865,1133,104,12,77,32,1351,74,28,5,0,0,104,9444,1501,134,127,67,11273,2015,142,10,39,27,2244,868,100,3,54,19,1046,47530,2297,192,602,248,50866
510,1727,146,36,394,72,2370,3841,313,41,71,25,4292,2246,795,486,25,22,3574,2861,610,111,3,24,3610,1160,93,24,13,9,1301,839,160,52,41,34,1120,4630,675,257,139,67,5766,61,18,4,0,3,84,11799,2341,939,217,157,15459,1215,162,71,98,64,1602,432,99,19,106,62,715,19013,3064,1107,883,374,24437
511,10841,621,62,535,133,12186,12420,499,32,88,33,13082,3687,1332,228,16,13,5272,1404,615,100,5,13,2133,307,158,102,8,10,581,2889,405,48,51,31,3430,1082,218,27,189,35,1550,62,36,9,6,0,114,9429,2754,510,276,100,13071,1206,166,19,61,78,1533,685,147,51,46,42,969,34576,4191,681,1009,382,40843
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,29931,974,1110,160,43,32223,30948,828,844,37,25,32686,8731,1512,2783,64,26,13115,2744,820,886,0,17,4473,580,326,285,0,22,1209,5378,733,1225,62,36,7434,548,112,178,46,5,886,113,44,38,0,0,199,18096,3552,5396,172,108,27320,999,291,265,14,10,1579,866,121,143,12,22,1161,80846,5768,7759,396,205,94980
602,21388,758,588,145,34,22908,18199,532,319,17,21,19088,5502,1012,1267,62,13,7854,1038,476,385,0,0,1908,430,311,187,0,5,934,3548,408,462,31,21,4469,505,81,60,49,12,710,93,27,19,0,0,143,11115,2318,2376,151,50,16011,935,165,61,18,11,1192,792,220,81,51,10,1145,52432,3989,3431,385,123,60352
603,7301,33,15,106,21,7474,5549,20,4,23,12,5605,716,39,15,8,0,779,95,27,6,0,0,126,40,20,8,0,0,66,1079,28,15,14,5,1141,214,8,16,18,8,265,27,8,0,0,0,38,2170,129,59,46,15,2419,404,7,5,16,4,435,254,9,0,3,5,271,15674,195,84,196,59,16209
604,17621,545,55,174,41,18432,14521,182,20,36,17,14778,3614,850,85,26,6,4575,1496,788,20,0,9,2315,333,264,11,0,0,618,3124,445,49,23,4,3649,490,107,43,80,12,730,70,43,4,3,0,121,9138,2490,213,137,31,12006,708,98,5,25,14,841,626,132,7,44,7,816,42613,3447,302,410,103,46876
697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
701,6385,558,1010,226,18,8186,13847,1016,1991,27,3,16881,4239,1685,6091,14,26,12061,1144,749,694,0,10,2592,151,31,88,0,7,272,2095,589,1239,29,23,3971,1130,108,345,81,19,1692,61,18,48,0,0,129,8821,3181,8507,126,89,20717,454,82,111,19,17,678,440,109,213,32,28,824,29937,4950,11824,429,151,47297
702,2334,202,20,336,98,2993,3748,591,44,48,42,4481,1153,1063,228,7,17,2475,3794,794,126,10,21,4739,1608,224,60,13,24,1930,858,296,51,42,33,1289,1521,456,161,94,98,2327,91,20,5,0,0,121,9022,2859,620,173,202,12881,1749,242,101,121,94,2304,413,128,32,70,74,702,17274,4016,821,745,511,23364
797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
801,34873,5832,3999,92,26,44831,48878,9835,9001,4,32,67754,9414,6251,12930,4,44,28635,4400,2711,1429,18,10,8569,387,315,300,0,10,1012,4797,2350,3332,9,27,10516,1663,473,539,31,27,2736,107,54,48,0,0,208,20770,12148,18580,62,124,51681,1020,828,810,4,16,2675,894,270,276,0,9,1456,106433,28921,32669,168,213,168400
897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
899,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
901,442,29,28,0,5,494,252,13,6,0,4,280,104,3,4,0,0,111,59,31,49,0,0,139,39,0,3,0,0,42,154,21,22,0,3,198,74,8,17,0,0,104,0,0,0,0,0,0,432,62,94,0,5,600,78,5,8,0,3,94,53,0,10,0,4,65,1259,106,141,5,23,1533
997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
