SA4_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
204,91165,93770,184935,4703,4662,9364,11414,10877,22291,5517,5049,10563,4595,4106,8704,9700,9890,19590,9852,10723,20571,11275,12199,23472,13068,13837,26908,12546,12421,24963,6561,6958,13515,1946,3050,4995,86616,89700,176320,4553,4071,8619,1812,1958,3771,61,65,126,42,57,97,1923,2074,4000,75138,77047,152185,9324,10203,19530,80408,82777,163188,4477,4991,9467,81698,84261,165961,1360,1386,2748,10459,10024,20477,3793,3784,7579,1062,1271,2336,1784,3699,5482,29015,36722,65745,12342,11873,24211,16603,14019,30625,6537,5405,11942,4045,3716,7766,345,315,656,81810,85160,166970,10587,9924,20510
205,147833,153015,300848,7975,7683,15659,18283,17087,35369,8120,7793,15913,7068,6672,13743,15931,16790,32721,15772,16752,32526,17328,18848,36176,21171,23021,44190,21666,21864,43532,11297,11790,23088,3215,4716,7929,140188,146103,286288,7647,6914,14564,2778,2745,5522,98,88,186,48,63,111,2924,2894,5819,118674,122120,240797,17853,19526,37384,129834,134649,264484,6925,8067,14994,130995,136125,267122,2214,2061,4280,16678,15578,32252,5574,5761,11338,1413,1962,3375,2386,5614,7998,43646,56647,100296,20913,20337,41254,27588,23156,50747,11405,10022,21432,7011,6842,13855,547,546,1096,133235,139275,272514,13226,12625,25847
206,299941,317072,617018,12355,12015,24369,21580,21006,42583,11202,12229,23434,26641,30675,57314,80322,85196,165518,50981,50110,101098,35375,36623,72005,28011,29097,57113,19248,21595,40849,10415,12443,22859,3804,6077,9883,287879,303664,591542,12061,13412,25474,1559,1545,3105,60,50,112,67,62,129,1690,1653,3346,178397,184346,362743,105023,116390,221412,201600,205627,407221,81176,94637,175814,226596,238099,464699,3683,3610,7295,20349,19782,40134,9624,10731,20349,15031,17814,32846,21570,28761,50330,205272,222342,427613,16206,15055,31256,14221,12675,26894,5399,5316,10719,6020,8469,14495,1958,3229,5183,272802,289100,561906,26727,25113,51836
207,179806,193669,373472,8044,7705,15744,22054,21028,43076,12109,11605,23713,14010,13055,27065,24376,24394,48770,22670,25194,47868,23630,26853,50484,21188,23503,44690,16112,19137,35247,10853,13688,24535,4758,7512,12274,174685,188167,362856,5119,5501,10614,490,412,900,17,18,36,17,16,25,527,444,967,105140,108874,214019,68975,78833,147808,106386,110019,216411,67515,77385,144895,145032,154797,299826,2891,2768,5656,21212,20338,41548,11143,10823,21966,8583,8152,16733,7855,10124,17981,111959,121385,233342,10841,11986,22828,9843,10912,20758,5007,5508,10511,4613,6527,11137,1291,1736,3025,170376,182809,353180,7881,9111,16992
208,203350,219288,422639,10811,10453,21261,26610,25271,51881,12769,12339,25117,12430,11979,24406,25576,26776,52356,27721,30426,58144,29467,32552,62017,24358,26501,50866,18507,21564,40065,10679,13521,24201,4420,7908,12330,197263,212609,409874,6084,6681,12765,705,656,1353,42,31,77,20,17,36,765,704,1469,135623,142959,278589,61373,69462,130831,150958,159382,310343,45482,52456,97936,174687,187666,362348,3839,3739,7574,25534,24281,49812,11477,11297,22776,7030,7097,14128,6814,9984,16797,118684,132233,250914,15204,15821,31025,14045,14409,28453,5850,6014,11860,4477,5978,10454,884,1176,2064,193241,207209,400455,7830,9704,17536
209,266882,273777,540664,17800,16592,34396,35513,33583,69100,15777,14632,30410,17366,15866,33231,39505,40405,79907,40614,41601,82221,34656,36074,70726,28513,30997,59510,21396,23962,45359,11676,13627,25301,4066,6438,10509,260482,267417,527898,6404,6362,12764,2371,2460,4834,77,65,142,70,76,140,2515,2601,5114,174959,178681,353639,81085,84569,165657,168573,171343,339916,86780,91061,177843,226258,233078,459334,5585,5099,10679,33635,31817,65455,12938,12625,25566,7670,7987,15654,9747,14054,23807,129483,141912,271392,23451,21407,44858,25654,22200,47851,11195,10423,21612,10273,13402,23675,2791,3690,6482,253827,260424,514250,11875,12265,24139
210,210949,213385,424328,15502,14588,30088,29862,28145,58011,12944,11992,24940,14211,12776,26989,33196,33290,66484,31808,31796,63605,25501,26741,52242,21714,22592,44310,14669,16667,31338,8437,10075,18511,3093,4717,7813,206622,209205,415826,4324,4177,8501,1451,1347,2794,64,68,131,39,39,77,1556,1453,3010,126484,128168,254652,74048,75198,149241,112800,113298,226091,86436,88604,175045,172209,176367,348578,4182,4003,8187,27759,26119,53879,10244,10189,20435,5934,5948,11879,7377,10866,18250,93821,101154,194970,17871,16485,34356,21184,17833,39015,9719,8746,18465,9713,12115,21833,3118,4521,7636,199830,202468,402301,10297,9996,20292
211,253546,264753,518301,14812,14011,28822,32836,30641,63475,16127,14681,30811,15671,14421,30089,31399,32234,63632,34537,36842,71380,34313,36762,71072,31261,33787,65046,24332,27731,52068,13721,16357,30085,4532,7282,11817,246470,257672,504139,7080,7080,14161,1746,1781,3530,78,61,137,54,40,91,1880,1879,3755,179590,183178,362762,65794,73394,139191,192455,197588,390047,52364,58160,110521,221500,229336,450832,4864,4600,9461,31509,29402,60911,13470,12624,26091,6544,6745,13287,7110,11494,18602,117998,135774,253773,28045,26477,54521,30237,26916,57154,12312,11180,23490,7286,8590,15873,1482,1894,3373,241888,252036,493921,9155,10433,19589
212,429665,430395,860060,29010,27442,56450,59004,55671,114670,26552,24988,51538,31952,28762,60714,68929,66444,135372,64140,64012,128149,51892,53359,105254,43062,44674,87733,30810,34490,65298,17994,20783,38777,6328,9768,16090,420777,421888,842658,8887,8512,17400,2166,2277,4442,98,84,186,61,58,120,2323,2425,4751,220213,217660,437878,189546,194130,383675,215040,212313,427355,192386,196424,388803,333261,335654,668917,8180,7505,15685,55122,52106,107233,21735,21389,43121,14722,14498,29220,16514,22939,39452,203187,213696,416880,34144,31076,65222,42907,37731,80634,18215,16981,35196,15935,19472,35403,7767,9399,17166,406194,407312,813504,21977,21939,43919
213,426866,426189,853054,32451,30538,62990,62232,59072,121310,24223,23082,47305,28223,25110,53336,70814,72199,143011,73482,71635,145115,51521,52192,103717,39381,41202,80576,27746,30017,57764,12961,14698,27656,3818,6447,10261,418499,418245,836749,8359,7939,16307,3442,3224,6668,90,75,164,84,100,183,3620,3398,7018,226805,224081,450888,177304,180866,358172,210456,208094,418544,188596,194125,382720,328238,331264,659510,8837,8397,17239,57425,54642,112064,19282,19292,38574,11998,11682,23687,16322,23482,39803,199576,210006,409583,31601,28572,60177,41392,34351,75738,16467,15693,32162,15281,19487,34769,5826,7869,13688,400459,402962,803422,24885,21658,46545
214,149718,158508,308226,8473,8053,16525,18907,17917,36829,9155,8283,17441,7944,7452,15401,16476,17164,33635,17951,19583,37531,19988,21605,41592,19136,20994,40137,17371,19666,37037,10652,12419,23071,3666,5380,9042,143416,152389,295806,6302,6119,12417,1680,1597,3272,77,74,148,44,54,99,1803,1721,3526,113273,118707,231982,28208,31433,59637,130157,136923,267079,11522,13393,24909,132986,140635,273625,2699,2537,5236,17713,16775,34493,6921,6580,13504,2627,2982,5614,3148,6138,9284,60057,72179,132236,18557,17844,36400,21949,19800,41749,8663,8157,16826,4703,5364,10069,506,541,1046,137999,146753,284759,10517,10928,21442
215,77653,77914,155568,4219,4253,8465,9611,8955,18561,4384,3956,8340,4144,3752,7898,9561,9459,19014,8461,8635,17096,9196,9593,18791,11104,10947,22053,9746,9415,19161,5336,5917,11254,1897,3033,4936,74118,74942,149056,3537,2977,6511,2291,2421,4716,80,56,145,73,83,151,2450,2567,5012,62324,63088,125410,8788,8744,17527,63820,65444,129262,7037,6817,13849,66096,67619,133716,1154,1179,2338,8651,8147,16792,2861,2825,5682,701,936,1635,1187,2637,3824,21336,26806,48138,10773,10435,21213,13747,11350,25104,6178,5245,11426,4723,4255,8984,722,626,1348,69508,70734,140243,8060,7074,15135
216,68342,69282,137618,3894,3613,7500,8963,8415,17379,4240,3741,7982,3583,3426,7014,7754,8095,15849,7293,7796,15095,8476,8627,17103,9148,9453,18610,8378,8547,16928,5007,5183,10196,1592,2383,3977,65288,66559,131842,3053,2725,5780,2096,2172,4267,51,59,111,65,58,124,2218,2284,4501,54119,54984,109099,8757,9098,17849,55522,56793,112315,7528,7646,15170,58752,59986,118740,1050,959,2010,8133,7671,15808,2941,2838,5781,729,1024,1753,1163,2537,3698,18548,24202,42749,9188,8881,18067,12190,10292,22480,5747,4666,10412,4067,3578,7643,609,556,1169,61920,63177,125099,5959,5646,11609
217,63143,64926,128069,3313,3128,6433,7959,7403,15360,3816,3542,7353,3103,2837,5941,6951,6956,13911,6722,7198,13918,7902,8374,16268,9056,9634,18691,8525,8560,17082,4387,4906,9292,1413,2384,3801,60055,62070,122133,3085,2850,5937,1190,1201,2388,29,20,50,38,12,45,1252,1233,2484,53241,54852,108095,5446,5777,11223,56569,58376,114940,2493,2596,5092,56533,58464,114998,913,917,1836,7329,6839,14165,2644,2674,5321,576,791,1372,1131,2199,3329,18926,25082,44004,9380,9146,18522,10779,8819,19601,5123,4030,9148,3330,2990,6318,253,201,454,57580,59434,117017,5067,5088,10160
297,36,6,38,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,16,0,16,3,0,3,10,6,14,4,0,4,0,0,0,0,0,0,35,6,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,9,3,0,3,9,0,13,5,0,5,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,493,72,565
299,5170,3915,9089,222,189,414,370,361,730,234,229,459,345,321,671,939,878,1819,1008,730,1736,912,479,1393,644,429,1074,392,224,613,90,58,152,15,19,29,0,0,0,5170,3915,9089,241,206,448,4,3,9,0,0,4,246,214,462,2348,1934,4283,743,649,1390,2445,2041,4485,490,492,977,2541,2153,4693,39,23,63,201,203,407,57,85,140,55,75,133,95,175,267,1215,1231,2452,366,285,652,529,389,919,235,157,395,152,91,240,37,18,51,0,0,0,0,0,0
301,117124,122696,239817,6715,6365,13082,16212,15175,31384,7856,7141,14997,6606,5825,12431,12230,12987,25213,15006,16509,31512,16227,17719,33944,15110,16354,31466,12464,13680,26149,6664,7626,14286,2045,3314,5357,112656,119110,231765,4466,3582,8052,2954,3072,6028,164,147,309,184,176,365,3302,3398,6699,86154,89487,175644,26755,29191,55945,103332,106881,210212,9428,11520,20942,103488,108515,212004,2165,2009,4175,15465,14532,29996,5886,5822,11710,1940,2282,4219,2558,4996,7550,52449,58011,110455,7822,7125,14947,21440,22999,44442,4593,4480,9069,3283,3641,6925,269,301,567,111251,117137,228384,4105,4795,8901
302,109298,115298,224598,6953,6554,13509,13744,12891,26634,6257,5942,12203,6973,7146,14116,16955,17849,34804,16891,17359,34255,14360,15056,29413,11586,12419,24008,8658,9799,18455,4934,6596,11532,1979,3686,5665,105365,112075,217439,3934,3220,7160,2323,2463,4786,157,197,352,179,200,376,2653,2859,5513,77854,81589,159442,27438,29900,57333,86919,90701,177613,17950,20397,38343,94049,99243,193285,2015,1965,3980,13089,12393,25480,4961,5006,9975,2466,3144,5614,4147,6481,10623,58345,62696,121042,5775,5221,11000,14015,16311,30324,3047,2975,6022,2691,3801,6492,434,527,959,103465,109879,213349,4936,5243,10181
303,182420,188606,371026,11314,10691,22003,23623,22598,46225,10794,10490,21283,14438,14142,28582,31212,31438,62651,28691,29873,58565,22606,23576,46177,17710,19099,36808,12765,14265,27025,6905,8254,15159,2369,4184,6553,177167,183787,360957,5248,4817,10069,2368,2540,4911,198,224,417,187,225,410,2750,2992,5742,107656,109508,217162,67885,72631,140512,112954,114562,227519,61853,66772,128627,146238,150895,297141,3381,3113,6494,22492,21566,44055,8789,9028,17819,6763,7232,13991,9089,12213,21306,106546,111303,217853,7625,6850,14477,16769,19073,35842,4433,4376,8804,3839,5338,9170,1255,1621,2877,173181,179623,352799,8081,8494,16578
304,92626,96586,189213,5027,4591,9619,13819,12898,26715,7364,6990,14353,7303,6622,13919,10472,10802,21274,12794,14174,26964,12846,13836,26684,9555,10307,19864,7583,8715,16295,4435,5124,9557,1444,2527,3973,89238,93658,182897,3390,2926,6317,965,1001,1969,96,93,186,63,61,129,1131,1152,2282,62646,64731,127375,27445,29587,57036,73551,75504,149060,16314,18570,34882,80531,83440,163971,1752,1550,3300,13441,12538,25976,6315,6259,12572,3892,4023,7914,3906,5632,9542,56164,59302,115471,3915,3857,7766,7661,9416,17080,1972,1968,3944,1091,1544,2636,247,262,510,87180,91265,178447,3980,4317,8292
305,144652,147592,292245,6165,5991,12156,13228,13066,26288,7830,8043,15874,14299,16375,30667,32663,32815,65488,23072,22337,45413,18971,18947,37922,13944,13863,27803,8945,9229,18169,4236,4712,8943,1308,2206,3515,138329,141683,280011,6327,5906,12235,1719,1782,3502,140,150,291,134,109,241,1996,2042,4039,94207,95394,189603,42854,45427,88282,110640,110623,221264,26033,29723,55757,115279,116710,231991,1813,1912,3723,12645,12538,25177,6654,6954,13606,7219,8804,16025,9951,12899,22855,97064,100933,197997,5887,5368,11253,9997,10654,20653,2567,2291,4860,1589,1834,3423,402,458,863,131057,135307,266360,15842,14397,30241
306,126014,127735,253748,6887,6562,13444,17308,16229,33536,7804,7291,15096,6527,6251,12780,15156,16321,31475,15177,17012,32189,17059,17999,35054,17176,17260,34431,14152,13429,27588,6843,6814,13655,1927,2569,4493,118849,122168,241017,7163,5569,12735,8146,8970,17110,2375,2619,4998,2378,2451,4825,12896,14040,26935,90205,89253,179461,23267,27367,50630,98399,98498,196896,14909,17879,32794,105194,106061,211249,1666,1581,3247,15429,14504,29936,4933,5046,9980,1143,1681,2826,3006,6260,9263,46665,54012,100675,9328,8655,17979,23727,22271,46000,5607,4897,10501,4380,4096,8474,680,775,1453,110662,114824,225494,20956,19731,40693
307,64356,64264,128622,3850,3572,7421,8956,8624,17581,3879,3562,7446,3424,3112,6530,7005,7198,14203,6634,7289,13919,7995,8361,16348,8955,8886,17837,8059,7452,15512,4369,4458,8831,1232,1756,2990,60226,61117,121344,4134,3147,7282,4265,4495,8763,106,125,232,131,125,254,4499,4749,9247,52877,52802,105677,5134,5620,10759,55946,56220,112167,2410,2575,4985,56288,56562,112856,783,762,1546,8026,7737,15767,2204,2341,4541,419,634,1047,845,2066,2908,18423,22682,41104,3680,3749,7429,15604,14117,29722,3932,3059,6990,3948,3034,6982,265,209,468,56503,57369,113872,10220,7475,17688
308,115421,112823,228246,7250,6922,14167,16956,16194,33152,7494,6853,14351,6536,6276,12816,14602,14744,29341,14896,14850,29745,14878,14651,29532,15211,14486,29700,10972,10048,21026,5141,5618,10759,1477,2180,3660,106493,107412,213904,8923,5416,14341,7186,7357,14545,374,314,688,639,608,1251,8202,8274,16477,92469,91840,184311,12183,12813,24992,98091,98508,196601,5933,6369,12306,98585,99122,197706,1750,1713,3468,15499,14823,30319,4602,4621,9228,922,1412,2337,1968,4488,6456,36692,42748,79441,7828,7258,15083,25307,22920,48229,5894,4789,10682,4972,4313,9288,396,284,676,100320,102799,203118,19659,12853,32520
309,311152,329627,640778,17703,16518,34220,40260,38195,78452,18946,18368,37315,19441,20482,39925,42176,45507,87681,41714,45150,86865,41625,44722,86348,35961,39655,75612,30460,33817,64273,17675,19327,37005,5189,7881,13071,299277,319596,618867,11880,10033,21909,6282,6445,12724,292,300,589,267,320,585,6843,7058,13901,205357,213222,418579,87347,97930,185274,252412,263605,516017,39481,46717,86196,251428,265934,517365,5513,5094,10606,37402,35674,73075,13844,14341,28192,6497,8327,14826,10409,17883,28284,142017,160203,302216,21756,21286,43044,51624,54664,106291,12257,11859,24117,6483,6970,13446,884,1010,1899,286843,306049,592897,24737,26159,50897
310,182621,184504,367126,13411,12418,25834,28387,26636,55025,12206,11783,23991,12255,11659,23919,26543,27590,54131,25406,25978,51386,22548,23317,45864,19438,19968,39407,13735,14458,28192,6831,7809,14646,1858,2874,4732,176259,179528,355792,6361,4971,11334,8339,8255,16588,432,359,794,499,522,1017,9269,9136,18408,130080,128818,258897,42480,46101,88577,137408,139720,277133,30761,33980,64740,150886,154687,305576,3355,3115,6465,26091,24515,50602,8087,8683,16773,2626,3677,6302,4684,8955,13639,70523,78328,148849,11170,10766,21931,33426,31120,64549,8038,7376,15415,6693,7045,13730,1347,1743,3091,167096,173676,340772,13959,10312,24269
311,177600,182174,359767,13056,12623,25678,27928,26622,54545,12469,11570,24043,11933,11571,23503,24992,26309,51304,23821,24975,48793,21812,22783,44589,18468,19586,38061,14290,15658,29951,7091,7719,14808,1726,2756,4487,171968,177433,349397,5632,4740,10372,6578,7086,13665,410,411,821,470,509,975,7461,8006,15466,118450,120171,238629,47495,50597,98091,134614,137645,272260,30501,32468,62973,142115,146611,288729,3208,3040,6247,25164,24170,49336,8116,8277,16393,2507,3326,5838,4108,8098,12202,66527,73987,140512,11895,11215,23108,31730,31705,63439,8457,7477,15939,5927,6088,12019,1753,2023,3774,164696,169721,334410,11200,11469,22662
312,92710,88188,180894,5697,5278,10972,12700,11887,24589,5381,5019,10398,5368,5178,10543,12604,12635,25239,12539,12089,24629,12753,11826,24580,12347,11269,23611,8433,7565,15993,3855,3887,7740,1032,1549,2586,84704,83492,168199,8007,4694,12698,3752,3766,7519,857,816,1668,810,835,1637,5416,5410,10829,70004,68106,138112,10742,11949,22692,75869,74332,150204,5007,5806,10817,75979,74654,150635,1385,1260,2643,11494,10811,22310,3242,3323,6570,725,1029,1750,1504,3390,4894,28593,33832,62428,6473,5695,12168,20108,17439,37551,4340,3591,7924,3460,2861,6317,252,211,460,76798,77861,154660,25940,15097,41041
313,129066,135684,264752,7233,6922,14159,17296,16499,33796,8131,7680,15811,7455,6982,14440,14770,15268,30033,14953,16227,31179,16417,17644,34059,15878,17693,33568,15552,17413,32966,8917,9744,18666,2460,3617,6077,123503,131298,254798,5560,4391,9952,5567,5746,11310,235,230,464,341,324,669,6141,6304,12441,97999,101663,199660,23664,26840,50501,112805,119322,232127,7422,9195,16616,111031,118197,229228,2025,1878,3898,15967,15270,31237,5234,5440,10670,1336,1900,3235,2418,5389,7806,45108,52378,97484,9183,9346,18531,29748,30438,60185,7267,6798,14068,5289,5358,10648,494,443,937,118426,126903,245329,8929,8126,17053
314,106946,110751,217700,7548,6904,14455,17171,15857,33024,7426,7133,14561,6625,6442,13072,14004,15176,29186,15500,16768,32269,14770,15627,30394,10977,11850,22820,8060,8897,16960,3943,4479,8423,926,1604,2531,103343,107874,211212,3608,2880,6490,2780,2900,5678,167,159,329,191,163,353,3139,3223,6361,79021,81223,160247,24343,26101,50448,91410,93936,185345,11671,13116,24789,93516,96656,190171,2251,2106,4355,16418,15107,31534,5536,5740,11279,1886,2320,4207,2883,5729,8615,49471,54718,104189,6791,6261,13060,16424,17390,33813,3556,3393,6953,2215,2484,4692,298,294,593,102250,106389,208637,2977,3465,6434
315,41390,38443,79827,3085,2840,5926,6067,5690,11759,2537,2268,4804,2804,2661,5463,6325,6071,12397,5171,5040,10209,5170,4855,10021,5148,4627,9773,3285,2686,5970,1480,1299,2775,326,416,739,38243,35651,73897,3140,2784,5930,8298,8058,16358,3047,3002,6044,2232,2129,4364,13577,13191,26770,32988,30575,63559,3573,3810,7386,28374,26991,55367,6941,7379,14313,33889,32740,66626,546,568,1121,5215,4929,10143,1096,1049,2147,161,311,475,619,1289,1908,11485,13693,25177,2574,2686,5256,8887,6618,15507,2212,1455,3664,2224,1562,3783,258,184,439,33966,33647,67617,17479,11563,29040
316,192005,206834,398840,9783,9164,18947,25111,23789,48899,11764,11357,23120,9473,9769,19242,20068,21865,41927,22828,25539,48364,25728,28402,54134,25156,29122,54274,23846,26219,50066,13883,15322,29199,4371,6296,10669,181955,198745,380701,10057,8092,18147,4230,4268,8501,190,195,383,186,198,382,4610,4655,9267,142421,152163,294585,39136,44607,83741,170559,183366,353923,10917,13321,24241,166420,179856,346274,2972,2790,5761,23478,22277,45756,8232,8727,16957,2524,3565,6090,4620,9430,14049,83514,96716,180229,13919,14129,28048,36250,39532,75775,7854,7569,15420,4895,5082,9977,399,363,764,176607,192464,369072,15715,17036,32754
317,78137,83917,162059,4853,4753,9603,11426,10807,22232,5561,5427,10992,5085,5233,10312,10562,11159,21719,9371,10210,19577,9192,10102,19294,8738,9727,18465,7499,8571,16065,4431,5473,9907,1430,2458,3892,74243,80694,154939,3897,3225,7121,3513,3758,7272,91,130,216,118,138,252,3718,4017,7739,62197,67062,129263,11856,12998,24854,65859,71277,137132,8113,8715,16828,67879,73569,141447,1282,1240,2520,10749,10188,20942,3865,4075,7946,1314,1856,3173,2636,4391,7022,30537,35836,66370,4539,4655,9199,15212,16213,31422,3532,3391,6926,3582,3702,7286,541,798,1336,71516,77863,149383,6015,6104,12123
318,117138,117144,234283,6945,6269,13210,16010,15124,31133,7713,7689,15403,9005,8053,17056,16295,15873,32165,14281,15174,29457,14767,15303,30071,14144,14366,28512,11078,10938,22014,5452,5955,11404,1455,2401,3857,109497,112316,221804,7645,4828,12473,7810,8075,15886,1126,1153,2273,1493,1523,3020,10431,10749,21180,92522,93111,185635,14306,16027,30336,97408,99065,196473,8362,9684,18047,100539,102683,203217,1882,1657,3530,14555,13844,28404,4854,5498,10355,1761,2723,4484,2856,5367,8224,43947,49501,93450,8025,7447,15473,22643,22130,44776,5163,4703,9862,4331,4119,8453,470,429,900,102225,106667,208899,15959,13185,29146
319,151711,156032,307745,6953,6582,13533,18656,17302,35955,8821,8083,16904,6891,6584,13476,14100,14704,28800,14404,15977,30385,18044,19668,37716,22370,24430,46806,24311,24345,48658,13708,13548,27252,3445,4810,8257,142513,148601,291117,9197,7426,16622,7624,7640,15262,347,307,655,440,482,922,8414,8422,16840,121367,123770,245132,18637,21372,40013,134743,139175,273917,5528,6940,12470,133968,138884,272855,1672,1681,3355,16993,15871,32857,5232,5457,10686,848,1436,2282,2217,5190,7410,43523,51921,95448,10531,10865,21396,40229,40602,80827,10505,9382,19889,9669,8402,18069,621,518,1142,137051,143428,280481,16106,14789,30893
397,149,28,183,0,0,0,0,0,0,0,0,0,4,9,16,37,13,49,55,7,64,42,0,45,3,4,5,3,0,3,0,0,0,0,0,0,108,12,112,45,23,70,0,0,0,0,0,0,0,0,0,0,0,0,27,0,29,19,4,23,27,0,32,18,3,22,25,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,3,29,0,0,3,18,0,15,0,0,0,0,0,0,0,0,0,3,0,0,303,54,354
399,7861,6807,14670,277,229,504,478,457,932,272,291,566,444,493,934,1301,1345,2649,1194,885,2077,1042,887,1929,1297,1170,2468,1253,870,2124,283,160,444,23,25,44,0,0,0,7861,6807,14670,553,471,1025,44,27,72,57,30,84,652,533,1188,4859,4153,9019,1440,1472,2917,5206,4768,9972,551,630,1184,5052,4566,9621,26,37,63,365,357,721,94,120,212,41,70,112,139,233,369,2202,2483,4685,535,494,1026,1513,1272,2785,441,304,752,278,151,428,42,27,64,0,0,0,0,0,0
401,151952,160429,312377,7353,6954,14304,17998,17195,35190,9233,9066,18294,11121,10838,21957,20544,20652,41193,19588,20730,40315,19748,20641,40385,18354,19746,38099,15626,17732,33358,8954,11090,20042,3430,5804,9235,146022,155059,301083,5928,5367,11297,1103,1115,2220,48,54,99,37,52,89,1190,1214,2411,103634,108233,211871,42809,46848,89654,112547,117565,230115,33707,37503,71204,128046,135208,263252,2253,2150,4400,17351,16586,33940,7889,7922,15810,5923,6298,12222,6790,9340,16126,84455,91727,176180,16274,16108,32377,12087,12890,24971,3972,4190,8161,3621,4626,8248,587,923,1508,141372,149961,291330,10398,10957,21351
402,226664,229035,455707,14898,13852,28752,30610,28986,59599,13806,12833,26643,15974,14386,30363,33827,33671,67498,31580,31216,62792,27595,27790,55385,25199,26664,51867,19080,21282,40363,10533,12799,23332,3569,5557,9116,218721,222747,441464,7947,6289,14238,5370,5473,10839,152,146,297,130,124,261,5649,5755,11400,152255,152540,304793,64767,67314,132081,161255,163828,325085,54740,55249,109987,193663,197031,390695,3701,3398,7099,28858,27359,56221,10153,10196,20347,5391,5781,11173,7551,11818,19369,87097,93907,181003,33009,29946,62958,29681,29589,59266,9917,10061,19979,8414,9271,17686,3332,4036,7371,214166,217607,431776,10045,10114,20151
