SA4_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
211,25,99,29,60,5,7,222,17,125,43,34,14,0,237,71,998,94,218,53,13,1448,146,410,166,326,40,10,1106,100,162,76,365,34,5,745,496,172,103,454,53,11,1290,3393,170,108,1288,106,15,5074,12633,163,49,1855,117,25,14841,6445,29,10,658,53,5,7203,1746,12,5,161,10,4,1933,507,11,0,61,5,0,589,169,0,0,32,4,0,208,81,0,3,7,0,0,99,214,0,0,53,10,0,282,505,231,60,455,102,91,1440,26549,2588,750,6037,614,181,36705
212,71,185,23,64,20,5,371,48,222,28,65,29,0,394,236,1618,108,431,102,21,2514,337,687,183,687,183,11,2089,325,367,109,451,118,11,1383,1650,369,136,945,248,23,3362,10531,364,106,2544,469,49,14066,27319,297,95,3192,657,60,31619,9122,57,25,1097,182,20,10508,3195,16,11,355,45,9,3635,1134,8,8,141,27,0,1322,476,7,7,71,16,0,571,139,3,0,28,8,0,188,489,0,0,114,25,0,627,1254,359,71,959,281,205,3134,56322,4568,918,11140,2407,428,75778
213,72,241,25,81,19,3,439,65,285,18,67,18,3,451,214,1558,121,422,96,24,2441,351,824,321,638,131,20,2287,528,381,158,508,98,11,1682,2340,398,223,1116,220,30,4317,15636,363,187,3498,587,87,20348,30074,216,81,3016,573,71,34027,7537,51,23,824,121,13,8576,2315,6,3,283,24,4,2644,940,13,0,119,16,0,1089,427,4,0,44,3,0,478,174,0,0,19,3,0,194,493,3,0,92,20,0,615,1272,369,96,968,268,236,3211,62445,4717,1258,11688,2193,505,82806
214,30,80,7,38,19,0,173,14,96,14,18,7,0,150,60,792,60,163,45,21,1135,125,321,79,267,64,9,864,166,145,48,277,74,4,715,906,138,50,532,297,11,1946,4218,177,58,1061,187,24,5728,7823,77,33,1111,95,21,9161,3179,18,3,425,29,7,3664,1012,0,3,115,13,6,1150,469,6,0,61,0,0,537,201,3,0,34,0,0,237,121,0,0,16,0,0,139,233,0,0,41,8,6,288,394,153,26,323,87,56,1032,18958,2009,384,4478,921,162,26919
215,10,108,16,107,90,9,344,20,152,27,89,54,4,354,251,633,85,495,211,24,1695,964,360,102,735,153,19,2340,910,142,28,587,93,8,1776,1722,129,37,596,112,14,2613,2072,51,38,527,103,17,2819,1177,19,18,291,61,4,1566,194,7,5,68,20,3,299,37,0,3,26,5,0,65,12,0,3,14,3,0,33,9,0,0,12,10,0,28,7,0,0,3,0,0,11,4,0,0,19,5,4,42,151,122,21,271,184,63,816,7547,1728,392,3836,1110,181,14798
216,18,58,9,41,21,0,138,11,84,17,29,21,0,157,142,587,62,263,134,17,1198,611,326,109,426,116,19,1615,604,190,49,461,79,9,1393,1578,137,37,578,115,9,2460,1998,67,52,555,106,18,2805,1402,24,7,310,56,13,1810,296,0,0,69,18,0,390,29,0,0,8,11,0,43,13,0,0,10,0,0,27,4,0,0,5,4,0,16,8,0,0,5,0,0,14,6,0,0,19,0,0,31,133,111,22,193,100,44,607,6849,1594,357,2974,782,140,12683
217,12,71,8,61,61,0,217,12,76,6,49,20,5,167,141,553,65,320,109,20,1209,370,236,61,456,88,18,1219,466,123,9,470,76,3,1150,1103,139,42,498,79,7,1872,1604,41,38,533,52,13,2279,1344,14,21,274,41,0,1688,271,10,6,74,11,0,364,51,0,5,15,6,0,70,7,0,0,8,0,0,24,0,0,0,6,4,0,4,4,0,0,5,0,0,4,0,0,0,22,6,0,27,87,105,18,188,170,31,589,5472,1356,278,2960,710,101,10875
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,7,150,7,19,15,0,199,3,196,16,5,0,0,225,25,902,36,69,19,8,1061,56,432,101,158,37,10,787,95,147,48,225,30,7,544,479,125,47,312,67,13,1045,999,96,75,551,74,9,1809,4839,69,44,1233,492,26,6712,4756,8,3,620,105,7,5494,1542,5,0,219,16,5,1787,595,0,0,64,10,4,668,215,0,0,21,0,0,241,84,0,0,13,7,0,102,98,0,0,14,3,0,113,235,155,28,175,52,41,683,14019,2281,410,3703,928,121,21464
302,15,230,11,20,0,0,279,7,234,15,13,5,0,281,46,1175,51,84,33,9,1400,139,489,115,186,66,8,997,177,202,59,197,39,5,669,714,212,77,316,312,5,1641,2815,140,67,752,182,17,3974,9568,66,38,1507,449,29,11655,4886,22,4,555,87,8,5560,1702,0,0,171,20,5,1897,551,0,4,79,4,0,636,197,0,0,31,8,0,238,111,0,0,8,0,0,113,77,0,0,17,5,0,97,263,240,32,180,74,62,847,21263,3000,479,4112,1283,151,30287
303,23,278,10,25,7,5,351,13,359,21,18,5,0,416,136,1646,92,255,66,9,2208,235,739,190,427,131,14,1735,245,248,66,309,94,4,963,859,244,79,484,162,12,1843,3662,175,83,1154,260,29,5362,12932,117,66,2361,982,45,16499,8488,31,19,1203,303,17,10059,3250,12,9,417,85,3,3772,1156,0,0,182,11,3,1357,506,3,0,75,9,0,594,225,0,0,31,4,0,265,234,0,0,52,9,0,300,430,279,37,444,132,97,1424,32399,4135,672,7438,2256,240,47135
304,7,86,0,18,5,0,117,0,88,3,14,7,0,103,27,472,12,65,27,0,604,107,191,66,166,14,3,551,75,91,15,142,22,4,354,234,93,27,163,335,4,855,1254,53,33,417,203,5,1955,4470,26,16,795,198,6,5508,3312,21,5,523,103,7,3970,1527,9,0,249,22,0,1806,750,0,0,105,13,0,874,377,0,0,51,12,0,436,172,0,0,19,6,0,198,240,0,0,59,3,0,295,137,80,19,140,50,26,459,12694,1206,206,2911,1006,58,18092
305,30,214,15,25,9,0,288,9,243,10,15,3,0,275,113,1103,100,141,22,7,1493,386,320,188,384,41,15,1325,407,168,196,386,52,4,1219,1748,133,171,595,83,8,2746,5934,108,91,1375,164,12,7680,16477,51,39,2401,485,30,19485,12036,14,33,1855,420,23,14377,5745,5,7,904,204,14,6888,2549,3,4,426,61,0,3044,1280,0,0,258,26,5,1566,713,0,3,130,13,0,857,1134,0,0,230,22,8,1395,532,179,33,373,83,108,1302,49093,2545,885,9495,1704,231,63945
306,32,193,33,50,83,3,385,13,234,71,42,46,0,407,81,825,183,275,118,18,1490,430,656,444,592,165,35,2325,732,222,86,706,135,24,1900,2380,264,152,1229,334,34,4393,4124,149,52,1743,337,21,6431,5415,72,39,1574,348,25,7469,2407,3,9,483,73,8,2982,705,4,0,145,23,0,872,230,0,0,42,14,0,290,60,0,0,15,7,0,81,35,0,0,7,5,0,49,43,3,0,22,8,0,72,254,223,42,327,146,93,1086,16933,2845,1114,7241,1845,255,30229
307,25,78,10,60,211,4,375,10,53,7,38,97,3,215,140,238,70,351,215,16,1029,558,213,126,547,143,23,1613,746,60,47,661,89,13,1624,2065,59,32,821,118,16,3109,2278,10,11,624,90,9,3018,763,0,3,233,32,3,1037,111,0,3,41,13,0,167,15,0,0,8,7,0,31,3,0,0,5,0,0,4,6,0,0,0,3,0,9,3,0,0,0,0,0,3,4,0,0,17,0,0,23,119,47,16,253,326,38,797,6844,765,324,3663,1347,120,13061
308,28,312,34,58,489,8,926,19,299,27,54,157,0,555,185,858,107,333,246,16,1741,885,514,221,574,199,31,2426,983,169,97,744,128,21,2142,2565,152,96,1025,154,16,4009,4585,70,32,1177,171,18,6050,4349,29,21,677,92,7,5175,1024,6,0,174,28,0,1230,238,0,4,49,7,0,297,57,0,0,14,0,0,69,17,0,0,9,4,0,23,3,0,0,0,0,0,6,9,0,0,13,5,0,29,314,166,30,335,285,51,1184,15256,2580,670,5226,1964,170,25868
309,49,190,4,44,30,4,326,7,307,14,25,8,0,365,54,1423,82,198,70,4,1834,248,534,186,429,164,18,1580,196,259,111,494,169,17,1247,764,220,132,741,209,16,2087,3799,201,131,1777,579,41,6529,16663,113,140,4072,2037,82,23103,16453,32,47,2872,1316,49,20767,7688,5,26,1257,440,33,9449,3346,5,6,580,164,6,4106,1616,0,0,300,49,4,1972,829,3,0,142,15,0,987,1135,0,0,223,34,5,1393,923,299,61,740,244,193,2454,53767,3594,942,13904,5521,477,78201
310,29,187,12,39,28,3,299,12,266,5,25,14,8,332,80,1163,55,192,80,19,1593,211,806,109,340,130,24,1617,403,337,66,421,124,16,1368,2932,466,142,971,838,27,5379,9998,333,125,2024,689,60,13229,13859,71,34,1413,591,29,16009,2408,22,4,260,52,4,2742,492,4,0,70,6,0,576,134,4,0,29,8,0,171,51,0,0,12,0,0,71,13,5,0,3,0,0,20,30,0,0,21,0,0,53,512,327,44,360,153,100,1495,31163,3995,607,6186,2713,283,44949
311,29,255,10,28,14,3,339,11,348,14,14,4,3,390,68,1229,39,123,46,10,1523,194,775,69,221,131,5,1405,238,317,43,258,54,4,913,1832,308,70,448,193,22,2872,8853,260,99,1520,561,39,11323,13759,55,46,1805,479,51,16187,2501,18,6,452,49,3,3029,742,4,4,153,11,0,914,246,0,4,48,8,0,310,81,4,0,21,0,0,102,31,0,0,3,0,0,34,31,0,0,22,15,0,67,581,262,39,291,114,109,1399,29202,3835,439,5404,1678,244,40816
312,33,150,6,43,1248,4,1488,10,147,10,19,203,5,392,82,506,60,198,269,9,1116,266,369,135,377,172,16,1338,405,132,49,414,104,10,1118,1195,151,69,606,110,14,2143,2380,71,74,921,155,16,3623,3887,18,33,847,146,14,4951,1802,6,4,293,46,10,2158,428,0,0,84,14,0,526,147,0,0,29,18,0,195,43,0,0,10,10,0,55,14,0,0,4,3,0,23,14,0,0,13,0,0,28,192,142,23,253,208,49,860,10906,1697,462,4112,2700,137,20021
313,22,177,9,23,13,3,241,8,236,6,15,12,3,275,63,1088,55,131,65,10,1409,135,591,134,206,100,9,1168,248,225,77,267,99,9,923,1407,227,99,577,210,28,2557,6537,174,74,1427,331,37,8588,9635,37,20,1242,218,29,11179,2136,6,3,342,20,5,2524,678,3,0,98,13,0,793,244,0,0,38,4,0,287,69,0,0,15,4,0,97,23,0,0,6,0,0,27,37,0,0,15,7,0,58,372,202,30,201,66,77,950,21616,2977,511,4593,1171,201,31076
314,12,63,0,10,3,0,92,4,72,4,9,0,0,82,16,293,16,60,31,0,421,43,175,11,98,47,0,368,65,95,25,116,25,3,325,401,117,40,217,552,9,1331,2549,126,71,619,300,16,3688,8744,36,29,1106,747,26,10697,3376,7,0,296,55,8,3743,720,5,0,81,16,0,821,243,0,0,28,3,0,270,90,0,0,6,0,0,105,26,0,0,5,0,0,29,35,0,0,6,0,0,46,249,49,18,131,68,48,573,16576,1042,214,2792,1854,112,22597
315,20,512,137,35,813,3,1524,13,377,137,29,149,12,711,86,1401,313,180,215,25,2210,257,843,310,255,185,26,1885,221,129,40,246,82,9,724,349,161,53,254,91,10,919,375,105,26,270,92,5,869,495,47,7,207,65,0,822,336,13,3,79,47,4,477,169,7,0,47,23,0,248,111,0,0,15,22,0,144,55,0,0,7,15,0,78,17,0,0,3,3,0,25,9,0,0,20,0,0,29,62,207,53,136,441,34,930,2566,3799,1087,1775,2236,132,11596
316,26,136,7,53,22,0,245,6,221,20,27,33,0,305,35,1043,43,139,40,5,1309,119,419,98,313,140,14,1097,121,179,50,362,90,14,826,491,142,54,608,176,24,1498,2198,140,78,1329,209,26,3993,7313,83,43,2278,329,33,10076,8892,20,11,1586,222,16,10750,4104,4,3,585,66,12,4772,1512,0,0,271,21,0,1809,621,0,0,108,4,0,739,310,0,5,59,0,0,369,344,0,0,105,9,0,461,427,189,23,402,114,79,1226,26504,2579,447,8229,1478,228,39462
317,11,91,3,19,17,0,141,10,131,13,26,11,0,195,92,496,53,184,47,3,879,284,212,62,251,57,11,875,630,93,23,349,37,6,1141,2219,106,51,634,176,13,3194,5336,70,36,1073,160,17,6694,4044,28,16,590,68,12,4753,830,0,4,133,21,0,987,205,3,0,32,4,0,246,42,0,0,9,0,0,54,15,3,0,9,0,0,27,12,0,0,3,0,0,16,14,0,0,9,7,0,30,185,97,17,164,68,49,575,13928,1341,281,3467,676,111,19807
318,21,266,9,43,121,0,463,17,294,24,34,35,5,409,161,1109,68,296,149,8,1796,584,690,156,539,101,24,2089,1029,221,76,666,112,22,2127,3058,313,100,1052,904,23,5457,5075,131,41,1510,363,26,7140,5920,40,39,997,208,16,7216,1188,20,0,213,44,9,1479,301,0,0,69,11,0,379,89,0,0,25,6,0,126,24,0,0,5,3,0,35,14,0,0,17,0,0,32,25,0,0,22,4,0,50,292,218,43,247,155,55,1009,17809,3308,563,5728,2217,181,29807
319,29,178,15,93,102,0,411,13,254,33,51,89,5,443,126,1023,160,390,158,27,1891,579,546,204,761,269,21,2383,1041,198,59,982,215,15,2518,3166,216,73,1721,250,42,5471,6144,99,96,2171,295,51,8854,4417,33,31,1009,167,21,5682,674,8,3,139,30,0,855,136,0,0,37,14,0,197,38,0,0,21,9,0,72,11,0,0,8,0,0,23,6,0,0,3,3,0,17,24,0,0,20,7,0,50,260,166,54,402,203,91,1178,16673,2714,731,7821,1818,272,30027
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,12,112,24,52,13,6,209,10,209,72,27,6,5,324,76,1230,284,266,42,19,1915,221,454,510,484,52,18,1748,257,155,155,455,42,6,1075,1413,184,148,901,177,17,2840,5029,123,111,2053,221,29,7566,7510,72,69,2099,213,23,9992,4065,14,27,983,77,3,5157,1507,0,6,334,21,3,1872,605,5,5,135,11,0,751,291,3,0,59,0,0,354,160,0,0,24,5,0,185,197,0,0,54,9,0,262,207,145,81,324,86,86,919,21552,2702,1479,8260,973,197,35178
402,24,222,43,51,14,5,351,11,495,62,52,12,8,646,106,3333,353,338,109,39,4284,416,1499,809,585,98,32,3432,627,673,298,748,82,19,2451,3484,794,409,1897,718,60,7361,9459,645,262,3739,593,53,14757,7977,198,151,2070,363,26,10784,1456,27,13,326,67,7,1898,240,10,3,89,12,5,362,55,3,5,23,7,0,91,27,12,0,19,0,0,52,13,10,0,10,0,0,32,21,0,0,24,10,0,52,340,464,157,468,148,135,1712,24247,8385,2569,10433,2245,385,48261
403,10,145,14,67,12,5,247,0,342,32,34,9,10,425,80,2149,309,272,52,29,2880,188,922,662,532,74,17,2401,202,339,208,511,68,15,1341,1456,435,311,1164,142,18,3528,5901,336,227,2894,169,29,9556,7161,150,83,2324,137,21,9874,2284,24,16,623,41,0,2986,642,6,7,182,12,0,844,240,3,5,61,0,0,309,100,5,0,34,3,0,144,49,5,0,19,3,0,71,60,0,0,29,6,0,93,215,266,159,300,72,81,1098,18593,5126,2030,9022,792,230,35797
404,15,200,36,36,3,4,290,11,458,71,31,3,3,574,83,2517,237,281,58,31,3209,215,1030,534,458,68,34,2329,293,411,160,516,61,6,1449,1789,483,275,1120,269,33,3963,4146,439,247,2107,263,14,7227,5676,236,116,2056,212,27,8318,2401,44,13,652,41,7,3157,668,5,7,143,15,0,834,235,4,0,37,3,0,282,83,4,0,23,4,0,120,42,5,0,10,0,0,54,50,0,0,34,0,0,88,186,343,74,301,69,84,1061,15888,6184,1764,7822,1067,245,32966
405,0,40,6,87,32,3,162,8,85,19,51,17,0,174,95,591,98,292,107,20,1199,559,242,138,609,106,19,1685,433,93,39,525,69,5,1169,1076,89,34,621,75,9,1897,1110,10,20,494,37,0,1675,472,9,0,171,13,0,672,60,3,0,36,8,0,104,10,0,0,4,0,0,18,4,0,0,4,0,0,11,3,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,0,7,0,0,12,45,63,33,191,104,30,467,3881,1227,391,3096,572,88,9262
406,9,216,60,54,65,4,405,12,470,79,44,50,9,669,183,1154,85,280,262,10,1979,764,665,64,494,277,18,2279,393,236,20,363,126,9,1149,771,190,21,383,110,5,1490,985,87,11,325,65,8,1469,508,19,0,128,26,4,684,83,5,0,24,8,0,133,8,4,0,4,4,0,20,5,3,0,0,0,0,9,9,0,0,5,3,0,10,0,6,0,0,0,0,3,0,0,0,6,0,0,9,68,203,25,117,156,32,609,3793,3265,378,2231,1152,104,10919
407,22,73,17,111,113,3,330,25,161,24,90,41,3,343,249,880,157,550,210,21,2067,1151,595,288,939,295,40,3305,987,220,78,849,131,14,2270,2455,212,89,1103,154,24,4032,2247,55,38,825,105,7,3272,922,24,11,297,24,7,1285,111,5,3,58,12,0,197,22,0,6,13,0,0,39,7,0,0,10,0,0,20,7,0,0,3,0,0,8,3,0,0,0,5,0,6,8,0,0,14,8,0,23,104,142,46,291,228,64,873,8303,2368,763,5148,1320,177,18078
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,9,51,7,61,31,0,155,3,85,17,27,12,0,144,45,703,74,203,67,12,1106,161,431,227,322,116,13,1267,285,180,68,441,91,4,1061,774,238,53,749,144,7,1964,2155,146,36,1426,164,13,3938,3036,44,25,1249,120,14,4488,963,3,0,283,27,6,1281,202,0,0,91,8,0,303,54,0,0,21,15,0,89,11,6,0,10,4,0,31,5,0,0,9,0,0,15,15,0,0,6,6,0,31,116,120,31,241,130,33,678,7838,1999,542,5145,925,107,16558
502,12,22,6,21,4,0,62,0,35,5,9,7,0,57,20,235,72,98,21,9,451,156,209,134,158,40,4,700,182,82,50,237,33,8,590,792,79,48,520,59,7,1504,2029,25,32,882,74,11,3052,1853,15,37,586,72,9,2584,486,3,5,129,18,3,639,115,0,0,36,4,3,149,34,0,0,3,0,0,38,9,0,0,0,3,0,24,3,0,0,0,0,0,5,8,0,0,8,0,0,15,78,52,33,132,22,29,349,5779,766,415,2812,359,76,10209
503,20,94,9,20,3,3,140,0,139,24,21,0,0,180,44,853,50,146,15,6,1118,184,241,191,232,33,4,886,484,55,41,278,22,4,888,1727,101,64,571,174,6,2634,2870,58,38,951,145,13,4071,5272,38,30,1373,119,13,6847,3739,12,14,928,58,8,4766,1901,6,3,439,25,4,2378,1039,0,6,247,16,4,1311,669,4,0,146,15,0,834,438,5,0,79,6,4,531,858,0,0,179,8,0,1051,238,79,25,221,72,40,676,19490,1673,487,5824,721,111,28312
504,15,78,17,43,9,3,163,3,136,17,22,0,0,183,55,964,63,180,28,9,1299,176,467,127,262,34,6,1067,323,181,30,352,41,4,932,1163,258,63,738,118,9,2349,3640,209,57,1782,170,11,5872,5176,80,47,1943,215,24,7487,1921,16,12,538,48,6,2538,434,0,0,123,16,0,575,115,0,0,31,4,3,155,47,3,0,12,6,0,76,14,0,0,6,0,0,22,26,0,0,9,4,0,42,186,177,50,310,76,61,863,13309,2569,490,6364,755,141,23627
505,25,161,17,59,8,6,270,4,309,25,34,4,0,383,76,1803,113,334,64,16,2406,249,787,289,504,76,21,1930,372,336,98,551,74,9,1439,1710,473,128,1097,184,7,3606,7125,353,96,3357,409,44,11391,11539,150,59,4470,410,55,16683,5226,22,7,1509,110,9,6884,1939,3,4,493,30,8,2477,890,9,3,209,8,0,1123,439,5,4,103,5,0,561,206,0,0,46,13,0,269,249,0,0,45,15,6,317,452,265,60,560,126,115,1574,30509,4676,908,13370,1536,297,51303
506,24,194,26,66,10,10,326,13,294,47,62,11,3,441,169,1792,178,482,74,18,2712,354,847,396,638,124,21,2379,731,359,89,716,96,19,2009,2533,481,150,1442,199,23,4830,8285,370,97,3582,456,49,12847,12499,176,85,3839,484,38,17121,4804,33,21,1235,119,11,6224,1392,0,6,324,20,3,1755,512,7,0,116,11,0,652,226,0,0,55,13,0,295,94,4,0,29,3,0,129,135,0,0,68,13,0,215,495,292,71,679,146,152,1831,32260,4851,1177,13337,1781,355,53763
507,35,150,13,45,9,0,253,14,229,28,29,14,0,310,72,1571,142,251,44,8,2088,283,804,258,423,58,16,1833,550,285,75,510,66,10,1493,1538,392,101,1029,381,12,3441,5213,279,66,2329,256,12,8148,9525,98,21,2933,237,29,12840,3985,11,6,1023,77,6,5115,1469,10,0,354,14,3,1843,576,6,3,146,6,0,733,280,0,0,76,4,0,366,178,0,0,30,0,0,215,230,3,0,43,10,0,289,330,240,58,452,90,87,1265,24278,4080,757,9687,1260,181,40244
509,7,52,16,81,105,4,261,3,92,21,42,81,3,247,56,542,177,369,190,18,1353,194,371,248,490,189,10,1508,223,180,38,514,116,6,1080,534,260,96,656,151,14,1720,1073,183,40,820,165,5,2299,980,43,15,503,74,11,1623,202,7,4,100,15,4,329,41,0,0,25,0,0,69,7,0,0,9,0,0,15,3,0,0,4,0,0,8,0,0,0,0,0,0,3,3,0,0,9,0,0,13,63,108,33,246,272,26,747,3402,1845,707,3865,1351,104,11273
510,66,470,402,14,1900,10,2854,9,332,271,4,232,8,856,19,685,237,28,1130,10,2107,41,517,93,51,421,7,1122,55,317,31,56,300,3,757,99,446,56,78,342,5,1024,291,385,76,141,278,3,1172,647,129,37,225,177,5,1224,711,35,3,166,113,3,1029,524,10,3,84,58,0,677,333,6,0,78,46,0,467,210,5,0,50,29,0,300,161,5,0,30,28,0,219,218,0,0,32,62,0,315,187,268,91,89,662,27,1329,3574,3610,1301,1120,5766,84,15459
511,5,212,82,35,116,6,462,12,156,51,39,63,5,320,102,551,137,236,173,10,1210,385,350,129,375,202,26,1460,397,179,38,440,156,8,1215,816,305,48,622,237,15,2048,1482,176,40,741,180,9,2626,1295,40,13,531,82,5,1970,421,10,5,123,24,0,587,175,9,0,37,9,0,224,47,0,0,13,0,0,62,19,3,0,3,4,0,27,0,0,0,6,0,0,8,12,0,0,12,10,0,34,95,138,37,209,299,34,817,5272,2133,581,3430,1550,114,13071
