SA4_CODE_2021,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
214,638,114,206,14,961,285,23,65,8,386,199,40,159,13,403,137,33,255,12,436,862,82,556,31,1538,586,125,910,21,1644,3564,273,1172,68,5078,2656,460,1530,114,4758,3078,1026,1715,123,5947,3275,1629,1523,113,6539,1698,1812,1110,69,4697,2002,2039,929,69,5049,4134,5222,1500,146,10998,3049,4811,636,68,8565,2197,4037,349,45,6633,1147,2786,162,24,4121,2961,7100,371,33,10464,1093,2506,1107,43,4748,668,299,256,22,1253,34237,34416,14516,1041,84216
215,311,63,94,8,473,141,26,38,9,200,102,30,95,4,234,79,27,183,11,302,593,76,340,14,1024,346,126,599,20,1089,2459,265,640,42,3411,1603,425,827,83,2935,1714,765,826,94,3400,1830,1193,601,74,3705,925,1117,441,28,2513,1218,1143,312,58,2730,2305,2513,443,73,5327,1384,1862,172,35,3453,828,1304,95,8,2227,418,787,27,11,1236,834,1542,80,18,2478,764,1399,425,35,2625,513,175,170,31,892,18355,14844,6402,654,40253
216,365,90,83,10,539,146,24,26,4,197,74,36,83,0,191,95,29,175,3,304,519,79,316,16,924,329,112,546,11,999,2280,267,611,34,3193,1436,361,780,66,2640,1384,662,722,56,2819,1621,1000,583,57,3260,784,1050,386,27,2243,983,1061,314,39,2403,1892,2234,437,46,4604,1158,1816,160,21,3158,713,1285,88,13,2087,344,801,28,0,1178,703,1566,74,8,2343,640,1186,434,26,2279,423,171,156,23,764,15890,13807,5978,462,36141
217,266,37,65,10,380,139,6,27,0,174,78,25,53,0,161,76,19,127,4,220,460,37,231,16,746,322,69,422,9,826,1902,170,512,28,2610,1401,273,676,78,2426,1407,554,637,71,2670,1647,944,485,59,3132,823,916,384,41,2161,1034,1009,261,35,2334,1983,2162,358,56,4556,1209,1710,190,21,3126,797,1234,86,12,2130,363,753,31,8,1159,866,1567,88,20,2544,609,1179,388,23,2197,365,135,99,21,622,15754,12805,5112,506,34182
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
299,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
301,456,67,125,15,658,183,19,40,3,240,145,30,109,7,286,112,19,180,9,323,639,55,344,19,1049,466,102,623,25,1217,2964,241,758,42,4005,2031,347,1047,98,3523,2170,722,1279,80,4256,2325,1134,1104,105,4673,1346,1224,862,63,3491,1509,1557,743,62,3867,3318,4115,1272,147,8848,2430,3974,536,64,7004,1858,3706,361,38,5963,1114,2776,139,29,4052,2336,7738,319,19,10417,968,2207,711,30,3915,327,193,146,15,688,26695,30228,10689,863,68482
302,330,52,119,11,512,146,21,37,4,200,115,32,94,10,247,78,9,158,6,244,409,53,296,39,794,326,121,505,28,987,1688,213,643,54,2590,1376,362,899,132,2774,1580,697,1057,127,3462,1787,1066,1030,146,4027,1242,1116,794,92,3243,1377,1305,698,119,3506,3246,3432,1127,198,8011,2590,3360,507,130,6591,1963,3345,372,89,5772,1369,2396,139,47,3950,2735,7493,346,54,10629,877,1690,635,36,3230,226,135,97,21,475,23459,26900,9533,1346,61242
303,992,216,394,48,1653,316,70,93,18,500,209,101,183,26,517,172,81,312,17,579,762,216,502,30,1509,552,306,766,79,1697,2616,615,887,101,4214,1953,937,1265,196,4350,2304,1619,1420,200,5541,2775,2259,1412,245,6688,1756,2230,1122,180,5290,2163,2355,968,165,5650,4754,5877,1714,341,12692,3482,5175,734,218,9605,2720,5037,526,119,8405,1809,3922,204,62,6000,4167,12414,536,98,17212,1238,2799,899,61,4995,310,250,162,20,744,35058,46465,14102,2234,97855
304,295,65,165,23,553,134,21,60,12,224,110,33,60,13,219,58,26,87,14,188,300,43,157,28,533,256,84,321,26,687,1053,166,353,50,1617,990,258,451,73,1761,1329,431,628,70,2457,1483,609,595,111,2796,861,779,558,58,2247,999,873,504,56,2427,2201,2356,1002,92,5652,1763,2540,352,72,4730,1513,2907,283,30,4729,1014,2379,98,19,3510,3216,10235,421,38,13916,651,1682,482,23,2843,147,117,45,7,307,18380,25600,6617,815,51411
305,381,76,236,35,723,159,24,58,28,262,116,26,89,23,252,85,21,108,12,226,343,64,202,36,647,272,94,357,38,765,941,159,419,101,1619,1052,209,501,133,1892,1561,442,732,164,2897,2205,577,682,222,3688,1533,588,640,157,2914,1894,704,557,136,3286,4690,1999,1225,291,8201,3623,1776,407,230,6042,3060,2192,409,129,5784,2323,1977,149,57,4500,7758,13540,956,123,22374,1387,1634,587,53,3667,189,116,65,21,391,33575,26205,8377,1990,70141
306,486,90,201,12,786,259,35,57,13,363,144,51,196,21,412,146,35,291,9,480,711,103,538,36,1388,537,180,1008,33,1764,2861,405,1155,54,4469,1982,624,1423,132,4156,2177,1067,1460,118,4820,2577,1583,1281,137,5577,1467,1568,875,84,3995,1859,1643,679,74,4248,3692,3624,1018,110,8443,2278,2967,336,68,5652,1669,2321,215,32,4239,872,1569,75,9,2527,1751,3026,200,19,5003,1624,2810,988,62,5477,501,242,258,33,1035,27598,23928,12245,1060,64841
307,370,61,74,6,515,151,16,27,11,206,120,32,69,5,218,74,19,138,7,231,510,58,305,19,886,319,79,509,13,912,2282,244,607,30,3164,1268,363,725,87,2444,1257,676,628,64,2621,1415,974,474,54,2920,740,942,330,27,2038,948,912,225,32,2119,1710,1963,322,46,4043,1055,1400,138,34,2625,690,1007,69,6,1770,342,596,26,5,972,674,1163,58,9,1904,907,1803,378,24,3115,420,144,130,20,717,15257,12462,5226,483,33422
308,451,78,138,20,682,197,20,49,7,277,124,31,145,11,321,108,30,226,12,376,625,87,503,24,1236,444,101,921,36,1493,2588,282,1020,58,3947,1514,401,1200,116,3231,1667,756,1120,97,3635,1914,1100,949,108,4069,1121,1142,655,42,2957,1335,1314,497,61,3195,2896,3442,879,91,7307,1973,3005,366,48,5386,1585,2689,224,34,4525,950,1753,87,17,2813,2095,4091,198,32,6412,1869,3647,705,38,6260,449,263,210,31,945,23896,24219,10088,869,59070
309,1417,312,596,54,2378,513,90,149,22,775,391,114,346,8,864,334,129,516,15,992,1616,260,978,61,2913,1274,415,1994,71,3754,6782,848,2444,139,10212,4904,1295,3228,263,9692,5562,2508,3701,306,12079,6422,4166,3192,323,14100,3867,4056,2357,200,10482,4569,4470,1881,214,11140,9582,10740,2856,333,23507,6091,9102,1205,171,16572,4109,7736,738,94,12678,2304,5069,275,44,7695,5903,13106,726,75,19805,2903,5781,1844,110,10640,1045,642,407,48,2144,69597,70835,29432,2552,172410
310,594,193,351,30,1158,206,44,96,4,355,180,80,283,12,551,187,64,495,12,760,778,211,895,26,1915,632,311,1625,56,2622,3620,696,1993,103,6408,2492,1134,2379,206,6210,2454,1950,2376,205,6987,2932,3025,1973,182,8112,1864,2951,1472,140,6425,2117,3087,1111,122,6439,4589,7163,1771,203,13725,3078,5401,717,99,9292,2009,4449,395,63,6919,1054,2842,150,26,4070,1677,5177,341,43,7234,1475,3431,1115,76,6090,448,352,349,24,1166,32394,42549,19881,1623,96447
311,636,203,378,12,1233,192,46,105,13,353,174,90,251,20,533,159,70,466,25,718,767,227,948,31,1971,606,316,1710,40,2671,3853,764,1954,104,6675,2463,1214,2362,170,6200,2502,2083,2308,172,7069,2934,3230,2023,171,8365,1836,2983,1457,104,6383,2039,3071,1048,131,6290,4416,6987,1607,202,13210,2966,5441,691,109,9203,1709,4078,343,58,6183,936,2604,160,24,3725,1377,4836,292,30,6543,1270,3368,1119,74,5834,506,400,342,29,1282,31338,42021,19554,1521,94435
312,372,48,109,9,538,156,14,33,5,211,104,20,88,6,216,73,15,155,10,248,448,31,302,16,807,285,59,546,16,912,1684,161,606,24,2467,1024,241,740,63,2062,1234,413,743,48,2438,1380,729,622,61,2798,890,751,464,50,2156,1069,996,420,47,2531,2303,2516,617,99,5538,1686,2366,198,52,4303,1431,2186,186,17,3822,815,1462,55,15,2354,1882,3711,211,31,5828,1683,3260,524,33,5500,407,186,114,14,719,18932,19150,6751,615,45448
313,554,72,182,8,822,261,22,62,5,349,169,30,157,8,362,190,21,311,5,530,880,66,612,23,1578,659,144,1231,34,2069,4478,386,1421,56,6338,3018,555,1748,163,5478,2965,1090,1722,158,5936,3068,1777,1504,116,6463,1693,1818,1018,74,4608,1853,1955,792,62,4658,3514,4396,1138,100,9153,2232,3513,449,59,6253,1419,2807,227,22,4470,759,1768,97,13,2636,1411,3398,220,14,5037,1346,2586,862,41,4837,479,228,214,22,944,30947,26633,13956,991,72525
314,298,68,122,5,488,147,16,37,0,201,88,23,97,14,219,81,19,126,3,230,390,50,334,13,781,362,101,620,22,1102,1830,230,807,37,2903,1316,415,1065,67,2864,1701,785,1209,77,3773,1834,1390,1103,92,4412,1169,1564,832,68,3636,1384,1792,724,62,3962,3120,4472,1135,106,8833,2154,4091,448,58,6745,1577,3652,313,31,5580,883,2483,113,24,3507,1787,6286,224,27,8320,845,2085,631,32,3590,214,172,112,10,505,21171,29696,10045,746,61656
315,120,38,77,7,241,45,15,24,7,97,31,26,129,11,209,28,27,193,4,247,237,118,287,29,676,133,94,356,24,598,527,208,317,47,1096,365,245,351,49,1002,361,333,371,36,1105,447,421,315,34,1214,284,338,213,19,848,379,356,144,12,898,763,898,231,33,1922,603,740,83,21,1455,500,687,76,17,1287,321,460,16,7,811,660,1061,69,24,1819,553,1174,353,26,2109,234,159,164,20,578,6606,7396,3763,424,18193
316,849,124,222,15,1214,435,42,96,5,580,288,60,184,5,537,255,30,280,3,566,1295,105,587,21,2005,1025,176,1145,37,2379,5612,401,1466,70,7548,4230,737,1939,118,7030,4710,1353,2191,146,8402,5219,2477,1855,158,9715,2783,2443,1337,122,6691,3274,2840,1088,90,7286,6227,6516,1549,142,14435,3930,5538,596,68,10130,2645,4544,354,33,7569,1478,2874,127,23,4504,3839,7474,353,29,11690,2260,4401,1232,53,7951,664,366,212,16,1268,51023,42506,16802,1171,111501
317,271,62,88,8,425,136,13,32,0,187,81,21,96,7,202,73,14,144,9,233,380,82,337,13,810,287,99,554,24,959,2073,249,669,42,3029,1369,371,879,85,2694,1509,621,925,86,3136,1702,1049,767,79,3599,1054,1016,562,51,2683,1180,1147,445,55,2830,2376,2742,650,102,5869,1472,2267,244,52,4034,1030,1760,120,17,2930,554,1128,52,11,1748,1119,2502,136,17,3777,921,1708,434,27,3091,276,97,107,12,496,17861,16946,7242,685,42730
318,368,60,157,15,597,177,12,64,14,266,126,37,126,16,301,118,19,277,7,426,556,59,468,25,1109,400,85,818,37,1337,2383,257,1023,62,3715,1542,378,1284,100,3303,1846,659,1302,124,3928,2108,1119,1117,136,4476,1333,1202,886,82,3504,1580,1420,718,92,3811,3405,3457,980,135,7977,2450,3251,397,78,6169,1709,2679,210,29,4625,929,1765,88,12,2796,1686,3786,216,28,5710,1792,2986,733,63,5569,399,187,176,22,790,24899,23405,11043,1071,60417
319,893,104,186,19,1205,491,28,67,14,593,284,76,209,15,584,308,42,440,13,805,1676,180,773,36,2666,1195,217,1417,38,2868,8276,611,1644,89,10617,4655,918,2067,203,7851,4071,1614,2033,189,7900,4299,2243,1385,137,8065,1966,1972,966,78,4982,2231,1963,672,76,4942,3679,4095,859,88,8724,2098,3003,313,43,5457,1318,2217,145,18,3692,571,1337,56,9,1968,1285,2277,156,16,3736,2037,3018,977,58,6090,1029,276,327,38,1671,42372,26193,14690,1171,84422
397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
401,607,84,278,38,1018,250,30,88,15,377,174,50,133,13,369,114,36,207,18,373,651,92,339,33,1104,582,160,567,49,1357,2557,296,681,79,3612,2260,585,996,132,3971,2704,996,1161,149,5003,3153,1445,1051,170,5817,1899,1473,814,103,4286,2095,1650,759,102,4615,4403,4373,1335,162,10273,3217,4107,544,90,7945,2320,3977,375,48,6719,1540,2907,137,19,4601,4585,11366,525,55,16528,1355,2770,818,26,4973,317,150,92,15,570,34773,36557,10888,1312,83532
402,784,256,403,50,1492,270,67,110,19,465,224,101,349,17,691,188,115,644,19,965,1058,366,1169,57,2656,817,498,2023,85,3421,5697,1106,2323,137,9259,3880,1744,2961,250,8833,3908,2858,2998,218,9982,4293,4100,2539,279,11219,2450,3862,1756,168,8233,2689,3956,1379,175,8200,5753,9149,2032,250,17182,3557,6916,861,156,11482,2221,5077,454,75,7833,1052,3109,204,38,4395,1522,5451,339,33,7340,1625,3969,1604,85,7286,595,348,339,36,1324,42573,53070,24482,2135,122254
403,526,92,218,16,839,279,25,77,10,403,189,53,189,16,446,157,45,315,13,520,932,138,613,44,1736,755,187,1188,52,2187,4581,437,1451,112,6586,3616,707,1966,169,6460,3972,1436,2096,179,7685,4413,2291,1800,208,8707,2373,2346,1369,105,6194,2657,2690,1144,118,6604,5369,6535,1706,189,13793,3643,5986,718,97,10438,2550,5092,400,59,8098,1380,3464,166,18,5030,2679,8215,381,30,11308,1562,3501,1282,47,6396,442,220,160,24,846,42066,43473,17227,1506,104269
404,412,80,162,9,667,162,35,66,14,271,127,49,129,20,328,87,49,249,18,404,624,112,459,51,1242,443,188,724,55,1415,2773,370,908,103,4150,1891,577,1229,164,3864,2094,1065,1261,190,4619,2291,1576,1175,198,5236,1426,1464,926,97,3909,1502,1700,695,125,4017,3350,3897,1212,201,8661,2485,3586,521,117,6712,1745,2999,294,54,5093,1054,2070,124,37,3284,1987,4776,272,27,7070,973,1812,758,49,3590,263,157,120,18,563,25700,26562,11282,1545,65084
405,252,31,44,7,334,128,24,17,5,171,103,15,80,6,206,79,15,105,5,204,522,51,270,8,855,365,69,441,8,886,2505,206,449,30,3185,1624,284,595,59,2563,1472,541,516,32,2566,1674,835,416,38,2963,759,736,300,20,1818,939,787,176,26,1927,1630,1734,269,36,3677,981,1347,124,9,2458,655,959,59,9,1684,303,639,20,4,964,639,1086,46,9,1782,778,1414,389,10,2592,293,97,103,13,500,15706,10864,4425,340,31339
406,135,30,73,3,239,53,15,20,0,87,49,16,90,8,157,37,9,135,3,184,299,80,249,16,643,181,80,317,22,595,1144,181,388,27,1739,751,179,422,46,1393,762,324,405,35,1523,877,490,334,30,1729,427,429,216,25,1098,563,462,177,16,1219,1017,1072,198,20,2307,715,927,97,19,1756,530,751,52,9,1340,267,462,14,7,749,529,911,50,6,1494,663,1083,294,22,2057,208,95,118,25,448,9198,7595,3653,332,20780
407,455,60,75,5,593,215,26,49,5,290,145,24,120,0,290,136,23,226,0,392,850,96,407,17,1370,637,118,746,23,1523,4195,349,845,59,5446,2800,513,1040,108,4461,2669,968,954,89,4673,2929,1543,725,83,5279,1344,1438,461,40,3288,1677,1433,365,39,3513,2789,2986,492,60,6323,1527,2101,197,21,3845,996,1442,89,9,2536,460,758,36,3,1255,1030,1634,83,10,2751,1224,1974,586,32,3820,551,147,132,24,853,26615,17617,7631,647,52505
497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
501,378,57,94,4,526,201,16,38,3,262,150,23,100,4,279,120,21,205,4,349,675,56,368,19,1118,474,87,662,18,1242,2683,216,776,34,3711,1714,341,891,61,3007,1906,650,950,50,3562,2051,1012,714,58,3833,1062,1090,476,47,2679,1331,1200,369,35,2937,2598,2889,603,59,6153,1767,2548,242,25,4586,1339,2145,150,17,3658,674,1301,54,8,2036,1549,2830,125,14,4512,1701,3400,689,28,5818,334,157,100,12,605,22712,20035,7592,519,50858
502,286,32,84,5,416,122,5,35,3,168,98,6,65,8,175,81,15,137,9,241,424,30,248,15,711,306,76,537,20,936,2081,135,511,30,2760,1352,209,578,47,2177,1266,358,560,39,2224,1219,487,452,34,2193,577,487,293,17,1372,624,540,250,17,1438,1255,1337,378,42,3019,847,1143,184,13,2191,676,1094,109,10,1894,339,691,43,6,1081,896,1790,116,12,2813,1148,2126,409,16,3697,260,81,69,9,424,13868,10656,5062,349,29933
503,307,55,135,23,525,111,20,41,10,178,88,27,56,19,191,55,20,89,3,163,255,45,124,25,440,203,71,194,31,496,718,106,233,29,1077,714,140,337,65,1258,1002,266,408,79,1754,1288,359,371,81,2091,830,371,355,59,1619,1057,476,339,58,1937,2223,1271,605,96,4197,1889,1159,241,79,3367,1634,1425,235,40,3336,1159,1192,86,19,2460,5455,10527,639,67,16691,1320,1685,398,22,3417,149,84,30,4,265,20459,19293,4905,793,45456
504,526,98,227,12,869,188,17,72,6,294,132,46,171,11,365,97,50,276,12,441,585,112,456,32,1184,474,180,825,32,1507,2566,384,969,67,3979,1626,589,1216,104,3535,1877,1151,1304,102,4439,2120,1747,1203,135,5208,1272,1775,869,113,4028,1481,2006,772,108,4365,3483,4950,1305,181,9916,2612,4249,612,105,7584,2055,3693,375,61,6180,1304,2413,152,32,3899,2567,6221,304,58,9143,2051,4313,886,49,7295,343,248,155,18,763,27357,34242,12137,1247,74985
505,1148,246,375,39,1810,419,55,130,27,635,354,113,273,28,771,245,102,537,18,901,1308,234,929,57,2530,988,337,1578,74,2975,4939,755,1760,107,7551,3716,1106,2282,198,7316,4110,1970,2578,215,8876,4586,3036,2281,235,10131,2754,3321,1850,164,8092,3087,3592,1565,174,8417,6927,9245,2693,304,19170,5347,8624,1148,211,15331,4243,8365,796,133,13540,2622,5908,338,66,8934,6318,18923,874,91,26216,3900,8821,1862,81,14663,723,537,269,29,1555,57730,75306,24122,2259,159412
506,1230,247,417,58,1949,401,69,109,27,613,315,118,281,36,753,243,105,530,35,907,1085,279,891,90,2342,899,413,1435,77,2820,4579,838,1637,120,7180,3153,1352,1988,266,6754,3546,2442,2258,257,8505,4101,3487,2017,315,9917,2547,3640,1466,216,7869,2970,3896,1261,203,8328,6366,9379,2125,420,18293,4636,7684,936,231,13486,3489,6886,670,142,11187,2081,4471,253,86,6892,4819,12641,641,145,18248,3387,7347,1553,102,12382,621,385,303,38,1339,50463,65678,20778,2856,139783
507,841,140,315,24,1319,350,43,118,19,530,275,55,267,27,625,191,65,446,16,715,971,146,776,43,1931,734,210,1405,61,2403,3881,490,1475,105,5948,2793,719,1869,184,5561,2998,1300,2005,153,6453,3290,2025,1723,186,7224,2132,2329,1468,129,6050,2400,2713,1153,108,6376,5220,7073,1923,211,14428,3963,6491,859,114,11427,3341,6226,618,83,10268,2062,4303,260,47,6672,5057,13755,693,73,19582,3261,7159,1454,72,11936,492,313,267,29,1098,44251,55548,19086,1671,120558
509,304,50,58,12,420,154,17,30,11,215,115,28,69,4,208,97,16,121,0,245,502,60,286,17,855,352,82,440,14,881,2206,202,470,22,2898,1389,291,541,49,2266,1431,521,544,52,2549,1530,830,432,44,2831,782,789,295,21,1896,1025,857,226,18,2131,1972,1811,315,44,4137,1320,1514,138,16,2986,931,1162,80,21,2192,486,679,27,7,1192,1146,1515,76,8,2749,1310,2333,434,29,4103,355,116,117,21,613,17399,12872,4707,400,35380
510,61,14,51,9,141,18,21,23,4,68,23,18,159,5,210,9,14,184,11,216,161,154,204,31,542,58,112,199,25,392,197,195,228,42,662,119,175,221,32,545,178,192,231,35,636,184,189,212,23,601,114,182,195,8,509,201,278,174,25,678,625,829,288,29,1778,663,833,90,19,1599,736,1003,119,19,1874,536,694,37,4,1278,1404,2579,111,16,4111,670,1170,266,29,2140,112,128,141,24,406,6087,8781,3120,384,18373
511,204,36,73,9,316,82,12,35,3,128,63,20,108,6,202,43,11,156,6,215,299,56,262,16,628,198,66,352,26,644,1152,138,382,33,1702,714,188,452,51,1405,703,285,438,38,1456,885,452,334,46,1715,510,499,283,26,1322,624,567,238,25,1460,1456,1532,383,34,3410,1113,1315,182,33,2649,943,1243,117,31,2332,529,798,57,10,1391,1285,2055,119,21,3481,1094,1884,409,29,3421,268,114,130,12,524,12164,11267,4518,452,28400
597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
601,361,81,132,17,587,131,25,51,4,215,127,39,138,13,323,108,18,260,10,396,551,109,557,30,1258,479,155,996,43,1673,2621,354,1074,60,4108,2057,595,1334,133,4111,2463,954,1466,124,5010,2994,1599,1194,125,5910,1760,1515,866,73,4215,1906,1593,721,91,4318,3692,3884,1118,139,8836,2397,3377,396,61,6227,1549,2769,245,35,4592,981,1889,87,15,2972,1978,4482,264,28,6756,1038,2143,893,34,4105,296,107,161,18,586,27505,25680,11945,1052,66185
602,253,35,82,9,379,137,16,36,3,196,96,23,90,6,216,115,26,193,8,348,577,84,349,11,1021,402,125,666,16,1213,2728,311,758,35,3837,1717,458,964,102,3232,1708,812,856,62,3431,1962,1151,722,67,3903,1033,1105,445,38,2617,1145,1069,328,39,2583,2303,2371,479,57,5212,1295,1808,186,21,3306,855,1402,93,20,2367,447,818,22,0,1293,874,1697,81,4,2660,784,1366,532,29,2704,277,80,108,22,485,18716,14752,6997,545,41009
603,87,16,14,0,116,57,10,7,0,75,50,4,23,0,80,46,6,49,4,103,224,18,84,3,326,170,35,150,0,355,901,96,156,13,1173,574,160,196,21,955,549,277,211,15,1049,554,376,142,15,1091,317,303,101,4,734,334,341,70,5,753,646,583,88,11,1322,369,488,34,0,900,237,287,18,4,550,110,174,10,4,294,244,292,20,0,556,321,474,150,12,957,93,30,38,4,168,5899,3981,1558,125,11559
604,172,28,54,5,263,105,8,30,8,153,91,8,75,0,183,92,10,152,7,261,458,55,337,9,864,324,71,556,13,958,2530,212,627,30,3396,1410,320,710,51,2493,1345,537,667,58,2606,1502,899,531,50,2979,839,846,346,26,2045,905,829,254,33,2028,1659,1844,331,49,3877,978,1402,137,26,2541,638,978,67,3,1693,298,598,25,5,921,547,1049,65,8,1672,734,1261,421,17,2437,260,72,100,11,447,14900,11038,5489,400,31823
