SA4_CODE_2021,F_Kidney_disease_0_14,F_Kidney_disease_15_24,F_Kidney_disease_25_34,F_Kidney_disease_35_44,F_Kidney_disease_45_54,F_Kidney_disease_55_64,F_Kidney_disease_65_74,F_Kidney_disease_75_84,F_Kidney_disease_85_over,F_Kidney_disease_Tot,F_Lung_cond_0_14,F_Lung_cond_15_24,F_Lung_cond_25_34,F_Lung_cond_35_44,F_Lung_cond_45_54,F_Lung_cond_55_64,F_Lung_cond_65_74,F_Lung_cond_75_84,F_Lung_cond_85_over,F_Lung_cond_Tot,F_Mental_health_cond_0_14,F_Mental_health_cond_15_24,F_Mental_health_cond_25_34,F_Mental_health_cond_35_44,F_Mental_health_cond_45_54,F_Mental_health_cond_55_64,F_Mental_health_cond_65_74,F_Mental_health_cond_75_84,F_Mental_health_cond_85_over,F_Mental_health_cond_Tot,F_Stroke_0_14,F_Stroke_15_24,F_Stroke_25_34,F_Stroke_35_44,F_Stroke_45_54,F_Stroke_55_64,F_Stroke_65_74,F_Stroke_75_84,F_Stroke_85_over,F_Stroke_Tot,F_Other_0_14,F_Other_15_24,F_Other_25_34,F_Other_35_44,F_Other_45_54,F_Other_55_64,F_Other_65_74,F_Other_75_84,F_Other_85_over,F_Other_Tot,F_None_0_14,F_None_15_24,F_None_25_34,F_None_35_44,F_None_45_54,F_None_55_64,F_None_65_74,F_None_75_84,F_None_85_over,F_None_Tot,F_NS_0_14,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_over,F_NS_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_over,F_Tot_Tot,P_Arthritis_0_14,P_Arthritis_15_24,P_Arthritis_25_34,P_Arthritis_35_44,P_Arthritis_45_54,P_Arthritis_55_64,P_Arthritis_65_74,P_Arthritis_75_84,P_Arthritis_85_over,P_Arthritis_Tot,P_Asthma_0_14,P_Asthma_15_24,P_Asthma_25_34,P_Asthma_35_44,P_Asthma_45_54,P_Asthma_55_64,P_Asthma_65_74,P_Asthma_75_84,P_Asthma_85_over,P_Asthma_Tot,P_Cancer_0_14,P_Cancer_15_24,P_Cancer_25_34,P_Cancer_35_44,P_Cancer_45_54,P_Cancer_55_64,P_Cancer_65_74,P_Cancer_75_84,P_Cancer_85_over,P_Cancer_Tot,P_Dementia_0_14,P_Dementia_15_24,P_Dementia_25_34,P_Dementia_35_44,P_Dementia_45_54,P_Dementia_55_64,P_Dementia_65_74,P_Dementia_75_84,P_Dementia_85_over,P_Dementia_Tot,P_Diabetes_0_14,P_Diabetes_15_24,P_Diabetes_25_34,P_Diabetes_35_44,P_Diabetes_45_54,P_Diabetes_55_64,P_Diabetes_65_74,P_Diabetes_75_84,P_Diabetes_85_over,P_Diabetes_Tot,P_Heart_disease_0_14,P_Heart_disease_15_24,P_Heart_disease_25_34,P_Heart_disease_35_44,P_Heart_disease_45_54,P_Heart_disease_55_64,P_Heart_disease_65_74,P_Heart_disease_75_84,P_Heart_disease_85_over,P_Heart_disease_Tot,P_Kidney_disease_0_14,P_Kidney_disease_15_24,P_Kidney_disease_25_34,P_Kidney_disease_35_44,P_Kidney_disease_45_54,P_Kidney_disease_55_64,P_Kidney_disease_65_74,P_Kidney_disease_75_84,P_Kidney_disease_85_over,P_Kidney_disease_Tot,P_Lung_cond_0_14,P_Lung_cond_15_24,P_Lung_cond_25_34,P_Lung_cond_35_44,P_Lung_cond_45_54,P_Lung_cond_55_64,P_Lung_cond_65_74,P_Lung_cond_75_84,P_Lung_cond_85_over,P_Lung_cond_Tot,P_Mental_health_cond_0_14,P_Mental_health_cond_15_24,P_Mental_health_cond_25_34,P_Mental_health_cond_35_44,P_Mental_health_cond_45_54,P_Mental_health_cond_55_64,P_Mental_health_cond_65_74,P_Mental_health_cond_75_84,P_Mental_health_cond_85_over,P_Mental_health_cond_Tot,P_Stroke_0_14,P_Stroke_15_24,P_Stroke_25_34,P_Stroke_35_44,P_Stroke_45_54,P_Stroke_55_64,P_Stroke_65_74,P_Stroke_75_84,P_Stroke_85_over,P_Stroke_Tot,P_Other_0_14,P_Other_15_24,P_Other_25_34,P_Other_35_44,P_Other_45_54,P_Other_55_64,P_Other_65_74,P_Other_75_84,P_Other_85_over,P_Other_Tot,P_None_0_14,P_None_15_24,P_None_25_34,P_None_35_44,P_None_45_54,P_None_55_64,P_None_65_74,P_None_75_84,P_None_85_over,P_None_Tot
204,16,11,33,51,78,187,272,259,194,1101,24,16,31,60,215,501,725,558,208,2338,430,1556,1908,1940,1952,1962,1266,510,318,11842,0,6,24,42,97,169,271,267,181,1057,605,522,874,1017,1309,1725,1548,911,623,9134,12105,5659,5666,5938,6352,6158,4165,1590,457,48090,1501,914,842,914,1060,1109,946,641,359,8286,15539,9160,9890,10723,12199,13837,12421,6958,3050,93777,34,95,385,895,2098,4657,6782,4632,1912,21490,2508,1922,2245,2469,2495,2659,2456,1301,455,18510,38,41,99,254,577,1423,2324,1695,586,7037,4,11,6,8,20,86,239,543,581,1498,48,127,219,480,1005,2150,3080,2030,650,9789,65,84,102,195,546,1678,3098,2736,1317,9821,48,45,57,93,172,350,562,579,323,2229,54,34,56,131,357,964,1491,1192,393,4672,914,2459,2915,3147,3307,3330,2328,991,464,19855,13,14,34,74,166,360,672,676,341,2350,1435,997,1407,1680,2210,3087,2819,1638,928,16201,24107,12644,12132,11946,12745,12236,8518,3195,814,98337
205,20,29,59,77,163,257,395,437,253,1690,25,35,55,130,397,967,1534,996,368,4507,701,2566,3379,3050,3200,3420,2296,926,542,20080,10,11,29,67,160,304,519,513,308,1921,864,955,1454,1694,2196,3000,2768,1487,893,15311,19118,8854,9501,9128,9500,9871,7076,2611,629,76288,2653,1422,1510,1602,1646,1852,1766,1118,684,14253,24772,14464,16790,16752,18848,23021,21864,11790,4716,153017,53,172,675,1469,3537,8120,12000,8123,2969,37118,4010,3014,3822,3715,3632,4131,4243,2264,594,29425,53,59,161,363,952,2257,3946,2828,885,11504,4,8,10,9,31,106,366,818,913,2265,86,211,399,745,1803,3724,5720,3705,1005,17398,100,91,184,330,971,2853,5812,4677,2078,17096,52,51,104,150,296,575,972,929,435,3564,61,58,113,233,685,1860,3035,2125,718,8888,1517,4058,5127,4849,5259,5665,4107,1637,768,32987,22,33,51,111,304,683,1239,1148,562,4153,2249,1797,2299,2686,3647,5354,5020,2714,1304,27070,38475,19089,19698,18698,19226,19547,14338,5245,1169,155485
206,30,41,144,127,173,271,330,397,283,1796,25,29,87,104,218,447,724,613,306,2553,470,7427,13741,6774,4296,3199,1879,1123,717,39626,7,21,50,79,116,188,336,425,363,1585,928,2595,6224,4171,3517,3500,3096,2131,1246,27408,28046,28488,56094,32467,22427,15153,8534,3149,966,195324,2331,3207,6152,3576,2716,2148,1497,979,655,23261,33016,42905,85196,50110,36623,29097,21595,12443,6077,317062,42,329,1432,1934,3432,6384,8203,6551,3373,31680,3345,6507,14399,9354,5805,4299,3308,1812,708,49537,72,132,644,988,1733,2820,3690,2617,1041,13737,4,7,21,12,31,92,342,1077,1409,2995,80,275,915,1267,1950,3350,4147,3320,1476,16780,111,142,381,479,1032,2486,4115,3895,2327,14968,66,95,276,273,363,592,753,828,520,3766,56,72,184,219,440,899,1449,1212,571,5102,936,10432,21285,11738,7719,5721,3184,1736,992,63743,30,32,98,162,260,529,849,981,668,3609,2229,4098,9571,7192,6235,6529,5441,3535,1938,46768,55984,56624,114072,67298,44935,29963,16138,6091,1673,392778
207,12,25,37,56,107,185,242,359,330,1353,19,15,34,40,117,208,462,655,391,1941,428,3219,2887,1992,2216,1706,1335,1080,945,15808,0,12,21,28,67,124,271,492,460,1475,820,1441,1581,1611,2284,2740,2750,2272,1754,17253,25058,17695,17576,18895,18215,13436,8133,3683,1182,123873,1328,1333,1341,1197,1353,1214,973,759,593,10091,28731,24659,24394,25194,26853,23503,19137,13688,7512,193671,29,164,387,736,2173,4474,6565,7200,4317,26045,3058,3914,3747,3333,3334,2857,2577,1994,938,25752,42,91,159,394,1131,2032,2989,2882,1377,11097,0,8,3,8,31,66,280,1139,1920,3455,70,193,301,690,1465,2796,3795,3387,1495,14192,90,117,121,214,716,1859,3436,4190,2978,13721,41,58,84,144,219,404,581,777,617,2925,44,34,56,88,231,433,868,1223,722,3699,901,4888,4647,3341,3675,2928,2107,1610,1274,25371,12,18,33,64,169,301,664,1035,823,3119,2113,2611,2578,2835,3937,4876,4774,3701,2626,30051,50257,37834,36210,35987,34564,25906,15019,6903,2115,244795
208,20,22,47,94,124,226,314,377,374,1598,21,22,25,59,179,391,773,791,486,2747,564,3437,3696,3242,3214,2577,1742,1134,1028,20634,5,8,25,47,127,154,321,421,487,1595,1021,1539,1988,2305,2943,3193,3038,2125,1729,19881,30790,16979,18304,21049,21066,14321,8430,3562,1238,135739,1980,1370,1494,1616,1749,1448,1267,904,679,12507,35726,24315,26776,30426,32552,26501,21564,13521,7908,219289,43,186,498,1114,2841,5549,8295,7216,4273,30015,3843,3931,4621,4980,4838,3808,3316,2042,906,32285,77,90,229,569,1494,2638,3810,2925,1488,13320,3,5,7,13,26,80,342,1119,1929,3524,97,218,379,763,1703,3060,4386,3289,1447,15342,110,92,119,289,885,2341,4406,4412,3113,15767,60,45,89,175,283,472,764,823,663,3374,53,36,57,115,334,774,1416,1406,822,5013,1113,5121,5719,5287,5401,4284,2851,1735,1359,32870,18,18,37,84,251,424,857,984,801,3474,2554,2769,3079,3772,4923,5526,5199,3497,2504,33823,61871,36233,37276,41202,41002,28076,15781,6523,2106,270070
209,37,54,87,153,231,325,488,542,370,2287,28,38,47,101,291,678,1006,818,397,3404,845,4144,5842,5138,4336,3666,2287,1330,950,28538,18,22,30,71,167,284,482,533,422,2029,1476,1786,2922,3468,3748,4270,3442,2171,1365,24648,42237,21235,27157,27502,21380,14819,8101,3054,865,166350,3461,2070,2516,2455,2311,1930,1483,993,748,17967,50174,30493,40405,41601,36074,30997,23962,13627,6438,273771,87,279,980,2103,4628,8738,11590,8790,3954,41149,6053,5366,7168,7205,5624,4574,3831,2173,803,42797,115,113,352,697,1588,2709,3762,2792,1034,13162,5,7,4,24,48,122,464,1246,1624,3544,174,311,731,1838,3381,5656,6949,4659,1642,25341,169,135,239,503,1375,3213,5270,4735,2491,18130,102,93,171,286,488,719,1053,1117,635,4664,77,75,110,203,534,1212,1949,1625,713,6498,1749,6155,9028,8338,7322,5959,3811,2089,1280,45731,47,41,52,150,362,684,1168,1249,756,4509,3728,3298,4683,5757,6586,7498,6046,3693,2030,43319,85433,45994,56250,56316,43184,29426,15894,5924,1538,339959
210,31,38,69,118,210,274,385,458,271,1854,35,18,53,88,263,551,785,644,277,2714,633,2573,3722,3196,3187,2777,1618,1032,721,19459,13,8,23,63,142,212,395,401,318,1575,1258,1243,2078,2550,3009,3199,2450,1634,1076,18497,35616,17752,23226,21215,15195,10162,5328,2072,599,131165,3403,1912,2398,2315,1986,1555,1105,710,418,15802,42733,24770,33290,31796,26741,22592,16667,10075,4717,213381,61,215,792,1723,3751,6763,8141,6289,3134,30869,5258,4259,5334,5111,4156,3540,2838,1688,634,32818,67,94,228,509,1009,2026,2570,2039,832,9374,11,5,15,16,46,134,382,1026,1290,2925,130,268,648,1683,3146,5244,5735,3882,1401,22137,168,101,203,437,1245,2855,3956,3650,1923,14538,100,72,147,242,400,629,873,895,506,3864,81,44,109,185,434,1081,1527,1278,554,5293,1317,3932,5728,5319,5220,4583,2685,1622,1030,31436,33,25,43,113,293,556,931,939,613,3546,3212,2439,3407,4235,5210,5742,4354,2701,1628,32928,71796,38208,48143,43903,30910,20614,10304,4136,1126,269140
211,38,41,83,119,218,310,413,505,329,2056,39,23,57,122,310,715,1145,1103,464,3978,1116,4722,5311,4970,4887,3798,2432,1389,952,29577,11,13,37,79,193,318,471,667,491,2280,1586,1926,2767,3345,4103,4416,4079,2575,1514,26311,37153,19405,20737,23756,21428,16513,9972,3837,1070,153871,2724,1780,1767,1950,1973,1893,1483,1053,706,15329,44650,29100,32234,36842,36762,33787,27731,16357,7282,264745,81,238,851,1989,4855,9336,12702,10142,4353,44547,6147,5490,6523,7097,6511,5535,5005,2945,1006,46259,95,107,258,668,1676,3158,4871,3743,1369,15945,11,9,12,18,37,112,456,1364,1759,3778,148,340,647,1477,3056,5406,6806,4671,1539,24090,166,136,235,463,1331,3350,5935,5697,2911,20224,86,97,148,231,419,690,991,1088,593,4343,95,74,117,246,567,1381,2209,2157,882,7728,2253,7242,8202,7936,7854,6257,4029,2225,1313,47311,34,41,61,149,373,721,1249,1491,849,4968,4070,3678,4365,5485,6839,7764,7111,4336,2282,45930,75163,42728,43246,47813,43068,32655,18946,7292,1862,312773
212,61,77,134,248,349,479,687,738,558,3331,52,50,77,189,460,943,1476,1272,572,5091,1164,6042,6893,5750,5957,4827,2930,1888,1440,36891,18,22,48,126,303,490,779,849,688,3323,2216,2575,3849,4405,5401,5793,4836,3277,2148,34500,70083,38915,47839,44979,31695,21537,12445,5106,1412,274011,6047,3772,4673,4108,3602,2865,2143,1422,919,29551,83109,53753,66444,64012,53359,44674,34490,20783,9768,430392,100,374,1268,2853,6495,11471,14573,12019,5882,55035,10090,8751,9911,9173,8064,6801,5638,3414,1270,63112,134,199,420,892,2009,3670,5196,4147,1748,18415,11,10,31,25,73,202,712,2139,2560,5763,261,485,1401,3863,6855,10395,11482,7431,2607,44780,291,223,380,811,2326,5199,7650,7343,3926,28149,186,155,273,505,715,1074,1590,1628,1001,7127,124,106,196,374,886,1805,2785,2600,1102,9978,2518,9217,10855,9508,9631,7999,4948,3055,2091,59822,47,50,92,241,625,1168,1794,1922,1198,7137,5750,4878,6341,7750,9437,10414,8540,5660,3313,62083,141157,83883,100779,91938,64730,43510,23894,9659,2604,562154
213,96,52,167,265,363,510,686,667,403,3209,60,43,110,198,529,1010,1445,950,375,4720,1283,5351,7643,6512,5778,4710,2946,1466,881,36570,11,19,57,118,293,500,692,684,437,2811,2547,2301,4186,5002,5321,5486,4381,2473,1415,33112,74799,34099,51038,49391,30515,19177,9934,3118,800,272871,7301,3881,5759,5166,3785,2817,1981,1073,729,32492,89611,48190,72199,71635,52192,41202,30017,14698,6447,426191,110,358,1376,3268,6608,11281,13721,9075,3798,49595,10613,8351,10961,10816,8497,6596,5118,2502,831,64285,163,163,452,1076,1968,3344,4411,2815,897,15289,9,8,24,27,76,211,606,1533,1697,4191,240,499,1450,4316,6735,9752,11210,6335,1847,42384,313,190,421,927,2219,4535,7016,5114,2296,23031,236,100,299,521,721,1098,1582,1400,693,6650,138,97,200,371,935,1872,2753,1976,711,9053,2855,8176,11872,10749,9582,7696,4889,2333,1179,59331,49,38,114,252,624,1117,1707,1550,753,6204,6689,4467,6811,8548,9240,9868,7975,4209,2062,59869,150190,73222,103502,102272,62549,38648,19494,6223,1468,557568
214,7,21,46,82,148,214,383,427,342,1670,39,17,36,100,295,603,1023,972,437,3522,721,2763,3236,3351,3374,2970,1968,1065,758,20206,8,15,30,50,148,238,369,517,433,1808,903,965,1467,1887,2286,2689,2494,1676,1006,15373,20741,9981,10131,11424,11825,9666,6884,2920,735,84307,2230,1340,1305,1448,1646,1415,1372,1007,572,12335,25968,15738,17164,19583,21605,20994,19666,12419,5380,158517,43,174,569,1377,3274,6360,9614,7792,3550,32753,4005,3067,3845,4213,4105,3689,3564,2245,760,29493,57,73,174,401,1026,2214,3820,3212,1254,12231,3,9,7,7,29,82,357,1037,1401,2932,100,213,350,739,1660,3098,4321,3228,1153,14862,107,105,142,277,875,2316,4530,4512,2424,15288,45,52,79,134,293,459,779,900,581,3322,85,44,83,175,531,1111,1919,1830,777,6555,1520,4271,5046,5427,5506,4784,3244,1778,1086,32662,23,26,49,107,295,568,939,1090,753,3850,2365,1843,2297,3029,3825,4596,4360,2806,1545,26666,41583,22084,21217,22895,23675,18964,13041,5625,1384,170468
215,6,17,25,37,72,149,220,245,160,931,16,14,19,65,181,416,589,436,177,1913,294,1171,1567,1424,1556,1504,957,425,235,9133,0,3,23,32,70,162,197,218,151,856,432,434,632,742,1059,1254,1040,638,401,6632,10204,4784,5784,4932,4980,4800,3118,1370,491,40463,1463,808,881,884,881,922,831,599,462,7731,13207,7712,9459,8635,9593,10947,9415,5917,3033,77918,19,95,342,724,1817,4022,5246,3827,1821,17913,2210,1777,2034,1827,1956,2274,1946,1085,366,15475,28,30,62,181,435,1133,1715,1365,498,5447,0,3,7,5,30,63,172,439,530,1249,55,114,230,488,1012,2070,2662,1789,580,9000,64,60,72,142,534,1446,2418,2161,1108,8005,33,33,40,60,143,298,460,450,285,1802,37,25,34,110,323,826,1218,923,327,3823,632,1846,2478,2276,2555,2646,1744,751,316,15244,7,14,24,60,171,351,507,519,285,1938,1067,845,1017,1225,1781,2318,1978,1106,578,11915,20350,10523,12182,10105,10049,9789,6376,2654,854,82882
216,11,8,26,37,70,121,215,266,169,923,11,14,13,49,155,354,573,402,165,1736,310,1109,1380,1262,1419,1367,889,447,324,8507,3,12,9,21,57,137,217,225,128,809,445,446,594,731,996,1164,967,623,505,6471,9264,4548,4903,4389,4333,4026,2767,1096,309,35635,1254,717,748,773,760,812,715,519,294,6592,12019,7173,8095,7796,8627,9453,8547,5183,2383,69276,24,90,333,691,1783,3566,4855,3773,1638,16753,2059,1520,1661,1618,1657,1840,1740,988,352,13435,19,33,69,164,434,968,1551,1269,475,4982,4,0,8,3,7,66,179,471,496,1234,46,103,230,396,959,1667,2367,1623,500,7891,55,46,73,149,454,1215,2211,1992,1011,7206,24,23,43,52,138,251,433,534,296,1794,21,18,40,93,258,672,1152,896,312,3462,680,1780,2167,2029,2402,2300,1550,799,446,14153,11,13,21,34,125,306,489,522,224,1745,1083,833,922,1194,1684,2073,1819,1105,724,11437,18697,9857,10053,8926,9112,8200,5470,2243,587,73145
217,3,8,25,28,48,107,157,186,127,689,15,7,13,44,128,349,494,336,142,1528,233,980,1289,1187,1271,1224,755,324,207,7470,3,3,12,20,62,136,183,209,133,761,323,366,578,660,881,1103,941,527,372,5751,8454,4063,4188,4146,4534,4442,3094,1268,402,34591,967,591,522,605,669,729,686,463,292,5524,10531,6379,6956,7198,8374,9634,8560,4906,2384,64922,12,61,237,535,1432,3168,4293,2973,1370,14081,1562,1255,1481,1500,1530,1743,1574,877,310,11832,20,29,63,163,386,921,1525,1044,398,4549,0,3,4,0,8,41,138,345,430,969,36,92,151,328,754,1447,2061,1368,483,6720,48,37,48,108,384,1128,1920,1676,893,6242,21,27,40,53,106,233,350,338,194,1362,40,12,33,74,224,643,943,673,290,2932,501,1559,1962,1898,2152,2103,1397,558,277,12407,6,4,14,34,122,289,460,459,245,1633,849,709,891,1060,1485,1970,1742,913,527,10146,16986,8895,8988,8445,9129,8850,6173,2449,682,70597
297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
299,0,0,0,6,7,10,5,3,0,31,0,6,3,10,12,18,15,3,3,70,21,145,182,162,145,84,25,5,0,769,0,0,0,6,9,9,5,0,0,29,26,37,64,77,69,64,37,10,3,387,243,199,318,153,95,122,52,15,3,1200,235,183,312,354,183,122,67,9,6,1471,549,556,878,730,479,429,224,58,19,3922,0,15,38,51,107,123,109,37,12,492,76,93,133,123,117,85,44,20,3,694,0,0,6,17,26,42,40,15,0,146,0,0,0,4,7,0,4,7,0,22,0,0,8,27,70,56,54,17,0,232,0,4,6,19,39,58,66,27,9,228,0,4,3,12,22,15,14,6,5,81,0,4,10,13,42,38,34,7,0,148,44,240,305,321,317,167,60,17,6,1477,0,0,0,5,19,13,12,10,0,59,71,64,124,139,152,126,71,15,5,767,483,423,679,408,297,283,150,36,9,2768
301,14,18,43,60,93,171,236,273,197,1105,39,20,40,55,201,534,860,740,278,2767,606,2041,2282,2557,2568,2133,1349,598,482,14616,4,10,18,33,109,181,310,308,240,1213,901,906,1179,1636,2097,2279,2029,1183,820,13030,17717,8607,7984,10090,9783,7532,4583,1747,415,68458,1359,858,763,900,1040,905,699,455,293,7272,21535,12968,12987,16509,17719,16354,13680,7626,3314,122692,33,141,409,1062,2578,5146,7126,4904,2055,23454,2735,2285,2687,3396,3268,2859,2651,1351,428,21660,52,64,153,349,1003,1818,2657,2002,662,8760,0,0,9,6,35,88,288,692,821,1939,80,171,264,586,1534,2567,3438,2139,649,11428,78,89,123,269,802,1981,3512,3066,1574,11494,34,36,72,116,210,349,530,556,324,2227,87,48,84,128,399,1006,1647,1414,520,5333,1290,3246,3517,4052,4111,3515,2442,1092,668,23933,13,14,26,67,194,405,721,721,401,2562,2294,1706,1878,2686,3440,3972,3613,2091,1187,22867,35725,19161,16448,20169,19625,14954,8793,3328,733,138936
302,14,15,37,69,87,139,194,246,233,1034,21,22,34,53,185,384,601,582,288,2170,401,2295,3095,2414,2179,1633,976,531,416,13940,0,10,16,35,67,108,217,273,217,943,687,920,1510,1646,1784,1796,1544,1015,729,11631,16419,8566,11418,11051,8501,5728,3270,1519,507,66979,1211,804,1024,970,836,659,540,424,523,6991,19449,13087,17849,17359,15056,12419,9799,6596,3686,115300,31,138,466,917,2053,3538,4565,3804,2020,17532,1964,2276,3355,3294,2777,2113,1883,1145,467,19274,35,59,179,397,841,1330,1872,1633,711,7057,0,0,4,6,22,46,172,598,837,1685,67,141,309,705,1451,2277,2578,1814,639,9981,51,81,135,238,695,1611,2594,2523,1480,9408,30,37,73,130,174,290,439,500,385,2058,61,48,62,111,304,730,1125,1063,471,3975,845,3392,4814,3954,3709,2761,1687,872,563,22597,3,22,27,70,156,289,483,564,356,1970,1740,1627,2429,2759,3127,3253,2642,1696,1064,20337,33355,18248,23350,22672,17052,11293,6202,2698,857,135727
303,13,38,66,101,141,187,222,267,209,1244,38,33,46,89,209,402,654,589,305,2365,522,3669,4117,3122,2686,1996,1177,733,534,18556,8,16,28,55,105,190,260,349,258,1269,1089,1481,2269,2506,2542,2619,2219,1393,889,17007,28616,17045,22105,20725,14302,9626,5312,1987,596,120314,1905,1517,1794,1615,1267,1060,758,502,489,10907,33286,24632,31438,29873,23576,19099,14265,8254,4184,188607,40,218,581,1188,2708,4548,5765,4761,2294,22103,3215,3888,4846,4504,3680,2871,2255,1332,482,27073,56,95,267,573,1147,1821,2405,1900,779,9043,3,12,9,9,28,81,298,846,1063,2349,82,233,487,1184,2179,3260,3803,2515,792,14535,108,124,197,382,990,2119,3287,3056,1717,11980,61,66,117,178,287,397,536,547,364,2553,88,65,99,156,379,809,1215,1146,524,4481,1106,5445,6563,5147,4582,3497,2096,1190,734,30360,10,27,57,102,205,428,665,733,471,2698,2662,2640,3606,4206,4474,4669,3979,2383,1283,29902,57746,36161,45671,41741,28722,18794,10084,3789,1056,243764
304,11,12,25,42,67,68,101,149,132,607,24,23,16,32,81,197,334,363,184,1254,387,2329,1880,1790,1590,1055,701,446,396,10574,3,4,9,23,50,74,121,188,138,610,610,964,1013,1339,1460,1343,1331,922,689,9671,15028,9089,7022,9451,8589,5363,3459,1380,360,59741,859,675,535,650,633,494,401,262,216,4725,17488,13612,10802,14174,13836,10307,8715,5124,2527,96585,35,117,285,665,1445,2448,3444,2735,1378,12552,1786,2420,1907,2327,2220,1616,1472,863,308,14919,42,61,105,329,706,1106,1686,1303,548,5886,0,4,0,5,11,26,173,520,715,1454,69,124,179,409,826,1250,1643,1179,391,6070,52,70,81,148,491,1042,1942,1980,1072,6878,25,32,38,80,129,158,263,318,210,1253,57,45,46,71,166,355,624,694,295,2353,844,3537,2992,2932,2673,1760,1201,775,539,17253,4,10,19,37,107,158,314,402,237,1288,1615,1683,1611,2201,2459,2386,2361,1552,957,16825,30649,20091,14487,18542,17004,10493,6412,2536,593,120807
305,12,30,71,64,86,86,106,139,90,684,22,33,57,52,119,253,389,327,148,1400,291,4296,5071,2769,2144,1447,755,354,183,17310,3,9,26,37,74,97,136,143,103,628,573,1620,2460,1942,1784,1671,1271,748,434,12503,16501,15962,21743,14796,11811,7379,3730,1263,366,93551,1058,1797,2464,1490,1242,946,635,399,270,10301,19059,24415,32815,22337,18947,13863,9229,4712,2206,147583,26,216,649,989,1834,2971,3427,2344,1044,13500,1595,3753,5171,3760,2948,2083,1422,718,225,21675,42,122,294,541,1059,1522,1776,1141,441,6938,0,6,10,10,18,49,189,425,524,1231,57,197,383,595,1046,1396,1593,1059,324,6650,59,115,205,249,691,1393,2039,1720,851,7322,21,58,127,132,189,243,289,287,158,1504,53,62,111,132,261,517,743,603,248,2730,582,6113,8125,4967,3970,2629,1400,596,265,28647,9,20,41,78,160,268,344,371,184,1475,1321,2478,3858,3315,3278,3045,2331,1263,674,21563,32819,32419,45261,30753,23852,14876,7266,2402,584,190232
306,14,17,31,63,116,187,257,231,130,1046,22,14,25,52,202,552,786,517,144,2314,388,1497,1903,1990,2038,1873,1029,482,243,11443,9,10,21,35,106,212,271,263,145,1072,631,650,925,1266,1720,2074,1613,915,501,10295,18358,9168,10568,10661,10298,8131,4807,1772,411,74174,2634,1698,2105,1854,1857,1689,1267,681,332,14117,22793,13544,16321,17012,17999,17260,13429,6814,2569,127741,33,110,334,917,2332,4922,6252,3925,1482,20307,2061,1692,2053,2345,2454,2516,2043,936,249,16349,32,37,122,331,853,1705,2555,1492,489,7616,4,6,11,14,13,111,321,710,705,1895,49,162,275,733,1566,2719,3262,1902,504,11172,94,117,132,306,783,2046,3122,2457,1091,10148,31,30,56,119,239,442,620,488,262,2287,55,42,52,130,405,1137,1664,1153,310,4948,915,2336,2938,3286,3571,3359,1961,810,375,19551,21,16,32,69,203,484,740,636,259,2460,1624,1276,1510,2121,3084,3874,3117,1682,770,19058,37068,19433,21126,20550,20306,16343,9841,3603,764,149034
307,15,11,16,37,72,110,174,198,93,726,21,10,9,47,144,364,473,298,112,1478,298,984,1120,1055,1276,1219,705,307,173,7137,0,0,15,23,56,132,154,183,109,672,414,341,502,614,794,1028,824,456,293,5266,9312,4101,4260,4140,4272,3761,2362,1110,268,33586,1461,832,832,821,899,852,709,494,275,7175,12194,6670,7198,7289,8361,8886,7452,4458,1756,64264,31,89,243,607,1550,3267,4346,2911,1049,14093,1930,1379,1514,1561,1720,1876,1611,857,211,12659,25,24,62,160,462,922,1370,1012,287,4324,4,0,3,6,25,54,131,356,357,936,52,85,153,393,919,1682,2237,1329,320,7170,44,52,71,146,476,1247,2013,1659,712,6420,26,22,32,55,137,216,396,403,182,1469,37,24,23,90,277,712,1015,719,212,3109,637,1590,1691,1661,2121,2100,1342,554,248,11944,10,9,26,42,110,294,407,428,185,1511,979,672,825,1034,1461,1886,1545,869,447,9718,18752,9036,8852,8223,8615,7705,5003,2218,486,68890
