SA3_CODE_2021,F_Malta_0_4,F_Malta_5_14,F_Malta_15_24,F_Malta_25_44,F_Malta_45_54,F_Malta_55_64,F_Malta_65_74,F_Malta_75_84,F_Malta_85ov,F_Malta_Tot,F_Mauritius_0_4,F_Mauritius_5_14,F_Mauritius_15_24,F_Mauritius_25_44,F_Mauritius_45_54,F_Mauritius_55_64,F_Mauritius_65_74,F_Mauritius_75_84,F_Mauritius_85ov,F_Mauritius_Tot,F_Myanmar_0_4,F_Myanmar_5_14,F_Myanmar_15_24,F_Myanmar_25_44,F_Myanmar_45_54,F_Myanmar_55_64,F_Myanmar_65_74,F_Myanmar_75_84,F_Myanmar_85ov,F_Myanmar_Tot,F_Nepal_0_4,F_Nepal_5_14,F_Nepal_15_24,F_Nepal_25_44,F_Nepal_45_54,F_Nepal_55_64,F_Nepal_65_74,F_Nepal_75_84,F_Nepal_85ov,F_Nepal_Tot,F_Netherlands_0_4,F_Netherlands_5_14,F_Netherlands_15_24,F_Netherlands_25_44,F_Netherlands_45_54,F_Netherlands_55_64,F_Netherlands_65_74,F_Netherlands_75_84,F_Netherlands_85ov,F_Netherlands_Tot,F_New_Zealand_0_4,F_New_Zealand_5_14,F_New_Zealand_15_24,F_New_Zealand_25_44,F_New_Zealand_45_54,F_New_Zealand_55_64,F_New_Zealand_65_74,F_New_Zealand_75_84,F_New_Zealand_85ov,F_New_Zealand_Tot,F_North_Macedonia_0_4,F_North_Macedonia_5_14,F_North_Macedonia_15_24,F_North_Macedonia_25_44,F_North_Macedonia_45_54,F_North_Macedonia_55_64,F_North_Macedonia_65_74,F_North_Macedonia_75_84,F_North_Macedonia_85ov,F_North_Macedonia_Tot,F_Pakistan_0_4,F_Pakistan_5_14,F_Pakistan_15_24,F_Pakistan_25_44,F_Pakistan_45_54,F_Pakistan_55_64,F_Pakistan_65_74,F_Pakistan_75_84,F_Pakistan_85ov,F_Pakistan_Tot,F_PNG_0_4,F_PNG_5_14,F_PNG_15_24,F_PNG_25_44,F_PNG_45_54,F_PNG_55_64,F_PNG_65_74,F_PNG_75_84,F_PNG_85ov,F_PNG_Tot,F_Philippines_0_4,F_Philippines_5_14,F_Philippines_15_24,F_Philippines_25_44,F_Philippines_45_54,F_Philippines_55_64,F_Philippines_65_74,F_Philippines_75_84,F_Philippines_85ov,F_Philippines_Tot,F_Poland_0_4,F_Poland_5_14,F_Poland_15_24,F_Poland_25_44,F_Poland_45_54,F_Poland_55_64,F_Poland_65_74,F_Poland_75_84,F_Poland_85ov,F_Poland_Tot,F_Samoa_0_4,F_Samoa_5_14,F_Samoa_15_24,F_Samoa_25_44,F_Samoa_45_54,F_Samoa_55_64,F_Samoa_65_74,F_Samoa_75_84,F_Samoa_85ov,F_Samoa_Tot,F_Scotland_0_4,F_Scotland_5_14,F_Scotland_15_24,F_Scotland_25_44,F_Scotland_45_54,F_Scotland_55_64,F_Scotland_65_74,F_Scotland_75_84,F_Scotland_85ov,F_Scotland_Tot,F_Singapore_0_4,F_Singapore_5_14,F_Singapore_15_24,F_Singapore_25_44,F_Singapore_45_54,F_Singapore_55_64,F_Singapore_65_74,F_Singapore_75_84,F_Singapore_85ov,F_Singapore_Tot,F_South_Africa_0_4,F_South_Africa_5_14,F_South_Africa_15_24,F_South_Africa_25_44,F_South_Africa_45_54,F_South_Africa_55_64,F_South_Africa_65_74,F_South_Africa_75_84,F_South_Africa_85ov,F_South_Africa_Tot,F_Sri_Lanka_0_4,F_Sri_Lanka_5_14,F_Sri_Lanka_15_24,F_Sri_Lanka_25_44,F_Sri_Lanka_45_54,F_Sri_Lanka_55_64,F_Sri_Lanka_65_74,F_Sri_Lanka_75_84,F_Sri_Lanka_85ov,F_Sri_Lanka_Tot,F_Taiwan_0_4,F_Taiwan_5_14,F_Taiwan_15_24,F_Taiwan_25_44,F_Taiwan_45_54,F_Taiwan_55_64,F_Taiwan_65_74,F_Taiwan_75_84,F_Taiwan_85ov,F_Taiwan_Tot,F_Thailand_0_4,F_Thailand_5_14,F_Thailand_15_24,F_Thailand_25_44,F_Thailand_45_54,F_Thailand_55_64,F_Thailand_65_74,F_Thailand_75_84,F_Thailand_85ov,F_Thailand_Tot,F_Turkey_0_4,F_Turkey_5_14,F_Turkey_15_24,F_Turkey_25_44,F_Turkey_45_54,F_Turkey_55_64,F_Turkey_65_74,F_Turkey_75_84,F_Turkey_85ov,F_Turkey_Tot,F_USA_0_4,F_USA_5_14,F_USA_15_24,F_USA_25_44,F_USA_45_54,F_USA_55_64,F_USA_65_74,F_USA_75_84,F_USA_85ov,F_USA_Tot
10704,0,0,0,3,3,11,16,9,3,48,0,0,0,7,0,3,5,0,0,16,0,6,6,57,10,5,9,4,3,106,0,0,26,104,4,0,0,0,0,129,3,7,9,30,18,22,70,68,32,250,0,19,60,205,143,148,103,44,15,744,0,0,0,55,74,116,163,109,27,553,4,9,9,79,11,0,9,0,0,120,0,0,3,11,7,8,7,0,0,39,5,19,29,201,69,91,63,13,3,493,0,0,0,33,20,12,38,11,14,128,0,0,0,3,0,0,0,0,0,10,0,0,10,33,53,97,100,71,43,412,0,14,4,11,12,8,0,4,0,59,0,6,26,113,51,49,44,15,0,306,0,4,24,38,12,15,11,9,7,108,0,6,3,29,4,6,3,0,0,53,0,26,53,180,69,29,9,10,0,382,0,3,0,18,64,50,33,34,8,204,9,26,40,128,58,40,37,21,0,363
10801,0,0,0,0,0,0,7,8,7,20,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,31,0,0,0,0,0,40,0,0,0,0,0,4,19,17,9,49,0,8,4,31,31,66,67,28,8,229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,13,0,5,3,49,23,17,21,3,0,114,0,0,0,0,0,11,8,5,0,18,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,17,29,24,4,80,0,0,0,0,0,0,3,0,0,13,0,0,0,10,9,0,12,6,0,45,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,0,0,0,22,13,9,0,0,0,42,0,3,0,0,0,0,0,0,0,3,0,3,0,7,7,4,11,0,0,40
10802,0,0,0,0,0,4,5,6,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,11,20,0,0,0,0,0,27,0,0,0,3,0,7,32,20,5,67,0,4,5,36,48,93,72,23,6,283,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,8,0,6,0,5,5,4,4,0,0,21,0,3,0,72,28,44,32,6,0,199,0,0,0,0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,21,21,17,4,70,0,0,0,0,3,0,4,0,0,8,0,0,0,11,9,12,12,5,0,57,0,0,0,0,3,0,0,0,0,5,0,0,3,3,0,0,0,0,0,11,0,3,6,24,15,9,4,0,0,59,0,0,0,0,0,0,0,0,0,4,0,11,0,12,7,12,13,4,0,64
10803,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10804,0,0,0,0,0,5,23,12,0,42,0,0,0,0,0,0,4,0,0,5,0,0,0,3,0,0,0,0,0,8,0,4,9,49,0,0,0,0,0,57,0,0,0,14,12,19,53,51,24,168,0,16,17,100,99,151,140,76,26,624,0,0,0,0,0,3,0,0,0,3,0,3,0,5,0,0,0,0,0,10,0,0,0,7,9,15,5,0,0,32,0,10,16,114,55,52,37,4,3,293,0,0,0,10,0,6,8,6,5,41,0,0,0,0,0,0,0,0,0,6,0,9,0,17,15,43,67,61,10,218,0,0,4,8,5,3,5,0,0,18,0,0,18,47,39,30,40,19,8,199,0,0,3,13,9,0,3,4,0,31,0,0,0,3,5,0,0,0,0,13,0,4,7,46,32,10,7,0,0,102,0,4,0,5,6,0,0,0,0,14,3,9,19,42,21,25,26,7,0,159
10805,0,0,0,0,3,0,9,3,3,15,0,0,0,4,0,5,0,0,0,8,0,0,0,0,0,0,0,0,0,6,0,0,0,19,0,0,0,0,0,22,0,5,0,3,3,12,35,20,12,86,3,3,9,36,42,67,74,29,9,285,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,0,0,5,5,5,3,0,0,23,0,4,9,56,37,45,28,9,0,192,0,0,0,0,4,3,5,4,0,14,0,0,0,0,0,0,0,0,0,0,0,0,6,3,5,23,24,18,9,80,0,0,0,6,3,4,4,0,0,17,0,0,3,8,14,18,12,3,0,67,0,0,0,5,3,4,3,0,0,15,0,0,0,6,0,0,0,0,0,6,0,0,4,23,16,3,5,0,0,73,0,0,0,0,0,0,0,0,0,0,0,4,5,16,10,11,19,11,0,71
10901,0,0,0,0,0,0,0,7,0,8,0,0,0,8,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,3,0,25,55,74,0,3,0,0,0,175,0,0,0,5,10,14,37,38,15,118,3,17,14,76,53,75,63,21,4,331,0,0,0,0,0,0,0,0,0,0,0,5,0,16,0,0,0,0,0,24,0,0,0,0,10,4,0,0,0,14,3,14,20,116,58,38,30,11,3,287,0,0,0,3,0,4,4,0,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,22,19,10,12,78,0,0,6,8,4,3,5,0,0,19,0,4,11,30,12,13,8,10,0,93,0,4,0,23,9,3,4,0,0,43,0,0,0,13,0,0,0,0,0,10,0,3,6,35,25,13,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,7,4,37,5,14,9,3,0,76
10902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,3,0,6,0,0,8,0,3,0,16,10,9,10,3,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,21,0,3,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,3,9,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,4,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,8,4,8,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,14
10903,0,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,5,3,0,0,0,0,3,0,0,0,6,0,0,0,0,0,9,0,0,0,3,0,9,38,17,3,69,0,4,8,46,29,50,28,21,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,4,0,18,3,66,30,24,9,3,0,154,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,14,34,23,8,85,0,0,0,0,0,5,5,0,0,7,0,0,7,11,4,8,0,10,0,46,0,4,3,13,3,0,3,0,0,21,0,0,0,5,0,0,0,0,0,5,0,4,0,11,7,7,0,0,0,26,0,0,0,3,0,0,0,0,0,3,0,3,5,8,0,4,0,0,0,28
11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,8,0,3,19,110,6,0,0,0,0,139,0,0,0,4,5,3,12,12,0,37,0,14,21,38,39,27,33,7,3,189,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,10,0,0,0,6,5,4,0,0,0,21,0,3,10,63,15,18,3,0,0,112,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,4,10,11,18,15,9,4,65,0,5,0,0,3,0,6,4,0,14,0,0,13,23,17,7,6,3,0,67,3,6,7,20,13,0,3,0,0,54,0,0,0,24,3,0,0,0,0,31,0,3,4,17,10,0,0,0,0,34,0,0,0,4,0,0,0,0,0,7,0,7,10,25,12,13,21,6,0,98
11002,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,0,30,0,0,0,0,0,8,10,8,0,31,0,5,3,25,41,34,41,11,3,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,4,0,0,0,13,3,7,11,48,30,20,10,0,0,122,0,0,0,0,0,0,4,4,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,4,10,5,4,29,0,0,0,0,0,0,0,0,0,4,0,0,3,8,4,7,8,0,0,28,0,5,0,4,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,8,0,3,0,6,3,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,9,8,37,17,7,12,3,0,93
11003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,0,0,0,0,0,22,0,0,0,0,0,0,5,3,0,9,0,0,0,26,15,15,19,4,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,6,3,5,8,38,18,13,5,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,5,0,15,13,4,6,0,0,33,0,0,0,9,0,0,0,6,0,19,0,0,0,11,0,0,0,0,0,7,0,0,0,12,6,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,3,9,3,0,27
11004,0,0,0,0,0,0,3,5,0,13,0,0,0,0,3,0,0,0,0,0,0,0,4,13,5,8,0,0,0,27,0,5,10,107,0,0,0,0,0,122,0,0,0,3,4,4,20,12,5,58,0,9,16,88,59,53,40,26,4,302,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,24,0,0,0,6,6,3,0,0,0,16,4,22,41,160,53,47,39,7,0,367,0,0,0,3,0,0,4,0,0,7,0,0,0,4,0,0,0,0,0,4,0,3,0,13,6,17,18,11,4,73,0,0,0,0,0,4,7,0,0,14,0,9,15,44,13,17,6,3,0,105,0,5,0,12,5,3,0,0,0,28,0,5,0,71,0,0,0,0,0,79,0,4,0,34,13,8,3,0,0,68,0,0,0,0,0,0,0,0,0,0,3,0,5,26,8,18,10,7,4,80
11101,0,0,0,3,0,6,16,15,3,43,0,0,0,3,3,0,3,0,0,14,0,0,0,6,0,5,0,0,0,10,0,0,4,43,0,0,0,0,0,56,0,0,0,14,9,8,36,39,12,120,4,20,32,154,148,116,85,42,12,612,0,0,0,6,12,15,41,13,12,100,0,9,0,19,0,0,3,4,0,36,0,0,0,10,15,13,10,0,0,45,0,19,23,151,62,74,52,8,5,389,0,0,0,15,11,14,22,18,11,94,0,0,0,3,6,8,8,0,0,26,0,3,9,22,34,48,62,54,20,253,4,0,4,12,8,7,4,4,0,33,0,16,30,91,46,49,33,13,4,273,0,0,4,15,6,7,5,0,0,40,0,4,0,16,0,0,0,0,0,25,0,10,6,94,43,12,8,0,0,174,0,0,0,0,0,5,0,0,0,9,3,22,20,87,23,29,18,6,5,216
11102,0,0,0,0,0,0,11,4,0,20,0,0,0,3,0,12,4,3,0,22,0,0,0,6,3,0,0,0,0,12,0,0,9,43,0,0,0,0,0,54,0,0,0,3,3,14,56,40,15,136,8,26,19,131,96,117,99,76,31,594,0,0,0,6,4,0,0,0,5,13,0,7,0,20,4,0,0,0,0,35,0,0,5,5,11,9,10,0,0,48,0,8,16,111,51,59,30,10,4,286,0,0,0,12,0,9,20,13,3,49,0,0,4,10,3,10,3,0,3,32,0,4,6,12,13,35,44,31,17,160,0,0,3,3,4,6,4,0,0,21,0,12,22,52,53,32,27,18,0,213,0,3,0,17,15,6,9,0,0,43,0,0,0,0,4,0,0,0,0,5,0,0,9,58,29,12,6,0,0,117,0,0,0,4,5,0,0,0,0,7,0,5,11,38,14,20,15,11,0,124
11103,0,0,0,0,0,9,7,4,0,19,0,0,0,8,3,3,5,3,0,26,0,0,8,16,0,0,4,0,0,29,0,8,44,157,5,3,0,0,0,214,0,0,8,18,18,10,31,30,13,127,11,38,77,257,189,166,117,52,15,928,0,0,5,26,28,79,96,67,34,336,3,23,14,78,4,3,6,0,0,131,0,0,3,14,26,14,6,0,0,63,0,26,69,280,125,140,98,31,4,771,0,0,0,26,17,18,30,34,22,142,0,0,0,4,3,6,3,0,0,18,0,15,16,55,40,58,76,51,21,320,0,6,22,33,15,15,3,0,0,93,3,18,28,152,60,41,27,9,6,346,0,3,15,55,20,14,9,5,0,112,0,0,4,43,8,0,4,0,0,68,0,6,29,140,58,19,11,3,0,272,0,0,5,3,0,6,0,3,0,19,20,37,42,174,49,47,22,15,0,409
11201,0,0,0,0,0,0,12,6,4,24,0,0,0,5,0,0,4,0,0,9,0,0,0,4,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,18,3,3,8,56,29,30,46,23,9,209,4,36,39,235,171,184,145,48,11,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,6,19,18,10,0,0,64,0,12,12,98,36,36,25,10,0,220,0,0,0,16,5,4,6,5,0,38,0,0,0,0,0,0,0,0,0,9,0,4,3,34,22,29,34,20,16,155,0,4,0,11,8,3,6,0,0,39,0,9,10,71,59,35,40,28,9,255,0,0,0,11,0,0,3,5,0,25,0,0,3,5,0,6,0,0,0,13,0,9,14,68,44,26,10,0,0,175,0,0,0,0,0,0,0,0,0,4,10,27,28,154,57,53,57,13,4,402
11202,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,9,0,0,7,23,0,0,0,0,0,30,0,0,0,7,12,18,28,14,5,92,0,12,17,82,91,117,88,23,4,438,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,3,0,0,10,0,0,6,7,13,6,15,0,0,49,0,18,25,97,53,57,38,9,0,298,0,0,0,5,0,0,0,3,0,20,0,0,0,4,0,3,0,0,0,3,0,4,0,9,11,21,27,3,9,77,0,0,0,0,8,7,0,0,0,21,0,5,9,25,28,17,17,9,0,109,0,4,0,11,4,0,0,0,0,22,0,0,0,13,0,0,0,0,0,21,3,13,9,29,25,7,4,0,0,89,0,0,0,0,0,0,0,0,0,0,0,9,9,44,14,23,22,15,0,128
11203,0,0,0,0,0,6,23,7,6,41,0,0,0,4,0,3,9,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,4,0,13,10,15,46,36,17,139,4,34,55,314,232,289,286,137,56,1404,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,0,3,0,13,23,26,11,4,0,82,5,27,19,163,73,72,49,16,3,420,0,0,0,14,7,9,12,0,3,51,0,0,0,0,4,0,0,0,0,11,0,0,3,26,17,43,58,64,32,253,0,4,0,4,6,8,3,0,0,34,0,12,15,83,43,40,36,13,3,240,0,0,0,13,3,8,8,0,0,26,0,0,0,11,0,0,0,0,0,18,0,8,15,75,47,22,9,0,0,174,0,0,0,0,3,0,0,0,0,3,4,6,17,65,28,38,34,10,5,215
11301,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,5,0,0,4,15,3,0,0,0,0,16,0,0,0,6,7,0,0,3,0,19,0,42,48,130,29,38,18,3,0,309,0,0,0,0,0,0,0,0,0,3,4,13,16,36,3,0,0,0,0,74,0,0,0,0,4,4,0,0,0,11,6,30,26,153,38,44,22,5,0,333,0,0,0,0,0,0,0,0,0,0,0,15,25,24,28,10,3,0,0,107,0,0,0,11,5,8,11,10,0,39,0,0,0,5,0,0,0,0,0,4,5,20,19,41,25,11,3,4,0,130,0,4,0,11,9,0,3,0,0,25,5,0,10,82,0,0,0,0,0,93,0,0,0,31,10,8,4,0,0,62,0,0,5,8,16,5,7,0,0,33,0,3,0,14,0,3,0,3,0,31
11302,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,5,0,0,6,5,4,18,0,0,5,17,12,23,8,7,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,3,20,8,11,3,0,0,50,0,0,0,0,0,5,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,3,0,21,0,0,0,0,0,0,0,0,0,5,0,12,10,22,16,8,4,0,0,74,0,0,0,0,3,0,0,0,0,8,0,0,0,6,0,0,0,0,0,5,0,0,0,17,5,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,6,5,3,0,4,7,0,0,20
11303,0,0,0,0,0,0,7,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,5,73,22,0,4,0,0,105,0,6,13,64,7,0,3,0,0,100,0,0,3,13,3,11,22,17,9,67,4,28,19,82,51,67,59,21,7,331,0,0,0,0,0,0,0,0,0,4,0,10,4,26,3,0,0,0,0,53,0,0,3,4,3,4,3,0,0,21,0,28,44,138,44,45,24,3,0,329,0,0,0,3,0,0,0,0,0,10,0,0,5,0,0,0,0,0,0,10,0,0,6,9,13,19,23,16,3,92,0,4,4,3,6,3,0,0,0,26,0,4,24,41,24,19,13,4,0,121,0,5,0,40,13,8,3,0,0,73,0,0,0,31,0,0,0,0,0,36,0,4,3,45,20,9,0,0,0,86,7,4,0,0,0,0,3,0,0,16,0,0,13,26,22,14,14,8,0,95
11401,0,0,0,3,5,15,34,32,7,88,0,0,0,4,5,3,10,4,0,26,0,0,0,0,0,0,0,0,0,3,0,0,6,52,0,0,0,0,0,64,0,0,7,10,10,24,70,46,25,182,4,12,25,116,121,160,166,74,15,675,0,0,0,4,0,6,14,3,0,28,0,3,3,13,0,0,0,0,0,20,0,0,0,3,7,10,3,0,0,36,4,18,26,154,61,81,61,15,3,416,0,0,0,13,3,6,19,7,7,65,0,0,0,0,0,0,0,0,0,3,0,0,0,12,22,61,88,64,28,278,0,0,3,3,11,6,9,3,0,38,0,4,9,43,25,23,41,21,6,175,0,3,4,23,7,3,3,0,0,48,0,0,0,11,4,0,0,0,0,15,3,4,6,64,39,18,9,0,0,153,0,0,0,3,4,0,3,0,0,7,0,12,16,71,34,29,42,18,3,215
11402,0,0,0,0,0,3,16,10,0,27,0,0,0,0,3,4,0,0,0,14,0,0,0,0,0,3,0,0,0,5,6,7,13,163,0,4,0,0,0,190,0,0,0,5,6,5,40,25,6,93,0,7,11,66,73,78,110,65,8,425,0,0,0,0,5,9,4,0,0,13,0,0,0,6,0,0,5,0,0,10,0,0,0,9,8,5,4,0,0,27,0,11,3,89,19,17,18,0,0,157,0,0,0,4,6,9,14,8,0,47,0,0,4,3,0,0,0,0,0,8,0,4,5,9,12,34,62,40,12,182,0,4,0,4,5,6,4,4,0,25,0,7,13,46,31,29,35,29,5,183,0,0,0,11,7,0,5,0,0,28,0,0,0,19,11,6,0,0,0,41,0,4,8,42,5,12,0,0,0,80,0,0,0,4,6,4,0,0,0,10,0,11,14,36,13,31,20,12,0,150
11501,0,0,0,4,5,14,55,45,17,133,0,0,5,12,11,29,23,9,3,94,0,0,4,41,23,20,24,4,0,117,0,5,10,103,23,13,3,0,0,155,3,4,18,16,9,17,33,42,19,149,9,64,138,201,154,154,97,54,22,904,0,0,0,7,3,3,8,0,0,24,4,86,36,287,99,45,31,8,3,599,0,0,5,8,14,14,8,4,0,53,3,28,51,350,197,253,256,34,27,1204,0,9,4,46,44,57,66,19,9,252,0,0,0,0,6,6,4,0,0,11,0,8,9,18,32,35,51,35,19,203,5,55,69,69,76,64,74,24,7,447,11,125,148,327,275,184,88,45,16,1221,4,41,100,355,356,367,198,95,44,1555,5,19,5,133,56,56,72,11,0,354,3,7,24,129,56,27,16,0,0,265,0,0,0,27,52,27,15,8,3,132,15,68,127,106,39,32,14,7,7,410
11502,0,0,0,0,0,12,16,9,6,44,0,0,0,0,0,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,7,3,0,16,7,6,41,0,0,6,30,35,50,44,13,0,180,0,0,0,0,0,0,0,0,0,7,0,0,4,7,3,8,0,0,0,23,0,0,0,0,7,0,0,0,0,9,0,0,3,24,13,28,12,0,3,84,0,0,0,11,5,9,6,0,0,32,0,0,0,0,0,0,0,0,0,3,0,6,0,0,15,14,10,10,3,64,0,7,0,6,7,6,4,3,0,33,0,13,31,42,52,34,21,9,3,196,0,5,0,18,18,21,10,6,0,77,0,5,0,12,10,4,11,0,0,49,0,0,0,14,8,3,0,0,0,31,0,0,0,0,0,0,0,0,0,3,4,7,5,20,13,23,4,0,0,75
11503,0,0,0,4,12,22,26,21,0,83,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,11,8,4,43,0,0,3,34,39,34,28,8,0,141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,8,0,0,0,22,12,17,9,0,0,61,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,10,4,0,29,0,0,0,0,3,0,0,0,0,7,0,0,11,22,22,8,3,0,3,76,0,0,0,3,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,13,8,5,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,3,18,8,9,9,4,0,53
11504,0,0,0,6,12,24,62,25,9,132,0,0,0,9,5,5,9,7,0,28,0,0,0,8,3,0,3,0,0,17,0,4,13,127,7,5,3,0,0,162,0,0,8,3,3,4,4,6,0,29,0,34,62,108,56,55,18,9,0,339,0,0,0,0,0,0,5,0,0,3,0,49,23,186,38,28,15,0,0,345,0,0,0,0,4,0,0,0,0,13,0,25,54,347,188,150,83,21,6,874,0,0,0,15,5,10,10,0,0,43,0,0,0,0,3,5,0,0,0,6,0,3,3,17,18,11,10,10,0,73,0,22,17,24,12,9,3,3,0,93,8,68,70,198,106,47,16,12,6,538,0,16,24,153,67,61,21,19,5,362,0,0,0,17,11,6,7,3,0,57,0,10,0,38,10,0,3,0,0,72,0,0,0,15,20,6,0,5,0,42,0,29,26,50,12,5,4,5,0,127
