SA3_CODE_2021,M_15_19_yr_Marrd_reg_marrge,M_15_19_yr_Married_de_facto,M_15_19_yr_Not_married,M_15_19_yr_Total,M_20_24_yr_Marrd_reg_marrge,M_20_24_yr_Married_de_facto,M_20_24_yr_Not_married,M_20_24_yr_Total,M_25_34_yr_Marrd_reg_marrge,M_25_34_yr_Married_de_facto,M_25_34_yr_Not_married,M_25_34_yr_Total,M_35_44_yr_Marrd_reg_marrge,M_35_44_yr_Married_de_facto,M_35_44_yr_Not_married,M_35_44_yr_Total,M_45_54_yr_Marrd_reg_marrge,M_45_54_yr_Married_de_facto,M_45_54_yr_Not_married,M_45_54_yr_Total,M_55_64_yr_Marrd_reg_marrge,M_55_64_yr_Married_de_facto,M_55_64_yr_Not_married,M_55_64_yr_Total,M_65_74_yr_Marrd_reg_marrge,M_65_74_yr_Married_de_facto,M_65_74_yr_Not_married,M_65_74_yr_Total,M_75_84_yr_Marrd_reg_marrge,M_75_84_yr_Married_de_facto,M_75_84_yr_Not_married,M_75_84_yr_Total,M_85ov_Marrd_reg_marrge,M_85ov_Married_de_facto,M_85ov_Not_married,M_85ov_Total,M_Tot_Marrd_reg_marrge,M_Tot_Married_de_facto,M_Tot_Not_married,M_Tot_Total,F_15_19_yr_Marrd_reg_marrge,F_15_19_yr_Married_de_facto,F_15_19_yr_Not_married,F_15_19_yr_Total,F_20_24_yr_Marrd_reg_marrge,F_20_24_yr_Married_de_facto,F_20_24_yr_Not_married,F_20_24_yr_Total,F_25_34_yr_Marrd_reg_marrge,F_25_34_yr_Married_de_facto,F_25_34_yr_Not_married,F_25_34_yr_Total,F_35_44_yr_Marrd_reg_marrge,F_35_44_yr_Married_de_facto,F_35_44_yr_Not_married,F_35_44_yr_Total,F_45_54_yr_Marrd_reg_marrge,F_45_54_yr_Married_de_facto,F_45_54_yr_Not_married,F_45_54_yr_Total,F_55_64_yr_Marrd_reg_marrge,F_55_64_yr_Married_de_facto,F_55_64_yr_Not_married,F_55_64_yr_Total,F_65_74_yr_Marrd_reg_marrge,F_65_74_yr_Married_de_facto,F_65_74_yr_Not_married,F_65_74_yr_Total,F_75_84_yr_Marrd_reg_marrge,F_75_84_yr_Married_de_facto,F_75_84_yr_Not_married,F_75_84_yr_Total,F_85ov_Marrd_reg_marrge,F_85ov_Married_de_facto,F_85ov_Not_married,F_85ov_Total,F_Tot_Marrd_reg_marrge,F_Tot_Married_de_facto,F_Tot_Not_married,F_Tot_Total,P_15_19_yr_Marrd_reg_marrge,P_15_19_yr_Married_de_facto,P_15_19_yr_Not_married,P_15_19_yr_Total,P_20_24_yr_Marrd_reg_marrge,P_20_24_yr_Married_de_facto,P_20_24_yr_Not_married,P_20_24_yr_Total,P_25_34_yr_Marrd_reg_marrge,P_25_34_yr_Married_de_facto,P_25_34_yr_Not_married,P_25_34_yr_Total,P_35_44_yr_Marrd_reg_marrge,P_35_44_yr_Married_de_facto,P_35_44_yr_Not_married,P_35_44_yr_Total,P_45_54_yr_Marrd_reg_marrge,P_45_54_yr_Married_de_facto,P_45_54_yr_Not_married,P_45_54_yr_Total,P_55_64_yr_Marrd_reg_marrge,P_55_64_yr_Married_de_facto,P_55_64_yr_Not_married,P_55_64_yr_Total,P_65_74_yr_Marrd_reg_marrge,P_65_74_yr_Married_de_facto,P_65_74_yr_Not_married,P_65_74_yr_Total,P_75_84_yr_Marrd_reg_marrge,P_75_84_yr_Married_de_facto,P_75_84_yr_Not_married,P_75_84_yr_Total,P_85ov_Marrd_reg_marrge,P_85ov_Married_de_facto,P_85ov_Not_married,P_85ov_Total,P_Tot_Marrd_reg_marrge,P_Tot_Married_de_facto,P_Tot_Not_married,P_Tot_Total
12503,6,15,4952,4971,212,164,5535,5917,4169,836,7319,12323,6483,555,3393,10430,5533,414,2634,8584,4951,339,2347,7633,3772,147,1602,5518,2039,49,790,2883,485,11,372,871,27647,2542,28944,59128,19,18,4575,4610,654,255,4361,5269,5907,868,4816,11584,6709,523,2930,10160,5401,414,2960,8775,4544,286,3050,7878,3102,112,2465,5682,1236,36,1785,3062,188,6,1027,1216,27757,2508,27967,58234,27,26,9526,9583,865,425,9901,11183,10072,1700,12131,23908,13191,1074,6320,20591,10931,832,5590,17356,9496,627,5396,15513,6872,265,4065,11199,3278,81,2580,5942,671,18,1399,2088,55399,5054,56909,117369
12504,0,14,3056,3075,143,302,4369,4810,5283,1513,7656,14454,10631,799,3097,14527,4973,513,2094,7583,3734,297,1830,5863,2854,149,1206,4206,1736,48,622,2405,435,6,291,737,29800,3641,24217,57654,6,22,2848,2879,388,427,3413,4223,8098,1541,4520,14160,9348,724,2533,12608,4527,453,2439,7423,3450,251,2540,6242,2575,109,2168,4856,1213,32,1642,2886,202,3,839,1046,29793,3565,22949,56308,9,34,5910,5952,532,722,7779,9039,13377,3057,12174,28613,19976,1522,5629,27130,9503,968,4533,15004,7185,551,4367,12104,5433,260,3370,9062,2945,76,2268,5291,637,16,1132,1786,59597,7205,47165,113965
12601,0,3,1530,1535,28,90,1496,1618,1010,486,1622,3122,3020,212,612,3845,2713,177,485,3376,2375,117,464,2958,1888,80,334,2302,909,23,213,1148,285,4,135,427,12235,1192,6899,20323,0,6,1579,1585,39,103,1411,1553,1474,529,1365,3372,3287,209,761,4257,2670,161,761,3594,2332,97,825,3261,1666,58,759,2480,737,16,651,1399,150,0,437,588,12347,1180,8555,22083,0,7,3111,3118,66,191,2910,3170,2486,1016,2987,6489,6305,420,1375,8099,5383,342,1248,6968,4710,220,1295,6225,3551,134,1093,4779,1642,36,861,2543,435,3,571,1012,24581,2373,15453,42408
12602,0,16,3415,3429,63,382,3950,4401,3684,2475,5458,11619,7436,994,2602,11023,5571,609,1879,8059,5071,383,1800,7255,4001,188,1232,5431,2112,83,657,2856,688,12,407,1111,28637,5144,21399,55182,0,24,3055,3081,137,537,3459,4135,4953,2572,4703,12222,7640,935,2767,11348,5644,562,2565,8775,4970,327,2812,8114,3587,159,2498,6244,1527,38,1871,3431,295,10,1287,1588,28745,5165,25026,58933,0,42,6475,6511,196,922,7411,8527,8638,5041,10157,23839,15072,1930,5371,22371,11211,1171,4447,16830,10040,716,4615,15368,7594,345,3728,11671,3641,123,2521,6288,985,17,1696,2703,57376,10312,46426,114111
12701,0,18,4775,4790,124,273,4136,4539,3999,1363,4433,9791,7241,818,2056,10127,5730,564,1619,7913,4869,342,1427,6634,3113,114,842,4069,1334,22,407,1766,259,7,148,415,26673,3523,19843,50036,5,28,4525,4565,349,396,3685,4425,5894,1483,3815,11193,7414,827,2203,10445,5476,519,2201,8197,4319,297,2235,6853,2513,92,1738,4341,783,10,1062,1854,78,5,501,576,26834,3648,21964,52452,5,48,9303,9357,470,667,7823,8961,9893,2848,8244,20979,14655,1647,4266,20565,11207,1081,3819,16108,9181,638,3656,13481,5625,206,2577,8412,2114,32,1470,3621,342,3,644,991,53502,7171,41806,102486
12702,11,16,6581,6605,173,156,6309,6637,2851,787,8229,11862,5412,644,4082,10137,7102,673,3667,11437,8322,529,3460,12311,6349,259,2024,8627,3049,62,1021,4134,774,12,480,1269,34037,3142,35840,73025,14,35,6133,6179,468,241,5614,6325,4519,856,6180,11555,6817,719,4027,11556,7466,668,4586,12722,7586,429,4737,12751,5257,152,4033,9441,1810,37,2674,4519,268,9,1523,1801,34202,3152,39509,76858,19,54,12710,12791,642,397,11921,12962,7371,1647,14409,23422,12226,1365,8106,21695,14565,1345,8253,24163,15911,953,8196,25065,11610,409,6056,18072,4862,95,3693,8657,1039,22,2002,3062,68242,6294,75349,149884
12703,0,23,4145,4161,129,233,3918,4282,3243,1172,4609,9023,6325,689,2310,9324,5439,549,1835,7825,4501,339,1756,6595,2984,105,1026,4113,1443,34,558,2037,329,3,199,533,24389,3146,20358,47894,10,43,3891,3945,414,372,3425,4205,4828,1208,3710,9744,6614,708,2303,9625,5320,491,2335,8149,3911,268,2420,6599,2394,79,1949,4419,926,13,1383,2330,126,0,630,768,24547,3178,22044,49772,10,60,8039,8110,540,604,7343,8485,8070,2381,8318,18765,12939,1400,4614,18949,10761,1044,4170,15972,8415,603,4174,13194,5376,180,2970,8531,2368,46,1943,4357,454,5,837,1297,48939,6326,42400,97668
12801,0,11,3368,3377,24,232,2821,3072,1611,1955,2853,6412,4448,1046,1416,6913,4959,751,1700,7417,4590,558,1705,6849,3901,282,1090,5276,2381,86,702,3173,747,21,445,1209,22659,4942,16087,43691,0,22,3138,3161,41,439,2573,3055,2305,2031,2465,6803,4938,999,1529,7462,5185,697,2071,7956,4543,499,2198,7237,3593,209,2092,5890,1874,71,1879,3834,389,7,1329,1724,22871,4976,19274,47123,0,33,6503,6537,66,667,5394,6125,3910,3985,5318,13218,9388,2047,2939,14372,10152,1453,3770,15376,9128,1060,3899,14084,7492,488,3183,11162,4261,161,2579,6999,1136,26,1772,2938,45530,9917,35360,90810
12802,0,9,3613,3620,46,185,2925,3158,1853,1346,2461,5660,5015,827,1168,7016,5259,702,1290,7257,4737,436,1154,6337,3974,202,857,5032,2075,54,529,2659,455,9,280,737,23421,3782,14269,41469,0,11,3341,3351,79,307,2489,2872,2481,1383,2077,5945,5529,858,1349,7735,5445,686,1750,7877,4685,364,1779,6828,3622,153,1600,5375,1492,36,1458,2990,223,3,744,973,23558,3804,16582,43945,0,16,6956,6973,126,492,5412,6028,4338,2731,4534,11597,10548,1691,2517,14754,10699,1396,3041,15134,9427,800,2934,13165,7591,354,2458,10406,3566,93,1986,5650,679,14,1016,1707,46977,7586,30852,85413
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,0,23,3217,3245,55,582,2642,3273,1773,2051,3290,7114,3599,1032,1664,6290,3635,828,1801,6269,3624,568,1718,5912,3383,265,1333,4976,1851,106,720,2676,430,8,303,740,18353,5463,16695,40505,0,62,3023,3088,121,754,2414,3287,2328,2080,2944,7346,3973,999,2176,7155,3708,780,2529,7016,3619,502,2581,6704,3206,197,2508,5921,1422,63,1790,3279,226,5,994,1225,18609,5449,20967,45020,0,93,6243,6332,178,1332,5057,6567,4098,4131,6235,14464,7570,2036,3839,13445,7350,1604,4339,13289,7242,1074,4299,12614,6592,467,3843,10902,3273,165,2516,5958,661,12,1296,1964,36962,10907,37660,85528
20102,0,4,780,786,7,44,455,504,328,355,444,1128,823,379,371,1569,1089,387,547,2020,1289,333,604,2228,1263,182,603,2050,604,45,289,930,99,6,99,203,5505,1725,4193,11418,0,4,674,676,15,61,342,417,422,382,379,1186,916,382,371,1665,1188,371,556,2109,1301,312,730,2337,1124,148,729,2005,436,27,412,877,46,0,234,278,5442,1683,4428,11547,0,5,1454,1464,19,102,797,920,754,737,823,2316,1736,764,742,3236,2272,753,1099,4129,2592,641,1338,4567,2382,326,1340,4050,1042,66,700,1808,142,8,333,480,10946,3406,8617,22966
20103,0,6,628,631,10,83,426,517,255,294,445,998,478,217,351,1038,795,246,543,1587,941,224,661,1831,1139,150,668,1964,657,43,388,1093,121,8,110,237,4396,1270,4231,9896,0,9,560,569,13,120,313,448,330,320,431,1079,604,217,333,1154,850,280,499,1622,1039,200,644,1880,1065,127,699,1887,481,36,510,1026,50,0,236,289,4430,1306,4223,9956,0,20,1181,1198,26,204,737,965,581,615,882,2075,1081,429,681,2193,1645,523,1040,3211,1982,425,1307,3712,2204,280,1368,3850,1142,79,902,2117,171,7,350,528,8822,2580,8447,19856
20201,0,38,2751,2788,57,450,2357,2868,1622,1819,2659,6112,3104,888,1513,5503,3030,674,1600,5304,3045,478,1618,5146,3118,243,1263,4623,1809,86,661,2560,471,10,307,792,16258,4698,14737,35701,3,52,2642,2696,96,678,2149,2924,2171,1903,2621,6701,3367,867,1928,6161,3068,677,2231,5973,3240,398,2436,6069,2894,187,2232,5311,1428,47,1536,3004,248,8,844,1094,16507,4812,18619,39947,3,89,5395,5487,151,1133,4513,5794,3801,3730,5282,12813,6469,1756,3445,11670,6097,1354,3830,11281,6286,878,4055,11213,6016,431,3493,9937,3235,132,2199,5566,722,21,1150,1887,32770,9514,33360,75643
20202,0,3,1300,1307,14,77,783,871,489,544,806,1837,1445,577,520,2546,1880,633,819,3329,2082,500,925,3511,2102,328,955,3380,1118,97,529,1742,203,11,172,382,9340,2768,6800,18905,0,9,1218,1223,24,104,604,734,679,660,651,1990,1644,649,616,2909,2021,622,931,3577,2203,440,1153,3787,1952,256,1240,3447,802,56,861,1722,90,9,374,469,9409,2804,7651,19866,0,14,2520,2530,35,177,1386,1606,1171,1203,1454,3828,3090,1230,1131,5455,3903,1256,1749,6906,4286,940,2075,7298,4055,585,2199,6833,1923,147,1392,3467,295,17,544,856,18755,5564,14451,38773
20203,0,0,286,284,4,24,161,190,122,129,177,428,300,97,123,516,370,105,216,690,531,88,334,956,557,66,270,891,256,10,127,396,52,0,50,106,2190,513,1743,4452,0,0,271,269,6,37,137,191,175,139,179,499,331,103,104,541,421,95,165,682,569,92,258,918,481,44,230,760,196,8,168,374,26,0,116,141,2205,533,1623,4364,0,0,555,553,13,65,301,380,298,266,354,925,635,199,221,1056,790,202,377,1368,1103,183,590,1869,1036,108,503,1648,454,18,300,766,79,0,168,243,4402,1045,3362,8813
20301,0,6,714,715,12,30,439,478,383,364,358,1104,888,252,206,1348,1017,214,245,1477,901,144,291,1336,786,72,221,1080,319,17,96,435,52,0,24,83,4360,1100,2597,8057,0,4,677,683,7,62,317,391,486,380,250,1118,1047,271,238,1562,1000,212,261,1474,911,124,302,1342,699,57,245,998,215,13,162,383,33,0,86,117,4401,1120,2540,8067,0,6,1393,1397,19,96,763,874,872,741,607,2220,1935,526,445,2906,2026,426,504,2954,1814,262,597,2674,1480,124,466,2076,534,29,256,817,84,0,112,195,8760,2218,5140,16118
20302,4,31,5535,5568,88,787,5575,6453,3756,3922,6808,14475,7039,1950,3059,12054,6798,1393,3359,11547,6490,893,3195,10574,5953,430,2237,8620,3491,157,1188,4837,873,13,637,1522,34489,9565,31598,75652,0,68,5086,5159,188,1114,4985,6286,4975,4070,5800,14847,7485,1871,3796,13157,6929,1339,4311,12586,6528,814,4489,11834,5617,345,4168,10137,2702,96,3227,6024,421,11,1766,2197,34857,9728,37636,82220,6,96,10627,10729,279,1902,10567,12739,8732,7988,12607,29326,14527,3821,6857,25205,13724,2738,7670,24126,13017,1701,7684,22401,11575,775,6404,18758,6197,252,4412,10863,1295,21,2402,3721,69347,19290,69230,157874
20303,0,7,2258,2268,14,181,1621,1811,1083,1217,1650,3948,3298,980,895,5175,3362,745,1003,5102,3513,544,1080,5127,4236,359,1014,5607,2079,111,520,2708,433,6,243,689,18020,4141,10282,32439,0,11,2084,2100,21,255,1389,1662,1499,1354,1475,4332,3640,1054,1149,5845,3544,768,1460,5778,3782,575,1800,6159,3959,281,1750,5991,1578,73,1348,2999,219,3,663,889,18255,4384,13120,35762,0,25,4348,4365,36,432,3002,3473,2586,2571,3118,8280,6939,2039,2047,11017,6911,1511,2464,10888,7291,1112,2881,11287,8198,640,2767,11601,3654,185,1873,5707,653,10,909,1578,36278,8523,23404,68201
20401,0,15,1400,1411,20,169,1058,1251,616,800,1109,2523,1404,556,736,2695,1745,546,986,3275,2258,440,1301,3996,2472,285,1179,3939,1317,90,615,2018,266,3,216,489,10103,2908,8596,21606,0,18,1246,1266,32,256,743,1026,868,845,953,2666,1574,597,775,2949,1898,568,1081,3552,2475,423,1290,4192,2265,224,1288,3778,970,48,975,1984,110,3,537,657,10188,2989,8890,22069,0,35,2641,2678,47,428,1805,2273,1490,1644,2057,5196,2978,1155,1505,5642,3639,1115,2069,6823,4731,862,2594,8189,4737,510,2467,7717,2282,136,1590,4004,377,12,756,1144,20293,5893,17485,43676
20402,0,14,1259,1268,15,151,732,899,630,593,860,2090,1206,379,586,2170,1470,374,796,2634,1820,317,951,3084,1972,187,824,2985,1157,64,485,1714,281,7,195,486,8556,2087,6684,17329,0,32,1174,1208,49,249,613,905,799,603,839,2240,1361,414,689,2457,1635,408,954,2999,1935,305,1135,3372,1855,143,1118,3117,904,24,926,1857,136,4,534,674,8673,2173,7981,18832,0,43,2429,2473,63,399,1343,1802,1432,1197,1699,4328,2562,792,1279,4626,3102,779,1750,5631,3755,624,2085,6459,3828,329,1939,6108,2067,90,1417,3572,417,13,726,1161,17226,4260,14667,36154
20403,0,18,2059,2080,28,291,1239,1564,1059,1150,1566,3771,2193,695,934,3824,2456,662,1090,4215,2847,491,1216,4557,2758,265,1063,4088,1387,80,500,1963,306,8,194,503,13035,3663,9862,26558,3,41,1843,1884,63,400,1020,1481,1424,1194,1328,3945,2505,755,1141,4401,2625,632,1356,4619,2950,488,1520,4960,2507,178,1485,4164,1034,66,1108,2208,125,11,524,668,13234,3767,11329,28333,4,60,3904,3968,92,689,2260,3045,2482,2347,2893,7716,4699,1451,2074,8223,5080,1295,2446,8833,5794,979,2740,9515,5259,444,2550,8251,2416,144,1606,4168,431,17,718,1173,26267,7432,21191,54892
20501,0,7,1495,1501,33,220,1053,1301,1029,940,1131,3101,1751,505,659,2914,1806,438,788,3029,2117,301,847,3268,2150,213,705,3067,1261,53,385,1699,247,8,170,423,10394,2683,7223,20299,0,18,1481,1499,60,296,945,1295,1339,1010,1099,3452,1840,499,826,3171,1989,420,966,3376,2249,302,1129,3679,2013,148,1076,3243,910,43,809,1758,107,9,417,532,10509,2741,8744,21995,0,23,2974,2997,89,516,1997,2602,2371,1954,2223,6546,3591,1004,1491,6088,3800,852,1751,6404,4367,606,1972,6947,4163,366,1780,6305,2165,91,1196,3454,357,13,586,953,20904,5420,15966,42289
20502,0,12,1092,1111,14,147,645,810,500,544,802,1839,913,376,581,1866,1213,368,731,2311,1841,417,985,3238,2413,323,1114,3850,1483,92,535,2104,281,20,201,501,8644,2307,6680,17632,0,21,951,974,25,210,520,751,661,606,791,2058,1088,370,674,2133,1406,433,867,2711,2077,408,1094,3574,2285,246,1198,3730,1099,68,950,2116,144,9,474,622,8778,2378,7516,18674,0,41,2050,2087,37,359,1164,1558,1159,1147,1592,3899,1999,744,1251,3996,2617,804,1600,5023,3916,829,2078,6814,4699,569,2311,7580,2580,158,1487,4221,419,30,674,1125,17428,4682,14187,36302
20503,0,9,1640,1653,10,187,1013,1218,683,787,1157,2622,1700,628,849,3183,2125,609,1065,3797,2773,583,1417,4776,3411,358,1359,5131,1829,104,667,2602,361,13,272,648,12890,3276,9450,25624,0,25,1574,1601,26,272,738,1040,967,928,1036,2928,1929,624,929,3483,2269,621,1237,4131,3072,569,1694,5339,3209,289,1830,5331,1359,71,1251,2683,168,12,651,831,13002,3416,10943,27361,0,34,3217,3248,41,464,1754,2257,1644,1710,2192,5547,3631,1252,1779,6667,4392,1231,2311,7929,5846,1158,3111,10115,6621,650,3192,10456,3183,176,1925,5285,533,26,917,1475,25901,6694,20392,52981
20504,0,24,2010,2034,32,312,1563,1905,1032,1308,1905,4245,1953,679,1217,3845,2059,581,1391,4028,2566,442,1561,4570,2549,210,1266,4027,1390,67,605,2055,290,3,238,533,11868,3638,11747,27248,0,51,1856,1911,62,473,1357,1891,1403,1329,1845,4587,2115,690,1363,4160,2274,554,1597,4424,2726,385,1881,4986,2333,187,1704,4225,1029,41,1234,2305,125,3,591,720,12067,3711,13433,29213,0,80,3863,3942,98,783,2918,3797,2440,2643,3751,8832,4062,1367,2577,8005,4333,1140,2983,8456,5288,828,3442,9554,4880,393,2978,8255,2424,106,1841,4364,415,12,832,1260,23939,7348,25177,56458
20505,0,7,1174,1179,21,172,728,920,578,656,822,2058,1180,350,553,2087,1262,346,633,2244,1723,303,838,2859,1809,182,835,2827,886,40,354,1283,183,4,131,324,7646,2061,6073,15782,0,19,1073,1093,26,265,564,852,787,654,720,2162,1319,380,618,2318,1435,365,828,2629,1841,273,917,3028,1692,131,954,2777,630,43,762,1434,81,0,343,427,7817,2129,6773,16715,0,24,2248,2269,48,435,1294,1771,1365,1314,1543,4220,2506,737,1171,4404,2699,712,1457,4868,3563,574,1756,5892,3503,311,1792,5602,1514,89,1118,2717,265,4,481,747,15463,4194,12841,32496
20601,0,3,1599,1599,21,266,2778,3065,1260,2976,5450,9684,3053,1856,2248,7148,2742,858,1568,5166,1971,460,1238,3675,1407,180,760,2348,953,41,412,1406,362,4,237,605,11766,6643,16284,34697,0,12,1584,1599,62,394,3020,3482,1694,3254,5628,10568,3197,1679,2602,7483,2713,759,1919,5400,1959,392,1693,4049,1330,155,1362,2849,731,21,1101,1850,129,0,748,880,11821,6674,19668,38159,0,19,3180,3201,83,663,5798,6547,2957,6228,11075,20253,6250,3534,4855,14636,5452,1622,3487,10565,3931,850,2933,7718,2737,333,2125,5191,1684,62,1515,3263,492,4,983,1484,23582,13312,35950,72852
20602,0,3,1171,1177,5,101,1169,1273,548,1498,2451,4502,1739,1059,1138,3934,1986,584,939,3512,1330,391,790,2513,879,136,531,1544,573,34,318,921,223,4,152,380,7284,3801,8671,19754,0,4,1171,1178,12,137,1228,1371,776,1717,2834,5327,1873,991,1380,4238,1997,602,1250,3846,1319,364,1079,2758,839,140,837,1816,426,20,707,1157,98,0,434,534,7331,3980,10919,22224,0,11,2343,2348,16,239,2393,2648,1327,3216,5289,9822,3606,2045,2522,8174,3979,1187,2192,7358,2652,755,1869,5270,1712,274,1371,3357,1000,56,1025,2082,324,4,585,914,14612,7775,19587,41981
20603,0,6,1653,1657,29,185,2002,2215,1072,1562,2866,5501,2566,831,1261,4652,2699,462,1094,4249,2247,287,1006,3540,1548,139,740,2429,729,34,337,1094,240,5,144,387,11123,3506,11099,25731,0,9,1595,1604,77,264,1985,2325,1414,1606,2888,5912,2771,724,1508,5004,2719,392,1525,4633,2137,255,1435,3827,1412,109,1149,2670,543,20,841,1407,90,0,586,676,11167,3376,13507,28055,0,18,3242,3257,105,451,3983,4542,2490,3174,5755,11413,5342,1549,2764,9655,5410,855,2621,8888,4380,542,2444,7367,2954,246,1890,5092,1272,50,1179,2502,324,5,736,1067,22290,6886,24607,53789
20604,5,84,1771,1857,109,1515,7839,9459,3678,6308,13215,23199,4139,2143,4444,10725,2136,821,2141,5105,1837,468,1573,3882,1580,201,935,2721,761,74,415,1248,163,5,124,294,14409,11623,32451,58478,15,102,2015,2136,218,1965,8630,10810,4548,6141,12572,23260,3721,1535,4356,9611,1997,579,2565,5144,1763,302,2003,4071,1321,132,1388,2847,524,30,749,1310,70,5,303,378,14181,10784,34590,59553,23,191,3784,3990,329,3480,16461,20269,8221,12452,25782,46452,7855,3674,8803,20339,4137,1400,4702,10242,3601,770,3583,7953,2907,335,2326,5563,1288,96,1165,2549,229,12,427,671,28585,22408,67036,118031
20605,0,10,1521,1528,18,331,2009,2367,1327,3586,4930,9838,3094,2100,2871,8064,2755,1168,2427,6349,2271,715,2067,5052,1659,354,1316,3329,994,118,587,1704,233,12,199,444,12354,8393,17921,38669,0,25,1461,1483,59,514,1955,2522,1851,3815,5250,10913,3237,1664,3559,8460,2772,919,3129,6822,2129,534,2515,5167,1485,245,1918,3651,714,51,1141,1897,97,5,507,614,12345,7770,21429,41542,3,33,2979,3014,81,847,3958,4890,3172,7399,10178,20745,6333,3763,6427,16524,5521,2089,5554,13167,4398,1246,4577,10222,3143,602,3230,6980,1706,171,1725,3605,337,21,711,1065,24695,16166,39345,80209
20606,0,12,794,797,13,301,1556,1864,867,2762,4011,7640,1646,1061,1733,4441,1382,459,1077,2918,1337,293,909,2539,1220,161,619,2007,910,63,384,1360,290,12,168,467,7671,5106,11253,24028,0,20,898,916,23,394,2103,2521,1166,2646,4482,8290,1659,703,1964,4325,1427,283,1449,3159,1292,179,1230,2704,1213,100,1212,2525,734,30,981,1743,120,4,574,700,7627,4364,14895,26888,0,31,1690,1720,38,694,3651,4383,2030,5404,8492,15931,3307,1763,3705,8772,2811,740,2525,6078,2626,471,2143,5242,2431,260,1840,4533,1647,90,1369,3106,409,19,742,1168,15300,9466,26149,50918
20607,0,8,1103,1112,21,294,2296,2605,1105,4251,6517,11876,2453,2086,2640,7184,2032,938,1700,4676,1801,582,1430,3806,1365,305,847,2523,733,86,421,1238,216,5,149,374,9739,8554,17102,35396,0,11,1265,1281,31,450,2781,3262,1507,4233,6972,12714,2535,1538,2666,6736,2089,733,1946,4761,1626,424,1710,3751,1259,205,1525,2991,546,39,1003,1587,89,4,534,628,9672,7643,20405,37718,0,23,2371,2393,54,745,5070,5869,2618,8482,13494,24590,4987,3624,5307,13919,4120,1674,3646,9436,3430,997,3134,7560,2624,511,2382,5515,1274,127,1423,2826,311,16,682,1006,19407,16192,37510,73116
20701,0,9,5620,5632,28,348,5337,5709,1833,2559,5299,9690,5962,1110,1872,8942,7821,805,1749,10378,7092,576,1611,9281,5311,299,1220,6821,2980,112,803,3898,882,16,520,1421,31912,5839,24029,61777,0,11,5457,5470,44,479,4983,5510,2546,2586,4766,9901,6768,1091,2523,10386,8467,725,3012,12199,6791,456,2931,10175,4928,236,2730,7894,2305,53,2502,4861,376,17,1665,2055,32224,5656,30571,68455,0,24,11079,11099,72,824,10322,11224,4385,5150,10062,19594,12741,2198,4390,19330,16287,1530,4761,22574,13881,1036,4538,19455,10235,535,3945,14717,5280,172,3308,8761,1255,38,2188,3478,64137,11495,54598,130231
20702,0,4,2689,2696,25,130,2726,2885,1581,868,2961,5415,4234,486,1285,6009,4024,352,1339,5723,4118,267,1026,5417,3543,119,656,4328,2854,63,578,3498,934,10,373,1321,21321,2306,13642,37273,0,9,2458,2463,50,182,2266,2494,2156,964,2384,5502,4662,468,1549,6682,4197,336,1791,6318,4175,222,1833,6230,3569,103,1681,5348,2266,42,1895,4201,400,8,1149,1557,21477,2318,17002,40798,0,11,5144,5157,70,307,4996,5373,3743,1829,5341,10913,8896,959,2840,12690,8223,689,3129,12037,8294,489,2862,11650,7112,221,2340,9676,5122,102,2471,7699,1335,20,1525,2875,42798,4627,30651,78066
20703,0,12,3037,3049,53,332,3877,4263,1862,1457,4222,7553,4327,595,1609,6530,4447,419,1433,6302,3699,337,1280,5318,2822,148,852,3822,1839,59,578,2472,664,14,382,1058,19715,3377,17267,40363,0,15,2914,2932,100,435,3296,3834,2513,1519,3373,7407,4656,555,1746,6954,4597,421,2166,7183,3475,271,2112,5863,2655,129,1868,4651,1486,27,1788,3302,331,8,1307,1642,19816,3384,20579,43773,0,29,5952,5979,158,770,7175,8099,4379,2982,7598,14963,8985,1152,3353,13486,9043,842,3603,13485,7178,609,3397,11182,5477,280,2721,8474,3318,87,2368,5774,992,15,1689,2699,39526,6763,37848,84136
