SA3_CODE_2021,Tot_P_M,Tot_P_F,Tot_P_P,Age_0_4_yr_M,Age_0_4_yr_F,Age_0_4_yr_P,Age_5_14_yr_M,Age_5_14_yr_F,Age_5_14_yr_P,Age_15_19_yr_M,Age_15_19_yr_F,Age_15_19_yr_P,Age_20_24_yr_M,Age_20_24_yr_F,Age_20_24_yr_P,Age_25_34_yr_M,Age_25_34_yr_F,Age_25_34_yr_P,Age_35_44_yr_M,Age_35_44_yr_F,Age_35_44_yr_P,Age_45_54_yr_M,Age_45_54_yr_F,Age_45_54_yr_P,Age_55_64_yr_M,Age_55_64_yr_F,Age_55_64_yr_P,Age_65_74_yr_M,Age_65_74_yr_F,Age_65_74_yr_P,Age_75_84_yr_M,Age_75_84_yr_F,Age_75_84_yr_P,Age_85ov_M,Age_85ov_F,Age_85ov_P,Counted_Census_Night_home_M,Counted_Census_Night_home_F,Counted_Census_Night_home_P,Count_Census_Nt_Ewhere_Aust_M,Count_Census_Nt_Ewhere_Aust_F,Count_Census_Nt_Ewhere_Aust_P,Indigenous_psns_Aboriginal_M,Indigenous_psns_Aboriginal_F,Indigenous_psns_Aboriginal_P,Indig_psns_Torres_Strait_Is_M,Indig_psns_Torres_Strait_Is_F,Indig_psns_Torres_Strait_Is_P,Indig_Bth_Abor_Torres_St_Is_M,Indig_Bth_Abor_Torres_St_Is_F,Indig_Bth_Abor_Torres_St_Is_P,Indigenous_P_Tot_M,Indigenous_P_Tot_F,Indigenous_P_Tot_P,Birthplace_Australia_M,Birthplace_Australia_F,Birthplace_Australia_P,Birthplace_Elsewhere_M,Birthplace_Elsewhere_F,Birthplace_Elsewhere_P,Lang_used_home_Eng_only_M,Lang_used_home_Eng_only_F,Lang_used_home_Eng_only_P,Lang_used_home_Oth_Lang_M,Lang_used_home_Oth_Lang_F,Lang_used_home_Oth_Lang_P,Australian_citizen_M,Australian_citizen_F,Australian_citizen_P,Age_psns_att_educ_inst_0_4_M,Age_psns_att_educ_inst_0_4_F,Age_psns_att_educ_inst_0_4_P,Age_psns_att_educ_inst_5_14_M,Age_psns_att_educ_inst_5_14_F,Age_psns_att_educ_inst_5_14_P,Age_psns_att_edu_inst_15_19_M,Age_psns_att_edu_inst_15_19_F,Age_psns_att_edu_inst_15_19_P,Age_psns_att_edu_inst_20_24_M,Age_psns_att_edu_inst_20_24_F,Age_psns_att_edu_inst_20_24_P,Age_psns_att_edu_inst_25_ov_M,Age_psns_att_edu_inst_25_ov_F,Age_psns_att_edu_inst_25_ov_P,High_yr_schl_comp_Yr_12_eq_M,High_yr_schl_comp_Yr_12_eq_F,High_yr_schl_comp_Yr_12_eq_P,High_yr_schl_comp_Yr_11_eq_M,High_yr_schl_comp_Yr_11_eq_F,High_yr_schl_comp_Yr_11_eq_P,High_yr_schl_comp_Yr_10_eq_M,High_yr_schl_comp_Yr_10_eq_F,High_yr_schl_comp_Yr_10_eq_P,High_yr_schl_comp_Yr_9_eq_M,High_yr_schl_comp_Yr_9_eq_F,High_yr_schl_comp_Yr_9_eq_P,High_yr_schl_comp_Yr_8_belw_M,High_yr_schl_comp_Yr_8_belw_F,High_yr_schl_comp_Yr_8_belw_P,High_yr_schl_comp_D_n_g_sch_M,High_yr_schl_comp_D_n_g_sch_F,High_yr_schl_comp_D_n_g_sch_P,Count_psns_occ_priv_dwgs_M,Count_psns_occ_priv_dwgs_F,Count_psns_occ_priv_dwgs_P,Count_Persons_other_dwgs_M,Count_Persons_other_dwgs_F,Count_Persons_other_dwgs_P
12504,77045,75080,152128,5257,5064,10316,9473,9107,18579,3306,3083,6392,5261,4660,9918,15688,15251,30934,15494,13423,28922,8107,7877,15987,6296,6639,12934,4533,5218,9750,2662,3268,5936,958,1489,2452,75594,73632,149231,1450,1452,2897,588,562,1150,18,29,46,9,17,26,616,611,1222,30344,30115,60461,42550,41106,83658,28617,27798,56413,43764,42805,86564,50352,50420,100774,1474,1411,2885,8859,8545,17402,2834,2682,5511,2879,2622,5496,4135,5020,9153,45151,43402,88551,2414,2010,4421,6815,6847,13659,1693,2034,3724,1472,1785,3256,612,822,1431,72252,70433,142689,5288,4930,10219
12601,26486,28351,54832,1322,1338,2665,3872,3903,7770,1587,1639,3227,1685,1646,3328,3288,3555,6842,3990,4403,8397,3505,3706,7206,3103,3357,6460,2406,2588,4994,1236,1494,2728,498,714,1209,25905,27757,53665,578,591,1167,77,59,140,5,5,8,3,7,14,88,73,160,13070,13346,26410,12778,14336,27115,12728,12748,25476,12983,14790,27764,20663,21653,42319,474,497,968,3743,3754,7498,1469,1533,3002,1009,1032,2048,1108,1596,2705,17245,18142,35388,765,868,1634,1558,2052,3607,567,672,1232,277,362,640,139,214,352,25606,27442,53042,611,687,1299
12602,71893,75310,147202,4108,3987,8093,8313,7583,15895,3735,3367,7101,4941,4680,9618,12475,13036,25511,11637,11950,23590,8523,9190,17711,7725,8547,16274,5814,6632,12449,3157,3885,7042,1465,2461,3920,69855,73120,142973,2043,2192,4235,312,333,647,20,14,30,7,7,17,342,351,693,36386,35761,72149,32996,36965,69957,35832,35192,71026,32967,36817,69781,55273,56515,111792,1328,1232,2562,7954,7299,15253,3382,3059,6443,2861,2769,5636,3662,5037,8696,45181,47673,92853,2262,2086,4349,5691,6465,12158,1633,1803,3438,1338,1735,3074,510,724,1236,67804,70872,138673,3779,4065,7842
12701,71080,72001,143080,6323,5794,12114,11648,10899,22544,5052,4796,9851,4815,4720,9538,10411,11831,22244,10702,11000,21702,8345,8584,16927,7036,7171,14207,4301,4580,8881,1919,1990,3908,535,643,1179,69841,70907,140747,1242,1090,2335,1311,1416,2722,27,29,50,22,16,45,1357,1463,2818,40803,40332,81134,27037,28452,55489,32912,31897,64809,34128,36064,70196,61346,61909,123256,1657,1492,3153,10732,10105,20839,3879,3904,7783,1705,2001,3712,1766,2995,4756,29473,32387,61859,3476,3069,6543,10436,9354,19790,2778,2769,5545,2574,2817,5392,1345,1884,3229,67878,69093,136965,2950,2783,5733
12702,96126,99043,195172,5044,4915,9963,12765,11840,24609,7003,6536,13538,7058,6677,13743,12733,12388,25122,10930,12358,23288,12240,13375,25610,13057,13419,26474,9178,10009,19190,4511,5081,9592,1603,2452,4051,94041,96956,190995,2084,2092,4173,648,722,1372,30,16,45,17,17,36,693,756,1452,39135,36342,75479,51786,57765,109548,24385,21946,46333,65359,70508,135865,75620,77550,153174,1250,1140,2388,11578,10775,22352,5396,5508,10910,2895,3147,6044,3005,4503,7505,39469,40290,79755,4622,3960,8586,12043,11377,23422,4666,4989,9651,6925,8555,15479,5145,7674,12822,90851,93569,184425,4825,4963,9791
12703,67723,68452,136178,5211,4819,10034,10065,9665,19729,4527,4211,8735,4837,4578,9410,10026,10616,20641,10148,10323,20472,8375,8602,16980,7057,6983,14042,4433,4750,9182,2307,2678,4980,730,1228,1966,66162,67112,133274,1561,1345,2907,982,1062,2043,18,20,34,22,32,47,1013,1110,2129,34449,33555,68002,29090,30946,60033,27789,26668,54460,35100,37023,72121,55088,55561,110650,1250,1215,2467,9228,8911,18132,3480,3429,6908,1798,2025,3817,2330,3486,5817,30669,32445,63112,3098,2699,5801,8703,7825,16523,2464,2412,4878,2264,2964,5226,1216,1619,2830,62856,64052,126905,5108,4594,9700
12801,57531,60336,117865,3449,3163,6617,7310,6727,14035,3513,3301,6813,3303,3266,6573,6935,7256,14190,7351,7852,15203,7878,8296,16171,7240,7573,14811,5644,6255,11899,3432,4223,7656,1478,2413,3890,55779,58770,114544,1753,1564,3318,829,767,1594,19,13,34,18,14,32,869,791,1660,44541,45727,90265,10940,12672,23616,47424,48749,96171,7863,9340,17206,52222,54603,106832,1144,1090,2236,6975,6458,13440,2965,2850,5815,1305,1428,2736,1485,2309,3800,28003,30823,58821,2984,2476,5460,10332,10835,21167,2175,2628,4797,1011,1192,2204,198,197,396,54627,57402,112027,2329,2628,4963
12802,54723,57018,111740,3351,3317,6670,7814,7278,15091,3721,3469,7186,3322,3020,6343,5950,6205,12152,7289,8002,15291,7535,8102,15642,6594,7061,13658,5290,5690,10979,2886,3298,6182,972,1575,2542,53430,55765,109195,1299,1252,2546,768,759,1527,20,15,38,17,18,39,807,791,1603,43735,44876,88610,9780,10900,20678,46538,47521,94059,6710,7764,14477,51009,52684,103695,1245,1195,2434,7604,7094,14698,3152,3085,6239,1365,1430,2792,1359,2226,3586,25817,28655,54477,2850,2336,5189,10320,10198,20518,2094,2388,4489,937,1034,1972,144,173,319,52853,54875,107726,1241,1675,2923
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,4,32
19999,6375,4997,11371,258,203,460,382,412,798,253,279,532,411,418,829,1164,1022,2187,1108,749,1859,1010,666,1678,949,698,1648,648,404,1055,166,104,277,19,32,49,0,0,0,6375,4997,11371,670,510,1175,11,7,20,24,11,35,712,527,1236,3314,2601,5912,971,936,1908,3530,2889,6417,576,579,1150,3621,2947,6569,33,29,65,210,218,425,78,108,188,59,75,130,121,208,337,1648,1674,3320,293,234,526,1083,798,1883,351,226,576,225,103,332,41,28,75,0,0,0,0,0,0
20101,55982,60219,116201,3407,3342,6749,7836,7316,15157,3631,3528,7163,3635,3707,7344,7793,7954,15741,6797,7597,14392,6780,7465,14251,6424,7227,13656,5589,6517,12107,3054,3719,6773,1030,1851,2878,53777,58107,111884,2206,2114,4320,987,1052,2038,46,35,75,23,18,45,1055,1113,2164,46910,50584,97494,6282,6774,13057,49281,53291,102572,3941,4096,8034,50536,54611,105145,1038,1021,2055,7338,6947,14284,2678,2759,5434,1108,1487,2599,1639,2869,4505,21419,26131,47548,6556,6964,13519,8138,7558,15700,3584,3429,7007,2134,2350,4481,183,170,354,51971,56023,107995,3646,3900,7548
20102,15481,15497,30975,731,735,1467,1851,1722,3577,852,742,1596,567,481,1048,1264,1346,2608,1751,1831,3585,2271,2335,4600,2526,2620,5145,2324,2252,4575,1065,1010,2079,274,414,689,14709,14803,29513,770,695,1467,185,169,353,9,3,13,4,0,7,200,178,372,12266,12313,24582,1963,1973,3937,13707,13716,27421,649,686,1328,13781,13801,27580,210,226,436,1694,1583,3276,604,570,1171,125,162,286,283,652,933,5493,6834,12332,1962,1855,3815,2526,1898,4420,1141,815,1955,632,496,1130,35,25,64,14024,14052,28079,1250,1296,2542
20103,13582,13170,26759,548,561,1107,1551,1472,3022,720,651,1373,592,514,1107,1170,1182,2355,1259,1275,2534,1859,1795,3654,2085,2059,4154,2257,2093,4352,1225,1131,2361,322,433,750,12978,12720,25698,609,451,1061,254,262,514,4,8,16,7,9,9,266,274,542,11122,10788,21909,1253,1254,2509,11868,11817,23686,335,372,709,11883,11795,23673,146,165,311,1401,1294,2688,467,450,912,90,139,233,150,385,539,3334,4388,7720,1801,1799,3601,2909,2161,5071,1313,1038,2349,899,700,1602,47,31,78,12037,12007,24041,1372,1084,2455
20201,49462,53577,103034,3118,3074,6186,6860,6351,13209,2984,2996,5980,3196,3295,6489,6723,7259,13979,5982,6600,12582,5766,6367,12136,5649,6563,12212,5212,5887,11096,2909,3449,6354,1081,1728,2812,47548,51720,99271,1914,1854,3767,1111,1172,2281,38,46,82,26,23,51,1181,1239,2416,41928,45474,87405,4927,5401,10319,43241,46934,90175,3559,3853,7411,44568,48375,92944,864,861,1726,6390,5965,12351,2178,2265,4446,934,1269,2211,1233,2253,3486,17469,21856,39328,5845,6213,12056,7736,7394,15130,3306,3133,6437,2199,2328,4520,333,326,658,45907,49646,95557,3341,3677,7019
20202,26167,26336,52500,1279,1125,2401,3250,3057,6300,1428,1344,2774,1016,823,1842,2267,2198,4463,2945,3154,6101,3724,3884,7608,3953,4173,8128,3800,3827,7624,1960,1960,3923,547,792,1340,25154,25360,50517,1015,973,1987,334,264,596,12,9,15,6,6,11,349,277,630,21013,21401,42413,3323,3091,6414,23012,23567,46577,929,997,1918,23056,23737,46789,396,312,710,3008,2818,5822,1050,1046,2092,261,308,562,497,1089,1593,10091,12310,22396,3013,2878,5896,4159,2968,7120,1627,1284,2914,937,894,1838,63,63,127,23536,24244,47778,2389,1932,4317
20203,6168,6053,12224,291,267,559,696,716,1415,318,317,635,233,229,457,480,548,1027,603,619,1215,814,783,1603,1102,1057,2160,1011,874,1887,468,436,899,145,216,371,5905,5816,11722,261,238,503,114,145,255,9,8,14,0,5,9,122,159,275,5041,4892,9932,411,494,908,5368,5262,10633,149,190,338,5403,5274,10677,69,65,137,618,645,1268,216,249,465,36,70,113,55,179,238,1433,1975,3407,898,795,1688,1248,942,2189,569,444,1017,375,287,660,14,10,24,5440,5364,10798,678,648,1326
20301,11359,11121,22483,754,718,1473,1813,1615,3429,770,742,1509,522,444,967,1193,1190,2385,1470,1667,3131,1587,1567,3152,1446,1445,2896,1203,1089,2289,498,449,943,112,195,307,10952,10780,21734,402,339,744,120,119,236,6,9,16,5,9,9,130,128,269,9677,9458,19132,1043,1048,2091,10442,10200,20638,323,346,674,10448,10219,20672,199,223,427,1692,1489,3180,569,578,1146,161,176,337,180,416,590,3705,4695,8404,1630,1381,3006,1807,1254,3061,695,535,1235,338,281,623,18,22,43,10627,10436,21070,546,590,1142
20302,103468,108519,211986,6384,5954,12345,12642,12106,24745,6205,5971,12177,7493,7224,14716,16361,15974,32338,13299,13990,27287,12521,13336,25859,11478,12636,24118,9596,11138,20738,5472,6849,12319,2013,3327,5340,99748,105001,204755,3713,3513,7227,1409,1438,2843,44,39,84,36,36,75,1491,1514,3005,78942,83574,162512,19564,20026,39591,83059,88966,172021,14255,14494,28750,88767,95538,184310,1963,1769,3730,11875,11378,23262,4756,4834,9587,2848,3305,6154,3570,5226,8797,42888,50012,92899,12434,11752,24192,13716,12325,26038,5587,5770,11360,4022,4653,8674,711,767,1476,95050,100700,195750,7601,7054,14658
20303,45240,48180,93417,2592,2528,5125,6286,5792,12078,2433,2251,4687,1989,1869,3855,4318,4691,9005,5597,6257,11854,5565,6149,11717,5733,6836,12569,6596,6978,13583,3198,3454,6650,922,1380,2302,42454,45579,88032,2777,2598,5380,371,349,717,7,0,9,9,8,18,388,358,745,36928,39359,76283,5997,6482,12479,40928,43456,84387,2118,2464,4574,41176,43937,85114,827,796,1622,5942,5489,11430,1956,1879,3835,760,859,1621,1086,1969,3060,19951,23832,43783,5573,5532,11099,5448,5085,10538,2084,1911,3998,1063,1102,2169,84,72,157,41484,44466,85953,2989,3336,6322
20401,30066,29941,60002,1447,1356,2798,3515,3306,6820,1708,1572,3284,1570,1253,2819,2996,3043,6040,3103,3283,6382,3713,3928,7638,4565,4712,9277,4499,4263,8764,2321,2246,4568,638,980,1622,28554,28602,57161,1505,1334,2846,533,544,1075,20,25,45,13,17,25,570,580,1144,24274,24042,48312,3169,3438,6604,26312,26217,52531,1357,1485,2842,26599,26525,53123,415,383,796,3184,3006,6193,1146,1174,2318,346,352,701,470,1087,1560,9361,11674,21033,4032,3803,7836,5345,4294,9639,2444,1852,4296,1436,1253,2690,119,83,204,26561,26812,53375,4239,3879,8121
20402,23482,24972,48454,1165,1221,2386,2867,2695,5561,1388,1348,2734,1029,1028,2059,2360,2469,4828,2424,2661,5081,2886,3241,6129,3397,3720,7116,3388,3452,6839,1948,2142,4093,636,992,1632,22354,23986,46331,1133,991,2119,421,457,878,16,13,27,15,12,27,446,481,930,19780,20944,40719,2023,2306,4323,20956,22219,43174,999,1158,2162,21245,22557,43807,314,333,653,2614,2478,5087,948,1000,1942,204,290,491,415,854,1275,7187,9439,16626,3411,3439,6849,4238,3762,8007,1801,1565,3361,1164,1088,2260,77,75,151,21450,22861,44309,1791,1953,3749
20403,37620,38853,76475,2095,2084,4183,5033,4875,9912,2417,2129,4546,1995,1831,3828,4348,4375,8716,4328,4782,9113,4675,5022,9705,5109,5412,10517,4658,4702,9363,2289,2574,4856,673,1077,1745,35709,37111,72819,1912,1744,3657,857,958,1813,27,31,56,17,28,47,902,1015,1919,31088,32064,63153,4141,4464,8599,33136,34343,67479,2119,2347,4463,33851,35177,69031,630,671,1298,4662,4530,9196,1707,1617,3319,511,636,1151,889,1760,2648,12472,15620,28087,4897,4628,9526,7016,5965,12976,2294,1990,4289,1442,1380,2818,148,153,302,33799,35491,69292,4556,4080,8640
20501,28108,29668,57775,1766,1750,3515,3849,3615,7471,1600,1620,3217,1464,1441,2901,3391,3768,7161,3196,3395,6589,3310,3623,6936,3596,4005,7599,3454,3622,7080,1944,2007,3953,537,817,1359,26884,28540,55419,1230,1133,2355,345,352,697,9,9,17,5,9,13,363,369,729,23065,24230,47295,3293,3677,6972,25178,26542,51718,1315,1524,2838,25322,26733,52060,500,444,937,3575,3331,6913,1179,1295,2479,344,495,836,511,1219,1727,8718,11741,20457,3805,3751,7558,4993,4223,9214,2113,1753,3870,1246,1162,2409,92,86,173,25957,27402,53361,1649,1821,3468
20502,24009,24822,48830,1129,1044,2177,2589,2546,5132,1213,1095,2315,942,874,1819,2104,2286,4389,2126,2380,4510,2625,3001,5626,3733,4033,7770,4427,4273,8702,2470,2406,4878,644,875,1518,22533,23533,46062,1478,1289,2765,833,820,1655,11,13,22,7,6,14,852,834,1685,19164,19699,38863,2743,3048,5789,21255,21920,43173,898,1074,1974,21342,22016,43358,319,298,621,2318,2292,4617,781,755,1538,125,223,347,324,853,1181,6881,8972,15852,3323,3259,6578,4820,4140,8961,2070,1727,3800,1190,1112,2303,70,57,127,21431,22386,43819,2379,2281,4664
20503,35040,36507,71548,1679,1611,3291,4193,3850,8044,1786,1747,3536,1357,1197,2557,2950,3270,6226,3548,3846,7392,4237,4517,8750,5468,6076,11542,5941,6092,12038,3020,3091,6106,858,1215,2074,32948,34474,67418,2094,2036,4127,393,368,760,20,10,37,12,10,21,427,391,819,27744,28633,56383,4639,5093,9734,31202,32312,63517,1508,1756,3266,31365,32500,63869,484,450,931,3836,3517,7353,1281,1319,2598,306,369,670,481,1164,1642,11155,14445,25603,5145,4894,10043,6167,5275,11441,2658,2271,4932,1513,1508,3018,121,121,245,31616,33086,64706,3025,3138,6164
20504,37742,39423,77168,2172,2112,4281,4886,4491,9375,2235,2107,4342,2133,2147,4286,4751,5038,9789,4267,4574,8845,4496,4808,9304,5094,5531,10630,4573,4744,9318,2383,2674,5057,754,1192,1948,36154,37950,74109,1586,1469,3062,761,770,1531,39,47,91,12,22,41,816,845,1662,30049,31213,61262,4670,5186,9853,32525,33837,66362,2369,2752,5121,33239,34766,68002,570,564,1136,4414,4056,8471,1478,1519,2994,455,600,1057,754,1513,2271,10753,13427,24183,5471,5264,10738,6787,6045,12829,2707,2794,5504,1975,2088,4063,196,215,408,34392,35865,70255,3321,3511,6832
20505,22933,22598,45525,1227,1166,2392,2765,2583,5346,1291,1219,2515,1172,1006,2175,2736,2425,5161,2641,2557,5195,2654,2901,5555,3279,3372,6652,3268,3127,6397,1486,1616,3101,417,620,1036,21663,21610,43278,1263,984,2249,442,434,883,14,5,23,9,12,24,467,457,924,18648,18340,36989,2515,2523,5039,19676,20042,39712,834,964,1796,19724,20109,39831,340,314,650,2529,2381,4908,855,869,1725,190,266,455,320,863,1180,6137,8061,14203,3165,3170,6337,4824,3470,8293,1856,1473,3330,1091,968,2061,67,71,133,19834,20544,40380,2849,1869,4721
20601,43136,46737,89874,2106,2017,4121,3774,3725,7501,1672,1689,3362,3288,3770,7059,10427,11419,21846,7632,7930,15561,5474,5689,11163,3953,4316,8269,2547,3043,5590,1542,2011,3551,726,1130,1854,41709,45034,86747,1428,1701,3128,264,307,576,10,6,16,16,16,32,291,330,622,29359,31355,60709,12349,13951,26303,30334,32196,62533,11350,13047,24398,36632,39636,76268,683,605,1293,3661,3586,7250,1429,1497,2930,1683,2075,3758,2811,4089,6900,27708,31450,59158,2629,2108,4740,2377,1952,4324,972,973,1942,1578,2233,3815,451,742,1197,40942,44281,85223,1745,1699,3444
20602,25272,28000,53270,1311,1284,2586,2741,2693,5436,1227,1248,2467,1409,1506,2918,4848,5722,10564,4206,4571,8777,3743,4069,7816,2663,2936,5591,1658,1965,3623,1009,1293,2306,470,720,1182,24323,26856,51177,955,1147,2099,146,173,315,9,11,22,9,6,14,159,192,348,18345,20027,38374,6145,7116,13260,19262,20868,40129,5181,6250,11433,22522,24899,47423,429,455,886,2645,2606,5255,1114,1124,2235,743,816,1558,1376,2236,3609,15761,18318,34077,1424,1305,2730,1372,1149,2527,582,590,1172,941,1267,2211,256,417,670,23929,26330,50257,863,1015,1880
20603,33296,35423,68712,1731,1633,3359,3635,3377,7010,1730,1683,3410,2397,2509,4910,5958,6439,12396,4988,5323,10311,4543,4889,9435,3862,4134,7991,2699,2909,5602,1248,1573,2820,512,949,1461,32174,34253,66430,1117,1164,2284,157,155,308,4,3,15,10,10,16,167,172,337,22939,23871,46813,8930,10091,19021,23649,24420,48068,8176,9473,17649,28241,29930,58171,525,567,1092,3471,3221,6691,1502,1502,3010,1248,1298,2541,1560,2142,3710,19890,21782,41674,2505,2302,4809,2165,2080,4240,846,909,1755,889,1352,2239,231,477,705,31233,33232,64470,1657,1669,3325
20604,74410,75191,149601,2238,2114,4355,2928,2815,5742,2815,3493,6311,11789,13392,25180,26569,26392,52964,12347,10819,23165,5949,5794,11739,4558,4679,9233,3203,3384,6588,1553,1590,3141,464,726,1188,71634,72202,143834,2776,2987,5765,395,315,707,9,6,24,22,16,37,430,339,772,29625,27205,56830,39293,42631,81925,36399,32957,69357,32140,36733,68877,40716,38975,79692,563,503,1065,2642,2506,5153,2388,3018,5410,7549,8732,16287,8360,9985,18350,55881,57435,113320,3188,2970,6156,2613,2166,4778,884,814,1695,631,825,1452,441,601,1037,64199,64984,129184,12517,11574,24089
20605,49717,52243,101956,2111,2069,4182,3782,3668,7452,1659,1631,3288,2654,2898,5551,10994,12126,23122,8947,9343,18287,7185,7501,14680,5799,5808,11602,3932,4123,8052,2052,2212,4268,597,876,1468,47591,49772,97368,2123,2471,4589,234,242,476,7,8,14,11,6,15,252,257,514,30156,31703,61856,16307,17440,33739,36306,37594,73905,10047,11417,21464,38463,40700,79166,625,652,1278,3570,3445,7012,1414,1418,2834,1293,1450,2741,2762,3990,6755,32779,35898,68682,3023,2887,5907,2682,2461,5140,974,854,1826,790,899,1689,191,245,442,44880,47496,92371,4510,3769,8273
20606,29671,32861,62539,1036,1045,2081,1725,1723,3445,915,1071,1982,2128,2914,5044,8402,9135,17543,4902,4766,9668,3294,3513,6802,2854,3036,5886,2292,2840,5128,1565,1952,3515,562,875,1438,28126,31140,59272,1548,1721,3268,121,104,224,3,0,10,0,0,3,128,108,237,18177,19680,37853,9786,11292,21076,21858,23330,45194,6099,7637,13736,23288,25369,48656,323,299,624,1586,1609,3196,777,934,1709,1101,1519,2625,1762,2410,4176,21772,24164,45930,1343,1591,2928,1158,1214,2373,444,421,868,390,563,957,93,177,272,27068,29912,56984,2047,2212,4256
20607,44441,46620,91060,1834,1849,3682,2991,3007,5998,1190,1417,2608,2966,3685,6654,13122,13972,27093,7952,7372,15326,5200,5173,10373,4323,4195,8523,2925,3341,6265,1441,1805,3247,487,801,1288,42315,44401,86713,2122,2219,4347,238,251,489,16,6,14,4,3,9,262,265,520,29792,30517,60307,12217,13866,26083,33781,34255,68044,8181,10073,18256,36738,38581,75320,537,527,1066,2770,2808,5576,998,1235,2234,1405,1918,3327,2933,3908,6843,31482,33293,64776,2099,1891,3995,1851,1660,3502,704,758,1460,798,1323,2123,294,569,862,40557,42862,83418,3388,3176,6566
20701,80517,87386,167900,3408,3246,6653,10377,9907,20281,6100,5853,11950,6229,6075,12306,10424,10620,21044,9469,10937,20408,11016,12800,23812,9915,10831,20747,7420,8499,15917,4347,5479,9829,1820,3143,4961,77731,84387,162118,2778,3003,5785,227,186,410,11,6,17,8,4,13,242,195,436,53096,55398,108493,25064,29454,54524,56094,58468,114556,21962,26261,48227,68474,73190,141659,1263,1228,2489,10029,9607,19640,5689,5518,11208,4009,3893,7907,3296,4282,7576,52750,57822,110572,4319,5067,9383,3661,4151,7813,1886,2005,3896,1375,1940,3310,349,459,811,75913,82022,157939,3451,4096,7550
20702,47425,50961,98386,2276,2264,4539,5802,5374,11172,2794,2520,5320,3000,2616,5613,5686,5758,11449,6292,6953,13247,5953,6555,12510,5640,6478,12114,4552,5647,10197,3815,4606,8421,1615,2192,3807,46394,49894,96289,1040,1061,2100,99,84,186,3,6,6,5,4,11,108,89,197,23908,24304,48215,22112,25156,47268,21577,21878,43453,24409,27498,51905,38021,40343,78360,797,765,1558,5558,5186,10744,2527,2312,4845,1698,1543,3241,1729,2350,4078,27629,29414,57041,3152,3441,6590,3130,3534,6665,1511,1797,3311,1887,2691,4578,475,685,1155,45614,48727,94345,1508,1920,3427
20703,51864,55325,107187,2361,2192,4553,5881,5746,11622,3217,3230,6446,4782,4362,9154,8267,8014,16286,6903,7312,14215,6661,7502,14161,5637,6192,11831,4138,4994,9132,2690,3604,6292,1325,2181,3502,50563,53889,104450,1305,1436,2737,156,144,302,8,13,18,8,4,8,174,158,326,28133,29173,57311,21796,24211,46016,28724,29679,58400,21146,23617,44760,38544,41268,79804,828,780,1608,5631,5538,11168,2927,2990,5920,2883,2711,5590,2835,3495,6329,31582,34152,65729,3372,3479,6848,3056,3224,6281,1602,1704,3304,1351,1898,3245,463,591,1056,48842,52052,100901,2916,3094,6010
20801,48378,52930,101306,2208,2246,4450,6770,6461,13225,3596,3369,6965,2766,2442,5212,3806,4101,7912,5443,6372,11814,7639,8621,16260,6700,7337,14041,5125,5952,11081,3097,3838,6937,1225,2201,3422,46590,50995,97583,1794,1938,3726,139,121,258,5,4,5,0,4,0,140,125,269,33999,36585,70582,12823,14611,27436,39675,42455,82132,7040,8604,15645,42676,46514,89186,817,848,1669,6442,6176,12623,3266,3121,6394,1684,1524,3213,1081,1918,3004,28934,31857,60792,3606,4157,7765,3044,3600,6641,1290,1376,2666,857,1110,1973,135,170,304,45706,49638,95340,1840,2445,4280
20802,75881,80593,156469,4159,3969,8126,9820,9306,19129,4455,4266,8722,5054,4988,10041,11679,12020,23697,11102,11880,22987,10285,11197,21477,8184,8767,16955,6366,7194,13559,3293,4300,7592,1481,2706,4193,73977,78433,152404,1904,2165,4067,217,191,411,16,5,20,8,5,15,236,202,438,46124,47468,93598,27438,30557,57997,50103,51890,101992,23223,25891,49114,62623,66126,128745,1508,1413,2922,9418,8932,18354,4058,3913,7971,2916,3027,5940,3193,4229,7417,46354,50873,97229,4674,4669,9348,4365,4228,8597,1936,1839,3779,1656,2253,3906,372,494,859,72435,76355,148785,2726,3418,6139
20803,58875,63821,122693,3474,3349,6821,7651,7264,14912,3430,3369,6799,3047,2968,6011,7010,7538,14549,8568,9408,17974,8794,9653,18452,7227,7848,15074,5304,6274,11578,3138,3979,7119,1235,2172,3404,57258,62089,119342,1620,1728,3347,288,287,575,24,17,43,5,8,14,319,323,635,41445,43928,85371,15573,17939,33509,45958,48914,94872,10900,12807,23705,52081,56192,108276,1139,1170,2311,7373,6999,14367,2947,3002,5947,1437,1531,2967,1661,2715,4378,30071,34920,64990,5841,5639,11481,5750,5532,11282,2185,2314,4501,1569,2111,3682,299,393,687,56194,60681,116871,2203,2583,4786
