SA3_CODE_2021,M_Singapore_0_4,M_Singapore_5_14,M_Singapore_15_24,M_Singapore_25_44,M_Singapore_45_54,M_Singapore_55_64,M_Singapore_65_74,M_Singapore_75_84,M_Singapore_85ov,M_Singapore_Tot,M_South_Africa_0_4,M_South_Africa_5_14,M_South_Africa_15_24,M_South_Africa_25_44,M_South_Africa_45_54,M_South_Africa_55_64,M_South_Africa_65_74,M_South_Africa_75_84,M_South_Africa_85ov,M_South_Africa_Tot,M_Sri_Lanka_0_4,M_Sri_Lanka_5_14,M_Sri_Lanka_15_24,M_Sri_Lanka_25_44,M_Sri_Lanka_45_54,M_Sri_Lanka_55_64,M_Sri_Lanka_65_74,M_Sri_Lanka_75_84,M_Sri_Lanka_85ov,M_Sri_Lanka_Tot,M_Taiwan_0_4,M_Taiwan_5_14,M_Taiwan_15_24,M_Taiwan_25_44,M_Taiwan_45_54,M_Taiwan_55_64,M_Taiwan_65_74,M_Taiwan_75_84,M_Taiwan_85ov,M_Taiwan_Tot,M_Thailand_0_4,M_Thailand_5_14,M_Thailand_15_24,M_Thailand_25_44,M_Thailand_45_54,M_Thailand_55_64,M_Thailand_65_74,M_Thailand_75_84,M_Thailand_85ov,M_Thailand_Tot,M_Turkey_0_4,M_Turkey_5_14,M_Turkey_15_24,M_Turkey_25_44,M_Turkey_45_54,M_Turkey_55_64,M_Turkey_65_74,M_Turkey_75_84,M_Turkey_85ov,M_Turkey_Tot,M_USA_0_4,M_USA_5_14,M_USA_15_24,M_USA_25_44,M_USA_45_54,M_USA_55_64,M_USA_65_74,M_USA_75_84,M_USA_85ov,M_USA_Tot,M_Vietnam_0_4,M_Vietnam_5_14,M_Vietnam_15_24,M_Vietnam_25_44,M_Vietnam_45_54,M_Vietnam_55_64,M_Vietnam_65_74,M_Vietnam_75_84,M_Vietnam_85ov,M_Vietnam_Tot,M_Wales_0_4,M_Wales_5_14,M_Wales_15_24,M_Wales_25_44,M_Wales_45_54,M_Wales_55_64,M_Wales_65_74,M_Wales_75_84,M_Wales_85ov,M_Wales_Tot,M_Zimbabwe_0_4,M_Zimbabwe_5_14,M_Zimbabwe_15_24,M_Zimbabwe_25_44,M_Zimbabwe_45_54,M_Zimbabwe_55_64,M_Zimbabwe_65_74,M_Zimbabwe_75_84,M_Zimbabwe_85ov,M_Zimbabwe_Tot,M_Elsewhere_0_4,M_Elsewhere_5_14,M_Elsewhere_15_24,M_Elsewhere_25_44,M_Elsewhere_45_54,M_Elsewhere_55_64,M_Elsewhere_65_74,M_Elsewhere_75_84,M_Elsewhere_85ov,M_Elsewhere_Tot,M_COB_NS_0_4,M_COB_NS_5_14,M_COB_NS_15_24,M_COB_NS_25_44,M_COB_NS_45_54,M_COB_NS_55_64,M_COB_NS_65_74,M_COB_NS_75_84,M_COB_NS_85ov,M_COB_NS_Tot,M_Tot_0_4,M_Tot_5_14,M_Tot_15_24,M_Tot_25_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Afghanistan_0_4,F_Afghanistan_5_14,F_Afghanistan_15_24,F_Afghanistan_25_44,F_Afghanistan_45_54,F_Afghanistan_55_64,F_Afghanistan_65_74,F_Afghanistan_75_84,F_Afghanistan_85ov,F_Afghanistan_Tot,F_Australia_0_4,F_Australia_5_14,F_Australia_15_24,F_Australia_25_44,F_Australia_45_54,F_Australia_55_64,F_Australia_65_74,F_Australia_75_84,F_Australia_85ov,F_Australia_Tot,F_Bangladesh_0_4,F_Bangladesh_5_14,F_Bangladesh_15_24,F_Bangladesh_25_44,F_Bangladesh_45_54,F_Bangladesh_55_64,F_Bangladesh_65_74,F_Bangladesh_75_84,F_Bangladesh_85ov,F_Bangladesh_Tot,F_Bosnia_Herzegov_0_4,F_Bosnia_Herzegov_5_14,F_Bosnia_Herzegov_15_24,F_Bosnia_Herzegov_25_44,F_Bosnia_Herzegov_45_54,F_Bosnia_Herzegov_55_64,F_Bosnia_Herzegov_65_74,F_Bosnia_Herzegov_75_84,F_Bosnia_Herzegov_85ov,F_Bosnia_Herzegov_Tot,F_Brazil_0_4,F_Brazil_5_14,F_Brazil_15_24,F_Brazil_25_44,F_Brazil_45_54,F_Brazil_55_64,F_Brazil_65_74,F_Brazil_75_84,F_Brazil_85ov,F_Brazil_Tot,F_Cambodia_0_4,F_Cambodia_5_14,F_Cambodia_15_24,F_Cambodia_25_44,F_Cambodia_45_54,F_Cambodia_55_64,F_Cambodia_65_74,F_Cambodia_75_84,F_Cambodia_85ov,F_Cambodia_Tot,F_Canada_0_4,F_Canada_5_14,F_Canada_15_24,F_Canada_25_44,F_Canada_45_54,F_Canada_55_64,F_Canada_65_74,F_Canada_75_84,F_Canada_85ov,F_Canada_Tot
12403,0,14,7,18,7,10,8,3,0,69,0,16,21,87,61,50,25,15,9,283,0,12,29,133,55,43,34,13,5,318,0,0,3,19,5,4,0,0,0,35,5,14,10,53,17,8,0,0,0,109,0,0,0,27,13,14,3,4,6,59,0,15,18,57,21,28,19,3,0,161,0,9,8,36,20,13,5,0,4,97,0,0,4,6,12,25,19,12,3,75,0,0,19,28,28,15,10,3,0,95,4,60,120,494,264,270,229,134,31,1605,199,482,458,1104,433,333,281,249,123,3651,6082,11535,10584,23117,9633,7795,5885,2845,723,78199,0,4,8,59,20,9,9,0,0,109,5305,9903,8743,17185,6972,5422,3905,1616,648,59701,4,9,6,109,17,9,3,0,0,163,0,0,0,15,12,5,6,5,3,49,0,5,5,26,0,3,4,0,0,39,0,3,0,18,5,6,5,0,0,49,0,7,3,26,10,17,10,6,0,76
12404,0,0,0,5,0,4,0,3,0,13,0,3,5,28,6,8,5,3,0,57,0,0,0,12,4,5,5,0,0,23,0,0,0,3,0,0,0,0,0,9,0,0,0,8,0,3,0,0,0,20,0,0,0,0,4,0,0,0,0,9,0,3,6,16,7,6,6,0,0,42,0,0,0,20,12,5,4,0,0,50,0,0,0,4,3,0,0,4,4,7,0,0,0,6,5,3,0,0,0,6,0,7,11,77,46,56,43,38,9,278,43,136,155,299,129,124,89,65,34,1068,1223,2323,2501,5407,2325,2262,1611,931,277,18860,0,0,0,0,0,0,0,0,0,0,1081,2052,2086,4147,1945,1632,1211,761,368,15285,0,0,0,7,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,4,0,0,0,16,0,0,0,4,0,0,0,0,0,10,0,0,0,11,0,0,5,0,0,19
12405,0,0,7,4,7,0,0,0,0,19,0,0,0,15,19,15,20,10,0,86,0,4,10,73,25,36,32,11,0,194,0,0,0,5,0,3,3,0,0,11,0,0,9,24,0,0,0,0,0,40,0,6,0,24,24,28,13,10,0,105,0,3,0,15,3,6,0,0,0,32,0,0,7,20,19,11,7,0,0,67,0,0,0,0,4,9,6,0,0,16,0,0,0,8,3,4,0,0,0,15,3,40,95,424,212,193,155,75,15,1222,156,261,282,578,241,187,130,66,32,1938,2138,4109,3736,8106,3492,3346,2307,924,209,28372,0,9,26,71,19,11,7,0,0,148,1815,3257,2726,4922,1975,1863,1070,401,139,18161,0,3,4,53,9,11,0,0,0,77,0,0,0,14,3,15,12,5,0,42,0,0,0,6,0,0,0,0,0,10,0,0,4,10,4,5,0,0,0,25,0,0,0,5,5,9,3,0,0,24
12501,3,12,9,53,20,4,10,6,0,112,0,0,10,53,23,29,16,9,0,136,0,10,44,235,120,112,102,32,10,670,0,6,19,291,24,10,8,0,0,361,0,0,24,134,12,3,3,3,0,176,5,18,28,251,256,307,143,120,17,1152,3,16,15,49,10,9,3,0,0,102,0,12,44,229,306,507,281,85,30,1496,0,0,0,3,0,6,6,0,0,11,0,0,0,26,8,3,0,0,0,36,28,156,159,994,296,227,150,104,41,2159,161,272,458,1451,348,271,175,98,49,3277,3344,5107,7345,23019,5783,4980,3102,1406,475,54564,3,45,97,267,84,40,14,11,0,574,2782,3826,2982,4129,808,630,418,214,166,15954,0,10,20,160,20,15,3,0,0,238,0,0,0,17,9,21,14,4,0,67,0,9,7,63,6,7,4,0,0,97,0,0,3,21,26,26,19,8,0,105,0,0,0,19,0,4,0,0,0,28
12502,0,25,21,30,33,12,12,8,0,136,0,10,6,51,32,10,19,0,0,137,3,15,20,121,65,71,62,27,8,384,0,6,18,80,33,12,14,8,0,171,0,4,12,33,6,6,4,0,0,67,0,0,3,21,16,22,13,6,0,78,4,19,22,20,18,12,13,4,3,116,0,9,9,80,67,57,47,14,0,277,0,0,0,0,3,5,4,3,0,20,0,0,9,15,15,0,0,0,0,39,10,113,113,363,182,207,144,78,30,1238,85,166,156,494,189,168,107,59,40,1470,2229,5372,4550,10364,4596,4374,3051,1657,643,36821,0,0,6,52,25,25,9,4,3,123,1913,3831,2852,3390,1658,1326,1030,873,459,17341,3,8,4,65,12,3,4,0,0,90,0,0,0,4,4,8,3,0,0,24,0,0,5,24,6,4,0,0,0,43,0,0,0,9,14,5,0,3,5,31,0,4,0,21,12,9,3,5,0,53
12503,0,12,4,13,4,9,17,0,0,64,0,3,9,22,19,11,12,3,4,83,0,7,22,170,104,62,51,33,14,460,0,0,4,87,15,3,10,0,0,118,4,20,42,87,14,15,14,3,0,190,3,5,22,232,211,191,106,65,12,844,0,15,24,34,8,12,3,0,0,101,0,52,142,619,619,758,444,147,62,2842,0,0,0,0,0,0,4,4,0,9,0,0,0,18,8,6,0,0,0,34,32,199,367,1541,694,613,392,288,88,4217,450,1048,953,2298,765,570,414,245,94,6836,6146,11541,11936,25446,9473,8252,6025,3217,1122,83155,9,150,345,954,274,173,73,31,7,2020,5133,9013,6970,9038,2831,2034,1655,994,612,38281,0,6,12,149,29,13,9,0,0,222,0,0,0,51,34,35,34,15,0,176,0,0,0,18,3,0,3,0,0,32,0,0,7,61,48,45,31,17,5,226,0,4,4,13,4,3,0,0,0,30
12504,3,28,20,54,19,16,14,4,0,165,3,12,13,78,55,33,14,10,6,219,8,58,127,916,395,368,203,87,42,2208,0,0,9,89,8,0,7,7,0,124,0,14,12,70,7,11,7,0,0,121,0,4,11,52,53,41,27,17,3,212,16,61,20,64,21,19,16,4,0,223,0,3,32,99,75,78,36,8,3,348,0,0,0,9,10,4,3,5,0,25,0,3,8,43,8,5,6,0,0,69,38,220,200,1079,363,293,204,164,50,2615,222,435,484,1798,413,347,221,144,87,4146,5257,9473,8570,31178,8107,6296,4533,2662,958,77045,0,14,30,169,71,49,40,17,3,390,4267,5970,4232,6794,2885,2027,1860,1413,660,30115,3,22,38,308,53,39,9,8,5,477,0,0,0,30,13,20,15,5,6,94,0,5,0,57,9,7,0,0,0,73,0,0,6,36,9,7,8,4,0,72,3,5,16,40,11,12,8,0,0,101
12601,6,31,25,37,18,14,7,10,0,145,0,10,10,59,39,28,18,7,3,183,4,11,16,112,68,82,71,17,8,389,8,13,7,119,29,21,24,6,0,228,5,4,11,19,10,4,0,0,0,46,0,0,3,9,7,4,0,0,0,30,6,33,22,35,16,10,11,9,0,142,4,5,7,54,45,44,17,4,0,182,0,0,0,6,8,5,0,0,0,23,0,0,7,6,8,3,4,0,0,28,12,62,45,163,90,89,59,39,20,588,38,67,69,231,75,61,41,44,14,632,1322,3872,3268,7280,3505,3103,2406,1236,498,26486,0,0,0,3,6,0,0,0,0,14,1220,2857,2261,2120,1392,1234,1015,801,445,13346,0,12,19,48,11,4,7,0,0,107,0,0,0,0,0,5,3,0,0,6,0,0,4,32,4,0,0,0,0,43,0,0,0,3,6,0,0,0,0,16,0,0,4,13,10,7,6,6,0,57
12602,8,53,36,107,58,31,30,7,3,327,3,17,37,156,94,42,52,22,14,441,3,11,26,184,70,76,80,34,17,516,3,15,23,240,63,23,27,21,0,419,5,6,25,120,33,15,13,4,0,220,0,0,7,56,19,17,21,4,4,134,12,54,49,104,45,34,16,13,3,331,4,20,82,197,101,85,47,17,3,566,0,0,3,20,9,17,14,7,0,68,0,4,16,39,11,3,4,0,0,75,30,219,158,1171,393,352,244,183,103,2836,125,269,260,941,273,254,180,126,80,2512,4108,8313,8679,24114,8523,7725,5814,3157,1465,71893,0,0,0,44,32,26,20,0,0,132,3644,6193,5436,8064,3959,3268,2335,1565,1293,35761,4,8,51,196,12,11,0,0,0,275,0,0,0,19,13,10,7,0,0,52,0,4,11,163,16,12,3,0,0,215,0,0,4,12,9,11,3,3,0,45,0,3,4,66,22,7,19,5,0,138
12701,0,5,10,11,5,11,7,0,0,55,3,13,15,70,37,20,17,4,0,184,0,7,9,55,17,27,17,5,0,126,0,4,4,17,13,3,3,4,0,44,0,12,8,126,20,17,8,0,0,192,5,18,11,49,46,28,15,5,0,180,5,25,11,49,10,7,4,6,0,115,9,30,87,703,570,524,238,53,10,2225,0,0,3,4,0,5,10,3,0,17,0,0,34,60,41,19,0,0,0,164,17,144,247,1105,786,856,569,259,66,4053,244,557,427,951,357,368,203,111,24,3245,6323,11648,9869,21120,8345,7036,4301,1919,535,71080,0,0,15,54,16,6,4,0,0,97,5480,9347,7299,10880,3191,2187,1156,594,196,40332,0,11,22,258,22,15,4,0,0,330,0,3,3,134,52,55,29,8,7,287,0,5,0,24,5,5,0,0,0,36,5,9,38,323,177,159,70,28,10,819,0,3,10,20,13,5,0,0,0,54
12702,0,0,0,12,4,9,12,3,0,46,0,8,0,14,10,9,3,0,0,40,0,0,6,29,10,11,24,9,0,82,0,0,7,27,5,9,11,3,0,57,6,18,37,372,57,43,26,5,0,568,6,35,12,39,51,67,43,38,7,292,4,7,18,40,12,4,6,0,0,98,44,350,833,3278,3277,3770,1864,538,222,14183,0,0,0,0,0,4,8,5,0,9,0,0,9,5,9,0,0,0,0,19,22,439,638,1696,1303,1469,1184,729,214,7694,270,733,680,1336,705,650,477,260,96,5205,5044,12765,14063,23665,12240,13057,9178,4511,1603,96126,4,8,16,55,14,8,0,0,0,113,4447,8850,8581,7700,2335,2210,1218,677,331,36342,0,0,4,26,6,0,0,0,0,34,0,0,10,109,79,117,71,38,28,450,0,0,0,10,0,7,3,0,0,14,8,44,173,1141,855,909,608,242,120,4115,0,0,9,11,3,9,4,0,0,42
12703,0,13,7,24,10,6,8,0,0,80,0,7,20,56,36,31,24,13,4,193,0,3,10,59,37,48,38,19,4,216,0,0,5,21,7,0,9,0,0,38,5,16,10,87,18,15,4,0,3,147,3,8,15,82,86,58,19,20,0,289,3,24,14,58,14,10,6,0,0,138,5,43,103,532,373,386,183,39,13,1677,0,0,0,0,3,5,8,6,0,22,0,0,29,42,28,15,0,0,0,120,31,279,364,1420,764,699,519,275,84,4440,290,586,601,1392,460,386,235,169,64,4187,5211,10065,9362,20176,8375,7057,4433,2307,730,67723,0,0,6,74,14,19,4,0,0,115,4414,7760,5991,8069,2951,1847,1286,836,397,33555,0,20,36,368,76,49,22,3,0,583,0,5,9,163,100,156,80,32,3,548,0,0,0,37,8,8,6,7,0,65,0,4,16,171,73,64,42,15,6,394,0,3,7,16,10,3,3,0,0,40
12801,4,12,7,19,17,12,13,6,0,96,0,22,14,108,65,45,36,21,4,323,0,0,4,9,8,5,0,5,0,37,0,0,0,7,3,6,3,0,0,29,0,14,13,32,7,9,0,0,0,73,0,0,0,13,12,6,8,5,0,45,9,17,12,67,31,35,14,15,0,207,0,3,4,21,32,20,21,9,0,104,0,0,0,23,7,26,9,5,0,81,0,0,0,8,7,9,4,0,0,27,9,80,56,469,266,239,187,139,65,1510,100,242,184,604,289,221,192,137,77,2046,3449,7310,6820,14283,7878,7240,5644,3432,1478,57531,0,0,0,0,0,0,0,0,0,0,3012,6175,5897,10611,5896,5278,4265,2788,1810,45727,0,0,3,12,7,3,4,0,0,26,0,0,0,24,14,18,15,3,0,71,0,10,13,195,25,14,5,4,0,265,0,0,0,14,0,3,12,0,0,41,4,0,3,100,34,29,11,5,0,189
12802,3,13,5,12,3,5,11,0,0,53,5,20,22,103,85,57,48,29,7,368,0,0,0,10,13,8,11,0,0,45,0,0,0,13,3,3,0,0,0,25,4,11,10,39,9,8,0,0,0,73,0,0,0,14,7,5,0,0,0,27,4,26,18,48,39,34,12,3,0,194,0,10,5,34,27,21,29,3,0,134,0,3,3,19,20,20,5,6,4,73,0,0,0,10,8,3,3,0,0,31,3,65,64,368,248,240,178,122,47,1332,52,120,120,302,152,159,115,118,72,1210,3351,7814,7041,13240,7535,6594,5290,2886,972,54723,0,0,0,3,0,0,0,0,0,3,3206,6847,5962,10611,6034,4991,3952,2196,1069,44876,0,0,3,16,3,7,0,0,0,25,0,0,0,7,9,13,11,3,3,41,0,7,10,96,16,5,5,6,0,146,0,0,0,3,0,3,0,0,0,15,0,10,3,61,26,18,10,3,0,125
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,3,0,0,5,10,3,0,6,0,0,26,0,0,0,3,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,13,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,9,7,16,5,3,4,0,0,33,0,0,0,6,3,5,3,0,0,19,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,4,3,4,12,56,17,17,18,3,0,132,79,160,218,814,375,289,120,30,7,2087,258,382,658,2271,1010,949,648,166,19,6375,0,0,0,0,0,0,0,0,0,0,109,203,390,775,368,422,252,64,17,2601,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,6,0,0,7,9,0,3,0,0,0,15
20101,0,4,3,13,5,3,6,0,0,36,4,10,15,46,27,26,14,3,0,139,0,0,11,89,24,9,11,0,0,146,0,0,3,6,4,0,0,0,0,17,0,6,16,10,10,0,0,0,0,46,0,0,0,4,0,0,3,0,0,13,0,19,19,53,19,15,19,13,0,153,0,9,9,22,13,7,3,0,0,58,0,0,0,8,3,3,10,4,5,38,0,3,3,10,4,3,3,0,0,37,0,25,55,176,73,82,74,54,19,558,122,360,340,690,334,323,312,209,110,2792,3407,7836,7265,14588,6780,6424,5589,3054,1030,55982,0,0,0,0,0,0,0,0,0,3,3161,6739,6338,12492,6311,6078,5197,2843,1426,50584,0,3,3,28,4,0,3,0,0,46,0,0,0,0,0,3,0,0,0,10,0,5,0,20,5,0,0,0,0,30,0,4,4,3,3,0,0,0,0,14,0,5,9,31,13,15,8,0,0,76
20102,0,0,0,3,0,3,0,0,0,10,0,0,0,10,8,3,7,0,0,39,0,0,0,8,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,4,0,17,13,5,11,0,0,58,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,3,0,18,0,0,0,0,6,0,4,0,0,3,0,6,8,28,37,49,57,36,15,221,45,128,82,237,190,221,204,101,45,1246,731,1851,1414,3019,2271,2526,2324,1065,274,15481,0,0,0,0,0,0,0,0,0,0,683,1579,1106,2536,1845,2015,1593,687,275,12313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,12,0,0,0,4,0,0,0,0,0,5,0,0,3,5,0,0,0,0,0,8,0,0,3,11,9,8,8,0,0,26
20103,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,3,0,0,25,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,0,3,0,0,4,9,4,3,11,0,0,27,0,4,0,0,3,0,0,0,0,8,0,0,0,0,6,3,7,0,0,17,0,0,0,0,0,0,0,0,0,3,0,0,5,18,17,24,33,23,9,120,39,116,115,204,175,191,210,123,38,1209,548,1551,1312,2426,1859,2085,2257,1225,322,13582,0,0,0,0,0,0,0,0,0,0,523,1323,1047,2067,1454,1631,1582,824,332,10788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,3,0,0,0,5,0,0,0,0,0,5,0,0,0,0,0,11,0,0,0,14
20201,0,0,3,9,4,4,4,0,0,21,0,10,15,35,27,19,11,4,0,121,5,13,20,67,22,14,4,4,0,143,0,3,3,21,4,0,0,0,0,29,10,94,161,80,6,7,0,0,0,344,0,0,0,0,4,0,3,0,0,11,0,3,9,15,15,8,16,5,0,73,0,9,3,18,6,7,0,0,0,44,0,0,0,3,7,7,4,0,0,27,0,0,0,18,9,0,0,0,0,31,8,23,38,94,41,55,47,32,5,343,126,333,273,683,310,323,266,198,96,2608,3118,6860,6180,12704,5766,5649,5212,2909,1081,49462,0,5,12,19,5,0,0,0,0,39,2886,5757,5490,11130,5382,5567,5022,2807,1440,45474,0,4,3,20,0,4,0,0,0,28,0,0,0,0,0,3,0,0,0,0,0,0,0,15,0,0,0,0,0,16,0,3,0,10,4,0,0,0,0,19,0,5,0,27,11,0,5,4,0,53
20202,0,5,0,0,0,5,0,0,0,8,0,0,5,22,17,8,17,6,0,80,0,0,0,14,3,5,7,0,0,28,0,0,3,35,0,0,0,0,0,41,0,3,7,0,0,0,0,0,0,12,0,0,0,4,0,0,0,0,0,9,0,12,5,12,21,18,28,7,0,110,0,0,0,33,23,6,0,0,0,63,0,0,0,8,4,10,4,5,5,34,0,0,0,4,7,0,0,3,0,7,0,11,20,76,51,55,57,39,19,316,63,169,162,344,270,298,271,184,71,1834,1279,3250,2448,5214,3724,3953,3800,1960,547,26167,0,0,0,0,0,0,0,0,0,0,1066,2787,1924,4378,3108,3292,2888,1410,551,21401,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,8,0,0,0,4,0,0,0,0,0,3,0,3,0,3,5,0,0,0,0,8,0,0,0,25,13,9,9,4,0,56
20203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,8,0,0,0,0,0,0,0,0,0,3,0,0,0,7,3,9,14,9,0,32,24,61,48,108,105,136,113,80,29,716,291,696,550,1080,814,1102,1011,468,145,6168,0,0,0,0,0,0,0,0,0,0,245,636,472,951,624,821,657,317,156,4892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
20301,0,0,0,0,5,0,4,0,0,12,0,3,3,7,5,0,3,0,0,23,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,3,3,5,6,3,0,0,0,19,0,0,0,0,3,0,0,0,0,3,0,0,0,0,4,0,6,0,0,6,0,0,0,0,0,0,0,0,0,8,0,0,3,18,20,32,19,14,0,109,32,90,50,155,101,86,84,38,11,642,754,1813,1289,2660,1587,1446,1203,498,112,11359,0,0,0,0,0,0,0,0,0,0,688,1500,1084,2490,1309,1125,811,305,148,9458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,10
20302,0,14,15,29,13,21,18,3,6,121,0,20,31,110,58,52,39,7,3,328,6,14,70,249,38,8,27,10,0,421,0,5,0,21,5,3,0,0,0,28,3,66,103,81,7,6,4,0,0,269,0,5,0,25,18,18,6,16,0,84,0,22,29,94,55,36,26,15,0,282,0,12,44,119,54,52,22,8,0,304,0,0,7,21,19,16,26,21,3,114,0,0,12,52,14,5,4,0,0,99,15,114,164,581,230,312,333,278,121,2145,207,549,668,1403,620,557,470,353,140,4958,6384,12642,13700,29659,12521,11478,9596,5472,2013,103468,0,19,54,117,47,9,13,3,0,255,5647,10689,11077,22157,10436,9475,7640,4298,2133,83574,0,7,3,54,4,5,0,0,0,76,0,0,5,57,39,68,40,30,8,243,0,4,0,50,5,3,0,0,0,71,0,0,0,23,8,8,8,0,0,42,0,8,14,93,38,15,14,7,4,195
20303,0,4,3,6,14,0,10,0,0,39,0,12,21,60,44,36,27,12,0,218,0,0,3,19,7,9,3,8,0,47,0,0,0,4,0,0,0,0,0,4,0,8,9,15,0,0,0,0,0,29,0,0,0,0,3,0,4,0,0,13,7,30,10,37,24,25,34,14,0,176,0,0,5,11,6,0,0,0,0,26,0,5,0,5,11,8,13,4,6,58,0,0,0,14,6,0,3,0,0,32,3,40,22,141,73,86,110,59,13,556,80,238,157,420,308,315,436,262,97,2313,2592,6286,4425,9918,5565,5733,6596,3198,922,45240,0,0,0,0,0,0,0,0,0,0,2419,5315,3714,8789,4994,5430,5277,2466,954,39359,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,22,6,0,0,0,0,37,0,0,0,0,0,0,0,0,0,3,3,12,0,66,27,14,11,5,5,140
20401,0,0,0,4,7,6,4,0,0,13,0,3,4,24,17,7,12,7,0,76,0,4,6,13,9,3,7,0,0,38,0,0,0,12,0,0,0,0,0,18,0,0,3,15,0,0,0,0,0,26,0,0,0,4,0,0,0,0,0,9,3,7,11,16,7,8,5,6,3,67,0,0,7,14,5,0,0,0,0,20,0,0,0,0,5,3,9,8,0,28,0,0,0,4,5,0,0,0,0,9,5,13,6,44,42,55,65,50,14,295,73,274,264,525,338,444,396,240,63,2622,1447,3515,3282,6095,3713,4565,4499,2321,638,30066,0,0,0,0,0,0,0,0,0,0,1267,2941,2434,5037,3186,3627,3246,1638,676,24042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,9,0,5,0,8,0,3,0,0,0,15,0,5,0,18,6,9,4,0,0,49
20402,0,0,0,0,0,0,0,0,0,4,0,0,5,7,15,9,8,0,0,50,0,3,0,11,4,3,0,0,0,34,0,0,0,4,0,0,0,0,0,4,0,0,3,18,3,3,0,0,0,29,0,0,0,0,0,0,0,0,0,3,0,3,5,6,9,0,14,4,0,34,0,0,0,3,0,0,0,0,0,10,0,0,0,0,0,4,6,3,0,16,0,0,0,3,0,0,0,0,0,4,3,3,13,33,20,24,44,35,12,185,66,190,143,322,202,256,279,169,69,1685,1165,2867,2416,4785,2886,3397,3388,1948,636,23482,0,0,0,0,0,0,0,0,0,0,1142,2479,2135,4199,2744,3084,2796,1606,757,20944,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,10,0,0,0,9,3,5,7,0,0,29
