SA3_CODE_2021,M_15_19_yr_Married,M_15_19_yr_Separated,M_15_19_yr_Divorced,M_15_19_yr_Widowed,M_15_19_yr_Never_married,M_15_19_yr_Tot,M_20_24_yr_Married,M_20_24_yr_Separated,M_20_24_yr_Divorced,M_20_24_yr_Widowed,M_20_24_yr_Never_married,M_20_24_yr_Tot,M_25_34_yr_Married,M_25_34_yr_Separated,M_25_34_yr_Divorced,M_25_34_yr_Widowed,M_25_34_yr_Never_married,M_25_34_yr_Tot,M_35_44_yr_Married,M_35_44_yr_Separated,M_35_44_yr_Divorced,M_35_44_yr_Widowed,M_35_44_yr_Never_married,M_35_44_yr_Tot,M_45_54_yr_Married,M_45_54_yr_Separated,M_45_54_yr_Divorced,M_45_54_yr_Widowed,M_45_54_yr_Never_married,M_45_54_yr_Tot,M_55_64_yr_Married,M_55_64_yr_Separated,M_55_64_yr_Divorced,M_55_64_yr_Widowed,M_55_64_yr_Never_married,M_55_64_yr_Tot,M_65_74_yr_Married,M_65_74_yr_Separated,M_65_74_yr_Divorced,M_65_74_yr_Widowed,M_65_74_yr_Never_married,M_65_74_yr_Tot,M_75_84_yr_Married,M_75_84_yr_Separated,M_75_84_yr_Divorced,M_75_84_yr_Widowed,M_75_84_yr_Never_married,M_75_84_yr_Tot,M_85ov_Married,M_85ov_Separated,M_85ov_Divorced,M_85ov_Widowed,M_85ov_Never_married,M_85ov_Tot,M_Tot_Married,M_Tot_Separated,M_Tot_Divorced,M_Tot_Widowed,M_Tot_Never_married,M_Tot_Tot,F_15_19_yr_Married,F_15_19_yr_Separated,F_15_19_yr_Divorced,F_15_19_yr_Widowed,F_15_19_yr_Never_married,F_15_19_yr_Tot,F_20_24_yr_Married,F_20_24_yr_Separated,F_20_24_yr_Divorced,F_20_24_yr_Widowed,F_20_24_yr_Never_married,F_20_24_yr_Tot,F_25_34_yr_Married,F_25_34_yr_Separated,F_25_34_yr_Divorced,F_25_34_yr_Widowed,F_25_34_yr_Never_married,F_25_34_yr_Tot,F_35_44_yr_Married,F_35_44_yr_Separated,F_35_44_yr_Divorced,F_35_44_yr_Widowed,F_35_44_yr_Never_married,F_35_44_yr_Tot,F_45_54_yr_Married,F_45_54_yr_Separated,F_45_54_yr_Divorced,F_45_54_yr_Widowed,F_45_54_yr_Never_married,F_45_54_yr_Tot,F_55_64_yr_Married,F_55_64_yr_Separated,F_55_64_yr_Divorced,F_55_64_yr_Widowed,F_55_64_yr_Never_married,F_55_64_yr_Tot,F_65_74_yr_Married,F_65_74_yr_Separated,F_65_74_yr_Divorced,F_65_74_yr_Widowed,F_65_74_yr_Never_married,F_65_74_yr_Tot,F_75_84_yr_Married,F_75_84_yr_Separated,F_75_84_yr_Divorced,F_75_84_yr_Widowed,F_75_84_yr_Never_married,F_75_84_yr_Tot,F_85ov_Married,F_85ov_Separated,F_85ov_Divorced,F_85ov_Widowed,F_85ov_Never_married,F_85ov_Tot,F_Tot_Married,F_Tot_Separated,F_Tot_Divorced,F_Tot_Widowed,F_Tot_Never_married,F_Tot_Tot,P_15_19_yr_Married,P_15_19_yr_Separated,P_15_19_yr_Divorced,P_15_19_yr_Widowed,P_15_19_yr_Never_married,P_15_19_yr_Tot,P_20_24_yr_Married,P_20_24_yr_Separated,P_20_24_yr_Divorced,P_20_24_yr_Widowed,P_20_24_yr_Never_married,P_20_24_yr_Tot,P_25_34_yr_Married,P_25_34_yr_Separated,P_25_34_yr_Divorced,P_25_34_yr_Widowed,P_25_34_yr_Never_married,P_25_34_yr_Tot,P_35_44_yr_Married,P_35_44_yr_Separated,P_35_44_yr_Divorced,P_35_44_yr_Widowed,P_35_44_yr_Never_married,P_35_44_yr_Tot,P_45_54_yr_Married,P_45_54_yr_Separated,P_45_54_yr_Divorced,P_45_54_yr_Widowed,P_45_54_yr_Never_married,P_45_54_yr_Tot,P_55_64_yr_Married,P_55_64_yr_Separated,P_55_64_yr_Divorced,P_55_64_yr_Widowed,P_55_64_yr_Never_married,P_55_64_yr_Tot,P_65_74_yr_Married,P_65_74_yr_Separated,P_65_74_yr_Divorced,P_65_74_yr_Widowed,P_65_74_yr_Never_married,P_65_74_yr_Tot,P_75_84_yr_Married,P_75_84_yr_Separated,P_75_84_yr_Divorced,P_75_84_yr_Widowed,P_75_84_yr_Never_married,P_75_84_yr_Tot,P_85ov_Married,P_85ov_Separated,P_85ov_Divorced,P_85ov_Widowed,P_85ov_Never_married,P_85ov_Tot,P_Tot_Married,P_Tot_Separated,P_Tot_Divorced,P_Tot_Widowed,P_Tot_Never_married,P_Tot_Tot
12002,0,0,0,0,1289,1287,4,0,0,0,1147,1153,804,32,36,0,2872,3742,2709,109,211,7,1604,4642,2568,161,413,16,1146,4309,1695,138,467,31,769,3097,1277,72,411,87,425,2272,619,21,181,85,156,1070,172,10,19,92,48,339,9852,539,1746,329,9458,21917,0,0,0,0,1169,1175,14,0,0,0,1384,1400,1117,42,84,5,3034,4281,2948,146,314,15,1612,5038,2540,204,563,41,1308,4644,1575,141,669,102,923,3412,1142,79,697,323,474,2728,439,37,284,364,175,1304,79,5,63,313,29,489,9860,656,2692,1163,10103,24467,0,4,0,0,2458,2462,14,0,0,0,2533,2555,1921,73,124,8,5909,8025,5661,254,531,22,3211,9681,5109,363,977,57,2457,8959,3271,280,1130,142,1690,6508,2423,155,1113,408,903,5001,1061,59,471,456,330,2373,250,13,85,404,77,827,19710,1194,4440,1491,19559,46391
12003,3,0,0,0,3560,3561,397,41,24,5,7585,8050,5302,170,323,17,12239,18052,7139,299,603,20,3771,11835,5488,382,826,31,2113,8841,5283,293,1048,93,1484,8195,3640,208,777,179,770,5577,2222,114,281,294,384,3299,952,32,59,389,105,1531,30437,1537,3933,1022,32002,68938,3,0,0,0,3437,3445,757,57,38,0,6263,7122,6398,268,371,14,10120,17165,6941,393,850,38,3387,11608,5818,532,1366,113,2113,9945,5047,411,1530,363,1390,8744,3406,216,1052,915,812,6404,1659,78,406,1545,328,4019,412,22,137,1673,187,2429,30451,1989,5748,4657,28031,70876,4,6,0,0,6990,7006,1158,99,66,5,13847,15170,11702,435,694,23,22355,35218,14082,690,1451,58,7157,23438,11309,915,2191,146,4227,18782,10329,709,2572,451,2874,16938,7043,424,1829,1096,1581,11976,3882,189,692,1836,710,7317,1361,53,187,2064,293,3968,60888,3526,9683,5685,60039,139818
12101,0,0,0,0,3256,3258,39,3,0,0,3085,3132,2292,57,106,0,5630,8087,6740,184,385,15,2333,9651,5697,268,595,20,1218,7806,4208,225,645,56,747,5881,3335,122,482,139,408,4486,1856,59,215,202,153,2493,604,10,47,262,41,962,24782,931,2477,694,16877,45759,0,0,0,0,2977,2979,69,0,0,0,2842,2920,3127,106,194,4,5193,8624,7301,306,643,34,2339,10612,5803,349,945,82,1325,8499,4139,219,1062,219,772,6410,3165,134,839,575,500,5219,1384,49,411,923,219,2983,335,19,123,1141,121,1737,25315,1187,4219,2982,16283,49986,0,0,0,0,6233,6233,112,8,0,0,5928,6054,5417,162,304,6,10832,16714,14036,489,1026,43,4665,20266,11504,619,1541,110,2540,16302,8342,445,1707,273,1520,12293,6503,261,1320,717,913,9709,3244,103,627,1130,366,5474,942,24,174,1400,159,2698,50097,2114,6694,3682,33157,95751
12102,0,0,0,4,2670,2680,61,0,0,0,2387,2451,1786,44,35,0,2776,4643,5301,145,248,10,1275,6984,4526,207,460,26,906,6125,3434,172,528,53,629,4817,2668,101,375,126,257,3531,1598,54,167,203,96,2112,411,12,47,240,20,724,19794,727,1857,661,11019,34062,0,0,0,0,2487,2495,139,5,5,0,2113,2261,2524,80,108,3,2245,4963,5627,235,402,28,1071,7365,4489,312,816,78,818,6505,3368,175,910,207,453,5112,2485,109,664,547,220,4021,1136,42,320,733,72,2304,229,3,79,779,48,1139,20008,966,3301,2381,9530,36178,3,0,3,4,5161,5173,200,13,5,0,4496,4715,4306,127,143,3,5024,9608,10931,385,650,41,2345,14347,9009,522,1274,102,1718,12630,6809,347,1438,266,1082,9934,5154,206,1039,668,482,7551,2737,91,486,938,165,4421,641,11,126,1012,67,1864,39800,1695,5158,3038,20545,70237
12103,7,0,0,0,4695,4697,29,4,0,0,3615,3649,1447,26,47,0,3017,4528,6044,126,241,7,1066,7478,7440,228,466,24,719,8870,6191,192,525,54,473,7443,4636,104,354,158,234,5486,3055,38,183,314,113,3709,1118,22,46,432,42,1662,29971,732,1857,993,13970,47520,0,0,0,5,4437,4446,47,3,0,3,3281,3334,2013,53,83,3,2669,4825,7205,245,437,21,1098,9000,8009,351,844,94,705,10001,6011,221,908,235,458,7832,4500,122,711,651,271,6256,2469,40,435,1385,133,4461,560,13,138,1666,101,2479,30810,1045,3557,4063,13158,52628,9,0,0,3,9136,9140,74,11,0,3,6897,6980,3453,82,130,3,5684,9353,13243,364,680,25,2157,16477,15443,578,1309,115,1425,18869,12209,412,1433,290,928,15276,9137,226,1066,811,509,11737,5523,77,618,1703,245,8166,1684,34,186,2097,142,4145,60777,1779,5412,5055,27122,100149
12104,0,0,0,0,1906,1912,26,4,0,3,2114,2148,1749,50,86,3,5766,7644,4005,200,388,10,2655,7256,3607,247,670,15,1353,5903,3170,210,839,51,841,5113,2789,122,655,116,494,4177,1847,54,324,201,258,2685,463,18,56,215,58,809,17659,909,3022,620,15445,37650,4,0,0,0,1824,1822,41,5,3,0,2362,2411,2317,66,173,8,6463,9020,4289,222,648,31,2927,8116,3703,282,1060,80,1788,6905,3163,240,1261,208,1033,5899,2667,137,1211,571,649,5222,1351,61,624,959,351,3349,214,7,126,821,155,1325,17748,1017,5094,2667,17542,44066,3,0,0,0,3731,3736,65,0,8,0,4480,4557,4064,112,253,7,12219,16661,8292,426,1030,38,5579,15371,7310,529,1727,99,3140,12805,6333,455,2099,258,1870,11013,5452,262,1863,682,1140,9397,3197,116,958,1158,609,6039,677,24,179,1042,208,2136,35407,1922,8114,3283,32991,81717
12201,0,0,0,0,1193,1193,9,0,0,0,968,978,462,8,23,5,2320,2819,1732,70,150,0,1141,3097,2167,124,287,10,592,3182,1880,91,348,30,313,2661,1178,37,250,42,170,1683,807,20,126,90,60,1100,207,6,27,99,20,362,8450,359,1213,275,6780,17069,0,0,0,0,1207,1210,17,0,0,0,1039,1052,721,22,42,0,2418,3204,1980,69,204,8,1061,3329,2210,112,392,29,560,3306,1776,104,409,75,301,2663,1124,43,357,195,155,1874,574,18,184,369,57,1206,99,4,45,344,38,536,8507,376,1637,1029,6834,18376,0,0,0,0,2398,2401,27,4,0,0,2001,2029,1183,33,68,5,4738,6026,3717,142,354,6,2200,6425,4377,233,684,41,1147,6487,3654,195,755,104,610,5325,2302,82,609,239,330,3560,1382,37,310,458,114,2303,311,10,76,447,54,891,16954,733,2846,1303,13612,35449
12202,0,0,0,0,2120,2123,5,0,0,0,1673,1680,601,12,16,0,1841,2478,2266,76,141,6,777,3266,3134,161,425,26,732,4472,3155,131,584,57,513,4438,2694,97,477,128,270,3666,1729,42,248,195,83,2292,442,5,43,195,18,709,14031,521,1930,617,8027,25128,0,0,0,0,1986,1986,18,0,0,3,1469,1498,900,34,29,0,1431,2395,2601,125,250,10,817,3789,3368,217,638,57,615,4884,3141,170,792,182,435,4720,2490,99,728,423,194,3940,1317,42,346,759,77,2534,213,8,89,826,26,1156,14044,680,2873,2266,7044,26911,0,0,0,0,4109,4108,31,0,3,3,3144,3182,1505,43,51,7,3273,4876,4867,198,389,18,1593,7057,6493,379,1055,85,1343,9358,6294,297,1375,245,947,9157,5183,192,1207,550,469,7609,3048,86,592,953,158,4831,656,6,129,1022,47,1863,28080,1204,4800,2879,15073,52040
12203,0,0,0,0,5141,5138,70,5,4,3,4439,4513,2203,52,102,4,6372,8727,6902,234,486,14,2971,10613,8245,444,1039,42,1945,11717,6113,321,1182,108,1227,8950,4429,191,768,221,549,6163,3019,118,383,428,211,4158,979,14,94,543,46,1677,31962,1378,4061,1363,22890,61656,0,0,0,0,4612,4616,155,6,6,0,3853,4017,3123,108,169,9,5840,9250,7674,340,647,39,2707,11408,8403,540,1551,118,1821,12440,5697,331,1710,330,987,9053,4084,199,1304,841,470,6888,2406,86,782,1744,178,5201,511,13,218,1984,83,2805,32050,1618,6384,5070,20547,65679,0,3,0,0,9748,9749,223,8,7,4,8290,8530,5333,155,271,11,12209,17982,14578,578,1139,52,5672,22020,16645,990,2590,163,3767,24156,11805,651,2890,437,2216,17999,8517,386,2067,1068,1017,13055,5425,205,1169,2171,390,9359,1490,29,312,2525,125,4481,64011,3002,10448,6434,43434,127337
12301,0,0,0,0,2632,2637,35,0,0,0,2236,2271,1875,81,75,3,2729,4759,3618,198,256,5,1036,5116,3576,203,493,25,614,4914,2497,152,457,48,288,3440,1860,70,262,131,96,2427,844,37,89,143,27,1135,174,3,19,102,13,313,14480,746,1643,463,9673,27005,5,0,0,0,2539,2540,87,6,0,0,2144,2239,2441,138,134,3,2373,5097,3884,303,431,24,912,5554,3441,308,761,88,544,5141,2418,223,717,185,266,3810,1587,89,496,398,112,2687,616,26,189,540,30,1401,81,0,46,523,27,676,14562,1097,2782,1761,8934,29139,3,0,0,0,5171,5175,122,6,4,0,4380,4508,4314,221,205,6,5102,9849,7505,502,688,30,1949,10670,7020,509,1248,116,1156,10054,4917,377,1173,229,550,7249,3450,166,763,532,210,5112,1456,66,282,686,55,2539,258,5,58,626,36,991,29036,1843,4429,2223,18614,56141
12302,9,0,0,0,5651,5656,147,15,5,0,5709,5874,4205,221,176,8,7510,12126,8743,543,566,18,3415,13285,6353,605,968,63,2130,10124,6279,544,1229,196,1190,9437,5026,394,898,380,411,7109,2161,116,331,442,139,3182,366,26,57,222,27,695,33276,2464,4236,1338,26177,67483,16,0,0,3,5332,5352,360,29,8,0,5123,5518,6455,430,296,13,6478,13673,8777,748,870,79,3076,13551,5991,756,1438,233,1940,10360,6065,640,1855,704,973,10236,4185,406,1455,1414,378,7839,1427,75,531,1433,114,3578,180,22,99,950,38,1285,33456,3100,6554,4835,23454,71395,18,0,0,8,10983,11009,500,40,14,3,10833,11393,10664,650,476,24,13986,25802,17509,1295,1438,97,6490,26836,12347,1363,2409,287,4072,20477,12345,1182,3085,902,2164,19675,9207,802,2351,1802,789,14951,3588,185,863,1878,249,6762,541,42,156,1172,67,1982,66728,5563,10785,6169,49623,138878
12303,0,0,0,0,1632,1632,23,0,0,0,1356,1384,1045,51,38,3,1592,2726,1829,102,139,4,730,2809,2076,148,326,21,524,3095,1793,110,322,39,301,2563,1588,110,267,93,117,2168,766,37,97,143,49,1095,181,9,17,80,13,295,9301,568,1202,389,6309,17766,0,0,0,0,1494,1494,43,0,3,0,1222,1268,1353,81,61,0,1335,2830,1983,155,215,19,617,2987,2078,166,395,45,383,3066,1840,136,426,136,229,2765,1470,78,316,280,92,2232,551,24,116,404,30,1119,105,0,16,273,11,408,9402,644,1545,1146,5416,18163,0,0,0,0,3117,3117,67,0,3,0,2575,2656,2397,125,97,3,2930,5551,3809,258,351,20,1350,5791,4160,317,722,61,903,6162,3628,247,745,169,532,5326,3051,187,580,374,207,4402,1313,66,213,549,79,2220,281,13,34,354,30,708,18707,1213,2746,1536,11723,35926
12401,6,0,0,0,2465,2471,30,0,4,0,1800,1834,1050,40,54,0,2339,3486,2650,161,247,6,1503,4571,3153,214,541,32,1312,5244,3276,209,706,82,937,5214,3330,167,707,193,597,4998,1578,56,277,246,190,2347,365,7,54,178,44,655,15442,858,2587,749,11188,30815,0,0,0,0,2190,2194,56,0,0,0,1524,1580,1440,65,85,5,2034,3629,2951,212,402,14,1420,5000,3309,297,834,71,1163,5684,3476,242,1114,239,877,5950,2947,179,1236,581,542,5479,1183,74,538,890,202,2885,189,9,111,723,77,1108,15550,1078,4326,2525,10037,33518,0,0,0,0,4659,4663,86,3,6,0,3326,3425,2492,112,135,4,4373,7117,5604,369,652,21,2923,9569,6462,515,1374,109,2476,10929,6753,453,1822,320,1816,11161,6284,344,1937,778,1138,10477,2760,128,815,1142,390,5237,552,19,163,896,125,1757,30991,1944,6912,3268,21218,64330
12402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8
12403,3,0,4,7,5024,5036,122,4,3,0,5407,5551,3925,209,168,4,7203,11504,7330,472,616,25,3175,11617,6018,549,1088,55,1932,9633,5053,422,1151,134,1033,7795,4107,272,819,331,358,5885,1924,98,303,414,106,2845,414,24,42,221,14,723,28897,2048,4195,1192,24248,60582,6,0,0,4,4886,4897,251,19,6,0,5064,5338,5225,354,310,23,6706,12610,7464,663,933,58,2865,11982,5969,652,1579,189,1682,10067,4877,496,1738,559,782,8448,3692,280,1288,1079,275,6612,1337,65,464,1295,81,3246,186,11,115,959,29,1299,29010,2546,6431,4157,22357,64499,14,4,5,5,9906,9930,372,22,11,0,10469,10883,9146,561,479,27,13903,24116,14798,1131,1550,77,6040,23596,11985,1201,2670,239,3607,19703,9933,919,2884,689,1818,16246,7801,552,2103,1412,627,12497,3264,169,766,1706,183,6092,601,33,161,1184,43,2024,57907,4598,10631,5347,46601,125085
12404,3,0,0,0,1184,1186,45,0,0,0,1272,1321,1017,40,53,3,1946,3057,1256,130,123,3,836,2350,1298,128,298,7,591,2325,1318,119,391,53,373,2262,1039,55,272,75,163,1611,613,30,119,121,45,931,146,8,25,86,16,277,6740,524,1282,342,6419,15312,0,0,0,0,1119,1122,83,0,4,0,1142,1226,1180,77,84,8,1561,2903,1274,156,243,10,674,2355,1324,166,442,51,452,2444,1252,107,488,121,279,2245,930,90,378,286,106,1793,464,21,189,467,35,1164,82,9,50,383,29,553,6590,623,1867,1322,5400,15804,7,0,0,0,2303,2309,127,0,4,0,2413,2544,2197,115,130,8,3501,5959,2530,289,363,12,1512,4701,2625,295,741,62,1046,4773,2573,225,881,168,655,4502,1969,150,652,360,267,3401,1078,51,302,584,75,2096,226,14,77,465,42,829,13332,1148,3155,1667,11815,31115
12405,0,0,0,0,1847,1847,54,0,3,0,1826,1890,1247,89,57,7,2805,4213,2197,185,241,3,1266,3896,1938,213,397,30,901,3492,2053,193,507,65,540,3346,1579,139,322,124,141,2307,612,44,109,124,35,924,108,8,20,65,7,209,9802,879,1657,413,9375,22124,0,0,0,0,1668,1666,107,17,7,0,1712,1840,1758,144,105,17,2382,4407,2331,232,280,30,1105,3979,1911,247,539,90,632,3414,2037,209,655,245,353,3503,1335,121,386,422,108,2365,364,29,131,451,34,1009,53,0,28,327,10,420,9889,1005,2136,1574,8000,22605,0,0,0,0,3513,3519,164,12,12,0,3540,3733,3004,235,166,20,5194,8619,4532,422,527,32,2371,7880,3854,461,935,118,1535,6902,4085,400,1163,305,893,6849,2915,264,711,548,248,4675,977,76,241,575,67,1933,166,9,47,390,18,628,19690,1878,3794,1987,17373,44725
12501,6,0,0,0,2156,2161,427,13,21,0,4722,5182,5481,181,291,12,7958,13927,6074,288,540,25,2167,9090,3961,258,588,22,950,5783,3488,230,696,59,508,4980,2260,142,378,114,214,3102,1064,45,110,119,70,1406,261,9,25,161,24,475,23018,1165,2647,513,18768,46110,9,0,0,0,2062,2076,851,53,33,0,3379,4315,5985,252,366,11,5075,11693,4909,330,622,38,1457,7355,3457,286,823,106,581,5250,3138,233,953,263,402,4989,1874,137,459,522,209,3201,635,31,116,564,67,1414,102,11,22,456,27,620,20962,1327,3405,1961,13266,40922,16,0,0,0,4219,4236,1281,61,54,0,8100,9499,11471,440,654,22,13037,25621,10984,619,1157,60,3626,16446,7419,550,1414,128,1531,11038,6622,461,1653,326,910,9968,4136,278,839,636,418,6306,1701,76,228,683,139,2821,368,13,52,618,53,1092,43989,2491,6046,2472,32034,87030
12502,4,0,0,0,2200,2206,37,3,3,0,2306,2344,1619,57,74,0,2945,4698,4264,135,272,0,994,5667,3353,160,374,27,675,4596,3169,167,506,41,486,4374,2266,103,320,102,249,3051,1255,48,115,175,59,1657,405,10,34,179,12,643,16371,676,1706,531,9939,29225,5,0,0,0,1950,1955,75,0,3,0,1926,2013,2225,99,115,8,2233,4674,4476,206,378,26,875,5958,3527,227,645,66,606,5074,3053,192,746,247,383,4617,2086,106,453,446,173,3264,977,37,178,652,76,1915,186,10,52,560,30,835,16605,875,2566,2006,8247,30300,9,0,0,0,4151,4153,112,9,6,0,4237,4357,3842,153,184,13,5177,9366,8742,340,646,28,1868,11629,6885,390,1022,91,1280,9669,6220,356,1259,287,870,8986,4354,212,776,551,425,6315,2232,83,294,830,131,3571,592,13,83,740,40,1477,32979,1554,4271,2539,18179,59519
12503,3,0,4,0,5382,5391,345,6,5,3,6179,6547,5382,300,260,14,7767,13729,7748,527,686,23,2728,11716,6331,515,969,43,1609,9473,5395,456,1161,107,1130,8252,4094,332,769,263,558,6025,2242,135,271,354,212,3217,598,12,64,405,46,1122,32143,2300,4196,1218,25617,65469,33,0,3,0,4951,4995,888,58,42,8,4733,5728,6853,480,459,14,4894,12703,7512,726,964,96,1837,11124,5903,634,1444,247,1223,9457,4929,503,1529,663,833,8457,3345,290,925,1164,392,6116,1420,69,327,1510,128,3460,261,9,112,1292,62,1734,31144,2774,5802,4998,19060,63769,38,0,9,3,10335,10387,1237,70,54,10,10909,12272,12235,782,717,31,12667,26432,15262,1259,1647,116,4566,22842,12238,1150,2413,293,2837,18924,10326,959,2691,773,1964,16710,7439,622,1694,1427,953,12144,3659,204,602,1865,340,6672,856,19,178,1692,103,2852,63285,5067,10001,6212,44678,129241
12504,4,0,0,0,3306,3306,240,8,6,4,5004,5261,6451,148,203,3,8881,15688,11874,349,637,22,2612,15494,5473,349,692,37,1566,8107,4057,274,892,89,983,6296,3085,204,650,160,433,4533,1900,80,243,281,159,2662,566,15,56,295,28,958,33651,1419,3374,895,22970,62314,6,5,0,0,3069,3083,573,41,12,0,4035,4660,9131,239,360,8,5509,15251,10075,486,811,51,1999,13423,4887,377,1171,156,1286,7877,3787,331,1265,460,793,6639,2822,194,907,885,414,5218,1387,69,386,1293,138,3268,257,13,74,1101,48,1489,32927,1758,4984,3954,17291,60914,15,5,0,4,6379,6392,810,51,15,4,9041,9918,15578,387,565,16,14393,30934,21951,833,1449,75,4608,28922,10362,725,1859,195,2844,15987,7847,611,2154,541,1774,12934,5904,397,1553,1049,849,9750,3288,150,629,1575,299,5936,826,30,133,1394,69,2452,66582,3180,8361,4847,40258,123226
12601,0,0,0,0,1583,1587,38,0,0,0,1644,1685,1138,23,31,0,2086,3288,3212,75,121,3,582,3990,2839,98,191,8,360,3505,2500,91,214,39,251,3103,2011,42,143,79,129,2406,999,22,69,99,41,1236,326,11,22,128,14,498,13063,361,794,362,6706,21287,0,0,0,0,1638,1639,48,0,0,0,1593,1646,1608,36,63,0,1850,3555,3487,130,231,17,536,4403,2848,156,352,41,308,3706,2524,93,386,130,216,3357,1802,56,301,308,124,2588,796,18,156,464,62,1494,178,8,28,489,8,714,13296,498,1527,1452,6345,23104,4,0,0,6,3228,3227,85,5,0,0,3239,3328,2750,59,93,5,3937,6842,6697,204,352,18,1120,8397,5687,250,542,54,672,7206,5024,183,605,175,468,6460,3813,97,445,382,257,4994,1795,36,227,564,102,2728,505,14,53,615,24,1209,26358,858,2322,1813,13050,44393
12602,3,0,0,0,3726,3735,86,0,3,0,4847,4941,4152,90,167,7,8059,12475,8030,273,580,17,2734,11637,5949,287,723,37,1522,8523,5422,247,852,76,1130,7725,4284,187,631,153,558,5814,2277,94,279,288,219,3157,846,29,64,441,79,1465,31057,1214,3311,1021,22874,59476,4,0,0,0,3366,3367,161,3,5,0,4508,4680,5417,153,267,12,7185,13036,8163,373,823,30,2568,11950,6067,360,1171,103,1483,9190,5502,316,1371,367,992,8547,3917,181,1064,881,584,6632,1680,69,441,1412,281,3885,410,17,152,1691,189,2461,31322,1476,5298,4503,21139,63745,10,0,0,0,7089,7101,248,6,11,0,9351,9618,9573,247,437,18,15235,25511,16194,653,1406,45,5301,23590,12017,645,1894,142,3007,17711,10922,569,2225,442,2121,16274,8199,369,1702,1040,1142,12449,3955,168,724,1697,492,7042,1262,39,223,2135,268,3920,62382,2686,8616,5522,44011,123220
12701,0,0,0,0,5049,5052,154,9,5,0,4638,4815,4324,209,161,8,5719,10411,7712,427,540,24,2004,10702,6041,419,757,35,1093,8345,5123,369,780,123,642,7036,3302,210,408,186,199,4301,1451,69,123,228,51,1919,299,9,22,189,14,535,28401,1729,2801,793,19398,53112,12,0,0,0,4783,4796,401,33,18,3,4270,4720,6331,380,306,18,4792,11831,7870,588,839,67,1634,11000,5758,566,1158,180,923,8584,4561,471,1088,498,544,7171,2666,204,642,899,170,4580,845,44,150,913,35,1990,97,7,40,488,11,643,28542,2300,4244,3065,17163,55312,15,0,0,0,9833,9851,551,42,22,4,8911,9538,10650,593,469,27,10508,22244,15585,1018,1385,86,3630,21702,11798,982,1914,217,2017,16927,9691,838,1870,620,1183,14207,5968,418,1048,1079,360,8881,2294,112,271,1139,88,3908,394,18,64,683,23,1179,56937,4022,7046,3861,36563,108424
12702,11,0,0,0,6986,7003,230,4,12,4,6806,7058,3429,259,361,17,8667,12733,6153,522,940,25,3294,10930,7745,612,1518,77,2285,12240,8901,702,1750,186,1522,13057,6749,466,1042,341,589,9178,3331,168,334,494,176,4511,981,38,62,477,53,1603,37521,2779,6008,1624,30374,78318,24,0,0,0,6502,6536,601,44,23,3,6005,6677,5170,489,650,37,6045,12388,7531,806,1418,140,2461,12358,8031,829,2186,367,1967,13375,8079,712,2247,1000,1373,13419,5662,420,1292,1961,679,10009,2052,114,370,2352,194,5081,392,24,98,1879,60,2452,37538,3441,8292,7729,25287,82287,40,0,0,4,13488,13538,829,52,39,5,12817,13743,8594,750,1017,48,14709,25122,13679,1330,2350,169,5759,23288,15774,1439,3704,441,4246,25610,16984,1415,3993,1184,2896,26474,12405,887,2331,2296,1266,19190,5377,286,703,2850,373,9592,1373,60,159,2350,106,4051,75061,6222,14299,9358,55665,160601
12703,12,0,0,0,4512,4527,182,14,5,6,4634,4837,3728,191,208,4,5891,10026,6943,398,563,15,2230,10148,5830,433,847,44,1226,8375,4787,396,894,114,860,7057,3162,267,504,242,255,4433,1613,94,231,291,85,2307,439,17,41,223,19,730,26692,1808,3294,937,19713,52446,10,0,0,0,4189,4211,491,32,28,0,4024,4578,5390,349,361,12,4500,10616,7125,556,868,81,1693,10323,5644,561,1219,189,988,8602,4176,408,1242,554,608,6983,2545,232,732,982,262,4750,1063,58,262,1229,59,2678,206,7,55,912,44,1228,26659,2212,4764,3959,16372,53965,31,0,0,0,8701,8735,674,53,32,7,8658,9410,9118,537,579,18,10392,20641,14073,957,1431,95,3925,20472,11476,997,2065,228,2216,16980,8968,804,2137,668,1469,14042,5706,500,1236,1224,516,9182,2674,147,487,1524,149,4980,643,24,95,1137,62,1966,53355,4018,8062,4895,36085,106411
