SA3_CODE_2021,M_0_299_DS_DS_Sept_house,M_0_299_DS_DS_sd_row_tce_hs_t,M_0_299_DS_DS_Flat_apart,M_0_299_DS_DS_Other_dwg,M_0_299_DS_ns,M_0_299_Tot,M_300_449_DS_Separate_hse,M_300_449_DS_sd_row_tc_hse_th,M_300_449_DS_Flat_apart,M_300_449_DS_Other_dwg,M_300_449_DS_ns,M_300_449_Tot,M_450_599_DS_Separate_hse,M_450_599_DS_sd_row_tce_hs_th,M_450_599_DS_Flat_apart,M_450_599_DS_Other_dwg,M_450_599_DS_ns,M_450_599_Tot,M_600_799_DS_Separate_hse,M_600_799_DS_sd_row_tc_hs_th,M_600_799_DS_Flat_apart,M_600_799_DS_Other_dwg,M_600_799_DS_ns,M_600_799_Tot,M_800_999_DS_Separate_hse,M_800_999_DS_sd_row_tc_hs_th,M_800_999_DS_Flat_apart,M_800_999_DS_Other_dwg,M_800_999_DS_ns,M_800_999_Tot,M_1000_1399_DS_Separate_hse,M_1000_1399_DS_sd_rw_tc_h_th,M_1000_1399_DS_Flat_apart,M_1000_1399_DS_Other_dwg,M_1000_1399_DS_ns,M_1000_1399_Tot,M_1400_1799_DS_Separate_hse,M_1400_1799_DS_sd_rw_tc_h_th,M_1400_1799_DS_Flat_apart,M_1400_1799_DS_Other_dwg,M_1400_1799_DS_ns,M_1400_1799_Tot,M_1800_2399_DS_Separate_hse,M_1800_2399_DS_sd_rw_tc_h_th,M_1800_2399_DS_Flat_apart,M_1800_2399_DS_Other_dwg,M_1800_2399_DS_ns,M_1800_2399_Tot,M_2400_2999_DS_Separate_hse,M_2400_2999_DS_sd_rw_tc_h_th,M_2400_2999_DS_Flat_apart,M_2400_2999_DS_Other_dwg,M_2400_2999_DS_ns,M_2400_2999_Tot,M_3000_3999_DS_Separate_hse,M_3000_3999_DS_sd_rw_tc_h_th,M_3000_3999_DS_Flt_apart,M_3000_3999_DS_Other_dwg,M_3000_3999_DS_ns,M_3000_3999_Tot,M_4000_over_DS_Separate_hse,M_4000_ov_DS_sd_rw_tce_hs_th,M_4000_over_DS_Flat_apart,M_4000_over_DS_Other_dwg,M_4000_DS_over_ns,M_4000_over_Tot,Mort_Rpmnt_ns_DS_Separat_hs,Mrt_Rpmt_ns_DS_sd_rw_tc_hs_th,Mrt_Rpmt_ns_DS_Flat_apart,Mort_Rpmnt_ns_DS_Other_dwg,Mort_Rpmnt_ns_DS_ns,Mort_Rpmnt_ns_Total,Tot_DS_Separate_hse,Tot_DS_sd_row_tce_hse_thse,Tot_DS_Flat_apartment,Tot_DS_Other_dwg,Tot_DS_ns,Tot_Tot
21203,1103,59,5,0,0,1164,426,29,0,0,0,457,361,28,9,0,0,396,663,51,3,0,0,715,945,77,8,0,0,1030,3666,303,40,0,4,4010,6345,549,23,0,4,6919,11916,547,17,0,7,12484,4950,148,0,0,0,5103,2503,68,0,0,0,2576,1340,41,0,0,5,1380,2225,131,4,0,0,2360,36438,2036,110,0,18,38614
21204,1052,129,53,0,0,1237,292,60,36,0,0,376,271,53,18,0,0,340,458,104,56,0,0,619,603,127,117,0,3,843,1766,471,304,3,0,2545,2146,680,263,3,0,3091,3463,791,183,0,0,4440,1953,320,45,0,0,2318,1706,171,21,0,0,1902,915,88,24,0,0,1026,1206,208,73,0,0,1493,15837,3194,1184,11,7,20231
21205,1093,142,102,0,0,1338,225,32,31,0,0,287,194,33,26,0,0,246,305,50,40,0,0,390,362,63,62,0,0,493,976,198,254,0,0,1432,1084,262,357,0,0,1702,2044,581,471,0,3,3103,1590,499,275,0,0,2368,2563,489,285,0,0,3339,2741,282,126,0,0,3149,1105,191,117,0,0,1412,14280,2820,2141,0,11,19256
21301,1124,117,23,0,0,1265,371,44,11,0,0,433,361,47,13,0,0,425,559,98,26,0,0,676,736,112,42,0,0,889,2448,488,155,0,0,3088,2868,615,107,0,0,3586,3998,618,43,0,0,4661,1531,164,9,0,6,1703,1085,100,3,0,0,1197,617,72,3,5,0,697,1325,174,39,0,0,1544,17022,2653,475,4,8,20162
21302,442,100,17,0,0,560,133,33,5,0,0,173,117,25,10,0,0,150,200,53,10,0,0,267,278,66,23,0,0,362,797,217,78,0,0,1092,935,308,116,3,0,1363,1530,599,106,0,4,2231,1052,427,45,0,0,1531,1081,482,26,0,4,1593,1051,298,20,0,0,1372,544,132,24,0,0,703,8163,2740,473,13,8,11394
21303,375,132,45,0,0,557,84,26,16,0,0,128,66,29,21,0,0,112,124,51,52,0,0,225,168,59,115,0,0,340,478,250,477,8,0,1212,555,380,533,8,3,1473,1114,743,489,10,0,2357,879,436,171,3,0,1489,1184,356,91,4,0,1633,871,189,52,6,0,1116,367,132,92,6,0,598,6251,2797,2149,37,3,11243
21304,1119,60,5,0,3,1184,435,31,5,4,0,471,377,37,5,0,0,420,659,51,3,0,0,713,1046,75,10,0,0,1136,3869,301,30,0,0,4209,6129,312,41,0,11,6496,8457,284,13,0,11,8769,3039,71,3,0,3,3120,2074,66,4,0,4,2138,1149,37,3,0,0,1190,2146,84,4,0,0,2238,30504,1417,130,8,30,32079
21305,1370,104,19,0,0,1484,400,54,15,0,0,471,367,46,11,0,0,425,734,74,18,0,0,828,1036,131,27,0,0,1195,4089,513,106,0,0,4706,7469,768,101,0,3,8355,12932,774,47,0,6,13764,4734,257,7,0,0,4998,2803,155,11,0,0,2971,1582,89,4,0,0,1678,2713,204,26,0,0,2942,40242,3161,386,0,20,43807
21401,807,102,14,0,0,922,354,48,4,0,0,404,292,58,4,0,0,351,585,89,12,0,0,689,783,128,11,0,0,932,2379,492,60,0,0,2940,3141,612,40,0,0,3803,4906,522,26,0,3,5453,2342,165,4,0,0,2513,1592,79,8,0,0,1677,806,49,6,0,0,863,1214,126,10,0,0,1352,19217,2476,190,11,8,21907
21402,1094,105,26,0,0,1225,398,44,11,0,0,454,325,41,5,0,0,363,567,49,3,0,0,621,767,87,22,0,0,874,2197,233,43,0,0,2478,2862,291,53,0,0,3204,4488,245,62,0,0,4805,2545,76,36,0,0,2661,2309,65,14,0,4,2391,1933,54,18,0,0,1999,1337,76,17,0,0,1427,20826,1362,298,11,7,22504
21501,474,9,0,0,5,483,403,0,0,0,0,409,418,4,0,0,0,425,767,4,0,5,0,773,905,9,4,4,0,924,1596,12,4,0,0,1608,819,5,0,0,0,823,522,0,5,0,0,527,186,0,0,0,0,189,138,0,0,0,0,138,94,0,0,0,0,101,375,0,0,0,0,386,6697,42,18,15,5,6777
21502,300,8,7,0,0,315,183,0,0,0,0,189,213,8,0,0,0,221,485,19,15,0,0,521,705,26,12,0,0,740,1823,47,21,0,0,1885,1168,17,0,0,0,1192,785,13,0,4,0,806,234,0,0,0,0,233,159,0,0,0,0,166,111,0,0,0,0,111,435,17,5,0,0,457,6612,162,59,4,0,6840
21503,289,6,0,0,0,291,190,0,0,0,0,188,226,3,0,0,0,230,433,8,0,0,0,445,486,10,5,0,0,503,880,12,3,0,0,898,487,3,0,6,0,498,344,0,0,0,0,349,91,0,0,0,0,96,67,0,0,0,0,69,67,0,0,0,0,71,252,0,3,0,0,258,3813,42,16,16,5,3890
21601,250,3,0,0,0,246,145,5,0,0,0,145,141,5,0,0,0,146,339,14,0,4,0,354,468,13,0,0,0,479,1089,19,0,4,3,1115,888,11,0,0,0,905,643,6,0,5,0,654,165,0,0,0,0,169,135,0,0,0,0,135,115,5,0,0,0,120,321,7,0,0,0,327,4693,82,0,17,6,4792
21602,205,7,0,0,0,217,126,6,0,0,0,136,134,6,0,0,0,143,246,14,0,5,0,264,347,6,0,0,0,357,838,17,0,4,0,857,621,4,0,0,0,626,430,6,0,3,0,439,122,3,0,0,0,131,96,0,0,0,0,97,99,0,0,0,0,106,217,8,0,0,0,222,3489,81,4,9,5,3585
21603,346,10,0,0,5,359,213,11,0,0,0,222,202,15,0,4,0,220,477,23,0,3,3,507,764,19,0,5,0,788,2131,45,0,0,0,2176,1587,13,0,0,0,1608,1130,7,0,0,4,1143,319,0,0,0,0,328,221,0,0,0,0,226,182,0,0,0,6,189,462,10,0,0,0,471,8040,157,3,19,13,8233
21701,292,9,0,0,0,298,189,5,5,0,0,193,238,10,0,0,0,248,499,4,0,0,0,506,567,5,0,0,0,581,1073,12,0,0,0,1085,570,6,0,0,0,576,372,6,6,0,0,386,140,5,0,0,0,139,95,0,0,0,3,97,79,0,0,0,0,79,263,3,0,0,0,266,4383,58,12,7,3,4456
21703,269,3,0,0,0,281,148,5,0,0,0,153,176,0,0,0,0,181,327,7,0,0,0,336,466,7,0,0,0,477,1061,13,0,5,0,1081,758,10,0,0,0,767,534,7,0,0,0,541,193,0,0,3,0,198,149,4,0,0,0,153,153,0,0,3,4,155,295,4,0,0,0,295,4522,58,7,12,12,4613
21704,300,16,4,3,0,319,147,15,5,0,0,162,147,7,0,0,0,154,309,23,6,0,0,339,464,33,12,3,0,521,1396,56,19,9,0,1483,1356,35,8,0,0,1403,1037,16,3,3,0,1061,322,5,0,0,0,326,234,0,0,0,0,237,195,0,0,0,0,196,374,9,4,0,0,398,6291,218,63,19,3,6601
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,422,22,7,0,0,454,162,17,4,0,0,178,121,17,5,0,0,140,214,42,10,0,0,265,329,49,12,0,0,394,1010,208,24,0,0,1246,1848,171,34,0,0,2052,3100,82,19,0,0,3204,1271,25,10,0,0,1303,901,15,5,0,0,928,584,4,0,0,0,591,609,26,0,0,0,638,10569,682,123,4,5,11383
30102,484,34,20,0,0,536,227,16,9,0,0,260,204,15,6,0,0,229,296,28,14,0,0,335,416,17,14,0,0,443,1144,102,57,0,0,1310,1615,117,54,0,0,1790,3521,106,44,0,0,3665,1769,22,10,0,0,1807,1222,24,13,0,0,1256,707,17,16,0,0,735,708,29,11,0,0,740,12302,530,263,5,4,13101
30103,369,34,10,0,0,410,127,24,7,0,0,165,104,24,4,0,0,133,171,29,7,0,0,210,244,64,13,0,0,318,761,224,46,3,0,1032,1239,313,57,0,0,1609,2636,234,59,0,0,2934,1662,85,13,0,0,1760,1307,33,10,0,0,1342,620,19,4,0,0,649,506,54,8,0,0,573,9748,1138,236,3,4,11131
30201,237,23,4,0,0,268,84,8,0,0,0,91,66,6,0,0,0,72,120,21,0,0,0,146,167,28,6,0,0,203,493,133,33,0,0,649,736,215,38,0,0,993,1474,159,16,0,0,1644,914,34,3,0,0,953,728,19,0,0,0,751,368,15,0,0,0,380,254,32,5,0,0,290,5637,686,112,0,0,6435
30202,332,28,27,0,0,390,117,11,5,0,0,131,87,13,21,0,0,119,142,18,30,0,0,196,197,36,63,0,0,292,649,134,221,0,0,1007,888,210,207,0,0,1308,2034,158,178,0,0,2372,1386,55,30,0,0,1468,1163,25,21,0,0,1214,731,7,11,0,0,748,372,21,31,0,0,424,8093,708,855,0,0,9659
30203,180,14,26,0,0,219,63,4,12,0,0,77,54,7,19,0,0,79,97,16,36,0,0,149,132,27,75,0,0,232,367,99,255,0,0,717,611,183,255,0,0,1052,1194,153,178,0,0,1522,732,58,54,0,0,844,509,25,47,3,0,583,250,20,34,0,0,308,233,34,44,0,0,307,4412,636,1036,0,5,6088
30204,317,27,5,0,0,347,104,20,6,0,0,127,91,19,7,0,0,109,163,28,9,0,0,206,254,40,17,0,0,310,858,249,96,0,0,1205,1475,215,73,0,0,1766,2262,87,25,0,0,2377,878,18,16,0,0,907,585,12,8,0,0,604,298,11,4,0,0,311,421,47,14,0,0,475,7699,767,267,0,0,8733
30301,291,45,7,0,0,342,83,4,0,0,0,89,69,23,3,0,0,93,99,28,6,4,0,137,150,49,11,0,0,212,367,163,78,0,0,606,503,349,108,0,0,954,1065,365,100,0,0,1531,1018,128,14,0,0,1156,1144,66,11,0,0,1224,897,23,0,0,3,926,342,55,14,0,0,417,6030,1288,360,9,7,7686
30302,300,31,89,0,0,416,105,19,26,0,0,148,66,11,33,0,0,107,103,16,69,0,0,190,164,32,135,0,0,329,454,118,523,0,3,1086,542,185,657,3,0,1382,1137,269,406,0,0,1815,1031,119,137,0,0,1292,1237,50,97,0,0,1384,927,28,57,0,0,1014,328,33,100,0,0,461,6386,914,2329,5,8,9637
30303,448,26,16,0,0,498,105,10,8,0,0,120,100,22,6,0,0,130,147,23,20,0,0,196,212,35,29,0,0,282,640,229,127,0,0,988,804,307,162,0,0,1275,1807,243,91,0,0,2132,1365,47,25,0,5,1436,1178,41,18,0,0,1230,648,23,11,0,0,680,463,55,14,0,0,543,7919,1062,527,6,3,9513
30304,206,14,4,0,0,228,61,4,3,0,0,76,62,0,0,0,0,66,107,9,14,0,0,126,125,23,23,0,0,170,396,94,60,0,0,554,504,98,64,0,0,672,1118,88,33,0,0,1244,770,20,9,0,0,798,630,19,4,0,0,654,415,6,6,0,0,422,251,13,14,0,0,277,4647,387,240,0,7,5279
30305,414,29,0,0,0,448,90,14,3,0,0,102,98,11,0,0,0,109,174,26,0,0,0,199,271,55,0,0,0,329,804,339,12,0,0,1155,1452,317,4,0,7,1778,2475,126,9,0,0,2606,1092,30,0,0,0,1126,665,18,0,0,0,692,393,16,0,0,0,408,465,59,5,0,0,536,8398,1041,38,4,5,9488
30306,260,30,0,0,0,299,73,17,0,0,0,90,65,17,0,0,0,83,82,24,0,0,0,109,144,54,0,0,0,197,439,230,0,0,0,679,612,190,0,0,0,802,1049,116,0,0,0,1168,511,21,0,0,0,537,394,9,0,0,0,403,232,14,0,0,0,245,310,51,0,0,0,363,4177,776,15,0,0,4965
30401,227,3,0,0,0,232,67,4,0,0,0,74,73,5,0,0,0,75,109,7,0,0,0,117,141,17,0,0,0,160,428,41,0,0,0,475,667,59,0,0,0,723,1252,55,0,0,0,1313,711,20,0,0,0,732,539,12,0,0,0,549,304,5,0,0,0,310,233,11,0,0,0,245,4754,243,3,0,0,5000
30402,330,5,0,0,0,335,84,4,0,0,0,86,67,0,0,0,0,73,128,3,0,0,0,130,155,5,3,0,0,162,542,10,5,0,0,557,734,30,0,0,0,767,1454,29,9,0,0,1487,1111,10,5,0,0,1125,1197,18,0,0,0,1215,964,5,8,0,0,974,410,8,3,0,0,419,7176,124,33,0,0,7337
30403,209,20,63,0,0,291,49,4,18,0,0,71,36,3,30,0,0,69,56,13,48,0,0,118,72,14,73,0,0,159,220,48,318,0,0,587,231,101,329,0,0,667,565,130,288,0,0,983,489,46,81,0,0,622,693,40,68,5,0,807,814,11,43,0,3,872,233,19,69,0,0,330,3680,450,1430,5,3,5573
30404,306,10,16,0,0,328,106,4,5,0,0,120,88,3,0,0,0,90,120,15,12,0,0,140,179,22,25,0,0,223,544,44,81,0,0,666,744,70,102,0,0,928,1742,73,70,0,0,1891,1251,27,22,0,0,1303,1020,22,9,0,0,1054,489,13,3,0,0,506,267,14,22,0,0,296,6855,312,370,0,9,7542
30501,91,7,249,0,0,345,15,3,43,0,0,65,15,0,66,0,0,80,19,6,123,0,0,146,24,9,181,0,0,212,88,23,735,0,4,853,85,24,1024,0,5,1135,174,33,1154,4,7,1367,158,46,518,0,0,725,252,49,439,0,6,742,479,37,436,0,5,959,90,10,220,0,0,319,1496,243,5186,6,18,6951
30502,169,28,27,0,0,225,43,10,18,0,0,74,38,6,9,0,0,50,60,24,28,0,0,104,73,17,34,0,0,120,223,100,182,0,0,501,246,186,247,0,0,677,577,269,223,0,0,1069,551,159,90,0,0,794,858,76,61,0,0,1007,1096,51,54,0,0,1207,237,43,39,0,6,319,4165,969,1010,0,10,6148
30503,329,22,139,0,0,491,70,7,37,0,0,110,30,10,49,0,0,91,122,16,100,0,0,234,123,18,175,0,0,312,359,90,746,0,3,1196,402,132,881,0,4,1421,871,218,892,0,0,1980,838,99,338,0,0,1270,1259,80,255,0,6,1597,1724,51,175,0,0,1949,399,34,181,0,6,618,6519,772,3961,5,14,11276
30504,297,16,58,0,0,369,66,3,15,0,0,81,63,3,18,0,0,83,82,6,39,0,0,121,92,3,61,0,0,161,297,26,268,0,0,597,334,43,354,0,0,729,716,75,299,4,0,1089,753,55,121,0,0,927,1216,39,76,0,0,1328,1414,22,69,0,0,1497,312,9,62,0,0,387,5646,302,1425,3,5,7376
30601,288,10,23,0,3,331,98,14,13,0,0,120,109,20,15,0,0,136,220,48,43,0,0,308,301,47,65,0,4,415,1072,119,106,0,4,1305,1757,68,72,0,3,1895,2047,27,36,0,3,2117,738,9,7,0,0,748,539,6,7,0,0,548,300,3,4,0,0,307,418,21,27,0,4,469,7877,381,415,7,20,8704
30602,441,32,52,0,0,525,158,12,41,0,0,222,163,35,63,0,7,261,365,64,140,0,0,572,596,70,167,0,0,830,2225,130,258,0,0,2614,2727,59,127,0,0,2919,2134,40,83,0,0,2261,671,10,28,0,0,709,467,7,18,0,0,485,274,6,21,0,4,310,620,32,55,0,0,710,10828,493,1063,11,16,12410
30603,162,0,0,3,0,169,106,3,0,0,0,111,111,10,0,0,0,116,193,0,0,0,0,190,303,4,4,4,0,316,743,13,0,0,0,759,531,4,0,0,0,543,370,3,0,0,0,372,111,0,0,0,0,114,82,0,0,0,0,84,63,0,0,0,0,70,208,5,7,0,0,217,2976,38,21,13,6,3058
30604,41,11,0,9,0,58,20,0,3,0,0,24,33,7,0,0,0,38,44,13,10,0,0,71,96,13,5,0,0,119,214,24,13,0,0,264,244,15,18,4,0,278,232,10,0,3,0,244,95,3,3,0,0,105,45,0,0,0,0,49,34,0,0,0,4,42,79,14,6,3,0,98,1179,117,61,19,6,1386
30605,222,3,0,0,5,229,116,3,0,0,0,119,109,0,0,0,0,108,226,0,3,3,0,236,302,4,3,5,0,316,929,13,0,7,0,945,851,0,0,10,0,867,744,3,0,3,3,758,229,0,0,0,0,231,149,0,0,0,0,154,124,0,0,5,0,129,242,0,6,3,11,254,4247,27,19,35,18,4343
30701,346,9,0,6,0,367,119,8,0,0,0,128,137,7,3,0,0,149,293,0,0,0,0,294,354,7,0,4,0,365,707,7,0,0,3,720,602,8,0,4,0,612,475,0,0,3,4,478,143,0,0,4,0,145,138,0,0,0,0,139,172,3,0,0,0,173,283,3,0,0,4,291,3767,56,3,21,13,3866
30702,283,0,0,0,0,287,136,5,0,0,0,143,155,3,0,0,0,162,331,4,0,7,0,342,437,0,0,0,0,437,1057,9,0,5,0,1073,783,3,0,0,0,785,611,0,0,0,0,619,200,0,0,0,0,199,158,0,0,0,0,157,122,0,0,0,0,120,291,4,0,5,0,300,4567,29,0,20,7,4624
30703,265,3,0,4,0,271,117,4,0,0,0,126,149,4,0,0,0,152,336,6,0,0,0,337,493,8,0,0,0,500,1183,11,0,0,0,1194,782,3,0,3,0,794,582,5,0,0,0,584,204,0,0,5,0,205,157,0,0,0,0,158,91,0,0,3,3,101,249,0,0,0,4,255,4604,48,3,15,13,4687
30801,132,0,3,0,5,152,81,0,0,0,0,79,67,7,3,0,0,69,139,3,5,0,0,145,173,13,0,0,0,186,484,16,3,3,0,508,438,11,0,0,0,457,474,10,3,4,0,488,186,0,0,0,0,190,143,0,0,0,0,150,91,0,0,0,0,90,163,3,0,0,3,170,2564,65,24,12,18,2681
30803,568,9,17,0,4,601,311,17,11,0,0,335,330,3,6,4,0,344,711,12,19,0,0,752,1020,26,30,0,0,1073,3284,45,51,6,0,3387,3215,52,36,4,0,3296,2782,11,23,3,10,2833,986,7,10,0,0,1000,657,4,7,0,0,670,404,6,0,0,0,415,885,7,11,3,0,904,15152,203,217,21,14,15614
30804,92,0,0,0,0,95,46,0,0,0,0,46,62,0,0,0,0,61,97,0,0,0,0,98,124,0,0,0,0,124,265,0,0,0,0,268,215,0,0,0,0,215,168,0,0,0,0,169,64,0,0,0,0,68,49,4,0,0,0,54,64,0,0,0,0,67,111,0,0,0,0,111,1364,6,0,3,6,1379
30805,316,8,8,4,0,342,160,10,10,0,0,179,152,6,4,0,0,162,326,24,17,0,0,367,554,15,13,0,0,588,1457,23,16,4,0,1500,1547,38,13,5,0,1604,1767,40,14,0,0,1817,666,9,3,0,0,677,480,10,4,0,0,501,237,0,0,0,0,243,455,13,3,4,0,474,8115,195,118,18,10,8455
30901,252,62,95,0,0,409,70,28,36,0,0,136,54,32,25,0,0,115,89,34,57,0,0,179,119,72,104,0,0,296,342,270,313,0,5,932,397,358,377,0,0,1131,879,378,402,4,3,1661,670,123,113,0,0,910,855,94,115,0,0,1066,699,84,74,0,0,859,338,94,115,0,0,552,4762,1632,1827,3,8,8239
30902,198,51,59,3,0,315,75,31,21,0,0,126,65,22,20,0,0,107,105,34,29,0,0,171,151,54,68,0,0,270,394,195,231,0,0,827,558,266,286,0,0,1112,1170,314,290,0,5,1775,852,118,91,0,0,1063,730,97,74,0,0,899,345,54,60,0,0,460,346,89,81,0,0,519,4994,1332,1308,3,7,7646
30903,204,131,64,0,0,395,69,63,33,0,0,168,50,47,19,0,0,117,109,104,43,0,0,258,155,151,82,3,0,388,419,589,255,5,0,1274,585,593,263,0,3,1448,1020,413,196,0,0,1634,527,140,59,0,0,730,521,115,53,0,6,694,429,69,40,0,0,533,319,154,75,0,4,553,4405,2570,1182,12,16,8183
30904,139,0,0,0,0,145,47,0,0,0,0,47,54,3,0,0,0,55,83,0,0,0,0,82,132,0,0,0,0,137,341,3,0,0,0,351,506,3,0,0,0,514,801,0,0,0,0,809,406,0,0,0,0,412,281,0,0,0,0,281,183,0,0,0,5,191,219,0,0,0,0,223,3193,15,3,6,5,3229
30905,206,25,6,0,0,231,80,14,0,0,0,90,53,9,0,0,0,67,103,27,0,0,0,131,119,36,0,0,0,157,395,166,0,0,0,564,524,186,3,0,0,717,1170,133,0,0,0,1308,861,28,0,0,0,896,791,26,0,0,0,820,437,15,0,0,0,456,372,35,0,0,0,411,5117,700,22,3,4,5847
30906,360,43,19,0,0,420,114,23,9,0,0,147,101,28,4,0,0,134,220,48,14,0,0,279,256,92,23,0,0,372,828,327,62,0,0,1227,1473,309,87,0,0,1872,2722,218,52,0,0,2993,1298,55,14,0,0,1368,819,52,13,0,0,881,433,21,4,0,0,461,612,75,18,0,0,702,9231,1287,316,7,4,10852
30907,520,58,7,0,3,591,183,33,3,0,0,223,164,30,4,4,0,200,309,67,8,3,6,386,438,141,11,3,0,602,1442,568,45,3,6,2069,3060,649,57,3,12,3790,6113,351,67,0,16,6542,2748,83,27,0,6,2862,1879,39,21,0,0,1937,1206,30,10,0,4,1245,1231,117,17,0,0,1367,19299,2173,279,15,46,21823
30908,181,74,31,0,0,286,66,39,9,0,0,114,55,25,4,0,0,82,69,57,20,0,0,143,142,89,41,0,0,270,373,316,102,0,0,790,513,539,146,0,3,1195,1076,541,105,0,0,1723,671,139,27,0,0,835,477,64,23,0,0,564,279,20,11,0,0,306,306,123,30,0,0,470,4202,2033,536,0,6,6772
30909,233,53,59,0,0,344,96,35,23,0,0,153,57,19,14,0,0,82,104,46,47,0,0,198,141,71,93,0,0,304,419,215,258,0,0,897,637,255,223,0,3,1120,1196,188,134,0,0,1520,612,48,53,0,3,711,386,35,28,0,0,459,220,34,24,0,0,276,293,66,58,0,5,428,4405,1056,1028,0,5,6493
30910,114,29,117,0,0,270,26,16,31,0,0,71,19,10,33,0,0,68,28,15,82,0,0,127,41,18,130,0,0,186,116,82,371,3,5,572,117,100,332,0,0,560,256,86,340,5,0,693,227,49,133,0,0,412,300,66,119,0,4,487,416,45,102,0,0,567,144,51,133,0,0,323,1803,563,1935,14,21,4334
31001,422,14,3,0,0,436,147,4,0,0,0,151,112,8,0,0,0,119,201,11,0,0,0,214,301,50,3,0,0,352,1386,152,10,0,0,1553,1794,147,10,0,0,1953,1883,75,9,0,0,1967,649,10,0,0,0,659,417,6,0,0,0,421,222,12,3,0,0,231,464,23,0,0,0,487,7994,522,41,0,8,8562
31002,381,4,0,0,0,390,202,0,0,0,0,204,206,0,0,0,0,209,389,5,3,0,0,393,611,7,0,0,0,617,1949,10,0,3,0,1966,1993,11,0,0,0,2001,1699,8,0,0,0,1709,577,3,0,4,0,580,345,4,0,0,0,350,190,0,0,4,0,193,521,5,0,0,0,524,9056,46,9,17,9,9134
31003,496,19,5,0,0,516,237,6,0,0,0,246,235,13,6,0,0,243,530,25,7,0,0,567,966,44,9,0,0,1022,3571,104,27,0,0,3700,3608,32,15,7,0,3664,2974,14,0,3,0,2997,953,4,0,0,0,959,604,0,0,0,0,605,294,0,0,0,0,295,811,15,0,3,0,826,15282,279,64,19,7,15649
31004,366,8,0,0,0,378,151,6,0,0,0,161,152,7,0,0,0,157,301,31,3,0,0,329,473,37,0,0,0,516,2255,109,9,0,3,2365,3365,63,4,0,3,3438,3359,39,3,0,0,3398,1074,4,0,0,0,1080,702,10,0,0,0,718,353,0,0,0,0,355,628,16,5,0,0,649,13185,324,25,3,4,13542
31101,73,10,0,0,0,78,26,4,0,0,0,24,24,8,0,0,0,30,72,7,0,0,0,79,105,0,0,0,0,111,280,8,0,5,0,292,363,6,0,0,0,365,310,0,0,0,0,312,93,0,0,4,0,97,51,0,0,0,0,51,42,0,0,0,0,48,102,0,0,0,0,106,1537,43,0,9,0,1587
31102,216,9,3,0,0,227,93,10,0,0,0,102,80,9,3,0,0,91,167,29,4,0,0,206,230,60,22,0,0,311,1018,94,25,0,0,1136,1455,35,4,0,0,1502,1182,19,3,0,3,1209,323,8,0,0,0,334,186,0,4,0,0,188,80,0,0,0,0,86,335,15,9,0,0,351,5363,297,80,0,5,5740
31103,391,9,0,0,0,400,197,4,0,0,0,205,157,3,0,0,0,156,284,12,0,0,0,297,448,29,0,0,0,485,1994,73,13,0,0,2083,3078,45,3,0,0,3125,2407,28,6,0,0,2437,657,0,0,0,0,659,408,3,0,0,0,420,214,0,0,0,0,211,706,8,6,4,0,723,10924,223,33,0,6,11192
31104,264,0,3,0,0,260,106,0,0,0,0,112,83,0,0,0,0,85,171,3,0,0,0,173,267,0,0,0,0,269,1013,10,5,0,0,1029,1868,21,3,0,0,1891,3276,9,0,4,0,3291,1525,4,0,0,0,1529,758,0,0,0,0,759,322,0,0,0,0,326,714,0,7,0,0,715,10354,40,25,12,9,10435
31105,246,8,0,0,5,259,125,5,0,0,0,131,101,13,0,0,0,114,191,45,12,0,0,245,297,46,22,0,0,366,1107,123,58,0,0,1289,1878,76,31,0,0,1981,2075,30,14,0,4,2118,777,11,4,0,0,790,540,6,0,0,0,552,298,4,3,0,0,303,451,24,11,0,0,486,8091,381,161,0,12,8641
31106,348,35,10,0,0,395,149,19,0,0,0,173,99,36,7,0,0,137,225,80,5,0,0,309,386,129,9,0,0,519,1342,252,23,0,0,1621,1830,115,13,0,0,1963,1943,72,7,0,0,2028,687,12,0,0,0,698,447,17,0,0,0,466,238,8,0,0,0,250,461,37,5,0,0,500,8159,818,74,0,3,9059
31201,148,3,0,9,0,156,84,5,0,0,0,82,71,0,0,0,0,77,155,3,0,0,0,165,196,0,0,0,0,199,430,16,0,3,0,450,386,0,0,0,0,390,349,0,0,0,0,352,122,0,0,0,0,122,85,0,0,0,0,82,60,0,0,0,0,63,155,0,0,0,0,157,2234,35,7,18,7,2292
