SA3_CODE_2021,Neg_Nil_inc_fam_households,Neg_Nil_inc_Non_fam_househlds,Negative_Nil_income_Tot,HI_1_149_Family_households,HI_1_149_Non_family_hseholds,HI_1_149_Tot,HI_150_299_Family_households,HI_150_299_Non_fam_househlds,HI_150_299_Tot,HI_300_399_Family_households,HI_300_399_Non_fam_househlds,HI_300_399_Tot,HI_400_499_Family_households,HI_400_499_Non_fam_househlds,HI_400_499_Tot,HI_500_649_Family_households,HI_500_649_Non_fam_househlds,HI_500_649_Tot,HI_650_799_Family_households,HI_650_799_Non_fam_househlds,HI_650_799_Tot,HI_800_999_Fam_households,HI_800_999_Non_fam_hsehlds,HI_800_999_Tot,HI_1000_1249_Fam_households,HI_1000_1249_Non_fam_hsehlds,HI_1000_1249_Tot,HI_1250_1499_Fam_households,HI_1250_1499_Non_fam_hsehlds,HI_1250_1499_Tot,HI_1500_1749_Fam_households,HI_1500_1749_Non_fam_hsehlds,HI_1500_1749_Tot,HI_1750_1999_Fam_households,HI_1750_1999_Non_fam_hsehlds,HI_1750_1999_Tot,HI_2000_2499_Fam_households,HI_2000_2499_Non_fam_hsehlds,HI_2000_2499_Tot,HI_2500_2999_Fam_households,HI_2500_2999_Non_fam_hsehlds,HI_2500_2999_Tot,HI_3000_3499_Fam_households,HI_3000_3499_Non_fam_hsehlds,HI_3000_3499_Tot,HI_3500_3999_Fam_households,HI_3500_3999_Non_fam_hsehlds,HI_3500_3999_Tot,HI_4000_more_Fam_households,HI_4000_more_Non_fam_hsehlds,HI_4000_more_Tot,Part_inc_stated_Fam_household,Part_inc_std_Non_fam_hhds,Partial_income_stated_Tot,All_incomes_ns_Famly_househld,All_inc_ns_Non_famly_househld,All_incomes_not_stated_Tot,Tot_Family_households,Tot_Non_family_households,Tot_Tot
12503,796,721,1520,182,147,329,292,557,849,289,1259,1546,867,2085,2945,936,1002,1943,2475,772,3240,2110,959,3067,2650,964,3614,2915,752,3664,2332,549,2885,2144,429,2578,4395,723,5118,3179,191,3366,2512,189,2695,1681,84,1768,4060,278,4337,2073,262,2325,622,510,1135,36490,12437,48924
12504,435,603,1038,124,164,293,162,449,610,156,964,1120,503,1683,2187,566,1051,1613,1410,799,2205,1441,1133,2576,1874,1396,3270,2341,1253,3596,2044,1128,3171,2203,935,3138,5608,1754,7359,4046,379,4429,3889,455,4341,2614,165,2778,6980,701,7678,1641,361,2009,355,389,743,38396,15758,54151
12601,186,170,356,78,55,129,63,92,153,63,175,239,171,368,539,195,301,495,412,218,633,482,265,746,610,345,956,752,281,1032,648,269,918,669,225,895,1606,444,2052,1263,69,1329,1279,122,1398,1013,27,1034,4676,183,4857,713,71,780,110,79,184,14974,3763,18738
12602,598,851,1446,179,233,414,189,482,675,169,898,1066,516,1530,2055,475,1165,1643,1313,936,2246,1279,1191,2475,1690,1539,3229,2120,1404,3524,1655,1236,2890,1785,1027,2820,4620,2060,6680,3585,220,3801,3329,487,3816,2528,118,2643,10460,725,11187,1788,251,2038,309,354,665,38589,16714,55301
12701,496,315,809,102,74,180,152,206,357,197,475,672,558,893,1451,569,441,1007,1598,330,1935,1448,466,1912,1909,535,2448,2244,399,2643,1935,305,2245,2074,303,2373,4818,384,5201,3981,49,4024,3206,92,3302,2313,17,2329,5236,114,5350,1803,65,1869,408,235,642,35051,5705,40758
12702,1192,766,1963,233,157,388,352,503,852,461,1269,1733,1196,2263,3462,1254,1025,2272,3811,671,4483,3264,883,4148,3642,877,4517,3842,600,4439,2882,375,3253,2795,288,3088,5070,378,5445,3789,70,3857,2874,73,2947,1890,22,1917,4517,109,4631,2391,110,2500,689,397,1084,46143,10832,56981
12703,472,446,917,113,120,231,155,378,533,226,833,1053,598,1401,2007,704,743,1442,1817,565,2381,1743,834,2577,2062,885,2946,2418,674,3090,1992,551,2546,2027,404,2424,4309,669,4978,3413,70,3481,2702,123,2823,1798,25,1819,4447,142,4587,1704,101,1807,441,365,810,33129,9326,42456
12801,307,436,741,131,187,321,109,316,425,86,611,700,345,1587,1934,381,1066,1447,1081,812,1893,1073,976,2043,1462,1120,2582,1671,963,2637,1327,869,2197,1512,695,2210,3573,1234,4807,2980,127,3101,2900,354,3254,2163,68,2235,8894,465,9353,1695,138,1836,266,309,578,31944,12346,44287
12802,246,275,516,115,118,229,85,243,330,78,471,547,353,1230,1586,322,686,1005,971,539,1508,989,587,1573,1295,710,2003,1674,563,2229,1179,516,1694,1373,425,1800,3434,813,4245,3154,66,3216,3185,170,3355,2501,28,2529,8224,225,8443,1485,73,1554,238,199,435,30884,7928,38809
19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20101,226,399,620,99,152,251,95,434,535,150,992,1139,506,2694,3204,700,1808,2507,2046,1126,3165,1877,1449,3329,2242,1485,3730,2633,1049,3682,1906,859,2761,1974,636,2616,3944,839,4786,2925,141,3061,2288,189,2475,1348,45,1394,3077,274,3348,1685,219,1899,363,509,873,30077,15310,45382
20102,87,126,214,42,51,96,48,125,170,49,271,315,158,806,961,152,368,519,586,263,851,480,318,795,601,304,908,686,209,893,519,196,715,550,125,682,1038,210,1247,781,15,796,559,41,600,351,3,354,919,89,1003,555,22,582,140,145,282,8300,3684,11983
20103,69,129,194,43,55,99,40,182,220,63,363,423,207,1035,1249,213,462,674,794,266,1063,611,310,922,619,287,910,677,158,835,421,111,532,482,78,560,775,90,870,494,6,500,298,20,326,155,7,159,319,42,364,459,31,494,179,255,430,6942,3885,10828
20201,166,339,503,95,151,247,99,384,482,144,877,1018,468,2280,2749,597,1575,2172,1842,1040,2883,1764,1251,3016,2034,1274,3307,2311,904,3215,1674,734,2411,1730,580,2312,3732,743,4479,2660,139,2799,2078,139,2220,1169,42,1206,2312,204,2514,1479,202,1677,337,473,814,26704,13322,40027
20202,141,200,338,76,99,178,62,217,280,47,425,475,245,1269,1510,261,675,931,946,464,1410,817,552,1367,963,480,1438,1151,307,1461,831,301,1132,859,201,1058,1767,310,2075,1298,25,1322,1055,57,1116,710,6,718,1768,124,1892,939,71,1006,208,228,433,14136,6008,20145
20203,35,58,93,17,26,45,18,75,92,16,144,154,85,368,456,74,133,208,312,111,420,238,156,397,257,114,373,320,57,378,211,49,261,222,39,262,384,31,415,263,4,267,156,6,160,83,0,84,174,15,183,217,11,226,67,71,147,3150,1475,4624
20301,48,54,100,28,16,39,21,38,58,31,78,105,75,185,266,115,150,257,297,79,379,297,122,422,344,127,473,421,117,533,341,72,422,350,64,409,848,93,943,682,10,693,572,21,591,328,0,328,806,31,834,438,22,454,91,50,143,6128,1331,7459
20302,458,750,1206,214,287,493,231,777,1003,260,1662,1921,899,4337,5231,1100,2967,4070,3284,1835,5117,3063,2278,5346,3632,2333,5966,4161,1830,5992,3098,1597,4700,3181,1219,4399,7262,1866,9123,5534,329,5861,4634,407,5039,2851,148,2998,6888,603,7490,2940,465,3404,647,947,1591,54329,26628,80964
20303,283,291,580,144,114,252,95,238,337,85,484,576,418,1405,1819,440,1088,1530,1406,758,2162,1329,737,2063,1725,793,2516,1926,559,2493,1289,550,1843,1380,397,1783,3085,668,3757,2604,96,2702,2228,185,2412,1432,52,1487,3984,325,4311,1581,138,1713,305,280,587,25751,9162,34913
20401,193,274,468,95,112,207,66,244,314,90,560,651,349,1456,1807,344,837,1185,1221,586,1807,1044,643,1692,1227,707,1935,1300,435,1728,952,356,1311,1025,262,1290,2051,327,2377,1354,37,1390,994,72,1065,571,12,578,1277,121,1395,1205,72,1281,321,388,716,15680,7510,23190
20402,124,187,306,54,88,140,51,243,290,74,476,554,285,1321,1612,273,817,1091,1066,529,1601,907,641,1555,1080,575,1654,1162,361,1523,784,317,1106,839,164,1002,1716,254,1965,1184,27,1215,828,62,888,474,13,481,937,99,1036,902,55,956,198,356,554,12937,6591,19530
20403,127,247,377,78,102,184,77,257,336,109,604,712,359,1625,1976,414,1007,1423,1374,692,2065,1213,896,2101,1449,867,2317,1794,614,2405,1245,458,1702,1383,330,1708,3017,412,3429,2021,60,2079,1438,93,1524,898,21,919,1686,120,1806,1280,75,1360,288,344,632,20239,8831,29065
20501,165,192,355,77,77,159,73,214,290,83,380,457,301,1038,1338,315,747,1064,1088,464,1554,984,547,1531,1128,513,1640,1246,367,1617,949,314,1265,1085,243,1324,2140,300,2443,1496,38,1534,1123,68,1188,614,6,613,1491,110,1599,954,44,1003,267,248,511,15572,5906,21479
20502,180,219,401,81,106,184,80,249,326,86,524,605,303,1504,1813,369,897,1269,1433,570,2003,1141,610,1747,1206,509,1715,1315,341,1650,788,243,1028,869,165,1035,1485,204,1689,944,24,971,613,44,660,339,6,347,676,89,763,897,73,966,288,354,637,13095,6719,19815
20503,261,335,601,136,148,290,123,327,455,142,709,845,490,2012,2504,463,1298,1765,1678,761,2435,1503,877,2375,1706,765,2470,1757,513,2270,1101,389,1489,1281,271,1555,2264,353,2621,1454,30,1484,1120,77,1194,629,19,651,1384,158,1536,1266,75,1341,384,473,851,19140,9597,28734
20504,229,366,600,89,122,210,117,412,530,137,938,1084,490,2220,2713,551,1211,1767,1629,714,2342,1524,919,2441,1502,856,2353,1687,597,2280,1149,470,1616,1215,354,1568,2416,456,2874,1740,56,1797,1290,126,1418,680,24,705,1768,187,1951,1314,96,1408,352,550,903,19870,10690,30560
20505,157,216,372,78,69,143,80,185,269,81,452,532,285,1208,1493,285,660,947,1005,408,1414,813,564,1378,933,451,1381,1057,319,1378,672,266,934,775,185,961,1447,253,1702,947,19,970,688,51,743,394,3,398,1012,87,1098,852,65,920,207,259,472,11767,5727,17492
20601,230,419,649,59,138,200,78,396,471,90,748,840,248,1463,1710,246,874,1119,866,769,1637,719,1015,1736,915,1304,2212,1118,1334,2455,947,1372,2321,976,1212,2187,2577,2137,4716,2230,426,2654,2243,611,2856,1712,241,1947,5436,856,6293,911,675,1584,175,217,396,21770,16207,37979
20602,88,238,330,41,100,138,35,204,239,48,487,539,159,922,1075,160,550,713,476,468,942,406,574,983,483,719,1205,568,682,1245,513,670,1181,591,562,1160,1281,1029,2310,1156,189,1349,1224,311,1540,964,125,1088,4269,499,4768,612,294,899,81,137,223,13150,8773,21919
20603,176,328,507,71,116,187,102,332,438,79,602,683,245,1024,1268,217,652,873,557,565,1122,549,829,1376,765,1009,1770,863,941,1806,696,887,1588,732,764,1492,1770,1314,3086,1591,179,1775,1493,325,1824,1142,76,1220,5296,480,5773,808,212,1024,182,213,391,17337,10871,28208
20604,795,3269,4060,212,585,804,275,1108,1384,223,1651,1872,425,1807,2227,532,2045,2575,843,2092,2939,1026,2739,3767,1531,3827,5359,1988,3516,5505,1549,3165,4710,1722,2645,4364,3911,5239,9148,2870,798,3662,2528,1429,3956,1839,352,2193,6797,2375,9171,1277,1141,2413,174,461,635,30508,40243,70753
20605,247,645,890,82,207,288,90,545,628,103,1061,1170,240,1661,1900,271,1319,1593,612,1115,1724,618,1562,2179,844,2144,2987,1070,2050,3117,869,2124,2991,1044,1835,2873,2614,3744,6354,2214,372,2590,2188,1099,3284,1584,201,1790,8051,2034,10086,1203,478,1678,177,440,616,24123,24616,48743
20606,181,454,632,57,147,205,60,321,383,60,583,644,147,885,1037,158,749,910,306,693,1001,344,877,1220,510,1325,1834,587,1389,1975,474,1417,1891,553,1178,1728,1405,2545,3951,1270,326,1602,1178,802,1982,945,174,1114,5395,1651,7047,786,374,1161,133,282,412,14548,16174,30727
20607,159,445,604,66,162,225,113,444,556,136,880,1016,302,1333,1635,244,852,1098,596,758,1355,630,969,1607,630,1410,2042,829,1429,2258,649,1454,2100,784,1392,2178,2044,3025,5070,1920,544,2467,1945,1037,2981,1546,336,1887,7452,2302,9756,903,876,1781,135,254,389,21095,19914,41005
20701,746,702,1452,247,248,498,252,480,737,212,732,942,456,1463,1914,465,1346,1808,1092,1155,2250,1078,1370,2442,1612,1616,3225,2001,1557,3554,1540,1448,2992,1728,1232,2958,4006,2302,6307,3259,284,3538,3239,651,3883,2446,170,2618,16589,1345,17932,2576,375,2945,346,370,716,43878,18840,62715
20702,628,451,1082,220,167,392,193,272,461,175,501,673,533,1250,1778,531,771,1296,1502,584,2081,1342,703,2047,1656,731,2385,1845,563,2406,1379,489,1862,1482,403,1889,3085,642,3729,2395,74,2472,2132,182,2313,1433,29,1463,5249,256,5508,1437,104,1549,313,242,558,27527,8413,35944
20703,576,773,1343,205,234,434,231,430,668,168,716,886,479,1558,2036,512,1215,1722,1195,908,2103,1235,1012,2250,1527,1089,2623,1745,890,2634,1336,731,2068,1358,597,1956,3073,1084,4157,2404,217,2623,2175,314,2491,1587,87,1677,6079,401,6485,1392,282,1673,210,305,516,27494,12856,40344
20801,304,394,699,113,190,304,133,290,428,96,544,636,289,1193,1479,275,893,1173,687,707,1391,758,796,1552,1044,853,1899,1240,685,1920,922,619,1544,1021,539,1555,2280,1040,3319,1966,60,2022,2078,330,2411,1540,37,1575,11015,725,11738,1641,74,1718,262,311,574,27673,10264,37936
20802,552,852,1401,191,260,449,182,523,706,154,949,1105,476,2048,2528,493,1542,2033,1333,1218,2554,1345,1535,2878,1788,1796,3582,2154,1583,3744,1706,1480,3191,1810,1170,2982,4410,2143,6559,3689,305,3991,3569,608,4169,2655,127,2774,12172,858,13028,2024,318,2345,417,475,886,41115,19794,60906
20803,322,520,845,129,198,325,131,406,537,133,808,939,395,2271,2667,454,1464,1913,1333,1037,2371,1308,1210,2520,1729,1345,3075,1916,1126,3039,1555,998,2552,1632,838,2469,3964,1285,5250,3563,122,3683,3297,321,3621,2387,37,2423,7224,384,7605,1592,118,1715,348,434,782,33416,14915,48335
20804,107,262,369,39,87,125,37,119,154,44,217,265,107,472,575,100,390,493,247,311,562,269,413,683,321,515,829,428,475,904,344,439,782,408,394,806,980,677,1654,819,102,926,841,203,1047,580,55,629,4385,395,4781,588,100,684,102,128,227,10745,5758,16501
20901,365,475,838,144,140,290,154,398,551,151,736,887,445,1863,2305,479,1231,1711,1347,991,2341,1362,1043,2406,1754,1172,2920,2023,953,2977,1606,940,2545,1748,737,2483,3914,1276,5193,3489,160,3648,3219,277,3490,2369,70,2436,7666,378,8048,1681,189,1869,356,360,718,34279,13389,47666
20902,326,539,866,133,169,298,145,451,600,160,903,1057,427,1978,2399,423,1045,1471,1392,772,2161,1214,922,2136,1345,1055,2401,1644,1092,2742,1346,988,2339,1372,774,2145,2988,1284,4273,2465,238,2702,2112,328,2437,1495,98,1594,3490,298,3789,1150,345,1496,285,368,655,23916,13652,37564
20903,167,144,318,68,73,137,60,126,188,53,185,237,176,486,666,173,339,513,528,300,823,598,298,890,827,319,1145,1021,234,1262,820,233,1060,896,195,1091,2138,304,2438,1839,29,1866,1916,77,1998,1345,8,1350,4735,114,4845,1169,36,1207,179,112,294,18712,3621,22333
20904,942,756,1692,268,203,471,318,509,826,363,1060,1426,1087,2626,3719,1235,1284,2519,3734,1044,4783,3319,1572,4889,4233,1722,5958,5063,1456,6517,4286,1188,5471,4366,832,5194,9959,1188,11148,7468,203,7673,5568,275,5843,3444,61,3504,6298,289,6585,3372,238,3612,852,503,1359,66185,17013,83197
21001,240,264,505,82,97,178,88,221,311,77,386,463,267,1020,1282,236,502,737,1006,369,1370,802,384,1186,975,441,1411,1020,358,1383,775,333,1106,804,281,1085,1857,487,2345,1635,62,1693,1489,102,1594,1162,32,1195,3476,147,3627,787,55,843,252,179,432,17036,5715,22754
21002,75,100,172,54,18,78,35,79,114,28,114,140,114,329,449,119,202,316,328,148,475,331,170,498,461,180,641,556,151,709,455,126,584,492,90,580,1080,179,1263,916,16,936,897,40,933,611,5,618,1852,82,1936,594,18,608,100,69,174,9091,2132,11227
21003,253,362,616,84,133,213,95,289,390,113,558,674,347,1442,1790,392,738,1133,1150,503,1652,949,634,1585,1222,668,1894,1313,613,1929,1122,624,1751,1175,487,1662,2572,914,3488,2107,151,2262,1927,227,2156,1307,73,1379,3006,263,3265,952,188,1141,258,311,572,20358,9177,29537
21004,122,149,266,32,27,60,32,97,126,56,207,266,145,595,744,185,372,556,498,268,763,563,322,886,680,392,1069,846,343,1190,730,288,1018,777,210,988,1914,321,2234,1560,38,1598,1189,52,1238,758,6,769,1571,57,1623,649,43,689,113,118,231,12413,3915,16329
21005,797,586,1389,207,124,330,325,390,717,352,799,1158,980,1756,2738,1252,804,2052,3011,681,3700,3034,1051,4086,3604,1110,4712,4326,835,5162,3419,762,4184,3390,498,3889,6989,733,7723,4987,142,5134,3602,156,3752,2216,57,2274,4158,216,4378,2661,174,2834,744,402,1149,50064,11281,61344
21101,476,511,983,202,179,376,186,380,571,208,790,1003,630,2209,2840,674,1309,1975,2137,997,3131,2007,1193,3200,2666,1286,3949,3101,965,4060,2425,846,3277,2559,687,3243,5867,1019,6885,4928,141,5072,4167,193,4365,2670,56,2735,6320,244,6565,2207,140,2353,419,435,855,43844,13583,57431
21102,89,87,180,34,46,81,19,42,61,23,73,100,92,226,312,72,140,215,233,137,369,204,126,327,301,110,409,371,82,454,293,92,383,352,51,406,696,110,806,573,6,579,535,22,564,443,3,444,2311,49,2364,452,17,468,77,48,122,7175,1465,8641
21103,355,394,752,130,134,265,111,322,430,143,671,816,404,1718,2123,464,1263,1724,1342,893,2239,1454,1021,2476,1814,1106,2923,2131,913,3040,1632,802,2433,1657,591,2253,3970,895,4863,3409,114,3529,2907,187,3094,2058,48,2107,5229,208,5435,1552,145,1696,307,364,670,31061,11799,42858
21104,256,244,505,73,93,167,101,198,298,87,346,430,244,921,1166,243,626,872,730,441,1165,794,504,1300,942,517,1455,1150,402,1554,790,340,1130,891,291,1174,1945,510,2455,1689,74,1764,1601,110,1707,1094,26,1122,3370,162,3533,819,76,895,124,197,321,16937,6082,23020
21105,362,476,831,166,170,337,157,378,531,163,726,884,554,2372,2924,636,1385,2019,2025,948,2968,2003,1209,3215,2471,1211,3685,3022,879,3897,2363,721,3081,2503,533,3036,6035,836,6874,4979,101,5081,3965,201,4164,2532,29,2559,5664,213,5875,2512,151,2660,496,431,920,42593,12962,55559
21201,288,278,561,107,92,196,112,198,302,131,449,578,367,1268,1637,470,849,1320,1450,556,2006,1411,817,2231,1875,965,2840,2313,711,3025,1894,602,2499,2269,436,2697,4894,553,5442,3902,87,3986,2664,126,2793,1564,27,1594,3218,146,3366,1766,102,1865,412,308,722,31104,8565,39673
21202,415,419,835,135,117,251,170,266,438,194,551,746,538,1492,2026,613,797,1409,1819,574,2393,1745,781,2525,2187,887,3071,2777,730,3504,2083,561,2636,2255,396,2653,4953,640,5593,3791,132,3923,2973,132,3108,1934,58,1995,4490,224,4706,2031,106,2133,424,319,750,35525,9175,44695
21203,521,446,969,139,104,237,200,233,441,203,576,778,641,1450,2087,850,919,1764,2342,684,3020,2602,1153,3758,3417,1279,4697,4509,1063,5570,3989,856,4850,4233,595,4833,9621,733,10352,7172,147,7322,5032,172,5210,2931,68,3003,5229,180,5413,3161,213,3375,617,375,991,57428,11238,68665
21204,884,866,1749,252,222,477,302,617,913,369,1255,1624,1052,3061,4108,988,1627,2613,3236,1077,4310,2960,1576,4538,3433,1408,4838,4010,1016,5025,3107,829,3932,3068,600,3666,6335,922,7255,4461,297,4752,3239,270,3510,2088,165,2257,4099,472,4563,2594,383,2979,605,559,1159,47066,17204,64274
21205,931,1028,1959,349,312,661,344,590,933,290,979,1270,805,2386,3191,782,1371,2153,2210,1029,3238,2143,1174,3318,2684,1370,4057,3041,1094,4141,2292,982,3272,2478,792,3271,5393,1381,6774,4286,357,4645,4030,455,4491,2740,179,2920,9212,671,9884,2482,482,2963,459,428,885,46956,17082,64036
21301,968,782,1756,245,167,412,387,558,942,458,1234,1685,1139,2680,3822,1075,1164,2240,3368,869,4232,2951,1149,4102,3222,1224,4447,3847,961,4804,2923,765,3691,2810,610,3420,5682,910,6595,4277,215,4489,3210,234,3449,2008,101,2108,4215,314,4529,2630,281,2910,685,493,1174,46092,14716,60809
21302,280,383,659,107,129,238,117,303,423,108,601,711,365,1432,1800,354,792,1153,1100,551,1652,949,688,1641,1123,754,1873,1404,682,2078,1033,671,1707,1104,490,1588,2566,942,3510,2223,81,2301,2139,255,2391,1543,38,1580,5514,300,5816,1168,98,1261,247,289,529,23441,9484,32922
21303,225,395,623,90,124,215,108,325,437,113,752,866,295,1195,1486,325,741,1061,810,666,1480,822,869,1698,965,1051,2011,1232,1045,2272,989,968,1957,1042,853,1897,2444,1488,3938,2161,297,2456,2048,450,2497,1521,132,1650,4903,537,5438,940,335,1282,184,266,446,21213,12482,33695
21304,572,505,1079,183,126,304,208,327,537,247,702,947,743,1754,2500,946,1035,1980,2494,742,3235,2374,1131,3507,2905,1228,4136,3778,1019,4799,3162,844,4003,3393,615,4007,7509,834,8342,5561,104,5663,4199,168,4370,2720,28,2741,5663,188,5842,2679,130,2811,657,414,1068,49975,11884,61861
21305,810,700,1509,227,165,394,298,395,688,364,862,1225,873,1802,2675,1275,1298,2581,2891,1061,3955,3149,1508,4662,4283,1822,6100,5391,1521,6909,4775,1339,6115,4841,917,5751,11564,1528,13092,8290,307,8599,6744,390,7136,4202,169,4375,9560,572,10131,3903,399,4303,829,534,1361,74276,17281,91560
21401,341,537,878,110,183,294,161,432,590,153,990,1137,562,2669,3237,668,1771,2438,1891,1158,3050,1898,1533,3428,2321,1580,3900,2689,1251,3938,2195,1038,3227,2350,729,3078,5322,1036,6357,4265,120,4386,3183,206,3388,2017,42,2057,4122,233,4358,2022,209,2230,471,568,1047,36737,16282,53019
21402,485,698,1176,245,263,504,194,575,770,194,1118,1312,809,3402,4213,745,2521,3265,2838,1525,4362,2566,1594,4158,3290,1615,4907,3561,1129,4688,2323,915,3239,2584,674,3258,5475,1004,6482,4281,97,4376,3495,246,3747,2234,32,2269,6902,518,7423,2806,134,2942,700,858,1561,45733,18918,64650
21501,142,248,390,81,129,213,88,328,413,97,634,734,385,1901,2285,396,968,1357,1255,657,1912,1107,825,1930,1298,761,2055,1449,510,1955,960,404,1363,1053,241,1290,2076,351,2430,1364,48,1409,890,83,973,518,15,533,1074,146,1223,1033,70,1098,296,464,761,15549,8786,24334
21502,151,221,367,53,90,142,77,230,305,97,520,618,312,1262,1573,340,779,1116,1146,487,1636,908,677,1583,1171,607,1776,1259,395,1651,909,345,1254,984,218,1197,1931,308,2240,1322,64,1385,898,59,962,504,22,528,1013,95,1112,1019,71,1085,327,414,745,14414,6868,21283
21503,129,161,294,45,49,99,44,169,218,61,382,444,236,1099,1340,223,545,767,830,364,1192,763,480,1245,789,415,1205,904,278,1179,609,190,800,665,154,815,1268,181,1450,827,37,863,508,30,542,286,18,299,593,76,668,628,61,686,225,304,525,9639,4992,14635
21601,124,140,261,66,73,140,46,168,214,82,386,466,259,1020,1281,269,576,842,904,354,1259,698,431,1127,821,428,1251,930,248,1174,644,207,842,667,130,799,1347,179,1527,901,22,925,616,39,649,329,9,335,697,58,757,721,40,765,207,310,516,10316,4818,15130
21602,113,132,242,38,39,73,51,129,186,50,293,346,217,870,1090,181,473,646,826,328,1146,671,332,999,623,311,936,744,212,957,506,142,638,487,90,586,983,151,1136,686,21,705,416,32,449,234,3,241,460,68,533,538,27,564,192,241,436,8013,3903,11917
21603,218,215,435,75,98,169,72,273,343,110,567,676,356,1323,1678,420,859,1277,1272,574,1845,1132,725,1850,1259,712,1971,1502,521,2017,1039,407,1452,1183,266,1449,2268,364,2632,1609,65,1676,1103,90,1194,668,16,688,1390,152,1546,1048,86,1142,323,353,677,17051,7670,24727
21701,95,152,249,64,76,136,54,202,254,74,409,487,198,1082,1283,246,645,893,850,394,1245,729,502,1225,778,436,1215,906,295,1201,614,225,837,670,158,828,1226,225,1448,844,19,865,571,45,618,310,4,310,684,77,759,688,38,737,176,286,456,9782,5273,15056
21703,127,169,292,53,85,141,48,189,235,53,396,446,225,1042,1265,216,563,783,763,410,1171,727,530,1255,787,507,1299,894,297,1193,645,195,837,696,163,859,1313,213,1526,857,32,887,610,57,661,318,3,325,727,81,806,680,55,734,208,242,452,9940,5244,15185
21704,123,182,306,48,88,135,49,213,265,74,414,488,260,1122,1377,277,782,1054,909,515,1420,879,627,1504,1000,591,1590,1262,422,1680,869,303,1165,938,240,1176,1947,302,2249,1431,61,1495,951,74,1033,587,15,598,1334,121,1454,853,72,920,226,290,512,14008,6419,20425
29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30101,152,196,349,70,66,130,77,192,267,72,406,478,273,1015,1288,315,636,952,1060,427,1489,929,528,1455,1210,558,1761,1389,411,1802,1059,347,1411,1205,252,1456,2705,401,3108,2261,57,2318,1885,73,1962,1288,15,1303,3089,89,3181,1205,94,1295,199,172,366,20434,5937,26373
30102,257,290,546,89,125,218,104,293,401,98,658,760,406,1890,2301,446,1118,1564,1721,632,2350,1422,711,2132,1674,663,2336,1785,497,2277,1308,395,1698,1456,295,1750,3295,414,3710,2594,60,2655,2158,101,2256,1463,10,1473,3814,140,3952,1675,97,1773,301,326,629,26059,8720,34786
30103,136,207,340,57,62,118,45,195,239,82,397,478,236,1147,1376,240,672,910,792,445,1238,808,514,1326,1023,628,1654,1164,473,1634,936,421,1358,1044,309,1357,2574,563,3135,2168,83,2252,1988,156,2141,1408,22,1434,4142,177,4311,1111,121,1234,144,208,352,20094,6794,26887
30201,81,104,185,45,41,82,38,88,122,31,148,179,127,475,598,167,378,541,425,257,684,447,283,728,599,353,954,739,337,1079,624,263,889,648,191,842,1726,365,2097,1441,75,1512,1305,94,1403,900,27,922,2705,113,2819,719,69,789,96,78,174,12867,3745,16610
30202,146,245,389,72,105,181,61,279,341,75,594,672,218,1278,1494,271,975,1248,738,670,1404,828,781,1614,994,843,1835,1122,816,1936,946,682,1629,1042,535,1578,2333,911,3245,2029,143,2176,1908,253,2161,1399,53,1451,4222,293,4515,1051,211,1259,135,302,435,19584,9970,29556
30203,61,175,234,20,51,72,42,149,190,32,295,330,128,659,785,143,481,627,357,404,757,405,509,913,546,589,1130,643,591,1238,556,492,1046,614,430,1042,1489,742,2229,1344,113,1458,1151,171,1324,845,36,879,2155,195,2348,579,128,709,71,123,195,11165,6333,17496
30204,103,191,291,44,76,122,73,178,253,71,444,517,207,1241,1443,249,794,1042,786,457,1243,863,572,1438,1057,581,1643,1203,494,1699,890,402,1295,1013,340,1355,2245,523,2771,1796,73,1873,1517,111,1629,970,30,1001,2129,96,2229,949,116,1064,141,261,406,16318,6993,23305
30301,117,115,234,50,65,112,43,129,169,53,251,299,154,699,852,158,465,619,501,317,822,484,395,884,646,409,1062,761,401,1162,548,364,913,640,294,931,1666,643,2306,1435,95,1531,1388,188,1575,1151,51,1200,4156,219,4371,779,143,925,101,105,212,14838,5348,20194
30302,130,324,453,50,128,177,55,348,403,57,699,762,193,1179,1370,216,944,1160,536,748,1286,600,957,1560,797,1212,2008,1066,1141,2206,847,1063,1909,951,902,1852,2353,1564,3920,1897,359,2262,1835,436,2273,1382,139,1523,5129,552,5677,979,436,1412,81,260,346,19173,13385,32556
