SED_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SED10051,828,1275,2106,3154,3819,6971,116,114,225,247,330,575,4,5,4,12874,14043,26918,12,9,24,2748,3072,5819,77,101,177,56,58,114,65,75,137,115,136,252,114,175,295,259,326,577,525,591,1118,4,14,23,33,39,72,288,375,664,743,899,1642,9,18,30,21442,24196,45639,469,416,882,879,821,1693,1581,1735,3311,10,8,12,54,58,111,103,136,240,160,205,367,13682,12607,26295,127,108,239,59,97,153,13869,12817,26689,3999,2888,6887,43223,44349,87573
SED10052,477,795,1274,5175,6449,11627,0,5,7,557,644,1197,7,5,11,9917,11169,21096,28,33,57,2943,2994,5936,49,88,134,38,43,81,84,83,166,322,320,642,149,179,322,315,385,708,591,685,1273,65,74,144,23,30,56,720,1001,1727,809,905,1718,36,30,65,21832,25130,46961,313,339,653,620,631,1251,68,82,148,0,7,7,48,38,91,86,94,175,131,137,267,13262,11863,25128,104,88,189,43,69,117,13405,12023,25428,2079,1986,4058,38933,41114,80039
SED10053,328,426,752,5423,6168,11589,4,3,3,371,362,733,103,103,209,9529,10038,19563,6,9,15,873,839,1711,67,101,169,53,60,115,179,221,401,27,24,47,132,123,254,259,316,579,673,723,1395,64,49,116,65,59,128,786,928,1714,907,1000,1909,22,24,44,19532,21167,40693,833,687,1521,525,437,959,36,26,65,8,6,12,417,339,752,120,193,310,544,537,1079,17649,15641,33294,162,141,302,61,84,138,17873,15863,33731,3371,2790,6160,43031,41937,84972
SED10054,505,641,1145,3021,3432,6451,96,82,174,430,501,929,4,8,10,13135,14289,27427,189,200,389,646,702,1350,124,192,317,378,402,777,40,28,60,733,738,1471,598,649,1244,753,831,1583,556,643,1197,25,46,71,269,350,619,599,676,1277,1925,2099,4025,29,48,81,23553,25909,49461,3140,3138,6276,6279,6081,12355,7,6,16,7,9,12,1013,883,1899,125,160,288,1148,1048,2191,8099,7162,15261,63,53,105,45,47,92,8202,7257,15459,3734,3830,7561,46568,47913,94476
SED10055,945,1173,2120,4281,4921,9203,743,795,1533,414,441,852,94,79,173,16244,17042,33282,37,38,75,1482,1426,2907,125,151,283,101,112,213,78,61,133,438,409,844,199,193,392,425,468,895,440,536,978,45,58,100,75,78,152,459,539,1001,1372,1454,2825,32,28,61,27068,28833,55901,966,963,1922,1992,1884,3875,7,6,14,0,0,0,478,462,938,311,306,612,786,767,1556,9602,8295,17891,82,79,163,18,31,51,9695,8409,18108,2121,2009,4128,43580,44045,87629
SED10056,207,286,492,5482,6352,11823,0,0,0,301,349,654,115,119,233,11973,12484,24454,40,52,94,85,98,179,83,115,200,93,121,213,171,179,348,20,18,40,151,137,289,288,358,645,1281,1418,2690,60,78,138,175,214,393,1871,2332,4201,652,731,1381,16,17,32,22850,25161,48018,865,711,1576,558,408,964,8,14,23,10,10,17,650,543,1193,72,79,152,727,630,1359,13230,11441,24671,75,47,124,30,28,64,13337,11515,24860,4527,4114,8633,43080,42842,85919
SED10057,205,340,541,7668,8806,16469,3,0,3,545,613,1154,3,0,4,5960,6897,12858,33,49,73,103,98,205,254,324,573,70,89,164,65,72,138,21,16,34,163,196,362,156,213,367,1000,1192,2189,131,197,321,110,150,258,1138,1648,2784,746,905,1648,8,28,40,18180,21477,39660,136,133,271,87,100,183,21,27,46,31,22,54,32,28,62,69,103,172,132,155,288,14495,13450,27939,83,71,154,61,100,161,14638,13615,28261,3192,3144,6332,36588,38990,75579
SED10058,389,479,864,4416,5167,9586,0,0,0,399,435,833,0,4,4,7076,8002,15077,20,16,38,614,693,1301,54,80,131,20,24,45,51,51,99,11,19,29,189,209,401,227,309,539,632,709,1342,52,64,120,66,61,128,853,1126,1984,767,928,1699,20,32,56,15481,17929,33410,321,269,588,316,222,544,61,46,109,8,5,16,38,33,69,107,150,259,160,186,345,19422,18740,38161,224,196,425,65,130,202,19716,19067,38786,2684,2343,5031,39119,40554,79670
SED10059,1246,1611,2858,1956,1980,3943,3,10,10,184,166,347,0,0,0,5521,5530,11055,3,3,8,1012,1112,2115,18,31,46,12,19,36,56,68,124,29,23,56,89,99,187,81,128,216,276,257,537,11,10,20,18,20,38,293,313,609,478,561,1042,27,17,48,10079,10361,20441,539,404,947,638,412,1048,362,390,749,16,17,30,42,29,67,176,189,367,230,237,468,24348,21890,46238,447,363,814,95,160,253,24896,22410,47310,3713,2783,6496,41704,38610,80313
SED10060,632,1161,1793,4633,5478,10108,0,5,5,213,259,478,0,0,0,7231,9284,16519,14,12,22,579,731,1309,30,50,82,17,27,50,89,123,210,49,56,108,131,151,278,146,225,376,616,724,1339,9,12,21,13,37,54,551,758,1305,493,737,1230,19,25,47,14843,18700,33546,853,826,1684,331,312,642,328,351,683,4,3,6,61,64,130,129,157,291,195,225,418,17091,17466,34560,207,198,404,81,123,203,17379,17787,35167,2369,2587,4961,36943,41950,78893
SED10061,212,319,526,8055,9076,17128,4,0,4,276,330,602,90,79,169,6916,7816,14728,25,36,58,71,71,146,125,161,292,30,34,65,91,111,198,3,3,9,104,90,192,240,300,540,1475,1540,3016,155,214,364,138,174,309,1068,1345,2414,799,947,1749,36,41,73,19700,22353,42057,306,291,594,252,210,461,27,24,54,32,36,71,57,61,122,346,442,786,436,541,979,12602,11706,24311,112,76,191,46,67,116,12763,11847,24615,5217,5038,10261,38913,40629,79541
SED10062,1089,1598,2692,3318,3922,7242,7,6,12,791,926,1719,3,0,9,8748,9910,18654,25,29,56,4158,4388,8543,92,122,215,84,85,169,34,48,85,463,454,918,168,207,370,230,280,513,512,591,1105,47,67,114,21,36,61,548,705,1255,1094,1176,2269,74,77,152,20429,23036,43464,1407,1215,2620,1616,1576,3193,62,62,120,3,3,10,47,48,96,92,105,197,142,161,303,11550,10380,21928,121,83,198,37,56,96,11710,10513,22227,2185,2302,4489,38647,40460,79109
SED10063,224,275,493,6884,7960,14847,3,5,3,606,703,1314,184,206,394,10286,11180,21468,20,24,41,116,118,230,88,109,197,35,39,73,92,101,193,24,14,41,286,306,594,358,487,839,945,1046,1991,50,81,128,55,66,121,1880,2278,4151,942,1025,1969,19,15,34,22878,25762,48637,321,279,596,186,150,333,19,13,38,6,3,11,81,63,142,77,125,200,158,190,346,12697,11351,24050,87,67,151,28,52,76,12805,11473,24278,3196,3041,6239,39788,41174,80956
SED10064,240,354,598,6060,6848,12905,0,0,0,253,279,538,0,0,0,6085,6918,13003,8,17,27,75,66,141,275,360,632,29,31,55,32,75,110,0,4,4,102,107,209,255,338,592,963,1125,2081,135,183,316,343,402,743,1337,1766,3106,676,822,1495,18,23,38,16648,19355,35998,90,90,177,51,40,85,38,41,82,26,41,66,59,41,101,110,196,309,199,275,475,16338,15366,31702,129,107,233,77,151,232,16543,15620,32166,4420,3611,8026,38229,39375,77605
SED10065,1831,2479,4309,2779,3107,5885,28,48,74,850,938,1787,98,117,209,10204,11008,21213,54,62,117,974,940,1914,75,112,188,115,119,231,65,47,114,373,389,758,287,320,603,427,529,954,1440,1608,3046,26,35,60,83,100,185,755,878,1630,1505,1664,3172,22,44,65,20151,22066,42212,9312,7743,17051,3823,3492,7317,52,42,92,8,0,5,704,613,1313,491,524,1012,1198,1138,2331,16062,14424,30482,168,122,292,58,98,155,16284,14642,30930,4135,3683,7820,56783,55285,112070
SED10066,378,560,936,5644,6856,12499,7,7,16,409,453,861,124,114,235,10016,11147,21168,36,39,75,549,545,1091,87,125,210,131,153,282,72,100,169,100,119,222,156,157,311,503,617,1113,729,858,1584,44,78,119,62,89,149,653,799,1450,1027,1183,2207,22,16,40,20367,23451,43817,892,869,1758,761,666,1417,21,22,43,7,9,18,317,307,622,120,181,304,449,502,947,15124,13829,28955,168,136,305,50,82,135,15348,14046,29396,3116,3144,6258,41325,43249,84578
SED10067,212,385,597,5843,6812,12659,0,0,0,361,376,738,7,3,5,7147,8393,15547,5,4,9,441,475,915,105,119,224,7,9,18,93,109,201,33,41,79,97,119,220,345,401,746,590,662,1248,14,13,36,28,34,57,793,1073,1864,689,783,1467,12,15,30,16622,19440,36066,111,106,219,77,89,172,129,133,266,0,0,0,45,29,69,73,125,198,116,152,272,17112,15855,32962,134,107,242,86,117,211,17328,16080,33412,2094,2183,4278,36693,38578,75271
SED10068,233,362,598,7333,8880,16210,0,0,0,383,440,823,0,5,7,7549,9053,16599,19,30,49,101,121,228,124,148,273,31,38,72,89,119,208,24,24,52,303,332,638,283,361,649,1008,1156,2162,107,160,265,162,246,407,1142,1600,2740,922,1133,2052,20,30,53,19605,23882,43487,210,187,402,101,104,202,32,29,56,15,10,21,48,36,80,97,145,236,153,187,343,15639,14455,30094,131,93,229,46,116,163,15825,14660,30482,2629,2555,5180,38785,41971,80749
SED10069,189,331,522,7210,8290,15498,0,0,0,610,700,1311,0,0,5,7057,7958,15014,34,44,81,223,203,432,86,121,211,35,46,76,76,88,167,13,5,18,143,168,313,393,483,879,899,1042,1947,63,102,168,60,78,140,1300,1618,2911,755,846,1595,21,19,38,18982,21813,40793,143,111,250,119,78,195,29,28,47,12,8,23,30,22,50,58,115,176,101,152,251,15400,13675,29074,120,85,199,45,82,130,15566,13842,29405,2587,2371,4956,37710,38713,76424
SED10070,1441,1797,3239,1994,2272,4267,1183,1231,2417,483,519,997,7,0,3,14968,15900,30869,35,33,72,1581,1646,3223,115,140,257,108,99,199,45,43,91,433,459,898,199,212,414,400,498,897,342,371,711,43,43,87,91,116,208,345,435,777,1366,1461,2823,44,50,94,23770,25529,49302,6552,6015,12567,2820,2834,5649,11,3,13,5,7,10,757,582,1336,377,411,786,1131,1002,2135,5625,4586,10207,56,33,89,31,56,86,5706,4672,10380,2715,2606,5323,44147,44456,88607
SED10071,1447,1702,3146,4076,4796,8869,18,20,33,721,790,1514,28,36,58,12723,13824,26555,89,102,188,711,720,1430,105,124,227,238,270,503,44,47,88,525,506,1031,311,349,662,1262,1462,2720,682,778,1460,45,53,95,255,273,523,614,773,1389,1619,1751,3375,47,48,92,24101,26721,50828,11372,11224,22596,4085,3965,8051,29,37,68,7,7,15,3707,3380,7088,385,408,793,4098,3795,7898,11946,10583,22528,118,111,229,35,82,114,12106,10776,22874,4181,2689,6871,61414,60915,122335
SED10072,1619,2175,3799,2008,2294,4302,28,22,47,253,304,554,3,0,5,9083,9993,19077,27,40,71,6816,7214,14028,82,117,199,43,50,96,55,52,108,709,726,1433,154,182,335,248,317,561,413,423,840,49,56,104,36,32,67,345,404,752,1358,1582,2934,17,18,37,21721,23822,45547,2654,2125,4771,4592,4182,8776,115,112,226,0,0,5,64,70,133,146,148,293,218,218,431,11957,11073,23033,130,93,222,37,66,106,12128,11238,23365,3655,3391,7048,46699,47260,93963
SED10073,1961,2844,4804,2792,3228,6023,50,61,115,859,1040,1901,61,69,125,9524,10838,20362,32,33,66,862,877,1739,72,92,162,36,40,74,60,72,129,630,678,1304,242,305,550,379,447,827,1373,1617,2992,19,20,41,75,104,179,747,939,1686,1411,1607,3019,34,29,64,19258,22108,41362,2581,2344,4920,1864,1563,3425,159,159,316,5,0,6,202,201,400,211,238,451,419,437,853,19484,18383,37870,164,116,283,57,76,132,19713,18575,38285,3075,2984,6059,49010,51007,100021
SED10074,882,1160,2044,3681,4409,8089,17,14,36,632,703,1332,30,26,56,10131,11255,21382,40,51,88,894,974,1869,89,106,196,130,124,251,48,56,105,246,209,455,215,249,464,505,639,1154,732,888,1615,65,75,140,129,173,304,787,908,1700,1047,1191,2237,27,40,62,19443,22093,41539,6793,6050,12853,1889,1812,3696,41,31,70,7,10,17,957,771,1725,253,273,527,1214,1051,2262,9936,8601,18537,105,71,180,40,64,107,10080,8738,18825,2607,2541,5147,42951,43477,86432
SED10075,217,421,632,6184,7813,14002,0,0,7,338,393,736,4,3,5,10160,11389,21552,31,36,69,1672,1648,3314,212,252,461,52,70,121,151,188,346,56,54,105,86,132,221,359,392,749,668,805,1474,79,112,189,40,64,105,863,1211,2076,1187,1340,2521,12,18,35,22152,25935,48086,157,182,340,499,535,1034,15,10,21,17,7,21,15,24,40,107,150,262,136,186,325,17182,15326,32513,128,105,226,50,69,117,17361,15495,32858,2739,2467,5203,43277,45231,88503
SED10076,281,434,713,6457,7549,14005,0,0,0,555,683,1242,0,0,0,6601,7578,14178,24,22,42,311,263,578,183,224,405,38,54,94,97,95,189,8,13,19,90,96,187,197,241,442,840,967,1809,77,90,172,34,48,81,823,1144,1968,727,890,1616,21,24,42,17083,19970,37053,213,169,385,126,95,219,30,46,78,17,13,30,45,36,76,95,132,225,150,184,334,16517,15056,31570,116,74,194,66,92,163,16703,15229,31930,3062,2883,5947,37651,39006,76660
SED10077,2923,3843,6770,1880,2043,3927,5,5,16,472,535,1009,12,10,14,11003,11790,22794,17,23,37,1640,1854,3493,89,126,219,20,20,40,40,43,85,264,260,527,185,212,400,199,287,486,1014,1282,2294,34,40,77,66,76,146,503,666,1174,1024,1248,2275,34,24,62,18522,20557,39076,8333,6239,14570,1813,1494,3305,52,41,95,5,0,3,166,153,325,167,179,347,337,338,668,15533,15099,30628,130,118,250,51,80,134,15720,15293,31013,3498,3220,6718,51196,51026,102224
SED10078,1517,2181,3701,1726,2027,3754,0,10,12,253,282,533,0,0,0,8446,9549,17989,6,9,16,2208,2458,4670,78,114,192,17,16,30,39,47,91,76,85,170,84,103,183,133,167,296,306,385,696,10,19,34,20,37,61,320,394,714,561,682,1240,15,11,32,14292,16403,30697,1575,1231,2805,863,757,1617,135,158,294,7,14,23,29,28,57,175,183,355,211,220,433,17841,18043,35886,302,275,574,74,120,196,18215,18433,36654,2522,2313,4830,39337,41688,81026
SED10079,184,285,465,6324,7651,13977,0,0,0,636,739,1383,7,0,3,7010,7857,14866,13,10,23,195,193,393,109,163,270,77,90,163,55,77,137,4,6,14,147,149,301,390,434,821,796,960,1760,93,151,246,101,120,217,1108,1507,2614,694,793,1489,37,40,80,17805,20956,38759,88,85,170,108,89,195,19,27,43,18,14,28,13,13,30,76,117,191,107,138,251,15815,14095,29913,87,60,150,48,74,124,15954,14232,30187,2084,1981,4067,36339,37784,74124
SED10080,3610,4829,8441,2978,3032,6009,3,8,7,258,278,533,0,0,3,7410,7339,14750,4,4,11,763,783,1546,18,19,43,20,14,32,92,89,173,36,26,70,173,142,318,181,242,420,509,497,1006,13,9,27,37,29,67,410,416,831,840,969,1806,28,18,43,13778,13914,27693,1020,739,1754,764,521,1290,694,621,1310,4,3,4,51,50,94,188,167,353,233,220,455,23673,19373,43044,328,209,531,144,165,304,24141,19737,43881,4745,3833,8576,48987,44413,93401
SED10081,199,251,458,9046,10436,19484,0,0,0,341,382,721,86,95,185,8290,9316,17606,7,16,29,64,48,110,113,151,262,38,34,72,51,71,130,13,14,26,115,94,212,308,374,683,1217,1393,2603,82,100,189,83,77,164,1197,1455,2652,809,859,1666,30,22,48,21886,24950,46833,282,263,545,199,142,340,12,3,11,18,21,38,103,84,183,64,140,207,186,241,426,13412,11767,25177,70,64,138,18,47,67,13502,11878,25378,3541,3321,6862,39805,41051,80856
SED10082,271,415,685,5704,7170,12877,0,0,0,528,635,1159,6,4,14,7824,8996,16819,40,72,110,246,254,507,169,221,397,28,42,67,73,103,178,44,44,85,552,584,1131,288,389,677,707,855,1556,43,61,103,186,211,401,918,1230,2146,903,1089,1989,26,34,64,18297,21989,40285,141,125,265,112,101,213,85,102,189,10,3,11,33,30,59,62,89,152,99,120,220,16114,14917,31034,135,105,237,63,123,190,16310,15150,31462,2125,2165,4289,37447,40164,77613
SED10083,254,432,692,5595,6842,12436,4,9,12,528,680,1211,71,78,149,7926,9123,17050,17,47,64,236,271,503,116,149,259,85,101,187,64,82,147,28,34,68,348,383,730,346,416,760,677,815,1483,63,76,141,154,167,318,774,1141,1910,832,960,1795,31,34,59,17895,21384,39283,231,182,413,165,140,303,35,42,77,5,8,8,71,77,147,99,121,210,167,200,367,15364,14222,29582,142,104,245,59,89,149,15571,14408,29979,2362,2528,4891,36685,39326,76009
SED10084,303,489,796,5590,6815,12415,0,0,0,332,404,736,0,0,0,7622,8971,16591,36,53,93,117,143,260,317,379,705,39,52,86,100,143,244,15,12,33,107,158,257,382,503,886,998,1195,2190,24,68,93,182,223,400,880,1236,2117,750,951,1701,33,29,58,17531,21345,38878,171,166,343,47,46,93,59,56,117,10,9,15,102,82,177,91,157,246,199,242,445,17054,16247,33299,97,98,198,94,158,247,17245,16501,33745,3338,3404,6744,38895,42255,81148
SED10085,147,246,399,9587,10582,20173,0,0,0,519,554,1072,72,68,143,7816,8127,15942,8,7,20,58,56,116,104,138,242,36,37,71,40,50,88,19,14,26,120,102,219,173,197,369,953,896,1842,53,69,122,99,87,187,1288,1557,2843,608,649,1251,49,52,93,21607,23237,44846,141,118,263,102,68,168,20,17,31,18,12,27,28,25,56,73,115,193,121,155,272,14019,12053,26074,85,57,142,45,58,100,14153,12172,26317,3686,2843,6531,39970,38853,78827
SED10086,355,581,937,3141,3792,6933,4,0,6,80,103,189,0,0,0,6314,7716,14029,4,3,9,1148,1418,2565,28,37,66,10,3,17,69,85,153,28,33,64,64,74,135,72,90,162,381,387,766,4,3,8,15,24,40,226,278,506,345,470,811,10,11,22,11944,14536,26480,188,211,396,188,198,387,7636,8200,15837,0,0,0,28,23,50,79,115,190,108,143,242,14421,14823,29248,154,122,281,67,144,214,14646,15092,29741,2914,3101,6012,37972,42063,80036
SED10087,241,283,519,6313,7406,13715,0,0,0,476,486,959,92,92,184,10412,11694,22105,41,34,78,132,110,235,90,120,207,39,39,78,333,423,756,102,111,215,221,197,421,329,403,739,1377,1599,2980,50,61,117,110,122,230,1220,1606,2823,789,905,1689,11,19,33,22124,25438,47564,446,364,817,367,309,683,6,12,22,12,13,27,132,104,229,479,557,1031,616,672,1289,13175,12078,25253,101,72,172,32,57,88,13305,12207,25512,3092,2839,5934,40196,42129,82326
SED10088,786,1056,1842,4900,5962,10863,15,23,38,366,435,808,0,0,0,10128,10951,21076,4,11,17,745,800,1550,87,133,218,85,112,198,78,123,202,209,218,423,177,182,359,310,376,683,622,759,1371,34,46,81,22,27,54,716,915,1629,858,1014,1869,17,27,47,19377,22106,41483,697,572,1267,357,304,657,114,145,251,0,0,0,182,149,332,139,177,320,326,328,654,17007,15769,32775,139,87,220,62,135,196,17202,15989,33191,2009,1979,3984,40861,42467,83325
SED10089,388,524,915,5192,6363,11560,0,0,0,748,834,1578,28,25,54,7419,8661,16078,18,24,47,615,600,1213,67,90,153,85,87,167,53,68,121,35,30,63,336,351,691,484,552,1040,753,844,1597,148,187,339,159,186,341,1192,1674,2856,1179,1395,2577,45,45,92,18556,22003,40567,660,550,1204,1290,995,2292,19,24,41,13,9,23,149,104,251,100,155,262,258,272,526,18605,17125,35731,190,146,335,52,90,142,18845,17356,36211,2719,2638,5360,42742,44369,87111
SED10090,1335,2098,3432,4075,4728,8805,25,31,52,344,432,781,0,0,4,8390,9832,18226,19,24,46,623,679,1301,32,28,65,19,8,30,71,107,180,276,305,581,181,198,381,183,262,445,735,887,1622,16,13,22,21,23,46,557,808,1363,697,945,1639,15,22,32,16277,19339,35615,1270,1249,2522,435,425,870,435,467,904,0,0,0,71,60,134,148,196,343,216,258,478,19025,18919,37943,204,151,348,62,90,149,19283,19159,38440,2226,2362,4587,41480,45372,86851
SED10091,247,365,612,7839,9256,17097,3,6,13,471,467,932,160,151,307,10416,11001,21420,27,42,66,513,479,995,141,169,309,42,51,91,89,114,203,29,32,56,98,109,202,240,313,551,635,811,1448,49,46,96,53,60,115,915,1067,1980,760,856,1621,57,62,119,22548,25090,47634,319,288,608,294,254,551,70,67,138,7,6,12,70,66,135,80,145,223,153,221,369,14591,13281,27869,117,117,235,41,92,134,14746,13486,28235,2529,2486,5009,40907,42254,83158
SED10092,495,706,1204,4006,4897,8901,3,6,13,330,354,685,55,61,121,9111,9921,19034,28,39,69,2805,2879,5686,120,167,280,36,42,83,117,134,247,96,98,198,127,164,288,326,399,727,575,683,1256,55,97,148,44,63,108,651,931,1581,1552,1608,3161,27,22,46,20071,22572,42642,600,459,1062,1983,1816,3801,30,22,57,6,4,6,93,93,189,108,160,266,204,254,462,15710,14111,29815,164,154,319,71,101,175,15945,14368,30311,2994,2774,5765,42327,42976,85299
SED10093,270,435,704,6451,7886,14331,3,0,3,567,725,1298,12,17,30,8538,9911,18446,20,22,42,271,281,555,140,210,352,91,105,197,57,64,117,52,47,97,295,340,637,323,416,740,680,822,1507,82,102,184,146,171,320,728,978,1701,802,906,1707,28,38,66,19289,23033,42325,298,279,575,209,176,380,21,22,47,14,19,34,63,60,121,115,164,279,184,245,435,16671,15069,31743,109,91,201,58,104,167,16843,15264,32109,2976,2985,5964,40098,42439,82534
SED19494,61,71,134,488,411,898,0,0,0,51,41,92,0,0,0,658,555,1214,3,4,7,52,49,96,11,21,30,4,7,15,15,13,28,4,6,9,11,4,18,39,38,70,67,67,138,6,18,26,11,16,30,89,88,175,107,116,222,3,0,5,1626,1443,3064,41,24,64,98,68,163,10,8,16,3,5,9,3,4,6,25,34,65,36,40,79,2014,1648,3662,23,19,40,13,22,31,2051,1685,3736,2454,1655,4113,6375,4997,11371
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,901,1282,2182,2121,2438,4562,0,5,3,231,266,499,4,0,0,6503,7587,14085,11,20,30,1658,1809,3465,33,40,75,21,24,44,98,120,216,76,72,150,103,117,221,229,258,486,350,387,735,3,11,19,13,27,42,495,599,1092,674,848,1525,19,23,39,12638,14650,27282,1510,1320,2824,867,810,1678,402,388,794,0,4,3,101,65,167,149,173,329,258,243,502,19797,18838,38635,214,169,384,86,144,232,20100,19153,39250,3322,3113,6429,39988,40958,80946
SED20207,1511,2001,3516,2061,2603,4666,3,0,7,653,729,1382,3,0,5,11345,12585,23929,67,74,140,2013,1955,3974,121,144,260,136,147,281,162,190,348,147,150,296,279,318,594,582,640,1217,553,639,1193,27,46,70,67,71,143,546,767,1310,1724,1939,3670,29,32,59,20510,23021,43536,6354,5978,12328,3175,2973,6148,28,28,56,0,0,3,1145,1019,2159,219,256,476,1364,1274,2640,17233,16041,33279,142,96,242,65,74,140,17444,16218,33657,3472,3180,6653,53859,54672,108534
SED20302,1852,2077,3931,3947,4877,8827,0,0,0,871,1051,1918,8,13,17,9320,10600,19916,68,83,153,576,568,1144,136,167,302,148,171,315,101,141,242,264,241,507,179,201,379,704,829,1532,768,909,1673,66,100,161,175,188,360,1074,1490,2566,1587,1864,3457,49,48,95,20039,23540,43573,2816,2645,5458,1904,1808,3710,30,24,55,10,0,14,2722,2457,5179,154,223,372,2884,2676,5563,22998,22126,45122,166,135,301,77,136,209,23238,22393,45632,3949,3942,7890,56705,59110,115817
SED20401,869,1147,2014,1878,2499,4387,0,0,0,798,916,1713,33,32,69,4934,5739,10667,157,179,338,421,429,850,54,84,137,115,142,255,130,164,297,45,48,91,105,123,227,379,480,858,454,554,1002,49,81,125,92,103,195,606,858,1465,969,1181,2154,104,120,223,11315,13742,25052,938,923,1857,320,288,609,17,22,39,0,0,0,191,196,388,177,209,388,367,409,778,15604,14401,30007,122,77,202,54,109,164,15778,14592,30374,1991,1967,3955,31604,33082,64685
SED20508,148,295,439,3349,4244,7590,0,0,0,517,616,1136,0,0,0,7278,8253,15529,33,40,78,381,357,739,73,87,160,11,15,25,130,191,323,0,0,6,66,73,142,179,210,388,670,765,1435,63,67,131,19,21,40,1400,2066,3468,608,757,1364,22,20,41,14808,17776,32585,107,105,210,98,93,190,22,23,43,6,0,6,43,33,82,48,95,141,99,126,226,16562,15951,32522,124,86,212,38,112,153,16732,16154,32883,2288,2477,4763,34296,37050,71339
SED20604,215,253,468,4005,4800,8800,0,0,0,463,549,1007,12,10,18,6316,7156,13471,19,23,38,113,111,224,180,221,394,36,37,71,339,413,753,10,4,14,101,122,221,268,318,584,625,716,1345,42,71,111,70,92,157,1126,1510,2636,787,885,1680,14,25,35,14512,17045,31560,281,273,553,118,82,201,19,19,37,4,4,13,102,92,197,80,107,186,193,210,398,16286,15262,31544,107,85,191,54,77,137,16448,15422,31871,2843,2483,5325,34619,35781,70404
