SED_CODE_2021,F_Chile_0_4,F_Chile_5_14,F_Chile_15_24,F_Chile_25_44,F_Chile_45_54,F_Chile_55_64,F_Chile_65_74,F_Chile_75_84,F_Chile_85ov,F_Chile_Tot,F_China_0_4,F_China_5_14,F_China_15_24,F_China_25_44,F_China_45_54,F_China_55_64,F_China_65_74,F_China_75_84,F_China_85ov,F_China_Tot,F_Croatia_0_4,F_Croatia_5_14,F_Croatia_15_24,F_Croatia_25_44,F_Croatia_45_54,F_Croatia_55_64,F_Croatia_65_74,F_Croatia_75_84,F_Croatia_85ov,F_Croatia_Tot,F_Egypt_0_4,F_Egypt_5_14,F_Egypt_15_24,F_Egypt_25_44,F_Egypt_45_54,F_Egypt_55_64,F_Egypt_65_74,F_Egypt_75_84,F_Egypt_85ov,F_Egypt_Tot,F_England_0_4,F_England_5_14,F_England_15_24,F_England_25_44,F_England_45_54,F_England_55_64,F_England_65_74,F_England_75_84,F_England_85ov,F_England_Tot,F_Fiji_0_4,F_Fiji_5_14,F_Fiji_15_24,F_Fiji_25_44,F_Fiji_45_54,F_Fiji_55_64,F_Fiji_65_74,F_Fiji_75_84,F_Fiji_85ov,F_Fiji_Tot,F_France_0_4,F_France_5_14,F_France_15_24,F_France_25_44,F_France_45_54,F_France_55_64,F_France_65_74,F_France_75_84,F_France_85ov,F_France_Tot,F_Germany_0_4,F_Germany_5_14,F_Germany_15_24,F_Germany_25_44,F_Germany_45_54,F_Germany_55_64,F_Germany_65_74,F_Germany_75_84,F_Germany_85ov,F_Germany_Tot,F_Greece_0_4,F_Greece_5_14,F_Greece_15_24,F_Greece_25_44,F_Greece_45_54,F_Greece_55_64,F_Greece_65_74,F_Greece_75_84,F_Greece_85ov,F_Greece_Tot,F_Hong_Kong_SAR_Ch_0_4,F_Hong_Kong_SAR_Ch_5_14,F_Hong_Kong_SAR_Ch_15_24,F_Hong_Kong_SAR_Ch_25_44,F_Hong_Kong_SAR_Ch_45_54,F_Hong_Kong_SAR_Ch_55_64,F_Hong_Kong_SAR_Ch_65_74,F_Hong_Kong_SAR_Ch_75_84,F_Hong_Kong_SAR_Ch_85ov,F_Hong_Kong_SAR_Ch_Tot,F_India_0_4,F_India_5_14,F_India_15_24,F_India_25_44,F_India_45_54,F_India_55_64,F_India_65_74,F_India_75_84,F_India_85ov,F_India_Tot,F_Indonesia_0_4,F_Indonesia_5_14,F_Indonesia_15_24,F_Indonesia_25_44,F_Indonesia_45_54,F_Indonesia_55_64,F_Indonesia_65_74,F_Indonesia_75_84,F_Indonesia_85ov,F_Indonesia_Tot,F_Iran_0_4,F_Iran_5_14,F_Iran_15_24,F_Iran_25_44,F_Iran_45_54,F_Iran_55_64,F_Iran_65_74,F_Iran_75_84,F_Iran_85ov,F_Iran_Tot,F_Iraq_0_4,F_Iraq_5_14,F_Iraq_15_24,F_Iraq_25_44,F_Iraq_45_54,F_Iraq_55_64,F_Iraq_65_74,F_Iraq_75_84,F_Iraq_85ov,F_Iraq_Tot,F_Ireland_0_4,F_Ireland_5_14,F_Ireland_15_24,F_Ireland_25_44,F_Ireland_45_54,F_Ireland_55_64,F_Ireland_65_74,F_Ireland_75_84,F_Ireland_85ov,F_Ireland_Tot,F_Italy_0_4,F_Italy_5_14,F_Italy_15_24,F_Italy_25_44,F_Italy_45_54,F_Italy_55_64,F_Italy_65_74,F_Italy_75_84,F_Italy_85ov,F_Italy_Tot,F_Japan_0_4,F_Japan_5_14,F_Japan_15_24,F_Japan_25_44,F_Japan_45_54,F_Japan_55_64,F_Japan_65_74,F_Japan_75_84,F_Japan_85ov,F_Japan_Tot,F_Korea_South_0_4,F_Korea_South_5_14,F_Korea_South_15_24,F_Korea_South_25_44,F_Korea_South_45_54,F_Korea_South_55_64,F_Korea_South_65_74,F_Korea_South_75_84,F_Korea_South_85ov,F_Korea_South_Tot,F_Lebanon_0_4,F_Lebanon_5_14,F_Lebanon_15_24,F_Lebanon_25_44,F_Lebanon_45_54,F_Lebanon_55_64,F_Lebanon_65_74,F_Lebanon_75_84,F_Lebanon_85ov,F_Lebanon_Tot,F_Malaysia_0_4,F_Malaysia_5_14,F_Malaysia_15_24,F_Malaysia_25_44,F_Malaysia_45_54,F_Malaysia_55_64,F_Malaysia_65_74,F_Malaysia_75_84,F_Malaysia_85ov,F_Malaysia_Tot
SED30024,0,0,0,19,3,3,0,0,0,26,0,3,3,24,19,7,0,3,3,61,0,0,0,3,4,4,7,0,0,15,0,0,0,0,0,0,5,3,0,7,3,26,48,204,161,219,209,134,71,1087,0,0,0,4,3,7,0,5,0,31,4,3,0,28,4,9,4,4,3,58,0,0,0,45,11,19,14,18,10,121,0,0,0,0,0,6,4,0,3,13,0,0,0,3,4,0,4,0,0,13,0,0,3,18,5,8,0,3,0,39,0,3,7,17,3,3,5,0,0,38,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,6,0,3,3,21,10,7,18,0,3,65,0,0,3,17,4,9,15,8,3,53,3,0,8,58,37,10,5,0,0,123,0,0,0,7,8,0,0,0,0,16,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,9,13,0,4,33
SED30025,0,0,0,3,0,0,0,0,0,13,0,4,16,73,23,26,4,4,0,152,0,0,0,0,0,3,0,4,0,6,0,0,5,0,0,4,0,0,0,12,5,51,84,204,223,198,115,71,30,982,0,4,3,35,10,17,12,9,3,90,0,0,3,20,3,4,6,0,4,47,0,3,10,38,12,10,17,8,0,103,0,0,0,0,0,0,0,0,5,5,0,3,3,27,15,9,6,0,0,65,0,15,16,142,40,13,14,7,0,241,0,0,5,16,9,3,0,0,0,38,0,4,3,49,5,4,9,0,0,70,0,0,0,0,0,0,0,0,0,0,0,5,9,37,13,8,5,5,0,84,0,0,0,11,4,11,23,28,17,95,0,3,5,23,22,5,0,0,0,56,0,3,3,37,10,5,0,0,0,55,0,0,0,0,0,0,0,0,0,3,0,3,0,34,16,17,13,9,0,97
SED30026,0,0,3,3,0,0,0,0,0,11,0,6,14,68,16,11,17,0,4,140,0,0,0,0,0,0,5,6,0,4,0,4,0,4,0,0,0,0,0,11,7,50,70,231,164,145,113,93,56,929,0,0,6,14,12,12,5,6,0,46,0,3,3,26,12,3,0,5,0,51,0,4,3,39,26,16,24,11,6,118,0,0,0,4,0,0,0,0,0,6,0,4,0,23,3,3,5,4,0,40,5,13,13,134,38,19,14,8,0,243,0,4,3,7,10,4,12,0,0,45,0,0,0,33,5,3,0,0,0,46,0,0,3,4,6,0,5,0,0,24,0,5,6,35,19,0,5,6,4,84,0,0,3,13,5,15,11,14,12,66,0,0,7,35,27,10,0,0,0,79,0,5,8,32,14,5,0,0,0,59,0,0,0,0,0,0,0,0,0,6,0,3,0,36,22,21,16,3,0,108
SED30027,0,0,3,0,0,10,5,4,0,22,0,15,20,117,35,34,16,3,0,244,0,0,0,3,8,8,14,15,4,56,0,0,0,3,0,0,3,6,0,10,3,22,59,169,182,227,213,175,72,1132,0,0,6,19,5,11,8,0,0,54,0,0,0,13,4,5,8,0,0,41,0,0,0,23,10,14,35,33,13,134,0,0,0,6,0,3,10,3,0,20,0,0,0,21,9,10,4,0,0,46,4,16,31,181,22,11,12,3,3,280,0,0,6,18,19,4,4,5,0,52,0,0,0,10,6,4,3,0,0,25,0,0,0,5,0,6,0,0,0,11,0,7,6,8,7,3,7,3,0,43,0,0,0,4,0,9,12,8,3,33,0,3,7,65,76,39,14,9,0,213,3,4,18,40,30,17,6,10,0,130,0,0,0,3,0,3,3,0,0,16,0,4,6,12,16,22,10,4,0,73
SED30028,0,0,0,3,0,0,0,0,0,3,0,5,4,20,18,6,5,0,0,61,0,3,0,0,0,4,7,0,0,11,0,4,0,9,0,0,0,0,0,16,0,21,13,76,116,139,81,70,23,540,0,0,3,15,16,6,5,3,0,46,0,0,0,3,0,0,4,3,0,12,0,0,0,8,10,14,18,11,0,63,0,0,0,0,0,0,0,0,6,5,0,0,0,6,0,0,0,0,0,4,8,21,14,118,21,7,0,0,0,186,0,0,8,19,10,0,0,0,0,39,0,0,0,6,5,4,0,0,0,13,0,0,0,0,6,0,0,0,0,6,0,0,9,14,3,3,0,3,3,33,0,5,0,9,0,0,4,0,0,16,0,0,0,8,0,0,0,0,0,16,0,0,0,4,6,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,3,14,3,8,0,0,0,30
SED30029,0,0,0,5,4,3,0,0,0,6,0,0,3,20,5,6,0,0,0,44,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,3,0,0,5,4,11,68,163,211,344,302,177,50,1326,0,0,0,7,6,4,7,0,0,30,0,0,0,9,0,5,10,5,0,31,0,0,8,12,23,33,50,19,7,152,0,0,0,0,0,0,0,0,0,0,0,5,0,3,3,3,0,0,0,18,0,3,3,16,6,3,5,10,0,42,0,0,5,7,3,0,3,0,0,20,0,3,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,11,10,8,7,12,0,48,0,0,0,4,3,13,9,8,9,39,0,0,3,11,6,6,3,0,0,30,0,0,0,11,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,12,12,0,0,36
SED30030,0,0,0,13,0,7,6,0,0,23,0,8,24,189,37,33,16,21,14,342,0,0,0,7,5,8,3,4,0,32,0,0,0,3,0,0,7,6,5,17,0,44,66,225,118,89,66,64,10,678,0,0,9,27,15,24,12,8,0,87,0,4,0,22,5,8,0,0,0,42,0,6,0,58,12,6,10,9,5,124,0,0,0,5,0,10,10,24,9,51,0,5,16,46,13,8,6,0,0,94,5,26,47,392,24,15,19,6,4,539,0,0,8,25,10,9,0,4,0,59,0,5,8,44,5,4,7,0,0,71,0,0,0,4,0,0,0,0,0,10,0,10,4,50,20,13,3,6,4,110,0,0,5,22,7,3,20,24,29,114,0,11,6,79,38,9,4,3,0,152,0,7,15,93,23,10,3,0,0,150,0,0,0,4,3,6,3,3,0,26,0,10,9,83,25,16,11,3,0,158
SED30031,0,0,0,5,0,0,0,0,0,5,0,0,0,42,6,3,6,0,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,51,30,62,35,31,6,241,0,0,0,10,3,0,0,0,0,19,0,0,0,0,0,3,0,0,0,8,0,0,9,16,5,3,7,10,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,5,55,5,3,0,0,0,77,0,5,0,17,4,3,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,0,0,0,20,0,0,0,0,3,0,0,0,0,7,0,0,0,9,0,0,0,0,0,11,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,4,12,3,3,0,0,0,22
SED30032,0,0,0,9,0,0,0,0,0,8,0,0,0,16,8,6,3,0,0,41,0,0,0,0,0,4,3,0,0,8,0,0,0,0,0,0,0,0,0,3,0,10,24,65,123,272,267,184,41,981,0,0,0,7,4,9,6,0,0,26,0,0,0,11,0,6,5,3,0,30,0,0,4,14,11,33,42,42,5,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,3,0,44,4,0,3,0,0,61,0,0,4,5,10,6,11,0,0,35,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,6,0,0,21,0,0,0,11,3,7,3,4,0,22,0,0,0,9,6,7,0,0,0,22,0,0,0,10,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,5,0,0,27
SED30033,0,0,0,0,0,3,0,0,0,5,0,3,0,17,16,28,3,0,0,72,0,0,0,0,0,4,3,3,5,14,0,0,0,5,4,0,4,0,0,13,0,13,39,104,144,325,450,406,117,1600,0,0,4,17,3,11,4,5,0,50,0,0,0,4,0,5,3,8,3,26,0,0,5,5,14,33,71,49,30,207,0,0,0,0,0,0,4,0,0,8,0,0,0,3,6,3,0,0,0,17,6,6,3,74,15,7,4,10,0,123,0,0,0,8,9,9,3,6,0,43,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,4,8,10,4,14,10,3,58,0,0,0,10,3,10,9,9,0,44,0,0,3,6,6,4,5,0,0,27,0,0,3,7,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,4,0,0,0,13,11,14,16,5,0,53
SED30034,0,0,0,4,0,0,0,0,0,4,0,0,0,13,9,8,4,0,3,42,0,0,0,0,0,0,8,5,0,18,0,0,0,0,0,0,0,0,0,4,0,8,16,95,97,203,175,146,44,790,0,0,0,13,13,4,4,0,0,35,0,0,0,12,4,4,0,3,0,23,0,6,0,37,18,35,39,34,6,174,0,0,0,0,0,0,0,3,8,13,0,0,0,7,0,5,4,0,0,20,5,9,17,226,29,25,11,9,0,329,0,3,0,13,10,3,12,3,5,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,19,9,3,5,7,0,43,0,0,3,17,5,6,51,69,63,215,0,3,0,30,8,3,0,0,0,54,0,0,0,13,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,6,5,3,0,30
SED30035,0,0,0,0,0,0,0,0,0,0,0,4,0,7,7,5,0,3,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,28,109,94,151,124,59,25,592,0,0,3,10,8,5,0,0,0,35,0,0,0,3,3,6,4,4,0,20,0,0,4,17,0,17,19,13,4,73,0,0,0,0,0,4,0,0,0,6,0,0,0,4,3,0,0,0,0,6,0,7,3,39,5,5,7,0,3,65,0,6,4,6,4,0,0,0,0,21,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,6,5,12,3,9,3,3,4,41,0,0,0,0,3,8,37,54,52,159,0,0,0,10,0,3,0,0,0,11,0,0,0,7,8,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,6,0,6,0,26
SED30036,0,0,0,3,12,4,7,4,0,36,6,20,35,166,64,56,33,10,9,387,0,0,0,5,6,10,6,5,3,28,3,9,17,7,4,0,0,0,0,41,0,9,35,77,93,142,121,160,67,698,4,4,11,99,62,46,30,12,3,269,0,0,0,7,4,3,4,8,0,23,0,0,0,13,7,5,35,16,5,82,0,0,0,0,0,0,0,0,0,3,0,4,4,41,11,7,12,0,0,76,3,48,100,603,103,59,42,28,0,982,0,4,6,41,28,10,3,4,0,101,0,8,19,58,12,4,6,0,0,110,0,7,25,49,14,5,6,0,0,98,0,9,0,5,9,7,3,10,3,32,0,0,0,9,0,3,7,12,7,41,0,0,7,25,18,4,0,0,0,59,0,8,10,51,17,7,4,3,0,107,0,0,0,0,0,4,4,0,0,13,0,5,11,63,18,18,10,6,0,136
SED30037,0,0,0,0,0,5,0,0,0,8,0,7,6,29,19,14,6,0,0,81,0,0,0,0,0,6,0,5,0,7,0,0,0,0,0,0,0,0,0,5,0,24,20,85,83,169,112,90,30,620,0,0,0,15,15,3,4,0,0,44,0,0,0,0,5,6,0,0,0,9,0,0,4,10,13,10,15,11,6,65,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,7,3,0,3,22,0,27,19,193,23,23,4,0,4,283,0,0,0,10,3,6,0,3,0,24,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,3,5,7,5,9,0,3,32,0,0,0,0,0,0,3,4,0,13,0,0,0,11,4,3,3,0,0,24,0,0,0,20,4,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,3,25,13,12,5,8,0,62
SED30038,0,0,0,0,0,3,0,0,0,5,0,3,0,22,13,6,3,0,0,46,0,0,0,5,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,14,31,91,124,189,169,116,37,771,0,0,0,14,5,6,4,4,0,29,0,0,0,4,0,4,0,6,0,12,0,0,0,25,12,12,14,14,0,72,0,0,0,0,0,0,0,3,0,7,0,0,3,7,0,6,0,4,0,15,0,0,3,42,12,3,8,7,0,79,0,6,0,5,9,4,0,0,0,16,0,3,0,5,0,0,0,0,0,10,0,0,4,0,0,0,0,0,0,4,0,0,3,5,5,6,5,0,0,25,0,0,0,0,0,0,4,0,0,9,0,0,0,10,0,4,0,0,0,16,0,0,0,13,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,3,12,19,19,13,4,0,73
SED30039,0,3,3,12,14,9,11,3,0,56,0,0,0,114,35,18,8,0,0,178,0,0,0,0,11,3,6,0,0,24,0,0,3,6,0,0,0,0,0,13,7,73,123,267,263,285,193,107,24,1342,0,5,9,86,48,22,9,4,4,184,0,0,3,13,10,3,3,0,0,29,0,0,10,18,18,26,20,4,4,100,0,3,0,0,0,0,0,0,0,7,0,0,10,26,9,10,12,0,0,68,12,110,79,983,126,47,34,11,3,1403,0,3,3,28,13,4,4,4,0,66,0,3,9,44,15,9,3,0,0,80,0,5,0,10,10,0,0,0,0,27,0,3,6,15,5,14,6,5,4,56,0,0,3,4,3,3,7,6,0,25,0,0,3,30,15,0,0,0,0,64,0,4,8,54,20,3,4,0,0,89,0,0,0,0,0,0,0,0,0,4,0,3,8,63,27,17,10,0,0,133
SED30040,0,0,0,0,0,0,0,0,0,9,0,0,7,31,7,11,11,0,0,63,0,0,0,0,0,0,6,0,3,17,0,0,0,0,0,0,0,4,0,3,3,60,114,232,253,262,256,199,107,1489,0,0,3,7,0,8,5,3,0,37,0,0,0,16,5,8,5,3,3,36,3,3,0,40,20,18,32,41,14,181,0,0,0,0,0,0,0,6,5,7,0,0,0,6,0,0,5,0,0,18,0,8,16,91,12,9,4,0,8,148,0,3,6,10,3,0,3,0,0,30,0,0,3,9,3,0,0,4,0,15,0,0,0,0,0,0,0,0,0,0,0,4,4,14,15,7,9,14,6,63,0,0,3,12,4,10,12,3,4,52,0,4,3,13,14,5,4,0,0,42,0,3,0,34,3,0,0,0,0,45,0,0,0,0,0,0,0,0,0,8,0,0,0,20,8,7,9,5,0,51
SED30041,0,0,0,0,0,0,0,0,0,3,0,5,9,70,9,9,4,0,0,106,0,0,0,0,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,3,25,27,96,102,152,122,96,39,647,0,0,4,14,3,5,4,0,0,28,0,0,0,3,0,4,0,5,0,20,0,0,0,17,7,11,17,12,8,79,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,4,0,0,0,12,0,5,13,82,9,14,3,3,0,124,0,0,0,3,9,0,0,0,3,20,0,0,0,3,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,6,0,12,3,3,3,3,0,27,0,0,0,3,0,3,0,4,0,14,0,4,0,8,7,0,0,0,0,19,0,0,0,3,7,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,4,0,10,4,7,0,0,0,28
SED30042,0,0,0,0,0,0,0,0,0,9,0,8,7,40,15,11,3,0,0,86,0,0,0,4,0,7,0,0,0,13,0,0,5,0,0,0,0,0,0,6,4,40,117,200,240,249,200,129,40,1220,0,0,3,27,17,21,8,10,0,88,0,0,0,11,0,0,0,0,0,20,0,0,0,17,18,13,30,12,0,97,0,0,0,0,0,0,0,3,0,3,0,0,0,11,4,0,0,0,0,20,0,9,8,95,15,11,8,6,0,141,0,0,3,15,3,0,3,5,0,32,0,0,0,3,0,0,0,0,0,9,0,0,5,3,0,0,0,0,0,16,3,3,4,12,5,7,6,4,0,50,0,0,0,3,0,7,9,3,3,29,0,0,0,16,13,4,0,0,0,28,0,4,0,30,4,7,0,0,0,45,0,0,0,0,4,0,0,0,0,4,0,0,0,14,12,9,14,3,0,49
SED30043,0,0,0,3,4,0,0,0,0,11,0,0,17,72,5,7,3,0,0,105,0,0,0,0,0,0,3,0,0,4,0,0,3,0,0,0,0,0,0,0,0,6,36,81,109,222,158,115,33,757,0,0,3,7,5,8,10,0,0,26,0,0,7,6,0,3,0,0,0,20,0,0,6,16,15,21,20,16,9,104,0,0,0,0,0,0,0,0,0,0,0,5,24,11,0,4,0,0,0,45,0,6,19,119,3,6,3,5,0,164,0,4,0,11,9,4,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,7,0,4,3,12,3,8,5,0,3,34,0,0,0,3,0,0,3,0,0,11,0,0,3,42,6,0,0,0,0,56,0,0,10,45,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,6,3,14,3,11,5,0,0,42
SED30044,0,0,0,0,0,3,0,0,0,10,0,8,9,80,22,25,12,11,3,166,0,0,0,7,3,6,7,10,3,38,0,6,0,4,0,7,7,0,0,16,0,20,52,163,173,318,275,202,58,1256,0,4,18,79,34,18,12,0,0,168,0,0,3,7,0,0,4,0,0,18,0,0,0,19,15,22,40,15,10,123,0,0,0,0,0,0,3,0,0,5,0,0,0,29,4,13,9,0,3,55,10,22,59,423,23,22,14,14,0,585,0,4,5,22,5,13,8,0,0,55,0,0,4,16,0,0,0,0,0,27,0,3,8,13,0,3,0,0,0,38,0,0,0,12,4,10,3,3,4,42,0,0,0,3,0,4,5,3,4,28,0,0,3,11,9,3,0,0,0,27,0,0,0,28,12,3,3,3,0,47,0,0,0,0,0,0,0,0,0,4,0,3,3,21,17,12,12,5,0,72
SED30045,0,4,0,4,0,0,7,0,0,22,0,8,16,82,37,33,11,9,6,195,0,0,0,0,3,3,4,4,0,16,0,0,0,0,0,0,6,4,0,10,11,64,90,273,245,233,201,162,66,1349,0,0,0,46,14,26,12,8,0,106,0,7,6,27,11,6,6,0,0,60,0,4,4,37,15,23,14,12,7,120,0,0,0,0,7,3,6,4,0,19,0,5,0,15,8,12,0,0,0,45,0,10,15,104,25,20,9,7,9,186,0,6,0,15,15,0,8,0,0,47,0,0,0,15,4,3,6,0,0,26,0,0,0,0,0,0,0,0,0,4,0,10,3,69,20,5,15,7,0,136,0,4,0,13,4,4,8,7,4,48,0,3,4,23,17,11,4,0,0,62,0,0,0,28,4,7,0,0,0,40,0,0,0,0,3,0,0,0,0,7,0,0,3,23,6,10,4,6,0,55
SED30046,0,0,0,4,0,3,3,0,0,15,0,3,13,69,24,29,5,0,3,150,0,0,0,6,3,7,3,4,4,26,0,0,4,3,0,0,0,4,0,13,3,25,44,158,171,304,274,205,89,1261,0,5,0,55,31,28,14,0,4,135,0,0,0,8,0,3,4,0,0,12,0,0,3,17,14,23,38,13,10,115,0,0,0,0,0,3,5,3,0,21,0,4,0,18,0,6,3,0,0,35,0,18,28,240,24,18,16,5,0,351,0,0,6,18,12,4,4,6,0,56,0,3,4,8,3,0,6,0,0,20,0,3,0,7,3,3,0,0,0,17,0,0,0,19,8,3,12,10,4,53,0,0,4,0,0,9,10,4,6,27,0,0,0,25,13,4,0,0,0,50,0,0,3,30,10,4,3,0,0,52,0,0,0,4,4,8,0,0,0,21,0,0,0,23,11,11,18,3,0,74
SED30047,0,0,0,0,5,4,0,0,0,8,4,0,6,69,30,16,4,3,0,137,0,0,0,0,0,3,0,3,0,7,0,0,0,8,0,0,0,0,0,6,0,7,33,76,88,106,87,79,16,493,0,0,3,20,16,6,4,4,0,59,0,0,7,7,3,5,0,0,0,18,0,4,4,18,9,18,25,16,3,88,0,0,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,4,5,25,16,139,22,4,3,4,0,216,0,3,0,19,10,5,0,0,0,42,0,0,0,10,0,0,0,0,0,15,0,0,0,4,0,0,0,0,0,4,0,0,0,16,7,5,6,0,0,34,0,3,0,9,6,3,11,10,12,47,0,4,3,5,5,0,0,0,0,18,0,0,0,19,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,4,20,9,4,3,0,0,46
SED30048,6,7,3,51,6,4,0,0,0,84,7,105,382,856,158,89,57,24,9,1697,0,0,0,7,0,5,4,0,0,19,0,16,10,23,4,3,5,6,0,56,12,108,183,209,168,149,112,88,27,1062,0,0,9,30,10,12,6,7,0,68,0,6,15,39,6,9,9,4,0,87,4,7,11,55,14,16,23,23,3,145,0,0,4,0,0,4,0,0,3,19,4,27,93,84,27,29,28,3,0,299,12,83,93,437,84,24,20,10,3,767,10,20,31,99,26,11,10,3,0,209,0,19,19,122,32,9,11,4,0,219,0,0,4,3,3,0,0,0,0,15,0,6,11,28,16,18,11,8,0,103,0,3,12,30,19,7,6,6,5,94,3,24,38,100,58,19,8,0,4,257,5,28,41,123,60,10,8,0,0,282,0,0,0,6,0,0,0,0,0,9,0,16,129,153,40,25,27,13,0,410
SED30049,0,0,0,6,4,0,3,5,0,22,11,95,226,1235,211,196,128,57,16,2175,0,0,0,14,3,13,11,3,0,41,0,0,3,9,4,6,5,4,5,34,0,63,76,124,94,82,76,72,44,636,0,0,8,65,29,42,33,13,0,190,0,5,8,9,6,0,0,5,0,36,0,0,5,17,20,8,18,17,5,91,0,4,0,10,6,6,30,43,24,112,3,43,55,163,48,60,33,9,0,413,3,98,117,626,137,49,44,12,4,1096,0,0,13,58,29,11,5,15,0,136,0,3,3,61,10,13,3,0,0,95,0,4,7,18,11,0,3,0,0,39,0,14,6,19,13,3,3,5,0,68,0,0,0,13,7,5,16,18,7,67,0,5,14,59,38,8,5,3,0,126,5,52,79,343,127,34,9,4,0,646,0,0,0,9,3,6,7,0,0,27,3,17,53,181,65,47,47,13,0,426
SED30050,0,0,0,10,3,0,0,0,0,16,0,0,4,52,10,20,6,0,0,96,0,0,0,3,0,3,4,4,0,12,0,0,0,7,0,0,4,0,4,16,4,23,55,233,199,298,270,197,96,1374,0,0,0,6,3,6,7,0,0,31,0,3,0,22,3,0,3,4,0,42,0,4,4,43,22,28,44,32,5,175,0,0,0,0,4,0,4,0,4,13,0,5,3,5,6,3,9,3,0,26,3,11,22,166,12,5,7,7,0,236,0,0,0,17,6,0,3,0,6,34,0,0,0,9,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,26,4,13,11,3,0,71,0,0,4,16,9,8,3,12,7,57,0,0,6,39,7,7,3,0,0,73,0,0,6,60,3,0,0,0,0,65,0,0,0,0,0,0,0,0,0,7,0,0,6,7,11,11,5,0,0,42
SED30051,0,0,0,0,0,0,0,0,0,0,0,0,0,15,12,7,3,6,0,52,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,5,0,0,6,0,12,18,56,116,254,294,160,42,941,0,0,0,5,6,7,6,0,0,20,0,0,0,3,3,5,0,0,0,14,0,0,0,15,10,24,45,30,10,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,33,7,3,5,0,0,59,0,0,4,8,8,0,5,5,0,33,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,6,0,20,0,0,0,0,0,0,5,5,0,16,0,0,0,0,3,0,4,0,0,12,0,0,0,11,0,0,0,0,0,11,0,0,0,0,5,0,0,0,0,5,0,0,0,9,0,9,6,0,0,34
SED30052,0,0,10,55,0,4,0,0,0,75,10,30,453,610,120,67,54,26,4,1375,0,0,0,5,5,6,3,0,0,19,0,0,0,17,0,4,4,0,0,23,10,25,153,432,141,159,95,66,16,1096,0,0,5,31,12,9,5,0,0,57,0,4,27,95,6,10,5,4,0,161,5,0,20,77,10,10,14,11,0,144,0,0,0,5,0,0,4,0,0,22,0,12,107,116,34,36,14,0,4,323,26,73,99,570,40,18,12,6,0,840,0,8,61,91,14,9,7,3,0,187,0,0,8,137,9,3,6,0,0,173,0,0,0,9,5,0,0,0,0,14,0,5,6,115,13,19,16,6,0,172,0,0,13,86,14,11,32,38,30,231,6,8,39,201,29,22,5,0,6,319,0,10,82,418,53,17,14,0,0,593,0,6,0,8,3,4,0,0,0,19,0,4,64,157,18,20,14,5,0,294
