SED_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
SED30037,0,0,0,6,54,37,140,114,18,14,9,20,3,3,10,436,0,0,0,3,5,4,0,0,0,0,0,0,0,0,3,16,0,3,0,0,4,6,5,3,0,3,0,0,0,0,0,27,0,0,3,14,17,24,68,20,0,0,10,3,0,0,3,162,4,0,0,0,0,6,19,12,0,0,0,8,0,0,0,55,0,0,0,0,0,12,6,6,0,6,0,3,0,0,0,29,0,0,0,5,8,5,24,17,4,0,4,4,5,0,0,75,32,132,401,279,179,91,182,64,16,4,9,18,14,0,61,1491,0,5,6,18,7,6,34,23,0,0,3,4,5,0,0,129,0,0,0,8,12,4,16,3,0,3,8,3,0,0,0,72,11,26,61,89,102,108,268,155,58,30,29,37,12,4,32,1022,70,284,609,670,730,683,1651,939,183,139,217,235,86,32,196,6725
SED30038,0,0,0,3,49,56,90,44,12,8,13,7,4,5,13,293,3,0,0,0,8,0,8,0,0,0,0,0,0,0,0,24,0,0,6,4,9,7,10,0,0,0,0,0,0,0,0,34,0,0,9,0,17,46,135,49,4,8,3,14,0,5,4,289,0,0,0,0,7,5,8,0,4,0,0,0,0,0,3,28,0,0,0,0,0,0,5,7,3,0,4,0,0,0,0,24,0,0,5,4,7,8,20,9,4,0,5,3,0,0,4,73,43,134,525,326,212,142,265,93,16,6,4,3,6,0,70,1851,0,0,8,9,18,17,28,11,6,10,3,0,0,0,6,119,0,0,0,5,5,8,3,9,5,7,0,0,0,0,11,46,11,36,67,88,98,91,229,118,20,28,25,24,3,0,53,894,92,302,772,742,822,722,1350,667,101,126,100,102,38,23,299,6245
SED30039,0,0,0,12,125,119,307,227,36,43,43,26,12,0,18,964,0,0,0,9,44,15,22,10,3,6,0,5,0,0,0,108,0,0,4,5,19,16,45,21,9,0,4,0,0,0,3,119,0,0,7,21,39,111,341,114,12,28,48,32,10,5,4,772,0,0,0,5,17,30,100,77,7,3,8,18,3,0,0,270,0,0,0,0,9,20,40,19,4,0,0,5,0,0,0,96,0,0,0,5,27,30,30,22,3,6,6,8,4,0,3,154,23,111,526,453,389,246,869,359,48,41,33,50,19,8,55,3227,0,0,7,22,17,28,60,37,8,15,5,11,15,0,8,230,0,0,0,59,206,96,95,59,11,24,18,13,4,0,24,608,7,23,120,259,497,416,913,447,116,58,117,81,39,21,47,3167,55,239,850,1208,2189,2228,6413,3696,632,548,641,629,222,116,331,19991
SED30040,0,0,0,11,34,23,53,51,21,8,22,24,8,4,11,270,4,7,3,11,8,8,5,15,3,7,11,0,4,0,0,88,0,0,3,3,6,5,3,9,0,3,0,0,4,0,0,34,0,0,3,27,39,71,217,108,29,15,19,24,11,8,15,584,0,0,0,0,4,3,8,3,0,0,0,0,0,0,0,25,0,0,0,0,0,3,8,8,0,0,0,7,0,0,3,46,0,0,0,6,3,9,23,16,8,8,3,6,0,0,0,78,82,248,542,432,286,246,883,322,50,50,62,68,27,15,100,3412,0,7,15,19,29,24,62,28,7,18,4,0,17,8,6,242,0,0,3,0,4,8,10,8,0,3,5,9,0,0,3,55,18,81,152,130,109,108,237,188,49,37,29,29,25,5,37,1232,170,560,982,1059,1190,1050,2524,1268,272,244,256,279,155,47,287,10359
SED30041,0,0,0,5,40,34,141,189,42,19,18,37,7,0,21,560,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,12,0,0,0,0,5,0,3,0,0,0,3,0,0,0,0,20,0,4,0,10,17,26,173,56,16,11,15,30,7,0,6,385,0,0,0,0,5,3,33,34,4,3,0,17,11,0,0,109,0,0,0,0,0,0,3,13,0,0,0,0,0,0,0,15,0,0,0,0,3,3,26,20,10,4,0,9,0,0,3,73,34,153,314,204,197,106,236,100,20,21,15,29,13,0,41,1478,0,5,10,22,18,22,20,16,4,0,0,12,4,0,3,129,0,0,0,0,0,6,136,16,0,16,3,13,0,0,9,207,10,29,79,90,57,72,222,94,25,18,15,17,12,3,17,760,75,295,541,612,653,501,1576,894,181,182,199,265,118,24,174,6298
SED30042,0,0,0,19,77,84,142,106,19,11,26,29,4,6,21,534,0,3,4,0,14,11,11,0,0,0,4,3,0,0,0,40,0,0,4,16,0,5,9,11,0,0,0,0,0,0,4,52,0,0,3,11,41,62,329,136,23,30,12,25,6,8,13,697,0,0,3,6,4,7,24,25,5,0,0,0,4,0,6,81,0,0,0,0,5,5,7,8,5,3,6,15,5,0,6,65,0,0,0,0,3,8,31,23,9,5,0,0,0,4,4,104,26,162,486,398,335,205,799,275,39,41,22,19,14,8,68,2893,0,0,8,12,24,24,46,28,3,5,7,6,4,0,3,162,0,0,0,5,9,8,14,8,5,0,0,4,0,0,0,48,4,58,81,141,178,166,332,181,35,24,27,14,7,3,28,1283,69,373,758,950,1333,1197,2966,1422,237,203,205,218,92,40,282,10339
SED30043,0,0,0,7,46,36,52,36,11,16,16,16,3,0,12,255,0,0,4,0,11,0,0,0,0,0,0,0,0,0,0,19,0,0,5,9,0,3,8,8,0,3,5,5,10,0,0,50,0,0,7,10,11,25,101,23,3,0,0,8,12,0,3,203,0,0,0,4,0,0,3,10,0,6,0,3,0,0,0,25,0,0,0,0,0,4,21,35,15,32,80,118,31,0,10,333,0,0,0,0,6,0,19,9,9,7,3,8,0,0,0,64,35,163,498,291,195,102,234,65,4,12,3,12,10,0,58,1679,0,5,12,19,17,13,23,13,4,5,5,3,0,0,9,124,0,0,0,4,20,15,15,9,4,7,7,4,7,0,9,104,9,37,95,108,115,92,230,159,32,44,37,82,36,81,59,1212,72,364,756,722,826,636,1256,698,175,217,290,514,194,111,289,7121
SED30044,0,0,4,11,67,68,156,140,23,18,18,33,13,0,7,561,3,0,0,4,13,6,4,6,0,0,0,0,0,0,0,43,0,0,5,11,6,10,10,9,0,0,3,0,0,0,7,58,0,0,0,17,38,61,178,38,13,10,12,4,5,3,4,382,0,0,7,4,5,3,26,21,6,6,0,3,0,0,0,80,0,0,0,0,17,103,60,31,11,7,0,3,7,0,3,243,0,0,0,0,54,42,40,19,3,6,8,7,0,0,4,184,48,220,735,549,376,222,407,133,16,16,16,8,6,8,83,2839,0,0,17,10,7,16,33,14,5,6,0,0,3,0,8,122,0,0,0,23,47,41,40,33,7,7,0,11,3,0,18,232,10,45,191,217,405,392,759,319,85,80,52,57,12,13,79,2718,116,481,1232,1305,1968,1970,3711,2005,417,393,402,420,154,76,426,15080
SED30045,0,0,4,13,118,93,214,93,19,14,6,22,8,0,14,631,5,4,0,0,17,20,7,8,0,0,0,3,0,0,5,65,0,0,3,10,9,12,10,13,6,0,5,0,0,0,0,67,0,0,7,22,55,59,246,115,16,49,33,30,11,5,11,645,6,3,0,10,9,27,63,20,0,7,6,7,6,0,0,148,0,0,0,0,7,8,15,8,0,0,0,3,0,0,0,41,0,0,0,3,4,15,59,32,4,4,5,7,0,5,0,139,82,171,513,404,336,259,758,408,52,58,51,43,29,19,87,3263,0,0,8,22,22,30,52,21,0,3,4,7,7,4,4,195,0,0,0,13,48,20,44,25,6,0,4,0,0,0,0,167,18,36,127,177,183,201,399,227,43,55,33,41,15,18,36,1598,139,374,868,1090,1478,1460,3548,1804,285,296,277,283,136,73,286,12403
SED30046,0,0,0,14,112,96,206,165,48,40,51,31,18,0,22,808,7,8,0,6,52,7,17,5,5,0,3,0,0,0,0,105,0,0,4,8,13,10,10,3,6,0,0,0,0,0,0,56,0,0,0,21,57,83,166,46,5,13,15,6,0,0,3,413,0,3,9,9,5,11,31,19,0,6,7,0,3,0,5,103,0,0,0,0,15,27,24,29,5,7,12,7,3,0,3,123,0,0,0,0,10,7,37,29,0,5,10,4,0,0,8,122,58,208,694,581,457,259,453,139,27,11,11,12,7,0,69,2981,0,0,15,13,12,15,42,30,8,7,4,6,13,5,7,170,0,0,0,10,19,17,65,29,5,6,9,6,0,0,0,168,18,63,195,215,340,337,653,230,75,59,48,67,21,4,43,2381,126,458,1161,1427,2119,2002,3710,1933,415,369,367,398,180,63,314,15041
SED30047,0,0,0,11,97,59,379,408,95,69,85,90,37,6,21,1350,0,0,0,0,6,5,5,3,0,0,0,0,8,0,0,30,0,0,3,4,3,0,4,0,5,0,0,0,0,6,0,29,0,3,5,7,8,28,317,65,7,20,32,35,26,7,3,563,0,0,0,8,6,0,21,21,7,6,4,19,10,0,0,102,0,0,0,0,0,0,10,9,6,6,0,0,0,0,0,23,0,0,0,0,10,9,37,37,8,4,9,14,5,0,6,148,29,115,265,177,116,86,212,61,10,16,19,17,11,5,45,1172,0,0,6,8,13,13,26,21,4,6,3,0,0,0,3,105,0,0,0,6,5,9,16,18,6,5,0,11,0,0,4,80,39,72,105,106,78,75,341,141,36,38,27,71,24,20,34,1198,103,322,529,553,634,566,2158,1316,292,268,262,429,199,59,192,7885
SED30048,0,0,0,15,35,36,118,67,18,23,20,35,20,8,9,396,0,0,4,10,28,16,13,7,5,9,3,6,6,0,4,90,3,3,7,10,29,15,89,60,18,19,26,40,23,8,6,351,0,0,15,64,97,147,410,110,18,17,21,55,19,6,9,974,0,3,8,17,36,46,103,50,8,18,30,46,35,7,6,403,0,0,0,5,84,106,85,55,25,14,29,29,21,4,10,458,0,0,8,6,17,27,53,36,8,15,11,17,4,0,7,207,45,102,304,253,302,318,747,323,57,60,54,75,45,20,41,2744,0,5,21,39,52,86,163,105,42,39,47,44,44,27,15,728,0,0,0,28,48,21,51,93,20,23,42,50,27,8,9,398,25,26,98,157,236,326,632,552,147,220,308,381,213,41,36,3404,140,274,673,963,1708,2024,4828,3356,994,1214,1671,2156,1105,355,331,21782
SED30049,0,0,5,28,121,91,139,118,25,17,26,53,9,9,8,642,4,0,6,12,44,7,12,6,3,3,0,0,0,0,0,99,0,0,5,21,23,33,89,38,11,3,0,4,4,0,4,231,0,0,5,29,46,87,334,89,11,34,38,53,11,4,4,744,0,0,0,10,53,71,246,150,14,24,22,37,13,4,8,655,0,0,0,4,91,216,231,136,43,34,40,40,18,8,17,873,0,0,0,6,9,24,49,28,5,10,3,13,4,4,3,161,46,113,242,199,180,149,376,156,33,11,30,32,10,4,31,1613,0,7,12,25,27,28,58,41,4,6,15,12,5,9,7,243,0,0,6,84,158,61,61,45,10,17,21,23,16,6,13,519,16,50,161,259,344,516,564,379,75,66,99,86,49,11,37,2705,153,397,737,1082,2160,2553,6412,3907,829,877,903,1009,440,150,359,21980
SED30050,0,0,3,8,38,29,58,53,22,29,24,21,24,0,12,313,3,0,4,4,15,3,7,8,8,0,0,5,4,0,0,62,0,0,5,6,10,0,18,7,0,9,3,5,0,0,0,67,0,3,13,40,44,82,192,77,31,15,16,18,5,9,13,557,0,0,4,6,7,9,6,4,0,0,8,0,0,0,0,55,0,0,0,0,0,4,3,21,8,0,5,3,0,0,5,52,0,0,0,0,6,14,34,28,6,11,10,9,11,0,3,127,69,233,613,428,359,250,585,257,50,40,52,61,26,23,79,3122,0,3,13,33,20,35,62,47,8,7,15,26,23,8,7,300,0,0,0,5,10,5,25,18,3,4,12,7,5,0,3,93,23,69,137,141,141,136,248,244,92,100,104,122,42,15,60,1663,153,515,1035,1123,1234,1064,2216,1465,413,479,487,507,217,93,317,11314
SED30051,0,0,0,21,82,50,75,53,11,13,10,10,5,4,11,349,0,0,0,5,15,5,0,3,0,0,0,0,0,0,0,29,0,0,0,8,3,0,4,0,3,0,0,0,0,0,0,26,0,3,3,4,11,45,55,36,9,4,6,11,4,0,0,197,0,0,0,0,0,0,0,3,0,0,0,4,8,0,4,22,0,0,0,0,0,6,0,9,0,0,0,0,0,0,0,18,0,0,0,3,4,12,18,37,5,9,11,6,0,0,7,113,68,244,700,429,223,124,216,59,14,15,9,6,0,0,101,2204,0,0,12,9,14,15,28,10,10,6,5,5,0,0,0,110,0,0,0,4,0,0,4,8,0,0,0,0,0,0,3,21,17,75,140,113,110,50,90,44,15,20,21,5,10,0,27,736,134,525,1094,985,898,569,832,427,113,97,94,80,41,9,253,6156
SED30052,0,0,0,8,80,64,208,137,52,58,103,173,50,11,21,957,0,0,6,4,29,21,13,15,4,10,4,16,0,4,9,134,0,0,5,18,18,28,80,29,11,23,34,38,27,3,5,317,3,5,5,26,37,103,244,70,17,24,22,41,5,15,16,629,0,0,10,0,12,27,41,41,8,18,31,30,11,8,4,235,0,0,0,5,55,88,108,103,39,30,56,59,33,0,10,581,0,0,0,4,16,35,143,126,50,60,58,95,51,6,13,648,26,98,283,263,280,344,736,349,101,85,98,163,138,41,60,3073,0,6,15,23,24,74,135,103,26,33,45,61,57,22,7,629,0,0,4,61,55,26,56,95,19,47,63,66,49,3,12,554,14,43,110,159,267,395,890,922,413,528,775,1243,570,45,87,6450,83,330,697,924,1656,2191,4915,4098,1442,1824,2390,3561,1706,370,478,26675
SED30053,0,3,5,31,64,72,62,62,23,15,24,28,14,8,16,421,6,9,13,10,41,13,11,13,0,6,0,0,0,0,0,124,0,0,0,12,18,17,17,6,3,4,3,3,6,0,4,99,0,0,6,32,53,152,273,70,20,31,36,33,23,6,16,754,0,4,9,5,9,8,27,9,0,3,3,0,0,0,4,77,0,0,0,3,31,51,43,35,0,9,7,8,0,0,6,192,0,0,0,5,25,22,40,34,12,9,9,10,10,9,16,206,66,202,414,317,358,285,679,372,59,73,74,85,42,16,62,3092,0,8,10,20,31,47,71,54,29,13,19,19,20,4,5,358,0,0,0,10,19,16,13,11,12,8,12,3,8,0,8,115,40,94,181,224,209,287,540,478,210,233,231,275,89,8,70,3166,177,560,976,1212,1823,2078,3652,2153,580,636,687,735,325,137,384,16107
SED30054,0,0,0,10,51,33,72,52,7,16,27,31,12,0,6,305,0,0,0,10,25,13,15,10,0,0,0,0,5,0,0,82,0,0,5,10,11,16,33,16,5,11,3,13,5,4,5,142,0,5,6,30,41,71,154,46,15,12,19,4,6,5,0,415,0,3,13,9,20,14,57,35,3,3,9,17,4,0,3,202,0,0,0,0,16,41,45,28,5,4,7,8,7,0,0,175,0,0,0,9,13,12,26,26,4,3,9,9,0,0,5,118,28,93,312,268,265,245,570,262,33,34,31,31,28,9,43,2253,0,5,17,30,35,38,116,69,9,15,22,23,21,9,6,407,0,0,3,70,149,45,58,63,20,26,18,17,10,4,14,484,18,41,111,186,249,286,497,361,126,95,163,177,60,10,45,2435,104,278,668,981,1470,1440,2921,1685,392,430,498,585,257,77,230,12015
SED30055,0,0,0,8,48,30,132,108,17,17,29,24,6,0,10,429,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,6,0,0,0,5,4,0,0,0,0,0,0,0,0,0,0,12,0,0,0,7,16,14,131,12,0,0,16,10,0,4,0,205,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,8,0,0,0,0,4,6,19,10,0,9,3,4,3,0,3,62,22,68,193,89,71,58,111,47,0,6,6,14,3,0,36,724,0,4,11,8,9,6,15,4,0,0,0,0,0,0,4,69,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,26,52,54,55,47,45,95,27,10,9,0,15,8,0,25,463,65,203,384,344,409,322,857,394,56,77,89,86,33,9,161,3494
SED30056,0,0,0,12,46,37,60,32,4,9,7,4,6,0,4,227,6,0,0,7,44,19,15,7,3,6,0,0,0,0,3,105,0,0,5,28,40,19,82,43,13,4,4,8,3,8,6,254,0,6,16,57,106,327,791,281,64,40,58,94,25,14,11,1894,0,3,9,21,58,75,97,47,0,10,7,9,0,0,3,347,0,0,0,0,31,54,31,17,0,6,5,5,5,0,6,172,0,0,0,10,12,11,20,14,0,0,5,0,0,0,0,85,45,145,458,426,483,414,1133,486,69,69,44,73,24,10,48,3915,0,4,26,43,37,68,143,58,20,15,8,17,11,0,6,458,0,0,0,40,27,19,23,20,9,7,3,6,0,0,4,155,20,44,117,198,282,340,730,327,62,45,67,49,37,15,29,2359,146,356,892,1296,1962,2217,4891,2295,447,397,364,439,189,76,205,16174
SED30057,0,0,0,16,151,80,171,141,27,36,35,41,6,3,29,725,0,0,4,3,11,0,11,7,0,0,4,0,0,0,0,42,0,0,5,9,9,4,4,0,0,0,0,0,0,0,0,22,0,0,5,9,30,40,151,42,13,15,3,11,10,3,12,351,0,3,0,0,6,8,16,5,0,4,0,0,0,0,0,50,0,0,0,0,0,7,37,40,17,33,105,132,35,0,4,407,0,0,0,5,10,12,52,47,11,15,17,20,3,0,13,209,57,218,625,386,266,148,453,132,20,8,10,18,3,8,83,2434,4,4,16,14,10,22,41,20,5,5,6,3,4,0,5,159,0,0,0,5,15,12,34,20,4,0,3,5,0,0,5,108,13,45,108,165,173,167,281,180,53,30,45,40,16,14,33,1365,124,455,974,972,1348,1092,2372,1299,254,214,402,482,168,57,369,10580
SED30058,0,0,0,21,88,64,136,70,6,23,6,27,10,8,12,474,5,5,9,10,43,10,8,5,0,0,0,0,0,0,6,89,0,0,6,12,46,36,73,20,8,7,5,10,0,0,3,224,0,0,3,41,69,167,348,104,16,23,18,15,10,6,15,844,0,0,15,19,93,125,167,88,4,14,5,8,0,0,7,536,0,0,0,0,47,103,46,33,3,9,12,8,3,0,0,268,0,0,0,4,16,13,50,23,3,8,12,3,4,0,5,150,38,133,423,335,360,278,498,244,28,42,22,32,9,10,54,2509,0,4,9,21,34,35,66,52,6,5,6,16,5,3,9,280,0,0,0,285,624,256,215,148,39,29,16,34,16,3,41,1702,22,50,141,231,339,335,615,341,70,73,61,81,29,12,42,2443,169,394,845,1436,2866,2544,4012,2302,368,414,342,434,166,71,343,16693
SED30059,0,0,4,20,80,40,97,38,11,6,7,8,17,4,7,344,0,5,3,14,60,23,14,6,0,0,0,0,0,0,3,122,0,0,3,13,10,21,18,5,8,0,3,0,0,0,0,82,0,0,13,42,52,198,541,174,39,38,36,24,12,3,14,1195,0,0,0,7,4,8,27,4,0,0,3,3,0,0,0,70,0,0,0,0,22,24,16,25,6,8,8,10,7,0,0,124,0,0,0,3,15,22,52,37,8,6,3,8,4,0,7,165,59,229,544,471,410,427,1021,487,74,55,60,63,30,14,66,4008,0,3,15,30,43,36,86,71,8,10,13,12,17,0,4,346,0,0,0,9,17,7,18,21,9,0,5,11,4,0,3,95,26,99,179,251,253,283,536,275,67,48,41,58,22,0,44,2182,151,579,1099,1389,2096,2302,4370,1965,389,351,332,388,177,50,347,15990
SED30060,0,0,0,29,129,144,207,169,20,28,23,15,5,0,13,780,0,0,0,0,11,3,6,0,0,0,0,0,0,0,0,19,0,0,3,3,6,6,0,0,0,0,0,0,0,0,0,22,0,4,3,20,11,18,56,11,0,6,0,9,3,0,0,149,0,0,4,6,12,5,33,18,0,0,8,0,0,0,0,95,0,0,0,0,0,5,6,16,4,0,0,0,0,0,4,38,0,0,0,5,50,62,104,43,12,10,7,4,0,4,12,316,24,136,340,205,175,141,269,97,20,7,20,5,3,8,35,1499,0,0,10,14,18,24,34,25,8,4,0,0,0,0,4,137,0,0,0,9,19,11,28,12,4,5,11,7,0,0,0,108,11,51,129,245,304,291,497,298,40,37,27,42,15,7,77,2091,64,376,711,837,1191,1234,2093,1110,197,143,169,163,65,30,254,8654
SED30061,0,0,6,10,73,56,226,139,28,16,27,29,26,7,16,648,3,4,0,0,8,4,9,0,0,0,0,0,0,0,0,29,0,0,8,12,3,5,4,10,6,0,0,0,0,0,0,45,0,0,6,10,17,50,161,39,4,7,23,10,24,0,4,370,0,0,4,4,20,16,55,39,17,0,13,14,13,0,4,200,0,0,0,0,0,7,0,0,4,0,0,0,3,0,0,21,0,0,0,0,9,17,51,20,3,5,13,8,0,0,5,126,35,96,260,158,150,112,244,134,16,12,25,12,6,4,57,1324,0,0,12,11,15,14,46,29,3,11,10,17,11,8,3,182,0,0,0,9,22,24,32,19,7,7,6,0,6,5,3,133,16,36,92,104,122,136,388,304,63,108,150,197,79,10,61,1868,93,248,552,519,765,738,2330,1317,264,302,427,507,298,72,275,8699
SED30062,0,0,5,15,103,99,320,347,52,58,42,52,13,5,13,1126,0,4,0,4,18,11,11,6,3,3,0,0,0,0,0,75,0,0,4,3,9,7,24,3,0,0,0,0,0,0,0,62,0,0,6,23,23,86,355,162,33,55,48,23,15,9,17,857,0,6,4,15,20,25,56,35,5,3,4,8,0,0,0,171,0,0,0,0,4,6,14,12,6,3,6,4,0,0,0,62,0,0,0,0,5,10,71,48,4,16,8,4,5,0,0,180,52,185,523,380,327,233,926,344,51,42,43,40,13,3,83,3238,0,0,6,9,16,25,71,47,4,6,9,4,0,0,3,216,0,0,0,6,9,17,21,16,7,10,0,3,0,0,6,94,10,24,126,159,196,271,762,438,115,90,78,80,28,9,40,2432,102,361,856,991,1423,1757,5513,3476,639,653,562,608,205,78,388,17632
SED30063,0,0,0,8,54,40,115,190,56,85,77,141,41,21,33,877,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,13,0,0,3,9,3,0,3,0,0,0,0,0,0,0,0,16,0,0,8,7,12,17,78,9,3,0,11,21,3,0,3,174,0,0,3,0,0,0,8,5,0,0,0,0,0,0,0,22,0,0,0,0,5,0,4,7,3,0,18,27,9,0,0,78,0,0,0,0,5,8,17,11,5,6,5,0,0,0,0,64,54,212,589,275,197,87,118,48,4,3,7,6,0,0,82,1684,0,0,11,17,19,20,20,9,0,0,3,3,0,0,7,113,0,0,0,4,27,7,21,8,4,3,4,0,0,0,3,79,9,37,98,98,76,45,76,41,29,17,11,12,37,34,40,657,95,419,891,725,789,434,735,437,127,149,160,257,136,63,271,5705
SED30064,0,0,0,10,47,38,43,72,14,9,10,10,4,0,6,246,0,6,0,4,12,0,10,11,0,0,0,0,0,0,0,42,0,0,4,3,0,3,4,10,0,0,0,0,6,0,0,40,0,0,14,17,25,66,180,74,6,10,19,21,6,0,14,448,0,0,6,0,0,5,5,4,0,5,0,0,0,0,0,30,0,0,0,0,3,0,4,4,0,0,0,0,0,0,0,15,0,0,0,3,10,5,36,31,3,7,0,3,5,0,8,111,74,244,635,354,278,246,647,240,53,21,28,22,20,0,114,2980,0,5,22,28,36,33,54,25,5,0,3,11,7,0,0,232,4,0,0,0,0,0,3,6,0,8,3,4,5,0,3,27,12,60,120,164,143,111,209,118,21,33,25,24,22,0,35,1099,137,498,1028,1002,1089,938,1857,937,172,160,112,142,81,20,314,8479
SED30065,0,0,4,10,36,40,48,30,5,11,4,9,7,0,3,203,0,3,3,12,18,0,9,8,0,0,0,3,0,8,5,68,0,0,4,10,7,6,5,8,0,0,0,0,0,5,5,48,0,0,3,37,65,90,258,134,22,14,26,53,3,9,18,737,0,0,9,7,6,0,6,0,6,0,0,0,0,0,0,39,0,0,0,0,0,4,3,8,8,4,0,5,0,0,3,23,0,0,0,3,11,19,52,30,0,4,0,7,5,0,4,132,68,236,663,492,446,359,1200,438,81,98,55,68,30,24,75,4332,0,5,23,37,29,43,101,69,18,11,10,25,15,6,8,385,0,0,0,3,8,0,8,0,4,0,0,0,3,0,0,29,21,80,138,188,148,156,334,239,47,47,55,60,18,10,35,1575,141,537,1127,1277,1402,1234,2991,1538,269,263,253,320,125,63,239,11777
