SED_CODE_2021,R_1_74_LT_Real_estate_agent,R_1_74_LT_Ste_terr_hsg_auth,R_1_74_LT_com_hou_pro,R_1_74_LT_Psn_not_Sme_hhd,R_1_74_LT_Other_Lld_type,R_1_74_LT_Lld_type_ns,R_1_74_Tot,R_75_99_LT_Real_estate_agent,R_75_99_LT_Ste_terr_hsg_auth,R_75_99_LT_com_hou_pro,R_75_99_LT_Psn_not_Sme_hhd,R_75_99_LT_Other_Lld_type,R_75_99_LT_Lld_type_ns,R_75_99_Tot,R_100_149_LT_Real_eSte_agent,R_100_149_LT_St_ter_hsg_aut,R_100_149_LT_com_hou_pro,R_100_149_LT_Psn_not_Sme_hhd,R_100_149_LT_Other_Lld_type,R_100_149_LT_Lld_type_ns,R_100_149_Tot,R_150_199_LT_Real_eSte_agent,R_150_199_LT_Ste_ter_hsg_aut,R_150_199_LT_com_hou_pro,R_150_199_LT_Psn_not_Sme_hhd,R_150_199_LT_Other_Lld_type,R_150_199_LT_Lld_type_ns,R_150_199_Tot,R_200_224_LT_Real_eSte_agent,R_200_224_LT_Ste_ter_hsg_aut,R_200_224_LT_com_hou_pro,R_200_224_LT_Psn_not_Sme_hhd,R_200_224_LT_Other_Lld_type,R_200_224_LT_Lld_type_ns,R_200_224_Tot,R_225_274_LT_Real_eSte_agent,R_225_274_LT_Ste_ter_hsg_aut,R_225_274_LT_com_hou_pro,R_225_274_LT_Psn_not_Sme_hhd,R_225_274_LT_Other_Lld_type,R_225_274_LT_Lld_type_ns,R_225_274_Tot,R_275_349_LT_Real_eSte_agent,R_275_349_LT_Ste_ter_hsg_aut,R_275_349_LT_com_hou_pro,R_275_349_LT_Psn_not_Sme_hhd,R_275_349_LT_Other_Lld_type,R_275_349_LT_Lld_type_ns,R_275_349_Tot,R_350_449_LT_Real_eSte_agent,R_350_449_LT_Ste_ter_hsg_aut,R_350_449_LT_com_hou_pro,R_350_449_LT_Psn_not_Sme_hhd,R_350_449_LT_Other_Lld_type,R_350_449_LT_Lld_type_ns,R_350_449_Tot,R_450_549_LT_Real_eSte_agent,R_450_549_LT_Ste_ter_hsg_aut,R_450_549_LT_com_hou_pro,R_450_549_LT_Psn_not_Sme_hhd,R_450_549_LT_Other_Lld_type,R_450_549_LT_Lld_type_ns,R_450_549_Tot,R_550_649_LT_Real_eSte_agent,R_550_649_LT_Ste_ter_hsg_aut,R_550_649_LT_com_hou_pro,R_550_649_LT_Psn_not_Sme_hhd,R_550_649_LT_Other_Lld_type,R_550_649_LT_Lld_type_ns,R_550_649_Tot,R_650_749_LT_Real_eSte_agent,R_650_749_LT_Ste_ter_hsg_aut,R_650_749_LT_com_hou_pro,R_650_749_LT_Psn_not_Sme_hhd,R_650_749_LT_Other_Lld_type,R_650_749_LT_Lld_type_ns,R_650_749_Tot,R_750_849_LT_Real_eSte_agent,R_750_849_LT_Ste_ter_hsg_aut,R_750_849_LT_com_hou_pro,R_750_849_LT_Psn_not_Sme_hhd,R_750_849_LT_Other_Lld_type,R_750_849_LT_Lld_type_ns,R_750_849_Tot,R_850_949_LT_Real_estat_agent,R_850_949_LT_Ste_ter_hsg_aut,R_850_949_LT_com_hou_pro,R_850_949_LT_Psn_not_Sme_hhd,R_850_949_LT_Other_Lld_type,R_850_949_LT_Lld_type_ns,R_850_949_Tot,R_950_over_LT_Real_eSte_agent,R_950_over_LT_Ste_ter_hsg_aut,R_950_ovr_LT_com_hou_pro,R_950_over_LT_Psn_not_Sme_hhd,R_950_over_LT_Other_Lld_type,R_950_over_LT_Lld_type_ns,R_950_over_Tot,Rent_ns_LT_Real_eSte_agent,Rent_ns_LT_Ste_ter_hsg_auth,Rent_ns_LT_com_hou_pro,Rent_ns_LT_Psn_not_Sme_hhd,Rent_ns_LT_Other_Lld_type,Rent_ns_LT_Lld_type_ns,Rent_ns_Tot,Tot_LT_Real_eSte_agent,Tot_LT_Ste_ter_hsg_auth,Tot_LT_com_hou_pro,Tot_LT_Psn_not_Sme_hhd,Tot_LT_Other_Lld_type,Tot_LT_Lld_type_ns,Tot_Tot
SED10051,6,92,4,3,0,0,106,4,174,16,3,0,0,197,13,1229,58,14,10,8,1324,16,347,110,35,5,3,519,17,196,34,36,9,4,284,48,156,31,55,44,3,346,233,108,32,67,37,4,476,1064,89,14,140,52,8,1366,1881,49,16,196,31,0,2163,1952,34,8,184,26,0,2200,1326,16,7,123,13,3,1497,766,11,0,89,13,3,880,418,0,4,43,9,0,482,842,4,0,93,11,0,944,171,159,17,99,21,24,492,8747,2654,357,1182,277,67,13274
SED10052,4,32,0,5,0,0,42,0,60,3,0,4,0,62,0,396,35,7,4,0,438,0,108,72,16,9,5,214,5,51,23,28,5,0,118,16,40,29,40,30,0,152,105,42,30,73,11,0,255,860,32,21,144,18,3,1071,1374,14,5,161,9,0,1569,1050,5,0,104,11,0,1175,620,3,0,80,4,0,710,340,3,3,40,5,0,395,234,0,0,18,0,0,250,201,0,0,23,4,0,226,58,59,16,53,15,17,222,4868,845,237,792,125,41,6905
SED10053,6,13,0,22,15,0,54,0,34,12,12,9,0,71,36,172,17,72,27,5,323,111,119,73,131,24,9,462,196,48,35,133,25,0,441,584,67,35,210,130,0,1033,836,73,28,280,169,5,1388,1028,59,7,351,195,3,1641,821,26,0,255,36,0,1137,381,5,0,112,13,0,513,271,5,0,43,19,0,335,112,0,0,39,10,0,164,23,0,0,10,0,0,35,37,0,0,22,41,0,103,83,32,10,99,80,20,322,4527,642,225,1794,788,45,8028
SED10054,3,31,3,7,0,0,41,3,83,7,0,0,0,95,4,487,29,25,0,0,552,17,425,81,34,3,3,573,22,181,27,49,3,0,285,201,208,35,68,5,4,516,1124,292,28,182,39,8,1672,2860,185,24,496,84,14,3662,1358,18,4,187,42,7,1619,387,8,0,64,9,0,464,115,0,0,11,0,0,129,22,0,0,8,0,0,28,3,0,0,0,0,0,10,10,0,0,0,4,0,19,114,120,18,65,21,25,361,6258,2048,254,1197,217,59,10029
SED10055,0,3,0,3,0,0,8,0,4,0,3,0,0,12,0,32,0,3,4,0,44,10,16,0,21,4,0,53,12,8,0,35,6,0,51,47,19,10,39,81,0,193,179,12,13,89,34,0,322,1027,4,10,231,32,3,1303,1436,13,0,207,22,0,1680,854,0,0,90,9,0,952,248,0,0,24,10,0,280,77,0,0,13,5,0,91,22,0,0,10,3,0,38,30,0,0,9,0,0,34,86,10,4,79,18,15,213,4023,115,41,856,218,24,5274
SED10056,14,27,31,38,73,0,190,14,27,20,30,29,0,113,202,150,49,225,105,15,741,425,176,88,420,115,18,1247,432,77,26,293,72,6,914,796,89,23,362,84,4,1359,1073,23,15,315,69,9,1498,841,13,3,202,52,0,1122,166,4,0,49,19,0,234,31,0,0,12,5,0,45,6,0,0,3,0,0,10,9,0,0,8,4,0,10,0,0,0,0,0,0,0,5,0,0,12,4,0,25,70,34,22,132,180,27,468,4074,612,285,2111,799,79,7970
SED10057,9,11,8,22,3,0,47,0,9,16,6,4,3,35,20,49,39,61,19,0,184,135,180,175,120,54,9,681,228,55,42,149,30,9,520,596,95,55,228,32,4,1014,1311,68,42,360,31,6,1814,1515,45,46,330,33,4,1986,533,5,7,103,4,3,667,114,0,0,19,0,0,143,26,0,5,5,0,0,30,9,0,0,0,0,0,6,0,0,0,0,0,0,3,12,0,0,0,6,0,18,76,46,36,74,28,23,277,4583,567,468,1492,244,64,7420
SED10058,6,81,9,11,0,0,111,0,142,9,3,0,0,159,21,848,46,53,10,6,983,116,185,86,89,27,3,509,146,82,51,106,16,0,399,350,95,45,153,49,4,697,905,63,38,308,33,0,1356,2653,52,45,573,30,8,3351,2490,15,12,383,23,5,2922,1227,0,5,170,8,0,1411,473,0,0,58,5,0,534,212,0,0,28,0,0,248,93,5,0,20,0,0,112,113,0,0,24,0,0,144,91,107,12,95,26,28,354,8901,1668,359,2071,237,49,13287
SED10059,9,107,14,3,0,0,137,3,337,17,0,0,0,364,28,1311,102,32,10,12,1494,60,294,126,66,15,3,556,60,118,43,75,11,4,316,238,102,65,129,39,0,584,915,75,42,182,27,0,1247,2299,64,63,294,40,5,2766,2945,49,47,376,22,3,3446,2647,8,17,314,26,5,3028,2042,5,4,227,10,4,2297,1375,0,0,166,9,0,1551,757,4,0,122,3,0,891,1268,0,0,222,7,0,1498,184,149,32,114,26,33,540,14826,2627,580,2338,249,71,20693
SED10060,10,11,0,10,0,0,30,0,10,5,6,0,0,25,20,68,33,18,5,0,145,19,106,92,26,0,6,249,18,37,14,32,0,0,100,63,31,16,42,24,0,180,346,17,8,109,8,0,488,2044,10,10,243,7,6,2318,2968,3,4,348,12,5,3341,2812,0,0,315,10,8,3138,1965,3,0,241,7,0,2218,1370,0,0,164,9,0,1538,825,3,0,103,0,0,940,1705,0,0,270,13,0,1983,228,31,11,108,21,21,419,14391,334,209,2021,118,46,17122
SED10061,15,16,33,51,44,0,160,17,29,24,18,18,5,110,116,98,75,162,56,14,523,540,226,153,265,61,11,1262,493,93,70,247,41,4,954,1004,149,72,298,57,3,1584,1422,67,32,288,37,0,1848,1049,20,12,182,22,8,1289,223,3,0,34,0,0,263,45,0,0,6,4,0,57,7,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,8,7,0,20,68,36,39,118,152,28,437,5004,738,521,1669,501,79,8520
SED10062,4,25,0,0,0,0,31,0,40,4,3,0,0,43,11,342,36,18,4,3,409,18,104,54,48,0,4,226,18,54,11,40,4,0,122,51,59,24,36,35,0,205,437,52,21,95,26,3,631,1676,36,25,214,29,5,1980,1221,19,9,174,13,5,1441,807,13,6,82,6,0,917,446,0,0,35,0,4,483,204,0,0,35,0,0,244,94,0,0,11,3,0,107,109,0,0,18,0,0,132,106,38,0,77,14,16,259,5199,773,191,886,144,39,7234
SED10063,5,34,4,32,29,0,104,10,62,15,16,9,3,110,73,358,61,109,29,8,640,260,233,75,193,42,16,815,263,98,39,222,20,6,644,722,107,36,300,40,3,1209,1252,79,30,353,46,5,1761,1490,26,16,230,33,9,1804,661,4,3,67,11,0,744,130,0,3,27,0,0,158,19,0,0,8,0,0,24,6,0,0,7,0,0,16,0,3,0,0,0,0,3,17,0,0,9,3,0,20,92,91,21,118,68,20,414,4999,1092,296,1688,330,66,8479
SED10064,12,4,9,28,8,0,68,3,8,6,9,8,0,36,19,38,55,88,36,3,234,99,152,225,158,47,9,683,178,49,79,173,36,4,522,419,71,84,264,42,9,884,1053,48,48,430,39,5,1630,1381,38,51,392,33,6,1902,426,0,8,83,7,0,530,76,5,4,27,0,0,111,19,0,0,3,0,0,24,0,0,0,4,0,0,7,0,0,0,3,0,0,3,5,0,0,0,4,0,8,49,44,30,103,41,20,281,3742,460,584,1761,309,63,6925
SED10065,13,99,6,3,0,0,120,4,207,16,3,3,0,234,32,1014,57,24,8,0,1141,70,360,98,74,11,4,614,82,167,74,75,7,0,407,314,165,74,100,202,5,859,1694,140,67,225,94,12,2225,5092,109,72,478,62,10,5829,5200,67,21,452,48,3,5790,1991,24,6,199,20,0,2242,584,5,0,76,4,0,672,319,0,0,27,3,0,352,116,0,0,19,0,0,138,78,0,0,27,10,0,114,243,133,20,136,28,52,611,15826,2482,511,1921,508,90,21337
SED10066,5,44,8,16,0,0,69,0,112,15,7,0,0,127,10,528,40,19,10,3,602,44,255,136,37,10,4,482,53,120,57,46,3,3,283,385,120,65,87,12,3,673,1232,106,104,204,14,7,1661,4073,116,48,377,29,3,4656,1790,21,3,184,17,4,2018,535,7,0,51,0,0,594,136,0,0,9,0,0,153,29,0,0,9,0,0,40,10,0,0,3,0,0,16,12,0,0,9,0,0,19,121,77,17,69,21,26,335,8438,1517,491,1113,115,48,11729
SED10067,0,0,0,6,0,0,8,0,0,24,4,0,0,25,0,0,33,9,13,0,63,3,14,28,19,9,3,78,5,9,26,30,20,3,99,8,5,18,39,5,0,79,38,4,7,55,13,3,125,230,3,6,160,15,7,413,533,3,4,191,11,4,748,622,0,0,236,15,3,875,549,0,4,159,12,0,720,430,0,0,111,0,0,540,290,0,0,83,4,0,381,818,0,0,153,10,0,976,46,6,18,91,18,10,188,3575,53,163,1327,153,42,5313
SED10068,8,6,7,3,6,0,34,3,4,3,7,10,0,35,4,39,49,59,31,9,183,54,141,189,62,62,4,519,78,33,34,81,16,0,248,363,56,75,150,24,7,684,1027,33,64,281,27,10,1441,2066,32,76,458,54,7,2698,1381,9,8,191,15,3,1601,402,3,0,61,4,0,471,124,0,0,17,3,0,145,31,0,0,8,0,0,35,15,0,0,4,0,0,16,15,0,3,12,4,0,30,73,35,35,84,25,18,271,5640,395,543,1472,289,55,8402
SED10069,5,8,3,11,5,0,30,0,7,0,5,3,0,17,14,46,57,38,38,0,200,37,133,78,71,71,0,384,72,47,26,84,13,3,254,200,113,54,114,236,7,733,875,122,49,289,89,3,1427,1796,55,19,322,63,7,2264,973,3,4,136,21,0,1138,282,0,0,36,5,0,321,96,0,0,11,0,0,111,17,0,0,3,0,0,23,5,0,0,0,0,0,4,5,0,0,5,3,0,21,86,26,18,73,43,16,256,4460,562,307,1206,592,49,7173
SED10070,3,27,4,6,0,0,44,0,67,7,0,0,0,77,12,357,28,26,3,4,425,19,193,50,34,7,3,297,44,92,38,34,10,0,227,74,118,35,48,21,0,292,280,95,30,106,43,3,556,1994,71,29,321,80,9,2503,1990,49,16,258,78,9,2390,879,5,4,112,34,4,1041,278,0,0,27,4,0,317,52,0,0,10,4,0,62,15,0,0,0,0,0,12,11,0,0,3,0,0,14,121,77,12,74,32,33,341,5781,1154,245,1059,314,60,8613
SED10071,3,9,0,4,6,0,21,0,8,6,0,0,0,19,7,44,8,9,0,0,71,15,43,8,14,12,0,96,24,16,8,29,4,0,87,48,31,11,36,72,5,194,147,25,14,89,38,0,310,1604,42,17,171,24,5,1860,2568,9,7,232,25,8,2849,2926,0,0,150,8,3,3094,1072,4,0,75,6,0,1156,168,0,0,14,0,0,188,33,0,0,9,0,0,40,35,0,0,10,0,0,45,134,22,9,60,16,14,248,8790,246,84,898,217,36,10272
SED10072,10,15,14,5,0,0,36,0,17,11,0,6,0,39,18,198,32,31,11,3,300,41,61,40,47,15,0,202,44,22,15,51,4,0,144,125,34,13,72,18,0,261,502,26,17,163,17,0,722,2439,17,16,294,49,5,2814,3672,14,11,367,52,3,4124,2399,5,6,249,33,3,2696,993,0,0,132,17,0,1144,374,0,0,56,7,0,443,173,0,0,28,0,0,201,177,0,0,23,0,0,199,197,23,17,119,23,33,420,11168,433,196,1635,264,56,13744
SED10073,8,12,7,5,4,0,38,0,21,10,4,0,0,36,26,109,43,32,8,0,219,66,213,150,98,17,7,540,48,71,37,77,19,0,253,176,98,83,98,47,6,506,1196,62,45,180,32,6,1524,3673,55,47,405,57,10,4250,3458,32,19,339,29,6,3894,2272,11,14,228,12,0,2539,1087,4,6,133,11,3,1247,433,0,4,62,0,0,504,222,3,0,23,0,0,252,254,0,0,35,0,0,296,204,49,34,144,37,42,508,13146,732,498,1866,282,84,16600
SED10074,13,41,0,3,0,0,60,0,80,10,0,0,0,94,17,474,36,32,17,8,574,17,183,51,58,6,5,319,26,104,19,40,3,4,202,81,84,27,52,6,4,255,444,75,30,120,12,4,679,2834,115,35,323,51,3,3351,2328,53,6,246,43,9,2681,849,0,4,101,6,0,966,267,0,0,20,4,0,285,59,0,0,5,0,0,68,26,0,0,7,0,0,36,27,0,0,3,0,0,27,147,72,16,62,10,25,326,7130,1283,247,1061,163,49,9929
SED10075,8,40,7,4,0,0,54,3,67,3,10,0,0,80,7,612,19,29,12,5,685,33,363,32,41,23,6,508,48,175,26,54,4,0,309,146,166,31,88,0,0,437,497,120,39,176,15,6,863,1456,205,23,357,25,3,2071,1666,50,7,278,16,0,2017,848,4,5,81,9,6,950,219,0,0,11,0,0,231,39,0,0,4,0,0,49,7,0,0,0,0,0,13,19,0,0,5,0,0,26,82,107,10,76,23,22,313,5074,1925,204,1225,127,52,8600
SED10076,0,6,4,21,9,0,37,4,12,12,5,0,0,28,19,46,53,41,29,0,194,57,142,163,87,49,8,501,94,61,42,129,20,0,353,247,107,92,171,174,3,800,942,95,86,327,85,6,1546,1868,43,36,422,61,8,2428,914,6,12,170,8,4,1120,175,0,0,29,9,0,213,22,0,0,9,0,0,27,3,0,0,4,0,0,9,5,0,0,0,0,0,6,9,0,0,10,0,0,15,66,43,24,89,36,24,286,4425,566,537,1508,474,52,7561
SED10077,8,24,0,5,4,0,47,6,47,4,0,10,0,66,67,348,34,43,107,0,600,76,104,58,112,37,4,394,103,48,15,85,38,0,283,224,57,23,102,60,0,466,757,24,15,141,36,5,981,3194,37,27,313,62,7,3641,4423,20,19,395,73,11,4949,2426,11,10,223,47,0,2719,938,0,6,111,13,0,1069,385,0,0,64,8,0,459,176,3,0,21,4,0,198,207,0,0,44,5,0,264,243,45,12,166,70,55,594,13231,772,229,1828,573,88,16727
SED10078,10,18,4,5,0,0,37,8,27,15,7,3,0,58,18,269,75,45,5,0,409,56,109,112,74,7,3,362,64,43,43,54,6,0,216,262,68,46,87,19,3,483,840,36,51,164,14,3,1108,3298,47,52,353,34,10,3793,3094,11,9,351,21,4,3495,1628,12,6,192,13,0,1852,999,3,5,118,7,0,1136,548,7,0,72,5,0,633,303,0,0,41,0,0,344,327,0,0,54,3,0,382,149,57,17,108,19,24,374,11597,710,441,1728,167,48,14683
SED10079,5,16,0,11,4,0,32,0,29,0,3,0,0,34,9,259,12,35,17,4,327,55,134,34,65,64,3,363,74,49,15,68,29,3,241,213,57,15,110,22,0,416,678,59,12,254,23,9,1034,1810,32,3,379,21,8,2253,804,7,5,145,9,0,960,275,0,0,42,0,0,320,101,0,0,9,0,0,117,29,0,0,6,0,0,39,15,0,0,0,0,0,12,7,0,0,0,3,0,16,69,34,17,47,21,8,197,4139,674,113,1171,220,37,6357
SED10080,29,27,10,5,0,0,68,4,49,14,3,0,0,73,36,464,33,40,5,0,576,80,127,95,71,14,0,389,83,43,40,81,14,3,262,343,70,40,159,39,3,654,1253,25,50,278,36,0,1640,2994,37,77,428,48,4,3583,3751,7,28,450,35,3,4282,3772,6,16,362,27,0,4184,3130,7,4,325,25,5,3496,2058,3,0,247,9,3,2323,1221,0,0,165,7,0,1397,2918,0,0,436,21,4,3381,357,53,12,188,47,61,715,22034,912,416,3234,338,93,27027
SED10081,7,16,8,13,20,0,70,18,24,13,16,10,0,79,62,82,42,119,26,5,340,330,186,78,170,39,14,819,363,89,38,228,30,13,756,934,165,61,266,30,21,1477,1820,120,43,464,26,8,2481,1686,28,13,279,52,6,2060,371,3,0,50,13,0,441,76,0,0,18,5,0,90,19,0,0,6,0,0,25,7,0,0,5,0,0,14,0,0,0,4,0,0,4,9,0,0,9,4,0,15,100,60,14,108,90,33,401,5796,777,323,1756,342,91,9083
SED10082,5,4,4,5,0,0,19,0,33,4,4,0,0,39,4,137,12,20,23,4,200,12,69,17,38,61,0,201,14,32,4,44,14,3,121,42,23,17,55,24,0,166,202,36,12,126,34,0,405,736,45,8,247,23,0,1061,891,4,0,190,5,3,1094,618,0,4,103,3,0,734,356,0,0,36,5,0,399,206,0,0,28,3,0,242,98,0,0,14,0,0,117,111,0,0,13,5,0,125,51,22,8,45,18,16,165,3358,404,89,988,217,31,5089
SED10083,5,35,4,10,0,0,49,0,42,7,4,0,0,62,6,380,28,27,14,5,463,31,144,62,52,7,0,304,62,82,34,78,12,9,274,192,87,37,103,15,0,440,669,65,33,222,16,0,1008,2075,66,23,393,44,8,2597,1290,9,7,209,11,7,1533,423,0,0,59,9,0,492,167,4,5,24,0,0,193,40,0,0,17,0,0,60,13,0,0,0,0,0,11,10,0,0,7,6,0,21,77,55,13,40,23,23,226,5064,970,254,1246,161,54,7746
SED10084,4,14,3,5,8,0,33,4,29,4,3,4,0,39,8,298,22,47,18,3,398,12,95,39,78,79,0,305,21,53,19,110,26,5,227,81,71,27,141,67,0,379,391,35,27,277,58,6,790,1236,37,26,490,131,8,1927,1028,13,12,374,76,3,1505,719,7,0,146,20,7,898,388,0,0,76,3,3,470,178,0,0,30,0,0,214,92,0,0,10,4,0,108,83,0,0,29,0,0,114,78,32,24,88,28,13,262,4317,683,202,1897,516,48,7662
SED10085,8,8,0,22,26,0,73,10,5,4,13,7,0,44,63,89,37,92,34,3,310,214,229,104,159,51,8,755,219,83,21,178,43,6,546,630,114,29,219,86,4,1080,1070,100,31,327,78,0,1609,1369,70,20,233,41,3,1733,354,5,0,70,5,0,442,65,0,0,14,0,0,86,23,0,3,9,0,0,34,4,0,0,4,0,0,6,0,0,0,0,0,0,6,4,0,0,5,0,0,11,71,36,12,110,140,12,381,4113,737,263,1445,522,40,7116
SED10086,9,10,4,7,3,0,26,3,12,0,0,0,0,20,9,120,5,22,3,0,156,14,23,14,18,4,0,74,14,9,10,28,7,0,74,31,5,11,50,6,0,102,175,0,8,102,12,3,303,704,7,17,134,16,0,879,1469,7,5,237,22,0,1748,2036,0,4,324,24,3,2396,1902,6,7,281,9,0,2206,1346,0,0,253,4,3,1609,866,0,0,152,4,0,1027,2276,0,0,477,20,0,2770,196,19,0,145,34,31,426,11043,219,81,2237,174,50,13817
SED10087,10,26,5,22,15,0,77,9,74,11,9,8,0,108,63,347,45,89,32,9,589,467,209,70,191,39,4,975,470,97,39,184,28,0,817,863,163,20,265,192,6,1504,1770,57,16,393,90,0,2331,1569,13,9,251,41,5,1883,505,5,4,62,10,0,583,77,0,0,19,5,0,107,11,0,3,0,0,0,22,4,0,0,0,0,0,5,5,0,0,0,0,0,3,5,0,0,7,0,0,17,105,65,8,92,58,32,360,5936,1055,231,1595,506,62,9383
SED10088,0,14,9,8,0,0,34,0,17,21,6,0,6,42,0,65,73,15,12,6,178,8,153,81,21,10,0,266,4,54,39,20,0,0,125,21,42,39,47,11,3,158,79,29,38,93,20,5,261,439,26,21,153,35,3,673,1277,13,9,242,17,3,1558,1324,8,11,244,14,7,1605,777,0,0,114,6,3,901,534,4,3,114,3,0,662,436,0,0,69,3,0,511,710,0,0,123,7,4,839,106,35,16,70,21,15,262,5716,455,347,1347,167,61,8090
SED10089,0,28,5,14,3,0,51,0,52,19,6,6,0,85,36,509,40,86,6,0,680,116,216,85,121,19,3,556,106,85,24,116,11,4,345,272,117,66,168,24,3,647,877,96,41,322,41,5,1383,2669,72,26,587,55,4,3410,1795,17,15,276,29,3,2139,503,5,3,69,4,0,580,131,0,0,22,0,0,160,37,0,0,13,0,0,59,21,0,0,9,0,0,31,40,0,0,18,4,0,56,111,68,22,100,30,21,348,6727,1265,344,1921,232,48,10534
SED10090,14,9,6,8,0,0,34,0,3,0,3,0,0,8,10,48,30,17,3,0,113,14,52,59,40,6,0,173,12,21,19,43,3,0,105,72,12,15,73,12,0,175,221,11,9,102,11,0,352,1161,11,28,166,17,0,1386,2361,17,19,239,15,0,2652,2102,0,3,261,22,3,2389,1323,0,0,170,12,3,1508,986,0,0,116,15,4,1120,630,0,0,87,0,0,717,1396,0,0,188,11,0,1600,165,12,8,117,27,20,347,10460,197,201,1629,150,45,12676
SED10091,5,5,0,8,6,0,17,0,5,0,5,0,0,10,11,10,19,37,15,0,85,25,69,86,42,28,3,260,33,22,27,43,16,0,145,86,32,36,67,14,0,238,349,15,17,141,19,0,534,1020,20,34,223,22,0,1320,942,7,9,150,6,0,1118,582,0,3,62,15,0,655,224,0,0,31,3,0,260,93,0,0,13,3,0,114,33,0,0,11,0,0,47,58,0,0,18,4,0,73,65,12,10,74,34,11,207,3524,196,233,917,191,23,5096
SED10092,11,97,11,13,4,0,134,0,188,3,3,0,0,200,25,1135,40,48,37,5,1298,92,400,46,82,30,0,654,141,169,28,115,25,3,475,396,175,30,168,20,8,797,1330,115,27,280,35,4,1790,2989,180,18,409,50,3,3651,2111,38,6,257,28,7,2448,1070,10,0,123,18,4,1234,309,5,4,38,5,0,356,111,0,0,12,0,0,125,38,3,0,6,0,0,48,30,0,0,16,0,0,51,106,151,14,80,31,26,412,8769,2671,233,1661,279,66,13681
SED10093,5,16,6,5,3,0,41,4,42,4,3,4,0,52,12,293,28,20,19,0,368,37,146,89,50,78,3,400,54,53,42,80,21,0,254,198,89,78,116,45,3,532,838,82,47,288,32,4,1285,2570,46,43,425,45,7,3139,1803,12,6,188,14,0,2031,566,0,0,64,4,0,633,112,0,0,13,0,0,129,28,0,0,3,0,0,33,9,0,0,5,0,0,15,12,0,0,3,3,0,17,128,62,28,55,35,21,332,6379,834,371,1333,307,44,9270
SED19494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED19797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED20106,18,34,7,9,5,0,71,10,94,7,12,0,0,114,39,617,37,51,0,3,750,65,181,98,76,4,0,423,74,99,132,75,4,4,395,366,74,69,138,6,3,658,2349,55,29,312,15,3,2766,5341,38,16,427,22,13,5851,3625,10,5,406,21,8,4075,1946,3,0,260,7,0,2219,1112,3,0,111,6,0,1231,682,4,0,58,0,0,745,463,0,0,43,3,0,511,848,0,0,106,11,0,958,267,116,19,169,20,27,618,17205,1333,410,2244,132,57,21378
SED20207,13,13,0,11,0,0,37,11,20,0,9,0,0,43,14,74,3,34,5,0,134,29,40,9,56,11,0,140,36,45,27,42,4,0,158,139,36,11,68,51,0,304,1450,22,8,274,53,7,1825,5483,23,5,326,32,4,5869,1447,9,0,88,18,0,1563,408,0,0,29,0,0,442,106,0,0,10,0,0,121,33,0,0,3,0,0,40,23,0,0,0,0,0,23,58,0,0,7,0,0,73,185,21,5,110,35,29,394,9445,302,71,1072,213,52,11152
SED20302,12,17,3,19,5,0,57,5,26,0,10,6,0,40,18,162,14,71,14,3,286,48,54,24,123,20,6,275,73,36,21,130,12,0,270,379,18,14,235,37,5,690,1740,28,17,415,32,8,2242,3617,8,0,362,39,4,4034,684,3,4,76,3,0,777,90,0,0,27,0,0,122,34,0,0,6,0,0,45,16,0,0,0,0,0,19,8,0,0,4,0,0,17,36,0,0,8,6,0,51,147,36,9,113,36,17,364,6925,400,116,1584,223,52,9297
SED20401,4,21,11,12,0,4,48,7,34,0,9,0,0,51,11,241,13,28,12,3,308,22,91,25,53,3,0,198,19,39,16,49,0,0,124,105,39,19,71,3,0,242,700,45,23,228,19,0,1015,2413,28,10,304,22,0,2775,768,0,5,65,3,0,844,129,0,0,15,0,0,148,35,3,6,7,0,0,48,12,0,0,3,0,0,14,12,0,0,0,0,0,15,22,0,0,6,0,0,30,100,62,4,72,13,12,266,4374,614,128,912,79,30,6134
SED20508,0,4,0,14,0,0,20,3,7,3,0,5,0,26,7,36,0,48,5,0,109,35,23,9,58,17,0,144,38,5,5,64,20,4,141,144,5,6,116,17,0,285,706,14,12,246,13,6,998,1845,0,6,260,13,7,2138,633,3,0,88,7,0,726,133,0,0,25,3,0,165,48,0,0,10,0,0,65,20,0,0,3,0,0,27,11,0,0,0,0,0,12,20,0,0,6,0,0,24,47,11,0,51,20,13,141,3694,99,51,993,134,29,4999
