SED_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SED25802,10221,420,221,233,13,11102,10633,173,96,5,11,10927,2791,478,295,11,6,3576,347,163,88,0,0,597,60,24,16,0,0,94,1101,101,65,3,3,1283,143,13,3,49,0,205,23,13,8,0,0,48,4459,793,479,62,12,5809,415,42,54,27,0,544,444,46,28,17,4,542,26177,1476,873,346,42,28921
SED25905,6138,542,51,5,0,6743,8764,803,85,0,3,9660,2917,516,81,7,8,3522,345,36,25,0,0,404,17,9,0,0,0,25,667,87,20,0,0,776,122,6,3,73,0,202,18,3,0,0,0,26,4093,651,131,83,3,4967,185,51,10,0,0,243,294,47,10,0,0,349,19475,2086,292,94,11,21957
SED26005,5362,253,10,0,3,5633,12647,646,46,6,5,13345,4221,333,43,0,0,4596,219,27,7,0,0,253,31,3,0,0,0,36,784,45,10,0,0,839,143,10,0,0,0,155,29,0,0,0,0,30,5434,416,52,4,4,5909,180,35,0,0,0,218,318,32,0,0,0,350,23948,1382,107,8,11,25455
SED26102,11253,742,139,160,5,12303,7133,331,58,10,0,7529,3299,534,131,27,3,3993,133,53,13,0,0,202,27,9,0,0,0,37,1020,86,24,14,5,1149,92,16,3,52,4,161,44,5,0,4,0,46,4610,706,170,95,11,5592,509,343,30,7,0,883,460,81,12,0,5,554,23965,2207,406,267,22,26867
SED26207,8335,1440,216,16,4,10012,5596,1721,170,10,8,7498,1933,1474,298,17,5,3735,53,75,26,0,0,155,8,16,0,0,0,30,447,187,64,8,0,709,42,17,3,0,0,65,10,11,0,0,0,21,2500,1774,399,30,5,4708,249,153,9,0,0,419,247,69,6,3,0,321,16927,5161,800,52,18,22961
SED26303,5927,1282,629,17,5,7866,4731,1992,1684,29,5,8436,2040,2567,3722,88,6,8423,116,283,383,0,0,776,56,62,70,0,0,192,550,379,386,28,4,1350,42,10,24,3,0,83,3,9,17,0,0,34,2812,3317,4605,119,16,10858,165,86,64,3,3,317,137,46,63,0,0,258,13767,6717,7044,173,23,27729
SED26406,5687,1483,799,0,5,7977,4573,1933,1865,9,3,8382,2166,2330,4501,13,10,9019,75,158,162,0,0,401,23,56,55,0,5,135,537,425,434,0,5,1399,56,43,52,0,0,153,15,9,14,0,0,42,2870,3023,5218,19,23,11151,170,125,100,0,0,400,169,94,83,0,0,349,13472,6653,8068,23,36,28257
SED26504,9567,423,16,111,12,10133,6980,160,13,16,15,7182,2086,733,19,13,5,2851,412,219,8,0,0,633,47,76,0,0,0,127,1091,171,12,8,3,1282,140,26,10,35,6,213,17,14,0,0,0,35,3793,1232,52,53,14,5145,421,36,4,8,3,474,445,171,3,13,7,640,21208,2026,85,211,45,23578
SED26603,7253,1476,267,11,7,9011,6385,3336,541,12,9,10284,2756,3967,1102,20,12,7855,200,279,74,0,0,556,21,40,22,0,0,75,704,454,139,13,4,1309,84,73,15,3,0,181,19,17,3,0,0,38,3784,4823,1360,33,17,10017,214,67,22,3,0,319,254,131,25,0,0,407,17896,9828,2217,62,32,30042
SED26708,10249,269,28,41,12,10602,8347,109,8,19,15,8500,1593,359,13,10,6,1981,237,138,4,0,0,373,39,39,17,0,0,96,1253,94,11,9,7,1379,303,34,4,37,11,389,33,10,0,0,0,43,3453,677,52,59,20,4258,719,32,5,10,4,773,408,54,3,9,0,467,23170,1143,90,136,51,24594
SED26806,1642,1586,3870,16,18,7131,1087,1406,5450,24,7,7970,664,1607,14966,44,19,17307,4,112,1094,0,0,1210,3,16,168,5,3,193,168,375,1782,22,8,2355,8,8,96,3,0,118,7,3,47,0,0,60,852,2136,18158,69,33,21248,70,97,403,4,0,574,36,58,294,0,14,396,3688,5285,28165,109,62,37314
SED26903,6498,1211,166,20,0,7903,5067,2475,450,27,0,8018,3084,3673,931,74,3,7767,449,657,202,0,0,1313,41,58,46,0,0,152,773,461,104,23,0,1359,97,64,16,10,0,190,25,30,8,0,0,58,4472,4941,1307,106,10,10840,242,175,30,4,0,447,260,177,36,6,7,479,16535,8983,1984,166,20,27690
SED27003,1539,3328,1598,33,3,6497,1260,3216,3824,71,6,8373,874,3744,8520,139,16,13292,23,415,2291,0,0,2734,19,73,309,0,0,404,253,949,1036,39,4,2288,10,41,43,3,5,106,5,16,42,0,0,58,1184,5240,12247,183,29,18884,53,212,226,7,0,500,41,100,208,3,5,358,4072,12097,18097,299,42,34610
SED27101,6753,929,230,0,5,7914,7260,1282,444,0,7,8994,3653,1526,677,6,0,5866,192,234,19,0,0,446,49,89,29,0,4,168,710,214,79,4,4,1002,58,26,6,0,0,89,15,16,7,0,0,37,4680,2096,822,12,11,7610,202,59,15,0,0,279,164,78,15,0,0,265,19062,4446,1522,13,23,25065
SED27208,11635,272,53,192,28,12179,8465,61,18,23,14,8593,2042,301,96,21,6,2473,278,162,78,0,0,522,42,50,33,0,0,131,1349,73,23,28,0,1473,207,9,6,50,5,285,28,10,4,0,0,41,3956,612,243,102,13,4927,519,53,23,15,0,617,507,39,22,14,5,588,25082,1043,354,354,67,26908
SED27305,6283,434,18,0,0,6737,8166,274,43,0,0,8485,2021,170,35,0,0,2228,166,4,0,0,0,166,17,5,0,0,0,26,373,28,12,0,0,421,11,7,0,0,0,25,13,0,0,0,0,13,2600,215,50,3,0,2874,139,291,6,0,5,443,169,35,0,0,0,209,17354,1251,124,4,7,18743
SED27406,6294,2300,939,36,3,9571,5489,2120,1232,39,8,8878,1316,1710,1823,80,3,4926,66,188,86,0,0,339,0,11,64,0,0,79,327,340,199,25,0,886,28,14,19,3,0,55,8,8,12,0,0,23,1744,2269,2199,98,6,6312,147,89,66,3,0,303,134,68,52,6,0,258,13802,6843,4485,178,18,25334
SED27504,8878,454,9,231,13,9581,8833,173,3,21,13,9045,3058,1098,23,10,0,4201,632,240,10,4,0,889,119,63,25,14,0,219,1396,161,3,25,9,1591,291,55,0,84,3,435,58,25,0,4,0,88,5562,1639,68,137,17,7422,453,82,0,95,0,626,502,86,3,39,5,633,24224,2431,76,530,46,27308
SED27608,9540,683,29,13,15,10277,13017,513,27,0,10,13575,4770,820,46,0,6,5640,165,103,3,0,0,271,61,87,0,0,0,150,1085,158,6,0,6,1268,83,22,0,17,0,132,16,8,0,0,0,29,6198,1195,52,18,9,7480,383,365,7,0,4,764,265,76,0,0,0,347,29404,2833,115,39,41,32436
SED27708,9576,538,86,93,15,10308,8011,251,69,26,5,8364,2306,771,256,26,3,3371,546,224,78,0,0,848,76,45,42,0,0,159,1155,186,59,10,8,1421,171,30,26,26,3,256,24,9,8,0,0,43,4283,1264,475,68,13,6098,433,77,43,7,0,564,347,51,19,3,5,417,22656,2186,682,193,39,25757
SED27807,7972,756,311,10,5,9061,5401,1141,332,0,7,6879,2855,1246,868,12,7,4993,361,160,123,0,0,643,68,39,37,0,0,148,1366,336,176,16,7,1903,352,81,55,36,5,526,51,16,21,0,0,85,5062,1877,1282,61,25,8303,360,52,22,0,0,442,500,85,54,3,0,647,19299,3914,1991,81,34,25327
SED27907,7017,515,274,4,0,7804,9888,673,211,0,5,10776,2675,887,407,0,0,3973,115,52,47,0,0,216,26,15,16,0,0,53,664,124,73,4,0,863,55,7,4,0,6,65,17,5,3,0,0,21,3545,1095,553,4,6,5198,182,111,30,0,0,321,263,44,18,0,0,325,20893,2434,1090,6,11,24432
SED28007,6954,795,48,0,9,7798,10890,1212,72,0,4,12174,2014,1028,83,0,0,3122,31,14,32,0,0,78,9,7,68,0,0,83,550,169,10,0,3,735,66,37,0,0,0,107,12,9,0,0,0,27,2684,1267,198,0,3,4152,163,173,7,0,0,347,311,86,4,0,0,401,20992,3541,326,7,12,24875
SED28107,5634,552,165,13,3,6356,18298,1477,174,0,15,19970,7972,1127,465,0,13,9578,113,11,25,0,0,152,69,16,23,0,0,107,1128,148,42,5,0,1327,214,20,12,21,0,271,55,3,3,0,0,64,9550,1336,572,29,15,11497,317,126,57,0,4,508,666,70,25,4,0,763,34464,3561,986,50,34,39093
SED28203,8256,321,235,8,4,8821,9418,704,204,4,4,10340,3912,1155,491,4,7,5573,188,47,31,0,0,261,37,33,21,0,0,88,910,110,61,5,9,1097,221,32,28,0,0,282,35,10,3,0,0,50,5302,1380,639,10,15,7344,287,34,20,3,0,345,468,42,23,0,0,538,23732,2487,1127,23,24,27393
SED28301,7786,913,427,0,0,9133,6684,894,502,0,6,8084,1563,709,521,0,4,2795,34,53,20,0,0,109,5,3,14,0,0,21,360,123,76,0,0,560,20,10,5,0,0,42,9,5,0,0,0,12,1995,900,638,0,8,3542,218,161,60,0,0,436,138,48,14,0,0,204,16819,2916,1654,0,18,21403
SED28408,7603,755,137,9,10,8524,7129,422,63,8,6,7630,4357,1244,470,9,11,6087,543,279,34,0,0,859,72,87,22,0,5,185,875,163,68,3,3,1113,65,30,13,0,0,110,23,14,0,0,0,37,5940,1812,603,16,23,8395,230,85,14,0,0,324,253,72,22,0,3,351,21159,3148,839,29,43,25225
SED28507,6197,534,74,25,3,6832,12366,725,107,0,0,13202,6235,1236,277,4,0,7755,349,95,19,0,0,462,56,44,7,0,0,101,981,176,32,0,0,1195,128,14,0,3,0,152,46,10,0,0,0,54,7797,1580,337,6,4,9723,268,69,9,3,0,346,406,68,5,3,0,486,27032,2969,532,39,16,30587
SED28607,6681,1446,328,19,11,8493,7011,2610,646,26,10,10302,3044,2171,1312,74,13,6607,119,331,234,0,0,691,69,61,76,0,0,208,703,313,157,20,0,1197,69,28,19,4,3,121,13,11,8,0,0,28,4016,2918,1802,101,19,8852,192,89,40,5,0,318,196,78,44,0,4,321,18101,7137,2859,150,41,28288
SED28704,7236,405,28,0,5,7669,17571,685,37,0,11,18307,4538,611,89,0,0,5233,63,45,8,0,0,115,44,4,9,0,0,61,723,72,9,0,0,806,98,8,0,0,0,105,15,5,0,0,0,22,5479,751,113,0,0,6350,230,126,3,0,4,360,364,28,0,0,0,398,30876,2004,177,6,22,33080
SED28803,6593,301,24,0,5,6920,20281,931,59,0,11,21280,5602,1183,109,0,9,6902,158,21,12,0,0,187,59,18,6,0,0,75,1090,128,13,5,0,1234,344,37,3,5,0,387,60,5,0,0,0,64,7301,1392,142,6,19,8859,339,52,0,0,0,394,556,66,4,0,0,637,35074,2748,230,12,35,38092
SED29494,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED29797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SED30001,4148,306,36,19,0,4511,8032,899,57,4,11,9007,3034,1401,79,0,12,4525,425,86,15,0,6,535,38,35,4,0,0,76,690,216,20,0,3,932,107,256,0,17,0,383,29,12,0,0,0,43,4323,2002,125,19,16,6493,130,45,8,0,0,175,209,64,3,0,3,278,16847,3317,225,45,32,20466
SED30002,6068,693,48,5,0,6814,6837,573,49,0,0,7456,2201,878,144,6,5,3235,105,50,0,0,0,157,8,30,6,0,0,50,506,199,30,0,0,733,110,237,14,148,5,506,10,17,3,3,0,34,2943,1414,203,155,9,4717,118,327,4,0,0,444,149,70,3,10,4,241,16108,3073,301,176,16,19670
SED30003,4339,281,84,11,9,4724,7154,378,60,0,9,7611,4144,1224,213,6,8,5594,369,47,58,0,0,478,26,28,9,0,0,64,598,159,61,0,0,814,176,275,42,99,0,595,16,18,0,3,0,37,5335,1747,384,104,10,7580,190,99,53,3,0,348,225,28,15,9,0,282,17244,2539,602,128,29,20549
SED30004,5207,336,442,71,48,6096,7512,386,416,22,26,8357,2327,714,846,7,59,3950,154,41,54,0,0,249,35,33,16,0,4,84,851,216,232,8,19,1323,118,49,114,16,23,317,24,3,12,0,0,42,3514,1054,1259,30,107,5962,157,11,20,4,13,203,171,23,28,6,5,235,16554,1808,2159,139,190,20849
SED30005,2787,1263,1453,151,30,5685,3447,1719,1055,9,13,6245,1575,1809,3232,9,25,6642,98,357,303,0,5,761,6,98,100,0,0,215,469,499,664,6,7,1658,75,266,428,30,5,806,11,17,37,0,0,63,2238,3046,4762,44,45,10137,81,57,71,0,3,212,109,115,150,11,9,391,8660,6206,7490,211,89,22662
SED30006,5028,1738,1151,143,34,8097,4289,1283,514,5,25,6115,1454,1239,731,0,29,3446,22,71,48,0,0,137,3,12,0,0,0,12,364,322,205,12,7,911,71,196,66,15,3,357,6,12,7,0,0,32,1925,1855,1063,28,41,4909,131,155,30,6,8,327,152,64,29,3,3,256,11528,5096,2789,193,114,19715
SED30007,4655,811,342,0,4,5812,6496,446,346,0,6,7293,2400,632,1031,0,13,4068,65,49,116,0,0,223,18,17,21,0,0,60,568,133,172,0,0,864,43,71,62,0,0,177,20,7,3,0,0,28,3107,907,1405,0,13,5424,261,811,198,0,0,1267,140,80,63,0,0,280,14658,3051,2346,0,23,20080
SED30008,3668,696,581,99,0,5041,5936,1454,978,7,4,8377,2201,1714,2368,0,17,6298,170,182,301,0,0,650,22,11,29,0,0,55,499,231,304,0,0,1038,35,89,43,8,0,178,5,0,11,0,0,18,2925,2224,3059,14,17,8236,72,28,56,0,0,159,107,42,107,3,3,261,12713,4440,4777,131,27,22084
SED30009,5933,363,413,174,9,6891,4998,118,66,8,0,5185,2392,765,560,17,8,3745,381,361,172,0,3,918,46,71,98,0,0,220,1371,134,200,17,8,1730,160,35,95,67,6,363,30,10,25,3,0,67,4382,1388,1157,95,20,7045,143,218,42,9,6,417,212,89,57,14,0,379,15671,2174,1738,299,37,19914
SED30010,3373,297,15,0,3,3687,7617,232,19,0,0,7865,6700,1874,126,0,9,8700,682,74,34,0,0,789,61,39,11,0,0,119,938,138,44,0,0,1128,148,140,25,0,0,315,46,21,5,0,0,63,8577,2284,247,4,9,11118,127,41,3,0,0,174,316,91,12,0,4,415,20006,2932,299,5,17,23260
SED30011,5670,149,3,146,42,6015,4566,56,10,20,11,4665,2244,681,89,3,3,3022,254,181,4,0,0,443,67,99,3,0,0,164,943,116,5,6,7,1080,1674,361,33,39,24,2137,26,17,0,0,0,45,5207,1457,140,61,35,6902,599,37,4,12,9,663,325,59,4,51,9,452,16362,1763,163,291,111,18689
SED30012,3730,1142,1156,27,11,6059,4099,1548,1008,5,8,6663,1207,1029,1832,3,10,4085,146,156,217,0,0,517,8,21,67,0,0,93,432,342,506,6,4,1291,47,87,131,4,3,269,9,11,15,0,0,42,1848,1650,2768,11,14,6292,94,51,71,0,0,215,112,87,66,0,6,273,9873,4475,5069,49,38,19505
SED30013,8161,173,193,238,21,8787,5662,50,87,26,8,5836,1678,99,225,0,3,2020,56,3,20,0,0,77,5,3,17,0,0,25,930,28,70,12,3,1040,187,3,11,76,8,278,23,0,3,6,0,32,2879,142,337,95,13,3467,360,129,10,14,3,515,308,13,12,80,32,445,17373,508,641,447,81,19054
SED30014,3822,453,945,97,30,5350,4735,402,937,9,15,6097,1576,1218,2892,13,49,5751,451,355,424,4,5,1238,43,96,107,3,4,260,933,401,636,23,12,2001,122,109,166,87,10,500,24,23,36,5,0,86,3148,2200,4261,148,82,9833,138,174,48,0,4,373,193,116,136,16,40,500,12036,3348,6324,269,172,22155
SED30015,6453,78,17,114,33,6695,4926,52,9,28,13,5025,1867,384,127,3,4,2386,237,80,32,3,3,355,47,49,22,3,0,116,1387,40,23,13,5,1478,486,56,57,41,17,651,41,13,11,0,0,60,4063,625,267,71,31,5054,780,20,10,15,7,836,446,27,6,61,4,549,16670,799,316,276,90,18155
SED30016,5204,884,1371,195,17,7668,5985,402,488,12,9,6897,2656,671,1088,12,3,4432,103,124,253,0,5,482,17,9,46,0,0,70,662,177,288,11,9,1143,50,39,36,50,4,180,10,9,5,3,0,24,3500,1032,1712,70,18,6341,135,49,72,8,3,269,158,53,66,9,5,287,14987,2416,3711,291,55,21462
SED30017,4972,619,82,83,5,5761,7569,587,78,0,4,8236,1855,669,154,0,6,2677,310,304,82,0,4,703,36,76,22,0,0,127,608,152,39,4,3,801,34,84,23,19,0,156,11,6,6,0,0,27,2850,1288,325,24,11,4498,99,41,36,0,0,176,146,34,13,4,0,202,15643,2564,533,114,20,18880
SED30018,5223,459,181,0,4,5866,6388,1052,225,0,3,7668,1753,1068,267,0,0,3093,278,156,42,0,3,473,15,5,5,0,0,29,381,209,36,0,7,627,36,94,6,0,0,136,11,6,0,0,0,11,2464,1535,361,0,11,4373,121,53,47,0,4,226,124,35,16,0,5,184,14312,3142,828,7,22,18313
SED30019,3413,338,1565,5,11,5333,4322,498,2223,4,10,7061,1620,739,6723,12,20,9108,35,49,420,0,4,503,9,4,109,0,0,123,470,169,1063,3,4,1716,31,13,193,0,0,242,11,0,36,0,0,47,2170,978,8539,14,28,11730,132,37,169,0,8,347,88,17,137,0,7,248,10124,1872,12630,23,61,24716
SED30020,6485,72,15,39,15,6624,7717,62,12,13,15,7828,1896,446,84,6,3,2431,96,3,3,0,0,103,14,20,0,0,0,34,990,30,15,7,6,1052,205,0,6,21,0,231,26,4,0,0,0,31,3225,505,113,30,11,3884,375,25,0,4,3,407,248,14,4,5,8,281,18045,674,143,100,54,19015
SED30021,4100,165,105,194,56,4628,3178,166,73,36,8,3467,1011,378,385,19,10,1803,2258,238,144,5,17,2661,679,64,48,3,4,805,880,104,85,29,15,1107,594,280,90,80,58,1099,76,11,6,7,0,96,5489,1076,753,143,104,7567,500,86,20,37,22,664,337,48,53,101,23,567,13607,1537,1011,516,222,16893
SED30022,3758,234,17,40,7,4056,10071,774,25,14,25,10906,7641,1837,129,7,21,9634,88,41,0,0,0,132,53,49,0,0,0,106,719,137,18,3,7,878,138,62,17,0,0,215,26,7,0,0,0,33,8664,2129,166,16,28,11006,163,11,9,5,0,185,298,48,7,3,0,350,22957,3195,213,71,59,26495
SED30023,4848,281,396,4,0,5532,6138,340,611,0,4,7096,2155,441,2121,12,16,4744,53,55,88,0,0,199,15,0,59,0,0,82,627,92,413,7,5,1146,44,21,55,0,0,121,9,4,11,0,0,18,2901,617,2750,23,19,6305,100,9,67,0,0,176,92,12,38,0,0,145,14087,1264,3855,27,30,19259
SED30024,3951,810,1425,56,18,6260,4766,915,774,4,9,6465,771,585,1300,8,7,2668,108,150,103,0,0,358,6,5,9,0,0,22,482,281,406,4,9,1182,35,135,84,8,0,255,11,6,6,0,0,27,1411,1160,1902,21,11,4511,106,47,68,0,0,227,145,44,81,0,4,268,10373,2984,4251,80,44,17731
SED30025,4908,411,154,0,0,5482,7502,634,241,0,9,8380,1753,975,667,0,4,3400,95,76,209,0,0,385,11,16,5,0,0,35,500,148,116,0,0,759,200,120,77,0,0,400,9,6,4,0,0,19,2567,1345,1087,0,4,4999,80,170,55,0,0,294,117,36,19,0,0,176,15175,2591,1552,0,10,19332
SED30026,4618,245,230,4,0,5098,7006,355,296,0,0,7658,2167,401,673,0,4,3246,421,44,206,0,0,670,10,13,84,0,0,104,466,64,122,0,0,657,477,82,67,0,8,629,10,0,3,0,0,12,3556,603,1154,0,15,5322,95,215,52,0,0,370,92,25,20,0,0,135,15369,1443,1750,4,17,18579
SED30027,3634,547,371,130,6,4689,6651,912,304,3,5,7875,1312,999,312,4,0,2621,257,127,62,0,0,435,20,16,90,0,0,126,483,288,86,3,0,852,67,292,61,232,0,650,11,10,11,5,0,36,2145,1715,614,255,4,4737,90,80,203,5,0,378,168,71,60,20,0,311,12689,3325,1554,409,13,17992
SED30028,4149,117,143,99,11,4524,6500,159,111,6,6,6781,3072,666,967,0,6,4711,404,90,154,0,0,645,80,73,23,0,0,179,850,48,81,0,3,981,118,23,29,46,6,233,14,11,7,0,0,39,4536,910,1263,55,16,6785,135,19,17,4,6,180,179,23,11,9,0,225,15504,1228,1548,175,42,18495
SED30029,6503,87,39,67,16,6711,7058,38,20,31,24,7172,1132,84,23,3,0,1246,35,13,0,0,0,43,3,0,0,0,0,3,859,22,17,22,15,927,104,5,0,8,0,114,15,0,0,0,0,15,2148,117,37,33,15,2351,269,17,14,11,4,313,220,3,0,5,5,235,16193,264,108,147,65,16777
SED30030,3549,221,897,4,3,4672,5330,562,1469,3,7,7375,2162,769,3580,11,19,6546,259,140,497,0,0,896,11,17,42,0,0,72,547,143,614,0,3,1307,35,8,86,0,0,129,5,3,15,0,0,23,3019,1082,4829,13,27,8978,103,12,193,0,0,306,106,15,91,0,4,218,12105,1893,7483,22,40,21542
SED30031,3343,29,21,113,67,3576,3328,65,24,28,27,3477,1575,344,282,4,5,2209,531,43,119,0,3,698,100,10,24,0,3,131,806,55,47,10,10,931,1064,90,87,19,24,1288,22,8,0,0,0,26,4098,541,556,37,42,5285,742,22,15,40,51,866,264,14,8,22,12,328,11782,671,629,239,202,13522
SED30032,8502,121,37,234,34,8934,6619,64,11,49,24,6770,1887,421,155,20,21,2506,128,109,22,0,0,258,19,51,21,0,0,99,1203,78,56,14,8,1354,118,34,21,24,3,201,23,6,4,0,0,36,3373,703,277,61,34,4450,295,8,19,7,19,347,348,26,18,12,5,404,19134,925,368,361,120,20906
SED30033,8259,768,237,258,50,9574,4856,263,71,16,18,5220,2758,944,210,9,14,3943,204,296,8,0,0,506,47,77,7,0,0,130,977,195,56,18,7,1251,144,103,13,99,33,399,20,13,3,0,0,42,4148,1631,301,132,52,6273,368,147,65,6,13,600,301,84,19,9,13,428,17942,2884,684,425,151,22093
SED30034,8435,122,78,194,53,8879,5257,50,29,30,12,5376,1738,393,328,29,8,2482,267,121,61,3,4,448,111,39,50,0,5,195,1634,150,126,16,14,1943,355,52,31,61,9,504,43,10,11,6,0,63,4137,751,601,106,39,5638,472,27,5,15,20,541,477,37,36,21,15,589,18778,992,755,366,142,21029
SED30035,5216,54,20,127,25,5448,7136,31,21,18,10,7210,2676,302,106,8,0,3093,193,32,8,0,0,230,80,23,30,0,0,134,915,43,20,8,3,990,412,12,12,42,10,487,17,3,6,0,0,27,4297,417,174,56,17,4964,265,4,3,0,3,284,273,20,15,17,4,337,17196,529,233,233,62,18246
SED30036,3894,264,48,20,7,4231,6309,389,26,0,5,6731,2853,1937,69,3,24,4888,1390,251,97,0,0,1730,50,74,8,0,0,131,946,186,27,0,0,1165,302,360,12,78,7,751,32,31,3,4,0,74,5563,2842,209,87,30,8737,190,265,50,0,5,508,293,109,28,0,5,429,16248,3866,366,107,46,20636
SED30037,4235,226,64,3,0,4523,6454,157,45,8,0,6668,3711,832,272,0,3,4827,226,209,164,0,3,601,38,57,75,0,0,167,890,142,46,0,6,1079,417,71,26,0,0,515,24,13,5,0,0,39,5301,1320,586,4,19,7239,120,36,30,0,6,191,182,39,36,0,3,261,16295,1776,761,19,25,18881
