SED_CODE_2021,M_Iraq_0_4,M_Iraq_5_14,M_Iraq_15_24,M_Iraq_25_44,M_Iraq_45_54,M_Iraq_55_64,M_Iraq_65_74,M_Iraq_75_84,M_Iraq_85ov,M_Iraq_Tot,M_Ireland_0_4,M_Ireland_5_14,M_Ireland_15_24,M_Ireland_25_44,M_Ireland_45_54,M_Ireland_55_64,M_Ireland_65_74,M_Ireland_75_84,M_Ireland_85ov,M_Ireland_Tot,M_Italy_0_4,M_Italy_5_14,M_Italy_15_24,M_Italy_25_44,M_Italy_45_54,M_Italy_55_64,M_Italy_65_74,M_Italy_75_84,M_Italy_85ov,M_Italy_Tot,M_Japan_0_4,M_Japan_5_14,M_Japan_15_24,M_Japan_25_44,M_Japan_45_54,M_Japan_55_64,M_Japan_65_74,M_Japan_75_84,M_Japan_85ov,M_Japan_Tot,M_Korea_South_0_4,M_Korea_South_5_14,M_Korea_South_15_24,M_Korea_South_25_44,M_Korea_South_45_54,M_Korea_South_55_64,M_Korea_South_65_74,M_Korea_South_75_84,M_Korea_South_85ov,M_Korea_South_Tot,M_Lebanon_0_4,M_Lebanon_5_14,M_Lebanon_15_24,M_Lebanon_25_44,M_Lebanon_45_54,M_Lebanon_55_64,M_Lebanon_65_74,M_Lebanon_75_84,M_Lebanon_85ov,M_Lebanon_Tot,M_Malaysia_0_4,M_Malaysia_5_14,M_Malaysia_15_24,M_Malaysia_25_44,M_Malaysia_45_54,M_Malaysia_55_64,M_Malaysia_65_74,M_Malaysia_75_84,M_Malaysia_85ov,M_Malaysia_Tot,M_Malta_0_4,M_Malta_5_14,M_Malta_15_24,M_Malta_25_44,M_Malta_45_54,M_Malta_55_64,M_Malta_65_74,M_Malta_75_84,M_Malta_85ov,M_Malta_Tot,M_Mauritius_0_4,M_Mauritius_5_14,M_Mauritius_15_24,M_Mauritius_25_44,M_Mauritius_45_54,M_Mauritius_55_64,M_Mauritius_65_74,M_Mauritius_75_84,M_Mauritius_85ov,M_Mauritius_Tot,M_Myanmar_0_4,M_Myanmar_5_14,M_Myanmar_15_24,M_Myanmar_25_44,M_Myanmar_45_54,M_Myanmar_55_64,M_Myanmar_65_74,M_Myanmar_75_84,M_Myanmar_85ov,M_Myanmar_Tot,M_Nepal_0_4,M_Nepal_5_14,M_Nepal_15_24,M_Nepal_25_44,M_Nepal_45_54,M_Nepal_55_64,M_Nepal_65_74,M_Nepal_75_84,M_Nepal_85ov,M_Nepal_Tot,M_Netherlands_0_4,M_Netherlands_5_14,M_Netherlands_15_24,M_Netherlands_25_44,M_Netherlands_45_54,M_Netherlands_55_64,M_Netherlands_65_74,M_Netherlands_75_84,M_Netherlands_85ov,M_Netherlands_Tot,M_New_Zealand_0_4,M_New_Zealand_5_14,M_New_Zealand_15_24,M_New_Zealand_25_44,M_New_Zealand_45_54,M_New_Zealand_55_64,M_New_Zealand_65_74,M_New_Zealand_75_84,M_New_Zealand_85ov,M_New_Zealand_Tot,M_North_Macedonia_0_4,M_North_Macedonia_5_14,M_North_Macedonia_15_24,M_North_Macedonia_25_44,M_North_Macedonia_45_54,M_North_Macedonia_55_64,M_North_Macedonia_65_74,M_North_Macedonia_75_84,M_North_Macedonia_85ov,M_North_Macedonia_Tot,M_Pakistan_0_4,M_Pakistan_5_14,M_Pakistan_15_24,M_Pakistan_25_44,M_Pakistan_45_54,M_Pakistan_55_64,M_Pakistan_65_74,M_Pakistan_75_84,M_Pakistan_85ov,M_Pakistan_Tot,M_PNG_0_4,M_PNG_5_14,M_PNG_15_24,M_PNG_25_44,M_PNG_45_54,M_PNG_55_64,M_PNG_65_74,M_PNG_75_84,M_PNG_85ov,M_PNG_Tot,M_Philippines_0_4,M_Philippines_5_14,M_Philippines_15_24,M_Philippines_25_44,M_Philippines_45_54,M_Philippines_55_64,M_Philippines_65_74,M_Philippines_75_84,M_Philippines_85ov,M_Philippines_Tot,M_Poland_0_4,M_Poland_5_14,M_Poland_15_24,M_Poland_25_44,M_Poland_45_54,M_Poland_55_64,M_Poland_65_74,M_Poland_75_84,M_Poland_85ov,M_Poland_Tot,M_Samoa_0_4,M_Samoa_5_14,M_Samoa_15_24,M_Samoa_25_44,M_Samoa_45_54,M_Samoa_55_64,M_Samoa_65_74,M_Samoa_75_84,M_Samoa_85ov,M_Samoa_Tot,M_Scotland_0_4,M_Scotland_5_14,M_Scotland_15_24,M_Scotland_25_44,M_Scotland_45_54,M_Scotland_55_64,M_Scotland_65_74,M_Scotland_75_84,M_Scotland_85ov,M_Scotland_Tot
SED30029,0,0,0,4,0,0,0,0,0,0,0,3,0,10,3,9,7,6,4,45,3,0,0,7,6,7,21,9,11,60,0,0,3,4,6,0,0,0,0,23,0,0,3,9,4,0,0,0,0,20,0,0,0,0,5,0,5,0,0,3,0,0,0,3,7,7,7,4,0,24,0,0,4,0,0,4,8,4,0,19,0,0,0,0,0,5,6,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,21,18,34,26,9,124,0,15,57,213,181,158,150,61,7,840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,17,17,17,15,0,0,70,0,5,3,15,0,0,0,0,0,28,0,0,0,4,0,7,6,6,0,16,0,0,3,10,0,3,0,0,0,18,0,4,0,4,17,19,32,20,5,110
SED30030,0,0,0,8,5,0,0,0,0,19,0,10,11,57,18,19,9,3,0,122,0,0,4,28,9,8,21,8,12,101,3,12,14,20,7,3,5,0,0,69,0,10,13,70,20,7,4,0,0,123,0,0,0,7,6,9,0,4,0,30,0,7,14,63,17,18,7,5,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,5,3,0,0,0,7,0,8,66,155,5,0,0,0,0,238,0,0,0,10,12,8,9,6,0,48,4,26,59,291,162,103,55,21,7,723,0,0,0,3,5,0,4,0,0,11,0,0,8,19,0,0,0,0,0,28,0,0,4,20,26,13,7,0,0,73,0,12,19,75,18,9,3,0,0,139,0,0,0,10,5,3,0,4,0,16,0,0,0,0,0,3,0,0,0,5,0,0,8,30,29,21,13,10,7,108
SED30031,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,0,0,0,0,22,0,0,0,0,0,0,4,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,5,0,3,0,0,0,7,0,0,7,6,0,0,0,0,0,16,0,0,0,0,0,6,6,5,0,12,5,32,47,161,119,110,76,21,3,571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,5,16,9,0,0,0,0,33,0,23,32,57,31,9,0,0,0,157,0,0,0,3,0,0,0,0,0,3,0,0,0,25,0,0,0,0,0,25,0,3,0,9,0,10,10,7,0,34
SED30032,0,0,0,0,0,0,0,0,0,0,0,3,4,3,6,4,7,6,0,33,0,0,0,0,8,5,15,4,0,31,0,0,0,4,0,0,0,0,0,8,0,5,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,3,0,0,14,0,0,0,0,0,6,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,5,0,5,14,41,38,9,108,3,16,25,89,137,167,195,63,13,707,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,10,12,5,0,0,35,3,7,8,15,8,3,0,0,0,40,0,0,0,0,0,5,7,3,0,15,0,0,0,0,0,0,0,0,0,5,0,4,0,5,11,11,38,16,3,91
SED30033,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,7,12,10,6,45,0,0,0,3,3,6,21,8,8,54,3,3,0,3,0,0,0,0,0,9,0,0,3,10,0,0,0,0,0,11,0,0,0,0,0,4,0,0,0,3,0,0,0,16,0,7,9,0,0,31,0,0,0,0,0,7,13,14,7,37,0,0,0,4,0,4,4,0,0,10,0,0,0,7,0,0,0,3,0,9,0,0,0,22,0,0,0,0,0,28,0,0,0,6,0,16,64,45,17,150,5,33,43,115,126,158,250,128,24,893,0,0,0,0,0,0,0,0,0,4,0,4,4,13,0,0,0,0,0,16,0,0,0,5,8,9,4,0,0,27,3,10,7,36,7,3,3,0,0,69,0,0,0,4,0,4,12,5,0,29,0,0,0,0,4,3,0,0,0,0,0,0,0,13,8,40,50,37,11,154
SED30034,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,5,7,4,0,33,0,0,4,11,0,12,61,61,51,212,0,6,8,8,0,0,3,0,0,15,0,0,0,8,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,4,5,0,0,22,0,0,0,0,0,0,8,8,4,19,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,9,0,0,0,9,3,12,42,10,8,82,0,13,19,81,98,147,135,61,11,563,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,3,3,25,29,37,22,0,0,120,0,17,18,32,12,5,3,0,0,90,0,0,0,0,0,0,4,0,0,9,0,0,3,28,0,10,0,0,0,36,0,0,0,3,10,14,27,10,4,64
SED30035,0,0,0,0,0,0,0,0,0,0,0,0,3,12,10,3,8,4,3,42,0,0,0,4,4,4,41,50,39,143,0,0,0,0,0,0,0,0,0,0,0,3,0,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,5,4,0,0,18,0,0,0,0,0,3,5,6,0,15,0,0,0,4,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,0,0,3,0,6,27,14,0,55,3,12,27,136,91,115,94,26,0,503,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,3,3,15,16,13,12,0,0,63,0,8,19,24,17,7,0,0,0,77,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,3,0,20,9,13,23,11,0,83
SED30036,0,4,14,36,24,5,4,0,0,91,0,0,0,18,9,10,0,5,5,50,0,0,6,11,4,10,15,12,11,61,0,0,0,5,3,5,0,0,0,15,0,0,10,43,19,4,8,0,0,93,0,0,0,3,0,0,0,0,0,5,0,13,9,56,23,17,7,6,0,127,0,0,0,0,0,0,5,0,0,16,0,0,0,3,0,0,5,0,0,7,0,3,0,31,12,10,9,4,0,64,0,3,8,60,8,0,0,0,0,81,0,0,0,7,0,5,22,17,3,59,20,144,287,652,225,170,95,36,9,1632,0,0,0,3,0,0,0,0,0,10,0,24,9,67,8,3,5,3,0,116,0,4,16,21,16,7,3,0,0,70,0,23,63,171,95,49,13,4,6,428,0,0,3,8,3,8,11,4,0,44,0,17,36,94,80,99,36,12,0,391,0,0,5,11,14,25,25,23,5,103
SED30037,0,0,0,0,6,0,0,0,0,4,0,5,0,10,0,6,3,5,0,38,0,0,0,0,0,3,7,9,0,13,0,0,0,5,0,0,0,0,0,7,0,0,0,11,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,13,12,10,0,3,0,40,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,12,0,0,0,9,7,12,15,16,6,60,12,67,99,259,142,126,52,28,0,799,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,4,0,0,19,0,5,8,7,13,8,5,0,0,42,0,15,19,62,25,10,3,0,0,142,0,0,0,0,0,4,0,0,0,9,0,14,14,28,22,14,9,0,0,102,0,0,3,5,12,20,16,17,4,83
SED30038,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,8,9,0,0,29,0,0,0,0,0,5,3,4,3,18,0,0,4,6,0,0,0,0,0,11,0,0,6,12,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,0,0,0,20,13,14,3,4,0,50,0,0,0,0,0,9,0,3,0,15,0,0,0,0,0,5,0,0,0,4,0,0,0,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,8,0,0,0,6,9,13,35,21,5,88,0,53,77,265,142,121,76,36,9,772,0,0,0,0,0,0,0,0,0,5,0,0,3,4,0,0,0,0,0,13,0,5,5,7,15,7,9,0,0,46,0,0,10,27,19,4,5,0,0,70,0,0,0,3,4,0,0,4,0,11,0,5,0,23,12,0,9,4,0,49,0,3,4,18,20,23,23,18,6,103
SED30039,0,3,5,7,5,3,3,0,0,32,0,8,3,28,3,3,5,6,0,60,0,0,0,5,0,5,6,3,3,33,3,5,3,4,0,3,0,0,0,20,0,3,12,36,16,10,0,0,0,78,0,0,0,3,0,0,0,0,0,5,0,5,12,47,17,12,9,0,0,107,0,0,0,0,0,3,5,9,0,19,0,0,0,3,0,5,5,0,0,17,0,0,0,3,0,0,0,0,0,15,0,0,5,99,11,9,0,0,0,124,0,4,5,13,16,18,25,16,6,102,28,246,318,805,406,246,114,30,0,2193,0,0,0,0,0,0,3,0,0,3,0,8,4,33,10,5,0,0,0,64,0,5,9,22,23,8,3,3,0,73,0,34,65,137,84,38,14,3,0,380,0,0,0,22,8,9,16,0,0,53,0,11,20,60,31,37,16,8,0,190,0,3,13,36,30,59,34,9,4,181
SED30040,0,0,0,0,0,0,0,0,0,0,0,10,5,13,7,13,9,7,3,72,0,4,6,5,4,11,13,14,6,57,0,4,0,9,0,0,0,0,0,12,0,4,5,26,3,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,5,7,0,3,39,0,0,0,0,0,4,0,4,0,10,0,0,0,0,5,5,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,5,20,0,0,0,0,0,30,0,3,0,10,12,19,29,17,8,90,7,52,85,277,207,187,164,103,20,1104,0,0,0,0,0,0,0,0,0,6,0,0,0,12,0,0,0,0,0,10,0,0,8,11,6,13,7,0,0,47,0,11,11,36,14,5,5,0,0,78,0,4,0,16,3,3,3,4,5,34,0,0,0,0,0,0,0,0,0,0,0,12,10,23,21,25,26,27,11,150
SED30041,0,0,0,0,0,0,0,0,0,4,0,6,4,9,6,0,5,6,0,40,0,0,0,7,3,3,8,0,0,25,0,4,0,3,5,0,4,0,0,13,0,6,0,5,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,7,0,0,0,19,0,0,0,0,0,0,4,0,0,10,0,0,0,0,0,0,0,0,0,4,0,0,0,5,4,0,0,0,0,13,3,0,6,34,7,6,0,0,0,57,0,0,0,0,0,10,20,15,6,53,4,30,58,122,92,113,114,42,6,580,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,3,0,0,0,16,0,3,5,8,8,7,3,0,0,39,5,24,29,81,36,11,7,0,0,190,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,14,16,7,10,60
SED30042,0,0,8,5,5,0,0,0,0,15,0,0,7,24,13,4,7,0,0,52,0,0,0,9,4,11,7,10,7,49,0,7,5,5,0,0,0,0,0,18,0,5,5,31,4,3,0,0,0,46,0,0,0,0,0,3,0,0,0,5,0,0,4,4,9,6,0,3,0,28,0,0,0,0,0,3,5,3,0,10,0,0,0,0,0,8,0,0,0,8,0,0,0,9,0,4,0,0,0,12,0,0,0,10,0,0,0,0,0,18,0,0,0,11,7,23,32,10,7,93,10,92,153,443,247,199,116,31,8,1291,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,0,0,0,0,6,0,0,13,31,25,14,12,0,0,90,0,16,28,60,41,6,10,0,0,174,0,0,0,3,0,5,0,0,0,12,0,0,7,12,5,8,4,5,0,33,0,3,5,28,21,24,25,14,10,129
SED30043,0,0,0,0,3,0,0,0,0,9,0,0,3,15,5,11,5,0,4,40,0,0,0,7,0,0,3,0,3,23,0,3,3,17,4,0,4,0,0,30,0,0,3,38,5,0,0,0,0,51,0,0,0,0,0,0,0,0,0,6,0,5,0,13,3,0,5,0,0,30,0,0,0,0,0,7,4,4,0,12,0,0,0,0,0,0,0,0,0,0,0,5,0,45,7,4,0,0,0,71,0,0,0,4,0,0,0,0,0,4,0,0,5,8,12,12,27,25,6,90,0,22,37,150,155,115,109,46,0,640,0,0,0,0,0,0,0,0,0,0,0,3,3,12,4,0,0,0,0,21,0,6,18,25,7,11,4,0,0,75,0,9,14,17,0,5,5,0,0,52,0,0,0,3,4,0,4,0,0,6,0,0,0,3,0,0,0,0,0,8,0,0,0,3,14,19,20,4,5,68
SED30044,0,8,7,22,9,0,0,0,0,48,0,0,0,20,4,9,3,10,0,52,0,0,0,3,5,3,12,14,6,42,0,0,5,6,0,0,0,4,0,15,0,0,9,18,9,0,0,0,0,37,0,0,0,0,0,0,0,0,0,5,0,3,5,9,8,9,5,0,0,40,0,0,0,4,0,6,16,0,0,27,0,0,0,7,0,3,7,0,0,16,0,0,0,9,0,0,7,0,0,9,0,0,0,3,0,0,0,0,0,9,0,0,0,10,13,16,39,29,5,110,21,142,264,719,319,300,186,57,5,2012,0,0,0,0,0,0,0,0,0,3,0,9,15,70,13,8,8,0,0,117,0,3,12,20,15,15,8,6,0,68,6,11,32,86,32,14,0,5,0,183,0,0,0,7,0,3,7,0,0,21,0,7,16,58,35,24,7,8,0,151,0,3,10,11,17,33,33,21,0,124
SED30045,0,0,0,0,0,0,0,0,0,6,0,6,4,79,32,18,12,5,4,160,3,0,3,12,10,6,10,5,3,64,0,0,0,9,0,0,0,0,0,13,0,0,3,9,0,5,0,0,0,19,0,0,0,0,0,0,0,0,0,7,0,0,0,8,16,12,3,0,0,34,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,4,3,0,0,12,0,0,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,8,0,6,0,7,11,8,9,17,0,58,12,83,143,498,305,257,143,43,10,1488,0,0,0,0,0,0,0,0,0,9,0,0,0,8,3,0,0,0,0,12,0,0,9,11,21,21,8,3,0,71,0,15,35,69,53,23,12,0,0,210,0,0,3,12,3,0,3,5,0,27,0,0,0,10,3,5,0,0,0,18,0,5,10,32,31,36,28,17,5,162
SED30046,0,4,0,15,0,4,0,0,0,18,0,0,5,19,7,10,20,3,9,73,0,0,0,4,0,0,8,12,0,31,0,0,0,8,9,0,0,0,0,20,0,3,0,29,7,7,4,0,0,46,0,0,3,3,4,4,4,3,0,17,0,0,0,16,8,8,7,5,0,44,0,0,0,0,0,4,5,6,0,14,0,0,0,0,0,5,0,0,0,5,0,0,0,6,3,4,0,0,0,20,0,0,4,5,0,0,0,0,0,13,0,0,0,6,7,9,32,20,9,87,20,177,275,820,395,316,222,91,15,2322,0,0,0,0,0,0,0,0,0,6,4,6,0,21,0,0,5,0,0,37,0,0,7,27,24,19,9,4,0,86,0,34,42,111,53,25,16,0,4,278,0,0,0,18,4,9,20,0,0,53,0,4,0,38,16,17,14,0,0,87,0,6,9,20,19,42,38,19,5,154
SED30047,0,0,0,0,0,0,0,0,0,0,0,5,0,19,4,3,0,0,5,39,0,0,0,10,0,5,12,11,10,50,0,0,5,4,0,0,0,0,0,14,0,0,0,18,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,4,0,0,5,27,6,3,0,0,0,54,0,0,0,4,0,4,26,16,11,55,0,0,0,0,0,0,0,0,0,3,0,0,0,9,5,0,0,0,0,14,0,3,5,30,3,3,0,0,0,39,0,0,5,0,10,6,19,17,0,61,0,30,65,178,127,122,94,36,5,656,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,19,0,3,0,15,20,6,8,0,0,52,7,67,103,235,122,32,9,0,0,575,0,0,0,3,0,3,0,6,0,13,0,0,0,5,0,0,4,0,0,13,0,0,0,8,12,15,21,11,0,63
SED30048,0,0,3,9,0,4,0,0,0,22,4,3,11,31,32,15,5,9,3,104,0,8,13,38,23,6,10,6,8,103,3,15,35,37,15,8,7,0,0,119,0,20,45,93,43,3,5,0,0,211,0,0,6,8,4,4,0,0,0,21,0,22,105,124,49,22,23,14,3,364,0,0,0,0,0,0,0,0,0,3,0,0,5,7,0,0,0,0,0,13,0,0,8,6,0,0,4,0,0,16,0,3,62,120,3,0,0,0,0,191,0,8,8,13,10,10,14,9,0,76,12,40,156,215,122,103,76,26,10,752,0,0,0,0,5,0,0,0,0,10,0,12,0,54,7,0,0,0,0,74,0,6,17,27,25,23,6,0,0,110,0,5,34,66,14,10,3,4,0,132,0,3,0,11,6,5,8,0,0,40,0,0,4,6,0,0,0,0,0,10,0,0,13,30,24,35,20,12,0,148
SED30049,0,11,5,14,16,0,3,0,0,47,0,9,12,38,12,13,7,4,0,95,0,0,3,20,4,10,15,19,17,80,0,11,7,29,16,6,3,0,0,62,3,62,73,267,114,29,8,6,0,550,0,0,0,11,7,7,11,3,0,36,0,18,55,152,64,44,37,14,0,384,0,0,0,0,0,0,0,4,0,11,0,0,0,5,0,0,3,0,0,13,0,0,0,7,6,0,4,0,0,15,0,0,10,26,10,0,0,0,0,47,0,3,0,5,8,6,10,19,0,50,13,98,114,261,161,133,64,29,12,879,0,0,0,4,0,8,0,3,0,15,4,18,16,58,25,7,5,0,0,132,0,8,12,20,31,21,17,19,5,131,0,14,40,109,46,17,17,0,0,242,0,3,4,12,12,8,6,4,3,53,0,0,0,10,3,4,0,0,0,24,0,6,5,14,19,21,14,21,0,95
SED30050,0,0,0,0,0,0,0,0,0,0,0,0,7,28,11,16,10,4,0,77,0,0,0,22,9,4,22,11,0,72,0,0,6,8,0,6,0,0,0,19,0,3,3,53,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,7,0,0,0,10,7,4,0,0,0,30,0,0,0,0,0,0,3,3,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,3,27,113,0,0,0,0,0,142,0,0,0,10,4,4,31,15,4,68,9,36,64,286,162,211,204,105,25,1092,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,13,0,0,0,3,17,10,4,0,0,43,0,14,9,37,12,6,3,0,0,84,0,0,0,12,5,3,8,0,0,27,0,0,0,6,0,4,0,0,0,13,0,4,3,22,15,30,28,28,6,140
SED30051,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,12,0,4,0,22,0,0,0,6,3,5,5,6,5,29,0,0,0,0,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,5,0,0,0,3,9,3,0,0,0,13,0,0,0,0,0,4,16,8,0,32,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,11,0,0,0,4,0,14,38,27,5,87,0,17,16,79,101,129,179,86,8,616,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,8,4,5,0,0,25,0,14,5,21,4,0,4,0,0,52,0,0,0,0,0,4,9,0,0,9,0,0,0,0,0,0,0,0,0,4,0,0,3,9,11,23,25,29,5,103
SED30052,0,0,0,6,5,0,0,0,0,16,0,3,11,124,14,29,16,13,6,205,0,0,21,131,15,16,18,34,22,257,7,12,51,107,41,12,3,0,0,228,4,17,65,303,36,12,7,0,0,448,0,0,3,18,8,0,0,0,0,26,0,10,54,114,27,20,14,5,4,249,0,0,0,0,0,0,3,0,0,5,0,0,0,13,0,0,4,0,0,17,0,0,15,12,5,0,0,0,0,40,0,0,90,123,4,0,0,0,0,220,0,3,0,22,10,11,15,10,0,70,3,26,99,548,187,196,72,32,0,1177,0,0,0,0,0,0,0,3,0,7,3,0,3,42,4,0,0,0,0,54,0,0,15,46,27,13,0,0,0,106,3,20,42,256,20,9,8,0,0,362,0,0,3,31,14,3,4,0,0,61,0,0,0,8,3,3,0,0,0,13,0,0,12,65,33,31,24,12,0,187
SED30053,0,0,0,6,5,0,0,0,0,7,0,0,3,38,10,6,11,3,0,82,0,4,4,45,12,18,26,23,9,144,0,14,22,64,26,15,11,6,0,159,0,14,17,28,20,8,4,0,0,93,0,0,0,0,5,6,4,0,0,23,0,6,21,18,13,20,13,7,0,91,0,0,0,0,0,4,10,8,6,32,0,0,0,5,0,0,0,0,0,10,0,0,0,0,0,0,3,0,0,10,0,0,9,5,0,0,0,0,0,9,0,4,0,9,9,8,18,21,5,75,7,52,155,528,311,213,206,82,22,1567,0,0,0,10,4,3,4,0,0,22,0,0,0,8,0,0,0,0,0,10,0,0,4,14,17,11,0,0,0,47,0,6,9,49,22,10,8,8,4,109,0,0,0,7,11,4,11,11,7,42,0,0,0,0,4,3,0,0,0,9,0,7,4,29,29,14,37,24,5,145
SED30054,0,0,0,8,4,3,0,0,0,16,0,3,0,49,16,11,15,0,0,101,0,0,0,30,11,4,9,4,11,72,0,26,16,25,15,6,3,0,0,94,0,7,5,46,10,0,0,0,0,75,0,0,0,0,3,4,5,0,0,9,0,3,7,45,25,16,7,3,0,103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,4,0,0,8,0,0,13,46,0,0,0,0,0,64,0,10,0,7,11,10,14,8,3,67,5,21,67,214,148,104,64,25,5,637,0,0,0,3,0,0,0,0,0,7,0,4,5,33,6,0,0,0,0,47,0,0,10,12,30,30,5,0,0,86,0,9,13,64,17,0,9,0,0,108,0,0,0,12,5,3,4,0,0,27,0,0,0,3,4,0,0,3,0,11,0,6,5,21,23,26,18,9,11,121
SED30055,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,16,0,0,0,6,0,0,6,6,0,22,0,3,0,0,0,0,0,0,0,5,0,3,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,0,0,0,7,0,0,0,0,3,3,18,14,11,49,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,12,0,0,0,4,3,7,12,13,0,36,0,9,16,111,85,108,81,21,8,445,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,4,4,0,4,0,0,10,0,24,29,71,24,6,0,0,0,163,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,7,0,0,3,7,10,8,4,12,0,37
SED30056,0,0,3,0,0,0,0,0,0,5,0,14,12,42,20,16,15,10,5,132,0,3,5,5,8,4,21,12,6,65,0,4,9,3,6,3,3,3,0,38,4,15,26,38,33,16,5,7,0,143,0,0,0,0,4,0,0,0,0,5,0,8,16,44,28,28,27,25,4,181,0,0,0,0,0,3,0,4,0,8,0,0,4,3,0,0,0,0,0,16,0,0,0,0,0,3,0,0,0,4,0,0,0,7,3,0,0,0,0,11,0,6,3,9,21,21,23,21,4,108,0,50,77,158,183,117,80,46,16,727,0,0,0,0,3,0,0,0,0,6,0,3,0,9,0,0,0,0,0,16,0,0,9,22,29,19,6,3,0,91,0,11,10,20,16,6,4,6,0,61,0,0,0,17,7,4,8,3,0,44,0,0,0,0,0,0,0,0,0,5,0,16,14,12,45,46,25,19,3,191
