SA1_CODE_2021,Intct_fam_no_otr_chld_pre_Fam,Step_fam_no_otr_chld_pre_Fam,Blnd_fam_no_otr_chld_pre_Fam,Intct_fam_othr_child_pres_Fam,Step_fam_othr_child_pres_Fam,Blnd_fam_othr_child_pres_Fam,Otr_cpl_fam_otr_chld_only_Fam,Tot_Families
12101168722,58,3,0,0,0,0,0,58
12101168723,79,0,0,0,0,0,0,80
12101168724,74,3,0,0,0,0,0,78
12101168725,51,11,0,0,0,0,0,62
12101168726,51,4,0,0,0,0,0,60
12101168727,39,0,0,0,0,0,0,44
12101168728,35,0,0,0,0,0,0,39
12101168729,62,5,0,0,0,0,0,60
12101168730,37,0,0,0,0,0,0,33
12102140301,69,0,0,6,0,0,0,72
12102140302,72,4,3,0,0,0,0,77
12102140303,58,4,0,0,0,0,0,61
12102140304,99,6,0,0,0,0,0,105
12102140305,34,4,0,0,0,0,0,36
12102140306,37,4,0,0,0,0,0,41
12102140307,0,0,0,0,0,0,0,0
12102140310,65,4,0,0,0,0,0,66
12102140311,107,14,6,0,0,0,0,123
12102140315,47,4,3,0,0,0,0,51
12102140316,58,6,0,3,0,0,0,70
12102140317,66,9,0,0,0,0,0,77
12102140319,69,7,0,0,0,0,0,75
12102140320,53,0,0,0,0,0,0,53
12102140321,77,4,0,0,0,0,0,83
12102140322,85,3,4,6,0,0,0,92
12102140323,61,6,0,0,0,0,0,73
12102140324,102,4,0,0,0,0,0,110
12102140325,80,3,0,0,0,0,0,86
12102140326,60,6,0,0,0,0,0,67
12102140327,40,0,0,0,0,0,0,39
12102140328,65,3,0,0,0,0,0,69
12102140330,66,3,0,0,0,0,0,68
12102140331,53,6,0,0,0,0,0,59
12102140333,55,4,0,0,0,0,0,64
12102140334,43,4,0,0,0,0,0,50
12102140335,0,0,0,0,0,0,0,0
12102140336,66,6,0,0,0,0,0,77
12102140337,54,6,0,0,0,0,0,62
12102140338,71,6,0,0,0,0,0,82
12102140339,45,0,0,0,0,0,0,45
12102140340,67,4,0,0,0,0,0,76
12102140341,60,12,0,0,0,0,0,71
12102140342,79,6,0,0,0,0,0,89
12102140343,43,0,0,0,0,0,0,49
12102140344,0,0,0,0,0,0,0,0
12102140345,0,0,0,0,0,0,0,0
12102140346,62,8,4,0,0,0,0,74
12102140347,0,0,0,0,0,0,0,0
12102140348,3,0,0,0,0,0,0,3
12102140349,0,0,0,0,0,0,0,0
12102140350,76,14,0,0,0,0,0,85
12102140351,50,0,0,0,0,0,0,50
12102140352,0,0,0,0,0,0,0,0
12102140353,40,0,0,0,0,0,0,38
12102140354,25,0,0,3,0,0,0,34
12102140355,60,8,0,0,0,0,0,69
12102140356,90,11,6,0,0,0,0,102
12102140357,53,4,6,0,0,0,0,61
12102140358,54,6,0,0,0,0,0,58
12102140359,0,0,0,0,0,0,0,0
12102140360,41,0,0,0,0,0,0,39
12102140361,49,3,0,0,0,0,0,59
12102140362,69,0,0,0,0,0,0,71
12102140363,48,10,0,0,0,0,0,51
12102140364,44,8,0,0,0,0,0,51
12102140365,91,7,0,0,0,0,0,98
12102140366,52,6,3,0,0,0,0,59
12102140367,38,0,0,0,0,0,0,38
12102140368,0,0,0,0,0,0,0,0
12102140369,44,3,0,0,0,0,0,48
12102140370,49,4,0,0,0,0,0,52
12102140371,80,8,0,0,0,0,0,90
12102140372,0,0,0,0,0,0,0,0
12102140401,79,3,9,0,0,0,0,91
12102140402,0,0,0,0,0,0,0,0
12102140403,34,0,0,0,0,0,0,34
12102140404,83,0,0,0,0,0,0,86
12102140405,67,4,0,0,0,0,0,68
12102140406,19,0,0,0,0,0,0,19
12102140407,37,6,0,0,0,0,0,45
12102140408,34,0,0,0,0,0,0,38
12102140409,89,6,3,0,0,0,0,98
12102140410,59,5,3,0,0,0,0,59
12102140411,47,5,0,0,0,0,0,51
12102140412,87,3,5,0,0,0,0,100
12102140413,33,3,0,0,0,0,0,39
12102140414,39,15,5,0,0,0,0,56
12102140415,80,6,0,0,0,0,0,83
12102140416,9,0,0,0,0,0,0,9
12102140417,54,0,3,0,0,0,0,58
12102140418,56,3,4,0,0,0,0,62
12102140419,68,7,0,0,0,0,0,75
12102140420,63,3,0,0,0,0,0,72
12102140421,72,3,0,0,0,0,0,79
12102140422,38,0,4,0,0,0,0,40
12102140423,51,0,0,0,0,0,0,55
12102140424,59,0,0,0,0,0,0,58
12102140425,67,5,0,0,0,0,0,76
12102140426,46,3,0,0,0,0,0,46
12102140427,96,6,9,0,0,0,0,107
12102140428,3,0,0,0,0,0,0,3
12102140429,68,0,0,0,0,0,0,72
12102140430,71,7,0,3,0,0,0,80
12102140431,82,6,0,0,0,0,0,91
12102140432,29,0,0,0,0,0,0,34
12102140601,46,0,0,0,0,0,0,54
12102140602,49,3,0,0,0,0,0,50
12102140603,60,0,0,4,0,0,0,62
12102140604,74,6,0,0,0,0,0,85
12102140605,43,3,0,0,0,0,0,49
12102140606,47,4,0,0,0,0,0,51
12102140607,42,0,0,0,0,0,0,43
12102140608,105,10,0,0,0,0,0,114
12102140609,73,3,0,0,0,0,0,77
12102140610,38,0,0,4,0,0,0,39
12102140611,65,4,0,3,0,0,0,69
12102140612,50,3,0,0,0,0,0,53
12102140613,91,3,0,0,0,0,0,91
12102140614,43,0,4,0,0,0,0,48
12102140615,66,3,0,0,0,0,0,73
12102140616,69,4,3,0,0,0,0,77
12102140617,0,0,0,0,0,0,0,0
12102140618,51,0,0,0,0,0,0,51
12102140619,88,6,0,0,0,0,0,93
12102140620,65,0,0,0,0,0,0,68
12102140621,65,4,0,0,0,0,0,73
12102140622,75,3,0,0,0,0,0,82
12102140623,86,3,0,0,0,0,0,92
12102140624,74,0,0,0,0,0,0,78
12102140625,48,11,4,4,0,0,0,62
12102140626,44,4,0,0,0,0,0,51
12102140627,52,0,0,0,0,0,0,51
12102140628,50,0,0,0,0,0,0,50
12102140629,69,0,0,0,0,0,0,74
12102140630,44,0,0,0,0,0,0,48
12102140631,55,4,0,0,0,0,0,60
12102140632,13,0,0,0,0,0,0,18
12102140633,84,0,0,0,0,0,0,86
12102140634,76,0,3,0,0,0,0,81
12102140635,72,6,0,0,0,0,0,75
12102140636,54,0,0,0,0,0,0,62
12102140637,44,6,0,0,0,0,0,48
12102140638,60,4,0,0,0,0,0,68
12102140639,59,3,0,0,0,0,0,63
12102140640,81,3,4,0,0,0,0,88
12102140641,85,0,0,0,0,0,0,91
12102140642,98,0,4,0,0,0,0,102
12102140643,51,0,0,0,0,0,0,51
12102140644,73,0,3,0,0,0,0,76
12102140645,50,0,0,0,0,0,0,55
12102140646,47,6,4,0,0,0,0,56
12102140647,22,0,0,0,0,0,0,27
12102140648,56,4,0,0,0,0,0,70
12102157701,0,0,0,0,0,0,0,0
12102157703,39,4,0,0,0,0,0,46
12102157704,37,0,0,0,0,0,0,37
12102157705,33,0,0,0,0,0,0,37
12102157706,64,0,0,0,0,0,0,64
12102157707,0,0,0,0,0,0,0,0
12102157708,57,4,0,0,0,0,0,60
12102157709,75,0,3,0,0,0,0,85
12102157710,56,0,0,0,0,0,0,59
12102157711,52,4,0,0,0,0,0,58
12102157712,44,3,0,0,0,0,0,43
12102157713,45,3,0,0,0,0,0,50
12102157715,56,0,0,0,0,0,0,57
12102157716,21,0,0,0,0,0,0,25
12102157717,66,3,3,0,0,0,0,71
12102157718,19,0,0,0,0,0,0,23
12102157719,39,0,0,0,0,0,0,40
12102157720,38,0,0,0,0,0,0,44
12102157721,31,0,0,0,0,0,0,36
12102157722,18,0,0,0,0,0,0,18
12102157723,57,3,0,0,0,0,0,61
12102157724,44,0,0,0,0,0,0,44
12102157725,0,0,0,0,0,0,0,0
12102157726,45,3,0,0,0,0,0,50
12102157727,96,6,0,0,0,0,0,93
12102157729,38,0,0,0,0,0,0,37
12102157730,32,0,0,0,0,0,0,33
12102157731,45,4,0,0,0,0,0,48
12102157732,27,0,0,0,0,0,0,27
12102157733,43,0,0,0,0,0,0,45
12102157734,19,0,0,0,0,0,0,19
12102157735,66,0,0,0,0,0,0,68
12102157736,33,0,0,0,0,0,0,35
12102157801,74,3,0,0,0,0,0,78
12102157803,52,8,4,0,0,0,0,62
12102157804,73,0,0,0,0,0,0,73
12102157806,33,0,0,0,0,0,0,35
12102157807,66,3,0,0,0,0,0,70
12102157808,89,9,0,3,0,0,0,106
12102157809,46,3,0,0,0,0,0,46
12102157810,0,0,0,0,0,0,0,0
12102157811,58,3,0,0,0,0,0,63
12102157812,83,4,0,0,0,0,0,85
12102157813,18,0,0,0,0,0,0,22
12102157814,39,6,0,0,0,0,0,44
12102157815,67,0,4,0,0,0,0,77
12102157816,50,4,0,0,0,0,0,51
12102157817,39,0,0,0,0,0,0,41
12102157818,37,0,4,0,0,0,0,40
12102157819,38,6,3,0,0,0,0,47
12102157820,45,4,0,0,0,0,0,53
12102157821,47,5,3,0,0,0,0,55
12102157822,77,3,0,0,0,0,0,83
12102157823,68,4,0,0,0,0,0,72
12102157824,48,3,0,0,0,0,0,47
12102157825,38,0,0,0,0,0,0,40
12102157826,33,3,0,0,0,0,0,38
12102157827,67,0,0,0,0,0,0,69
12102157828,24,0,0,0,0,0,0,24
12102157829,44,3,0,0,0,0,0,46
12102157830,5,0,0,0,0,0,0,6
12102157831,58,4,0,0,0,0,0,61
12102157832,43,3,0,0,0,0,0,53
12102157901,21,6,0,0,0,0,0,25
12102157902,22,4,0,0,0,0,0,25
12102157903,93,10,0,0,0,0,0,95
12102157904,44,0,0,0,0,0,0,48
12102157905,46,0,0,0,0,0,0,49
12102157906,29,0,0,0,0,0,0,30
12102157907,125,8,4,0,0,0,0,138
12102157909,17,0,0,0,0,0,0,17
12102157910,125,6,0,0,0,0,0,130
12102157911,49,0,0,0,0,0,0,52
12102157912,58,3,0,0,0,0,0,64
12102157913,48,0,0,0,0,0,0,51
12102157914,102,7,3,0,0,0,0,112
12102157916,93,0,6,0,0,0,0,107
12102157917,61,0,0,0,0,0,0,64
12102157918,82,5,0,0,0,0,0,84
12102157919,78,0,3,0,0,0,0,85
12102157920,50,0,0,0,0,0,0,51
12102157921,60,0,3,0,0,0,0,68
12102157922,124,10,0,0,0,0,0,130
12102157923,67,3,0,0,0,0,0,71
12102157924,49,5,0,0,0,0,0,54
12102157925,78,3,0,0,0,0,0,85
12102157926,54,0,0,0,0,0,0,57
12102157927,29,4,0,0,0,0,0,31
12103140701,54,7,0,0,0,0,0,65
12103140702,64,3,0,3,0,0,0,75
12103140703,44,5,0,0,0,0,0,47
12103140704,77,10,0,0,0,0,0,88
12103140705,39,0,0,0,0,0,0,43
12103140706,92,11,0,0,0,0,0,99
12103140707,48,7,0,0,0,0,0,55
12103140708,89,8,6,0,0,0,0,100
12103140709,62,8,0,0,0,0,0,74
12103140710,102,4,0,0,0,0,0,107
12103140711,62,4,0,0,0,0,0,65
12103140712,90,4,0,0,0,0,0,97
12103140713,30,0,0,0,0,0,0,33
12103140714,47,3,0,0,0,0,0,54
12103140716,0,0,0,0,0,0,0,0
12103140718,37,0,0,0,0,0,0,41
12103140719,57,8,0,0,0,0,0,66
12103140720,0,0,0,0,0,0,0,0
12103140721,37,6,0,0,0,0,0,49
12103140722,56,5,5,0,0,0,0,62
12103140723,60,3,0,0,0,0,0,60
12103140724,49,0,0,0,0,0,0,48
12103140725,61,0,0,0,0,0,0,66
12103140726,49,4,0,0,0,0,0,57
12103140727,94,7,0,0,0,0,0,98
12103140728,65,3,3,0,0,0,0,70
12103140729,62,5,0,0,0,0,0,61
12103140730,50,0,0,0,0,0,0,46
12103140731,44,0,0,0,0,0,0,45
12103140732,76,11,0,0,0,0,0,83
12103140733,38,0,0,0,0,0,0,39
12103140734,43,7,0,0,0,0,0,50
12103140735,49,0,0,0,0,0,0,52
12103140736,66,3,0,0,0,0,0,72
12103140737,52,5,0,0,0,0,0,58
12103140738,39,3,0,0,0,0,0,52
12103140739,65,3,3,0,0,0,0,73
12103140742,80,10,0,0,0,0,0,88
12103140743,84,9,0,0,0,0,0,96
12103140744,37,5,0,0,0,0,0,37
12103140745,53,3,0,0,0,0,0,58
12103140746,49,5,0,0,0,0,0,55
12103140747,66,5,0,0,0,0,0,69
12103140748,45,0,3,0,0,0,0,49
12103140750,16,0,0,0,0,0,0,18
12103140751,72,16,3,0,0,0,0,97
12103140752,103,4,5,0,0,0,0,115
12103140754,74,5,0,0,0,0,0,81
12103140755,87,6,0,0,0,0,0,93
12103140756,48,0,0,0,0,0,0,51
12103140757,37,4,0,0,0,0,0,37
12103140758,49,8,0,0,0,0,0,59
12103140759,74,7,3,0,0,0,0,89
12103140760,73,5,0,0,0,0,0,74
12103140801,41,3,0,0,0,0,3,47
12103140802,46,0,0,0,0,0,0,48
12103140803,38,6,0,0,0,0,0,50
12103140804,76,7,0,0,0,0,0,86
12103140805,76,5,0,0,0,0,0,85
12103140806,59,0,0,0,0,0,0,58
12103140807,72,10,0,0,0,0,0,83
12103140808,23,0,0,0,0,0,0,29
12103140809,47,5,0,0,0,0,0,53
12103140810,67,0,0,0,0,0,0,65
12103140811,38,4,3,0,0,0,0,49
12103140812,77,5,0,0,0,0,0,86
12103140813,59,3,0,0,0,0,0,69
12103140814,52,4,0,0,0,0,0,59
12103140815,44,0,0,0,0,0,0,49
12103140816,46,0,0,0,0,0,0,56
12103140817,70,7,0,0,0,0,0,81
12103140818,54,0,0,0,0,0,0,57
12103140819,54,4,0,0,0,0,0,63
12103140820,55,5,0,0,0,0,0,58
12103140821,94,4,0,0,0,0,0,96
12103140822,71,3,0,0,0,0,0,76
12103140823,60,3,0,0,0,0,0,61
12103140824,32,0,0,0,0,0,0,32
12103140825,52,7,0,0,0,0,0,59
12103140826,70,4,3,0,0,0,0,77
12103140827,48,4,0,0,0,0,0,47
12103140829,58,5,0,0,0,0,0,67
12103140830,41,5,0,0,0,0,0,43
12103140832,64,8,0,0,0,0,0,67
12103140833,33,4,0,0,0,0,0,32
12103140834,74,3,0,0,0,0,0,77
12103140835,64,4,0,0,0,0,0,73
12103140836,57,0,0,0,0,0,0,66
12103140838,130,6,0,0,0,0,0,132
12103140839,38,0,0,0,0,0,0,40
12103140840,64,0,0,0,0,0,0,68
12103140841,60,11,0,0,0,0,0,69
12103140842,48,0,0,0,0,0,0,50
12103140843,41,0,0,0,0,0,0,41
12103140844,84,3,0,0,0,0,0,85
12103140845,94,4,0,0,0,0,0,105
12103140846,63,0,0,0,0,0,0,63
12103140847,65,0,0,0,0,0,0,69
12103140848,67,0,0,0,0,0,0,67
12103140850,64,4,6,0,0,0,0,71
12103140851,61,0,0,0,0,0,0,62
12103140852,52,4,0,0,0,0,0,59
12103140854,27,5,0,0,0,0,0,30
12103140856,18,3,0,0,0,0,0,21
12103140857,40,0,0,0,0,0,0,45
12103140858,51,0,0,0,0,0,0,56
12103140859,49,3,0,0,0,0,0,52
12103140860,84,4,0,0,0,0,0,91
12103140861,58,7,0,0,0,0,0,67
12103140862,71,4,0,0,0,0,0,71
12103140863,44,4,0,0,0,0,0,49
12103140864,40,5,0,0,0,0,0,48
12103140865,88,4,0,0,0,0,0,92
12103140866,95,13,0,0,0,0,0,116
12103140867,60,7,0,0,0,0,0,64
12103140901,0,0,0,0,0,0,0,0
12103140902,77,3,0,0,0,0,0,79
12103140903,72,8,4,0,0,0,0,76
12103140904,71,0,3,0,0,0,0,75
12103140905,72,4,3,0,0,0,0,80
12103140906,47,3,0,0,0,0,0,54
12103140907,85,0,0,0,0,0,0,86
12103140908,80,3,0,0,0,0,0,87
12103140909,56,5,0,0,0,0,0,62
12103140910,54,6,0,0,0,0,0,60
12103140911,68,5,0,0,0,0,0,80
12103140912,38,5,0,0,0,0,0,38
12103140913,70,0,0,0,0,0,0,74
12103140914,87,3,0,0,0,0,0,92
12103140915,70,6,0,0,0,0,0,74
12103140916,53,0,0,5,0,0,0,54
12103140917,84,8,0,0,0,0,0,90
12103140918,67,3,0,0,0,0,0,70
12103140919,76,3,0,0,0,0,0,81
12103140921,71,0,0,0,0,0,0,79
12103140922,53,6,0,0,0,0,0,63
12103140923,68,4,0,0,0,0,0,71
12103140926,57,0,4,0,0,0,0,58
12103140927,86,11,0,0,0,0,0,92
12103140928,74,7,0,0,0,0,0,79
12103140929,80,4,0,0,0,0,0,84
12103140930,39,0,0,0,0,0,0,39
12103140931,89,5,0,0,0,0,0,87
12103140932,83,6,3,0,0,0,0,92
12103140933,82,12,0,0,0,0,0,93
12103140934,53,4,0,0,0,0,0,55
12103140935,68,9,0,0,0,0,0,79
12103140936,90,7,0,0,0,0,0,94
12103140937,64,9,0,0,0,0,0,74
12103140938,59,10,0,0,0,0,0,73
12103140939,68,4,0,0,0,0,0,71
12103140940,0,0,0,0,0,0,0,0
12103140941,6,0,0,0,0,0,0,7
12103140942,43,7,0,0,0,0,0,49
12103140945,57,5,0,0,0,0,0,60
12103140946,32,0,0,0,0,0,0,36
12103140947,65,3,0,0,0,0,0,65
12103140948,59,0,3,0,0,0,0,61
12103141002,75,7,0,0,0,0,0,82
12103141003,86,5,0,0,0,0,0,97
12103141004,46,0,0,0,0,0,0,45
12103141005,57,3,0,0,0,0,0,62
12103141006,73,3,0,0,0,0,0,82
12103141007,101,10,0,0,0,0,0,115
12103141008,68,3,0,0,0,0,0,75
12103141009,61,4,5,0,0,0,0,60
12103141010,96,4,0,0,0,0,0,96
12103141012,85,3,0,0,0,0,0,88
12103141013,95,4,0,4,0,0,0,103
12103141014,43,4,0,0,0,0,0,45
12103141015,69,5,0,0,0,0,0,77
12103141016,82,4,0,0,0,0,0,90
12103141018,84,5,3,0,0,0,0,90
12103141019,0,0,0,0,0,0,0,0
12103141020,79,7,0,0,0,0,0,91
12103141021,71,7,0,0,0,0,0,74
12103141022,85,5,0,0,0,0,0,96
12103141023,51,0,3,0,0,0,0,56
12103141024,72,3,0,0,0,0,0,69
12103141025,76,3,0,0,0,0,0,76
12103141026,0,0,0,0,0,0,0,0
12103141027,78,10,0,0,0,0,0,84
12103141028,73,3,0,0,0,0,0,82
12103141029,38,6,0,0,0,0,0,44
12103141030,93,0,0,4,0,0,0,99
12103141031,72,0,3,0,0,0,0,75
12103141032,60,4,0,0,0,0,0,70
12103141033,43,3,5,0,0,0,0,55
12103141035,57,11,0,0,0,0,0,72
12103141037,62,4,0,0,0,0,0,71
12103141038,62,0,0,0,0,0,0,67
12103141039,62,3,0,0,0,0,0,70
12103141040,71,5,5,0,0,0,0,78
12103141041,65,4,0,0,0,0,0,71
12103141042,29,0,0,0,0,0,0,30
12103141044,58,6,6,0,0,0,0,62
12103141045,52,0,0,0,0,0,0,54
12103141046,38,0,0,0,0,0,0,40
12103141047,40,6,0,0,0,0,0,47
12103141048,56,4,0,0,0,0,0,65
12103141049,89,5,0,0,0,0,0,93
12103141050,49,6,0,3,0,0,0,54
12103141051,26,4,0,0,0,0,0,30
12103141053,57,9,0,0,0,0,0,63
12103141054,45,0,0,0,0,0,0,46
12103141055,32,4,3,0,0,0,0,34
12103141056,94,5,0,0,0,0,0,105
12103141057,106,4,0,0,0,0,0,114
12103141058,43,7,0,0,0,0,0,47
12103141101,72,3,4,0,0,0,0,82
12103141102,97,0,3,0,0,0,0,98
12103141103,78,4,4,0,0,0,0,87
12103141104,84,4,0,0,0,0,0,92
12103141105,104,7,0,0,0,0,0,116
12103141106,46,0,0,0,0,0,0,51
12103141107,56,4,0,0,0,0,0,60
12103141108,83,0,0,0,0,0,0,84
12103141109,35,3,0,0,0,0,0,41
12103141110,54,5,0,0,0,0,0,56
12103141111,75,5,0,0,0,0,0,84
12103141112,38,4,0,0,0,0,0,35
12103141113,45,0,0,0,0,0,0,48
12103141116,0,0,0,0,0,0,0,0
12103141118,71,5,0,0,0,0,0,80
12103141119,101,4,0,0,0,0,0,107
12103141120,41,4,0,0,0,0,0,48
12103141121,43,4,0,0,0,0,0,51
12103141122,31,0,0,0,0,0,0,34
12103141123,86,7,0,0,0,0,0,94
12103141124,80,0,0,0,0,0,0,84
12103141125,69,3,0,4,0,0,0,79
12103141126,85,6,3,0,0,0,0,92
12103141127,72,0,0,0,0,0,0,72
12103141128,49,3,0,0,0,0,0,56
12103141129,84,6,0,0,0,0,0,89
12103141130,71,4,0,0,0,0,0,82
12103141131,111,9,0,0,0,0,0,115
12103141132,81,3,0,0,0,0,0,84
12103141133,67,10,0,0,0,0,0,70
12103141135,56,0,0,0,0,0,0,55
12103141136,71,3,0,0,0,0,0,75
12103141137,26,5,0,0,0,0,0,28
12103141138,41,8,0,0,0,0,0,44
12103141139,53,0,0,0,0,0,0,58
12103141140,77,3,0,0,0,0,0,80
12103141141,67,4,0,0,0,0,0,74
12103141142,72,0,0,0,0,0,0,72
12103141143,77,4,0,0,0,0,0,83
12103141144,107,4,3,0,0,0,0,118
12103141145,67,4,0,0,0,0,0,77
12103141146,6,0,0,0,0,0,0,5
12103141147,0,0,0,0,0,0,0,0
12103141148,59,8,0,0,0,0,0,66
12103141149,3,0,0,0,0,0,0,3
12103141150,0,0,0,0,0,0,0,0
12103141151,13,0,0,0,0,0,0,12
12103141152,15,4,0,0,0,0,0,15
12103141153,50,3,5,0,0,0,0,53
12103141201,72,0,0,0,0,0,0,80
12103141202,94,8,0,0,0,0,0,107
12103141203,82,0,0,0,0,0,0,87
12103141204,12,0,0,0,0,0,0,16
12103141205,86,9,3,3,0,0,0,97
12103141206,61,3,0,0,0,0,0,62
12103141207,100,4,0,0,0,0,0,104
12103141208,38,0,0,0,0,0,0,43
12103141209,68,0,0,0,0,0,0,71
12103141210,47,0,3,0,0,0,0,51
12103141211,20,0,0,0,0,0,0,27
12103141212,64,9,3,0,0,0,0,69
12103141214,57,6,0,0,0,0,0,67
12103141215,38,0,0,0,0,0,0,39
12103141217,76,4,0,0,0,0,0,84
12103141218,81,6,0,0,0,0,0,87
12103141219,73,3,0,4,0,0,0,78
12103141220,60,6,0,0,0,0,0,74
12103141221,74,7,0,3,0,0,0,82
12103141222,98,9,0,0,0,0,0,107
12103141223,89,12,3,0,0,0,0,101
12103141224,72,4,0,0,0,0,6,78
12103141225,60,3,4,0,0,0,0,68
12103141226,76,7,0,0,0,0,0,84
12103141227,81,10,0,0,0,0,0,90
12103141228,52,0,0,0,0,0,0,59
12103141229,43,9,0,0,0,0,0,47
12103141230,94,0,0,0,0,0,0,99
12103141231,59,0,0,0,0,0,0,63
12103141232,55,5,0,0,0,0,0,64
12103141233,57,3,0,0,0,0,0,62
12103141234,100,0,0,0,0,0,0,107
12103141235,47,0,0,0,0,0,0,49
12103141236,85,6,0,0,0,0,0,94
12103141237,81,4,0,0,0,0,0,87
12103141238,58,6,0,0,0,0,0,59
12103141239,0,0,0,0,0,0,0,0
12103141240,70,3,0,0,0,0,0,73
12103141241,6,0,0,0,0,0,0,8
12103141242,62,0,0,0,0,0,0,61
12103141243,69,5,0,0,0,0,0,76
12104141301,19,3,0,0,0,0,0,25
12104141302,79,4,0,0,0,0,0,85
12104141303,35,4,0,0,0,0,0,41
12104141304,52,3,0,0,0,0,0,59
12104141305,37,0,0,0,0,0,0,37
12104141306,60,6,0,0,0,0,0,78
12104141307,39,0,4,0,0,0,0,38
12104141308,13,4,0,0,0,0,0,18
12104141309,34,0,0,0,0,0,0,37
12104141310,54,3,0,0,0,0,0,56
12104141311,67,3,0,0,0,0,0,73
12104141312,41,3,4,0,0,0,0,49
12104141313,64,9,0,0,0,0,0,66
12104141314,40,0,4,0,0,0,0,44
12104141315,67,0,0,0,0,0,0,65
12104141316,48,6,4,0,0,0,0,54
12104141317,33,0,0,0,0,0,0,32
12104141318,52,9,0,0,0,0,0,61
12104141319,58,5,0,0,0,0,0,58
12104141320,31,3,0,0,0,0,0,35
12104141321,50,6,0,0,0,0,0,55
12104141322,41,0,0,0,0,0,0,44
12104141323,53,0,0,0,0,0,0,53
12104141324,44,9,0,0,0,0,0,47
12104141325,55,0,0,0,0,0,0,59
12104141326,38,4,0,0,0,0,0,42
12104141327,25,0,0,0,0,0,0,30
12104141328,38,0,0,0,0,0,0,38
12104141330,51,4,0,0,0,0,0,58
12104141331,27,0,0,0,0,0,0,27
12104141332,40,5,0,0,0,0,0,51
12104141333,34,4,0,0,0,0,0,38
12104141334,36,5,0,0,0,0,0,41
12104141335,45,0,0,0,0,0,0,54
12104141336,50,6,0,0,0,0,0,56
12104141337,45,3,0,0,0,0,0,48
12104141338,24,3,0,0,0,0,0,25
12104141339,29,0,0,0,0,0,0,32
12104141340,28,4,0,0,0,0,0,32
12104141341,39,4,0,0,0,0,0,42
12104141342,50,3,0,0,0,0,0,60
12104141343,47,0,5,0,0,0,0,57
12104141401,30,5,0,0,0,0,0,33
12104141402,35,3,0,0,0,0,0,40
12104141403,34,4,0,0,0,0,0,38
12104141404,27,4,0,0,0,0,0,31
12104141405,36,0,0,0,0,0,0,43
12104141406,30,4,0,0,0,0,0,29
12104141407,47,0,0,0,0,0,0,47
12104141408,34,0,0,0,0,0,0,41
12104141409,62,4,0,0,0,0,0,70
12104141410,44,3,0,0,0,0,0,53
12104141411,50,11,0,0,0,0,0,58
12104141412,30,7,4,0,0,0,0,34
12104141413,19,0,0,0,0,0,0,18
12104141414,57,0,0,0,0,0,0,55
12104141415,48,0,0,0,0,0,0,51
12104141416,25,5,0,0,0,0,0,29
12104141417,39,5,0,0,0,0,0,45
12104141418,46,0,0,0,0,0,0,46
12104141419,42,0,0,0,0,0,0,45
12104141420,32,0,0,0,0,0,0,39
12104141421,41,4,0,0,0,0,0,48
12104141422,32,3,0,0,0,0,0,31
12104141423,9,0,0,0,0,0,0,9
12104141424,40,12,0,0,0,0,0,49
12104141425,37,0,0,0,0,0,0,42
12104141426,27,5,0,0,0,0,0,32
12104141427,39,4,0,0,0,0,0,44
12104141428,38,8,0,0,0,0,0,43
12104141429,48,0,0,0,0,0,0,46
12104141430,67,7,3,0,0,0,0,77
12104141431,48,7,0,0,0,0,0,55
12104141432,51,0,0,0,0,0,0,53
12104141433,26,7,0,0,0,0,0,30
12104141434,32,0,0,0,0,0,0,37
12104141435,44,9,0,0,0,0,0,47
12104141436,29,3,0,0,0,0,0,33
12104141437,24,3,0,0,0,0,0,33
12104141438,29,0,0,0,0,0,0,30
12104141439,28,0,0,0,0,0,0,34
12104141440,20,0,0,0,0,0,0,20
12104141441,27,3,0,0,0,0,0,23
12104141442,26,0,0,0,0,0,0,30
12104141443,24,0,0,0,0,0,0,24
12104141444,11,4,0,0,0,0,0,10
12104141601,25,6,0,0,0,0,0,28
12104141602,38,3,0,0,0,0,0,39
12104141603,23,3,0,0,0,0,0,29
12104141604,44,4,0,0,0,0,0,53
12104141605,39,6,0,0,0,0,0,49
12104141606,57,6,0,0,0,0,0,67
12104141607,19,0,0,0,0,0,0,17
12104141608,17,0,0,0,0,0,0,19
12104141609,55,4,0,0,0,0,0,61
12104141610,39,3,0,0,0,0,0,43
12104141611,23,0,0,0,0,0,0,26
12104141612,30,6,0,0,0,0,0,37
12104141613,25,0,0,0,0,0,0,21
12104141614,51,0,0,0,0,0,0,52
12104141615,47,0,7,0,0,0,0,51
12104141616,34,3,0,0,0,0,0,36
12104141617,27,0,0,0,0,0,0,26
12104141618,22,0,0,0,0,0,0,24
12104141619,23,4,0,0,0,0,0,21
12104141620,7,0,0,0,0,0,0,7
12104141622,26,3,0,0,0,0,0,31
12104141623,25,3,0,0,0,0,0,31
12104141624,17,0,0,0,0,0,0,15
12104141625,23,4,0,0,0,0,0,27
12104141626,4,4,0,0,0,0,0,8
12104141627,44,0,0,0,0,0,0,42
12104141628,32,6,0,0,0,0,0,38
12104141631,30,0,3,0,0,0,0,30
12104141632,22,0,0,0,0,0,0,23
12104141633,43,3,0,0,0,0,0,53
12104141634,25,3,0,0,0,0,0,31
12104141635,37,0,0,0,0,0,0,48
