LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,26,18,37,22,20,4,0,0,137,144,334,245,392,142,124,44,9,4,1429,0,0,0,0,0,0,0,0,0,0,291,612,425,628,203,179,76,13,3,2426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,5,18,12,4,0,0,0,56,105,237,173,304,117,101,47,10,0,1092,0,0,0,0,0,0,0,0,0,0,206,434,326,499,219,183,87,14,0,1969,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,4,0,0,0,3,0,5,0,0,0,3,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,7,4,9,7,7,10,10,3,0,63,72,112,75,170,108,145,97,43,24,850,0,0,0,0,0,0,0,0,0,0,126,212,129,307,182,221,166,95,28,1470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,27,29,35,39,105,49,28,14,4,0,304,0,0,0,0,0,0,0,0,0,0,44,75,83,142,93,48,26,6,0,525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,3,0,6,3,0,21,32,33,22,97,55,59,28,9,8,345,0,0,0,0,0,0,0,0,0,0,51,77,50,157,85,110,54,18,9,609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,4,10,55,29,12,21,3,0,133,0,11,17,22,28,25,25,19,5,149,0,4,7,46,40,53,22,9,3,177,9,38,73,426,286,279,309,147,108,1674,118,246,234,594,334,386,367,272,172,2718,3990,9695,8623,18506,11445,11433,9969,5521,2316,81498,0,0,0,11,6,4,3,3,0,28,7830,18117,14947,25964,14398,14359,12561,6445,2335,116956,0,0,0,5,5,0,0,0,0,11,0,0,0,16,18,16,14,4,0,63,0,4,3,59,20,8,0,0,0,99,0,0,5,14,4,5,5,0,0,35,3,8,21,91,49,59,59,19,10,325,0,0,4,13,15,13,6,10,0,64,4,53,36,276,132,93,59,37,3,698,0,0,0,21,20,29,30,33,10,148,0,5,6,15,0,10,17,17,0,69,21,368,787,1408,1765,2129,1835,1407,437,10163,0,5,9,117,55,74,49,17,0,334,0,9,9,43,29,42,31,20,0,191
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,16,11,4,6,3,3,52,31,50,28,110,38,57,30,15,5,374,0,0,0,0,0,0,0,0,0,0,51,85,55,166,63,96,51,27,0,602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,0,7,28,87,28,9,6,0,0,171,0,0,0,4,3,3,4,0,0,17,0,4,13,32,16,6,7,4,0,79,7,9,10,79,53,30,29,16,5,231,125,342,359,725,317,291,226,201,89,2684,2427,5758,5194,10915,4962,5007,3737,2399,1079,41482,0,9,11,18,6,0,0,0,0,39,4711,10431,9000,16665,7551,8089,6205,3573,1488,67708,4,8,3,51,14,8,0,0,0,95,0,0,0,0,3,0,0,0,0,0,0,7,31,70,48,11,0,0,0,171,0,3,0,0,0,0,0,0,0,9,0,12,5,47,12,9,7,4,6,98,0,0,0,0,0,0,0,0,0,4,3,44,27,265,40,36,18,4,0,435,0,0,0,0,0,0,0,0,5,4,0,0,3,12,3,0,0,0,0,14,3,35,41,155,128,241,226,177,41,1043,0,3,12,51,28,25,9,0,0,134,0,0,0,6,7,8,3,3,0,22
LGA36510,0,0,0,3,3,0,0,0,0,9,0,0,0,3,9,6,7,3,0,25,0,0,5,6,4,9,4,3,0,27,4,9,13,72,46,56,55,32,17,298,59,139,113,340,218,213,196,107,57,1448,1028,2639,2125,4565,3158,3291,2844,1503,553,21719,0,0,0,0,0,0,0,0,0,0,1947,5013,3763,6902,4511,4602,4065,2077,677,33563,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,9,0,0,0,13,0,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,4,9,25,20,23,13,4,0,93,0,0,0,8,3,0,0,0,0,15,0,5,3,17,12,8,4,0,0,62,0,4,0,0,0,10,6,0,0,16,0,0,0,5,0,0,3,0,0,12,0,47,67,223,328,482,477,331,93,2046,0,3,6,8,9,0,4,0,0,31,0,0,0,18,5,4,4,0,0,40
LGA36580,0,0,0,12,11,11,6,0,0,43,0,0,0,0,10,4,5,0,4,12,0,0,3,0,9,3,0,0,0,11,0,0,10,23,14,35,23,6,4,120,13,93,77,171,133,125,98,71,24,797,584,1659,1221,2697,1769,1896,1601,772,201,12410,0,0,0,0,0,0,0,0,0,0,1141,3058,2211,4092,2597,2805,2554,1160,265,19879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,4,0,0,0,0,5,8,0,3,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,20,10,7,3,0,0,44,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,3,3,23,62,111,253,219,144,27,846,0,0,0,5,6,5,6,0,0,20,0,0,0,3,0,3,3,3,0,20
LGA36630,0,0,0,8,3,0,0,0,0,13,0,0,0,0,4,0,0,0,0,9,0,0,0,0,0,5,4,0,0,13,0,5,6,33,6,23,25,13,3,126,47,177,141,322,194,250,280,135,53,1594,757,1896,1642,3247,2097,2533,2556,1302,468,16495,0,0,0,0,0,0,0,0,0,0,1477,3567,2938,5053,3230,3795,3851,1985,636,26532,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,10,0,0,4,9,7,12,15,6,0,55,0,0,0,3,0,0,0,0,0,6,0,0,3,7,8,3,0,0,0,26,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,0,0,0,10,0,6,8,41,67,196,258,214,48,834,0,0,3,11,4,11,0,0,0,21,0,0,0,8,0,3,8,0,6,27
LGA36660,0,0,0,7,0,6,0,0,0,9,0,0,0,0,0,5,0,0,0,7,0,0,0,3,4,0,0,5,0,17,0,0,7,41,25,40,30,25,10,188,48,169,121,285,189,231,224,162,77,1513,781,2228,1752,3608,2367,2827,2741,1555,591,18435,0,0,0,0,0,0,0,0,0,0,1566,4159,3237,5550,3629,4278,4166,2200,734,29522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,16,0,3,0,0,0,30,0,0,0,0,0,0,0,0,0,3,0,0,4,10,3,14,13,9,4,52,0,0,0,0,3,0,6,0,0,16,0,0,0,21,12,8,3,4,0,47,0,0,0,0,0,8,5,14,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,54,92,198,289,221,45,911,0,0,0,13,11,6,10,0,0,38,0,0,3,4,0,6,4,4,0,17
LGA36720,0,17,26,145,40,22,5,0,0,265,0,16,22,69,53,64,62,36,13,331,0,3,37,107,91,100,54,17,5,414,22,157,142,1022,488,478,456,352,127,3232,265,880,880,2103,1003,1066,1009,797,500,8498,8197,20717,18776,42102,24093,24214,21646,12804,5333,177877,0,5,0,9,8,0,0,0,0,26,15928,37197,30753,56710,32133,31667,28389,15887,5832,254485,0,4,6,28,7,0,0,0,0,44,0,0,0,23,7,10,0,8,3,48,5,34,27,681,69,24,16,0,0,859,0,10,10,23,5,0,0,0,0,49,28,119,86,501,235,186,156,77,17,1399,6,5,7,54,30,18,18,11,0,143,7,53,61,341,102,91,53,18,9,744,0,0,0,23,20,38,50,43,18,192,0,4,9,29,8,10,27,24,10,121,79,906,1378,3267,3318,3816,3627,2753,1006,20153,0,10,21,102,70,75,57,26,4,371,0,26,28,207,86,71,62,38,13,529
LGA36820,0,4,0,3,0,3,0,0,0,11,0,0,0,3,4,5,8,0,0,17,0,0,0,3,3,5,5,0,0,22,0,8,9,66,36,32,35,23,4,207,37,144,139,285,150,189,194,104,80,1327,502,1625,1184,2610,1767,2142,2006,1052,405,13289,0,0,0,0,0,0,0,0,0,0,984,2981,2063,3693,2553,3061,2843,1425,426,20032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,9,0,4,0,4,0,0,0,0,0,4,0,5,0,8,7,14,13,6,0,49,0,0,0,0,0,0,0,0,0,0,0,3,0,9,3,4,0,0,0,25,0,0,0,0,3,0,7,0,0,9,0,0,0,0,0,0,0,0,0,4,0,12,11,61,86,196,217,202,55,849,0,0,0,3,0,0,0,0,0,12,0,0,0,7,4,6,3,3,0,26
LGA36910,0,4,7,45,17,6,10,0,0,90,0,0,0,4,8,15,7,7,3,44,0,3,28,81,63,50,22,16,3,275,14,147,257,565,177,162,101,85,23,1520,194,452,527,1072,500,570,506,491,286,4603,5039,11603,10812,21846,10937,10783,9517,6110,2725,89379,0,7,33,49,17,9,5,0,0,125,9514,20786,17988,31685,16418,16510,14601,8792,3421,139721,3,13,12,70,17,4,3,0,0,120,0,0,0,8,0,3,0,0,0,13,3,11,68,152,70,5,0,0,0,310,0,0,0,8,3,0,0,0,0,20,4,35,20,103,39,47,20,15,3,290,0,4,5,14,10,5,0,6,0,50,5,42,49,276,117,64,44,14,10,622,0,0,0,0,0,8,8,15,3,39,0,22,14,23,3,3,9,4,0,75,10,68,123,404,404,666,750,613,197,3239,0,7,17,87,40,25,22,3,4,204,0,0,4,29,8,12,12,3,0,75
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,3,13,18,41,13,13,8,0,0,121,133,289,262,525,204,180,87,28,9,1715,0,0,0,0,0,0,0,0,0,0,246,599,479,802,305,270,139,47,11,2903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,14,14,4,3,0,35,0,0,0,4,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,17,39,16,19,10,3,0,116,227,416,279,622,195,184,106,39,9,2078,0,0,0,0,0,0,0,0,0,0,432,832,538,1070,358,278,160,59,9,3744,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,6,15,83,29,29,15,0,0,185,0,0,4,12,10,10,15,4,4,64,0,11,34,71,30,31,13,8,4,188,25,178,280,659,291,220,144,114,31,1939,313,729,870,1815,779,613,465,305,153,6037,5302,12511,13541,26718,12649,11431,8336,4377,1683,96560,0,4,4,23,0,0,0,0,0,41,10368,22792,22605,40344,18584,16800,12340,5942,1902,151673,3,7,18,34,13,5,0,0,0,79,0,0,0,3,0,0,0,0,0,8,0,3,6,74,9,0,5,0,0,107,0,5,11,20,10,5,0,0,0,45,6,17,32,176,57,61,38,20,0,407,0,0,4,16,4,0,6,0,0,30,4,19,32,206,79,54,24,14,11,435,0,0,0,10,4,12,8,10,0,37,0,12,20,29,8,3,5,6,4,77,13,157,292,772,727,1093,947,618,169,4784,0,5,27,92,48,49,30,11,4,262,0,4,10,68,36,32,22,13,3,184
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,13,12,41,33,79,27,18,4,5,0,213,170,309,279,701,265,153,38,15,6,1938,0,0,0,0,0,0,0,0,0,0,348,585,437,1071,423,247,59,18,3,3191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,3,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,4,0,0,8,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,8,15,10,0,0,58,0,0,0,3,4,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,4,0,0,0,12,3,0,0,0,0,20,0,0,4,72,15,14,6,5,0,126,73,197,185,442,189,163,137,109,53,1555,1061,2447,1879,4234,2155,2022,1548,944,383,16679,0,0,0,0,0,0,0,0,0,0,2045,4469,3303,6373,3479,3376,2720,1466,488,27718,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,4,8,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,3,4,0,0,26,0,0,0,22,0,0,0,0,0,20,0,0,0,11,7,7,5,0,0,25,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,20,66,57,87,89,62,20,406,0,7,3,16,4,7,3,0,0,40,0,0,13,19,0,0,0,0,0,31
LGA37340,0,5,13,27,9,5,3,0,0,53,0,0,3,9,3,5,0,0,0,15,0,0,5,6,11,3,0,0,0,26,0,8,26,240,46,25,30,23,4,408,64,174,220,555,256,278,163,96,24,1827,898,2140,1991,5106,2453,2486,1838,820,305,18031,0,0,0,0,0,0,0,0,0,0,1732,3961,3133,6472,3500,3626,2787,1189,388,26791,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,13,6,0,0,0,0,19,0,3,0,3,0,0,0,0,0,6,0,4,9,52,11,17,11,0,0,103,0,0,0,70,4,0,0,0,0,73,0,3,3,84,15,6,4,0,0,115,0,0,0,4,0,0,3,0,0,8,0,0,0,0,0,0,4,0,0,5,0,20,55,284,185,256,233,155,27,1215,0,0,0,9,0,5,0,0,0,20,0,0,4,62,10,11,9,7,0,110
LGA37400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,8,22,13,15,5,10,0,91,39,61,47,137,91,90,58,38,9,580,0,0,0,0,0,0,0,0,0,0,57,111,71,199,122,147,110,63,21,890,0,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,9,4,0,0,0,0,22,54,114,99,159,59,33,21,10,0,545,0,0,0,0,0,0,0,0,0,0,116,228,165,249,99,65,36,8,0,966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,29,14,49,17,17,5,5,0,154,0,0,0,0,0,0,0,0,0,0,24,49,29,79,33,34,10,8,0,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,4,6,0,0,0,32,113,252,233,348,132,120,53,25,0,1286,0,0,0,0,0,0,0,0,0,0,230,508,476,648,247,201,88,32,5,2432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA39499,0,0,0,14,0,0,0,0,0,19,0,0,0,3,0,0,0,0,0,8,0,0,0,0,0,6,3,0,0,7,5,9,27,119,12,12,14,0,0,195,32,60,156,487,171,163,99,20,3,1183,229,457,777,2230,887,1170,870,160,25,6807,0,0,0,0,0,0,0,0,0,5,414,737,927,2462,1193,1608,1380,268,26,9019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,28,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,3,0,24,8,9,0,0,0,46,0,0,0,35,0,0,0,0,0,37,0,0,4,49,4,4,0,0,0,69,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,3,0,9,38,142,70,169,167,59,9,657,0,0,0,6,4,0,0,0,0,16,0,0,18,52,0,5,7,0,0,81
LGA39799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,0,0,0,0,0,24,0,0,9,18,0,4,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,4,16,7,0,3,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40070,0,7,136,85,19,3,6,0,0,258,0,0,0,3,0,0,4,0,0,14,0,0,4,3,0,0,0,0,0,11,8,26,76,266,32,24,40,15,11,506,3,27,234,269,66,64,79,43,52,839,242,457,3127,4321,1004,1099,1133,606,272,12259,0,0,9,20,0,0,0,0,0,28,412,634,2171,3621,1334,1436,1342,708,234,11893,0,4,12,35,5,0,0,0,0,58,0,0,0,7,3,0,0,0,0,10,0,3,0,113,7,0,0,0,0,125,0,3,3,20,4,0,0,0,0,37,0,3,14,52,5,9,6,4,0,96,0,0,0,13,3,0,0,0,0,15,6,44,1371,1339,120,72,39,13,4,3004,0,0,0,5,5,10,13,3,0,34,0,7,4,17,5,0,5,4,0,36,3,15,67,215,101,236,225,113,38,1003,0,0,5,5,0,0,5,0,0,13,0,6,5,41,8,3,3,6,0,72
