LGA_CODE_2021,F_Vietnam_0_4,F_Vietnam_5_14,F_Vietnam_15_24,F_Vietnam_25_44,F_Vietnam_45_54,F_Vietnam_55_64,F_Vietnam_65_74,F_Vietnam_75_84,F_Vietnam_85ov,F_Vietnam_Tot,F_Wales_0_4,F_Wales_5_14,F_Wales_15_24,F_Wales_25_44,F_Wales_45_54,F_Wales_55_64,F_Wales_65_74,F_Wales_75_84,F_Wales_85ov,F_Wales_Tot,F_Zimbabwe_0_4,F_Zimbabwe_5_14,F_Zimbabwe_15_24,F_Zimbabwe_25_44,F_Zimbabwe_45_54,F_Zimbabwe_55_64,F_Zimbabwe_65_74,F_Zimbabwe_75_84,F_Zimbabwe_85ov,F_Zimbabwe_Tot,F_Elsewhere_0_4,F_Elsewhere_5_14,F_Elsewhere_15_24,F_Elsewhere_25_44,F_Elsewhere_45_54,F_Elsewhere_55_64,F_Elsewhere_65_74,F_Elsewhere_75_84,F_Elsewhere_85ov,F_Elsewhere_Tot,F_COB_NS_0_4,F_COB_NS_5_14,F_COB_NS_15_24,F_COB_NS_25_44,F_COB_NS_45_54,F_COB_NS_55_64,F_COB_NS_65_74,F_COB_NS_75_84,F_COB_NS_85ov,F_COB_NS_Tot,F_Tot_0_4,F_Tot_5_14,F_Tot_15_24,F_Tot_25_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Afghanistan_0_4,P_Afghanistan_5_14,P_Afghanistan_15_24,P_Afghanistan_25_44,P_Afghanistan_45_54,P_Afghanistan_55_64,P_Afghanistan_65_74,P_Afghanistan_75_84,P_Afghanistan_85ov,P_Afghanistan_Tot,P_Australia_0_4,P_Australia_5_14,P_Australia_15_24,P_Australia_25_44,P_Australia_45_54,P_Australia_55_64,P_Australia_65_74,P_Australia_75_84,P_Australia_85ov,P_Australia_Tot,P_Bangladesh_0_4,P_Bangladesh_5_14,P_Bangladesh_15_24,P_Bangladesh_25_44,P_Bangladesh_45_54,P_Bangladesh_55_64,P_Bangladesh_65_74,P_Bangladesh_75_84,P_Bangladesh_85ov,P_Bangladesh_Tot,P_Bosnia_Herzegov_0_4,P_Bosnia_Herzegov_5_14,P_Bosnia_Herzegov_15_24,P_Bosnia_Herzegov_25_44,P_Bosnia_Herzegov_45_54,P_Bosnia_Herzegov_55_64,P_Bosnia_Herzegov_65_74,P_Bosnia_Herzegov_75_84,P_Bosnia_Herzegov_85ov,P_Bosnia_Herzegov_Tot,P_Brazil_0_4,P_Brazil_5_14,P_Brazil_15_24,P_Brazil_25_44,P_Brazil_45_54,P_Brazil_55_64,P_Brazil_65_74,P_Brazil_75_84,P_Brazil_85ov,P_Brazil_Tot,P_Cambodia_0_4,P_Cambodia_5_14,P_Cambodia_15_24,P_Cambodia_25_44,P_Cambodia_45_54,P_Cambodia_55_64,P_Cambodia_65_74,P_Cambodia_75_84,P_Cambodia_85ov,P_Cambodia_Tot,P_Canada_0_4,P_Canada_5_14,P_Canada_15_24,P_Canada_25_44,P_Canada_45_54,P_Canada_55_64,P_Canada_65_74,P_Canada_75_84,P_Canada_85ov,P_Canada_Tot,P_Chile_0_4,P_Chile_5_14,P_Chile_15_24,P_Chile_25_44,P_Chile_45_54,P_Chile_55_64,P_Chile_65_74,P_Chile_75_84,P_Chile_85ov,P_Chile_Tot,P_China_0_4,P_China_5_14,P_China_15_24,P_China_25_44,P_China_45_54,P_China_55_64,P_China_65_74,P_China_75_84,P_China_85ov,P_China_Tot,P_Croatia_0_4,P_Croatia_5_14,P_Croatia_15_24,P_Croatia_25_44,P_Croatia_45_54,P_Croatia_55_64,P_Croatia_65_74,P_Croatia_75_84,P_Croatia_85ov,P_Croatia_Tot,P_Egypt_0_4,P_Egypt_5_14,P_Egypt_15_24,P_Egypt_25_44,P_Egypt_45_54,P_Egypt_55_64,P_Egypt_65_74,P_Egypt_75_84,P_Egypt_85ov,P_Egypt_Tot,P_England_0_4,P_England_5_14,P_England_15_24,P_England_25_44,P_England_45_54,P_England_55_64,P_England_65_74,P_England_75_84,P_England_85ov,P_England_Tot,P_Fiji_0_4,P_Fiji_5_14,P_Fiji_15_24,P_Fiji_25_44,P_Fiji_45_54,P_Fiji_55_64,P_Fiji_65_74,P_Fiji_75_84,P_Fiji_85ov,P_Fiji_Tot,P_France_0_4,P_France_5_14,P_France_15_24,P_France_25_44,P_France_45_54,P_France_55_64,P_France_65_74,P_France_75_84,P_France_85ov,P_France_Tot
LGA40120,0,3,9,16,14,6,0,0,0,35,0,0,3,3,7,16,11,4,0,41,0,0,4,4,5,6,4,0,0,20,0,15,13,79,64,65,51,30,19,339,23,87,65,172,134,134,112,67,29,825,959,2678,2317,4312,3124,3032,2543,1181,447,20603,0,0,0,0,0,0,0,0,0,0,1903,4955,4262,6818,4716,4290,3474,1472,450,32332,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,10,5,0,0,11,0,0,0,0,0,16,0,0,4,4,4,0,0,0,0,10,0,0,11,32,20,23,14,3,0,102,0,0,4,0,0,0,0,0,0,9,0,9,13,86,23,9,21,0,0,173,0,0,0,3,3,5,5,0,0,21,0,0,0,0,0,0,4,4,0,9,3,67,126,253,478,801,652,381,134,2888,0,0,0,3,0,4,0,3,0,11,0,3,4,12,11,3,6,0,0,40
LGA40150,0,0,4,13,3,3,0,0,0,30,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,3,37,12,5,11,3,0,79,7,34,28,79,57,42,28,23,4,293,250,588,532,1219,729,690,434,200,53,4702,0,0,0,0,0,0,0,0,0,0,545,1181,1044,2049,1143,1015,602,234,50,7864,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,17,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,6,0,0,3,0,3,13,22,98,225,112,64,13,552,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4
LGA40220,0,0,0,4,3,0,0,0,0,6,0,0,0,6,4,10,3,3,0,32,0,0,0,0,0,4,4,0,0,13,0,8,4,25,19,31,39,15,15,155,24,62,59,130,102,116,142,115,55,807,527,1462,1225,2528,1742,2364,2775,1565,535,14707,0,0,0,0,0,0,0,0,0,0,1065,2714,2229,4137,2759,3258,3757,1956,562,22436,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,8,0,0,0,0,3,0,0,0,0,9,0,3,0,10,0,6,7,3,0,32,0,3,0,5,0,0,0,0,0,9,0,0,0,14,4,8,0,4,0,24,0,0,0,0,0,0,8,0,0,10,0,0,0,0,0,0,0,0,0,5,0,25,55,123,259,602,731,630,178,2605,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,5,3,0,17
LGA40250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,23,8,4,0,4,0,54,109,185,222,436,148,107,37,15,11,1264,0,0,0,0,0,0,0,0,0,0,198,353,422,727,240,156,58,23,10,2178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA40310,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,3,3,0,0,12,0,0,0,0,0,0,0,0,0,6,0,9,6,39,12,13,12,12,3,102,21,51,44,104,92,97,75,44,42,578,593,1549,1206,2729,1784,1861,1667,903,411,12710,0,0,0,0,0,0,0,0,0,0,1140,3036,2397,4605,2850,2708,2468,1274,481,20955,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,32,0,0,0,0,3,0,0,0,0,3,0,0,4,17,0,3,0,0,0,30,0,0,0,0,0,0,3,0,3,10,0,0,0,0,0,0,0,3,0,6,0,16,37,129,210,460,346,216,63,1480,0,0,0,0,0,4,0,0,0,4,0,0,0,6,6,0,3,4,0,11
LGA40430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,3,9,7,16,6,25,12,18,5,105,54,127,70,184,154,232,246,151,67,1287,0,0,0,0,0,0,0,0,0,0,107,232,154,321,264,383,408,242,86,2208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,49,21,5,109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5
LGA40520,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,6,0,8,10,3,7,3,10,48,12,22,28,62,37,54,51,28,14,319,231,588,530,1126,680,773,721,406,212,5267,0,0,0,0,0,0,0,0,0,0,418,1136,1043,1818,1110,1182,1108,524,222,8541,0,0,0,4,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,21,0,0,0,0,0,3,15,7,7,26,0,0,0,0,0,0,0,0,0,3,0,0,12,16,34,76,86,44,27,301,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,9
LGA40700,0,17,22,59,40,23,12,0,4,179,0,0,0,8,0,6,8,6,3,34,0,0,0,3,13,4,0,4,0,33,6,57,49,209,109,74,80,81,36,704,12,42,35,106,64,47,64,77,42,489,871,2944,2807,5146,3244,3037,3007,1957,1036,24048,0,0,0,5,4,0,0,0,0,9,1680,4593,4305,5013,3743,3760,3525,2225,985,29835,3,23,18,73,22,8,0,0,0,144,0,0,0,6,4,12,0,0,0,26,4,5,4,23,3,3,0,0,0,40,0,0,4,20,11,0,5,0,0,48,0,20,13,31,24,24,14,4,0,129,0,0,6,4,0,0,3,0,0,16,17,244,317,1317,421,251,184,53,21,2838,0,0,0,0,6,10,14,10,0,43,0,10,14,31,11,7,3,13,0,94,7,106,163,189,309,454,394,307,132,2065,0,0,0,0,8,13,6,10,0,36,0,9,10,31,15,13,6,3,0,91
LGA40910,0,6,22,60,28,30,18,12,0,180,0,0,0,5,5,6,0,3,0,21,0,0,6,13,3,3,4,0,0,29,8,69,76,322,136,99,83,94,74,948,35,58,82,192,97,74,82,132,109,850,1340,2927,3054,7595,3569,3326,2878,2354,1160,28201,0,0,9,22,3,10,0,0,0,42,2543,4867,4513,7771,4573,4053,2418,1721,690,33162,0,10,11,59,9,8,0,0,0,105,0,0,0,20,7,8,0,7,0,44,0,8,8,60,14,7,0,0,0,102,3,3,4,10,8,8,8,5,0,48,0,17,11,25,17,14,8,0,0,89,0,0,0,9,3,0,0,0,0,20,19,162,331,1598,280,223,164,53,24,2844,0,5,0,11,9,11,26,18,14,86,0,10,12,30,14,18,11,10,3,111,6,46,102,208,202,354,347,296,158,1716,0,0,0,12,5,0,5,0,0,23,0,0,0,20,5,12,0,5,3,48
LGA41010,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,0,0,0,0,0,13,8,28,9,41,16,24,20,10,5,164,130,233,151,431,226,234,198,86,28,1730,0,0,0,0,0,0,0,0,0,0,216,416,315,689,390,392,314,146,36,2915,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,13,17,12,10,0,65,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
LGA41060,8,43,143,497,292,284,195,55,33,1558,0,0,12,13,3,21,11,7,3,69,0,0,3,20,9,0,4,0,0,41,22,134,230,906,385,289,303,246,160,2673,95,190,209,602,259,252,248,209,115,2164,3112,5932,6741,17282,8018,7997,6759,4294,2306,62438,0,26,40,89,25,13,5,0,0,201,5911,10422,10679,21903,11036,10365,7320,3737,1662,83045,0,12,17,72,19,0,4,0,0,126,0,0,0,201,114,152,94,49,14,622,3,19,14,310,26,6,8,0,0,389,0,4,9,68,70,61,53,26,5,301,4,18,14,77,32,21,23,8,0,195,0,0,5,27,16,11,12,3,0,75,4,24,139,566,154,152,109,62,19,1223,0,0,0,86,68,108,130,141,67,614,0,33,25,86,15,15,37,19,8,243,13,151,250,670,649,1075,804,482,209,4308,0,0,3,23,15,6,12,0,0,64,5,12,7,74,24,23,11,4,3,164
LGA41140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,12,10,4,4,34,10,23,29,60,38,65,38,30,8,296,224,532,416,958,623,718,667,386,142,4660,0,0,0,0,0,0,0,0,0,3,422,1027,748,1526,996,1119,1035,590,197,7666,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,4,0,0,0,4,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,6,0,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,30,37,129,121,52,24,409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
LGA41190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,6,4,14,16,7,13,10,6,61,47,118,52,178,114,127,107,68,37,839,0,0,0,0,0,0,0,0,0,0,105,220,124,314,184,242,188,99,42,1515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,4,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,6,0,11,4,0,26,7,6,7,34,21,14,33,8,7,139,34,54,59,187,89,87,113,48,9,672,0,0,0,0,0,0,0,0,0,0,53,94,86,204,111,144,92,39,5,827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,0,0,6,3,15,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,15,19,7,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41560,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,11,12,0,34,10,43,27,86,58,91,110,71,44,541,322,712,564,1336,899,1272,1376,806,314,7598,0,0,0,0,0,0,0,0,0,0,601,1387,1116,2270,1482,1936,2149,1160,365,12456,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,3,5,3,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,7,0,0,0,0,0,0,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,7,13,54,214,206,166,56,722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,11
LGA41750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,11,5,11,4,5,0,40,31,62,29,117,54,93,58,27,9,474,0,0,0,0,0,0,0,0,0,0,60,133,66,194,91,158,104,46,12,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,9,9,5,6,16,7,12,14,10,0,82,42,71,69,157,103,138,157,75,26,836,0,0,0,0,0,0,0,0,0,0,81,131,114,239,167,227,238,117,35,1350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,13,18,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA41960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,3,13,6,6,16,7,3,63,23,64,33,120,81,107,115,51,18,618,0,0,0,0,0,0,0,0,0,0,39,137,75,207,133,176,187,76,28,1066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,15,7,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42030,0,0,6,6,8,5,3,0,0,25,0,0,0,0,0,5,8,5,5,26,0,3,0,6,0,0,0,0,0,10,0,3,14,44,12,30,30,13,4,147,20,52,53,112,41,75,64,61,46,520,649,1484,1390,3052,1591,1781,1404,1059,497,12916,0,0,0,0,0,0,0,0,0,0,1292,2826,2603,5135,2398,2287,1671,1063,432,19708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,0,9,4,9,3,0,0,31,0,0,0,0,4,0,0,0,0,9,0,0,3,19,13,4,0,0,0,44,0,0,0,0,0,0,3,3,0,9,0,0,4,0,0,0,3,3,0,4,0,19,66,143,257,618,497,443,226,2264,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,3,0,0,12
LGA42110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,8,3,0,12,7,15,18,34,21,37,34,19,7,183,70,241,179,357,245,365,316,167,64,2003,0,0,0,0,0,0,0,0,0,0,160,423,319,618,407,553,479,233,87,3282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,80,72,38,9,211,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4
LGA42250,0,0,0,7,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,4,4,5,6,0,18,20,33,34,52,49,57,43,36,32,353,210,520,411,791,590,618,461,203,78,3881,0,0,0,4,0,0,0,0,0,4,356,993,818,1647,1114,1113,843,316,75,7265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,18,33,51,48,16,6,184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA42600,0,0,4,16,12,5,3,0,0,45,0,0,0,12,6,12,4,5,7,52,0,0,0,3,10,3,0,0,0,22,11,26,36,184,84,69,59,64,22,550,19,28,39,127,56,91,115,89,61,614,713,1685,1928,4320,2477,2905,2871,1697,1034,19619,0,9,3,0,5,0,0,0,0,16,1324,3019,3249,5659,3386,3893,3855,2034,1028,27448,0,0,4,10,0,0,0,0,0,17,0,0,0,16,7,14,11,0,4,52,0,10,9,205,13,0,0,0,0,240,0,0,0,3,3,0,0,0,0,10,5,5,3,58,13,19,12,13,0,131,0,0,0,9,0,0,0,0,0,9,0,17,23,121,41,17,23,11,0,243,0,0,0,3,4,6,10,11,3,45,0,0,0,11,0,7,10,15,3,41,6,106,173,362,434,591,586,431,216,2894,0,0,0,7,0,3,9,4,0,21,0,0,3,22,10,7,10,0,3,54
LGA42750,0,0,0,8,0,0,0,0,0,9,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,3,0,0,3,15,11,10,15,33,32,35,30,10,8,189,122,241,158,486,305,408,389,187,61,2363,0,0,0,0,0,0,0,0,0,0,232,477,306,746,452,602,566,285,78,3747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,37,70,81,50,13,272,0,0,0,5,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,7
LGA43080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,5,9,8,4,0,34,18,57,31,91,53,79,68,34,27,463,0,0,0,0,0,0,0,0,0,0,42,102,82,162,107,135,123,55,38,848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,11,5,6,3,8,5,33,15,81,32,119,59,69,49,38,26,494,0,0,0,0,0,0,0,0,0,0,48,165,61,208,97,136,96,72,30,914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA43360,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,10,3,7,5,17,15,7,4,71,54,106,87,211,124,194,210,124,44,1154,0,0,0,0,0,0,0,0,0,0,99,206,176,367,224,294,362,195,68,1999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20,16,10,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5
LGA43650,0,0,0,5,5,0,0,0,0,5,0,0,0,0,3,5,0,6,0,11,0,0,0,0,0,4,0,0,0,7,0,0,6,12,7,17,5,5,6,63,17,40,32,73,64,48,50,18,12,352,389,1101,1037,1829,1171,1113,732,365,115,7850,0,0,0,0,0,0,0,0,0,0,795,2212,1921,3117,1889,1649,1087,466,127,13268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,3,0,0,23,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,10,34,53,138,374,223,104,41,980,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
LGA43710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,3,0,0,0,15,7,21,18,42,40,29,39,8,9,212,174,391,228,641,426,411,334,139,46,2792,0,0,0,0,0,0,0,0,0,0,325,796,450,1147,711,748,579,246,63,5065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,15,22,42,41,21,3,146,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9
