LGA_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
LGA22410,27,28,26,16,13,3,3,112,27,18,20,10,20,3,0,100,33,36,23,13,13,8,0,118,601,642,366,306,333,54,13,2310,0,0,0,0,0,0,0,7,688,719,445,344,376,71,17,2657,0,3,7,4,4,0,0,17,9,30,12,6,10,3,0,63,3,7,5,5,0,0,0,24,132,186,125,103,118,22,7,689,5,10,11,0,0,0,0,27,147,232,154,119,140,25,7,825,840,950,597,469,515,98,23,3482
LGA22490,20,41,40,31,35,16,0,188,46,95,55,43,56,25,15,331,70,90,51,27,49,13,8,305,1188,1483,821,550,643,183,67,4940,7,7,0,0,0,0,0,15,1337,1712,966,646,785,238,89,5787,0,4,3,5,3,0,0,18,3,6,4,3,7,0,0,28,5,5,8,4,5,3,0,39,109,144,124,93,98,28,10,612,3,8,6,3,4,0,0,19,130,160,143,106,119,39,14,709,1466,1875,1114,754,901,279,100,6493
LGA22620,630,632,271,183,256,129,50,2147,233,238,137,107,125,45,29,910,211,247,127,97,94,32,18,818,4454,4496,2613,1759,2099,689,263,16372,41,17,13,7,5,0,0,88,5566,5632,3163,2154,2580,893,353,20338,47,56,49,41,45,23,12,267,72,119,80,36,67,19,8,394,22,45,36,31,42,17,3,194,961,1414,961,723,751,192,77,5090,36,42,26,11,11,0,0,129,1138,1683,1154,841,908,255,100,6084,6702,7310,4316,2996,3489,1148,453,26417
LGA22670,5906,5627,3015,2042,2533,1895,1131,22147,421,354,194,107,153,71,37,1348,628,466,204,118,126,63,34,1643,969,722,334,238,321,154,68,2806,63,49,20,24,12,0,0,174,7996,7217,3767,2538,3148,2186,1268,28120,568,934,628,512,776,551,397,4359,130,147,90,54,70,24,24,545,99,158,52,46,80,28,21,481,222,292,169,117,159,79,25,1066,63,89,38,15,15,10,14,241,1082,1622,971,742,1106,688,481,6695,9079,8843,4741,3283,4250,2874,1748,34814
LGA22750,1837,1698,840,588,698,410,177,6251,965,975,551,340,436,208,100,3572,1047,972,525,286,346,150,75,3405,9064,8815,4946,3219,3967,1600,685,32297,47,42,30,20,9,3,0,160,12964,12494,6895,4455,5452,2375,1039,45679,126,210,149,121,172,110,66,967,153,290,211,160,176,80,32,1092,71,147,132,78,112,37,33,611,1357,2265,1470,1151,1481,484,207,8414,78,80,46,31,20,10,0,265,1785,2991,2014,1542,1961,726,335,11343,14754,15481,8912,5994,7417,3099,1375,57025
LGA22830,947,944,529,312,382,136,61,3309,128,115,55,49,51,17,10,423,176,126,63,53,51,18,9,497,1888,1958,1229,858,1026,288,75,7327,19,22,5,3,0,0,0,53,3155,3162,1880,1284,1517,461,155,11605,58,89,50,32,57,23,15,338,49,63,34,19,29,7,4,212,17,34,16,16,20,0,0,113,484,778,503,372,397,100,22,2658,32,37,19,11,15,3,0,116,649,1006,634,453,517,130,46,3435,3806,4170,2515,1739,2033,596,196,15041
LGA22910,28,27,18,17,17,6,5,114,35,49,26,12,23,3,0,155,32,43,23,10,10,5,0,132,437,463,305,212,249,62,14,1735,3,6,0,0,0,0,0,16,536,585,370,253,297,76,17,2143,0,3,3,5,4,0,0,14,11,12,15,11,10,4,0,65,3,16,7,0,5,5,0,34,56,108,70,54,68,9,7,373,3,0,0,3,0,0,0,13,77,139,97,80,88,15,14,500,616,721,465,332,394,87,30,2644
LGA22980,37,25,8,12,9,5,0,92,7,3,0,0,3,0,0,14,9,10,6,5,8,0,0,33,186,177,119,68,98,21,7,671,0,4,0,0,0,0,0,4,232,218,134,80,117,29,7,816,7,11,0,0,3,0,0,19,0,0,0,0,0,0,0,6,0,0,0,4,0,0,0,10,34,27,18,16,21,0,0,118,0,0,0,3,0,0,0,8,41,39,26,26,28,4,0,165,274,257,160,101,148,28,3,981
LGA23110,1337,1314,619,353,427,262,159,4474,625,572,349,210,263,132,66,2212,682,585,284,157,209,129,50,2095,2381,2241,1288,782,981,581,306,8560,23,10,4,0,3,0,0,37,5045,4724,2539,1503,1875,1106,579,17368,105,165,112,93,99,72,48,693,74,129,100,69,88,47,31,540,49,63,65,42,46,35,15,315,191,368,302,216,280,148,90,1598,25,28,8,11,3,8,4,86,439,759,590,434,520,302,183,3236,5484,5483,3131,1936,2398,1408,765,20606
LGA23190,84,72,37,28,30,11,6,269,24,29,15,4,6,0,0,85,33,40,18,12,13,0,0,120,751,795,479,329,394,91,17,2853,4,0,0,0,3,0,0,12,893,931,560,380,444,108,30,3342,5,4,0,0,4,6,0,13,9,4,7,9,9,0,0,43,0,4,0,3,4,0,0,11,202,229,160,114,112,29,9,844,8,10,7,0,0,0,0,17,214,254,169,128,125,29,3,926,1108,1182,730,508,566,140,35,4263
LGA23270,8518,8670,4577,2775,3581,2288,1400,31815,1533,1394,759,478,605,294,144,5195,1079,942,444,285,323,196,89,3352,4884,4155,2223,1412,1724,821,424,15645,113,80,53,36,16,3,0,307,16124,15240,8048,4983,6252,3603,2064,56315,539,823,599,444,668,468,278,3817,271,385,239,172,192,100,56,1410,107,198,131,86,119,65,24,727,871,1219,728,530,719,242,138,4445,55,83,56,30,26,14,4,261,1837,2707,1746,1265,1722,880,502,10659,17958,17950,9795,6245,7977,4488,2564,66974
LGA23350,15,16,13,7,16,3,0,68,40,33,34,22,16,12,3,158,51,47,31,16,28,11,0,190,613,704,449,330,373,71,24,2557,0,4,0,0,3,0,0,16,721,811,536,382,433,89,26,2989,0,0,0,0,0,0,0,6,6,13,8,9,10,0,4,40,4,7,3,6,0,0,0,15,71,110,93,69,92,12,5,450,8,3,0,0,0,0,0,12,83,129,104,85,107,15,8,526,804,936,634,469,541,102,36,3516
LGA23430,2059,2308,1251,795,1056,728,432,8628,863,832,510,337,423,218,99,3277,978,910,474,282,369,191,101,3304,3705,3660,2225,1518,1984,1015,515,14624,29,24,10,5,4,0,0,83,7637,7732,4473,2944,3833,2157,1146,29920,123,265,198,154,234,193,110,1269,101,170,120,94,123,63,38,701,65,130,87,64,91,58,35,537,294,583,483,357,528,266,134,2645,30,30,15,10,15,5,0,96,616,1183,904,671,987,587,315,5255,8254,8914,5371,3614,4814,2747,1462,35168
LGA23670,2765,3219,1588,989,1418,1159,729,11878,503,520,348,229,308,159,103,2163,706,674,342,247,281,168,90,2506,3389,3380,2112,1435,1891,1007,471,13685,21,25,18,12,11,4,3,89,7388,7819,4403,2905,3913,2492,1398,30324,130,231,165,121,214,170,127,1151,92,132,101,80,120,59,29,620,51,83,73,55,90,38,28,420,461,774,559,438,661,274,148,3316,23,19,17,6,4,4,0,77,749,1244,918,707,1087,543,340,5586,8140,9066,5327,3617,5001,3033,1734,35910
LGA23810,260,281,144,93,99,41,11,926,104,120,78,66,101,26,13,505,155,144,80,56,68,24,9,531,2466,2484,1515,1009,1160,355,118,9106,19,20,11,8,0,0,0,64,3007,3042,1823,1229,1436,447,144,11122,37,41,41,23,41,18,4,204,51,55,44,34,39,7,5,240,25,43,25,12,31,6,0,143,762,997,648,410,459,117,34,3428,46,54,30,20,16,4,0,158,914,1190,791,497,582,149,50,4184,3924,4230,2617,1729,2016,602,199,15305
LGA23940,9,21,10,9,8,0,0,57,0,7,10,0,0,0,0,16,10,10,12,6,4,0,0,42,215,242,195,106,151,30,11,951,0,0,4,4,0,0,0,11,240,277,216,130,168,38,10,1079,3,3,3,0,0,0,0,9,5,3,3,0,0,5,0,21,0,0,0,0,0,0,0,3,40,53,34,20,29,7,6,184,3,0,0,0,0,0,0,4,48,61,46,26,30,8,6,223,285,339,264,151,201,42,10,1298
LGA24130,130,171,95,57,96,38,17,598,232,295,197,125,157,47,21,1068,220,277,126,90,91,36,22,858,1919,2370,1351,850,1199,468,156,8325,5,3,0,0,4,0,0,26,2506,3129,1772,1122,1545,583,212,10874,5,13,10,10,17,11,0,71,16,47,40,26,36,13,10,191,14,25,28,22,35,14,3,136,167,344,216,165,235,86,35,1253,12,10,8,8,0,0,0,37,215,436,296,240,322,124,53,1683,2723,3561,2071,1359,1863,712,268,12555
LGA24210,2677,3402,1677,990,1234,982,694,11660,373,356,235,161,259,169,113,1657,512,482,278,170,249,194,105,1995,1458,1924,1444,1050,1569,979,538,8961,25,26,13,8,4,3,0,75,5046,6194,3639,2375,3312,2321,1450,24346,131,399,281,223,314,275,197,1832,35,85,71,47,85,51,36,412,27,68,54,40,67,41,17,317,113,234,210,186,306,168,85,1301,8,17,5,7,4,0,0,42,314,814,624,504,776,531,339,3900,5362,7005,4265,2880,4089,2853,1786,28245
LGA24250,19,18,6,3,10,0,0,59,20,15,19,10,11,4,0,74,29,35,24,13,9,0,0,116,266,356,240,147,139,30,7,1182,0,4,0,0,0,0,0,3,327,426,290,178,170,40,6,1437,0,4,5,0,0,0,0,11,3,10,9,0,4,0,0,28,0,4,3,0,4,0,0,13,32,66,37,27,32,5,0,204,5,0,0,0,0,0,0,5,40,85,48,30,43,4,0,253,373,511,346,212,209,45,5,1693
LGA24330,1385,1222,626,407,528,400,238,4804,508,422,224,111,151,68,34,1512,632,435,194,94,120,52,27,1566,1793,1474,758,449,515,267,115,5355,10,8,7,6,8,5,0,46,4326,3560,1805,1070,1327,781,413,13280,140,246,178,137,195,181,107,1181,56,94,59,45,52,15,16,341,41,54,33,19,43,23,10,224,119,227,177,115,151,63,35,888,18,27,14,12,0,6,0,72,380,647,458,327,445,282,165,2708,4704,4209,2266,1398,1768,1064,580,15987
LGA24410,1747,1718,825,483,592,382,202,5949,450,445,247,178,226,126,62,1727,513,502,261,165,180,103,52,1777,3412,3318,1974,1286,1745,851,422,13009,7,27,5,3,4,0,0,43,6134,6003,3312,2110,2752,1467,736,22503,107,176,124,91,130,107,57,795,83,141,84,45,85,41,18,495,29,52,50,41,62,20,26,277,255,577,436,346,486,276,121,2501,15,10,5,11,4,5,0,46,481,955,701,534,768,451,224,4109,6615,6960,4013,2649,3517,1913,954,26614
LGA24600,1997,1314,517,283,341,247,129,4833,278,171,107,68,71,39,19,754,478,287,105,64,77,41,22,1078,787,515,289,203,238,167,72,2271,9,18,5,4,0,0,0,34,3558,2298,1019,616,734,495,249,8974,212,310,198,178,264,256,168,1582,45,46,24,31,37,16,8,206,54,66,33,29,46,30,12,266,79,115,73,55,86,72,36,517,32,29,13,8,9,0,3,85,414,565,349,299,432,371,236,2663,3972,2867,1361,915,1163,867,482,11632
LGA24650,5962,6277,3130,1816,2250,1433,777,21640,922,769,460,316,388,177,84,3114,772,780,398,256,274,124,68,2668,4274,4148,2368,1589,1867,735,322,15308,55,62,30,19,12,0,0,175,11978,12035,6384,4001,4785,2468,1248,42899,496,795,506,339,436,250,180,2997,182,228,141,111,157,47,19,885,101,110,95,89,109,38,26,572,957,1236,779,535,650,221,96,4473,51,62,36,30,18,7,5,201,1791,2433,1553,1103,1374,557,321,9128,13763,14466,7931,5102,6161,3025,1576,52029
LGA24780,355,344,172,111,154,39,18,1190,101,101,52,31,41,17,0,349,131,94,50,35,36,5,4,352,1821,1907,1195,762,901,225,67,6875,18,13,11,8,0,0,0,52,2421,2461,1476,946,1139,285,87,8813,43,39,38,18,30,19,6,193,33,44,23,21,21,9,0,147,15,28,18,12,21,8,0,98,473,689,439,325,364,86,16,2395,26,29,11,13,8,0,0,88,590,824,533,394,439,107,27,2913,3009,3286,2011,1343,1574,392,108,11730
LGA24850,491,427,223,109,142,71,30,1494,188,173,94,57,75,27,15,635,181,168,97,54,63,19,7,590,2002,1855,1078,667,832,271,100,6810,5,6,6,3,0,0,0,16,2869,2632,1502,891,1110,393,153,9543,26,44,29,13,15,14,0,143,35,39,28,18,27,14,3,170,7,23,12,10,15,7,10,85,363,507,316,207,276,73,43,1784,10,22,12,12,3,0,0,65,441,640,404,257,339,109,54,2243,3305,3272,1905,1148,1444,499,207,11784
LGA24900,87,76,48,32,45,14,0,301,41,44,27,11,16,5,5,145,65,49,23,18,23,6,0,175,930,1031,656,449,547,128,32,3772,5,7,3,4,4,0,0,16,1125,1210,757,511,634,142,29,4409,3,3,11,4,4,3,0,27,16,21,8,4,6,0,0,65,9,11,15,9,7,0,0,52,205,310,219,149,171,20,10,1083,9,10,3,0,0,0,0,17,238,360,255,172,189,25,9,1246,1363,1567,1006,681,822,170,42,5661
LGA24970,4554,5759,3181,1926,2415,1845,1221,20901,561,538,314,222,303,186,93,2208,686,718,403,253,318,188,101,2682,1684,1841,1430,992,1521,899,453,8820,28,37,15,10,12,0,0,110,7522,8890,5346,3405,4566,3118,1880,34723,246,578,468,357,556,496,328,3029,74,107,80,76,102,64,46,550,43,90,61,56,97,63,23,437,174,299,278,235,361,201,94,1637,19,20,14,14,4,6,0,84,564,1095,903,730,1120,831,490,5731,8078,9984,6250,4133,5685,3948,2365,40453
LGA25060,1154,1223,630,433,503,394,216,4556,542,502,273,230,321,227,107,2202,661,632,286,161,200,161,91,2188,2970,3274,1989,1332,1852,1222,586,13233,19,20,8,8,5,0,0,56,5348,5658,3187,2161,2883,2001,997,22237,168,211,152,96,162,126,79,996,50,81,77,64,81,48,26,437,24,77,54,50,63,40,17,330,217,360,296,259,332,223,119,1795,25,30,22,9,10,4,0,97,484,756,607,473,651,438,244,3660,5838,6413,3792,2639,3534,2442,1243,25897
LGA25150,219,219,120,67,69,21,14,721,115,158,90,72,72,31,17,549,123,129,66,51,71,34,11,480,1512,1476,897,594,649,245,94,5463,4,10,6,3,0,0,0,27,1967,1989,1172,787,862,323,135,7237,16,15,14,9,11,7,6,74,26,42,39,20,29,9,7,172,12,28,22,11,21,8,6,109,198,341,265,171,186,72,36,1270,6,4,5,8,3,0,0,31,269,425,342,218,242,96,47,1643,2242,2417,1514,1004,1103,424,185,8883
LGA25250,2686,2368,1082,591,762,550,336,8365,1034,881,479,295,383,222,102,3401,1076,805,428,235,276,159,82,3055,3801,3255,1823,1245,1508,871,370,12872,37,38,17,8,5,0,0,106,8625,7349,3827,2372,2936,1795,886,27800,133,228,165,138,195,153,95,1099,126,197,155,96,155,71,45,844,47,118,96,63,74,53,27,484,299,531,339,244,396,228,116,2149,25,28,15,15,11,6,3,110,640,1099,778,551,833,508,284,4690,9264,8447,4607,2929,3771,2301,1176,32489
LGA25340,368,534,378,291,408,215,102,2299,591,757,525,348,462,164,67,2907,601,692,456,269,340,151,76,2586,5017,5122,3183,2115,2593,966,483,19483,19,23,17,16,3,0,0,83,6603,7125,4558,3036,3806,1493,722,27351,28,77,50,49,74,41,24,344,87,157,157,109,168,59,30,771,48,127,96,91,112,47,11,532,645,1134,780,617,802,279,125,4385,36,53,32,15,14,4,0,158,848,1555,1121,877,1177,424,191,6187,7452,8680,5683,3917,4981,1918,911,33539
LGA25430,24,36,17,5,15,3,0,109,57,64,46,26,41,20,5,257,54,60,31,24,25,5,4,199,512,571,326,223,266,82,25,2010,5,3,0,0,0,0,0,13,651,733,417,283,351,107,32,2581,3,3,6,4,13,3,0,29,12,22,21,18,17,4,0,93,6,8,14,11,10,0,0,41,83,150,102,80,101,27,11,557,6,6,5,3,3,0,0,22,112,195,144,115,140,30,10,748,761,930,565,400,495,137,43,3331
LGA25490,27,29,30,14,25,3,3,131,36,52,34,21,19,5,0,173,43,54,31,25,20,0,3,179,694,746,471,316,396,95,25,2738,4,3,4,0,3,0,0,21,804,884,573,377,464,115,27,3241,0,0,4,0,4,0,0,16,6,8,12,3,9,0,0,36,3,10,7,6,0,0,0,22,77,117,102,76,72,10,3,457,0,7,0,0,0,0,0,10,86,139,121,89,85,12,5,538,888,1031,690,468,546,126,34,3779
LGA25620,20,16,10,14,23,5,0,91,28,31,26,9,14,3,4,124,38,30,20,8,16,3,0,121,432,457,293,185,244,43,15,1675,9,6,0,4,0,0,0,17,520,546,357,226,303,58,24,2029,0,0,0,0,6,0,0,5,10,8,8,4,9,3,0,36,0,0,3,0,3,0,3,16,62,92,85,61,85,21,8,410,0,7,0,0,0,0,0,6,71,104,93,71,104,24,14,475,587,646,453,296,403,81,38,2501
LGA25710,312,379,229,180,224,143,75,1546,290,358,279,169,210,97,47,1450,271,344,184,130,166,118,63,1277,2055,2323,1530,1118,1534,900,441,9903,3,20,0,0,0,0,0,33,2936,3421,2227,1603,2137,1262,622,14202,14,16,27,19,33,25,19,158,23,37,46,31,44,23,16,222,15,41,26,24,36,24,19,178,122,229,209,169,261,123,72,1189,4,0,7,5,3,0,0,18,181,330,313,251,377,191,124,1767,3114,3756,2540,1847,2518,1450,747,15969
LGA25810,32,38,17,9,18,5,6,114,11,12,7,11,5,0,0,51,29,15,13,7,0,0,0,65,363,362,209,152,166,36,9,1298,3,0,0,0,0,0,0,0,442,421,246,175,196,41,11,1530,3,8,0,4,3,0,0,17,4,6,0,0,3,0,0,20,0,0,0,0,0,0,0,5,77,112,65,46,51,12,0,378,0,4,0,3,0,0,0,11,85,128,73,58,63,14,0,436,529,552,316,236,259,60,15,1970
LGA25900,958,780,345,202,221,136,71,2713,474,418,246,166,186,95,49,1631,559,451,225,135,166,89,29,1649,1570,1307,801,517,687,419,197,5502,9,8,7,0,0,0,0,33,3574,2958,1622,1021,1266,740,342,11528,96,142,101,80,106,71,42,637,61,88,62,53,58,50,27,404,40,88,73,35,62,28,18,345,106,221,173,152,176,133,59,1028,19,15,5,3,8,3,0,57,321,554,411,325,406,291,148,2462,3899,3515,2030,1355,1673,1032,485,13993
LGA25990,0,6,0,8,3,0,0,18,7,15,10,6,8,3,0,46,14,17,11,11,14,3,0,65,211,246,162,87,123,29,16,864,0,0,0,0,0,0,0,3,231,282,175,114,144,37,11,1002,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,7,9,0,0,0,0,0,0,11,41,55,50,27,21,3,6,204,3,8,0,3,0,0,0,17,51,66,53,33,23,3,6,238,280,346,230,146,169,45,15,1238
LGA26080,7,0,3,0,0,0,0,9,3,9,4,0,12,0,0,24,0,11,7,0,3,0,0,31,60,70,36,36,46,17,10,270,0,0,0,0,0,0,0,3,70,93,52,36,56,20,15,341,0,0,0,0,0,0,0,3,0,0,8,0,9,0,0,14,0,0,0,0,0,0,0,0,4,0,12,3,11,5,6,44,3,0,0,0,0,0,0,3,8,3,16,11,22,4,6,69,80,99,62,42,74,26,16,403
LGA26170,44,55,41,10,28,3,0,187,76,96,62,37,46,5,0,325,90,82,48,37,47,7,4,304,920,1100,689,456,587,167,52,3965,7,14,6,7,3,0,0,33,1138,1340,848,539,709,181,58,4812,0,9,10,5,0,4,7,44,4,36,15,17,6,3,0,86,4,12,6,9,6,0,0,39,159,236,174,125,156,31,10,898,4,11,8,0,9,0,0,34,169,307,211,160,187,48,18,1097,1312,1646,1058,700,893,231,69,5911
LGA26260,45,71,21,13,11,4,0,157,20,17,8,14,13,0,0,71,49,48,15,13,20,7,0,145,592,582,375,259,323,52,6,2189,0,4,0,3,0,0,0,17,712,714,423,300,365,62,11,2589,3,10,3,0,3,0,0,20,4,10,11,8,10,0,0,40,6,7,0,4,3,0,0,20,80,137,101,76,93,16,3,512,4,11,0,0,0,0,0,23,104,170,114,92,108,21,4,611,817,881,538,387,469,84,17,3194
LGA26350,825,785,337,186,276,218,132,2755,400,334,213,155,195,155,75,1527,462,402,220,144,187,137,66,1625,1768,1624,1129,859,1249,878,481,7981,8,10,0,4,0,3,0,26,3462,3151,1896,1351,1901,1395,753,13912,64,125,97,82,116,95,69,653,48,67,42,36,65,50,30,331,32,54,39,31,43,21,16,230,98,193,192,142,241,185,114,1160,16,16,6,4,3,3,0,53,264,451,375,299,464,350,232,2429,3721,3605,2273,1643,2366,1747,986,16344
LGA26430,16,22,8,9,7,0,3,69,14,18,19,15,17,0,0,76,17,40,15,6,12,0,0,81,347,289,191,132,156,38,14,1160,0,6,0,0,5,0,0,9,405,363,229,161,184,41,15,1403,5,6,0,0,0,0,0,20,0,3,5,8,5,0,0,20,3,0,0,4,3,0,0,11,79,77,67,43,57,5,4,323,9,5,0,0,0,0,0,14,89,87,80,52,66,7,4,390,497,452,308,210,254,51,21,1785
LGA26490,109,114,69,42,53,24,9,421,185,207,109,57,81,29,13,677,198,218,103,53,71,40,11,692,1540,1623,935,644,766,291,113,5905,3,10,3,7,4,0,0,36,2041,2169,1215,802,976,378,146,7727,0,8,10,4,11,4,5,37,21,32,30,15,15,10,3,136,0,11,13,5,23,4,3,68,91,173,161,107,163,50,22,754,5,5,0,0,3,0,0,22,116,222,219,146,211,65,36,1017,2157,2397,1433,944,1190,448,177,8744
LGA26610,151,148,80,59,62,14,3,518,24,25,13,5,7,0,0,76,66,69,25,16,11,0,3,188,755,684,463,259,326,78,18,2588,6,4,4,0,0,0,0,12,1004,929,574,339,399,98,29,3379,17,21,17,8,13,4,0,70,13,25,4,6,8,3,0,60,3,6,3,4,0,0,0,25,130,206,141,120,102,29,6,738,6,7,6,0,0,0,0,25,179,266,170,134,123,35,6,918,1181,1188,748,483,523,135,39,4302
LGA26670,14,9,4,0,7,0,0,32,0,3,6,3,7,0,0,20,11,15,10,9,9,0,0,47,211,212,144,109,98,27,0,798,0,4,0,0,0,0,0,7,231,239,160,120,122,28,3,907,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,0,0,0,0,0,0,0,10,18,34,31,25,31,3,0,140,0,0,0,0,0,0,0,0,25,42,35,26,26,7,0,157,257,276,193,150,145,41,0,1062
LGA26700,64,65,22,12,19,4,0,191,43,53,43,28,31,5,0,199,60,61,40,28,18,6,0,210,1037,1067,725,468,619,148,22,4094,3,5,6,0,0,0,0,19,1211,1248,832,536,691,164,32,4708,4,6,3,10,12,0,3,36,12,9,14,5,12,0,0,57,3,11,6,7,7,0,0,39,201,293,233,160,178,39,11,1121,9,7,9,5,0,0,0,32,227,335,272,185,212,45,13,1291,1438,1583,1099,720,902,213,41,6001
LGA26730,105,107,58,39,47,20,3,379,77,91,48,34,36,5,0,292,73,86,52,26,42,8,3,288,1162,1183,739,551,661,180,60,4533,0,4,5,8,0,0,0,16,1418,1469,905,657,784,218,69,5521,9,20,9,11,22,6,0,83,22,40,23,12,22,3,0,124,8,14,16,13,15,0,0,78,209,359,265,177,200,53,15,1287,7,12,3,0,5,0,0,32,264,455,327,215,265,65,11,1600,1682,1922,1230,874,1048,281,77,7115
LGA26810,103,109,69,38,58,10,7,400,76,86,57,30,55,9,0,319,112,102,56,34,40,13,5,359,1561,1580,990,655,780,196,43,5809,7,12,8,6,0,0,0,31,1862,1893,1171,767,938,227,62,6916,9,13,3,12,13,6,3,56,14,24,31,16,21,0,0,118,5,18,10,10,13,3,0,53,294,427,272,227,223,49,23,1506,7,19,10,11,6,0,0,52,333,490,326,271,276,65,22,1786,2192,2387,1502,1035,1215,293,82,8703
LGA26890,3,10,3,5,0,0,0,22,3,4,0,3,0,0,0,17,14,9,11,0,0,0,0,35,183,133,92,47,44,9,0,501,0,0,0,0,0,0,0,0,201,154,109,49,47,8,0,570,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,9,0,0,0,4,0,0,0,7,25,26,22,12,8,0,0,99,0,0,0,4,0,0,0,5,26,31,25,22,14,0,0,116,227,187,134,70,63,9,3,686
LGA26980,3653,4152,1887,1194,1456,1020,639,14002,471,549,378,242,392,235,127,2400,720,717,426,270,350,213,131,2821,2135,2758,2054,1449,2193,1414,677,12680,22,20,8,3,0,3,3,70,7000,8200,4755,3157,4391,2891,1578,31970,198,444,317,289,444,366,258,2317,75,94,75,64,95,65,38,512,46,88,73,47,86,50,31,420,157,304,304,248,418,268,161,1861,17,21,12,15,11,8,0,76,490,956,780,667,1049,754,486,5185,7494,9157,5534,3825,5442,3642,2064,37156
LGA27070,6717,6854,3218,1876,2388,1525,937,23512,1143,1073,556,336,479,260,134,3977,1027,904,438,254,321,164,80,3184,5466,5288,2842,1785,2239,1016,428,19059,75,83,39,16,18,3,4,234,14423,14199,7081,4271,5437,2965,1577,49965,325,588,399,329,463,304,189,2604,186,294,195,140,196,81,58,1154,109,172,102,71,120,60,28,669,798,1268,911,646,868,349,151,4990,50,54,32,24,14,4,0,182,1465,2380,1644,1218,1654,799,424,9588,15893,16583,8721,5485,7097,3768,2001,59552
LGA27170,211,235,128,84,97,35,20,806,101,93,76,39,36,10,0,357,104,97,62,29,34,5,5,336,1675,1628,952,637,771,148,51,5856,5,10,5,3,0,0,0,28,2098,2064,1219,798,937,197,70,7389,15,22,21,15,29,13,8,119,17,25,35,11,16,7,0,115,14,24,10,14,20,0,0,82,406,667,410,259,324,79,24,2165,13,14,9,4,4,0,0,41,462,750,482,301,391,107,33,2525,2560,2814,1697,1095,1330,303,105,9915
