LGA_CODE_2021,M_Current_ADF_Regular_15_24,M_Current_ADF_Regular_25_34,M_Current_ADF_Regular_35_44,M_Current_ADF_Regular_45_54,M_Current_ADF_Regular_55_64,M_Current_ADF_Regular_65_74,M_Current_ADF_Regular_75_84,M_Current_ADF_Regular_85_ov,M_Current_ADF_Regular_Tot,M_Current_ADF_Reserves_15_24,M_Current_ADF_Reserves_25_34,M_Current_ADF_Reserves_35_44,M_Current_ADF_Reserves_45_54,M_Current_ADF_Reserves_55_64,M_Current_ADF_Reserves_65_74,M_Current_ADF_Reserves_75_84,M_Current_ADF_Reserves_85_ov,M_Current_ADF_Reserves_Tot,M_Prev_ADF_Ncs_15_24,M_Prev_ADF_Ncs_25_34,M_Prev_ADF_Ncs_35_44,M_Prev_ADF_Ncs_45_54,M_Prev_ADF_Ncs_55_64,M_Prev_ADF_Ncs_65_74,M_Prev_ADF_Ncs_75_84,M_Prev_ADF_Ncs_85_ov,M_Prev_ADF_Ncs_Tot,M_Tot_ADF_ev_ser_15_24,M_Tot_ADF_ev_ser_25_34,M_Tot_ADF_ev_ser_35_44,M_Tot_ADF_ev_ser_45_54,M_Tot_ADF_ev_ser_55_64,M_Tot_ADF_ev_ser_65_74,M_Tot_ADF_ev_ser_75_84,M_Tot_ADF_ev_ser_85_ov,M_Tot_ADF_ev_ser_Tot,M_never_served_15_24,M_never_served_25_34,M_never_served_35_44,M_never_served_45_54,M_never_served_55_64,M_never_served_65_74,M_never_served_75_84,M_never_served_85_ov,M_never_served_Tot,M_NS_15_24,M_NS_25_34,M_NS_35_44,M_NS_45_54,M_NS_55_64,M_NS_65_74,M_NS_75_84,M_NS_85_ov,M_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_ov,M_Tot_Tot,F_Current_ADF_Regular_15_24,F_Current_ADF_Regular_25_34,F_Current_ADF_Regular_35_44,F_Current_ADF_Regular_45_54,F_Current_ADF_Regular_55_64,F_Current_ADF_Regular_65_74,F_Current_ADF_Regular_75_84,F_Current_ADF_Regular_85_ov,F_Current_ADF_Regular_Tot,F_Current_ADF_Reserves_15_24,F_Current_ADF_Reserves_25_34,F_Current_ADF_Reserves_35_44,F_Current_ADF_Reserves_45_54,F_Current_ADF_Reserves_55_64,F_Current_ADF_Reserves_65_74,F_Current_ADF_Reserves_75_84,F_Current_ADF_Reserves_85_ov,F_Current_ADF_Reserves_Tot,F_Prev_ADF_Ncs_15_24,F_Prev_ADF_Ncs_25_34,F_Prev_ADF_Ncs_35_44,F_Prev_ADF_Ncs_45_54,F_Prev_ADF_Ncs_55_64,F_Prev_ADF_Ncs_65_74,F_Prev_ADF_Ncs_75_84,F_Prev_ADF_Ncs_85_ov,F_Prev_ADF_Ncs_Tot,F_Tot_ADF_ev_ser_15_24,F_Tot_ADF_ev_ser_25_34,F_Tot_ADF_ev_ser_35_44,F_Tot_ADF_ev_ser_45_54,F_Tot_ADF_ev_ser_55_64,F_Tot_ADF_ev_ser_65_74,F_Tot_ADF_ev_ser_75_84,F_Tot_ADF_ev_ser_85_ov,F_Tot_ADF_ev_ser_Tot,F_never_served_15_24,F_never_served_25_34,F_never_served_35_44,F_never_served_45_54,F_never_served_55_64,F_never_served_65_74,F_never_served_75_84,F_never_served_85_ov,F_never_served_Tot,F_NS_15_24,F_NS_25_34,F_NS_35_44,F_NS_45_54,F_NS_55_64,F_NS_65_74,F_NS_75_84,F_NS_85_ov,F_NS_Tot,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85_ov,F_Tot_Tot,P_Current_ADF_Regular_15_24,P_Current_ADF_Regular_25_34,P_Current_ADF_Regular_35_44,P_Current_ADF_Regular_45_54,P_Current_ADF_Regular_55_64,P_Current_ADF_Regular_65_74,P_Current_ADF_Regular_75_84,P_Current_ADF_Regular_85_ov,P_Current_ADF_Regular_Tot,P_Current_ADF_Reserves_15_24,P_Current_ADF_Reserves_25_34,P_Current_ADF_Reserves_35_44,P_Current_ADF_Reserves_45_54,P_Current_ADF_Reserves_55_64,P_Current_ADF_Reserves_65_74,P_Current_ADF_Reserves_75_84,P_Current_ADF_Reserves_85_ov,P_Current_ADF_Reserves_Tot,P_Prev_ADF_Ncs_15_24,P_Prev_ADF_Ncs_25_34,P_Prev_ADF_Ncs_35_44,P_Prev_ADF_Ncs_45_54,P_Prev_ADF_Ncs_55_64,P_Prev_ADF_Ncs_65_74,P_Prev_ADF_Ncs_75_84,P_Prev_ADF_Ncs_85_ov,P_Prev_ADF_Ncs_Tot,P_Tot_ADF_ev_ser_15_24,P_Tot_ADF_ev_ser_25_34,P_Tot_ADF_ev_ser_35_44,P_Tot_ADF_ev_ser_45_54,P_Tot_ADF_ev_ser_55_64,P_Tot_ADF_ev_ser_65_74,P_Tot_ADF_ev_ser_75_84,P_Tot_ADF_ev_ser_85_ov,P_Tot_ADF_ev_ser_Tot,P_never_served_15_24,P_never_served_25_34,P_never_served_35_44,P_never_served_45_54,P_never_served_55_64,P_never_served_65_74,P_never_served_75_84,P_never_served_85_ov,P_never_served_Tot,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_ov,P_NS_Tot,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_ov,P_Tot_Tot
LGA22980,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,8,36,60,24,34,169,0,4,3,8,40,60,24,34,168,279,282,246,288,416,328,200,68,2098,15,9,22,16,19,33,22,24,160,293,298,270,303,474,418,248,115,2435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,8,3,0,4,22,0,0,3,3,8,3,0,4,22,214,293,245,335,412,335,258,128,2219,13,15,18,18,17,21,34,37,176,234,309,259,355,438,360,290,165,2417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,10,49,65,24,38,191,0,4,5,10,47,65,24,38,196,490,574,485,618,833,664,452,192,4319,33,28,36,34,37,55,53,55,336,520,610,533,664,918,784,537,282,4851
LGA23110,11,15,23,23,8,0,0,0,81,0,8,17,19,14,0,0,0,58,0,50,115,171,217,247,191,95,1085,16,72,157,212,243,247,191,95,1230,4389,5651,6429,5735,4974,3416,1736,639,32971,248,409,377,267,203,149,117,57,1833,4654,6136,6963,6215,5420,3815,2040,790,36029,4,6,4,0,0,0,0,0,16,0,3,6,3,3,0,0,0,13,0,10,23,39,60,26,9,6,172,9,20,32,49,64,26,9,6,205,4182,5885,6959,6379,5407,4050,2365,1183,36419,184,383,295,260,180,171,132,129,1735,4374,6293,7283,6685,5651,4241,2515,1322,38359,18,20,31,27,11,0,0,0,96,0,8,17,24,14,0,0,0,79,4,62,137,210,276,270,201,104,1258,25,95,187,261,302,270,201,104,1429,8573,11541,13387,12111,10378,7467,4105,1823,69386,433,794,675,525,384,317,249,190,3566,9032,12426,14248,12897,11063,8051,4548,2115,74390
LGA23190,0,0,0,0,0,0,0,0,4,4,3,6,5,4,0,0,0,17,0,15,21,29,66,112,69,70,377,5,17,26,33,67,112,69,70,396,1126,1161,1013,1076,1222,936,530,158,7226,88,87,56,46,63,58,43,21,464,1213,1265,1098,1150,1360,1101,641,251,8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,12,22,11,0,9,62,0,4,4,13,23,11,0,9,69,1042,1213,1109,1199,1319,1103,717,362,8061,83,68,57,57,52,54,64,35,472,1126,1287,1171,1266,1395,1166,782,401,8603,0,0,0,0,0,0,0,0,0,4,3,6,6,9,0,0,0,20,0,15,24,36,82,120,76,85,438,0,22,29,45,92,120,76,85,461,2167,2377,2121,2271,2543,2035,1249,517,15284,170,153,116,107,122,108,107,56,942,2346,2557,2267,2421,2759,2266,1425,656,16691
LGA23270,12,16,10,9,6,0,0,0,54,11,27,17,12,11,0,0,0,77,19,118,153,223,342,485,266,141,1739,43,155,185,246,356,485,266,141,1868,15397,18328,17362,13022,11287,6919,3250,769,86325,1026,1393,1163,767,584,330,206,85,5551,16467,19882,18708,14034,12222,7727,3715,989,93744,3,6,4,4,0,0,0,0,21,0,0,0,4,4,0,0,0,12,4,27,26,41,62,44,15,10,228,9,30,32,49,70,44,15,10,264,14510,19038,17437,13918,11885,8121,3875,1330,90112,824,1145,1010,723,547,364,281,141,5033,15345,20214,18474,14686,12498,8531,4173,1481,95401,16,20,19,14,5,0,0,0,81,7,27,21,17,12,0,0,0,89,22,138,174,263,404,527,283,149,1964,52,185,218,299,420,527,283,149,2134,29910,37368,34798,26935,23163,15037,7131,2094,176438,1849,2540,2173,1484,1130,700,482,224,10580,31810,40097,37187,28715,24719,16262,7891,2473,189145
LGA23350,0,0,10,6,3,0,0,0,17,0,0,4,11,6,0,0,0,22,0,15,39,63,99,168,82,41,507,0,15,47,82,107,168,82,41,547,708,632,783,1004,1161,1002,527,103,5915,71,83,95,91,97,71,46,11,563,782,733,918,1180,1366,1239,660,146,7022,0,0,3,10,0,0,0,0,8,0,3,0,5,0,0,0,0,11,0,7,9,21,20,17,3,0,82,0,9,9,33,25,17,3,0,93,722,677,958,1178,1346,1151,519,220,6769,61,45,53,71,65,57,54,25,438,790,730,1025,1276,1430,1227,574,251,7297,0,0,8,10,3,0,0,0,27,0,3,4,11,12,0,0,0,27,3,24,47,85,120,182,90,42,587,3,26,60,112,135,182,90,42,640,1435,1303,1740,2181,2503,2155,1040,324,12685,134,127,148,160,158,128,99,35,994,1572,1463,1945,2453,2796,2468,1232,394,14324
LGA23430,16,14,9,16,13,0,0,0,61,10,23,22,16,16,0,0,0,86,13,80,153,249,261,468,395,309,1928,32,119,189,272,286,468,395,309,2078,8353,9339,10362,10388,8623,6351,3607,1175,58202,318,473,389,320,281,270,252,138,2436,8705,9933,10934,10981,9188,7082,4253,1629,62717,4,4,0,3,0,0,0,0,17,6,3,0,5,0,0,0,0,12,4,14,28,51,55,39,27,40,260,15,20,37,55,50,39,27,40,290,7967,9495,11409,11498,9692,7942,4914,2435,65355,250,405,373,313,272,320,341,294,2559,8226,9916,11819,11867,10018,8305,5287,2773,68202,16,20,13,14,15,0,0,0,76,13,23,21,18,16,0,0,0,99,14,90,185,297,314,503,425,352,2188,45,140,224,331,344,503,425,352,2364,16320,18831,21769,21886,18315,14297,8528,3611,123559,568,878,765,630,552,585,595,434,5003,16935,19848,22756,22848,19205,15387,9541,4401,130919
LGA23670,7,12,9,10,5,0,0,0,36,4,23,22,16,15,0,0,0,73,15,89,138,226,317,604,461,250,2097,29,121,160,251,332,604,461,250,2211,9552,9506,10358,9792,9271,6712,3380,945,59510,297,407,362,311,232,205,210,140,2161,9877,10030,10879,10352,9838,7519,4047,1333,63878,0,0,0,0,0,0,0,0,3,0,0,4,0,3,0,0,0,7,0,9,23,41,82,44,24,19,255,7,15,30,41,85,44,24,19,267,8800,9833,11029,10901,10341,8182,4503,1885,65472,295,344,340,259,262,251,324,300,2370,9102,10190,11402,11196,10687,8477,4851,2203,68114,9,10,7,10,5,0,0,0,45,12,23,21,16,16,0,0,0,83,20,100,162,267,401,649,484,267,2352,37,130,193,289,420,649,484,267,2480,18351,19336,21382,20691,19608,14889,7881,2826,124980,591,750,705,572,495,455,533,439,4534,18981,20219,22280,21548,20530,15998,8898,3540,131987
LGA23810,3,3,4,5,3,0,0,0,23,3,13,3,4,6,0,0,0,27,6,48,116,176,286,477,320,151,1583,21,61,131,183,296,477,320,151,1630,4006,4331,3813,3982,4488,3803,1866,480,26764,358,365,333,336,330,297,201,119,2344,4378,4756,4277,4501,5111,4572,2389,752,30738,0,0,3,0,0,0,0,0,9,0,0,4,5,0,0,0,0,6,3,11,13,48,69,46,18,19,215,4,11,17,49,69,46,18,19,230,3914,4659,4212,4475,5141,4413,2410,971,30196,348,373,363,289,337,293,254,206,2463,4266,5052,4592,4819,5544,4750,2678,1193,32889,4,4,9,4,8,0,0,0,30,3,10,7,8,6,0,0,0,35,13,59,132,222,350,518,341,168,1793,17,73,152,233,364,518,341,168,1862,7919,8992,8025,8459,9625,8220,4275,1454,56961,709,749,698,628,671,586,449,321,4803,8639,9809,8868,9314,10657,9321,5066,1947,63627
LGA23940,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,4,0,6,10,17,31,64,32,26,185,4,5,4,17,32,64,32,26,189,284,266,307,425,609,563,268,80,2798,39,25,32,54,75,70,43,21,366,327,287,349,499,719,693,351,127,3348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,16,6,4,4,23,0,0,3,0,16,6,4,4,25,284,313,300,433,590,536,259,133,2856,36,24,38,52,66,65,40,38,370,324,332,344,491,670,602,303,180,3251,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,4,0,6,12,20,43,70,34,27,208,4,5,10,20,44,70,34,27,213,571,574,609,860,1195,1094,524,219,5645,84,45,77,107,147,132,89,64,738,655,618,694,988,1388,1299,651,308,6602
LGA24130,6,0,0,3,4,0,0,0,17,5,5,21,9,10,0,0,0,50,9,35,82,158,196,285,218,101,1079,15,48,108,171,206,285,218,101,1152,2644,2005,2893,3408,3062,2445,1221,219,17911,173,114,141,184,187,144,98,49,1086,2833,2166,3142,3763,3463,2881,1532,365,20143,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,6,3,5,12,31,40,26,4,5,134,0,5,18,38,41,26,4,5,145,2396,2191,3369,3839,3349,2874,1360,446,19828,178,104,148,193,160,159,95,86,1114,2578,2299,3533,4072,3547,3061,1466,531,21092,6,0,0,10,4,0,0,0,18,10,5,22,10,10,0,0,0,55,9,37,98,190,233,316,224,107,1214,18,47,121,207,250,316,224,107,1289,5048,4197,6268,7251,6410,5322,2583,662,37740,343,220,286,383,351,305,190,128,2201,5410,4469,6672,7838,7007,5937,2999,893,41232
LGA24210,3,4,9,4,0,0,0,0,22,7,15,11,11,13,0,0,0,62,6,24,58,112,147,297,418,296,1369,17,44,80,128,161,297,418,296,1449,7559,6372,7278,7597,7172,5487,4020,1507,46985,208,232,248,246,176,162,179,131,1581,7785,6652,7610,7963,7507,5943,4619,1930,50015,0,6,3,0,0,0,0,0,12,0,3,0,0,0,0,0,0,5,0,3,11,24,24,20,7,16,108,0,12,11,25,31,20,7,16,125,6741,6487,8174,8491,8178,6904,5277,2403,52668,170,236,266,231,199,197,241,206,1744,6911,6739,8454,8751,8406,7122,5528,2630,54541,3,6,9,9,0,0,0,0,30,7,19,14,11,11,0,0,0,63,6,32,67,131,174,313,431,317,1477,25,56,94,146,195,313,431,317,1576,14301,12854,15453,16092,15355,12393,9300,3909,99653,379,468,512,479,371,357,425,338,3324,14700,13388,16055,16718,15921,13063,10148,4558,104556
LGA24250,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,5,20,21,45,95,56,19,262,0,5,21,29,48,95,56,19,272,389,382,463,538,711,680,316,65,3544,33,33,56,47,61,70,29,12,343,428,418,545,609,818,849,390,92,4152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,13,3,5,0,29,0,0,9,6,13,3,5,0,29,391,413,534,573,795,724,336,123,3892,43,39,48,51,72,64,24,14,355,435,453,582,624,884,796,370,139,4277,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,5,0,5,25,29,54,101,57,19,296,0,5,23,27,61,101,57,19,301,784,799,998,1099,1509,1407,650,188,7435,81,69,103,97,134,138,53,25,694,868,870,1127,1229,1703,1645,762,239,8430
LGA24330,0,14,9,10,5,0,0,0,41,9,23,12,4,0,0,0,0,48,10,69,112,88,117,99,82,42,614,19,112,136,98,123,99,82,42,703,4274,8965,7152,5060,3702,2297,1031,408,32891,276,676,421,280,226,162,92,57,2185,4570,9751,7715,5444,4048,2551,1197,500,35770,0,6,3,0,0,0,0,0,14,0,4,4,0,0,0,0,0,10,0,11,17,22,30,3,9,3,88,0,16,27,22,27,3,9,3,112,4191,8931,7173,5246,3965,2568,1348,704,34134,238,558,348,223,181,129,119,137,1927,4427,9507,7546,5489,4179,2702,1476,846,36173,0,26,21,10,5,0,0,0,60,9,27,15,4,4,0,0,0,56,10,78,128,112,143,105,83,42,703,19,130,162,122,148,105,83,42,814,8470,17900,14327,10304,7668,4865,2380,1113,67022,513,1229,768,507,401,285,208,192,4112,9001,19257,15258,10931,8225,5253,2669,1348,71946
LGA24410,5,4,10,5,0,0,0,0,19,10,19,24,12,11,0,0,0,63,10,48,126,171,244,425,382,256,1662,17,68,158,185,258,425,382,256,1748,6543,6936,7736,6977,6041,4295,2345,660,41528,191,273,271,233,180,162,158,138,1603,6748,7285,8167,7398,6480,4877,2878,1055,44880,3,0,0,0,0,0,0,0,10,0,3,0,0,0,0,0,0,5,6,7,24,35,63,38,17,29,223,7,9,25,36,67,38,17,29,239,6008,7465,8411,7744,6893,5663,3419,1492,47098,155,271,257,184,178,186,261,303,1798,6170,7750,8700,7964,7135,5890,3699,1829,49138,8,7,5,3,0,0,0,0,34,10,15,26,13,12,0,0,0,75,16,52,155,201,303,461,400,290,1887,29,81,184,225,320,461,400,290,1993,12547,14407,16153,14724,12936,9952,5763,2149,88632,342,548,529,422,356,344,415,444,3396,12920,15033,16863,15364,13610,10760,6580,2883,94018
LGA24600,15,53,17,29,4,0,0,0,116,17,42,18,14,5,0,0,0,91,22,123,119,136,155,190,127,76,943,52,214,147,173,170,190,127,76,1149,13464,24221,11147,5244,4014,2774,1271,314,62453,1091,2133,1060,529,383,240,156,68,5654,14609,26571,12351,5948,4562,3205,1553,464,69256,7,11,13,11,0,0,0,0,45,3,9,6,0,0,0,0,0,16,7,15,17,31,40,17,8,7,142,18,33,33,42,37,17,8,7,194,15666,24371,9982,5317,4313,3107,1442,606,64797,1200,1993,806,432,326,265,138,106,5267,16885,26393,10818,5790,4679,3384,1590,726,70262,22,63,29,35,10,0,0,0,163,20,45,22,14,7,0,0,0,106,27,142,132,165,192,205,133,85,1087,69,249,182,214,208,205,133,85,1347,29128,48595,21127,10559,8325,5880,2715,923,127251,2287,4122,1864,964,710,504,292,174,10926,31487,52962,23170,11740,9236,6589,3141,1188,139515
LGA24650,15,5,11,11,10,0,0,0,50,0,21,27,15,11,0,0,0,78,12,94,118,204,260,354,185,71,1304,30,119,159,233,280,354,185,71,1432,10773,12099,13810,10301,6648,4519,1808,312,60261,949,1546,1336,766,445,245,161,55,5502,11747,13765,15299,11301,7369,5121,2153,441,67200,3,0,5,3,0,0,0,0,11,3,6,0,0,3,0,0,0,15,0,20,26,46,48,38,7,3,185,12,25,28,51,55,38,7,3,215,10290,13551,14337,10573,7334,5360,2011,630,64083,637,988,873,561,352,232,151,75,3865,10939,14564,15237,11187,7737,5629,2168,714,68167,13,9,18,17,8,0,0,0,64,8,27,25,18,12,0,0,0,96,15,105,143,253,303,398,191,78,1496,35,142,187,288,330,398,191,78,1647,21065,25655,28143,20871,13977,9873,3823,940,124348,1582,2532,2208,1329,795,477,309,130,9370,22684,28329,30533,22490,15104,10748,4321,1154,135368
LGA24780,4,3,0,0,3,0,0,0,13,0,9,3,4,0,0,0,0,18,4,28,43,97,154,368,188,120,993,10,40,46,100,158,368,188,120,1024,3024,3389,2892,3027,3170,2410,1336,375,19619,298,342,296,308,296,246,150,78,2017,3331,3774,3238,3438,3618,3016,1677,568,22661,0,0,0,0,0,0,0,0,5,0,3,4,0,0,0,0,0,4,4,0,9,17,32,20,11,14,105,3,7,14,17,29,20,11,14,110,2859,3521,3172,3374,3491,2870,1662,811,21768,256,322,302,253,239,228,161,131,1887,3117,3851,3481,3636,3765,3121,1834,956,23768,3,3,0,0,6,0,0,0,15,4,12,4,4,0,0,0,0,26,9,31,54,110,184,390,195,129,1093,19,45,56,112,183,390,195,129,1133,5882,6919,6062,6405,6661,5279,2996,1181,41383,554,662,600,562,536,473,315,209,3903,6455,7619,6720,7076,7383,6137,3505,1526,46427
LGA24850,194,196,129,85,19,0,0,0,629,6,6,16,12,17,0,0,0,64,5,51,87,130,197,270,163,84,975,201,255,235,228,236,270,163,84,1672,2767,2956,2817,2700,2532,1871,833,169,16633,242,196,216,187,183,130,79,19,1266,3213,3412,3263,3114,2951,2266,1077,269,19567,34,20,10,12,3,0,0,0,82,0,0,0,5,5,0,0,0,17,5,12,22,34,41,31,13,3,167,40,37,34,50,53,31,13,3,264,2452,3361,3039,3017,2759,2079,1009,394,18123,181,210,200,178,160,102,85,61,1181,2674,3603,3278,3253,2973,2216,1111,459,19566,224,216,143,97,28,0,0,0,709,12,10,20,21,22,0,0,0,81,11,64,108,168,234,300,171,84,1145,249,288,274,278,289,300,171,84,1937,5218,6313,5858,5717,5293,3947,1840,561,34754,423,410,407,371,347,234,169,81,2445,5890,7015,6535,6369,5923,4491,2186,730,39135
LGA24900,5,0,0,0,0,0,0,0,4,0,3,3,3,3,0,0,0,9,4,20,24,56,108,280,155,110,752,6,25,24,60,109,280,155,110,767,1403,1366,1337,1619,1928,1855,1121,277,10906,134,119,126,130,137,143,114,52,959,1543,1508,1490,1812,2173,2274,1393,441,12635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,9,11,26,27,12,15,111,6,3,8,13,32,27,12,15,115,1286,1419,1420,1712,2081,2112,1208,527,11766,116,129,117,125,115,159,120,73,953,1405,1549,1548,1852,2230,2302,1342,614,12834,5,0,0,0,0,0,0,0,4,0,4,3,3,3,0,0,0,14,7,18,32,72,134,310,167,118,862,9,22,39,73,141,310,167,118,884,2687,2782,2757,3339,4004,3971,2326,802,22674,248,250,242,251,256,305,239,124,1916,2947,3055,3039,3661,4402,4581,2735,1050,25470
LGA24970,8,18,9,4,5,0,0,0,40,24,27,17,8,12,0,0,0,83,17,71,74,146,182,323,453,385,1650,43,114,97,164,195,323,453,385,1773,13719,14642,12031,10867,9134,6907,4764,1895,73951,714,1051,547,411,292,226,319,244,3798,14472,15805,12677,11436,9621,7458,5542,2518,79524,0,3,0,0,0,0,0,0,10,0,4,4,0,0,0,0,0,17,14,0,10,32,41,22,24,30,176,13,15,15,37,40,22,24,30,203,12233,12737,12719,11888,9969,8499,6342,3215,77608,542,692,475,378,298,289,368,440,3482,12787,13448,13214,12299,10309,8817,6732,3687,81293,11,19,10,3,5,0,0,0,46,24,33,17,13,10,0,0,0,99,23,77,89,176,218,351,481,413,1827,55,133,117,193,234,351,481,413,1978,25950,27382,24746,22751,19104,15407,11105,5110,151558,1253,1745,1029,783,593,514,684,680,7280,27264,29254,25886,23735,19929,16273,12266,6204,160818
LGA25060,7,16,18,14,9,0,0,0,62,9,23,21,8,4,0,0,0,70,12,77,101,153,178,280,241,170,1207,31,118,138,171,189,280,241,170,1331,6950,8457,8046,7707,6294,4613,2649,1010,45724,276,454,337,318,259,159,150,88,2054,7259,9029,8521,8196,6745,5051,3050,1276,49111,0,4,3,3,0,0,0,0,11,0,8,4,0,6,0,0,0,18,3,7,15,30,48,19,5,15,145,7,20,20,35,48,19,5,15,172,6701,8976,8652,8378,7076,5618,3650,1857,50910,248,466,349,283,227,182,213,136,2095,6957,9462,9016,8694,7352,5821,3869,2003,53172,14,21,22,11,3,0,0,0,71,12,32,20,9,10,0,0,0,87,16,82,114,177,225,297,247,186,1345,35,136,163,204,242,297,247,186,1506,13652,17432,16695,16084,13370,10230,6301,2863,96633,527,916,683,597,481,345,364,224,4144,14211,18488,17538,16887,14095,10867,6913,3274,102281
LGA25150,0,3,7,0,0,0,0,0,16,0,3,3,3,11,0,0,0,25,6,35,69,102,162,198,100,56,720,9,47,80,113,173,198,100,56,765,1986,2138,2321,2233,1984,1627,731,153,13176,102,119,122,129,109,100,71,22,775,2096,2310,2525,2477,2262,1920,894,222,14709,0,3,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,5,0,6,16,34,34,17,5,3,115,0,10,16,33,34,17,5,3,121,1871,2324,2465,2444,2219,1853,883,363,14421,100,116,120,117,118,111,72,35,791,1975,2456,2598,2592,2376,1971,968,403,15339,0,5,7,3,0,0,0,0,16,0,8,3,11,11,0,0,0,34,5,45,81,135,198,212,103,59,837,11,57,94,145,207,212,103,59,886,3856,4467,4783,4677,4209,3480,1619,513,27598,206,247,246,247,228,207,143,51,1567,4071,4763,5124,5068,4642,3898,1861,628,30044
LGA25250,9,47,10,5,0,0,0,0,70,14,31,23,10,11,0,0,0,87,18,127,132,137,156,217,159,143,1085,40,199,165,158,164,217,159,143,1244,9368,17047,13448,9621,7149,4389,2794,1484,65294,483,970,629,421,304,228,215,160,3412,9888,18217,14249,10195,7619,4835,3157,1784,69954,6,0,0,3,0,0,0,0,11,0,3,5,0,0,0,0,0,15,4,16,21,37,34,23,9,15,168,11,31,31,42,39,23,9,15,195,9331,18039,13816,10152,7884,5490,4141,2575,71424,414,876,524,373,269,251,271,305,3278,9754,18947,14374,10561,8193,5761,4422,2899,74900,10,47,13,11,0,0,0,0,80,16,36,32,10,13,0,0,0,104,22,148,156,178,195,240,166,160,1254,51,226,195,198,205,240,166,160,1438,18693,35085,27272,19767,15033,9879,6936,4058,136723,895,1849,1156,794,570,476,484,467,6694,19639,37163,28624,20756,15806,10596,7581,4682,144853
LGA25340,519,265,119,78,34,0,0,0,1014,8,21,19,15,45,0,0,0,102,17,107,185,323,514,1071,1011,664,3896,545,395,319,412,593,1071,1011,664,5016,8057,6366,7587,9667,9827,9628,5853,1549,58531,469,408,491,593,541,611,509,346,3966,9072,7167,8398,10675,10959,11310,7383,2561,67516,143,86,42,14,6,0,0,0,278,0,9,4,10,3,0,0,0,29,12,20,53,97,125,94,47,58,504,151,111,100,117,128,94,47,58,813,7525,6879,8859,11252,11559,12025,7734,2806,68645,504,394,476,568,553,679,678,600,4461,8185,7390,9433,11941,12245,12807,8453,3467,73922,663,349,155,89,40,0,0,0,1299,8,32,24,19,48,0,0,0,134,28,121,236,421,639,1170,1058,723,4394,699,505,420,527,730,1170,1058,723,5826,15581,13247,16444,20922,21386,21655,13591,4350,127180,970,801,969,1161,1098,1294,1184,947,8430,17256,14555,17834,22616,23203,24115,15833,6029,141435
LGA25430,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,6,16,48,66,131,105,51,425,0,13,14,47,66,131,105,51,431,757,679,899,1148,1395,1398,638,139,7055,107,260,207,157,116,123,83,66,1121,867,949,1119,1353,1580,1652,834,259,8606,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,4,0,0,14,18,22,7,0,67,5,0,3,15,18,22,7,0,70,626,718,1056,1347,1601,1574,815,241,7977,55,59,78,91,98,105,102,153,744,682,781,1139,1454,1719,1707,924,393,8792,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,0,0,12,7,12,13,61,86,151,111,51,494,9,14,18,66,86,151,111,51,505,1388,1398,1954,2496,2994,2974,1461,378,15032,163,322,284,248,212,227,186,215,1859,1550,1730,2258,2808,3292,3353,1755,644,17402
