LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA24410,0,6,5,29,112,87,166,122,31,27,27,24,14,5,20,671,10,6,21,30,98,24,15,3,0,0,4,0,0,0,4,213,0,3,11,21,31,43,140,50,3,12,14,6,6,0,6,348,0,3,22,75,141,146,233,77,8,15,27,19,6,10,8,797,0,12,50,67,81,87,224,91,22,49,28,44,16,8,7,775,0,0,0,0,29,39,74,49,3,11,9,10,0,0,0,222,0,0,0,5,24,51,114,98,30,12,20,23,0,0,16,403,181,548,1430,825,624,322,604,233,24,27,26,26,13,5,136,5025,4,4,24,40,51,67,92,55,11,8,13,23,9,4,5,399,0,0,0,100,135,81,69,63,7,17,15,21,9,0,10,521,70,211,250,359,478,359,1077,1004,213,138,334,226,45,11,86,4851,426,1592,2544,2198,2956,2597,7150,4645,969,957,1097,1006,325,97,543,29091
LGA24600,0,0,7,32,179,174,367,314,122,143,237,487,168,47,35,2315,18,19,21,12,60,21,21,28,10,15,26,15,7,5,3,268,0,0,11,25,65,126,437,284,119,80,82,101,62,14,19,1426,0,4,16,46,56,87,179,89,20,26,33,59,22,8,3,637,0,5,14,33,89,72,161,128,81,78,80,120,70,16,4,949,0,0,0,4,53,101,206,324,111,135,206,141,65,10,22,1371,0,0,0,9,49,100,380,352,234,229,251,396,133,18,33,2181,45,175,404,323,353,396,864,519,127,207,191,277,137,66,66,4158,3,4,21,52,74,132,286,254,56,93,108,119,112,45,19,1380,0,0,4,258,384,241,351,455,204,266,234,262,127,16,82,2892,53,123,245,343,583,1108,1808,1673,777,1074,1411,2350,993,119,180,12818,216,734,1290,1769,3556,5330,13448,14297,5923,7451,8836,11583,4997,1259,1242,81927
LGA24650,0,0,10,163,778,733,1946,1246,253,190,132,222,77,26,70,5829,6,3,8,34,200,82,39,9,0,0,0,0,0,0,16,403,0,0,3,12,22,31,133,66,13,15,19,4,0,0,3,333,0,3,5,19,37,75,199,78,11,11,8,3,4,4,3,453,0,3,7,27,128,300,722,368,57,61,27,55,27,7,17,1809,0,0,0,0,7,21,18,18,9,0,4,0,0,0,10,91,0,0,0,13,36,34,161,104,26,15,26,36,6,0,11,475,52,304,892,533,401,151,413,223,31,33,19,23,8,8,82,3187,0,0,4,16,15,28,89,76,16,27,23,12,8,0,13,328,0,0,0,183,678,563,665,435,74,54,57,90,37,4,191,3017,76,583,1250,1561,1843,2330,3850,1870,405,363,337,330,105,54,541,15496,278,1537,3701,3836,5713,7034,18824,11090,2588,2141,1970,2356,773,289,1720,63852
LGA24780,0,0,0,0,28,28,49,78,27,27,18,49,26,3,17,361,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,8,0,0,0,0,0,0,9,0,0,4,0,0,0,0,0,18,0,0,0,4,8,8,45,22,12,11,5,15,7,0,3,134,0,0,9,0,0,6,11,28,4,3,4,6,0,0,0,81,0,0,0,0,0,0,13,36,11,9,13,27,10,0,6,121,0,0,0,0,10,11,34,67,17,9,12,22,5,0,15,207,41,107,236,138,64,49,93,53,16,11,6,6,3,0,44,868,0,0,0,10,10,5,13,8,0,0,0,6,0,0,0,57,0,0,0,5,44,46,66,47,14,17,41,12,16,6,28,341,22,54,99,135,133,191,196,129,33,24,78,155,33,51,57,1384,153,537,653,430,462,533,1123,1116,420,458,542,687,236,83,335,7772
LGA24850,0,0,0,12,31,24,59,88,21,3,9,28,3,5,10,282,9,4,5,4,17,0,0,5,0,0,0,0,0,0,0,40,0,0,3,5,6,6,34,5,0,6,0,0,0,0,0,62,0,0,0,12,11,26,58,41,7,3,5,0,0,0,0,173,0,0,7,5,9,17,74,33,12,0,6,0,0,0,0,174,0,0,0,0,0,0,3,5,5,0,6,0,0,0,0,18,0,0,0,0,5,23,29,22,10,0,5,3,4,0,6,107,33,179,385,226,125,85,200,124,12,11,20,9,16,0,42,1465,0,0,0,10,9,7,23,9,0,3,0,0,6,4,0,75,0,0,0,3,0,5,11,8,7,0,4,3,0,0,4,60,22,94,121,128,108,113,252,135,44,26,30,19,4,13,34,1155,118,508,833,582,586,581,1756,1022,248,179,216,290,88,55,198,7246
LGA24900,0,0,0,0,17,16,37,41,12,19,17,30,4,3,9,198,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,6,0,0,9,15,0,3,0,4,0,0,0,0,50,0,0,0,0,0,0,6,4,0,4,5,0,0,0,0,23,0,0,0,0,0,0,0,3,5,4,17,26,7,0,0,51,0,0,0,0,3,9,27,20,10,4,3,3,0,0,4,71,36,115,293,127,52,34,39,16,4,0,0,9,4,3,44,798,4,0,4,3,9,0,3,8,5,0,0,0,4,0,0,45,0,0,0,0,0,0,6,5,0,0,0,7,0,0,0,19,7,42,40,30,19,16,32,23,0,0,3,11,4,0,8,246,97,390,482,273,169,176,440,283,125,107,132,149,48,17,137,3018
LGA24970,0,0,3,78,248,182,272,232,98,59,157,184,65,25,25,1638,29,31,51,77,277,85,43,21,4,7,0,3,0,0,11,635,0,3,11,78,195,167,519,302,61,81,103,63,47,17,21,1675,0,8,21,88,151,160,317,90,27,31,27,33,17,9,11,979,8,30,154,280,982,977,1995,1014,328,342,487,545,253,43,93,7515,0,0,0,7,106,192,230,139,35,46,46,49,15,7,10,871,0,0,11,29,78,90,160,105,25,23,34,44,25,0,26,657,133,426,851,523,456,294,570,318,63,53,36,46,38,9,112,3917,0,0,14,48,54,65,146,117,37,38,22,47,22,11,6,635,0,0,16,636,1001,412,323,276,101,98,111,100,87,10,71,3248,103,424,720,1171,1290,1264,1443,818,291,279,288,410,170,38,178,8879,515,3007,6329,5447,10395,10600,21735,13625,3882,4302,5180,6099,2529,610,1786,96041
LGA25060,0,0,4,71,175,87,130,123,50,30,60,76,11,9,6,846,25,21,49,27,97,22,22,19,3,0,5,8,0,0,7,308,0,0,0,26,30,29,74,46,12,10,15,17,10,8,0,269,0,4,7,18,34,38,73,36,10,13,18,13,5,4,3,283,0,8,39,57,97,105,138,56,14,28,32,37,12,0,12,638,0,0,0,7,16,14,39,27,8,0,9,4,0,0,5,113,0,0,0,10,21,38,88,63,27,21,27,20,4,0,12,335,78,256,505,320,301,229,452,314,47,50,49,44,36,6,53,2728,0,9,9,36,49,42,100,73,23,19,37,22,24,0,21,475,0,0,0,390,957,398,247,205,50,37,50,78,25,19,66,2522,116,481,695,794,716,869,1142,758,255,280,282,301,105,19,140,6948,484,3369,4726,3031,3907,3327,5221,3783,1053,1068,1300,1313,427,139,730,33873
LGA25150,0,0,0,3,25,12,35,44,6,5,10,9,0,0,4,150,0,0,6,0,14,0,9,4,0,0,0,0,0,0,0,41,0,0,0,4,0,5,12,6,4,0,0,0,0,0,4,41,0,8,0,8,19,8,36,19,0,0,0,0,0,0,0,101,0,4,5,3,6,3,3,30,3,4,7,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,6,0,17,3,5,0,0,0,0,0,0,28,36,160,471,269,151,71,217,81,6,7,10,3,0,0,46,1534,0,0,4,11,6,10,23,26,5,3,5,3,0,0,4,104,0,0,0,10,6,3,13,10,0,5,0,5,0,0,7,60,16,100,174,142,115,70,128,111,24,11,5,8,10,3,22,944,101,465,862,628,543,361,1003,686,149,100,114,141,46,16,142,5365
LGA25250,0,0,5,48,237,167,250,228,60,74,97,132,30,7,31,1377,29,23,39,26,123,45,37,22,3,3,4,3,6,0,14,383,0,0,3,16,50,69,117,66,12,22,16,21,11,6,10,414,0,3,10,26,62,68,138,61,12,26,14,12,12,5,5,451,0,5,26,45,117,176,249,140,50,42,44,47,32,8,11,996,0,0,0,0,24,23,54,46,8,14,17,9,3,0,0,205,0,0,0,7,32,50,115,103,26,25,23,27,5,0,9,434,54,217,460,360,484,490,993,674,145,165,128,125,53,21,99,4468,0,0,22,54,108,133,234,224,47,73,43,79,41,12,17,1069,0,5,5,164,359,205,185,124,41,30,35,52,15,10,34,1252,132,500,849,1229,1174,1114,1438,1243,456,483,440,495,129,37,181,9897,509,4100,6536,4314,4998,5169,9678,7682,2141,2703,2925,3118,1018,275,1260,56428
LGA25340,0,3,6,15,74,53,101,92,39,37,36,48,21,3,22,551,15,29,23,25,89,28,13,9,4,0,0,0,0,0,4,246,0,9,13,27,17,14,16,12,4,3,0,0,0,0,5,117,4,15,37,129,114,122,213,70,13,28,22,17,8,8,11,819,0,28,53,44,43,18,13,13,0,5,0,5,0,0,12,246,0,0,0,0,0,6,4,9,0,0,0,0,0,0,0,25,0,0,0,3,7,24,78,84,15,12,17,15,11,6,12,287,384,1321,3190,2091,1586,963,2454,1053,115,117,78,84,47,19,435,13924,11,12,43,72,87,89,144,76,16,22,19,27,21,8,19,658,0,0,0,23,23,14,15,6,3,5,5,3,8,0,11,125,132,343,526,555,441,284,409,229,64,49,55,62,16,16,89,3269,851,3404,5592,4140,3626,2356,4679,2380,400,383,365,378,194,72,1027,29838
LGA25430,0,0,0,0,3,5,8,4,0,0,0,0,0,0,0,32,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,12,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,4,14,16,15,0,0,3,0,0,0,0,0,59,0,4,7,0,4,0,0,0,0,0,0,0,0,0,3,23,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,5,0,0,0,3,3,0,0,4,0,0,0,0,0,0,4,19,20,124,230,162,126,70,96,42,3,9,10,7,0,6,64,962,0,0,16,29,11,9,20,5,0,0,0,0,0,0,5,93,0,0,0,0,0,0,3,0,0,0,0,0,0,0,52,59,12,28,54,45,44,25,57,19,0,5,9,6,0,0,61,361,65,253,415,340,320,231,321,154,20,21,27,28,16,3,312,2521
LGA25490,0,0,0,0,3,4,11,41,9,7,21,8,3,3,0,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,3,7,14,7,0,0,0,5,0,0,0,43,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,3,0,0,0,13,13,56,103,45,39,30,60,32,0,0,0,3,3,0,27,421,0,0,0,8,0,0,8,0,0,0,4,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,5,12,14,0,10,11,5,4,10,0,3,0,0,10,97,22,116,160,120,107,119,263,169,16,24,33,35,24,11,59,1287
LGA25620,0,0,0,0,3,0,5,8,0,0,0,7,0,0,5,38,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,7,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,8,0,0,3,9,10,5,16,7,3,3,0,0,0,0,5,58,0,0,3,0,0,4,3,0,0,0,0,3,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,0,16,23,99,214,93,55,31,44,22,4,3,0,0,5,0,52,649,0,0,8,9,0,9,12,4,3,0,0,0,0,0,0,43,0,0,0,7,0,4,3,0,0,0,0,0,3,0,0,11,10,27,34,27,33,25,12,15,6,0,5,6,0,0,14,210,72,229,359,240,177,145,173,105,22,22,21,31,14,0,105,1712
LGA25710,0,0,6,7,37,8,30,23,6,6,3,6,0,0,0,140,3,6,6,3,31,14,9,8,0,0,0,0,0,0,0,82,0,0,4,8,23,15,32,15,3,6,5,0,0,0,0,122,0,0,11,25,28,49,144,45,10,19,11,7,0,0,0,349,0,7,15,16,38,23,57,23,0,0,0,3,0,4,0,190,0,0,0,0,3,7,10,3,0,0,0,3,0,0,0,27,0,0,0,0,9,7,19,19,8,0,4,3,6,0,0,81,45,233,572,388,358,275,745,279,36,23,29,14,13,6,63,3069,0,5,11,43,38,37,69,53,3,3,5,11,8,0,4,290,0,0,0,15,17,8,17,4,4,0,4,0,0,0,4,77,34,120,213,181,190,170,263,133,34,28,17,23,6,0,24,1442,185,860,1468,1129,1296,1048,2320,1092,174,176,135,134,46,9,219,10300
LGA25810,0,0,0,0,4,5,38,21,16,12,14,18,0,0,0,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,13,5,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,9,0,5,0,7,0,0,0,16,0,0,0,0,0,0,3,10,11,10,18,26,7,0,0,78,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11,11,38,95,34,18,17,15,3,0,6,3,0,0,9,13,261,0,0,0,6,0,0,5,5,0,0,0,0,0,3,0,20,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,6,6,12,10,10,12,21,22,33,3,4,3,5,3,12,4,151,24,95,139,76,82,76,162,139,42,50,66,78,14,23,40,1098
LGA25900,0,0,3,28,94,81,107,93,39,47,50,64,26,7,9,643,22,52,35,39,174,50,40,28,20,16,13,5,0,0,17,514,0,8,8,18,49,55,113,41,11,7,14,7,12,10,6,362,0,7,21,69,146,143,190,93,24,35,30,36,4,7,7,821,0,4,15,30,39,42,48,38,18,11,5,10,0,0,4,275,0,0,0,0,26,37,24,48,13,4,11,9,0,0,0,179,0,0,5,6,21,39,87,81,20,17,22,33,6,3,4,341,59,238,579,543,505,514,1232,962,251,275,288,368,133,40,88,6075,6,6,35,94,87,139,245,211,48,75,86,100,39,20,22,1207,0,0,0,58,99,56,66,82,16,10,17,18,25,0,7,461,104,200,314,583,645,1023,1224,1210,429,489,547,663,270,49,157,7910,275,1062,2232,2256,3036,3504,6272,5459,1572,1781,2013,2510,887,263,620,33737
LGA25990,0,0,0,0,6,4,6,6,6,0,4,0,0,0,3,33,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,4,3,0,0,0,0,0,0,0,6,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,45,111,67,33,7,23,0,0,0,0,0,0,0,20,313,0,0,5,0,0,3,0,3,0,0,0,4,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,11,15,13,11,3,10,5,0,0,0,0,0,0,22,100,16,89,167,122,95,44,71,16,7,0,8,8,0,0,66,733
LGA26080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,35,42,21,23,4,4,0,0,5,0,0,0,0,6,141,0,0,0,6,3,0,0,0,0,5,0,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,0,0,7,6,0,0,0,0,0,0,3,32,23,72,63,48,47,15,27,14,0,5,3,4,0,0,18,352
LGA26170,0,0,0,3,25,11,20,12,5,0,0,7,15,10,5,124,0,3,4,4,7,3,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,3,3,12,5,16,13,3,0,4,0,0,4,0,0,71,0,0,7,6,0,0,7,5,0,0,0,5,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,6,0,3,5,0,3,0,0,0,0,0,27,59,183,431,228,172,53,115,24,4,10,6,0,0,0,62,1347,0,0,7,10,16,7,18,7,9,3,0,0,5,0,0,80,0,0,0,0,0,5,12,5,0,0,0,3,0,0,0,25,9,43,71,37,46,38,46,24,5,12,4,11,0,3,15,367,115,538,720,457,485,240,411,192,45,51,28,41,25,17,148,3524
LGA26260,0,0,0,3,4,0,4,5,7,6,3,6,0,0,0,48,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,4,3,23,9,0,3,0,5,0,0,6,54,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,6,8,0,0,4,0,0,0,3,24,18,60,115,66,32,20,36,22,3,7,7,3,0,0,23,402,0,0,8,10,0,3,7,8,0,8,0,0,0,0,0,32,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,8,0,9,5,14,10,13,31,15,6,5,9,4,3,0,4,134,26,129,168,131,90,99,244,147,23,37,50,38,12,8,67,1276
LGA26350,0,0,6,26,82,64,114,113,38,40,55,80,19,6,11,651,80,54,42,23,91,37,23,11,3,7,4,3,0,0,11,399,8,0,22,30,71,70,160,89,22,29,22,20,12,6,4,564,4,10,23,91,225,155,190,72,20,20,22,27,21,6,9,914,4,12,38,81,104,84,108,80,28,24,20,32,11,0,8,636,0,0,0,6,36,32,47,52,19,19,14,15,3,4,3,255,0,0,7,6,36,40,106,72,30,38,14,25,10,0,4,395,108,274,521,460,376,401,753,607,155,195,220,264,93,45,79,4539,12,10,33,80,78,116,185,180,34,48,61,71,58,20,19,1004,0,0,5,137,165,64,88,75,19,20,27,32,13,0,16,657,158,278,296,457,525,814,801,740,266,293,308,432,159,47,96,5673,565,1435,2492,2306,3288,3606,5461,4777,1398,1705,1842,2324,924,307,553,32970
LGA26430,0,0,0,0,7,9,13,12,0,3,0,3,0,0,6,64,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,11,0,0,0,0,3,0,0,3,25,16,60,132,53,34,15,18,13,7,9,4,9,0,0,21,389,0,0,3,3,6,4,8,0,0,0,3,0,0,0,0,23,0,0,0,0,0,5,5,4,0,0,0,0,0,0,0,12,4,21,26,22,20,6,18,8,5,0,9,3,0,0,3,145,32,145,215,123,110,71,126,106,33,20,34,32,11,0,54,1126
LGA26490,0,0,0,5,4,9,18,12,0,0,3,3,4,0,0,62,3,3,3,5,11,0,0,0,0,4,0,0,0,0,0,34,0,5,4,4,4,3,4,0,0,0,0,0,0,5,0,18,0,0,0,15,28,29,76,29,5,3,6,4,4,0,0,207,0,0,3,3,3,0,0,0,0,0,0,3,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,4,9,5,3,0,3,3,0,0,0,35,49,146,306,192,162,98,323,191,29,11,18,21,9,4,46,1596,0,0,4,25,17,18,39,42,0,9,6,8,3,5,3,187,0,0,0,0,6,0,0,4,0,0,0,0,0,0,0,15,28,60,65,52,56,52,97,106,14,23,14,39,10,5,17,631,131,436,546,449,441,374,862,608,100,85,93,132,59,22,110,4439
LGA26610,0,0,0,0,14,13,30,41,11,11,19,20,5,0,8,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,10,13,13,0,0,0,19,8,0,3,76,0,0,0,0,0,0,11,10,0,3,0,4,0,0,0,35,0,0,0,0,0,0,7,8,8,3,5,8,5,0,5,50,0,0,0,0,0,10,46,40,9,8,4,3,0,0,9,128,4,26,57,21,17,11,22,11,0,0,9,6,0,0,7,211,0,0,0,3,0,0,8,3,0,0,0,0,0,0,0,23,0,0,0,4,40,45,57,35,9,59,48,22,10,0,23,352,0,3,18,25,48,59,78,44,15,10,19,97,23,40,77,559,32,167,175,83,170,205,526,539,198,298,357,419,110,61,231,3567
LGA26670,0,0,0,0,0,6,0,7,0,7,3,5,0,6,0,33,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,25,39,29,19,4,18,13,0,5,0,0,0,0,8,168,0,0,0,7,0,0,5,5,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,13,13,7,9,5,5,6,0,0,4,6,4,11,3,79,32,80,71,77,61,31,51,47,4,19,11,10,11,12,17,527
LGA26700,0,0,0,4,27,13,10,28,19,7,10,30,17,3,9,175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,0,7,0,0,0,0,3,0,0,13,0,0,0,7,7,9,24,6,3,6,0,0,0,0,0,68,0,0,6,3,4,0,17,5,10,10,3,0,3,0,0,50,0,0,0,0,0,4,0,9,3,0,0,0,0,0,0,11,0,0,0,0,0,4,12,20,3,4,6,3,3,0,5,61,24,104,207,93,71,44,59,33,5,3,0,0,11,0,32,696,0,0,0,8,5,7,14,9,0,0,0,4,0,0,3,60,0,0,0,0,0,0,4,5,5,0,4,0,0,0,6,25,19,22,53,36,40,19,39,33,4,5,9,12,4,0,9,319,94,409,411,257,208,163,350,264,97,76,92,109,56,16,105,2700
LGA26730,0,0,0,4,20,17,35,38,16,16,22,30,7,0,3,221,3,0,0,0,4,0,3,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,12,0,0,0,3,7,14,34,19,9,5,3,23,0,10,0,121,0,4,0,0,6,3,23,40,11,4,4,14,4,0,0,115,0,0,0,0,0,0,6,18,0,12,9,4,0,0,0,57,0,0,0,0,0,3,24,18,13,8,12,5,0,0,0,82,22,105,237,88,75,45,86,58,4,6,5,13,0,0,24,772,0,0,6,11,10,6,9,14,5,0,0,3,0,3,0,70,0,0,0,0,3,0,5,9,5,16,16,60,6,0,5,113,8,5,28,26,30,36,82,56,8,15,28,62,29,4,9,415,44,216,337,215,255,264,611,441,121,148,214,317,80,27,93,3401
LGA26810,0,0,0,6,28,23,23,78,28,14,23,25,20,8,8,290,10,0,0,3,5,4,0,0,0,0,0,0,0,0,3,36,0,0,0,8,4,0,8,9,0,0,0,0,0,0,0,24,0,5,7,10,11,4,46,4,7,0,15,0,12,0,5,135,0,5,8,0,3,6,18,24,5,0,0,6,0,0,3,77,0,0,0,0,0,0,4,13,0,0,3,3,0,0,7,33,0,0,0,0,4,0,17,18,7,7,3,9,0,0,3,73,59,237,510,231,139,80,145,63,10,15,17,5,9,0,80,1596,0,0,11,18,11,16,22,17,0,4,7,7,0,0,3,108,0,0,0,4,19,6,16,13,4,4,0,3,4,0,69,152,23,44,81,77,68,54,69,43,6,9,15,18,12,3,66,584,164,608,799,552,441,351,668,479,95,97,139,141,84,19,412,5044
