LGA_CODE_2021,Philippines_Before_1951,Philippines_1951_1960,Philippines_1961_1970,Philippines_1971_1980,Philippines_1981_1990,Philippines_1991_2000,Philippines_2001_2010,Philippines_2011_2015,Philippines_2016,Philippines_2017,Philippines_2018,Philippines_2019,Philippines_2020,Philippines_2021,Philippines_Yr_arrival_ns,Philippines_Tot,Poland_Before_1951,Poland_1951_1960,Poland_1961_1970,Poland_1971_1980,Poland_1981_1990,Poland_1991_2000,Poland_2001_2010,Poland_2011_2015,Poland_2016,Poland_2017,Poland_2018,Poland_2019,Poland_2020,Poland_2021,Poland_Yr_arrival_NS,Poland_Tot,Singapore_Before_1951,Singapore_1951_1960,Singapore_1961_1970,Singapore_1971_1980,Singapore_1981_1990,Singapore_1991_2000,Singapore_2001_2010,Singapore_2011_2015,Singapore_2016,Singapore_2017,Singapore_2018,Singapore_2019,Singapore_2020,Singapore_2021,Singapore_Yr_arrival_ns,Singapore_Tot,South_Africa_Before_1951,South_Africa_1951_1960,South_Africa_1961_1970,South_Africa_1971_1980,South_Africa_1981_1990,South_Africa_1991_2000,South_Africa_2001_2010,South_Africa_2011_2015,South_Africa_2016,South_Africa_2017,South_Africa_2018,South_Africa_2019,South_Africa_2020,South_Africa_2021,South_Africa_Yr_arrival_ns,South_Africa_Tot,Sri_Lanka_Before_1951,Sri_Lanka_1951_1960,Sri_Lanka_1961_1970,Sri_Lanka_1971_1980,Sri_Lanka_1981_1990,Sri_Lanka_1991_2000,Sri_Lanka_2001_2010,Sri_Lanka_2011_2015,Sri_Lanka_2016,Sri_Lanka_2017,Sri_Lanka_2018,Sri_Lanka_2019,Sri_Lanka_2020,Sri_Lanka_2021,Sri_Lanka_Yr_arrival_ns,Sri_Lanka_Tot,Taiwan_Before_1951,Taiwan_1951_1960,Taiwan_1961_1970,Taiwan_1971_1980,Taiwan_1981_1990,Taiwan_1991_2000,Taiwan_2001_2010,Taiwan_2011_2015,Taiwan_2016,Taiwan_2017,Taiwan_2018,Taiwan_2019,Taiwan_2020,Taiwan_2021,Taiwan_Yr_arrival_ns,Taiwan_Tot,Thailand_Before_1951,Thailand_1951_1960,Thailand_1961_1970,Thailand_1971_1980,Thailand_1981_1990,Thailand_1991_2000,Thailand_2001_2010,Thailand_2011_2015,Thailand_2016,Thailand_2017,Thailand_2018,Thailand_2019,Thailand_2020,Thailand_2021,Thailand_Yr_arrival_ns,Thailand_Tot,United_Kingdom_Before_1951,United_Kingdom_1951_1960,United_Kingdom_1961_1970,United_Kingdom_1971_1980,United_Kingdom_1981_1990,United_Kingdom_1991_2000,United_Kingdom_2001_2010,United_Kingdom_2011_2015,United_Kingdom_2016,United_Kingdom_2017,United_Kingdom_2018,United_Kingdom_2019,United_Kingdom_2020,United_Kingdom_2021,United_Kingdom_Yr_arrival_ns,United_Kingdom_Tot,USA_Before_1951,USA_1951_1960,USA_1961_1970,USA_1971_1980,USA_1981_1990,USA_1991_2000,USA_2001_2010,USA_2011_2015,United_States_America_2016,United_States_America_2017,United_States_America_2018,United_States_America_2019,United_States_America_2020,United_States_America_2021,USA_year_of_arrival_ns,USA_Total,Vietnam_Before_1951,Vietnam_1951_1960,Vietnam_1961_1970,Vietnam_1971_1980,Vietnam_1981_1990,Vietnam_1991_2000,Vietnam_2001_2010,Vietnam_2011_2015,Vietnam_2016,Vietnam_2017,Vietnam_2018,Vietnam_2019,Vietnam_2020,Vietnam_2021,Vietnam_Yr_arrival_NS,Vietnam_Tot,Born_elsewhere_Before_1951,Born_elsewhere_1951_1960,Born_elsewhere_1961_1970,Born_elsewhere_1971_1980,Born_elsewhere_1981_1990,Born_elsewhere_1991_2000,Born_elsewhere_2001_2010,Born_elsewhere_2011_2015,Born_elsewhere_2016,Born_elsewhere_2017,Born_elsewhere_2018,Born_elsewhere_2019,Born_elsewhere_2020,Born_elsewhere_2021,Born_elsewhere_Yr_arrival_ns,Born_elsewhere_Tot,Tot_Before_1951,Tot_1951_1960,Tot_1961_1970,Tot_1971_1980,Tot_1981_1990,Tot_1991_2000,Tot_2001_2010,Tot_2011_2015,Tot_2016,Tot_2017,Tot_2018,Tot_2019,Tot_2020,Tot_2021,Tot_Yr_arrival_NS,Tot_Tot
LGA56860,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,20
LGA56930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,3,0,4,0,0,0,0,0,0,18,0,0,3,0,13,6,12,0,0,0,4,0,0,0,0,37,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,26,15,20,17,32,15,6,0,0,0,5,3,0,146,0,0,0,3,4,0,6,0,0,7,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,4,12,9,13,18,3,0,0,0,0,0,3,58,12,10,38,30,82,50,81,34,21,14,7,11,20,7,8,433
LGA57000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,15,0,0,3,0,15,12,16,13,5,0,0,4,0,0,4,78
LGA57080,0,0,0,3,24,28,85,114,22,16,31,68,24,8,6,438,0,0,3,9,38,10,16,14,3,6,5,6,3,0,0,112,3,4,5,23,39,79,126,76,29,38,42,56,61,8,7,583,0,0,7,8,42,58,191,45,11,6,11,24,17,7,7,433,0,0,0,5,10,3,26,25,5,5,21,32,7,0,3,150,0,0,0,0,9,3,22,66,7,8,9,18,7,0,3,156,0,0,0,8,6,15,68,57,14,18,14,33,12,7,10,261,17,47,234,188,220,184,427,227,47,51,52,114,58,24,31,1936,0,0,8,10,13,27,46,37,8,10,23,47,31,16,17,281,0,0,0,23,35,23,37,58,18,29,29,45,17,0,5,332,11,14,65,77,131,196,441,457,145,187,279,491,241,38,55,2813,63,143,437,507,984,1115,2853,2579,771,926,1315,2037,1104,269,306,15406
LGA57140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,30,16,9,0,6,5,0,0,0,0,0,0,4,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,13,0,15,40,28,27,17,17,16,0,0,0,0,0,0,4,170
LGA57210,0,0,0,0,0,5,8,13,5,0,3,9,3,0,4,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,10,24,3,0,0,0,0,0,0,4,48,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,7,6,27,156,104,69,28,38,7,0,0,6,0,0,0,18,463,0,0,4,8,0,5,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,0,6,9,16,17,6,21,3,0,4,4,0,0,0,3,87,11,48,205,157,141,91,157,79,17,14,15,27,14,0,53,1033
LGA57280,0,0,0,3,14,11,82,182,39,20,34,40,11,0,7,451,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,8,0,0,0,4,19,0,5,0,0,0,11,0,0,0,0,39,0,0,3,5,7,15,104,30,0,3,9,10,8,6,10,200,0,0,0,0,0,3,12,8,4,0,9,7,4,0,0,47,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,0,0,0,6,3,23,38,6,3,6,0,0,0,5,92,0,7,62,52,65,20,84,49,8,5,5,9,6,3,16,401,0,0,0,0,0,10,5,4,0,4,5,0,0,0,0,34,0,0,0,0,0,0,0,11,0,9,0,6,0,0,0,33,0,4,17,15,27,39,150,84,9,21,19,26,7,6,17,431,3,25,109,146,275,220,923,750,120,113,152,202,70,29,86,3226
LGA57350,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,18,6,7,0,3,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,4,0,0,0,0,0,0,0,0,12,3,3,24,11,13,12,12,0,0,4,7,0,0,0,0,91
LGA57420,0,0,0,0,4,0,3,7,0,0,0,0,0,0,5,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,18,15,0,0,4,3,4,0,4,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,7,3,16,31,12,13,13,20,12,0,0,5,3,0,0,5,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,5,4,0,5,9,7,0,3,0,0,0,0,4,53,4,15,43,27,42,26,76,57,7,19,14,13,13,5,22,398
LGA57490,0,0,0,17,125,100,440,437,67,72,41,55,20,12,24,1418,8,0,5,12,39,21,25,20,0,11,0,7,0,0,4,142,0,4,16,38,23,37,74,30,0,6,6,0,0,0,6,244,0,3,26,77,146,239,1164,535,72,58,57,60,33,6,29,2507,0,3,3,0,10,5,20,12,4,3,0,0,3,0,0,67,0,0,0,0,0,3,14,13,0,3,0,6,0,0,4,39,0,0,0,4,34,40,127,127,26,8,18,17,15,6,15,454,153,526,3867,2838,2414,1528,4686,2943,182,153,151,139,68,13,339,19995,4,6,21,33,63,57,112,65,11,18,8,11,8,4,3,432,3,0,0,5,26,24,75,51,12,7,11,11,9,3,8,239,37,69,332,343,382,472,1211,632,103,84,63,71,36,25,79,3937,301,1046,4874,4092,4537,3736,11303,7563,733,624,622,633,316,168,766,41310
LGA57630,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,0,0,0,0,0,0,0,0,16
LGA57700,0,0,0,0,17,8,111,117,12,8,11,6,7,5,5,308,0,0,0,0,7,3,4,3,0,0,0,0,0,0,0,15,0,0,5,5,7,10,47,20,0,3,5,0,3,0,3,101,0,0,0,18,33,63,282,120,7,7,10,8,6,5,14,575,0,0,0,0,7,6,12,8,0,0,0,0,0,0,0,41,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,0,0,0,0,0,4,19,5,6,0,0,0,0,0,9,48,23,75,649,556,470,322,559,205,15,12,8,5,3,3,96,2992,0,0,3,9,10,8,29,7,0,0,3,5,6,0,4,81,0,0,0,0,9,4,9,13,0,0,3,0,5,0,0,35,6,15,48,55,84,84,465,179,16,17,18,25,10,0,39,1056,50,200,817,796,964,804,2407,1290,119,86,112,129,70,25,253,8103
LGA57770,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,5,17,12,6,9,5,3,0,0,0,3,0,0,8,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,5,0,0,3,0,0,3,0,5,5,3,9,0,0,6,18,0,0,0,52,0,11,26,14,17,14,26,36,4,9,17,29,9,0,13,220
LGA57840,0,0,0,12,38,29,61,52,15,13,19,28,4,0,7,283,5,3,4,10,55,19,6,14,0,7,3,0,0,0,5,129,0,5,11,62,103,105,153,50,15,14,22,18,11,3,3,571,0,3,11,52,89,116,228,95,20,30,17,19,18,0,3,705,0,0,7,8,26,15,36,34,4,3,10,21,0,0,0,180,0,0,0,0,10,10,19,23,0,4,4,3,0,0,0,83,0,0,4,4,22,27,57,32,8,14,0,11,4,5,9,193,53,150,593,479,512,346,551,259,33,37,39,51,33,9,75,3228,0,4,17,17,34,24,63,43,7,9,13,12,13,0,13,263,0,0,0,41,57,28,20,24,19,3,11,12,9,4,0,229,27,31,152,159,258,285,520,373,94,79,107,189,97,20,46,2454,182,406,1113,1309,2156,1821,3106,2141,435,426,518,706,372,81,297,15075
LGA57910,0,0,12,47,204,175,457,492,122,84,89,87,39,15,29,1858,57,27,32,56,378,102,87,90,14,8,10,4,0,0,21,897,3,25,55,119,216,211,369,103,18,22,15,19,24,5,32,1225,3,10,54,236,600,866,1427,459,79,57,83,96,55,28,53,4110,7,12,38,62,102,67,164,119,16,17,35,116,42,0,10,802,0,0,0,6,39,36,79,165,22,26,26,32,0,0,10,441,3,0,10,23,87,92,272,189,52,33,32,37,24,6,24,888,212,626,2439,1973,2317,1524,2762,1588,173,138,194,182,120,41,309,14601,3,7,52,83,108,128,221,184,30,28,34,48,48,8,28,1006,0,0,0,452,1182,573,564,443,108,90,88,109,53,13,138,3812,166,206,747,880,1386,2391,4370,3173,1067,1061,1186,1645,621,59,352,19301,982,3199,6128,6102,10201,9592,18483,13820,2987,2736,3141,4082,1737,302,1777,85253
LGA57980,0,0,3,6,15,9,28,21,8,8,3,6,3,0,0,100,10,0,0,0,16,7,8,6,0,0,4,0,0,0,6,54,3,0,11,15,20,16,45,26,6,3,9,3,4,0,6,165,0,0,7,32,48,53,75,32,0,6,8,3,7,0,4,275,0,0,3,5,7,4,7,3,0,0,0,0,0,0,0,40,0,0,0,0,10,4,3,8,6,0,0,0,0,0,0,38,0,0,0,3,8,8,13,15,0,3,4,8,0,0,0,63,20,66,296,229,250,181,307,164,26,31,26,22,17,15,34,1692,0,0,7,15,25,10,39,27,13,3,9,4,12,5,0,177,0,0,0,14,17,9,8,13,0,0,5,5,0,0,0,69,12,10,58,53,99,122,223,184,47,47,59,77,39,8,15,1056,64,159,491,544,759,623,1232,942,184,199,239,274,184,68,125,6097
LGA58050,0,0,6,39,208,251,1290,1496,186,123,154,158,65,15,50,4033,8,10,27,14,162,45,43,25,4,0,0,0,0,0,6,339,0,6,23,75,121,97,213,91,9,6,10,8,4,0,20,679,0,3,16,44,210,251,1005,376,42,41,31,49,21,13,22,2133,0,5,13,32,86,53,151,116,18,9,5,19,20,3,9,530,0,0,0,0,3,7,25,46,6,7,13,13,5,0,6,138,0,5,0,11,67,62,232,140,15,23,25,27,5,9,18,636,103,325,2317,1604,1609,1019,2073,902,83,49,54,66,26,15,212,10456,0,0,22,36,45,56,99,74,4,13,13,17,0,3,10,383,0,0,3,129,586,469,474,272,52,40,42,59,34,12,95,2265,30,84,423,455,791,1262,3565,1513,214,195,180,193,88,45,202,9257,285,1021,3732,3449,5947,5765,15530,9407,1218,978,1002,1191,549,213,1082,51363
LGA58190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,6,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,8,0,8,9,9,0,0,0,0,0,0,0,40
LGA58260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,0,0,0,0,0,0,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,14,0,4,16,15,3,0,12,8,0,0,0,5,0,0,3,71
LGA58330,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,6,3,12,4,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,33,157,121,70,43,59,20,0,6,0,0,0,0,18,538,0,0,0,4,10,5,0,4,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,10,26,13,15,5,13,5,0,4,0,0,0,0,0,98,22,65,218,195,158,95,138,60,3,8,3,3,5,0,32,1009
LGA58400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,7,0,0,0,0,0,0,0,0,0,0,5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,11,16,3,5,0,0,0,0,0,0,0,0,0,41
LGA58470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,10
LGA58510,0,0,0,9,29,28,105,92,21,19,24,48,15,0,14,401,8,0,8,8,17,14,9,13,0,0,0,3,0,0,6,92,0,8,7,39,48,50,84,28,13,4,20,26,9,0,10,340,0,0,9,31,42,48,115,39,5,6,3,9,5,3,9,326,0,5,5,14,12,7,60,13,12,12,17,40,14,0,4,213,0,0,0,0,3,8,21,48,8,8,9,5,0,0,10,118,0,0,0,7,10,25,58,50,9,8,14,21,7,0,8,204,35,119,481,387,360,235,465,224,24,24,28,30,6,11,95,2530,0,0,5,15,12,21,42,25,4,11,11,12,9,9,3,190,0,0,0,26,32,24,40,57,13,32,17,10,15,0,13,280,12,25,95,125,169,252,459,395,83,130,137,221,83,27,51,2257,114,384,893,978,1309,1315,2862,2209,557,612,752,960,419,106,392,13857
LGA58540,0,0,0,0,0,0,6,7,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,5,0,5,4,0,5,0,0,0,0,0,0,3,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,10,11,10,12,15,21,27,3,4,0,5,0,5,7,125
LGA58570,0,0,0,5,28,19,45,33,14,8,5,18,3,3,5,190,3,3,7,11,41,27,9,15,0,0,0,0,3,0,0,116,0,0,8,25,33,44,71,23,0,6,7,15,9,0,3,265,0,0,7,20,84,92,145,45,0,5,0,13,9,4,13,432,0,0,6,11,11,6,14,11,0,4,0,3,0,0,0,63,0,0,0,0,3,4,18,47,9,0,14,8,0,0,3,114,0,0,0,5,12,6,57,25,5,6,4,0,3,0,0,138,10,56,309,368,443,376,579,306,29,36,53,44,48,13,60,2719,0,4,10,14,35,31,57,50,21,19,17,33,13,0,5,299,0,0,0,135,223,50,52,33,4,11,11,18,4,9,16,574,16,26,111,153,176,275,367,327,91,101,122,169,71,18,35,2060,102,478,916,1075,1621,1407,2231,1645,330,421,502,649,291,67,282,12023
LGA58610,0,0,0,0,0,0,3,3,0,5,4,17,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,13,30,25,12,5,5,4,0,0,0,0,0,0,10,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,4,0,0,0,0,0,0,3,16,9,22,44,43,41,27,28,16,3,3,11,19,0,3,18,283
LGA58680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,4,0,0,0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,8,3,3,11,15,14,9,9,3,0,0,0,0,0,0,3,66
LGA58760,0,0,5,33,229,213,946,813,136,100,81,111,45,8,42,2763,8,0,11,40,255,87,61,72,5,0,8,3,4,0,12,579,0,4,21,85,123,131,281,86,16,10,11,6,13,3,14,801,0,0,16,108,236,537,3240,1681,215,182,168,193,91,56,67,6791,0,3,13,26,38,32,77,57,0,3,11,24,6,0,4,298,0,0,0,0,9,21,38,57,3,8,12,27,3,0,0,174,0,0,3,9,73,83,314,213,71,28,55,50,18,7,15,929,141,463,2962,2835,3913,3138,10599,5077,504,306,277,283,143,48,561,31250,0,5,25,55,51,73,186,94,10,12,12,11,12,4,3,557,0,0,8,169,1093,771,654,443,84,95,55,97,44,21,138,3670,49,87,543,676,1283,1812,5033,2036,340,256,298,258,135,39,207,13061,360,1208,4694,5420,10026,9829,28730,15587,1936,1501,1516,1730,846,314,1553,85240
LGA58820,0,0,0,0,0,0,17,17,0,5,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,16,4,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,6,20,120,59,31,23,34,18,0,0,0,0,0,0,34,353,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,15,6,0,0,0,0,0,0,3,52,18,62,155,88,79,51,123,74,3,6,10,12,9,0,61,761
LGA58890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,0,3,0,4,0,0,0,0,0,0,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,19,9,14,4,7,7,0,0,0,0,0,0,3,70
