LGA_CODE_2021,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4_to_8_SB_FHs_CF_no_C,FoA_4_to_8_SB_FHs_CF_C,FoA_4_to_8_SB_FHs_OnePF,FoA_4_to_8_SB_FHs_Oth_fam,FoA_4_to_8_SB_FHs_Tot,FoA_4_to_8_SB_Lone_P_H,FoA_4_to_8_SB_Group_H,FoA_4_to_8_SB_Tot,FoA_9moSB_FHs_CF_no_C,FoA_9moSB_FHs_CF_C,FoA_9moSB_FHs_OnePF,FoA_9moSB_FHs_Oth_fam,FoA_9moSB_FHs_Tot,FoA_9moSB_Lone_P_H,FoA_9moSB_Group_H,FoA_9moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
LGA53010,78,65,7,0,154,66,6,224,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83,65,7,0,162,71,9,235
LGA53080,64,32,31,3,125,122,4,248,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,0,0,0,3,3,0,5,62,28,30,3,127,128,4,258
LGA53150,534,872,142,11,1557,332,37,1926,59,35,32,5,135,75,13,225,102,56,46,4,205,108,13,327,162,92,80,3,340,178,27,548,9,0,3,0,17,33,7,59,20,8,7,5,40,113,4,156,49,6,11,0,71,92,11,174,13,4,4,0,19,14,5,33,0,0,0,0,0,4,0,4,89,17,33,4,151,254,19,424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,6,0,9,5,0,0,0,5,6,0,9,0,0,0,0,0,5,0,3,795,988,254,20,2058,777,85,2913
LGA53220,347,609,148,21,1123,329,39,1491,0,0,0,0,8,30,4,41,3,0,0,0,9,11,0,18,6,4,0,0,14,38,8,58,5,0,0,0,11,23,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,11,23,0,38,10,0,4,0,14,14,0,29,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,4,0,18,15,0,33,0,4,0,0,3,22,0,28,375,619,154,21,1166,430,45,1644
LGA53290,1387,1298,426,40,3154,1062,122,4339,52,24,43,6,121,244,6,378,8,5,0,0,19,22,0,40,67,33,43,6,141,265,7,413,5,4,4,0,18,71,0,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,4,0,14,73,0,95,17,0,0,0,15,31,6,46,0,0,0,0,5,7,0,14,8,0,0,0,8,3,0,8,0,0,0,0,3,0,0,4,23,0,0,6,28,44,4,72,19,25,3,0,45,22,0,67,1503,1361,481,51,3389,1461,139,4990
LGA53360,287,278,62,3,627,167,64,856,7,0,5,0,9,8,0,18,0,0,0,0,0,0,4,8,11,0,5,0,11,7,9,25,14,0,5,0,21,35,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,5,0,21,35,3,50,39,18,4,0,62,47,6,111,7,0,0,0,3,5,0,12,6,0,0,0,4,3,0,11,3,9,0,0,13,4,5,14,46,25,6,0,81,61,11,146,5,0,0,0,8,7,0,17,354,308,72,3,744,282,80,1097
LGA53430,2204,2531,858,64,5667,1758,447,7871,324,185,142,18,678,715,85,1477,397,192,144,18,748,616,93,1457,724,378,282,38,1425,1330,175,2932,61,21,15,0,101,249,18,372,143,27,39,6,217,305,26,547,376,86,50,0,514,573,45,1139,18,0,0,0,20,31,4,53,13,6,4,0,21,17,3,46,609,152,111,8,874,1179,98,2154,0,0,0,0,0,5,0,3,42,5,8,0,48,73,4,132,0,0,0,0,0,0,0,0,7,4,4,0,16,4,3,25,50,9,6,3,67,90,6,160,7,0,0,0,11,24,3,31,3599,3068,1262,112,8042,4380,727,13148
LGA53570,748,470,132,18,1370,468,71,1912,14,0,3,0,16,25,0,37,6,0,0,0,0,3,0,3,17,0,3,0,14,23,0,43,5,0,0,0,5,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,16,0,22,3,0,0,0,3,10,0,14,7,0,0,0,9,7,3,17,0,0,3,0,3,0,0,5,0,0,0,0,0,0,0,4,12,0,3,0,15,24,3,39,0,0,0,0,0,4,0,7,778,471,141,21,1412,539,77,2026
LGA53640,136,136,26,8,305,108,8,425,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,135,143,26,8,312,115,8,437
LGA53710,123,92,27,4,250,102,3,361,0,0,0,0,0,14,0,18,0,0,0,0,0,0,0,0,3,0,0,0,7,14,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,127,92,28,4,253,122,4,383
LGA53780,8678,15802,4701,520,29697,7043,1173,37916,673,537,358,46,1606,1550,100,3252,94,91,58,15,257,214,26,491,760,627,415,59,1859,1763,125,3746,85,66,62,3,220,243,21,479,58,27,19,9,119,123,19,268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,14,8,0,29,28,0,54,155,106,89,19,366,391,44,801,23,0,7,0,26,78,3,107,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,18,7,5,3,34,24,3,62,45,11,7,3,61,108,8,176,3,6,3,0,16,23,0,40,9640,16545,5213,601,31996,9334,1346,42675
LGA53800,3709,3712,1596,125,9147,2884,334,12367,215,77,128,26,440,748,37,1227,97,52,28,0,182,105,5,295,312,126,157,31,629,850,44,1519,35,13,20,7,64,137,8,206,0,0,0,0,0,13,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,12,30,13,20,7,73,152,10,230,25,0,6,0,32,54,0,86,8,0,0,0,9,24,0,28,8,0,0,0,6,8,0,19,6,4,0,0,8,6,3,18,45,3,8,3,60,94,3,154,10,4,3,0,21,44,0,67,4111,3866,1786,156,9920,4020,399,14338
LGA53920,86,236,216,34,572,153,15,740,6,13,10,0,34,31,3,66,0,0,0,0,0,10,0,10,6,13,10,0,34,42,3,80,6,0,0,0,8,4,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,4,0,15,13,0,0,0,15,16,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,14,0,3,0,27,26,3,48,0,0,6,5,9,19,0,30,117,252,233,45,642,246,19,908
LGA53990,3076,3367,1052,79,7578,1722,202,9503,89,26,28,4,143,204,7,350,0,13,0,0,14,0,0,11,88,34,28,4,154,201,7,360,6,3,5,0,18,27,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,5,0,18,27,0,47,24,5,5,4,35,68,0,98,5,6,0,0,13,17,0,30,0,0,3,0,8,6,0,15,0,3,0,0,5,3,0,9,32,7,9,4,53,99,0,149,0,3,0,0,6,11,0,13,3208,3428,1089,83,7815,2058,211,10077
LGA54060,474,302,109,9,896,327,21,1238,7,4,11,0,20,61,4,76,20,12,3,0,34,21,4,55,30,15,13,0,51,77,5,130,8,0,0,0,10,20,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,10,20,0,23,3,0,0,0,3,0,0,5,4,0,0,0,3,17,0,18,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,10,0,0,0,12,20,0,31,4,0,0,0,0,5,0,11,521,318,125,8,973,437,26,1437
LGA54130,133,113,17,3,276,112,6,391,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,6,6,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,7,0,0,0,8,12,0,19,0,0,0,0,0,6,0,4,136,117,23,3,283,140,3,424
LGA54170,15547,21506,5025,391,42469,7575,936,50982,886,436,413,36,1766,1758,93,3617,372,191,155,10,730,472,84,1285,1265,620,560,41,2491,2231,178,4900,106,13,36,5,154,291,16,464,116,27,44,3,190,242,37,469,109,39,49,12,204,224,42,471,0,0,0,0,0,0,0,0,19,10,3,0,39,41,0,83,345,91,132,17,589,804,90,1483,20,3,0,0,25,61,0,88,3,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,7,8,0,0,11,3,5,16,31,4,0,3,44,71,5,120,8,0,0,0,12,19,0,32,17196,22233,5726,457,45607,10704,1205,57522
LGA54200,5947,7231,2235,204,15613,3885,432,19923,202,70,97,9,380,572,24,975,23,12,6,0,39,34,3,80,224,77,108,9,421,606,30,1048,13,4,3,0,16,27,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,3,0,0,21,19,0,38,26,10,4,0,42,46,0,86,10,3,0,0,15,7,0,23,23,0,5,0,28,67,0,95,0,3,5,0,6,7,0,11,11,13,5,0,31,3,0,36,47,19,12,0,75,88,5,165,11,3,0,0,17,0,0,20,6251,7341,2355,215,16165,4623,466,21248
LGA54280,2111,2990,875,99,6072,1766,275,8110,240,227,107,10,588,712,66,1369,64,48,11,0,124,55,18,202,300,273,127,17,715,768,89,1569,26,15,7,3,39,76,9,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,26,15,7,3,43,76,5,125,9,0,0,0,10,20,0,37,28,3,5,0,37,62,0,101,0,0,0,0,0,0,0,0,5,0,0,0,8,7,0,16,45,9,6,0,54,90,0,150,3,3,6,0,12,15,4,26,2478,3288,1014,117,6899,2725,369,9991
LGA54310,1181,2474,377,36,4061,747,148,4951,187,148,71,11,420,292,30,739,38,26,5,0,73,75,13,155,222,176,79,12,492,365,34,893,29,5,0,0,34,57,6,98,16,5,0,0,21,33,0,59,13,7,0,0,19,19,0,40,32,10,5,0,40,85,6,137,0,0,0,0,0,0,0,0,89,24,3,0,121,191,16,330,23,5,3,0,35,25,5,67,6,0,0,0,6,5,0,19,0,0,0,0,4,0,0,7,0,3,0,0,3,0,0,0,38,9,4,0,49,42,9,97,15,4,0,0,17,20,0,34,1541,2682,473,46,4741,1360,212,6308
LGA54340,418,358,129,18,933,337,50,1313,21,10,12,0,43,75,9,121,0,0,0,0,0,0,0,4,18,10,12,0,41,74,9,126,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,3,3,0,6,445,370,149,18,983,422,58,1456
LGA54410,136,88,38,3,270,121,12,400,0,0,0,0,0,7,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,12,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,3,4,0,0,0,6,0,0,3,144,86,38,4,281,143,12,436
LGA54480,42,70,0,0,115,50,4,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,70,5,0,111,52,4,174
LGA54550,212,199,44,0,454,226,17,696,0,0,4,0,10,21,0,30,0,0,0,0,0,0,0,0,0,0,4,0,10,21,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,4,0,3,217,204,42,0,467,251,17,737
LGA54620,99,66,26,3,192,83,9,282,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,7,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,4,0,0,0,0,0,0,0,0,103,66,26,3,202,99,9,297
LGA54690,54,36,10,0,94,61,4,154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,36,10,0,94,56,4,157
LGA54760,96,78,14,0,187,64,6,258,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,0,4,0,0,5,99,80,14,3,197,73,6,270
LGA54830,3258,5614,2095,173,11141,2938,487,14566,97,48,45,4,191,257,16,462,11,8,18,0,37,48,9,87,106,53,61,3,228,304,22,552,26,9,29,10,77,216,19,308,35,20,27,0,81,113,8,201,0,0,4,0,4,3,0,7,0,0,0,0,0,0,0,0,3,5,0,0,11,7,0,15,60,32,55,13,164,344,23,529,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,0,9,4,0,0,0,5,0,0,7,3428,5698,2218,194,11540,3588,533,15666
LGA54900,151,144,20,0,313,117,10,438,0,0,0,0,4,11,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,18,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,5,0,4,4,0,0,0,4,4,0,4,153,143,20,0,320,133,8,469
LGA54970,38,34,24,9,101,48,0,149,9,0,0,0,12,6,0,18,0,0,0,0,0,0,0,0,9,0,0,0,12,6,0,18,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,4,4,0,7,48,34,23,8,115,64,0,183
LGA55040,75,80,25,3,181,63,6,248,0,0,0,0,3,15,4,18,0,0,0,0,0,0,0,0,0,0,0,0,3,15,4,18,0,0,0,0,4,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,5,3,0,7,8,0,0,0,11,10,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,6,0,6,9,0,0,0,16,14,0,29,0,0,0,0,6,4,0,9,90,87,32,4,209,99,4,314
LGA55110,9654,8490,3768,254,22172,6675,695,29540,941,156,233,25,1348,2075,65,3486,318,87,114,8,523,509,37,1069,1254,240,347,34,1869,2588,101,4557,73,17,27,5,126,284,14,420,90,22,18,0,125,62,5,189,82,14,17,0,121,77,3,197,86,16,7,4,114,46,0,155,3,3,4,5,15,19,0,34,332,77,71,15,496,479,31,1006,17,0,0,0,26,46,0,72,35,5,4,0,39,95,0,137,0,3,0,0,3,10,0,9,0,0,0,0,0,7,0,7,53,8,3,3,66,159,0,224,10,0,7,0,15,17,0,32,11306,8809,4196,300,24619,9909,829,35358
LGA55180,1130,817,293,36,2267,915,69,3251,20,9,7,0,32,159,0,200,0,0,0,0,0,4,0,4,20,9,7,0,32,166,0,203,0,0,0,0,0,16,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,4,19,0,23,3,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,9,5,0,9,6,0,3,0,9,19,0,28,1159,827,303,36,2322,1118,71,3514
LGA55250,57,42,37,12,144,73,8,217,5,0,3,0,9,11,3,18,0,0,0,0,0,0,0,0,5,0,3,0,9,11,3,18,7,0,0,0,3,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,3,6,0,11,5,0,0,0,8,7,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,8,6,0,10,5,6,0,0,6,9,0,14,72,50,40,15,170,103,7,276
LGA55320,8466,12030,2716,300,23525,5020,721,29265,1227,915,640,69,2846,2806,209,5862,375,364,125,22,884,394,44,1321,1600,1283,760,87,3734,3198,249,7179,173,62,55,13,303,537,28,874,101,21,18,8,141,236,30,397,228,52,28,3,311,262,9,581,62,8,10,4,83,94,5,177,11,6,3,3,26,13,3,41,570,146,114,32,863,1138,72,2067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,4,13,10,5,0,29,15,4,44,10657,13468,3604,423,28152,9375,1049,38566
LGA55390,7,5,0,7,22,20,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,6,5,0,0,0,5,8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,9,6,0,10,7,0,0,0,7,5,0,12,16,10,0,7,35,31,0,66
LGA55460,340,288,104,3,742,318,30,1092,3,4,6,0,13,27,0,40,0,0,0,0,0,0,0,0,3,5,6,0,11,27,0,43,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,9,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,0,4,0,0,3,3,0,6,345,298,110,3,759,359,30,1151
LGA55530,38,43,4,0,90,43,0,132,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,7,3,0,0,0,3,0,0,3,44,45,8,0,101,42,0,147
LGA55600,238,201,83,10,531,213,17,752,5,4,6,0,18,40,0,53,0,0,0,0,0,0,0,0,5,4,6,0,18,40,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,10,5,0,0,0,5,3,0,7,250,206,86,9,545,261,17,824
LGA55670,64,48,19,0,133,62,0,199,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,3,0,4,67,52,19,0,134,73,7,214
LGA55740,605,984,184,16,1787,318,58,2160,58,28,29,6,126,161,8,291,41,38,21,3,107,100,11,219,100,73,50,6,230,259,20,507,13,3,3,0,20,55,3,84,54,13,7,4,80,258,13,341,70,25,15,5,117,240,24,375,15,0,3,3,26,19,0,43,0,0,0,0,0,0,0,0,153,48,28,7,236,562,44,843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,862,1102,261,29,2247,1147,124,3520
