LGA_CODE_2021,Iran_2016,Iran_2017,Iran_2018,Iran_2019,Iran_2020,Iran_2021,Iran_Yr_arrival_NS,Iran_Tot,Iraq_Before_1951,Iraq_1951_1960,Iraq_1961_1970,Iraq_1971_1980,Iraq_1981_1990,Iraq_1991_2000,Iraq_2001_2010,Iraq_2011_2015,Iraq_2016,Iraq_2017,Iraq_2018,Iraq_2019,Iraq_2020,Iraq_2021,Iraq_Yr_arrival_NS,Iraq_Tot,Ireland_Before_1951,Ireland_1951_1960,Ireland_1961_1970,Ireland_1971_1980,Ireland_1981_1990,Ireland_1991_2000,Ireland_2001_2010,Ireland_2011_2015,Ireland_2016,Ireland_2017,Ireland_2018,Ireland_2019,Ireland_2020,Ireland_2021,Ireland_Yr_arrival_NS,Ireland_Tot,Italy_Before_1951,Italy_1951_1960,Italy_1961_1970,Italy_1971_1980,Italy_1981_1990,Italy_1991_2000,Italy_2001_2010,Italy_2011_2015,Italy_2016,Italy_2017,Italy_2018,Italy_2019,Italy_2020,Italy_2021,Italy_Yr_arrival_NS,Italy_Tot,Japan_Before_1951,Japan_1951_1960,Japan_1961_1970,Japan_1971_1980,Japan_1981_1990,Japan_1991_2000,Japan_2001_2010,Japan_2011_2015,Japan_2016,Japan_2017,Japan_2018,Japan_2019,Japan_2020,Japan_2021,Japan_Yr_arrival_NS,Japan_Tot,Korea_Rep_Sth_Before_1951,Korea_Rep_Sth_1951_1960,Korea_Rep_Sth_1961_1970,Korea_Rep_Sth_1971_1980,Korea_Rep_Sth_1981_1990,Korea_Rep_Sth_1991_2000,Korea_Rep_Sth_2001_2010,Korea_Rep_Sth_2011_2015,Korea_Republic_South_2016,Korea_Republic_South_2017,Korea_Republic_South_2018,Korea_Republic_South_2019,Korea_Republic_South_2020,Korea_Republic_South_2021,Korea_Repub_Sth_arrival_ns,Korea_Republic_South_Tot,Lebanon_Before_1951,Lebanon_1951_1960,Lebanon_1961_1970,Lebanon_1971_1980,Lebanon_1981_1990,Lebanon_1991_2000,Lebanon_2001_2010,Lebanon_2011_2015,Lebanon_2016,Lebanon_2017,Lebanon_2018,Lebanon_2019,Lebanon_2020,Lebanon_2021,Lebanon_Yr_arrival_NS,Lebanon_Tot,Malaysia_Before_1951,Malaysia_1951_1960,Malaysia_1961_1970,Malaysia_1971_1980,Malaysia_1981_1990,Malaysia_1991_2000,Malaysia_2001_2010,Malaysia_2011_2015,Malaysia_2016,Malaysia_2017,Malaysia_2018,Malaysia_2019,Malaysia_2020,Malaysia_2021,Malaysia_Yr_arrival_ns,Malaysia_Tot,Nepal_Before_1951,Nepal_1951_1960,Nepal_1961_1970,Nepal_1971_1980,Nepal_1981_1990,Nepal_1991_2000,Nepal_2001_2010,Nepal_2011_2015,Nepal_2016,Nepal_2017,Nepal_2018,Nepal_2019,Nepal_2020,Nepal_2021,Nepal_Yr_arrival_NS,Nepal_Tot,Netherlands_Before_1951,Netherlands_1951_1960,Netherlands_1961_1970,Netherlands_1971_1980,Netherlands_1981_1990,Netherlands_1991_2000,Netherlands_2001_2010,Netherlands_2011_2015,Netherlands_2016,Netherlands_2017,Netherlands_2018,Netherlands_2019,Netherlands_2020,Netherlands_2021,Netherlands_Yr_arrival_ns,Netherlands_Tot,New_Zealand_Before_1951,New_Zealand_1951_1960,New_Zealand_1961_1970,New_Zealand_1971_1980,New_Zealand_1981_1990,New_Zealand_1991_2000,New_Zealand_2001_2010,New_Zealand_2011_2015,New_Zealand_2016,New_Zealand_2017,New_Zealand_2018,New_Zealand_2019,New_Zealand_2020,New_Zealand_2021,New_Zealand_Yr_arrival_ns,New_Zealand_Tot,North_Macedonia_Before_1951,North_Macedonia_1951_1960,North_Macedonia_1961_1970,North_Macedonia_1971_1980,North_Macedonia_1981_1990,North_Macedonia_1991_2000,North_Macedonia_2001_2010,North_Macedonia_2011_2015,North_Macedonia_2016,North_Macedonia_2017,North_Macedonia_2018,North_Macedonia_2019,North_Macedonia_2020,North_Macedonia_2021,North_Macedonia_Yr_arrival_NS,North_Macedonia_Tot,Pakistan_Before_1951,Pakistan_1951_1960,Pakistan_1961_1970,Pakistan_1971_1980,Pakistan_1981_1990,Pakistan_1991_2000,Pakistan_2001_2010,Pakistan_2011_2015,Pakistan_2016,Pakistan_2017,Pakistan_2018,Pakistan_2019,Pakistan_2020,Pakistan_2021,Pakistan_Yr_arrival_NS,Pakistan_Tot
LGA35010,11,22,21,3,9,3,10,389,0,0,0,6,5,13,38,30,86,41,11,43,14,0,7,287,13,38,100,118,168,83,351,210,9,18,7,9,10,10,39,1199,35,240,214,65,25,24,63,86,10,7,11,6,3,0,50,842,0,8,0,16,20,87,169,74,19,14,29,31,16,0,18,511,0,0,4,3,25,46,340,187,34,37,67,121,53,6,22,941,5,3,18,24,10,6,8,5,3,3,0,0,3,0,3,86,4,30,128,135,133,57,148,80,31,16,27,34,20,0,40,866,0,0,0,0,0,9,241,175,27,30,41,44,11,0,8,584,57,586,168,107,164,82,173,60,13,8,3,9,6,3,42,1488,35,79,545,2216,4015,3923,6109,3427,395,398,433,456,224,137,743,23135,0,0,6,9,12,17,6,3,0,6,0,3,0,0,0,65,0,0,0,4,10,14,40,75,10,13,8,3,0,0,4,187
LGA35250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35300,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,4,4,8,0,3,0,0,0,0,0,28,0,8,5,5,5,0,0,0,0,0,0,5,0,0,3,29,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,14,0,0,0,0,0,0,0,6,3,8,7,3,0,0,0,18,0,9,6,0,0,3,3,0,0,0,0,0,0,0,0,22,0,5,14,34,66,113,212,223,11,15,18,21,3,24,34,791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,0,0,0,5,0,5,0,21
LGA35600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,12,13,9,4,5,0,0,0,0,0,0,3,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35740,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,10,21,22,21,45,28,6,0,0,3,3,0,5,161,3,35,16,6,5,10,28,46,3,3,11,5,0,0,8,192,0,6,0,0,7,10,21,13,4,6,8,4,6,0,0,86,0,0,0,0,5,0,8,20,13,4,0,7,0,0,0,53,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,5,12,11,15,6,5,6,5,0,6,4,0,0,4,76,0,0,0,0,0,0,0,3,6,9,7,8,5,0,6,41,16,102,34,24,31,24,34,22,0,7,0,0,3,0,14,313,8,21,132,374,532,382,427,172,27,19,27,14,13,19,81,2243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA35760,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,16,0,0,0,0,0,0,4,7,0,0,3,15,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,12,0,0,0,0,0,0,3,10,4,9,27,39,5,0,7,116,0,15,11,3,0,3,6,0,0,0,0,0,0,0,0,36,0,3,15,27,40,25,18,8,0,0,0,0,0,0,7,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6
LGA35780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,7,9,5,4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35790,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA35800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,3,0,0,0,0,0,3,5,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36070,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36250,0,3,0,3,0,0,0,113,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,16,8,8,34,56,90,47,176,150,7,3,4,9,0,0,12,603,24,104,66,11,3,8,17,21,3,0,0,0,0,0,18,293,0,5,0,5,5,25,71,27,0,11,10,4,0,3,4,164,0,0,0,5,18,18,76,26,3,6,6,4,0,0,0,154,0,0,4,13,11,5,3,4,0,0,0,0,0,0,5,47,4,7,37,47,64,35,35,28,12,4,4,5,0,0,8,286,0,0,0,0,0,7,34,21,3,3,3,11,0,0,0,87,25,292,76,53,73,30,47,22,7,0,4,0,0,0,52,694,17,32,231,870,1626,1481,2229,874,99,88,104,113,35,48,190,8036,0,0,6,0,4,5,0,4,0,0,0,0,0,0,0,20,0,0,0,0,0,7,18,16,0,0,0,0,0,0,0,46
LGA36300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36370,3,0,0,0,0,0,0,26,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,9,5,6,8,10,4,5,6,15,0,0,0,0,0,4,0,63,0,6,0,5,3,0,0,3,0,0,0,0,0,0,3,29,0,0,0,0,0,4,8,0,3,0,0,0,0,0,0,34,0,0,0,0,0,3,25,6,8,5,0,0,0,0,0,50,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,7,10,6,3,13,15,4,4,4,8,0,0,3,84,0,0,0,0,0,3,63,44,20,38,31,22,12,0,0,226,6,55,12,4,0,4,10,0,0,0,0,0,0,0,0,95,5,4,51,190,232,175,259,131,15,20,8,23,22,9,50,1189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,14,0,3,9,3,0,0,0,47
LGA36510,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,14,8,12,18,10,0,0,0,4,0,0,3,76,0,8,9,3,0,0,0,4,0,0,0,0,0,0,6,33,0,0,0,0,5,13,11,3,0,0,4,8,4,0,3,57,0,0,0,0,7,3,11,6,9,9,12,31,12,0,4,105,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,9,9,8,0,12,0,0,0,0,10,0,0,0,49,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,8,7,57,14,22,14,8,8,5,0,0,0,0,0,0,7,156,3,6,78,264,381,271,273,97,17,7,10,9,3,6,88,1502,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
LGA36580,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,6,0,10,7,0,0,0,0,0,0,0,32,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,4,0,0,0,3,4,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,10,4,0,0,0,8,6,0,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,5,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,9,14,8,7,5,4,0,0,0,0,0,0,4,85,0,3,30,96,186,143,135,33,0,0,0,6,0,0,40,685,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36630,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,0,0,6,0,0,0,0,0,0,0,6,31,0,5,10,4,0,0,0,0,0,5,0,0,0,0,0,17,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,9,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,4,4,3,4,3,0,0,0,3,0,0,0,26,0,0,0,0,0,0,9,0,0,5,0,0,0,0,0,15,7,49,11,8,3,0,4,3,0,0,0,0,0,0,7,93,3,8,38,138,173,91,93,19,5,4,0,6,4,6,41,638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,11
LGA36660,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,5,0,0,0,0,0,0,0,0,42,21,93,35,9,5,0,7,0,0,0,3,0,0,0,14,184,0,0,0,0,0,10,0,5,0,0,0,4,0,0,0,26,0,0,0,0,0,3,12,6,6,3,17,18,9,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,4,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,16,9,60,15,9,13,4,5,0,0,0,0,0,0,0,3,122,3,0,35,138,155,111,75,39,6,5,3,0,0,0,30,614,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,11
LGA36720,0,10,12,20,6,0,0,162,0,0,0,3,0,6,7,0,0,0,0,0,0,0,0,22,6,34,84,93,124,77,215,164,17,21,11,18,4,0,18,889,31,163,100,39,22,31,76,104,18,15,8,16,4,0,36,665,0,8,4,6,28,59,158,77,7,17,17,22,11,7,15,444,0,0,0,0,17,17,162,189,58,55,41,46,6,0,13,604,0,8,3,10,5,0,5,4,0,0,4,0,0,0,0,44,6,22,77,98,67,38,66,50,16,17,13,16,5,0,17,514,0,0,0,0,0,3,107,181,112,142,167,82,18,0,14,830,60,468,185,103,112,55,156,63,7,20,10,21,0,0,43,1304,28,108,628,1928,2897,2368,3556,1539,208,229,189,228,124,82,437,14563,0,0,12,8,3,6,0,0,0,3,0,0,0,0,0,34,0,0,3,5,9,5,24,42,4,13,12,8,0,0,0,120
LGA36820,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,9,0,3,8,3,3,0,0,0,0,0,0,0,39,25,44,26,4,0,5,4,4,0,0,6,6,3,0,15,140,0,0,0,0,0,7,10,13,0,0,0,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,3,0,0,0,0,24,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,8,0,30,16,11,3,6,13,4,0,0,0,0,0,0,4,98,3,4,71,124,128,76,69,17,11,0,9,0,0,0,22,548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36910,7,25,6,9,0,3,4,151,0,0,0,0,0,8,108,164,8,127,549,971,165,11,82,2200,3,11,24,23,45,24,39,36,0,0,0,3,9,0,8,216,8,35,30,7,0,5,4,13,0,0,0,5,0,0,9,132,0,0,0,0,0,20,37,24,6,7,0,11,0,0,3,110,0,0,0,0,6,12,85,65,22,15,19,12,0,0,10,253,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,20,3,5,22,32,36,27,89,49,7,13,3,11,3,0,9,305,0,0,0,0,3,5,105,149,49,111,126,125,39,0,10,726,13,177,52,28,32,14,38,11,0,0,0,0,0,0,16,383,8,21,142,433,552,426,424,255,26,28,35,28,12,13,93,2493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,31,60,15,13,10,20,5,3,0,165
LGA36950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,4,10,6,9,13,3,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA36960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37010,0,0,12,10,5,0,0,67,0,0,0,0,0,0,14,12,0,0,0,0,3,0,0,40,9,20,27,27,42,20,96,58,7,4,9,13,0,3,9,350,32,120,94,28,14,19,37,41,4,9,9,3,6,0,30,444,0,5,0,0,9,18,53,33,4,3,7,6,0,0,5,147,0,0,0,0,14,25,112,97,23,23,22,34,15,0,13,376,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,16,71,57,53,21,73,38,8,10,9,7,5,6,13,391,0,0,0,0,0,4,50,55,12,14,27,17,12,0,0,195,10,131,49,28,24,23,57,12,0,7,0,5,4,0,5,356,7,23,189,569,882,702,874,447,52,47,57,67,30,31,137,4121,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,24,27,0,9,4,22,4,0,0,112
LGA37300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,20,16,28,4,0,0,9,5,0,0,7,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LGA37310,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,14,14,0,0,0,0,0,0,3,56,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,3,0,0,0,6,4,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,4,5,0,15,3,0,0,0,4,38,0,0,0,0,0,0,3,6,0,3,0,3,0,0,0,17,0,22,7,0,3,0,3,0,0,0,0,0,0,0,0,43,0,0,17,82,94,64,96,57,0,5,5,5,0,0,34,458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,13
LGA37340,0,0,0,3,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,6,0,0,6,4,11,6,16,10,0,0,4,6,9,0,0,76,3,20,5,0,0,4,4,10,3,0,4,19,3,0,4,76,0,0,0,0,0,9,9,6,3,5,3,8,6,3,0,39,0,0,0,0,0,4,9,11,3,5,14,17,0,0,0,67,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,6,0,0,5,4,6,0,4,11,3,3,0,9,0,0,4,65,0,0,0,0,0,0,8,0,0,3,0,3,0,0,0,23,4,22,16,7,6,5,6,5,0,0,0,0,5,0,4,86,0,7,55,182,192,167,254,119,13,15,8,26,15,8,50,1125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,8
