SAL_CODE_2021,POL_Tamil_UOLSE_NWorNAA,POL_Tamil_UOLSE_Tot,POL_Tamil_NS,POL_Tamil_Tot,POL_Thai_SEO,POL_Thai_UOLSE_VWorW,POL_Thai_UOLSE_NWorNAA,POL_Thai_UOLSE_Tot,POL_Thai_NS,POL_Thai_Tot,POL_Turkish_SEO,POL_Turkish_UOLSE_VWorW,POL_Turkish_UOLSE_NWorNAA,POL_Turkish_UOLSE_Tot,POL_Turkish_NS,POL_Turkish_Tot,POL_Vietnamese_SEO,POL_Vietnamese_UOLSE_VWorW,POL_Vietnamese_UOLSE_NWorNAA,POL_Vietnamese_UOLSE_Tot,POL_Vietnamese_NS,POL_Vietnamese_Tot,POL_Oth_SEO,POL_Oth_UOLSE_VWorW,POL_Oth_UOLSE_NWorNAA,POL_Oth_UOLSE_Tot,POL_Oth_NS,POL_Oth_Tot,POL_Tot_SEO,POL_Tot_UOLSE_VWorW,POL_Tot_UOLSE_NWorNAA,POL_Tot_UOLSE_Tot,POL_Tot_NS,POL_Tot_Tot,P_LUatH_NS_SEO,P_LUatH_NS_UOLSE_VWorW,P_LUatH_NS_UOLSE_NWorNAA,P_LUatH_NS_UOLSE_Tot,P_LUatH_NS_NS,P_LUatH_NS_Tot,P_Tot_SEO,P_Tot_UOLSE_VWorW,P_Tot_UOLSE_NWorNAA,P_Tot_UOLSE_Tot,P_Tot_NS,P_Tot_Tot
SAL11202,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,6
SAL11203,0,0,0,0,..,15,0,19,0,19,..,22,0,18,0,18,..,16,3,25,0,25,..,131,22,156,4,156,..,657,101,756,3,759,..,23,3,26,355,382,9814,682,102,782,366,10954
SAL11204,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,14,0,14,0,14,..,0,0,0,53,53,383,14,0,14,53,451
SAL11205,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,53,0,0,0,6,62
SAL11206,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,29,29,217,3,0,3,29,243
SAL11207,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,4,0,4,..,5,3,7,0,7,..,0,0,0,97,99,350,6,3,9,97,456
SAL11208,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,86,0,0,0,0,83
SAL11209,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,38,0,0,0,6,45
SAL11210,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,88,0,0,0,0,95
SAL11211,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,18,0,18,0,18,..,0,0,0,47,47,172,18,0,18,47,237
SAL11212,0,0,0,0,..,4,0,4,0,4,..,4,0,4,0,4,..,10,0,10,0,10,..,64,0,62,0,66,..,506,26,536,13,547,..,9,0,11,231,237,3194,521,27,549,242,3977
SAL11213,0,14,0,14,..,132,71,209,0,209,..,33,0,36,0,38,..,71,9,78,0,78,..,204,15,213,4,219,..,1991,200,2193,8,2201,..,22,3,26,764,788,7624,2013,203,2221,777,10615
SAL11214,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,30,5,36,0,36,..,0,0,0,12,10,333,29,5,36,12,378
SAL11215,0,7,0,7,..,18,11,24,0,24,..,6,0,6,0,6,..,26,0,31,0,32,..,54,5,55,0,57,..,736,49,791,3,791,..,3,0,3,154,154,1653,742,49,793,152,2597
SAL11216,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,20,3,14,0,14,..,47,3,47,0,47,..,4,0,4,111,113,870,52,3,54,111,1030
SAL11217,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,21,0,0,0,4,30
SAL11218,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,80,0,0,0,7,88
SAL11219,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,4,0,4,0,4,..,0,0,0,13,13,96,4,0,4,13,110
SAL11220,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,14,0,14,0,14,..,0,0,0,8,8,744,14,0,14,8,770
SAL11221,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,5,0,5,0,5,..,73,3,74,0,74,..,316,19,337,0,336,..,6,0,6,17,24,2363,319,19,340,18,2725
SAL11222,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,3,0,0,0,..,0,0,0,0,0,29,0,3,0,0,34
SAL11223,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,11,0,11,..,41,3,43,0,46,..,10,0,14,98,105,2448,53,5,61,96,2602
SAL11224,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,3,0,3,0,3,..,76,6,83,0,83,..,0,0,0,9,9,294,76,6,83,9,385
SAL11225,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,0,0,4,0,4,..,0,0,0,6,6,72,0,0,4,6,83
SAL11226,0,6,0,6,..,5,0,3,0,3,..,31,13,44,5,43,..,14,9,34,0,34,..,174,49,227,0,228,..,1061,177,1234,9,1242,..,20,0,20,178,203,1737,1072,178,1251,188,3180
SAL11227,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,32,0,0,0,0,29
SAL11228,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,5,0,0,0,0,5
SAL11229,0,15,0,15,..,159,40,197,0,197,..,38,6,45,0,45,..,90,29,116,0,118,..,1045,265,1311,27,1341,..,6845,1020,7866,96,7962,..,154,37,189,811,996,14395,6996,1052,8051,906,23354
SAL11230,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,12,0,0,0,0,12
SAL11231,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,7,7,88,0,0,0,7,100
SAL11232,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,17,0,0,0,5,20
SAL11233,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,16,0,16,..,3,0,3,47,48,391,14,0,20,47,456
SAL11234,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,17,17,112,7,0,7,17,128
SAL11235,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,0,0,0,28,23,268,3,0,7,28,295
SAL11236,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,115,116,505,0,0,0,115,625
SAL11237,4,83,0,88,..,19,0,20,0,20,..,55,11,66,0,66,..,87,20,109,0,116,..,698,106,806,21,826,..,4221,411,4629,59,4694,..,85,13,90,240,335,4102,4302,423,4726,302,9129
SAL11238,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,22,3,25,0,25,..,0,0,4,97,99,526,21,6,28,97,650
SAL11239,0,4,0,4,..,5,0,5,0,5,..,3,0,3,0,3,..,3,0,5,0,5,..,34,3,40,5,43,..,194,25,219,4,225,..,9,0,14,673,684,6521,202,25,233,680,7432
SAL11240,0,16,0,16,..,6,3,9,0,9,..,0,0,0,0,0,..,12,0,11,0,11,..,62,8,73,5,73,..,1296,267,1564,10,1576,..,14,7,18,69,89,2059,1307,271,1580,89,3726
SAL11241,0,39,0,39,..,8,0,9,0,9,..,0,0,0,0,0,..,8,0,8,0,8,..,51,9,53,9,64,..,961,194,1149,12,1163,..,11,0,13,59,71,1060,969,194,1161,70,2292
SAL11242,0,8,0,8,..,0,0,0,0,0,..,6,0,6,0,6,..,7,4,7,0,7,..,17,0,23,0,23,..,339,81,419,0,419,..,3,0,3,15,15,514,338,81,419,15,947
SAL11243,0,0,0,0,..,7,0,4,0,4,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,5,0,5,..,21,5,23,0,23,..,10,0,10,115,126,1671,29,5,34,115,1821
SAL11244,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,32,0,0,0,4,34
SAL11245,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,3,33,0,0,0,4,38
SAL11246,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11247,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,47,0,0,0,4,52
SAL11248,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,10,0,0,0,0,10
SAL11249,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,11,0,0,0,0,11
SAL11250,0,7,0,7,..,11,0,12,0,12,..,17,5,27,0,27,..,13,6,19,0,19,..,225,54,282,7,287,..,876,166,1040,14,1060,..,17,11,25,192,217,1530,896,177,1070,205,2806
SAL11251,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,42,0,0,0,0,42
SAL11252,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,4,4,37,0,0,0,4,38
SAL11253,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,51,0,51,0,51,..,0,0,0,69,70,898,51,0,51,69,1012
SAL11254,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,7,0,0,0,0,7
SAL11255,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,3,0,3,0,3,..,0,0,0,29,29,32,3,0,3,29,62
SAL11256,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,13,0,0,0,0,13
SAL11257,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,69,0,0,0,12,82
SAL11258,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,38,0,0,0,5,40
SAL11259,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,26,0,0,0,0,29
SAL11260,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11261,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,44,0,0,0,5,51
SAL11262,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,77,0,0,0,9,89
SAL11263,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,8,21,0,22,..,0,0,0,0,0,82,15,8,21,4,106
SAL11264,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,113,0,0,0,6,117
SAL11265,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,60,0,0,0,6,65
SAL11266,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,6,6,23,0,0,0,6,25
SAL11267,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,0,0,0,0,9,7
SAL11268,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,5,6,4,0,4,..,55,6,60,0,60,..,0,0,0,22,23,622,60,6,56,22,699
SAL11269,0,0,0,0,..,8,0,5,0,5,..,8,0,5,0,5,..,3,0,3,0,3,..,34,0,35,0,38,..,526,56,582,0,579,..,10,0,10,109,118,940,529,56,589,114,1633
SAL11270,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,62,0,0,0,0,65
SAL11271,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,14,0,15,0,15,..,0,0,0,18,18,315,14,0,15,18,354
SAL11272,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,12,0,12,0,12,..,0,0,0,0,0,113,12,0,12,0,130
SAL11273,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,23,0,0,0,12,39
SAL11274,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,15,0,15,0,19,..,0,0,0,46,46,651,15,0,15,47,712
SAL11275,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,9,0,10,0,10,..,0,0,0,9,14,69,13,0,15,9,92
SAL11276,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,11,0,10,0,10,..,0,0,0,13,13,270,11,0,10,13,298
SAL11277,29,233,3,236,..,21,14,38,0,36,..,73,24,97,0,97,..,38,15,58,0,58,..,787,150,937,12,953,..,5298,783,6085,45,6123,..,119,23,142,923,1061,6424,5424,804,6223,964,13614
SAL11278,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,15,0,15,0,15,..,4,0,4,11,18,325,16,0,16,11,350
SAL11279,0,0,0,0,..,14,0,14,0,14,..,0,0,0,0,0,..,0,0,0,0,0,..,16,0,19,0,18,..,61,3,63,0,63,..,0,0,0,98,99,1572,59,3,65,100,1739
SAL11280,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,3,..,33,3,38,0,44,..,5,0,5,75,76,1091,40,8,46,70,1214
SAL11281,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,81,0,0,0,9,88
SAL11282,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,8,0,8,..,0,0,0,16,16,136,4,0,8,16,158
SAL11283,0,7,0,7,..,10,0,10,0,10,..,11,0,11,0,11,..,11,4,17,0,17,..,103,3,108,0,109,..,710,53,770,8,778,..,16,0,16,191,211,3728,730,53,785,195,4709
SAL11284,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,13,13,146,0,0,0,13,162
SAL11285,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,14,0,19,..,61,3,66,0,73,..,0,0,0,74,77,1239,67,3,71,77,1386
SAL11286,0,0,0,0,..,0,0,0,0,0,..,7,0,7,0,7,..,0,0,0,0,0,..,177,8,178,0,178,..,763,60,821,0,825,..,20,0,15,105,117,3097,779,62,837,103,4044
SAL11287,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,14,17,102,3,0,3,14,124
SAL11288,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,10,0,10,0,10,..,0,0,0,16,16,270,12,0,12,16,299
SAL11289,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,37,37,349,0,0,0,37,383
SAL11290,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,4,36,0,0,0,0,39
SAL11291,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11292,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,3,0,3,..,7,0,8,0,8,..,0,0,0,45,45,189,7,0,8,45,244
SAL11293,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,19,18,82,0,0,0,19,95
SAL11294,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,21,0,0,0,0,23
SAL11295,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,62,0,0,0,0,68
SAL11296,4,23,0,23,..,24,8,35,0,35,..,62,9,74,0,73,..,61,13,74,0,74,..,178,21,198,9,209,..,2263,307,2571,33,2603,..,32,10,40,508,546,8861,2297,316,2613,539,12011
SAL11297,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,50,0,0,0,0,50
SAL11298,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,37,0,0,0,3,42
SAL11299,8,74,4,78,..,33,11,44,0,44,..,0,0,0,0,0,..,43,14,55,0,56,..,531,45,581,18,600,..,3467,354,3820,52,3878,..,154,15,172,3487,3655,35985,3620,371,3992,3536,43516
SAL11300,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,9,9,41,0,0,0,9,50
SAL11301,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,93,0,0,0,0,92
SAL11302,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,0,0,0,4,4,40,6,0,6,4,44
SAL11303,0,0,0,0,..,8,0,8,0,8,..,0,0,0,0,0,..,0,0,0,0,0,..,19,0,19,0,16,..,81,8,80,0,85,..,15,0,10,59,68,2350,91,5,96,60,2505
SAL11304,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,3,0,3,0,3,..,48,4,53,0,53,..,5,0,5,13,17,439,47,4,58,13,509
SAL11305,0,0,0,0,..,3,0,3,0,3,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,22,22,118,0,0,0,22,143
SAL11306,0,27,0,27,..,52,17,70,0,72,..,73,21,90,0,90,..,227,108,336,0,341,..,255,21,276,11,292,..,3103,749,3859,36,3898,..,39,14,49,631,683,9469,3147,761,3909,670,14046
SAL11307,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,15,15,112,4,0,4,15,125
SAL11308,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,8,8,74,0,0,0,8,80
SAL11309,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,67,0,0,0,0,70
SAL11310,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,23,0,0,0,5,29
SAL11311,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11312,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,21,0,21,0,21,..,0,0,0,21,21,342,21,0,21,21,380
SAL11313,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,19,0,19,0,19,..,3,0,5,37,39,962,21,0,19,37,1020
SAL11314,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,12,12,63,0,0,0,12,70
SAL11315,0,29,0,30,..,21,3,19,0,19,..,0,7,14,0,14,..,21,0,25,0,25,..,159,30,192,0,191,..,1927,550,2475,25,2499,..,26,4,33,129,159,2295,1950,559,2510,159,4959
SAL11316,0,23,0,23,..,16,4,20,0,20,..,15,3,24,0,24,..,21,4,27,0,27,..,192,24,218,7,223,..,2316,703,3017,25,3045,..,38,16,48,317,366,2469,2351,718,3066,340,5875
SAL11317,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,139,0,0,0,5,152
SAL11318,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,3,0,3,..,7,0,6,0,6,..,0,0,0,4,4,110,7,0,6,4,121
SAL11319,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,6,0,6,0,6,..,23,0,23,0,23,..,0,0,0,100,101,968,26,0,26,100,1097
SAL11320,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,52,0,0,0,0,52
SAL11321,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,0,0,0,19,19,199,3,0,3,19,225
SAL11322,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,6,0,0,0,0,6
SAL11323,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,15,0,15,0,15,..,7,0,8,78,79,1882,18,0,20,78,1983
SAL11324,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,3,0,3,0,3,..,5,0,5,0,5,..,0,0,0,13,15,342,5,0,8,13,366
SAL11325,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,5,5,39,0,0,0,5,42
SAL11326,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,5,0,5,0,5,..,22,0,22,0,22,..,3,0,3,12,12,279,26,0,26,12,318
SAL11327,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,20,20,119,0,0,0,20,136
SAL11328,0,0,0,0,..,5,0,5,0,5,..,0,0,0,0,0,..,0,0,0,0,0,..,11,0,14,0,14,..,42,0,48,0,48,..,3,0,3,97,95,698,48,0,46,97,840
SAL11329,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,8,0,8,0,8,..,18,0,18,0,18,..,0,0,0,31,30,537,18,0,21,31,582
SAL11330,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,3,3,13,0,0,0,3,13
SAL11331,0,63,0,65,..,3,4,10,0,10,..,4,6,5,0,5,..,20,0,22,0,22,..,144,12,154,0,155,..,1952,230,2180,19,2195,..,36,4,40,204,246,5459,1989,234,2218,217,7900
SAL11332,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,0,0
SAL11333,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,11,0,11,0,11,..,0,0,0,18,18,224,11,0,11,18,248
SAL11334,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,7,0,6,0,6,..,4,0,4,14,19,201,7,0,15,14,226
SAL11335,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,0,0,0,0,0,..,4,0,4,0,4,..,0,0,0,14,14,443,7,0,7,14,463
