SAL_CODE_2021,P_85ov_DNPCC,P_85ov_UCC_NS,P_85ov_Total,P_Tot_CF_Own_CCO,P_Tot_CF_Oth_CCO,P_Tot_CF_Own_CC_Oth_CC,P_Tot_CF_Total,P_Tot_DNPCC,P_Tot_UCC_NS,P_Tot_Total
SAL12965,157,6,164,1676,444,42,2158,5654,302,8116
SAL12966,3,0,3,67,38,0,106,275,42,428
SAL12967,0,0,0,6,0,0,5,6,3,16
SAL12968,0,0,0,4,0,0,4,16,0,22
SAL12969,87,15,102,1737,245,15,1999,10597,686,13280
SAL12970,27,6,31,541,91,17,650,1469,90,2204
SAL12971,0,0,0,27,14,0,34,71,10,118
SAL12972,0,0,0,6,0,0,6,28,20,55
SAL12973,0,0,0,0,0,0,0,0,0,0
SAL12974,5,9,15,167,69,24,256,831,279,1373
SAL12975,4,0,4,48,10,0,63,191,22,275
SAL12976,0,0,0,0,3,0,9,12,0,20
SAL12977,5,0,6,417,20,0,440,686,96,1218
SAL12978,4,0,4,40,15,0,53,173,33,258
SAL12979,3,0,3,11,0,0,17,25,8,42
SAL12980,0,0,0,0,0,0,0,20,4,21
SAL12981,0,0,0,3,0,0,3,12,4,20
SAL12982,0,0,0,9,3,0,15,21,5,39
SAL12983,55,0,58,162,92,3,262,676,36,970
SAL12984,93,10,100,511,155,9,663,1652,125,2444
SAL12985,13,0,20,132,69,9,214,486,12,712
SAL12986,177,9,187,1153,168,12,1336,2868,103,4305
SAL12987,109,13,125,844,364,53,1260,3317,501,5083
SAL12988,5,0,5,15,13,0,27,56,3,91
SAL12989,9,4,8,54,32,0,84,355,42,485
SAL12990,15,6,21,467,120,9,594,1174,66,1836
SAL12991,36,4,39,1074,101,6,1182,1503,58,2736
SAL12992,24,0,22,91,42,0,141,510,40,692
SAL12993,134,101,241,314,93,25,429,1234,291,1959
SAL12994,94,10,100,1894,259,19,2171,4827,440,7436
SAL12995,4,0,4,35,8,0,42,96,17,166
SAL12996,0,0,0,0,0,0,0,0,0,0
SAL12997,5,0,8,177,53,6,242,513,49,797
SAL12998,47,6,53,919,178,13,1111,2119,106,3330
SAL12999,3,0,3,21,17,0,39,116,5,162
SAL13000,120,5,125,940,163,13,1114,2589,74,3772
SAL13001,35,5,46,689,165,11,865,2227,214,3307
SAL13002,78,12,87,127,75,9,213,1131,108,1459
SAL13003,51,67,125,4539,482,37,5062,6990,553,12598
SAL13004,57,7,65,528,163,17,710,1973,199,2879
SAL13005,11,0,16,112,43,3,164,417,47,617
SAL13006,29,4,35,87,34,4,117,400,44,560
SAL13007,46,20,74,805,120,3,926,1565,132,2621
SAL13008,8,0,14,74,36,6,116,429,42,590
SAL13009,77,5,86,1309,238,21,1565,2947,193,4712
SAL13010,166,12,180,955,327,39,1321,3121,242,4686
SAL13011,227,20,250,2064,247,30,2342,6932,718,9996
SAL13012,151,19,171,1096,244,27,1367,3562,214,5140
SAL13013,150,0,148,1862,302,16,2182,4936,231,7346
SAL13014,6,0,6,586,104,18,707,1029,73,1808
SAL13015,262,62,329,2544,389,17,2950,8006,701,11658
SAL13016,0,0,0,60,12,3,75,215,18,315
SAL13017,59,88,141,551,119,16,691,2075,484,3250
SAL13018,0,0,0,28,4,0,37,74,54,160
SAL13019,57,8,64,843,76,3,925,2693,229,3852
SAL13020,144,39,188,1151,210,17,1373,6045,587,8010
SAL13021,285,83,371,946,260,37,1245,3355,531,5129
SAL13022,0,0,0,37,9,5,42,128,10,190
SAL13023,497,96,595,613,141,7,760,2640,202,3602
SAL13024,8,0,8,90,63,7,156,366,48,572
SAL13025,50,4,50,439,93,3,537,1119,41,1694
SAL13026,93,3,100,879,107,6,989,2167,104,3255
SAL13027,20,0,20,186,72,6,257,1805,74,2139
SAL13028,0,0,0,25,14,0,38,57,21,117
SAL13029,0,0,0,13,0,0,14,37,12,63
SAL13030,0,0,0,18,11,0,28,43,6,81
SAL13031,0,0,0,6,0,0,4,29,6,34
SAL13032,248,19,270,1363,223,17,1611,3395,167,5167
SAL13033,289,56,346,2150,235,22,2405,6291,399,9098
SAL13034,17,0,16,168,44,3,214,502,23,741
SAL13035,0,0,0,0,0,0,0,45,5,57
SAL13036,81,103,179,807,164,11,972,2691,319,3986
SAL13037,4,0,4,3,6,0,8,79,0,91
SAL13038,0,0,0,7,3,0,10,21,6,35
SAL13039,402,43,444,1257,439,59,1755,5494,871,8122
SAL13040,14,0,15,171,86,13,265,845,853,1958
SAL13041,0,0,0,12,7,0,16,43,4,65
SAL13042,9,0,9,134,61,6,196,354,18,573
SAL13043,0,0,0,41,16,0,56,76,3,131
SAL13044,0,0,0,3,0,0,3,13,0,18
SAL13045,0,0,0,0,3,0,3,15,0,20
SAL13046,0,0,0,21,12,0,37,39,20,94
SAL13047,0,0,0,5,3,0,4,10,5,23
SAL13048,0,0,0,7,3,0,8,28,0,36
SAL13049,5,0,5,16,10,0,23,77,15,111
SAL13050,0,0,4,35,9,0,44,160,10,220
SAL13051,0,0,0,14,4,0,20,53,4,79
SAL13052,3,0,3,25,7,0,33,122,21,180
SAL13053,15,0,18,98,61,9,159,392,50,597
SAL13054,8,3,11,66,15,3,76,273,64,417
SAL13055,0,0,0,0,0,0,0,0,0,0
SAL13056,0,0,0,0,0,0,0,0,0,0
SAL13057,0,0,0,6,0,0,6,0,0,5
SAL13058,0,0,0,9,0,0,6,57,27,87
SAL13059,0,0,0,28,15,0,40,158,44,247
SAL13060,51,13,62,292,87,3,387,1082,121,1588
SAL13061,0,0,0,3,0,0,5,5,3,13
SAL13062,0,0,0,6,0,0,7,13,3,26
SAL13063,4,0,4,117,44,4,163,303,40,514
SAL13064,144,10,157,1042,412,36,1489,3873,283,5644
SAL13065,19,0,19,373,65,11,454,1012,127,1592
SAL13066,3,0,3,47,18,0,69,183,0,257
SAL13067,32,0,32,9,12,0,27,120,5,153
SAL13068,3,0,3,20,5,0,32,79,5,114
SAL13069,42,0,40,1170,208,28,1413,3735,333,5480
SAL13070,7,0,7,40,21,5,66,172,18,257
SAL13071,33,6,37,286,85,4,376,1223,88,1686
SAL13072,3,0,3,30,14,0,41,76,5,128
SAL13073,0,0,6,9,9,0,17,94,21,134
SAL13074,174,8,182,995,167,10,1178,3395,188,4758
SAL13075,241,52,291,2082,375,28,2484,5939,256,8688
SAL13076,0,0,0,0,0,0,5,0,0,3
SAL13077,0,0,0,3,4,0,5,12,4,26
SAL13078,0,0,0,7,0,0,12,21,11,43
SAL13079,84,8,89,420,188,16,621,1831,297,2748
SAL13080,0,0,0,12,8,0,26,39,13,76
SAL13081,80,7,91,929,307,62,1300,3101,403,4804
SAL13082,4,0,4,21,6,0,31,107,0,134
SAL13083,3,0,3,0,5,0,5,32,4,42
SAL13084,202,16,220,740,269,44,1049,2877,285,4210
SAL13085,0,0,0,0,0,0,8,45,7,60
SAL13086,6,0,5,147,67,7,221,567,78,866
SAL13087,0,0,0,8,0,4,9,33,0,46
SAL13088,26,4,30,427,61,0,495,1390,239,2120
SAL13089,5,0,5,34,17,8,55,146,8,213
SAL13090,0,0,0,0,0,0,0,10,0,14
SAL13091,0,0,0,0,0,0,3,22,0,21
SAL13092,48,3,53,654,85,7,745,1730,111,2589
SAL13093,0,0,0,8,0,0,8,13,7,27
SAL13094,0,0,0,0,0,0,0,0,0,0
SAL13095,0,0,0,0,0,0,0,0,0,0
SAL13096,4,4,7,67,34,3,102,289,48,441
SAL13097,0,0,0,3,0,0,4,14,0,20
SAL13098,0,0,0,14,3,0,19,26,0,42
SAL13099,0,0,0,9,0,0,9,14,9,30
SAL13100,0,0,0,8,3,0,11,22,0,31
SAL13101,3,0,3,20,3,0,22,68,11,103
SAL13102,49,23,71,4501,491,85,5077,6633,636,12341
SAL13103,873,148,1038,6931,2300,336,9569,20712,2040,32322
SAL13104,0,0,0,11,0,0,11,29,0,44
SAL13105,7,0,7,242,54,3,295,739,50,1081
SAL13106,37,0,40,202,94,11,310,1187,55,1548
SAL13107,26,5,26,72,34,9,105,394,36,540
SAL13108,0,0,0,3,0,0,3,20,4,31
SAL13109,0,0,0,9,3,0,11,13,0,26
SAL13110,0,0,6,25,6,0,33,68,7,112
SAL13111,4,0,3,6,4,0,10,56,0,66
SAL13112,0,0,0,96,21,0,120,185,6,307
SAL13113,0,0,0,53,9,0,63,106,32,200
SAL13114,45,13,54,737,209,12,960,2187,127,3272
SAL13115,0,0,0,8,0,0,5,19,4,24
SAL13116,0,0,0,19,0,0,22,44,0,63
SAL13117,43,5,47,18,11,0,27,200,24,252
SAL13118,0,0,0,5,0,0,5,26,0,29
SAL13119,0,0,0,3,0,0,3,0,0,3
SAL13120,3,0,3,63,19,0,81,157,10,248
SAL13121,29,0,29,802,98,18,919,1861,288,3064
SAL13122,94,10,106,631,208,47,890,1857,202,2948
SAL13123,81,4,90,1284,205,7,1495,2823,103,4422
SAL13124,0,0,0,4,13,0,14,67,4,79
SAL13125,0,0,0,19,4,0,26,19,3,50
SAL13126,162,74,236,1908,303,22,2232,8211,591,11034
SAL13127,0,0,0,0,0,0,0,9,0,8
SAL13128,0,0,0,5,0,0,5,14,0,20
SAL13129,0,0,0,0,0,0,0,15,0,15
SAL13130,0,0,0,13,3,0,17,32,3,48
SAL13131,317,56,375,2276,415,31,2715,8325,606,11641
SAL13132,145,83,234,577,87,9,668,2092,225,2985
SAL13133,0,0,0,0,0,0,0,4,0,4
SAL13134,0,0,0,0,0,0,0,11,0,13
SAL13135,0,0,0,0,0,0,0,4,0,5
SAL13136,97,5,99,706,114,4,828,2217,137,3185
SAL13137,5,0,5,5,0,0,5,19,0,26
SAL13138,0,0,0,0,0,0,0,0,0,0
SAL13139,0,0,0,3,0,0,3,9,0,13
SAL13140,0,0,0,3,0,0,3,9,0,8
SAL13141,0,0,0,15,6,0,15,25,4,46
SAL13142,5,0,4,49,15,0,62,225,87,379
SAL13143,32,6,41,180,109,3,286,1121,73,1485
SAL13144,3,0,3,9,8,0,13,55,11,82
SAL13145,6,0,6,9,4,0,15,65,3,86
SAL13146,3,0,3,18,13,0,25,65,0,98
SAL13147,13,0,12,86,40,3,127,232,31,396
SAL13148,0,0,0,4,3,0,8,24,3,32
SAL13149,0,0,0,17,10,0,30,35,9,70
SAL13150,0,0,4,14,6,0,25,24,10,57
SAL13151,68,4,79,125,47,7,184,622,49,852
SAL13152,19,3,21,86,40,0,127,430,32,590
SAL13153,8,0,11,60,26,0,85,247,30,356
SAL13154,0,0,0,7,5,0,9,8,3,25
SAL13155,256,37,294,2505,374,27,2906,7413,481,10808
SAL13156,0,0,0,5,0,0,4,9,0,17
SAL13157,0,0,0,15,3,0,14,43,12,72
SAL13158,0,0,0,14,3,0,17,51,3,72
SAL13159,0,0,0,5,0,0,5,0,0,6
SAL13160,0,0,0,3,0,0,0,8,0,6
SAL13161,0,0,0,10,0,0,10,9,0,17
SAL13162,305,27,341,1722,685,94,2502,5858,624,8984
SAL13163,0,0,0,27,12,5,37,85,10,133
SAL13164,4,0,8,511,57,5,578,1220,1349,3152
SAL13165,0,0,0,39,20,0,60,158,11,228
SAL13166,3,0,3,26,12,0,39,98,16,152
SAL13167,157,33,195,5337,350,31,5718,17615,1957,25293
SAL13168,0,0,0,4,0,0,4,42,5,52
SAL13169,0,0,0,4,0,0,9,33,6,40
SAL13170,11,0,11,169,67,8,244,475,41,760
SAL13171,8,3,6,9,9,4,28,167,30,225
SAL13172,0,0,0,0,0,0,0,11,0,11
SAL13173,10,0,7,239,63,11,310,555,42,905
SAL13174,0,0,0,7,0,0,7,43,0,45
SAL13175,0,0,0,24,4,3,26,39,11,79
SAL13176,0,0,0,0,5,0,5,18,3,24
SAL13177,37,6,45,129,45,6,184,618,135,942
SAL13178,0,0,0,6,0,0,7,35,0,38
SAL13179,389,195,587,2140,338,32,2517,6615,756,9885
SAL13180,64,9,69,458,84,0,544,1435,88,2067
SAL13181,0,0,0,38,12,0,47,110,10,174
SAL13182,24,0,22,38,28,0,67,375,32,479
SAL13183,3,0,3,37,10,0,50,181,28,258
SAL13184,0,0,0,0,0,0,0,0,0,0
SAL13185,0,0,0,48,6,4,60,134,9,203
SAL13186,0,0,0,8,4,0,7,35,0,42
SAL13187,0,0,0,7,7,0,15,47,3,65
SAL13188,19,0,19,143,40,7,194,649,29,873
SAL13189,12,3,16,138,74,0,216,480,31,730
SAL13190,0,0,0,11,6,0,20,45,0,67
SAL13191,0,0,0,20,8,0,32,58,6,95
SAL13192,25,66,92,1301,133,16,1450,2501,261,4206
SAL13193,179,79,258,1334,139,8,1494,4169,683,6338
SAL13194,185,9,196,1384,249,20,1651,4416,218,6284
SAL13195,330,231,563,2382,453,48,2885,10804,1598,15284
SAL13196,9,4,10,34,14,0,50,162,14,225
SAL13197,216,74,292,2035,378,14,2430,7611,635,10681
SAL13198,0,0,0,0,0,0,0,9,6,20
SAL13199,0,0,0,17,3,0,22,59,12,89
SAL13200,0,0,0,0,0,0,0,4,0,4
SAL13201,3,0,4,110,36,4,148,281,15,453
SAL13202,85,14,108,1203,168,23,1395,5294,474,7163
SAL13203,5,0,5,117,41,4,164,399,37,596
SAL13204,3,0,3,71,18,0,85,254,19,359
SAL13205,18,0,20,118,29,3,151,419,25,600
SAL13206,6,5,3,12,5,0,21,42,6,64
SAL13207,0,5,0,59,17,0,78,118,11,214
SAL13208,0,0,0,24,10,7,39,51,14,96
SAL13209,5,0,5,26,8,3,36,81,11,132
SAL13210,0,0,0,50,8,0,56,102,3,164
SAL13211,122,7,128,1275,192,18,1485,3431,143,5062
SAL13212,57,7,63,964,270,29,1258,2756,185,4206
SAL13213,0,0,0,0,3,0,3,7,0,10
SAL13214,4,0,4,65,24,8,92,169,12,271
SAL13215,0,0,0,0,0,0,0,3,0,5
SAL13216,0,0,0,51,17,5,70,207,31,306
SAL13217,8,0,8,13,5,0,21,103,36,154
SAL13218,0,0,0,0,0,0,0,0,0,0
SAL13219,3,0,3,55,23,6,87,195,12,291
SAL13220,0,0,0,0,0,0,0,0,0,0
SAL13221,0,0,0,0,0,0,0,0,0,0
SAL13222,0,0,0,8,0,0,8,29,9,48
SAL13223,9,0,6,23,17,0,39,265,12,319
SAL13224,0,0,0,4,0,0,4,4,0,6
SAL13225,0,0,0,4,0,0,4,3,0,7
SAL13226,0,0,0,0,0,0,0,3,0,6
SAL13227,0,0,0,9,0,0,8,19,0,33
SAL13228,0,0,0,12,0,0,11,46,17,77
SAL13229,0,0,0,9,0,0,9,14,3,26
SAL13230,0,0,0,9,4,0,12,35,3,54
SAL13231,0,0,0,15,4,0,18,31,14,64
SAL13232,0,0,0,0,0,0,4,24,7,31
SAL13233,0,0,0,9,5,0,8,12,7,30
SAL13234,0,0,0,0,0,0,0,0,0,0
SAL13235,0,0,0,9,0,0,6,46,7,61
SAL13236,0,0,0,16,4,0,19,61,9,83
SAL13237,5,0,5,0,3,0,8,40,0,46
SAL13238,36,0,36,828,160,19,1003,1873,78,2954
SAL13239,0,0,0,7,0,0,11,47,13,67
SAL13240,0,0,4,23,8,0,29,58,15,103
SAL13241,4,0,4,124,23,6,151,301,14,472
SAL13242,103,10,112,1708,359,31,2101,5321,396,7814
SAL13243,185,15,203,682,156,12,843,2272,141,3259
SAL13244,62,7,74,270,112,3,382,1307,108,1797
SAL13245,39,3,43,160,64,0,228,859,98,1188
SAL13246,0,0,0,0,0,0,0,0,0,0
SAL13247,0,0,0,0,0,0,0,8,0,9
SAL13248,6,0,6,127,64,0,191,704,32,929
SAL13249,0,0,0,18,10,0,23,33,5,59
SAL13250,0,0,0,0,0,0,0,17,0,13
SAL13251,0,0,0,19,10,0,27,47,6,83
SAL13252,5,0,5,15,12,0,31,82,30,141
SAL13253,0,0,0,7,3,0,14,23,3,35
SAL13254,4,0,0,38,3,0,39,89,61,188
SAL13255,0,0,0,0,0,0,0,0,0,0
SAL13256,25,7,23,244,64,3,310,607,19,937
SAL13257,184,13,199,769,306,23,1091,2866,257,4216
SAL13258,1730,401,2147,6630,2451,299,9383,28539,2350,40269
SAL13259,0,0,0,0,0,0,0,0,0,0
SAL13260,0,0,0,0,0,0,0,0,0,0
SAL13261,0,0,0,11,6,0,10,44,0,56
SAL13262,47,3,49,319,172,11,500,1351,173,2024
SAL13263,5,0,5,9,8,0,18,86,11,122
SAL13264,4,0,4,38,18,0,54,148,30,232
SAL13265,6,0,6,16,18,0,33,106,8,146
SAL13266,0,0,4,15,5,0,22,57,12,95
SAL13267,0,0,0,297,25,0,326,704,78,1106
SAL13268,69,3,71,254,134,7,392,5728,886,7003
SAL13269,156,39,193,1455,350,64,1872,3345,332,5544
SAL13270,70,3,75,402,115,6,520,2243,127,2891
SAL13271,0,0,0,9,6,0,20,51,34,102
SAL13272,107,127,225,2871,457,29,3359,8150,650,12160
SAL13273,9,0,9,42,9,0,49,212,19,276
SAL13274,0,0,0,0,0,0,0,0,0,0
SAL13275,0,0,0,12,5,0,15,33,0,50
SAL13276,40,0,45,243,86,10,338,955,57,1355
SAL13277,0,0,0,35,8,0,38,68,19,126
SAL13278,39,0,43,908,168,15,1085,2978,166,4230
SAL13279,0,0,0,0,0,0,0,8,5,6
SAL13280,0,0,0,4,8,0,9,23,0,37
SAL13281,3,0,3,11,0,0,11,24,0,34
SAL13282,0,0,0,0,0,0,0,3,0,5
SAL13283,0,0,0,11,7,0,11,28,0,43
SAL13284,0,0,0,8,0,0,7,39,5,48
SAL13285,3,0,3,25,13,0,38,161,14,213
SAL13286,301,30,334,3085,490,52,3623,11742,1469,16837
SAL13287,0,0,0,0,6,0,6,0,0,3
SAL13288,0,0,4,6,3,0,14,33,33,81
SAL13289,0,0,0,12,10,0,22,39,5,65
SAL13290,100,6,104,728,186,4,915,2386,100,3402
SAL13291,3,0,3,21,15,4,43,114,0,157
SAL13292,0,0,0,14,4,0,20,85,4,108
SAL13293,0,0,0,0,0,0,0,26,6,30
SAL13294,212,14,230,2544,402,17,2960,6233,267,9453
SAL13295,0,0,0,5,0,0,4,38,5,49
SAL13296,4,0,4,18,8,0,27,61,4,91
SAL13297,87,8,98,1549,337,21,1907,8565,886,11362
SAL13298,5,0,5,32,12,3,50,186,19,252
SAL13299,208,11,216,6004,806,75,6886,13697,948,21533
SAL13300,3,0,5,21,0,0,29,42,29,97
SAL13301,0,0,0,0,0,0,0,8,8,18
SAL13302,0,0,0,9,0,0,9,34,5,46
SAL13303,0,0,0,19,9,0,28,96,11,133
SAL13304,213,44,256,926,323,29,1280,3852,354,5488
SAL13305,47,0,51,675,170,26,864,2491,203,3563
SAL13306,20,3,26,556,170,21,751,1608,165,2520
SAL13307,47,6,58,712,105,5,826,1558,75,2457
SAL13308,0,0,0,8,0,0,4,17,0,32
SAL13309,38,3,43,533,111,7,646,2222,115,2979
SAL13310,5,0,3,41,13,0,57,155,42,253
SAL13311,0,0,0,4,0,0,4,6,0,11
SAL13312,0,0,0,0,0,0,0,0,0,5
SAL13313,0,0,0,31,9,0,32,107,28,173
SAL13314,91,25,121,440,160,23,617,1790,338,2745
SAL13315,0,0,0,89,52,0,144,314,19,476
SAL13316,45,0,46,1103,256,16,1373,3097,194,4670
SAL13317,16,0,16,240,94,15,350,600,54,998
SAL13318,12,0,12,99,40,4,139,413,26,581
SAL13319,0,0,0,6,5,0,11,67,0,78
SAL13320,46,4,43,73,41,7,118,419,56,590
SAL13321,4,0,4,28,9,4,38,116,0,158
SAL13322,44,4,47,186,34,0,218,712,59,991
SAL13323,59,3,65,293,40,5,330,1060,67,1458
SAL13324,9,0,12,33,11,0,51,79,15,142
SAL13325,525,321,847,4836,586,47,5470,17599,1613,24679
SAL13326,0,0,0,9,3,0,11,22,5,33
SAL13327,0,0,0,0,0,0,0,19,4,23
SAL13328,21,9,32,514,178,19,712,1279,32,2026
SAL13329,3,0,3,34,10,0,48,92,13,155
SAL13330,0,0,0,14,0,0,15,24,9,55
SAL13331,0,0,5,21,8,5,28,61,16,110
SAL13332,39,5,42,306,155,10,465,1166,76,1709
SAL13333,0,0,0,10,6,0,14,47,3,60
SAL13334,28,28,51,32,12,0,47,249,86,379
SAL13335,0,0,0,0,0,0,0,0,0,0
SAL13336,0,0,0,17,9,6,29,75,6,110
SAL13337,0,0,0,3,0,0,5,9,0,10
SAL13338,20,0,17,458,107,18,586,942,52,1574
SAL13339,0,0,0,12,4,0,20,20,14,51
SAL13340,215,24,240,2099,793,104,3002,7022,654,10673
SAL13341,3,3,7,201,63,8,269,613,63,943
SAL13342,14,0,14,100,29,5,129,529,30,691
SAL13343,0,0,0,0,0,0,0,3,0,3
SAL13344,0,0,0,4,3,0,13,11,5,25
SAL13345,0,0,0,0,0,0,0,5,0,5
SAL13346,0,0,0,35,10,6,48,103,37,187
SAL13347,3,3,11,52,43,0,96,235,19,358
SAL13348,0,0,0,0,0,0,0,4,0,3
SAL13349,7,0,7,54,34,3,94,221,13,329
SAL13350,10,0,8,46,20,0,64,127,5,199
SAL13351,0,0,0,4,0,0,12,46,0,52
SAL13352,167,45,211,1192,205,17,1413,9509,1070,11997
SAL13353,115,112,225,623,261,29,916,1920,285,3116
SAL13354,0,0,0,5,0,0,10,12,4,30
SAL13355,0,0,0,23,8,0,37,92,3,132
SAL13356,0,0,0,21,3,0,24,44,7,79
SAL13357,0,0,0,5,0,0,7,22,8,31
SAL13358,61,8,67,713,116,5,839,3016,241,4097
SAL13359,3,0,6,150,30,0,186,439,43,664
SAL13360,0,0,0,8,5,0,16,51,4,68
SAL13361,4,0,4,21,12,0,32,57,7,96
SAL13362,0,0,0,0,3,0,8,9,6,20
SAL13363,0,0,0,19,0,3,26,58,10,96
SAL13364,10,0,11,343,66,12,427,639,28,1095
SAL13365,0,0,0,18,7,0,25,65,12,100
SAL13366,8,0,8,116,32,5,151,383,17,552
SAL13367,0,0,0,26,12,3,38,110,18,160
SAL13368,0,0,0,9,3,4,13,32,0,37
SAL13369,338,175,514,2585,387,33,3000,8564,852,12422
SAL13370,22,0,24,369,43,7,420,1035,51,1505
SAL13371,0,0,0,8,0,0,11,21,0,32
SAL13372,37,28,63,1757,198,15,1970,7544,550,10062
SAL13373,0,0,0,0,0,0,0,32,8,34
SAL13374,0,0,0,12,0,0,14,20,0,35
SAL13375,291,83,378,676,191,14,881,3375,477,4738
SAL13376,23,0,23,116,67,5,186,525,15,727
SAL13377,0,0,0,7,6,0,11,20,10,42
SAL13378,0,0,0,16,12,0,26,43,6,75
SAL13379,3,0,3,28,21,0,49,94,0,143
SAL13380,0,0,0,8,0,0,8,20,3,30
SAL13381,0,0,0,0,0,0,6,27,0,33
SAL13382,5,0,5,48,11,0,61,170,22,251
SAL13383,67,8,72,1853,260,22,2135,4018,386,6542
SAL13384,0,0,0,0,0,0,0,4,4,10
SAL13385,52,3,56,684,118,12,816,1582,56,2457
SAL13386,290,25,311,1795,310,23,2133,7863,825,10817
SAL13387,0,0,0,0,0,0,0,20,3,18
SAL13388,0,0,0,8,11,0,19,34,7,61
SAL13389,26,4,26,310,80,9,403,1146,101,1653
SAL13390,14,0,14,141,74,5,221,531,12,762
SAL13391,0,0,0,11,0,0,11,53,3,68
SAL13392,4,0,4,24,15,0,41,84,0,127
SAL13393,6,0,6,35,23,0,61,150,16,229
SAL13394,218,37,260,2245,321,27,2585,9823,949,13358
SAL13395,7,0,5,26,7,0,36,98,10,149
SAL13396,0,0,0,13,7,0,14,50,4,70
SAL13397,0,0,0,0,0,0,0,12,3,20
SAL13398,0,0,0,4,0,0,4,22,4,27
SAL13399,0,0,0,4,0,0,4,17,5,19
SAL13400,4,0,4,3,0,0,5,39,13,57
SAL13401,0,0,0,0,5,0,3,40,3,51
SAL13402,0,0,0,12,7,0,17,36,3,62
SAL13403,11,0,11,49,7,0,59,158,7,228
SAL13404,0,0,0,0,0,0,0,16,12,30
SAL13405,8,0,8,35,12,3,50,160,50,259
SAL13406,37,5,40,292,38,4,332,758,21,1112
SAL13407,7,0,7,21,6,4,32,79,11,121
SAL13408,0,0,0,0,3,0,5,39,9,59
SAL13409,0,0,0,4,0,0,4,0,0,6
SAL13410,356,187,549,2690,479,36,3205,8648,1060,12913
SAL13411,62,9,68,1799,184,28,2006,2784,261,5052
SAL13412,247,114,361,1709,304,20,2035,5705,556,8293
SAL13413,0,0,0,17,8,0,18,50,5,77
SAL13414,0,0,0,5,0,0,8,11,5,22
SAL13415,0,0,0,59,14,5,79,229,45,360
SAL13416,0,0,0,4,0,0,3,24,9,40
SAL13417,3,0,3,4,4,0,6,20,0,22
SAL13418,0,0,0,5,0,0,5,46,3,56
SAL13419,170,11,186,1935,266,16,2222,8973,699,11898
SAL13420,0,0,0,18,3,0,21,41,6,60
SAL13421,3,0,3,15,24,0,44,137,14,194
SAL13422,20,0,21,847,48,5,895,2144,238,3277
SAL13423,246,57,303,2144,278,18,2439,6826,611,9875
SAL13424,43,6,46,1369,282,35,1681,4155,336,6179
SAL13425,0,0,0,4,0,0,4,18,0,21
SAL13426,187,48,234,2215,348,19,2590,5376,299,8261
SAL13427,47,0,49,378,65,3,446,812,16,1276
SAL13428,4,0,4,34,14,0,49,136,3,193
SAL13429,8,4,7,48,11,0,55,86,21,164
SAL13430,0,0,0,13,14,0,27,55,4,84
SAL13431,4,0,4,0,6,0,9,27,10,45
SAL13432,0,0,0,0,3,0,3,3,0,5
SAL13433,0,0,0,28,3,0,33,45,11,87
SAL13434,35,5,39,306,99,7,405,1316,116,1840
SAL13435,0,0,0,7,0,0,7,35,5,51
SAL13436,0,0,0,4,4,0,10,6,0,20
SAL13437,0,4,4,10,17,0,26,71,30,122
SAL13438,0,0,0,4,3,0,4,17,0,19
SAL13439,0,0,0,18,13,0,30,51,14,91
SAL13440,3,0,4,19,11,0,29,79,7,118
SAL13441,0,0,0,0,0,0,0,16,0,13
SAL13442,6,0,6,34,17,0,46,146,10,208
SAL13443,3,0,3,29,21,6,49,100,8,162
SAL13444,52,7,64,2405,303,42,2752,5828,409,8990
SAL13445,0,0,0,20,8,3,27,48,7,80
SAL13446,6,0,6,22,9,0,31,87,21,141
SAL13447,0,0,3,4,9,0,15,50,17,82
SAL13448,0,0,0,10,0,0,10,14,12,33
SAL13449,3,0,3,173,79,13,260,510,62,831
SAL13450,56,4,55,1643,215,14,1869,4968,237,7078
SAL13451,0,0,0,6,0,0,6,52,3,57
SAL13452,0,0,0,4,0,0,4,22,6,35
SAL13453,4,0,4,14,0,0,12,45,4,71
SAL13454,0,0,0,5,0,0,5,6,3,15
SAL13455,10,0,11,103,38,4,150,339,11,496
SAL13456,4,0,4,13,0,0,9,91,13,114
SAL13457,0,0,0,0,0,0,4,19,0,22
SAL13458,48,8,55,1004,200,35,1230,3083,167,4481
SAL13459,34,57,95,171,42,0,214,1763,225,2201
SAL13460,3,0,3,15,3,0,20,54,6,87
SAL13461,3,0,5,52,12,3,69,148,17,233
SAL13462,174,11,187,924,111,6,1041,2800,163,4002
SAL13463,36,3,38,322,65,9,398,786,37,1225
SAL13464,272,35,304,2328,670,107,3099,6565,553,10222
SAL13465,5,0,5,22,8,0,29,47,15,88
SAL13466,0,0,0,12,4,0,15,25,4,41
SAL13467,5,0,3,18,10,0,30,102,11,147
SAL13468,99,10,106,1334,169,10,1509,4017,358,5883
SAL13469,563,167,736,5977,773,55,6805,18270,1402,26473
SAL13470,3,3,7,38,14,0,45,123,25,196
SAL13471,0,0,0,5,0,0,4,26,0,32
SAL13472,24,3,31,108,40,0,150,576,51,779
SAL13473,0,0,0,33,10,0,45,146,8,194
SAL13474,5,0,9,67,23,0,88,203,18,309
SAL13475,0,0,0,3,12,0,14,41,6,64
SAL13476,39,6,45,398,63,15,480,1712,275,2471
SAL13477,16,4,16,189,71,9,269,582,24,874
SAL13478,260,34,292,559,215,15,792,3314,245,4358
SAL13479,3,0,3,8,5,0,10,38,0,45
SAL13480,4,0,4,9,0,0,9,49,0,55
