SAL_CODE_2021,Num_MVs_per_dweling_0_MVs,Num_MVs_per_dweling_1_MVs,Num_MVs_per_dweling_2_MVs,Num_MVs_per_dweling_3_MVs,Num_MVs_per_dweling_4mo_MVs,Num_MVs_per_dweling_Tot,Num_MVs_NS,Total_dwelings
SAL13368,0,4,6,5,3,18,0,18
SAL13369,485,1844,1701,597,290,4913,70,4980
SAL13370,24,139,263,95,71,593,3,600
SAL13371,0,0,6,4,0,15,0,17
SAL13372,877,3123,794,101,35,4926,79,5009
SAL13373,0,13,4,0,0,20,0,20
SAL13374,0,3,11,3,4,18,0,18
SAL13375,239,996,634,193,74,2139,34,2174
SAL13376,6,60,155,56,52,321,0,321
SAL13377,0,6,0,4,5,12,0,12
SAL13378,0,6,5,10,8,28,0,28
SAL13379,0,22,27,18,4,66,0,66
SAL13380,0,5,3,0,4,15,0,15
SAL13381,0,7,5,0,3,18,0,18
SAL13382,0,24,52,20,11,109,0,106
SAL13383,128,957,1152,329,196,2760,39,2797
SAL13384,0,0,0,0,0,0,0,0
SAL13385,21,221,471,157,68,933,3,938
SAL13386,1035,2052,1131,300,146,4657,116,4777
SAL13387,0,4,5,0,0,8,0,5
SAL13388,0,5,13,8,4,25,0,25
SAL13389,5,202,315,123,80,728,10,738
SAL13390,0,34,122,76,75,310,0,310
SAL13391,0,5,6,0,5,20,0,20
SAL13392,0,9,26,11,13,56,0,56
SAL13393,0,29,47,20,6,106,0,109
SAL13394,1073,2841,1150,261,128,5445,139,5592
SAL13395,0,24,30,11,9,73,4,77
SAL13396,0,3,14,10,7,26,0,26
SAL13397,0,0,0,0,0,9,0,9
SAL13398,0,0,9,0,0,12,0,12
SAL13399,0,0,4,0,0,7,0,7
SAL13400,0,6,13,3,0,24,0,22
SAL13401,0,3,5,0,0,13,0,13
SAL13402,0,5,11,0,5,22,0,22
SAL13403,0,29,38,18,7,96,3,93
SAL13404,0,5,0,0,0,14,0,14
SAL13405,3,27,36,17,18,102,0,105
SAL13406,25,134,216,69,27,469,6,476
SAL13407,0,13,22,9,6,51,0,58
SAL13408,0,0,11,0,7,15,0,15
SAL13409,0,0,0,0,0,4,0,4
SAL13410,316,1628,1649,614,322,4526,72,4593
SAL13411,67,746,958,214,96,2086,41,2123
SAL13412,473,1844,1247,265,115,3943,62,4006
SAL13413,0,4,13,0,7,32,0,32
SAL13414,0,3,4,7,0,12,0,12
SAL13415,0,35,58,36,16,147,6,153
SAL13416,0,4,9,0,0,18,0,18
SAL13417,0,4,3,0,0,9,0,9
SAL13418,0,11,10,5,0,32,0,32
SAL13419,963,2973,1297,268,95,5591,69,5658
SAL13420,0,5,9,9,3,22,0,23
SAL13421,0,24,35,13,10,79,0,79
SAL13422,223,844,327,75,28,1499,29,1529
SAL13423,289,1467,1359,499,290,3902,61,3968
SAL13424,163,917,953,309,176,2518,42,2559
SAL13425,0,0,5,9,0,11,0,11
SAL13426,214,1408,1278,375,157,3428,23,3453
SAL13427,11,131,249,73,44,515,3,515
SAL13428,0,22,31,22,12,85,4,79
SAL13429,0,21,27,24,4,74,4,78
SAL13430,0,4,21,8,6,36,0,36
SAL13431,0,5,7,4,3,20,0,20
SAL13432,0,0,5,0,0,4,0,4
SAL13433,0,3,11,8,5,34,0,32
SAL13434,23,93,177,118,184,593,15,609
SAL13435,0,5,9,10,6,24,0,24
SAL13436,0,5,7,3,3,11,0,11
SAL13437,3,9,18,12,3,46,0,47
SAL13438,0,0,8,3,0,16,0,16
SAL13439,0,7,10,0,9,31,3,35
SAL13440,0,12,16,6,15,56,0,56
SAL13441,0,3,0,0,0,5,0,5
SAL13442,0,15,25,18,16,75,0,74
SAL13443,0,11,32,15,16,69,0,73
SAL13444,141,1395,1343,443,330,3651,27,3674
SAL13445,0,3,12,4,5,27,0,30
SAL13446,0,16,24,8,9,58,0,60
SAL13447,0,17,9,5,3,35,0,35
SAL13448,0,6,6,0,0,9,0,9
SAL13449,0,25,107,64,89,288,4,291
SAL13450,400,2049,960,124,35,3569,32,3603
SAL13451,0,10,10,4,4,28,0,28
SAL13452,0,4,6,0,5,11,0,11
SAL13453,0,11,13,6,3,33,0,33
SAL13454,0,0,0,0,0,0,0,3
SAL13455,0,25,98,37,48,205,0,201
SAL13456,0,20,21,10,9,53,0,57
SAL13457,0,5,8,3,0,13,0,13
SAL13458,61,614,791,296,144,1911,12,1926
SAL13459,648,569,89,9,10,1325,10,1332
SAL13460,0,12,11,7,11,39,0,41
SAL13461,0,24,37,18,11,94,0,96
SAL13462,159,612,688,200,110,1764,12,1780
SAL13463,39,191,230,79,37,565,5,572
SAL13464,322,1760,1766,635,288,4775,58,4834
SAL13465,0,4,9,8,3,30,0,29
SAL13466,0,5,7,8,3,17,0,17
SAL13467,0,21,23,14,7,67,0,66
SAL13468,258,938,902,263,124,2489,33,2524
SAL13469,1348,6280,3455,851,379,12313,140,12459
SAL13470,0,10,25,20,18,81,0,82
SAL13471,0,0,3,3,7,11,0,11
SAL13472,14,136,126,62,47,377,10,393
SAL13473,0,14,25,18,21,81,0,81
SAL13474,0,13,42,22,34,112,0,118
SAL13475,0,5,14,6,4,25,0,25
SAL13476,169,341,263,106,70,951,38,990
SAL13477,9,112,186,56,31,390,3,392
SAL13478,137,964,710,195,104,2115,41,2159
SAL13479,0,5,12,4,4,21,0,21
SAL13480,0,3,9,3,6,21,0,21
SAL13481,0,0,0,0,0,4,0,3
SAL13482,5,79,124,87,71,366,6,376
SAL13483,0,0,0,0,0,0,0,0
SAL13484,4,16,51,27,16,114,0,116
SAL13485,69,556,596,212,108,1547,24,1572
SAL13486,0,27,89,46,38,200,3,203
SAL13487,124,1379,1144,374,165,3184,49,3231
SAL13488,0,0,0,0,0,0,0,0
SAL13489,11,31,15,9,0,72,0,75
SAL13490,0,11,10,0,9,24,0,28
SAL13491,0,0,6,0,5,11,0,11
SAL13492,0,0,0,0,0,7,0,7
SAL13493,17,174,164,68,35,470,9,479
SAL13494,16,332,459,144,65,1015,16,1030
SAL13495,0,0,0,6,0,4,0,4
SAL13496,0,0,3,9,0,12,0,15
SAL13497,0,0,0,3,5,5,0,5
SAL13498,0,7,13,12,0,36,0,36
SAL13499,0,4,3,3,0,13,0,13
SAL13500,0,4,6,7,0,20,0,20
SAL13501,6,29,19,17,11,74,0,75
SAL13502,0,29,88,32,36,196,0,194
SAL13503,0,0,0,0,0,3,0,3
SAL13504,353,1630,1454,403,250,4086,51,4143
SAL13505,0,0,4,0,0,10,0,10
SAL13506,4,275,495,124,68,972,9,978
SAL13507,41,387,628,252,119,1426,14,1436
SAL13508,0,3,7,0,0,11,0,11
SAL13509,0,3,18,6,0,31,0,31
SAL13510,0,26,62,31,25,145,3,146
SAL13511,0,7,10,3,9,25,0,25
SAL13512,0,3,0,0,0,4,0,4
SAL13513,81,606,608,175,66,1539,17,1559
SAL13514,0,23,55,36,44,161,0,163
SAL13515,4,32,44,12,10,95,0,96
SAL13516,0,0,0,0,0,0,0,0
SAL13517,121,1971,1838,423,194,4539,55,4596
SAL13518,128,829,878,272,136,2251,37,2286
SAL13519,0,0,5,0,0,7,0,7
SAL13520,54,98,83,20,3,261,0,260
SAL13521,0,0,4,7,0,13,0,13
SAL13522,0,5,4,3,3,21,0,21
SAL13523,11,149,165,49,19,395,4,400
SAL13524,63,642,1060,323,170,2254,12,2267
SAL13525,0,44,138,64,75,327,3,329
SAL13526,0,30,37,24,8,107,3,105
SAL13527,0,9,6,6,0,21,0,21
SAL13528,0,4,9,3,5,15,0,18
SAL13529,0,4,32,16,15,73,0,73
SAL13530,4,26,55,26,29,131,0,131
SAL13531,162,617,579,245,144,1744,33,1781
SAL13532,0,18,29,11,5,61,0,61
SAL13533,617,2517,2413,750,364,6662,102,6763
SAL13534,0,5,8,5,3,22,0,22
SAL13535,0,8,3,5,0,9,5,14
SAL13536,0,4,13,7,5,39,0,39
SAL13537,0,3,12,0,7,21,0,21
SAL13538,133,370,323,93,55,975,25,999
SAL13539,3,22,41,18,36,111,8,114
SAL13540,0,10,24,9,7,58,0,65
SAL13541,0,5,23,10,10,50,0,52
SAL13542,0,7,5,5,3,22,0,22
SAL13543,0,4,18,3,0,29,0,29
SAL13544,0,3,5,0,4,12,0,12
SAL13545,0,0,0,3,0,7,0,7
SAL13546,4,11,26,8,0,46,0,48
SAL13547,21,595,1141,410,258,2430,16,2449
SAL13548,77,465,511,185,118,1359,19,1379
SAL13549,35,134,37,7,0,212,6,213
SAL13550,20,164,209,62,41,492,3,500
SAL13551,0,9,5,0,0,13,0,13
SAL13552,0,9,21,8,16,57,0,57
SAL13553,0,3,5,4,0,12,0,12
SAL13554,66,409,235,56,25,794,28,821
SAL13555,72,667,498,122,64,1426,31,1454
SAL13556,0,6,4,5,3,10,0,10
SAL13557,127,754,686,185,93,1845,21,1866
SAL13558,0,0,0,0,0,4,0,4
SAL13559,13,166,526,290,332,1330,10,1342
SAL13560,0,6,4,6,7,22,0,22
SAL13561,0,41,38,17,12,104,0,104
SAL13562,37,329,270,84,50,772,14,789
SAL13563,0,0,6,0,0,12,0,12
SAL13564,150,772,761,253,119,2057,23,2081
SAL13565,66,550,726,233,135,1712,20,1733
SAL13566,0,0,0,0,0,0,0,7
SAL13567,0,0,0,0,0,0,0,0
SAL13568,0,0,0,0,0,0,0,0
SAL13569,15,177,201,76,37,506,3,508
SAL13570,0,3,15,5,7,30,0,28
SAL13571,0,7,22,8,9,37,0,37
SAL13572,0,11,20,5,10,42,0,44
SAL13573,0,4,0,0,0,3,0,3
SAL13574,0,0,0,0,0,0,0,0
SAL13575,465,1405,1262,512,316,3961,68,4034
SAL13576,0,0,6,0,0,6,0,6
SAL13577,0,6,10,5,0,23,0,22
SAL13578,4,40,46,15,15,113,0,119
SAL13579,9,204,220,62,24,515,4,516
SAL13580,11,85,85,31,10,233,8,240
SAL13581,0,3,0,0,0,8,0,6
SAL13582,0,0,0,0,0,0,0,0
SAL13583,0,0,0,0,0,0,0,0
SAL13584,0,3,15,5,12,37,0,37
SAL13585,3,13,23,4,3,50,0,51
SAL13586,27,269,271,54,42,666,8,668
SAL13587,4,53,98,87,84,330,12,340
SAL13588,0,19,36,14,17,94,0,94
SAL13589,144,281,181,40,19,664,22,685
SAL13590,0,18,35,19,6,77,0,77
SAL13591,10,30,38,16,8,103,9,109
SAL13592,0,7,10,0,0,14,0,14
SAL13593,42,299,208,75,31,659,6,664
SAL13594,30,166,179,90,53,509,0,515
SAL13595,394,734,578,208,75,1998,51,2054
SAL13596,0,50,64,12,14,139,0,145
SAL13597,4,115,154,33,13,320,0,320
SAL13598,192,1035,737,246,106,2313,55,2366
SAL13599,258,504,433,166,124,1488,66,1552
SAL13600,10,103,94,39,34,277,4,280
SAL13601,5,34,53,21,25,129,6,135
SAL13602,10,45,43,16,11,117,20,134
SAL13603,176,715,586,171,80,1726,19,1742
SAL13604,66,288,310,114,69,849,35,890
SAL13605,45,284,203,96,52,677,10,681
SAL13606,6,62,40,16,4,129,0,131
SAL13607,28,75,51,22,9,188,5,197
SAL13608,0,24,74,36,47,186,5,188
SAL13609,15,143,147,61,29,388,11,395
SAL13610,33,342,469,147,58,1045,16,1066
SAL13611,0,44,82,26,14,168,0,170
SAL13612,227,1434,1685,568,291,4207,39,4244
SAL13613,349,1224,757,209,116,2661,78,2740
SAL13614,14,254,519,164,67,1013,3,1019
SAL13615,143,838,737,243,129,2086,56,2142
SAL13616,88,958,800,222,82,2153,35,2186
SAL13617,181,858,762,236,151,2190,32,2221
SAL13618,0,11,31,17,8,66,0,64
SAL13619,0,0,8,4,4,12,0,12
SAL13620,0,15,37,13,11,76,0,81
SAL13621,68,432,540,191,91,1325,21,1347
SAL13622,0,3,16,10,5,43,0,43
SAL13623,4,46,45,19,9,119,10,131
SAL13624,0,6,10,5,3,14,0,14
SAL13625,0,8,0,3,0,17,0,17
SAL13626,0,11,47,28,8,92,0,92
SAL13627,0,3,14,12,10,46,4,50
SAL13628,34,795,1713,457,183,3179,25,3205
SAL13629,0,9,54,24,18,109,0,113
SAL13630,0,32,71,33,29,159,0,166
SAL13631,4,27,80,25,28,168,4,166
SAL13632,0,5,13,5,5,25,0,25
SAL13633,0,4,0,0,0,6,0,6
SAL13634,0,5,13,9,6,26,0,26
SAL13635,11,21,45,17,14,99,0,102
SAL13636,0,9,23,14,3,45,0,48
SAL13637,5,9,16,12,5,50,0,50
SAL13638,58,426,357,101,52,999,21,1021
SAL13639,73,452,640,216,123,1506,15,1519
SAL13640,0,0,4,4,5,13,3,14
SAL13641,0,11,49,36,46,142,0,141
SAL13642,0,14,39,24,20,102,0,102
SAL13643,0,34,199,156,137,526,0,526
SAL13644,233,1197,1215,388,223,3256,25,3286
SAL13645,3,20,29,8,6,64,0,66
SAL13646,48,583,714,280,194,1816,21,1838
SAL13647,190,1655,2621,1096,688,6250,75,6327
SAL13648,0,0,5,4,0,9,0,9
SAL13649,0,18,21,32,17,89,0,90
SAL13650,0,0,0,0,0,0,0,0
SAL13651,24,507,485,154,99,1273,22,1293
SAL13652,71,697,888,315,155,2127,16,2143
SAL13653,12,146,203,51,32,437,9,448
SAL13654,181,2187,2784,715,397,6257,37,6298
SAL13655,17,196,524,178,85,992,4,998
SAL13656,102,542,665,308,160,1770,13,1786
SAL13657,1083,1993,395,38,16,3523,41,3563
SAL13658,582,2153,1403,343,184,4663,107,4771
SAL13659,234,860,318,48,22,1486,10,1494
SAL13660,0,6,12,6,5,32,0,32
SAL13661,3,14,20,12,7,57,0,61
SAL13662,8,66,97,31,21,220,0,221
SAL13663,0,7,24,19,8,53,0,55
SAL13664,90,983,1290,372,169,2903,27,2927
SAL13665,582,1593,722,141,57,3096,32,3127
SAL13666,0,10,14,3,3,31,4,32
SAL13667,0,8,7,4,4,20,0,20
SAL13668,9,117,241,70,51,498,3,498
SAL13669,3,37,88,25,14,165,0,166
SAL13670,0,4,0,0,0,6,0,6
SAL13671,0,0,0,0,0,0,0,0
SAL13672,0,0,6,3,0,10,0,10
SAL13673,0,0,0,8,0,11,0,11
SAL13674,0,11,20,10,5,47,3,49
SAL13675,3,36,50,24,20,144,0,146
SAL13676,0,0,13,6,6,26,0,28
SAL13677,150,603,560,173,99,1577,22,1599
SAL13678,0,6,7,0,0,22,0,22
SAL13679,6,50,111,37,25,223,3,230
SAL13680,0,8,23,14,8,53,0,53
SAL13681,0,0,5,3,4,13,0,13
SAL13682,0,19,25,14,4,63,0,63
SAL13683,0,9,21,14,3,49,0,49
SAL13684,0,0,10,6,0,16,0,17
SAL13685,0,0,7,0,0,7,0,7
SAL13686,0,0,0,0,0,3,0,3
SAL13687,0,27,24,10,8,68,0,70
SAL13688,0,10,16,3,3,28,0,28
SAL13689,0,19,40,18,8,80,6,87
SAL13690,1756,3204,2138,809,480,8393,193,8581
SAL13691,99,544,435,122,59,1258,19,1279
SAL13692,8,104,143,60,37,349,6,360
SAL13693,0,0,3,8,0,10,0,12
SAL13694,0,21,28,17,14,84,5,87
SAL13695,0,23,39,12,11,89,0,89
SAL13696,20,165,113,30,4,338,11,346
SAL13697,0,22,35,16,16,94,0,94
SAL13698,0,4,12,3,0,17,0,17
SAL13699,43,464,597,222,113,1442,20,1463
SAL13700,0,8,16,3,5,29,0,29
SAL13701,3,5,11,8,13,37,0,37
SAL13702,611,1732,595,106,45,3084,29,3109
SAL13703,0,9,32,23,18,81,0,81
SAL13704,0,3,8,11,7,29,0,29
SAL13705,18,360,425,141,96,1040,8,1046
SAL13706,0,6,32,20,17,79,6,83
SAL13707,0,13,13,15,0,41,0,41
SAL13708,0,10,8,0,0,23,0,23
SAL13709,3,46,90,23,12,180,0,180
SAL13710,19,287,246,55,24,634,11,644
SAL13711,0,3,10,10,4,26,0,26
SAL13712,36,348,295,74,54,808,14,826
SAL13713,23,214,222,66,23,551,4,556
SAL13714,3688,3236,610,76,35,7652,128,7776
SAL13715,101,725,572,172,100,1672,72,1739
SAL13716,532,2694,1512,258,105,5095,50,5147
SAL13717,9,86,143,101,123,459,4,463
SAL13718,0,41,64,43,39,179,3,188
SAL13719,4,24,43,12,21,109,4,110
SAL13720,0,12,49,19,13,101,0,103
SAL13721,0,15,6,11,0,35,0,34
SAL13722,0,0,6,0,3,11,0,10
SAL13723,0,0,4,0,0,6,0,6
SAL13724,0,59,27,4,4,93,0,93
SAL13725,0,0,0,0,0,0,0,0
SAL13726,228,902,702,222,115,2166,43,2212
SAL13727,8,58,83,41,24,215,5,214
SAL13728,0,3,13,0,0,20,0,21
SAL13729,67,223,85,30,9,415,6,418
SAL13730,4161,2315,362,41,15,6897,210,7107
SAL13731,303,1494,384,35,5,2226,34,2254
SAL13732,220,1277,1545,532,261,3834,52,3881
SAL13733,18,275,461,157,143,1058,7,1068
SAL13734,0,0,7,5,3,17,0,17
SAL13735,0,7,6,0,0,14,0,14
SAL13736,0,8,7,3,3,22,0,22
SAL13737,0,42,197,114,107,469,9,472
SAL13738,12,81,51,21,9,166,15,185
SAL13739,4,44,101,35,30,199,0,207
SAL13740,6,21,45,12,12,97,0,95
SAL13741,0,3,0,0,0,4,0,4
SAL13742,100,597,777,310,212,1998,22,2023
SAL13743,0,22,35,12,15,84,0,90
SAL13744,0,0,6,0,0,8,0,8
SAL13745,3,38,32,11,4,87,3,93
SAL13746,0,7,22,13,11,59,0,59
SAL13747,34,702,883,203,86,1911,27,1938
SAL13748,0,10,18,16,8,58,4,60
SAL13749,3,58,130,72,50,313,8,319
SAL13750,0,0,0,0,0,0,0,0
SAL13751,0,7,4,3,0,10,0,10
SAL13752,0,0,12,15,7,32,0,27
SAL13753,0,145,202,46,18,416,0,414
SAL13754,0,8,6,3,0,20,0,20
SAL13755,0,4,17,5,5,33,0,33
SAL13756,0,3,15,7,0,29,0,29
SAL13757,37,266,174,43,16,545,3,545
SAL13758,0,10,19,4,7,38,0,38
SAL13759,4,39,38,14,11,100,0,102
SAL13760,0,10,6,4,0,14,0,14
SAL13761,0,4,8,0,4,16,3,17
SAL13762,30,35,15,5,0,81,8,90
SAL13763,0,12,16,11,0,40,4,39
SAL13764,47,457,497,161,92,1261,12,1279
SAL13765,0,30,35,11,8,74,0,73
SAL13766,0,5,6,5,4,15,0,15
SAL13767,0,0,0,0,0,0,0,0
SAL13768,0,8,29,15,0,55,0,55
SAL13769,0,0,3,0,0,6,0,6
SAL13770,4,37,94,45,41,221,0,218
SAL13771,0,0,5,0,0,9,0,12
SAL13772,0,8,0,3,5,12,0,12
SAL13773,0,34,76,33,30,173,3,180
SAL13774,3,55,53,28,16,161,0,165
SAL13775,0,18,23,16,12,65,0,69
SAL13776,0,0,6,5,0,6,0,6
SAL13777,0,28,23,11,5,71,0,74
SAL13778,6,34,57,36,19,160,3,166
SAL13779,702,2944,1939,611,318,6510,178,6682
SAL13780,0,32,43,17,7,104,26,128
SAL13781,73,258,254,71,44,708,9,708
SAL13782,0,10,21,18,11,58,0,59
SAL13783,0,31,58,26,19,136,0,134
SAL13784,89,298,309,97,51,848,11,855
SAL13785,0,0,13,10,10,34,0,33
SAL13786,39,312,222,83,51,710,15,719
SAL13787,28,259,253,78,31,651,0,654
SAL13788,0,12,39,15,7,76,0,76
SAL13789,21,280,299,68,27,698,17,714
SAL13790,14,210,400,160,70,857,3,863
SAL13791,0,20,19,10,4,49,0,49
SAL13792,0,21,19,7,0,55,0,55
SAL13793,0,7,8,4,0,23,0,23
SAL13794,57,682,600,137,57,1529,11,1541
SAL13795,76,380,338,110,44,957,12,963
SAL13796,4,40,72,40,33,192,6,196
SAL13797,285,850,657,156,72,2018,50,2069
SAL13798,4,24,44,10,15,98,4,97
SAL13799,132,700,643,256,149,1881,29,1913
SAL13800,173,618,354,73,31,1245,21,1263
SAL13801,0,0,0,0,0,0,0,0
SAL13802,78,489,454,120,67,1216,25,1235
SAL13803,0,0,9,6,8,21,0,21
SAL13804,0,25,43,21,43,134,0,132
SAL13805,8,109,164,65,52,394,7,400
SAL13806,0,4,6,3,0,15,0,15
SAL13807,117,668,568,225,126,1709,50,1755
SAL13808,36,278,377,152,70,914,14,929
SAL13809,0,40,32,10,3,83,0,79
SAL13810,14,50,38,10,9,127,20,148
SAL13811,0,0,3,0,0,5,0,5
SAL13812,0,25,41,22,14,96,3,98
SAL13813,0,0,0,0,0,3,0,3
SAL13814,0,0,10,3,5,17,0,17
SAL13815,0,11,14,8,4,34,0,34
SAL13816,0,17,49,16,19,98,0,98
SAL13817,11,199,489,212,151,1058,15,1074
SAL13818,0,4,0,0,0,4,0,4
SAL13819,20,214,404,202,152,989,3,991
SAL13820,167,1534,1985,592,374,4652,52,4707
SAL13821,0,0,7,4,6,18,0,15
SAL13822,0,14,49,22,22,102,0,102
SAL13823,0,10,10,0,9,31,0,33
SAL13824,0,3,4,0,0,8,0,8
SAL13825,0,10,20,13,7,58,0,60
SAL13826,0,28,40,32,29,135,8,137
SAL13827,0,3,12,10,4,29,0,29
SAL13828,0,0,0,0,0,0,0,0
SAL13829,0,4,13,3,3,25,0,25
SAL13830,0,7,17,7,13,34,0,41
SAL13831,0,0,8,6,0,7,0,7
SAL13832,6,44,43,22,11,123,3,124
SAL13833,0,0,0,0,0,0,0,0
SAL13834,280,1116,474,97,46,2016,53,2068
SAL13835,38,269,221,80,31,638,8,647
SAL13836,0,0,0,0,0,5,0,5
SAL13837,0,0,0,0,0,0,0,0
SAL13838,0,0,11,4,3,22,6,25
SAL13839,0,0,0,0,0,5,0,5
SAL13840,0,0,0,0,0,0,0,0
SAL13841,0,4,9,0,3,19,0,20
SAL13842,67,444,347,67,36,958,3,963
SAL13843,33,154,155,44,25,399,3,409
SAL13844,0,11,35,14,22,85,0,88
SAL13845,0,5,7,6,10,24,0,24
SAL13846,0,0,0,0,5,5,0,3
SAL13847,9,175,385,178,198,942,8,953
SAL13848,0,0,0,0,0,0,0,0
SAL13849,0,9,16,3,3,35,0,35
SAL13850,5,8,26,10,14,64,0,71
SAL13851,77,1362,2267,549,224,4474,42,4513
SAL13852,0,7,22,6,14,55,0,55
SAL13853,0,0,8,0,3,12,0,12
SAL13854,14,125,190,77,60,457,16,472
SAL13855,0,6,3,3,7,17,0,17
SAL13856,73,146,39,11,5,274,0,275
SAL13857,0,0,0,0,0,4,0,4
SAL13858,0,10,39,29,31,105,0,105
SAL13859,0,9,22,14,13,57,0,57
SAL13860,0,11,6,5,4,28,0,28
SAL13861,0,14,66,35,56,169,3,170
SAL13862,0,0,4,0,0,6,0,6
SAL13863,64,515,651,276,236,1745,18,1759
SAL13864,111,778,933,293,151,2268,23,2298
SAL13865,0,36,35,20,15,109,0,109
SAL13866,159,1103,1225,324,152,2964,13,2970
SAL13867,81,916,1726,590,362,3669,30,3699
SAL13868,10,38,20,6,5,82,10,91
SAL13869,9,241,389,101,57,792,9,800
SAL13870,0,7,16,12,3,43,0,47
SAL13871,0,0,3,0,5,10,0,10
SAL13872,5,3,0,0,0,9,0,12
SAL13873,69,1064,1783,555,272,3739,29,3772
SAL13874,0,0,0,0,0,6,0,6
SAL13875,0,0,0,0,0,0,0,0
SAL13876,0,5,10,0,0,11,0,11
SAL13877,0,11,10,7,3,34,0,33
SAL13878,0,4,12,4,4,32,0,33
SAL13879,0,0,0,0,0,0,0,0
SAL13880,38,243,278,80,39,673,4,683
SAL13881,0,7,20,4,4,36,0,36
SAL13882,0,0,7,0,10,14,0,14
SAL13883,0,0,0,0,0,0,0,0
SAL13884,0,3,0,3,3,11,0,11
SAL13885,0,0,7,4,0,10,0,9
SAL13886,0,0,0,0,0,8,0,8
SAL13887,0,3,17,10,6,41,0,40
SAL13888,0,3,11,0,4,19,0,19
SAL13889,0,0,0,0,8,8,0,8
SAL13890,0,3,7,4,0,18,0,18
SAL13891,19,102,98,38,28,277,7,285
SAL13892,22,186,337,103,76,719,0,728
SAL13893,4,133,193,63,42,438,6,448
SAL13894,0,0,0,0,0,0,0,0
SAL13895,0,48,84,36,35,204,3,210
SAL13896,0,41,49,27,29,149,0,151
SAL13897,0,0,5,0,0,3,0,6
SAL13898,3,3,5,5,0,17,0,17
SAL13899,0,0,3,0,0,0,0,0
SAL13900,0,19,31,17,20,94,4,95
SAL13901,0,0,7,4,0,12,0,12
SAL13902,0,0,0,0,0,0,0,0
SAL13903,31,376,422,143,77,1057,52,1110
SAL13904,0,0,0,0,0,0,0,0
SAL13905,127,514,434,142,57,1268,22,1288
SAL13906,0,0,0,0,0,0,0,0
SAL13907,15,70,30,4,3,124,9,127
SAL13908,19,202,196,53,27,501,10,513
SAL13909,0,0,4,0,0,4,0,4
SAL13910,0,0,0,0,0,0,0,0
SAL13911,0,4,9,6,0,21,0,21
SAL13912,0,72,163,79,66,382,0,381
SAL13913,0,8,14,5,5,33,0,33
SAL13914,0,27,48,21,13,102,10,109
SAL13915,0,5,15,0,0,27,0,28
SAL13916,0,5,5,0,0,13,0,13
SAL13917,0,6,16,8,7,37,0,38
SAL13918,0,3,12,10,9,43,0,43
SAL13919,0,5,11,4,5,20,0,20
SAL13920,6,36,47,16,4,103,9,111
SAL13921,0,10,14,10,6,39,0,39
SAL13922,0,3,4,0,0,11,0,11
SAL13923,0,0,3,3,3,15,0,15
SAL13924,0,10,9,5,3,24,0,24
SAL13925,448,2163,1778,517,253,5164,77,5242
SAL13926,0,8,9,7,4,21,0,21
SAL13927,0,5,7,0,0,18,0,18
SAL13928,0,0,0,0,0,5,0,5
SAL13929,0,17,41,12,13,92,5,94
SAL13930,195,1139,770,227,108,2438,56,2493
SAL13931,0,7,6,0,5,22,0,22
SAL13932,0,10,33,14,8,68,0,70
SAL13933,0,0,6,6,4,14,0,14
SAL13934,15,114,88,16,9,244,5,252
SAL13935,0,4,10,0,0,19,0,19
SAL13936,209,1027,807,219,109,2377,33,2407
SAL13937,0,18,17,0,0,38,0,40
SAL13938,0,8,15,12,7,48,0,52
SAL13939,0,3,5,0,4,10,0,10
SAL13940,0,4,0,0,0,9,0,9
SAL13941,3,72,52,34,21,186,0,187
SAL13942,0,0,0,0,0,0,0,0
SAL13943,218,895,570,177,83,1945,36,1978
SAL13944,0,0,0,0,0,0,0,0
SAL13945,5,35,32,16,9,96,0,96
SAL13946,14,170,154,39,15,393,8,401
SAL13947,130,439,438,161,91,1260,9,1272
SAL13948,0,11,16,15,10,47,0,57
SAL13949,0,0,0,0,0,0,0,0
SAL13950,30,136,123,55,49,392,8,395
SAL13951,0,22,68,37,31,158,0,158
SAL13952,214,502,293,93,47,1146,28,1178
SAL13953,0,7,5,8,5,31,0,31
SAL13954,0,7,12,9,10,25,0,25
SAL13955,0,0,6,0,0,9,0,9
SAL13956,0,3,0,0,0,6,0,10
SAL13957,0,0,10,6,4,20,0,20
SAL13958,11,75,71,36,28,232,5,234
SAL13959,0,5,11,8,5,25,0,25
SAL13960,0,14,14,11,4,50,0,50
SAL13961,0,0,5,3,0,7,0,7
SAL13962,0,0,11,4,3,17,0,17
SAL13963,5,46,60,23,14,146,0,150
SAL13964,0,4,18,12,5,44,0,44
SAL13965,4,14,45,17,12,86,4,89
SAL13966,0,10,11,8,3,33,0,34
SAL13967,0,11,8,5,9,31,0,30
SAL13968,21,156,127,41,20,365,0,365
SAL13969,28,165,153,78,47,471,10,481
SAL13970,0,5,9,10,0,24,0,24
SAL13971,0,3,8,8,3,25,0,25
SAL13972,10,38,38,34,19,129,0,133
SAL13973,0,0,0,0,0,0,0,0
SAL13974,3,21,40,13,19,90,0,93
SAL13975,0,25,32,22,9,91,0,94
SAL13976,8,164,325,71,54,618,11,631
SAL13977,0,4,4,0,0,14,0,14
SAL13978,0,5,15,8,5,35,0,41
SAL13979,30,264,298,113,44,748,14,765
SAL13980,80,611,711,274,215,1898,27,1922
SAL13981,0,18,31,14,15,70,3,72
SAL13982,3,37,67,29,12,159,4,156
