SAL_CODE_2021,Buddhism_M,Buddhism_F,Buddhism_P,Christianity_Anglican_M,Christianity_Anglican_F,Christianity_Anglican_P,Christianity_Asyrin_Apstlic_M,Christianity_Asyrin_Apstlic_F,Christianity_Asyrin_Apstlic_P,Christianity_Baptist_M,Christianity_Baptist_F,Christianity_Baptist_P,Christianity_Brethren_M,Christianity_Brethren_F,Christianity_Brethren_P,Christianity_Catholic_M,Christianity_Catholic_F,Christianity_Catholic_P,Christianity_Church_Christ_M,Christianity_Church_Christ_F,Christianity_Church_Christ_P,Christianity_Eastrn_Orthdox_M,Christianity_Eastrn_Orthdox_F,Christianity_Eastrn_Orthdox_P,Christinty_Jehvahs_Witnses_M,Christinty_Jehvahs_Witnses_F,Christinty_Jehvahs_Witnses_P,Christianity_Lattr_day_Snts_M,Christianity_Lattr_day_Snts_F,Christianity_Lattr_day_Snts_P,Christianity_Lutheran_M,Christianity_Lutheran_F,Christianity_Lutheran_P,Christianity_Orintal_Orthdx_M,Christianity_Orintal_Orthdx_F,Christianity_Orintal_Orthdx_P,Christianity_Othr_Protestnt_M,Christianity_Othr_Protestnt_F,Christianity_Othr_Protestnt_P,Christianity_Pentecostal_M,Christianity_Pentecostal_F,Christianity_Pentecostal_P,Christinty_Prsbytrin_Refrmd_M,Christinty_Prsbytrin_Refrmd_F,Christinty_Prsbytrin_Refrmd_P,Christianity_Salvation_Army_M,Christianity_Salvation_Army_F,Christianity_Salvation_Army_P,Christnty_Sevnth_dy_Advntst_M,Christnty_Sevnth_dy_Advntst_F,Christnty_Sevnth_dy_Advntst_P,Christianity_Uniting_Church_M,Christianity_Uniting_Church_F,Christianity_Uniting_Church_P,Christianity_Christian_nfd_M,Christianity_Christian_nfd_F,Christianity_Christian_nfd_P,Christianity_Othr_Christian_M,Christianity_Othr_Christian_F,Christianity_Othr_Christian_P,Christianity_Tot_M,Christianity_Tot_F,Christianity_Tot_P,Hinduism_M,Hinduism_F,Hinduism_P,Islam_M,Islam_F,Islam_P,Judaism_M,Judaism_F,Judaism_P,Othr_Rel_Aust_Abor_Trad_Rel_M,Othr_Rel_Aust_Abor_Trad_Rel_F,Othr_Rel_Aust_Abor_Trad_Rel_P,Othr_Rel_Sikhism_M,Othr_Rel_Sikhism_F,Othr_Rel_Sikhism_P,Othr_Reln_Other_reln_groups_M,Othr_Reln_Other_reln_groups_F,Othr_Reln_Other_reln_groups_P,Other_Religions_Tot_M,Other_Religions_Tot_F,Other_Religions_Tot_P,SB_OSB_NRA_NR_M,SB_OSB_NRA_NR_F,SB_OSB_NRA_NR_P,SB_OSB_NRA_SB_M,SB_OSB_NRA_SB_F,SB_OSB_NRA_SB_P,SB_OSB_NRA_OSB_M,SB_OSB_NRA_OSB_F,SB_OSB_NRA_OSB_P,SB_OSB_NRA_Tot_M,SB_OSB_NRA_Tot_F,SB_OSB_NRA_Tot_P,Religious_affiliation_ns_M,Religious_affiliation_ns_F,Religious_affiliation_ns_P,Tot_M,Tot_F,Tot_P
SAL41614,0,0,0,32,50,78,0,0,0,0,6,6,0,3,4,38,35,72,3,0,6,3,4,3,0,0,0,0,0,0,8,12,21,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,35,31,69,15,14,36,0,0,0,139,163,306,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,126,123,246,0,0,0,0,0,0,126,127,251,44,53,99,318,349,667
SAL41615,0,0,0,7,6,9,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,15,24,0,0,0,0,0,0,14,26,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,30,67,0,0,0,0,0,0,36,30,67,9,9,18,58,68,133
SAL41616,86,96,182,134,120,248,0,0,0,37,56,94,0,0,0,501,574,1073,6,5,8,54,71,125,8,15,18,9,3,16,25,47,70,0,0,3,10,13,23,50,75,120,8,15,25,0,0,5,9,11,20,67,86,150,83,102,188,7,16,20,1018,1200,2211,290,234,527,94,77,170,0,0,0,0,0,0,126,113,237,26,30,54,155,140,295,1103,1010,2119,15,11,21,4,9,12,1124,1030,2150,160,129,290,2926,2906,5827
SAL41617,23,38,63,8,5,10,0,0,0,6,5,11,0,0,0,62,41,102,0,0,0,15,16,30,0,0,3,0,0,3,0,0,0,0,0,0,4,4,7,0,0,0,6,0,6,0,0,0,0,0,0,3,9,11,7,7,8,0,0,0,116,81,197,0,0,5,5,5,12,0,0,0,0,0,0,4,0,6,0,5,7,3,8,9,86,53,135,0,0,4,0,0,0,87,56,142,8,4,16,244,198,440
SAL41618,0,5,3,13,21,33,0,0,0,0,0,0,0,0,0,26,25,46,0,3,4,3,0,5,0,0,0,0,0,0,15,15,30,0,0,0,0,0,0,0,0,4,3,0,3,0,0,0,0,0,0,17,17,30,0,5,8,0,0,0,74,89,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,86,69,151,0,0,0,0,0,0,86,68,146,5,8,12,174,166,336
SAL41619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5
SAL41620,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,12,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,11,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,16,0,0,0,0,0,0,10,10,16,3,0,3,21,21,41
SAL41621,5,0,5,18,16,38,0,0,0,0,0,0,0,0,0,19,22,44,0,0,0,0,0,0,0,0,0,0,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,24,46,3,0,3,0,0,0,81,81,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,65,154,0,0,0,0,0,0,87,65,154,8,14,23,183,170,353
SAL41622,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41623,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,16,0,0,0,0,0,0,13,7,15,0,0,5,13,15,35
SAL41624,4,0,5,14,10,25,0,0,0,0,4,4,0,0,0,10,9,19,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,7,4,7,4,4,0,0,0,0,35,30,69,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,3,57,38,93,0,0,0,0,0,3,57,40,94,6,3,13,104,83,187
SAL41625,0,0,0,4,4,15,0,0,0,0,0,0,0,0,0,10,10,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,20,14,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,16,49,0,0,0,0,0,0,26,16,49,19,5,28,66,40,107
SAL41626,0,0,0,6,7,18,0,0,0,0,0,0,0,0,0,4,7,14,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,11,0,0,0,24,23,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,30,77,0,3,7,0,0,0,53,36,88,3,7,5,73,68,140
SAL41627,0,0,0,13,14,29,0,0,0,0,0,0,0,0,0,12,18,33,0,0,0,0,0,0,0,0,0,0,0,0,15,14,27,0,0,0,0,0,0,17,12,30,0,0,0,0,0,0,0,0,0,4,0,7,4,4,11,0,0,0,60,72,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,62,75,134,0,0,0,0,0,0,62,73,134,3,8,12,129,152,285
SAL41628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL41629,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,16,3,0,6,0,0,0,18,15,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,13,23,0,0,0,0,0,0,15,13,23,4,0,7,30,32,61
SAL41630,0,0,0,6,9,11,0,0,0,0,0,0,0,0,0,14,14,20,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,5,5,8,3,7,0,0,0,32,29,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,47,111,0,0,0,0,0,0,65,47,111,22,9,33,116,87,207
SAL41631,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3
SAL41632,0,0,0,6,4,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,12,7,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,17,39,0,0,0,0,0,0,24,17,43,8,5,8,37,25,64
SAL41633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,16,31,0,0,0,0,0,0,21,16,31,0,0,4,28,24,49
SAL41634,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,0,0,0,0,4,0,6,9,0,15,28,14,44
SAL41636,0,0,0,4,15,21,0,0,0,0,0,0,0,0,0,3,5,5,0,0,5,0,0,0,0,0,0,10,5,17,5,8,12,0,0,0,0,0,0,0,6,4,0,3,3,0,0,0,0,0,0,0,12,14,3,5,10,7,4,5,40,51,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,73,139,0,0,0,0,0,0,70,70,140,11,10,25,119,132,253
SAL41637,22,42,66,454,645,1101,0,0,0,58,60,125,6,6,13,634,793,1423,9,25,30,44,40,78,12,13,23,12,9,21,73,99,172,7,5,13,18,30,44,69,85,155,43,41,85,8,8,12,16,11,24,254,363,615,155,188,341,20,26,41,1883,2456,4338,56,56,111,76,72,146,0,4,4,6,0,0,23,20,43,29,28,64,56,55,106,3092,2981,6078,14,7,28,11,8,11,3123,2999,6119,234,212,440,5445,5886,11326
SAL41638,15,12,32,14,16,32,0,0,0,10,9,17,0,0,0,147,119,261,0,0,0,16,8,26,0,0,0,5,3,8,7,3,10,0,0,0,3,0,4,3,4,9,0,0,4,0,0,0,0,0,0,13,20,27,10,7,16,0,0,0,220,196,416,16,15,27,10,10,25,3,0,6,0,0,0,4,11,11,0,0,0,4,11,11,264,201,465,0,0,3,0,0,4,270,198,469,22,19,37,558,466,1024
SAL41639,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,12,11,26,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,0,0,5,0,9,34,27,67,0,0,0,0,0,0,34,27,67,0,0,8,50,51,94
SAL41640,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,5,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,14,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,26,0,0,0,0,0,0,9,10,26,7,6,18,37,32,73
SAL41641,0,0,3,10,8,22,0,0,0,0,0,0,0,0,0,14,14,27,0,0,0,0,0,0,0,0,0,0,0,0,3,14,19,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,10,16,6,0,3,0,0,0,40,50,86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,32,68,0,0,0,0,0,0,37,32,68,17,14,28,92,89,188
SAL41642,4,13,16,114,133,253,0,0,0,23,31,55,0,0,0,108,118,223,0,9,5,9,5,15,3,9,14,0,0,0,89,100,185,0,0,0,5,0,0,4,13,15,12,15,22,5,3,9,3,0,6,89,117,205,30,31,61,5,3,7,492,587,1072,7,0,6,0,0,0,0,3,3,0,0,0,0,0,0,3,8,14,3,8,14,684,653,1339,4,0,8,4,3,4,695,657,1349,139,103,243,1341,1363,2701
SAL41643,44,56,96,55,81,131,0,0,0,13,4,21,0,0,0,275,313,584,0,0,0,61,77,139,5,0,6,3,5,6,8,18,25,5,6,13,4,0,13,8,5,15,3,8,14,0,3,5,0,0,7,30,30,61,27,32,56,0,3,6,498,596,1094,26,27,53,34,45,79,0,0,0,0,0,0,30,19,47,0,3,10,30,30,57,374,332,708,4,3,6,0,8,5,383,344,727,43,32,79,1053,1126,2180
SAL41644,164,199,361,23,33,51,0,0,0,20,18,36,0,0,0,168,200,368,0,0,0,47,37,87,5,7,7,0,0,0,10,7,21,8,21,27,4,0,4,8,4,11,0,3,6,0,4,7,0,3,3,18,18,39,19,24,48,0,0,0,331,385,713,88,66,153,118,110,230,0,0,0,0,0,0,56,39,95,0,0,3,60,40,103,347,321,666,3,5,3,6,3,5,355,325,677,82,93,174,1198,1209,2412
SAL41645,152,197,340,37,42,77,0,0,0,11,11,26,0,0,0,277,285,568,0,0,0,68,54,123,5,5,13,3,3,8,12,7,21,12,3,17,4,14,15,14,13,20,3,4,5,0,0,0,3,5,4,21,36,59,45,64,109,0,0,0,527,557,1083,43,33,77,113,89,206,0,0,0,0,0,0,24,30,55,0,3,3,31,31,66,420,386,805,0,5,7,3,3,8,421,395,814,70,65,134,1355,1366,2721
SAL41646,32,27,55,37,29,68,0,0,0,4,0,5,0,0,0,263,310,573,0,0,0,71,57,130,0,0,5,0,0,0,6,4,11,0,4,3,3,0,9,8,5,13,0,0,0,0,3,3,0,5,3,19,33,52,15,8,27,0,0,0,425,468,894,37,21,55,41,37,80,0,0,7,0,0,0,12,11,25,0,0,0,17,15,32,352,289,647,0,0,0,0,0,0,355,291,650,39,41,77,948,902,1852
SAL41647,27,39,64,60,90,150,0,0,0,8,12,26,0,0,0,499,531,1023,0,0,0,141,134,271,10,8,19,0,0,0,9,19,28,3,8,12,5,3,4,17,16,34,0,5,9,7,4,11,0,0,0,55,66,126,25,37,61,0,0,0,839,939,1777,53,36,90,38,27,67,0,0,0,0,0,0,35,35,72,5,7,12,44,39,83,614,587,1204,4,4,9,7,3,4,622,592,1217,93,72,167,1711,1754,3464
SAL41648,31,39,69,72,83,151,0,0,0,27,32,59,0,0,0,455,518,972,0,0,3,119,122,244,3,0,9,5,3,10,17,25,44,12,12,24,3,7,15,16,17,36,6,13,21,0,0,0,4,7,9,68,66,133,36,53,84,0,4,3,848,963,1810,84,80,169,65,65,136,0,0,4,0,0,0,44,34,85,3,0,8,43,38,83,722,659,1386,6,4,11,4,3,6,730,671,1406,93,92,183,1896,1957,3854
SAL41649,0,0,0,0,7,12,0,0,0,0,4,4,0,0,0,3,5,13,0,0,0,0,0,0,4,0,5,0,0,0,0,0,9,0,0,0,0,0,0,5,8,8,0,0,0,0,0,0,0,0,0,3,8,9,4,4,8,0,0,0,26,38,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,20,55,0,0,0,0,0,0,33,25,57,18,3,24,82,69,154
SAL41650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,3,7,0,0,0,6,7,16
SAL41651,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,9,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,8,0,0,0,0,0,0,8,3,8,0,0,0,16,14,30
SAL41652,0,0,0,4,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,8,13,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,0,0,0,0,0,4,3,6,0,0,4,13,16,27
SAL41653,0,0,0,0,5,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,5,3,4,0,3,4,0,0,0,8,13,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,21,52,0,5,5,0,0,0,32,21,47,0,0,0,40,33,75
SAL41654,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,0,9,8,14,6,4,13,18,11,30
SAL41655,0,0,0,4,7,13,0,0,0,0,0,0,0,0,0,12,6,23,0,0,0,0,0,0,0,0,0,0,4,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,3,4,3,4,9,0,0,0,31,30,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,14,54,0,0,0,0,0,0,39,16,53,7,5,13,77,60,132
SAL41656,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,14
SAL41657,3,4,11,41,45,85,0,0,0,6,13,20,3,5,6,87,90,179,0,0,0,6,8,9,0,0,0,0,0,0,9,17,22,0,0,0,0,3,5,14,12,21,26,16,47,0,0,0,5,4,11,29,31,56,8,11,16,0,0,0,226,252,473,0,0,0,4,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,347,320,675,10,3,14,0,0,0,361,323,685,61,55,121,659,633,1293
SAL41658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,15,31,0,0,0,0,0,0,17,18,29,0,0,0,20,18,41
SAL41659,0,0,0,13,20,37,0,0,0,0,6,3,0,0,0,31,49,76,0,0,5,0,0,6,0,0,0,0,0,0,17,24,45,0,0,0,0,0,3,0,3,6,0,0,0,0,0,0,0,0,0,43,54,102,5,9,17,0,0,0,124,160,285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,123,131,252,0,0,0,0,0,0,123,131,252,21,19,47,278,312,594
SAL41660,0,0,0,3,3,7,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,9,5,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,21,13,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,10,11,21,0,0,0,28,27,51
SAL41661,0,0,0,4,4,9,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,6,3,12,0,0,0,19,15,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,29,54,0,0,0,0,0,0,29,26,55,0,5,4,50,47,95
SAL41662,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,14,5,0,4,0,0,0,18,17,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,16,28,0,0,0,0,0,0,14,16,28,0,0,3,40,28,72
SAL41663,31,38,67,299,381,683,0,0,0,71,114,188,0,0,0,613,718,1333,4,4,5,33,43,79,7,16,25,11,12,24,102,102,200,0,0,0,13,16,29,71,68,140,33,36,70,18,31,48,25,21,42,146,189,332,88,147,236,17,21,43,1549,1917,3468,34,25,58,44,38,85,0,3,3,0,0,0,22,24,41,15,17,33,34,40,76,1922,1819,3748,17,7,26,3,9,10,1940,1838,3780,179,154,328,3821,4050,7865
SAL41664,0,0,0,9,6,9,0,0,0,0,0,0,0,0,0,6,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,14,20,3,3,4,0,0,0,21,27,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,38,0,0,3,0,0,0,20,18,39,7,9,13,49,53,98
SAL41665,0,0,0,3,10,11,0,0,0,3,0,3,0,0,0,9,4,17,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,11,6,12,0,6,8,0,0,0,37,25,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,34,61,3,0,3,0,0,0,29,33,68,8,8,11,80,68,147
SAL41666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,0,0,0,0,6,0,4,0,0,0,8,0,6
SAL41667,0,0,0,20,30,48,0,0,0,5,10,14,0,0,0,66,73,136,0,0,0,5,0,4,0,0,0,0,0,0,5,6,10,0,0,0,0,0,0,0,7,6,10,12,22,0,0,0,0,0,0,15,24,32,4,0,10,0,0,0,130,155,289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,205,203,416,0,0,0,0,0,0,205,203,416,44,71,113,381,436,817
SAL41668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,8,0,0,0,0,0,0,3,4,8,0,0,0,9,8,16
SAL41669,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,85,92,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,87,89,185,0,0,0,0,0,0,0,0,0,9,8,14,0,0,0,0,0,0,9,8,14,22,20,37,0,0,0,0,0,0,21,20,38,36,38,71,158,158,313
SAL41670,0,0,0,6,3,8,0,0,0,0,0,0,0,0,0,4,14,15,0,0,0,0,0,0,0,0,0,0,0,0,6,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,21,23,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,32,69,0,0,0,0,0,0,35,32,69,4,4,11,58,61,120
SAL41671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,4,6
SAL41672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,3,3
