SAL_CODE_2021,P_NS_0_14,P_NS_15_24,P_NS_25_34,P_NS_35_44,P_NS_45_54,P_NS_55_64,P_NS_65_74,P_NS_75_84,P_NS_85_over,P_NS_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85_over,P_Tot_Tot
SAL40774,6,0,4,0,4,0,7,0,0,21,58,22,35,20,34,42,28,10,6,255
SAL40775,40,24,24,34,43,45,24,17,22,273,956,656,641,756,799,787,632,472,298,5997
SAL40776,0,0,0,0,0,0,5,0,0,5,11,3,12,7,13,22,23,0,0,91
SAL40777,0,0,0,0,0,0,0,0,0,0,18,9,7,5,5,5,0,0,0,49
SAL40778,7,0,3,0,4,5,0,0,0,19,74,47,23,34,66,54,30,8,3,339
SAL40779,4,0,0,0,0,0,0,0,0,4,4,3,5,0,6,3,3,0,0,24
SAL40780,0,0,3,0,4,0,4,0,0,11,9,12,8,13,17,31,28,7,0,125
SAL40781,9,5,3,5,4,10,9,0,4,49,135,59,59,91,79,98,99,26,7,653
SAL40782,0,0,0,0,3,3,0,0,0,6,3,0,3,4,9,6,4,0,0,29
SAL40783,0,0,0,0,5,0,5,0,0,10,3,0,0,7,4,0,3,0,0,17
SAL40784,5,0,0,0,0,0,0,0,0,5,12,3,7,0,7,3,0,0,0,32
SAL40785,3,4,0,0,3,3,0,0,0,13,34,29,10,25,31,35,23,14,0,201
SAL40786,7,0,0,0,3,4,4,0,0,18,83,58,27,49,88,102,81,24,9,521
SAL40787,5,7,5,6,7,6,7,4,4,51,30,17,22,22,22,32,32,14,4,195
SAL40788,12,11,6,7,13,22,17,4,0,92,401,234,182,268,296,335,264,148,52,2180
SAL40789,63,37,30,37,42,29,49,36,15,338,845,443,493,465,548,592,652,455,193,4686
SAL40790,23,11,12,14,16,9,11,8,4,108,181,97,98,103,137,125,96,51,19,907
SAL40791,16,4,6,6,9,16,10,3,0,70,100,58,69,68,84,110,90,38,10,627
SAL40792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,4,0,16
SAL40793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40794,29,13,20,15,23,18,19,8,4,149,383,227,220,267,297,325,265,134,33,2151
SAL40795,3,0,0,0,0,0,3,0,0,6,35,17,20,20,30,35,38,23,3,221
SAL40796,18,8,5,10,8,7,6,4,0,66,45,42,33,29,38,59,58,28,10,342
SAL40797,0,0,0,3,4,0,0,0,0,7,20,16,3,16,14,5,10,5,0,89
SAL40798,0,5,0,0,0,3,0,0,0,8,0,5,0,0,0,4,3,0,0,12
SAL40799,20,16,12,15,10,15,21,7,4,120,213,145,162,144,207,250,207,70,11,1409
SAL40800,10,3,4,5,3,11,4,4,0,44,75,54,51,49,70,102,69,34,7,511
SAL40801,0,4,0,0,3,7,0,0,0,14,23,18,8,12,19,23,4,0,0,107
SAL40802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,0,0,13
SAL40803,0,0,0,0,0,0,0,0,0,0,8,6,3,0,4,3,0,6,0,30
SAL40804,3,0,0,0,0,0,0,0,0,3,21,7,11,6,10,15,14,0,0,84
SAL40805,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,10,0,0,18
SAL40806,66,69,57,59,66,60,35,40,13,465,1652,1214,1238,1427,1291,1031,857,619,371,9700
SAL40807,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,7
SAL40808,32,24,16,14,16,21,16,8,13,160,215,115,118,125,147,212,162,147,68,1309
SAL40809,0,0,0,0,0,0,0,0,0,0,8,0,0,3,0,0,4,0,0,15
SAL40810,0,0,0,0,0,0,0,0,0,0,6,3,5,6,9,8,0,6,0,43
SAL40811,29,17,22,23,9,9,12,8,0,129,198,111,164,144,102,149,84,62,18,1032
SAL40812,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL40813,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,3,0,13
SAL40814,20,7,7,4,16,11,17,6,0,88,445,348,202,295,406,373,365,182,106,2722
SAL40815,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,18,5,0,0,28
SAL40816,0,0,0,0,5,0,0,0,0,5,19,5,13,8,8,3,0,0,0,56
SAL40817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40818,5,0,0,3,0,0,0,0,0,8,10,6,0,9,12,14,9,0,0,60
SAL40819,11,7,13,9,14,11,4,0,3,72,224,178,198,191,179,204,120,54,46,1394
SAL40820,53,29,33,21,29,31,53,36,9,294,403,237,211,212,339,453,600,353,114,2922
SAL40821,0,0,0,0,4,6,0,0,0,10,19,10,18,12,16,23,26,8,3,135
SAL40822,60,51,53,66,47,32,17,7,4,337,878,710,682,767,625,429,311,150,62,4614
SAL40823,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,9
SAL40824,0,5,0,0,0,0,0,3,0,8,6,0,0,5,9,5,3,9,0,37
SAL40825,5,0,0,4,0,0,0,0,0,9,29,11,10,22,21,17,15,5,0,130
SAL40826,0,0,0,0,0,5,0,0,0,5,17,7,9,7,11,7,7,6,0,71
SAL40827,0,0,0,0,0,4,0,0,0,4,26,4,19,15,12,15,13,4,0,108
SAL40828,20,12,27,30,24,19,9,8,4,153,365,283,582,391,285,285,212,163,79,2645
SAL40829,24,23,12,23,18,26,15,11,0,152,378,246,161,281,323,367,318,165,43,2282
SAL40830,28,34,34,16,24,26,23,15,18,218,508,544,591,462,425,419,445,430,278,4102
SAL40831,0,5,0,7,6,11,0,5,0,34,24,20,19,22,25,62,22,12,0,206
SAL40832,0,0,0,0,0,5,0,0,0,5,5,6,0,7,6,9,3,3,0,39
SAL40833,4,3,0,3,10,7,12,12,0,51,4,3,7,3,11,11,18,17,0,74
SAL40834,0,0,5,0,3,0,0,0,0,8,3,0,11,3,8,5,0,0,0,30
SAL40835,17,14,18,14,8,10,3,10,8,102,250,259,391,317,207,173,132,114,109,1952
SAL40836,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL40837,0,0,0,0,0,3,0,0,0,3,21,9,5,13,13,19,8,3,4,95
SAL40838,0,0,3,0,3,3,6,0,0,15,6,6,8,6,16,8,13,3,0,66
SAL40839,0,0,3,0,0,6,0,0,3,12,122,82,57,100,87,68,54,58,24,652
SAL40840,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6
SAL40841,11,4,4,11,9,26,13,3,0,81,177,147,120,141,183,227,149,46,23,1213
SAL40842,3,0,0,0,0,3,0,0,0,6,17,9,4,14,8,8,4,8,7,79
SAL40843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40844,103,94,114,124,72,65,37,4,10,623,2571,2157,2663,2335,1706,1243,739,272,114,13800
SAL40845,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40846,15,3,7,9,11,15,4,3,3,70,242,166,205,202,214,223,124,83,43,1502
SAL40847,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,18
SAL40848,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,5,6,0,0,19
SAL40849,9,3,8,13,6,23,35,24,6,127,216,130,97,172,181,258,502,380,134,2070
SAL40850,0,0,3,0,0,0,7,0,0,10,8,4,12,6,13,13,14,0,0,70
SAL40851,22,20,15,12,22,15,10,3,0,119,365,207,119,244,271,191,145,72,9,1623
SAL40852,32,27,17,34,23,39,36,35,18,261,547,353,282,396,510,632,642,503,196,4061
SAL40853,42,21,21,27,21,28,16,4,0,180,363,146,240,257,216,256,153,63,16,1710
SAL40854,8,10,0,5,3,16,4,3,3,52,205,206,60,107,174,201,126,84,15,1178
SAL40855,0,0,0,5,0,5,3,0,0,13,67,40,28,41,38,61,49,19,5,348
SAL40856,4,0,3,10,5,6,3,7,0,38,63,27,29,36,43,51,52,29,12,342
SAL40857,24,11,13,27,12,11,10,9,5,122,441,231,336,369,261,252,201,130,94,2315
SAL40858,0,5,0,0,0,0,0,0,0,5,10,5,5,0,4,5,0,3,0,32
SAL40859,30,15,14,23,23,18,21,15,11,170,157,74,120,112,96,193,195,132,49,1128
SAL40860,0,0,0,0,0,0,0,0,0,0,0,3,5,0,3,4,0,0,0,15
SAL40861,0,0,0,0,0,0,0,0,0,0,7,0,3,4,7,0,4,4,0,29
SAL40862,4,0,0,4,3,0,0,0,0,11,18,6,4,9,14,10,8,4,0,73
SAL40863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
SAL40864,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,0,0,0,9
SAL40865,4,0,0,0,0,0,0,0,0,4,14,3,0,5,8,5,5,0,0,40
SAL40866,4,0,0,0,0,0,0,0,0,4,15,8,3,10,10,4,12,3,0,65
SAL40867,0,0,6,0,3,0,0,0,0,9,14,7,17,7,7,30,8,9,0,99
SAL40868,0,0,0,4,0,0,0,0,0,4,0,0,0,6,4,0,4,0,0,14
SAL40869,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,6
SAL40870,15,18,7,7,9,18,12,10,0,96,206,121,100,142,177,221,217,91,19,1294
SAL40871,0,0,0,0,0,0,0,0,0,0,6,0,0,6,5,4,4,0,0,25
SAL40872,4,9,0,8,5,11,4,0,0,41,94,45,24,67,58,47,35,11,0,381
SAL40873,10,7,13,9,9,15,26,0,0,89,116,74,88,75,121,199,215,64,15,967
SAL40874,43,38,51,50,30,28,22,9,0,271,565,640,975,604,616,536,322,177,91,4526
SAL40875,0,0,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,0,0,14
SAL40876,0,0,0,0,0,0,0,0,0,0,7,5,4,9,6,13,12,0,0,56
SAL40877,3,5,0,4,3,3,4,0,0,22,17,18,6,16,29,24,19,3,0,132
SAL40878,47,56,43,42,52,60,52,46,25,423,752,592,432,498,664,789,754,422,210,5113
SAL40879,20,13,3,7,16,19,12,9,3,102,377,301,165,223,324,321,264,161,38,2174
SAL40880,0,0,0,3,0,0,0,0,0,3,19,9,10,13,11,4,3,0,0,69
SAL40881,0,0,3,0,0,0,0,0,0,3,69,57,67,31,30,20,4,3,0,281
SAL40882,0,0,0,0,0,0,0,0,0,0,6,0,3,6,5,5,4,4,0,33
SAL40883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL40884,0,0,0,0,0,0,0,0,0,0,5,3,0,0,4,6,9,0,0,27
SAL40885,0,3,0,0,4,3,0,5,0,15,27,10,10,16,21,18,11,8,0,121
SAL40886,10,4,5,5,11,7,14,12,5,73,152,60,82,94,98,143,189,127,65,1010
SAL40887,10,3,0,0,4,9,0,0,0,26,28,14,16,16,28,32,9,18,6,167
SAL40888,0,0,0,0,6,5,0,0,0,11,29,9,17,24,33,38,48,16,4,218
SAL40889,0,0,0,4,0,0,0,0,0,4,3,3,0,3,0,0,6,0,0,15
SAL40890,0,0,0,0,0,0,0,0,0,0,4,0,0,0,14,15,5,3,0,41
SAL40891,5,3,6,7,7,7,5,5,0,45,284,262,166,207,278,238,213,129,49,1826
SAL40892,0,0,0,0,0,0,0,0,0,0,13,3,6,0,8,6,0,0,0,36
SAL40893,53,56,56,54,64,46,30,19,17,395,852,732,1023,826,641,633,551,365,134,5757
SAL40894,0,0,0,0,0,0,0,0,0,0,8,0,9,0,0,4,0,0,0,21
SAL40895,30,23,25,23,28,33,21,10,3,196,613,377,397,422,451,509,382,136,35,3322
SAL40896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL40897,0,6,0,7,3,0,5,0,0,21,33,33,17,30,30,40,30,10,0,223
SAL40898,53,45,70,58,38,22,26,28,20,360,837,687,1010,817,592,546,504,425,165,5583
SAL40899,79,42,41,69,62,50,47,12,6,408,1353,754,777,1024,918,885,851,334,92,6988
SAL40900,60,34,31,42,33,25,31,15,5,276,1034,631,675,858,709,634,750,316,102,5709
SAL40901,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,8,4,0,0,26
SAL40902,6,0,0,3,3,0,0,0,0,12,37,14,22,24,32,45,17,10,0,201
SAL40903,0,0,0,0,3,0,0,0,0,3,25,24,7,24,25,21,23,3,0,152
SAL40904,12,11,3,10,12,7,7,4,0,66,167,135,105,109,180,211,135,54,9,1105
SAL40905,0,0,0,0,0,0,0,0,0,0,28,15,4,17,23,9,20,14,0,130
SAL40906,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4
SAL40907,3,3,0,4,3,3,0,0,0,16,63,53,23,32,49,52,48,10,11,341
SAL40908,0,0,0,0,0,0,0,0,0,0,8,0,0,4,0,4,6,0,0,22
SAL40909,0,0,0,0,0,0,3,0,0,3,20,11,11,6,17,9,12,8,0,94
SAL40910,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4
SAL40911,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,11
SAL40912,0,4,0,0,0,0,0,0,0,4,3,6,0,0,7,3,0,0,3,22
SAL40913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,7
SAL40914,5,3,8,0,12,13,12,4,3,60,52,42,44,44,66,128,124,82,44,626
SAL40915,26,22,9,11,13,38,48,23,6,196,340,172,198,171,291,409,642,337,68,2628
SAL40916,3,0,4,0,4,9,0,5,0,25,23,14,14,10,31,37,35,15,4,183
SAL40917,8,42,144,219,133,83,62,17,0,708,141,134,182,314,251,180,143,51,13,1409
SAL40918,0,0,0,0,0,0,0,0,0,0,14,12,7,4,12,12,5,0,0,66
SAL40919,0,3,0,9,5,4,0,0,0,21,32,17,6,20,28,41,16,7,5,172
SAL40920,8,0,3,0,9,3,0,0,0,23,16,6,11,13,22,40,36,17,0,161
SAL40921,0,0,0,0,0,0,0,0,0,0,11,11,6,13,14,6,4,4,0,69
SAL40922,0,0,0,0,0,0,0,0,0,0,4,0,6,0,0,11,4,0,0,25
SAL40923,5,6,4,4,4,10,11,9,0,53,71,33,37,49,60,100,100,53,7,510
SAL40924,0,0,0,0,0,0,0,0,0,0,6,0,4,0,0,3,0,0,0,13
SAL40925,320,236,240,220,220,184,157,96,40,1713,3972,2740,3391,3003,2975,2872,2935,1609,509,24006
SAL40926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40927,24,19,32,35,15,22,19,11,7,184,524,420,651,518,352,393,374,247,212,3691
SAL40928,0,0,0,0,0,0,0,0,0,0,14,0,3,7,0,0,3,5,0,32
SAL40929,0,0,0,0,0,0,0,0,0,0,7,0,0,9,0,3,0,0,0,19
SAL40930,4,0,0,0,0,0,5,0,0,9,29,10,3,24,26,22,18,9,0,141
SAL40931,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,10
SAL40932,255,141,159,161,132,100,86,47,29,1110,3637,2298,2750,2479,2221,1792,1766,1007,384,18334
SAL40933,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,6
SAL40934,0,0,0,0,0,0,0,0,0,0,31,18,8,14,32,32,18,13,0,166
SAL40935,0,0,0,0,0,4,0,0,0,4,19,13,4,5,21,24,12,9,3,110
SAL40936,0,3,0,0,0,0,0,0,0,3,14,15,10,8,28,27,20,0,0,122
SAL40937,3,0,4,3,0,5,0,0,0,15,18,8,16,8,16,25,15,5,0,111
SAL40938,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,6
SAL40939,7,4,0,5,12,5,10,0,0,43,51,37,16,39,51,67,70,25,9,365
SAL40940,3,3,6,4,0,0,3,0,0,19,9,3,5,11,3,4,11,0,0,46
SAL40941,17,5,8,10,13,17,12,3,0,85,326,189,156,205,229,209,197,53,6,1570
SAL40942,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10
SAL40943,0,0,0,0,0,0,3,0,0,3,28,10,14,18,15,23,26,12,0,146
SAL40944,0,0,0,0,0,0,0,0,0,0,10,6,9,3,3,4,0,0,0,35
SAL40945,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,10
SAL40946,0,0,0,0,4,0,0,0,3,7,12,0,0,10,10,9,18,0,4,63
SAL40947,405,258,236,233,268,223,218,175,113,2129,4573,3008,3192,2869,3113,3243,2949,1847,799,25593
SAL40948,0,0,0,0,0,3,0,0,0,3,48,28,3,26,45,53,43,27,4,277
SAL40949,0,0,0,0,3,0,0,0,0,3,6,3,0,9,14,5,0,8,0,45
SAL40950,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,11
SAL40951,0,0,0,0,0,0,0,0,0,0,34,15,7,25,24,22,16,11,3,157
SAL40952,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
SAL40953,0,0,0,0,5,0,0,0,0,5,28,22,10,16,28,14,14,12,5,149
SAL40954,0,0,0,0,7,0,0,0,0,7,4,5,5,3,19,13,8,0,0,57
SAL40955,0,0,0,0,0,0,0,0,0,0,6,3,3,0,6,10,4,0,0,32
SAL40956,0,0,0,0,4,0,3,0,0,7,7,16,0,6,16,8,18,0,0,71
SAL40957,0,0,0,3,0,4,0,0,0,7,14,0,4,5,10,10,7,3,6,59
SAL40958,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,7
SAL40959,5,0,0,4,4,4,0,4,0,21,86,56,25,50,72,79,60,24,11,463
SAL40960,11,3,11,14,7,17,15,11,9,98,180,75,115,118,150,164,149,79,35,1065
SAL40961,10,11,0,5,10,7,0,0,0,43,71,26,20,33,41,32,29,6,7,265
SAL40962,0,0,0,0,0,0,0,0,0,0,3,0,0,5,0,3,0,0,0,11
SAL40963,0,0,0,0,0,0,0,0,0,0,12,11,11,6,3,5,3,3,0,54
SAL40964,19,7,0,5,15,15,4,3,0,68,127,96,55,95,127,153,81,32,11,777
SAL40965,0,0,0,0,0,0,0,0,0,0,10,0,4,4,0,0,6,0,0,24
SAL40966,0,0,0,0,0,5,3,0,0,8,3,0,0,0,0,7,4,0,0,14
SAL40967,0,0,0,0,0,0,3,0,0,3,19,3,3,8,12,9,7,0,0,61
SAL40968,3,0,7,0,0,0,0,0,0,10,18,6,18,4,8,11,11,0,0,76
SAL40969,0,3,0,0,5,0,0,0,0,8,5,9,7,3,9,5,0,0,0,38
SAL40970,3,7,9,0,14,15,4,3,5,60,25,42,11,14,64,70,33,10,5,274
SAL40971,0,0,3,0,0,0,0,0,0,3,3,0,5,3,0,3,3,0,0,17
SAL40972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40973,0,0,0,0,3,0,0,0,0,3,3,3,0,0,3,3,5,3,0,20
SAL40974,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL40975,0,0,6,0,0,3,0,0,0,9,25,5,23,9,11,26,22,14,5,140
SAL40976,3,6,3,5,10,5,0,3,0,35,62,42,47,31,63,80,64,28,9,426
SAL40977,0,0,0,3,0,0,4,0,0,7,30,9,8,8,15,10,9,0,0,89
SAL40978,0,0,0,0,0,0,0,0,0,0,4,4,3,3,0,0,0,0,0,14
SAL40979,103,60,59,46,38,18,17,5,6,352,1134,670,930,667,474,401,309,105,35,4725
SAL40980,3,0,0,0,0,4,5,0,0,12,27,22,24,10,25,34,24,15,3,184
SAL40981,140,66,107,69,30,24,12,0,0,448,2216,1075,1745,1032,653,489,259,91,12,7572
SAL40982,0,0,0,0,3,0,4,0,0,7,11,3,3,3,17,15,34,14,0,100
SAL40983,4,0,3,0,0,0,0,0,0,7,23,4,17,7,9,6,4,4,0,74
SAL40984,0,0,0,0,0,0,0,0,0,0,7,8,3,0,7,6,0,0,0,31
SAL40985,0,0,3,0,5,3,0,0,0,11,0,0,8,0,3,3,0,0,0,14
SAL40986,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,5,5,0,0,10
SAL40987,272,195,316,299,224,177,124,93,41,1741,2543,1717,1984,1716,1730,1845,1715,1282,514,15046
SAL40988,13,10,10,6,19,12,8,6,0,84,170,147,126,126,161,202,162,87,17,1198
SAL40989,0,5,0,0,0,0,0,0,0,5,22,15,5,18,29,15,11,22,5,142
SAL40990,6,0,0,3,3,0,0,5,0,17,41,9,12,26,26,31,14,5,3,167
SAL40991,0,0,0,0,5,3,0,0,0,8,6,5,0,6,10,13,4,13,0,57
SAL40992,0,5,0,4,5,0,4,0,0,18,24,31,16,20,40,36,29,4,0,200
SAL40993,0,0,0,0,0,0,0,0,0,0,5,0,4,4,3,0,4,4,0,24
SAL40994,0,0,0,0,0,0,0,0,0,0,3,8,4,5,9,4,0,0,3,36
SAL40995,11,12,12,12,21,8,10,6,0,92,163,142,62,133,171,171,147,59,18,1066
SAL40996,12,8,0,3,17,7,4,0,0,51,100,47,57,51,65,98,59,19,10,506
SAL40997,17,8,4,10,16,10,0,0,0,65,172,88,89,97,110,105,62,39,3,765
SAL40998,0,0,0,0,0,0,0,0,0,0,7,0,0,6,9,13,13,3,0,51
SAL40999,10,15,10,15,22,19,13,30,35,169,432,298,208,302,377,322,387,406,420,3152
SAL41000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41001,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3
SAL41002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4
SAL41003,12,21,17,14,12,19,5,4,0,104,426,281,270,314,341,297,205,74,28,2236
SAL41004,0,0,0,0,0,0,0,0,0,0,7,8,3,3,7,10,5,0,0,43
SAL41005,81,38,62,40,47,39,26,15,3,351,1170,616,784,695,744,622,495,173,33,5332
SAL41006,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,7,0,0,0,13
SAL41007,0,0,0,6,5,0,4,0,0,15,41,20,18,32,38,39,38,16,0,242
SAL41008,5,0,0,3,3,10,4,0,0,25,93,41,46,59,56,89,71,36,11,502
SAL41009,0,0,0,0,0,0,0,0,0,0,18,16,3,9,12,7,7,0,0,72
SAL41010,23,7,9,13,14,4,3,3,0,76,136,75,45,78,90,100,90,44,5,663
SAL41011,97,50,71,73,51,57,51,59,23,532,1155,626,823,846,713,718,664,467,198,6210
SAL41012,0,0,0,0,0,0,0,0,0,0,17,3,0,6,11,8,12,0,0,57
SAL41013,15,3,10,0,0,4,0,0,0,32,39,14,39,18,10,39,19,11,0,189
SAL41014,0,0,0,0,0,0,0,0,0,0,6,0,6,3,8,7,0,0,0,30
SAL41015,0,0,0,0,0,0,0,0,0,0,16,9,9,3,18,21,6,0,0,82
SAL41016,0,0,0,0,0,0,3,0,0,3,5,5,0,4,0,0,7,0,0,21
SAL41017,3,0,0,4,0,0,0,0,0,7,34,17,6,14,26,39,33,10,0,179
SAL41018,0,0,0,0,0,0,0,7,0,7,15,4,10,7,8,18,28,10,0,100
SAL41019,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,5,8,0,0,25
SAL41020,6,5,0,0,9,0,0,0,4,24,20,6,11,9,23,28,24,3,4,128
SAL41021,9,10,8,6,11,6,11,3,5,69,274,209,121,175,221,196,185,112,31,1524
SAL41022,0,0,0,0,0,0,0,0,0,0,8,0,4,3,5,10,3,4,0,37
SAL41023,14,4,15,9,5,17,9,20,3,96,317,203,257,248,194,194,166,210,123,1912
SAL41024,5,13,10,7,9,7,3,0,0,54,47,76,133,100,99,111,61,25,0,652
SAL41025,0,0,0,0,0,0,0,3,0,3,13,11,6,8,16,22,3,5,0,84
SAL41026,19,11,4,15,11,12,10,4,9,95,253,149,110,177,173,170,155,86,19,1292
SAL41027,0,0,0,0,0,0,0,0,0,0,4,5,0,5,0,0,0,0,0,14
SAL41028,0,0,0,0,0,0,0,0,0,0,14,3,9,8,5,9,3,3,0,54
SAL41029,29,33,39,32,33,25,30,20,9,250,767,602,786,656,667,640,504,367,127,5116
SAL41030,0,0,0,0,0,0,0,0,0,0,9,10,9,3,6,7,12,0,0,56
SAL41031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4
SAL41032,5,0,0,3,4,0,0,4,0,16,37,9,17,25,20,46,39,18,9,220
SAL41033,3,0,0,0,4,0,0,0,0,7,22,9,10,13,5,12,5,0,0,76
SAL41034,0,3,0,0,3,0,0,0,0,6,9,35,32,41,26,24,25,10,15,217
SAL41035,68,35,25,28,42,32,28,11,3,272,743,480,522,501,510,531,445,246,56,4034
SAL41036,0,0,0,0,0,4,0,0,0,4,8,0,0,3,4,9,10,5,0,39
SAL41037,12,0,9,10,11,23,29,12,8,114,232,116,93,152,180,379,513,233,62,1960
SAL41038,31,165,70,53,46,52,56,42,57,572,506,1392,1124,750,632,732,863,544,287,6830
SAL41039,5,3,4,12,13,17,12,9,3,78,90,38,51,83,74,129,121,67,16,669
SAL41040,0,0,0,0,0,0,0,4,0,4,4,0,0,0,4,0,0,3,0,11
SAL41041,15,7,17,11,33,65,66,14,5,233,418,281,140,297,371,434,429,223,73,2666
SAL41042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5
SAL41043,42,36,25,28,52,62,47,17,3,312,723,536,507,619,692,1045,976,373,116,5587
SAL41044,12,5,3,0,0,10,22,20,30,102,62,23,28,35,39,84,142,118,71,602
SAL41045,18,20,21,33,12,9,8,19,14,154,496,428,589,478,371,320,305,283,339,3609
SAL41046,3,9,5,3,8,5,5,5,0,43,59,28,34,35,39,61,55,20,11,342
SAL41047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,3,14
SAL41048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41049,5,4,3,3,4,4,3,0,0,26,51,36,41,24,40,50,34,12,4,292
SAL41050,64,103,339,299,142,69,24,19,4,1063,875,554,1056,1015,552,407,314,198,73,5044
SAL41051,27,15,11,14,17,10,14,5,0,113,704,383,350,510,485,353,253,119,26,3183
SAL41052,5,0,5,5,6,3,5,5,0,34,113,56,55,68,105,69,54,23,4,547
SAL41053,44,56,83,51,52,53,37,21,10,407,756,716,1162,885,698,789,780,433,136,6355
SAL41054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL41055,29,24,17,15,20,17,12,19,8,161,397,374,199,262,282,356,312,253,77,2512
SAL41056,3,0,8,8,5,0,5,0,0,29,3,3,16,17,14,3,9,0,0,65
SAL41057,0,0,0,0,0,0,0,0,0,0,7,7,11,3,9,5,0,0,0,42
SAL41058,58,52,39,43,52,39,46,28,19,376,1102,754,737,830,834,843,948,603,244,6895
SAL41059,0,0,0,0,0,0,0,0,0,0,7,5,0,0,5,10,4,0,0,31
SAL41060,5,0,0,3,0,0,0,0,0,8,11,0,3,9,8,0,3,0,0,34
SAL41061,20,10,16,22,15,12,7,9,0,111,490,273,404,398,334,315,300,191,21,2726
SAL41062,26,11,12,21,16,19,18,12,0,135,277,172,250,240,227,226,266,149,33,1840
SAL41063,13,5,6,4,9,7,3,0,0,47,17,9,12,14,20,11,7,4,0,94
SAL41064,22,6,4,5,15,13,11,0,0,76,147,88,77,91,122,148,119,53,10,855
SAL41065,24,23,25,26,23,21,19,14,6,181,548,431,446,465,511,452,408,225,89,3575
SAL41066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL41067,31,33,38,33,27,23,23,5,8,221,452,490,753,519,417,377,420,250,271,3949
SAL41068,6,3,6,7,14,6,8,5,0,55,72,51,41,53,71,76,77,29,3,473
SAL41069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
