SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL10147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,5,11,0,6,4,0,0,29
SAL10148,0,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4,0,0,7,7,11,33,40,48,52,37,12,3,247
SAL10149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,4,0,0,16
SAL10150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,0,0,3,0,0,13
SAL10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,16,8,13,0,0,47
SAL10152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,10,13,6,4,0,44
SAL10153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,14,3,3,0,13,6,9,7,0,0,38
SAL10154,0,0,0,6,0,3,14,15,16,51,0,0,0,3,0,3,0,0,3,11,9,13,24,26,32,33,20,30,11,199,149,367,849,1205,1284,944,668,506,161,6129
SAL10155,0,0,0,0,0,0,4,3,15,21,0,0,0,0,0,0,0,0,0,6,3,0,3,8,10,11,7,5,9,63,77,175,140,382,674,484,315,134,87,2465
SAL10156,0,0,0,0,19,16,50,72,34,197,0,0,3,7,6,11,3,5,3,40,9,15,17,22,24,19,29,40,16,194,134,331,597,727,727,748,640,461,128,4495
SAL10157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,6,0,4,0,0,0,14
SAL10158,0,0,0,0,0,4,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,4,0,0,18,3,0,14,10,22,23,24,4,5,110
SAL10159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,0,0,19
SAL10160,0,0,0,0,0,0,4,3,0,5,0,0,0,0,0,0,0,0,0,0,0,3,5,6,4,10,10,5,0,43,0,3,13,22,15,21,41,14,0,130
SAL10161,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,8,8,10,10,10,7,24,10,0,0,77
SAL10162,0,0,0,0,0,0,3,3,0,9,0,0,0,0,0,0,0,0,0,3,0,3,0,7,0,5,0,0,0,27,5,14,32,22,31,33,30,12,5,187
SAL10163,0,4,10,16,30,55,104,126,153,497,3,0,11,6,7,3,11,0,8,52,20,9,70,58,60,86,141,166,199,818,182,376,881,932,1002,1266,1572,1265,900,8380
SAL10164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL10165,0,0,0,4,9,24,23,41,22,127,0,0,0,6,4,0,3,3,9,26,18,17,57,87,58,55,46,45,17,388,144,395,1292,1784,1709,1340,1050,522,136,8376
SAL10166,0,0,0,0,0,4,3,3,0,10,0,0,0,0,0,0,0,0,0,0,6,3,11,10,22,21,14,10,11,96,32,67,219,252,324,279,231,118,33,1556
SAL10167,0,0,0,0,4,0,3,4,4,17,0,0,0,0,0,0,0,0,0,0,0,5,5,0,4,5,0,7,0,19,28,36,82,73,110,125,91,40,11,587
SAL10168,0,0,0,0,0,0,3,0,0,13,0,0,0,0,0,0,0,0,0,0,4,5,0,6,5,9,0,0,0,36,13,37,42,54,78,96,38,14,4,376
SAL10169,0,3,7,5,11,9,22,22,8,82,0,0,0,0,3,0,3,0,0,12,0,7,18,21,28,29,25,12,7,150,22,63,128,114,170,202,166,81,44,983
SAL10170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,0,4,11,0,6,0,32
SAL10171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10172,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,13,20,22,24,12,4,110
SAL10173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3
SAL10174,0,0,0,0,0,0,5,5,3,13,0,0,0,0,0,0,0,0,0,0,3,0,6,4,8,6,9,3,0,27,26,36,63,95,96,144,115,46,15,648
SAL10175,0,0,0,3,0,4,11,3,0,24,0,0,0,0,0,0,0,0,0,3,9,11,36,38,35,28,21,18,36,244,46,100,289,433,424,329,270,99,63,2059
SAL10176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,3,8,9,0,4,35
SAL10177,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,17,21,15,10,4,6,85
SAL10178,0,0,4,0,0,3,12,30,20,71,0,0,0,4,0,0,0,3,0,10,3,0,0,13,20,16,19,26,47,155,143,312,419,739,717,707,808,269,155,4264
SAL10179,0,0,3,5,7,31,63,42,16,168,0,0,7,3,3,7,14,25,9,70,8,6,26,20,16,14,23,13,13,135,67,192,442,472,467,368,323,215,76,2622
SAL10180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,10,38,15,6,0,9,3,0,82,4,39,182,103,54,22,19,7,0,438
SAL10181,3,3,67,116,209,326,337,301,141,1511,0,18,67,79,132,260,204,150,99,1020,145,224,557,458,305,282,219,169,151,2509,871,2572,6402,4906,3903,3745,2417,1253,627,26705
SAL10182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,3,0,15,14,9,0,0,42
SAL10184,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,11,4,0,10,13,18,26,22,17,4,113
SAL10185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,5,4,0,16
SAL10186,4,5,20,18,31,64,171,204,134,652,0,0,0,6,3,3,10,4,9,41,44,38,90,78,98,73,87,204,229,957,382,759,1485,1604,1926,2055,2314,1972,936,13440
SAL10187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,9,3,0,31
SAL10188,0,0,0,6,0,0,0,4,3,13,0,0,0,0,0,0,0,4,0,4,4,3,4,6,15,20,3,0,0,60,25,124,189,141,205,195,122,62,15,1079
SAL10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,4,10,7,4,0,0,31,0,0,8,21,18,27,22,9,4,103
SAL10190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,7,3,3,0,16
SAL10191,0,0,0,3,0,9,17,15,8,57,0,0,0,0,0,0,0,0,0,0,3,5,12,10,11,20,24,12,4,104,11,28,66,73,84,122,121,69,36,611
SAL10192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,7,3,3,7,0,39,0,4,59,54,34,31,9,10,0,202
SAL10193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10194,0,0,0,0,3,6,23,19,19,69,0,0,0,0,0,0,0,3,0,3,7,9,0,7,8,10,8,4,3,49,129,344,387,429,633,687,381,122,63,3173
SAL10195,0,0,3,9,13,19,9,0,0,58,4,0,4,7,11,9,8,0,0,44,23,17,62,53,17,27,12,8,0,208,88,318,1140,1291,472,302,133,25,8,3769
SAL10196,0,0,4,3,0,12,19,36,18,91,0,0,0,3,0,5,3,10,0,23,7,4,11,8,7,10,6,5,5,55,67,130,274,284,345,306,218,143,59,1843
SAL10197,0,0,0,0,0,14,23,34,10,92,0,0,6,0,7,9,18,10,5,56,3,7,12,13,11,14,15,11,8,102,55,129,240,321,322,302,257,144,52,1823
SAL10198,0,0,0,6,0,6,10,3,10,33,0,0,0,0,0,0,0,0,0,0,3,5,3,4,5,0,6,4,0,27,16,23,43,42,72,70,65,26,17,366
SAL10199,0,0,9,5,10,18,62,34,11,149,0,0,0,0,0,3,3,0,3,10,11,11,15,22,21,28,43,31,14,193,139,252,454,544,612,564,497,299,78,3434
SAL10200,0,0,0,3,0,6,23,32,33,95,0,0,0,0,5,0,0,0,4,8,3,0,6,4,18,19,9,20,19,102,28,45,126,100,172,282,288,180,102,1327
SAL10201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10202,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,0,13,16,28,36,43,9,0,154
SAL10203,0,0,0,0,5,8,5,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,6,3,0,32,3,25,20,35,76,68,54,21,7,310
SAL10204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10205,0,0,4,5,9,17,18,0,4,59,0,0,0,0,0,4,0,0,0,7,0,0,0,5,0,5,13,3,0,33,57,110,240,228,226,247,204,54,14,1372
SAL10206,0,0,0,5,6,8,32,30,10,88,0,0,4,0,0,0,0,0,0,4,0,0,26,7,7,24,22,25,10,120,43,66,210,190,240,269,310,140,40,1515
SAL10207,0,5,3,5,8,19,37,38,16,119,0,0,0,0,0,0,0,9,4,8,5,0,4,9,15,19,20,28,11,117,24,32,95,93,148,237,248,196,62,1125
SAL10208,3,3,8,8,24,44,119,98,36,347,0,4,0,0,4,7,15,12,11,54,18,8,43,38,34,34,31,43,17,270,183,331,731,741,716,760,681,422,135,4701
SAL10209,0,0,0,0,4,5,9,3,8,21,0,0,0,0,0,0,0,0,0,3,4,3,0,3,5,0,15,3,0,37,25,45,47,66,122,112,114,37,14,585
SAL10210,0,0,0,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,3,4,16,14,21,22,27,4,0,115
SAL10211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,7,9,12,18,27,12,4,86
SAL10212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,3,0,0,0,11
SAL10213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,5,0,17,3,13,5,18,36,40,31,13,4,176
SAL10215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,13
SAL10216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,3,3,0,9,7,0,3,0,26
SAL10217,0,0,0,0,3,0,8,3,0,16,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,6,0,20,8,5,30,30,53,65,78,50,8,331
SAL10218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10219,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,5,6,5,22,16,18,40,10,3,0,127
SAL10220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3
SAL10221,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,3,0,0,0,15,0,6,12,11,25,18,15,5,6,105
SAL10222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7,4,0,0,0,4,6,4,0,0,15
SAL10223,0,0,0,3,3,14,17,13,7,55,0,0,0,0,0,0,0,0,0,0,5,5,5,4,12,19,14,17,6,82,38,62,167,146,200,245,211,139,57,1272
SAL10224,0,0,15,39,65,85,94,104,50,467,0,0,8,13,25,61,56,36,17,228,50,68,109,125,108,101,99,61,55,779,334,674,1311,1266,1159,1112,809,488,239,7376
SAL10225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5
SAL10226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,8,0,6,4,6,15,7,23,6,0,76
SAL10227,4,0,7,12,21,34,94,76,92,333,0,0,0,0,4,0,10,0,4,28,30,19,67,83,57,63,86,139,163,716,289,551,1341,1561,1376,1531,1477,991,616,9730
SAL10228,0,0,0,8,4,14,23,25,13,98,0,0,0,6,0,3,0,0,0,10,3,4,17,17,33,24,23,16,3,143,34,89,171,165,238,311,329,192,94,1633
SAL10229,0,0,3,4,8,5,25,28,12,91,0,0,0,0,3,0,4,0,0,7,11,12,22,13,25,19,23,27,10,162,35,68,175,133,205,235,258,205,71,1378
SAL10230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,3,0,4,0,12,13,0,0,0,37
SAL10231,0,5,8,17,18,32,54,71,69,265,0,4,10,4,10,4,6,4,0,39,15,46,78,60,41,61,44,63,42,442,166,664,1144,734,728,864,781,581,304,5963
SAL10232,0,0,0,0,12,0,16,10,19,62,0,0,0,0,0,0,0,0,0,3,9,0,18,17,16,16,17,14,3,99,27,49,115,123,172,198,193,100,45,1023
SAL10233,3,0,8,11,37,65,143,163,92,523,6,7,7,19,22,19,41,27,21,169,34,40,125,169,99,104,99,98,62,834,845,1848,3575,6559,5167,3871,3367,1978,692,27896
SAL10234,0,0,0,0,0,0,5,4,0,9,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,7,0,0,0,7,10,13,31,26,41,45,36,13,6,211
SAL10235,0,0,0,0,0,0,0,4,4,17,0,0,0,0,0,0,0,0,0,0,3,0,3,4,8,5,8,12,0,44,16,11,61,80,90,195,159,77,11,700
SAL10236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10237,0,0,0,0,0,4,13,18,26,50,0,0,0,0,0,0,0,5,9,12,6,6,3,6,16,27,33,62,52,220,78,145,184,250,465,533,613,630,305,3203
SAL10238,3,0,0,5,6,14,41,24,21,123,3,0,0,11,11,11,10,12,6,59,15,17,17,42,33,26,32,39,14,219,209,499,651,989,1241,1051,652,428,162,5877
SAL10239,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,4,3,16,5,5,6,0,5,0,39,10,104,353,246,131,96,51,10,3,1007
SAL10240,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,7,0,0,0,9,12,20,10,8,0,50
SAL10241,0,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,3,6,8,12,0,49
SAL10242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,5,0,0,14,10,7,29,42,8,4,106
SAL10243,0,0,0,4,7,4,34,23,9,80,0,0,0,3,3,8,4,3,0,23,10,5,17,19,26,16,11,11,7,112,301,641,744,1369,1623,1002,547,262,48,6537
SAL10244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,7,10,5,17,15,14,25,5,0,88
SAL10245,0,0,0,0,0,0,0,0,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,15,6,6,24,19,27,39,18,13,4,161
SAL10246,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,6,10,8,3,4,0,0,39
SAL10247,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,12,3,0,3,13,24,22,13,7,4,92
SAL10248,0,0,0,0,5,7,8,5,4,30,0,0,0,0,0,0,0,0,0,0,4,6,8,8,7,3,3,3,0,40,29,38,122,125,95,110,95,43,17,680
SAL10249,0,0,4,0,3,6,16,15,14,54,0,0,0,0,6,4,11,3,0,27,18,14,22,46,38,44,31,55,60,336,253,537,724,1335,1520,1263,1088,767,297,7788
SAL10250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10251,0,0,0,0,3,4,9,7,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,20,9,22,42,38,53,44,53,16,4,269
SAL10252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,0,3,6,4,0,26
SAL10253,4,0,6,13,24,38,43,65,37,234,0,0,0,0,0,0,3,4,0,14,26,19,39,42,36,49,53,59,74,405,132,256,551,545,558,683,572,413,198,3906
SAL10254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,9,8,3,20,17,15,10,4,9,3,88
SAL10255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,6,6,4,6,4,0,0,16
SAL10256,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,3,4,3,7,12,19,30,19,11,0,110
SAL10257,0,0,0,10,17,56,92,87,47,311,0,0,4,3,5,19,36,45,23,139,21,18,37,43,34,52,32,28,13,284,188,353,749,850,935,814,589,399,159,5037
SAL10258,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,9,0,3,19,28,33,28,21,4,0,136
SAL10259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11
SAL10260,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,6,4,4,4,16,16,22,13,0,3,85
SAL10261,0,0,0,0,0,10,0,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,17,19,30,64,62,78,84,68,25,0,434
SAL10262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,6,3,5,4,8,6,0,38
SAL10263,0,0,3,3,0,20,40,26,13,103,0,0,0,0,5,8,9,6,5,38,11,5,16,38,28,25,33,9,3,176,222,603,813,1176,1228,1238,847,279,79,6474
SAL10264,0,0,8,12,17,41,58,40,15,198,0,0,3,4,9,7,4,5,0,34,23,24,51,39,54,42,28,41,9,305,100,259,579,497,500,529,411,226,65,3172
SAL10265,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,10,0,3,7,4,25,23,14,12,0,94
SAL10266,0,0,0,0,0,4,3,3,0,5,0,0,0,0,0,0,0,0,0,0,4,6,0,0,7,4,7,6,0,29,9,12,23,36,33,41,42,14,4,206
SAL10267,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,4,5,3,3,7,6,28,32,13,0,101
SAL10268,0,0,4,6,6,10,33,12,4,78,0,0,3,0,0,0,4,0,0,13,6,0,14,16,5,8,13,11,9,89,87,145,340,284,266,280,230,76,27,1736
SAL10269,0,5,0,0,0,0,9,5,3,27,0,0,0,0,0,0,0,4,0,3,0,0,3,0,0,4,3,4,4,15,19,41,102,97,94,107,88,52,15,617
SAL10270,0,0,0,0,0,8,7,4,0,19,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,6,6,6,0,25,10,14,31,18,52,64,47,21,9,256
SAL10271,0,0,5,3,5,5,5,16,7,39,0,0,7,0,0,6,0,0,0,14,40,27,93,59,51,44,50,40,16,409,212,557,1593,1449,1409,1255,1079,555,177,8291
SAL10272,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,7,0,7,12,15,9,11,7,11,0,67
SAL10273,5,3,4,3,4,11,12,24,13,76,0,0,0,0,5,0,0,0,3,10,19,8,19,36,46,29,37,30,25,253,107,112,295,449,565,543,487,271,99,2930
SAL10274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,21,24,16,9,0,88
SAL10275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,8,3,0,3,0,0,0,21
SAL10276,4,5,14,16,16,36,49,54,53,237,3,0,0,5,0,5,9,0,0,18,20,20,50,35,34,55,54,85,80,432,188,365,796,733,870,1077,1033,620,321,6014
SAL10277,5,9,12,3,10,16,34,49,29,162,0,0,0,0,0,6,0,0,0,5,10,15,26,19,20,20,15,31,17,169,193,371,748,772,825,752,587,471,205,4928
SAL10278,0,0,3,6,9,9,6,7,5,40,0,0,0,0,0,0,0,0,0,3,3,0,6,3,8,4,12,5,4,44,37,77,115,96,175,169,138,65,23,882
SAL10279,0,0,5,21,61,118,231,239,102,778,0,4,15,14,34,67,81,110,61,380,45,89,215,200,144,150,130,104,88,1168,324,976,2209,1893,1810,1622,1175,787,348,11136
SAL10280,0,0,0,0,0,3,4,4,0,16,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,8,7,9,0,31,4,13,22,26,29,50,54,23,0,209
SAL10281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,10,0,0,0,16
SAL10282,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
SAL10283,0,0,5,4,4,14,41,52,46,162,0,0,0,0,5,0,3,3,3,23,4,4,17,6,23,20,30,82,52,240,203,461,463,961,1373,947,894,955,462,6717
SAL10284,0,0,0,5,3,8,19,9,0,37,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,13,3,6,4,40,18,25,43,51,78,112,106,38,9,476
SAL10285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,3,12,17,9,3,0,64
SAL10286,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,0,7,11,20,22,24,5,0,97
SAL10287,0,0,0,0,0,0,6,8,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,7,3,0,10,0,3,10,4,34,32,42,21,0,147
SAL10288,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,12,3,0,5,16,13,25,23,8,3,104
SAL10289,0,0,0,0,3,3,9,5,3,25,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,10,8,3,8,39,12,13,38,37,71,90,86,33,19,400
SAL10290,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,3,0,0,0,0,9,3,5,3,0,19,0,8,10,7,26,28,22,25,0,129
SAL10291,0,0,0,0,0,4,7,5,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,9,12,8,24,30,29,26,29,14,6,180
SAL10292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,4,0,8,15,17,23,9,0,0,75
SAL10293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,7,5,4,6,0,37,3,6,18,11,24,9,10,12,0,94
SAL10294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,4,4,0,0,7
SAL10295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL10296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,6,0,12,6,10,7,6,6,0,47
SAL10297,0,0,0,4,0,3,12,10,3,35,0,0,0,0,0,0,0,0,0,0,0,4,9,7,3,3,9,5,0,42,68,123,179,320,401,355,283,104,20,1855
SAL10298,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,4,0,6,15,8,3,21,21,16,43,45,23,9,175
SAL10299,0,4,36,53,72,122,115,71,41,529,0,4,43,45,51,78,54,38,34,340,29,43,129,91,86,59,41,25,15,506,210,679,1585,1112,1130,1138,763,343,169,7119
