SAL_CODE_2021,P_Y8b_15_19_yrs,P_Y8b_20_24_yrs,P_Y8b_25_34_yrs,P_Y8b_35_44_yrs,P_Y8b_45_54_yrs,P_Y8b_55_64_yrs,P_Y8b_65_74_yrs,P_Y8b_75_84_yrs,P_Y8b_85ov,P_Y8b_Tot,P_DNGTS_15_19,P_DNGTS_20_24,P_DNGTS_25_34,P_DNGTS_35_44,P_DNGTS_45_54,P_DNGTS_55_64,P_DNGTS_65_74,P_DNGTS_75_84,P_DNGTS_85_ov,P_DNGTS_Tot,P_Hghst_yr_schl_ns_15_19_yrs,P_Hghst_yr_schl_ns_20_24_yrs,P_Hghst_yr_schl_ns_25_34_yrs,P_Hghst_yr_schl_ns_35_44_yrs,P_Hghst_yr_schl_ns_45_54_yrs,P_Hghst_yr_schl_ns_55_64_yrs,P_Hghst_yr_schl_ns_65_74_yrs,P_Hghst_yr_schl_ns_75_84_yrs,P_Hghst_yr_schl_ns_85_yrs_ovr,P_Hghst_yr_schl_ns_Tot,P_Tot_15_19_yrs,P_Tot_20_24_yrs,P_Tot_25_34_yrs,P_Tot_35_44_yrs,P_Tot_45_54_yrs,P_Tot_55_64_yrs,P_Tot_65_74_yrs,P_Tot_75_84_yrs,P_Tot_85ov,P_Tot_Tot
SAL31031,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,4,0,7,9,14,18,12,8,0,74
SAL31032,5,0,3,4,4,0,23,43,25,100,0,0,0,0,0,0,5,0,0,3,9,5,16,21,18,13,27,18,22,146,153,280,527,842,881,645,685,290,140,4449
SAL31033,0,0,0,4,4,6,33,78,34,161,0,0,0,0,0,0,0,0,0,6,8,5,24,32,30,18,28,33,9,181,226,402,932,1347,1339,873,803,506,145,6573
SAL31034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,5,8,7,0,0,30
SAL31035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,3,0,6,0,0,0,0,13
SAL31036,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,6,0,4,0,0,22
SAL31037,0,0,0,0,0,3,5,3,0,18,0,0,0,0,4,0,6,0,0,9,4,8,12,16,21,12,0,4,3,77,148,250,243,630,778,500,340,167,50,3101
SAL31038,0,0,0,0,0,9,12,6,4,27,0,0,0,0,0,0,0,0,0,0,10,4,13,6,21,16,12,8,6,89,12,17,51,50,98,94,76,35,11,433
SAL31039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,6,0,0,8,10,4,0,0,0,27
SAL31040,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,5,8,6,23,9,3,3,56
SAL31041,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,6,0,0,10,4,9,22,9,0,0,56
SAL31042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,3,4,5,3,9,13,14,9,7,0,49
SAL31043,0,0,0,0,0,3,5,0,3,9,0,0,0,0,3,0,0,0,0,3,6,0,4,0,11,7,4,0,0,34,9,9,19,22,39,43,35,4,4,179
SAL31044,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,5,3,0,9,11,14,10,10,0,6,70
SAL31045,0,4,6,12,7,18,38,69,26,178,0,0,5,4,3,6,7,6,6,32,8,13,34,16,22,14,16,19,9,153,117,332,1156,1200,706,540,422,252,101,4820
SAL31046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,17,9,6,7,0,3,0,57,3,12,26,14,6,11,9,3,0,83
SAL31047,0,0,6,7,22,14,31,15,5,104,0,3,4,0,3,6,8,0,3,26,26,24,57,67,79,34,38,13,3,337,245,463,1092,1034,981,544,340,110,20,4817
SAL31048,0,0,0,0,0,0,0,7,3,8,0,0,0,0,0,0,0,0,0,0,3,5,5,7,7,5,0,4,4,36,11,10,19,28,30,51,25,13,3,203
SAL31049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,0,13,0,4,12,25,20,19,23,4,3,112
SAL31050,0,0,0,0,0,0,4,12,5,23,0,0,0,0,0,0,0,0,0,0,0,0,5,8,14,9,4,0,3,45,19,29,69,78,117,199,207,110,45,869
SAL31051,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,6,3,5,0,19,5,5,6,10,13,29,20,12,3,105
SAL31052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31053,0,0,0,0,0,0,3,3,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9,0,3,4,7,3,7,12,5,0,40
SAL31054,3,0,0,3,3,20,43,68,19,170,0,0,0,0,0,3,5,0,0,14,0,14,19,20,10,17,20,27,34,173,158,342,719,782,743,733,543,252,101,4371
SAL31055,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,3,6,4,4,0,0,25
SAL31056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31057,0,0,0,0,0,0,10,5,0,20,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,7,3,0,0,18,12,18,22,36,61,73,63,20,8,324
SAL31058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,20,3,8,4,0,49
SAL31059,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,4,6,12,9,3,4,0,41
SAL31060,0,0,0,0,0,5,7,5,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,11,3,3,12,9,29,35,18,6,0,113
SAL31061,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,0,0,0,4,15,10,0,6,17,25,28,18,0,4,109
SAL31062,0,0,0,0,0,0,9,12,6,28,0,0,0,0,0,0,0,0,0,0,3,0,10,7,5,3,12,16,5,58,29,57,143,207,207,168,271,193,23,1291
SAL31063,0,0,0,0,0,9,13,10,8,44,0,0,0,0,0,0,0,0,0,0,4,9,11,12,6,12,9,3,3,73,27,111,94,89,122,154,113,37,20,763
SAL31064,6,3,17,41,63,78,134,144,62,545,0,6,26,34,51,52,31,15,16,226,35,33,96,92,102,68,60,53,34,572,676,1361,2790,3106,3435,2695,1773,928,275,17041
SAL31065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,0,0,3,0,3,8,5,0,0,25
SAL31066,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,0,0,0,14,6,7,4,7,23,24,12,3,3,87
SAL31067,0,0,0,0,0,5,17,13,0,43,0,0,0,0,0,3,3,0,0,7,10,8,3,8,15,7,8,8,0,70,76,173,206,300,392,403,347,90,10,2004
SAL31068,0,0,0,0,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,6,3,4,5,15,21,12,4,6,75
SAL31069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,8,0,0,8,8,4,13,6,3,0,38
SAL31070,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,4,7,3,6,4,3,0,0,22
SAL31071,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,16,0,0,8,15,13,10,13,4,0,68
SAL31072,4,0,0,0,3,4,26,36,11,99,0,0,0,0,0,0,0,0,0,4,8,4,12,4,16,21,17,16,8,112,28,39,79,99,155,277,286,142,39,1145
SAL31073,0,0,0,0,0,0,6,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,17,0,7,3,11,10,14,30,7,0,95
SAL31074,0,5,12,9,12,9,20,13,9,86,0,3,13,11,4,6,8,5,0,49,16,103,257,143,86,55,38,31,22,760,141,1464,3945,1806,902,522,266,120,64,9235
SAL31075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,13
SAL31076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31077,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,9
SAL31078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,12,9,15,8,9,17,4,0,0,0,64
SAL31079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,0,21,13,10,12,7,4,0,73
SAL31080,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,0,4,0,20,5,6,12,11,10,10,9,5,0,75
SAL31081,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,5,5,3,0,23,9,4,34,11,23,27,31,6,0,149
SAL31082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,5,16,0,0,0,31
SAL31083,0,0,0,0,0,0,3,14,3,22,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,3,0,0,0,18,8,19,18,25,48,35,17,23,7,198
SAL31084,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,9,8,27,33,28,34,27,7,0,164
SAL31085,0,0,0,0,0,0,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,13,9,15,16,10,0,69
SAL31086,0,0,7,16,20,30,63,134,85,361,0,0,14,3,6,9,5,0,3,36,25,29,59,92,68,57,49,52,22,452,231,556,1256,1183,1073,1036,833,508,188,6866
SAL31087,0,0,0,0,0,5,4,5,3,26,0,0,0,0,0,0,3,0,0,3,8,0,12,16,10,18,9,0,4,77,39,89,229,306,357,298,204,86,17,1625
SAL31088,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,3,4,3,0,23,3,12,13,25,34,41,18,8,0,148
SAL31089,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,6,0,0,0,11,0,0,7,4,0,8,5,6,0,33
SAL31090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,12,0,6,5,5,0,36
SAL31091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31092,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,25,0,3,9,7,29,33,32,0,0,121
SAL31093,0,0,0,4,15,8,29,28,3,87,0,0,0,0,5,5,0,4,3,11,10,18,33,25,25,7,15,8,0,143,63,129,271,229,253,212,146,70,16,1387
SAL31094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,6,11,0,4,0,23
SAL31095,0,0,0,0,0,0,0,6,4,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,12,7,4,4,28
SAL31096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
SAL31097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31098,0,0,6,7,4,17,38,39,8,115,0,0,4,0,6,5,8,3,0,19,18,26,55,40,43,38,34,22,10,284,78,179,330,252,303,325,264,139,37,1925
SAL31099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,8,7,15,18,34,38,13,8,0,146
SAL31100,0,0,0,0,0,0,4,7,5,13,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,10,0,4,11,5,15,14,5,10,5,69
SAL31101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,9,0,5,0,0,26
SAL31102,0,0,0,0,0,0,0,0,0,5,0,0,0,0,6,6,0,0,0,7,0,4,5,0,0,0,0,0,0,16,0,12,19,17,19,40,9,0,6,117
SAL31103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31104,7,8,31,25,38,43,127,176,89,548,0,3,51,38,22,12,10,8,0,147,53,65,124,78,63,39,41,54,24,556,275,696,1568,902,772,733,671,481,205,6304
SAL31105,0,0,0,0,0,5,14,14,3,36,0,0,0,0,0,0,0,0,0,3,5,11,7,9,16,15,0,3,0,68,55,103,152,181,264,279,201,85,15,1336
SAL31106,0,0,0,3,11,10,37,52,16,129,0,0,0,0,0,3,0,0,0,9,10,21,31,39,35,28,37,25,13,243,53,128,209,180,237,258,280,188,52,1586
SAL31107,0,0,5,0,5,3,13,17,6,51,0,0,0,0,5,0,3,0,0,16,0,5,24,26,18,10,9,3,0,112,69,296,689,517,402,274,189,99,21,2551
SAL31108,4,0,5,4,5,20,24,41,34,134,0,0,0,6,0,0,5,0,3,16,3,8,17,19,16,15,12,31,66,177,120,218,704,711,682,507,341,243,180,3694
SAL31109,0,0,0,0,0,0,3,8,6,11,0,0,0,0,0,0,0,0,0,0,5,0,3,11,0,3,6,5,0,36,21,13,20,56,75,73,51,36,3,355
SAL31110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,0,0,0,0,9,4,5,7,11,8,9,5,0,0,52
SAL31111,0,0,0,0,0,0,5,4,6,21,0,0,0,0,0,0,0,0,0,0,0,0,4,9,9,3,0,9,0,28,3,7,48,28,41,36,23,16,6,204
SAL31112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,7,0,0,4,0,0,0,21
SAL31113,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,5,7,9,3,0,45
SAL31114,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,4,4,5,8,3,3,0,0,24,12,11,33,32,33,50,38,11,3,230
SAL31115,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,4,4,8,0,6,0,29
SAL31116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,3,11,0,7,6,8,4,0,46
SAL31118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,8,5,0,8,3,6,3,0,4,0,32
SAL31119,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,3,3,3,10,0,22
SAL31120,0,0,0,0,0,0,0,0,6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,7,4,0,0,10,3,6,6,26
SAL31121,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,4,4,6,10,17,0,0,46
SAL31122,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,9,0,0,0,4,8,12,10,0,0,41
SAL31123,0,0,0,0,0,4,5,8,3,23,0,0,0,0,0,0,0,0,0,4,7,4,6,18,16,13,4,7,0,84,58,108,356,461,382,247,173,73,10,1879
SAL31124,0,0,0,0,0,8,35,29,15,97,0,0,0,0,0,0,0,0,0,0,11,7,8,3,16,18,14,15,3,103,26,63,102,89,131,175,187,113,48,936
SAL31125,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,5,0,3,4,3,4,0,27,12,10,23,27,33,32,19,10,0,170
SAL31126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,14
SAL31128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL31129,0,0,0,0,0,0,5,14,3,30,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,7,3,0,0,23,14,11,44,32,52,58,65,32,3,315
SAL31130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,7,0,3,9,7,0,0,34
SAL31131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,0,4,8,5,15,8,4,3,0,50
SAL31132,0,4,5,3,5,7,10,9,4,46,0,0,4,0,0,0,0,0,0,6,9,20,36,35,43,31,17,5,4,196,51,134,260,212,246,220,130,40,19,1313
SAL31133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,8,7,5,0,24
SAL31134,0,0,0,0,3,0,3,8,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,7,0,3,27,11,13,18,47,55,65,53,28,8,303
SAL31135,0,0,0,0,0,0,9,3,4,25,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,5,3,0,23,7,10,16,15,37,43,48,22,4,203
SAL31136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,4,0,3,9,4,4,0,0,25
SAL31137,0,3,0,4,12,11,48,78,33,185,0,0,0,0,3,0,0,4,0,18,18,14,47,39,38,44,41,30,3,265,145,271,601,714,768,755,671,329,91,4352
SAL31138,0,0,0,0,0,0,6,8,3,22,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5,5,0,3,0,35,3,12,48,42,46,52,41,34,10,289
SAL31139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,8
SAL31140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,3,0,0,5,13,15,22,23,6,0,91
SAL31141,0,0,0,0,0,0,7,9,0,17,0,0,0,0,0,0,0,0,0,0,6,0,4,10,12,6,14,3,0,57,18,16,48,73,60,98,93,30,3,439
SAL31142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,0,0,3,4,0,0,6,0,16
SAL31143,0,0,0,0,0,5,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,0,5,4,18,3,18,21,21,17,3,4,109
SAL31144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,4,0,7,12,5,5,0,44
SAL31145,0,0,6,3,10,0,15,14,3,53,0,0,0,0,0,0,0,0,0,0,7,10,33,21,21,18,8,22,27,158,80,233,507,397,368,266,126,66,36,2072
SAL31146,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,7,4,11,7,7,0,41
SAL31147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,5,0,9,0,11,8,7,5,3,32
SAL31148,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,8,0,4,0,8,19,22,15,9,3,81
SAL31149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9
SAL31150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL31151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,3,8,7,5,5,0,0,32
SAL31152,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,11,10,4,0,0,0,33
SAL31153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,5,11,9,6,0,44
SAL31154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,7
SAL31155,0,0,0,0,0,0,3,4,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,6,30,35,55,47,33,14,0,230
SAL31156,0,0,0,0,0,3,9,0,3,16,0,0,0,0,0,0,0,0,0,5,0,0,7,4,6,12,0,0,0,28,12,36,57,72,92,117,54,16,3,459
SAL31157,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,6,25,18,17,12,0,0,0,72,10,20,84,96,83,53,14,0,0,360
SAL31158,0,0,4,6,7,4,19,19,5,71,0,0,0,5,0,0,0,3,0,7,7,4,19,9,11,3,13,5,7,75,66,132,269,250,255,250,186,96,29,1514
SAL31159,0,0,0,0,9,4,34,54,23,138,0,0,0,0,0,4,0,0,3,16,8,10,21,44,45,29,13,7,13,199,139,219,413,655,757,588,340,173,68,3362
SAL31160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,11
SAL31161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,9,0,0,11,0,15,6,7,4,0,41
SAL31162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,6,4,0,0,10
SAL31163,0,0,0,0,6,4,15,22,4,50,0,0,0,0,0,0,0,0,0,0,6,0,0,11,20,11,15,0,0,70,44,61,86,138,204,176,147,52,6,925
SAL31164,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,3,0,0,4,0,5,5,12,6,0,32
SAL31165,0,0,0,0,0,4,7,11,0,24,0,0,0,0,0,0,0,0,0,3,9,7,3,13,11,5,3,4,0,60,38,65,104,138,188,168,88,56,9,858
SAL31166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,7,7,6,6,0,0,30
SAL31167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,4,8,4,8,0,0,0,37
SAL31168,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,6,0,4,18,7,26,13,16,10,0,98
SAL31169,0,0,0,0,0,0,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,9,3,0,16,6,12,7,5,7,0,61
SAL31170,0,0,0,0,6,10,9,11,6,48,0,0,0,0,0,3,0,0,0,5,4,5,7,10,3,11,3,6,0,62,30,66,102,104,143,150,90,59,16,747
SAL31171,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,0,8,0,9,20,10,5,0,55
SAL31172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,4,0,10,11,3,0,0,30
SAL31173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,13
SAL31174,0,6,8,15,16,24,61,124,110,364,0,5,11,10,12,14,12,0,3,68,25,45,68,45,37,38,33,54,53,400,230,729,1401,913,841,750,635,440,269,6212
SAL31175,0,0,0,0,0,5,12,9,4,28,0,0,0,0,0,0,0,0,0,0,4,0,8,8,18,8,3,5,0,52,68,92,104,164,244,217,141,47,15,1073
SAL31176,0,0,0,3,15,25,45,25,5,110,0,0,0,0,0,4,0,0,0,6,16,10,17,29,21,68,53,29,0,241,50,65,136,188,293,514,448,151,19,1852
SAL31177,0,0,0,0,0,4,11,5,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,14,15,18,52,59,78,74,70,32,8,394
SAL31178,0,0,0,0,0,3,4,0,0,7,0,0,0,0,0,0,0,0,0,0,0,11,31,6,18,6,10,3,0,89,3,15,40,14,29,29,25,6,0,155
SAL31179,0,0,5,0,10,19,69,112,90,299,0,0,4,3,0,0,0,0,3,13,8,5,28,40,57,38,59,59,21,321,125,184,369,568,735,858,1019,707,295,4859
SAL31180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,6,3,13,8,0,0,39
SAL31181,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,7,12,9,3,0,42
SAL31182,0,0,0,0,0,5,5,4,0,15,0,0,0,0,0,0,0,0,0,0,4,4,11,17,9,10,5,3,0,61,33,36,124,199,164,138,77,18,3,793
SAL31183,3,0,5,4,0,0,16,36,9,70,0,0,6,4,0,0,0,0,0,18,7,3,5,3,8,6,10,3,5,47,51,51,155,127,239,244,221,127,20,1231
SAL31184,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,8,7,0,5,0,23,5,0,8,13,25,45,19,8,0,126
