SAL_CODE_2021,CF_C_BPBO_DC_0_4,CF_C_BPBO_DC_5_9,CF_C_BPBO_DC_10_12,CF_C_BPBO_DC_13_14,CF_C_BPBO_DC_15_17,CF_C_BPBO_DC_18_20,CF_C_BPBO_DC_21_24,CF_C_BPBO_Tot,CF_C_FBO_DC_0_4,CF_C_FBO_DC_5_9,CF_C_FBO_DC_10_12,CF_C_FBO_DC_13_14,CF_C_FBO_DC_15_17,CF_C_FBO_DC_18_20,CF_C_FBO_DC_21_24,CF_C_FBO_Tot,CF_C_MBO_DC_0_4,CF_C_MBO_DC_5_9,CF_C_MBO_DC_10_12,CF_C_MBO_DC_13_14,CF_C_MBO_DC_15_17,CF_C_MBO_DC_18_20,CF_C_MBO_DC_21_24,CF_C_MBO_Tot,CF_C_BPBAu_DC_0_4,CF_C_BPBAu_DC_5_9,CF_C_BPBAu_DC_10_12,CF_C_BPBAu_DC_13_14,CF_C_BPBAu_DC_15_17,CF_C_BPBAu_DC_18_20,CF_C_BPBAu_DC_21_24,CF_C_BPBAu_Tot,CF_C_BP_NS_DC_0_4,CF_C_BP_NS_DC_5_9,CF_C_BP_NS_DC_10_12,CF_C_BP_NS_DC_13_14,CF_C_BP_NS_DC_15_17,CF_C_BP_NS_DC_18_20,CF_C_BP_NS_DC_21_24,CF_C_BP_NS_Tot,CF_C_Tot_DC_0_4,CF_C_Tot_DC_5_9,CF_C_Tot_DC_10_12,CF_C_Tot_DC_13_14,CF_C_Tot_DC_15_17,CF_C_Tot_DC_18_20,CF_C_Tot_DC_21_24,CF_C_Tot_Tot,One_PF_BPBO_DC_0_4,One_PF_BPBO_DC_5_9,One_PF_BPBO_DC_10_12,One_PF_BPBO_DC_13_14,One_PF_BPBO_DC_15_17,One_PF_BPBO_DC_18_20,One_PF_BPBO_DC_21_24,One_PF_BPBO_Tot,One_PF_FBO_DC_0_4,One_PF_FBO_DC_5_9,One_PF_FBO_DC_10_12,One_PF_FBO_DC_13_14,One_PF_FBO_DC_15_17,One_PF_FBO_DC_18_20,One_PF_FBO_DC_21_24,One_PF_FBO_Tot,One_PF_MBO_DC_0_4,One_PF_MBO_DC_5_9,One_PF_MBO_DC_10_12,One_PF_MBO_DC_13_14,One_PF_MBO_DC_15_17,One_PF_MBO_DC_18_20,One_PF_MBO_DC_21_24,One_PF_MBO_Tot,One_PF_BPBAu_DC_0_4,One_PF_BPBAu_DC_5_9,One_PF_BPBAu_DC_10_12,One_PF_BPBAu_DC_13_14,One_PF_BPBAu_DC_15_17,One_PF_BPBAu_DC_18_20,One_PF_BPBAu_DC_21_24,One_PF_BPBAu_Tot,One_PF_BP_NS_DC_0_4,One_PF_BP_NS_DC_5_9,One_PF_BP_NS_DC_10_12,One_PF_BP_NS_DC_13_14,One_PF_BP_NS_DC_15_17,One_PF_BP_NS_DC_18_20,One_PF_BP_NS_DC_21_24,One_PF_BP_NS_Tot,One_PF_Tot_DC_0_4,One_PF_Tot_DC_5_9,One_PF_Tot_DC_10_12,One_PF_Tot_DC_13_14,One_PF_Tot_DC_15_17,One_PF_Tot_DC_18_20,One_PF_Tot_DC_21_24,One_PF_Tot_Tot,Tot_DC_0_4,Tot_DC_5_9,Tot_DC_10_12,Tot_DC_13_14,Tot_DC_15_17,Tot_DC_18_20,Tot_DC_21_24,Tot_Tot
SAL70141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,25,14,4,0,0,0,62,0,0,0,0,0,0,0,0,21,25,14,4,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,10,3,5,0,0,31,0,0,0,0,0,0,0,0,5,15,10,3,5,0,0,35,26,40,22,9,0,0,0,94
SAL70142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,8,5,0,7,0,0,30,0,0,0,0,0,0,0,0,12,7,5,0,7,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,11,0,0,0,0,0,0,0,0,3,6,4,0,0,0,0,12,14,14,11,7,7,0,0,45
SAL70143,70,73,58,28,60,18,11,321,17,26,6,10,5,0,0,59,20,19,17,8,13,3,0,87,129,108,62,41,24,8,0,373,0,0,0,0,0,0,0,3,238,231,148,88,106,28,17,849,3,10,9,7,7,10,5,46,8,9,6,3,5,0,0,33,4,7,3,0,0,0,0,23,49,71,39,32,28,4,0,227,3,3,9,3,0,0,0,27,70,98,62,48,47,14,5,349,312,328,203,138,151,44,19,1197
SAL70144,12,8,0,6,5,0,0,22,0,0,0,0,0,0,0,4,9,4,0,0,0,0,0,17,32,23,23,8,10,0,0,94,0,3,0,0,0,0,0,3,47,35,25,14,19,0,0,136,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,9,0,0,0,0,0,0,0,3,4,13,13,5,9,0,0,39,0,0,0,0,0,0,0,0,4,16,17,8,7,0,0,53,48,55,37,22,20,0,0,186
SAL70145,52,36,11,3,13,0,3,126,14,5,9,0,0,0,0,27,14,16,3,5,0,0,0,32,118,114,72,35,25,0,0,367,0,3,3,3,0,0,0,9,198,177,99,45,40,0,3,564,3,4,0,0,0,0,0,6,0,5,0,0,0,0,0,11,0,0,3,0,0,0,0,3,32,68,42,23,12,6,0,175,3,4,7,0,3,0,0,15,44,74,49,25,12,6,0,212,243,257,151,70,51,4,3,776
SAL70146,12,7,0,0,4,0,0,35,3,0,3,0,0,0,0,3,4,5,0,0,0,0,0,10,51,55,30,13,15,0,0,161,0,3,3,0,0,0,0,12,76,79,40,16,18,3,0,223,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,12,21,10,10,3,0,0,58,7,3,0,0,0,0,0,10,17,24,17,17,6,0,0,82,94,100,51,32,23,4,0,304
SAL70147,7,10,5,0,0,0,0,21,0,4,0,0,0,0,0,6,0,0,0,0,0,0,0,6,18,9,0,0,6,0,0,37,0,0,0,0,0,0,0,0,27,24,9,4,4,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,9,32,25,9,7,7,0,0,75
SAL70148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,19,7,3,7,0,0,59,0,0,0,0,0,0,0,3,21,17,7,5,7,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,9,3,3,0,0,34,0,0,0,0,0,0,0,0,11,11,9,3,3,0,0,38,32,35,18,10,11,0,0,98
SAL70149,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,7,18,19,16,4,6,0,0,71,0,0,0,0,0,0,0,0,21,19,16,12,10,0,0,80,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,4,0,0,0,0,0,0,0,4,0,3,4,0,0,0,0,17,0,0,0,0,0,0,0,0,0,8,7,0,0,0,0,20,24,23,27,15,17,5,0,101
SAL70150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,11,7,0,0,0,23,0,0,0,0,0,0,0,0,6,10,11,7,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,9,0,0,0,0,0,0,0,0,7,4,0,4,0,0,0,9,9,11,11,8,0,0,0,32
SAL70152,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,34,31,18,9,0,0,150,0,0,0,0,0,0,0,0,60,34,33,21,9,0,0,156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,28,14,12,0,0,0,90,0,0,0,0,0,0,0,0,30,28,14,12,0,0,0,90,87,66,45,32,10,0,0,245
SAL70153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,3,3,0,0,15
SAL70154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70155,0,0,4,0,4,0,0,14,0,3,0,0,0,0,0,3,3,0,3,0,0,0,0,7,0,9,4,3,3,0,0,19,0,5,0,0,0,0,0,6,13,21,13,5,5,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,22,12,5,8,0,0,62
SAL70156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,13,9,21,20,3,6,0,0,57,0,0,0,0,0,0,0,0,14,29,20,9,7,3,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,29,20,9,10,3,0,76
SAL70157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,9,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,13,4,3,0,0,0,31,0,0,0,0,0,0,0,0,9,13,4,3,0,0,0,31,12,19,5,4,0,0,0,43
SAL70158,38,52,19,8,11,0,5,131,9,16,9,5,5,0,0,42,12,7,12,0,0,0,0,30,83,59,38,28,32,6,0,240,0,0,0,0,0,0,0,0,144,137,71,39,42,9,5,449,0,3,0,0,0,0,0,4,5,0,0,0,0,0,0,10,0,3,0,0,0,0,0,10,33,41,41,12,16,0,0,135,0,0,3,0,0,0,0,7,42,44,43,20,16,0,0,161,187,188,114,59,56,9,6,612
SAL70159,77,67,24,9,11,4,8,203,15,10,9,6,9,0,0,41,27,20,7,0,4,3,0,68,76,72,28,22,12,0,5,214,0,0,0,0,0,0,0,0,194,166,71,38,45,12,13,527,7,3,0,0,3,0,0,15,0,0,0,0,0,0,0,8,0,5,5,0,0,0,0,14,0,12,0,3,4,0,0,21,0,0,0,0,0,0,0,0,6,18,12,3,9,3,0,59,203,186,81,40,51,12,13,584
SAL70160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4
SAL70161,98,96,48,21,38,13,9,321,22,25,9,6,6,0,4,74,25,30,18,7,9,0,0,91,109,105,65,38,34,15,3,374,0,0,0,0,0,0,0,4,265,249,146,72,92,27,15,861,6,9,0,0,5,3,0,24,0,4,7,5,3,0,0,11,0,4,9,3,0,0,0,17,11,35,11,13,14,0,0,84,3,3,0,0,0,0,0,11,21,53,25,17,25,5,3,142,284,304,167,88,114,35,13,1008
SAL70162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
SAL70163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0
SAL70164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5
SAL70165,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,16,22,10,4,3,0,0,59,0,0,0,0,0,0,0,3,14,30,14,4,3,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,14,28,14,8,3,0,0,82
SAL70166,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,19,11,10,3,3,0,0,41,0,0,0,0,0,0,0,0,24,16,8,3,3,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9,20,15,12,3,3,0,0,60
SAL70167,15,16,8,4,10,3,4,57,0,3,9,0,0,0,0,13,10,5,3,3,4,4,0,26,51,42,31,24,21,4,0,170,0,0,0,0,0,0,0,0,76,73,43,37,34,8,4,271,5,0,0,5,0,0,0,8,3,0,0,0,4,0,0,4,0,0,0,0,0,0,0,4,15,15,21,4,17,0,6,74,0,0,0,0,0,0,0,0,21,21,17,9,19,0,0,92,95,89,64,43,54,8,6,358
SAL70168,46,54,42,23,34,9,9,213,21,18,16,10,8,0,0,67,23,24,8,0,6,0,0,66,117,103,55,34,31,7,0,342,0,0,0,0,0,0,0,5,200,201,113,76,81,17,8,690,0,0,0,0,5,0,0,10,0,0,3,0,0,0,0,9,0,0,0,0,4,0,0,6,5,12,4,0,10,3,0,36,0,0,0,0,0,0,0,0,9,17,7,0,20,9,0,63,210,218,124,76,95,22,8,749
SAL70169,26,41,26,13,20,13,3,144,7,12,5,3,3,0,0,30,21,23,7,8,3,0,0,63,74,84,44,26,39,10,0,268,0,0,0,0,0,0,0,0,121,155,76,58,65,27,8,505,4,14,3,11,5,0,0,37,7,5,6,0,4,0,0,16,0,8,4,0,5,4,0,19,35,55,31,20,9,3,0,156,8,12,3,0,0,0,0,24,54,90,46,35,23,6,0,260,172,238,127,93,92,32,8,765
SAL70170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL70171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70172,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,4,3,0,0,0,0,9,138,153,87,50,43,6,0,484,0,0,0,0,0,0,0,0,140,160,89,50,43,6,0,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,59,26,25,13,0,0,161,0,0,0,0,0,0,0,0,31,62,26,25,13,0,0,159,174,221,118,79,57,8,0,657
SAL70173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,6,7,4,0,0,0,0,15,0,0,0,0,0,0,0,0,9,7,4,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,8,9,13,4,0,0,0,0,22
SAL70174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
SAL70176,0,0,3,0,0,3,0,4,9,8,4,4,0,0,0,23,5,9,8,0,0,0,0,20,27,38,23,23,18,4,0,135,0,0,0,0,0,0,0,0,36,59,33,28,21,3,0,185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,36,63,35,28,21,3,0,188
SAL70177,10,5,6,0,3,3,0,35,3,0,4,0,5,0,0,7,7,0,0,0,0,0,0,8,8,15,4,0,6,0,0,37,0,5,0,0,4,0,0,6,25,27,12,5,16,3,0,89,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,5,4,5,5,0,0,20,0,0,0,0,0,0,0,0,4,5,6,5,5,0,0,24,27,30,18,10,25,4,0,114
SAL70178,12,5,7,8,0,3,3,36,3,13,5,5,5,0,0,24,5,7,0,6,5,0,0,27,37,22,10,6,4,5,0,91,0,0,0,0,0,0,0,0,58,51,29,20,12,8,3,179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,4,7,7,0,0,0,0,0,15,0,0,0,0,0,0,0,0,9,14,0,0,3,0,0,25,67,61,31,19,13,8,3,206
SAL70179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,7,5,7,6,5,0,0,0,18,0,0,0,0,0,0,0,0,6,11,11,5,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,6,9,9,6,4,0,0,42
SAL70180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,5,3,0,0,0,0,11,4,7,8,0,0,0,0,30
SAL70181,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,4,4,9,7,0,0,0,0,24,17,22,16,15,21,0,0,95,0,0,0,0,0,0,0,0,26,39,24,22,19,0,0,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,4,4,0,0,22,0,0,0,0,0,0,0,0,0,6,3,4,4,0,0,22,28,41,30,21,29,0,0,152
SAL70182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0,0,0,0,13
SAL70185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,23,20,7,6,0,0,74,0,0,0,0,0,0,0,0,20,23,20,9,6,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,4,7,0,0,0,20,0,0,0,0,0,0,0,0,6,9,4,7,0,0,0,22,24,31,20,15,6,0,0,97
SAL70186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,48,26,16,13,3,0,164,0,0,0,0,0,0,0,0,58,48,26,16,13,3,0,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,39,22,18,9,3,0,117,0,0,0,0,0,0,0,0,22,39,22,18,9,3,0,117,81,86,55,33,18,7,0,282
SAL70187,68,42,23,7,14,3,6,159,8,7,11,3,3,0,0,36,17,9,6,0,3,0,0,37,40,33,14,13,14,0,0,107,0,0,0,0,0,0,0,0,128,99,52,23,31,0,6,343,5,13,4,0,0,3,0,29,6,6,0,0,0,0,0,9,0,5,3,0,0,0,0,9,14,21,14,10,9,0,0,66,3,0,0,0,0,0,0,9,27,36,21,14,10,3,0,113,161,134,73,38,42,8,5,458
SAL70188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,6,0,0,0,21,0,0,0,0,0,0,0,0,10,5,4,6,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,5,4,6,0,0,0,21
SAL70189,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,38,33,9,20,0,0,147,0,0,0,0,0,0,0,0,52,38,34,8,20,0,0,153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,13,13,13,12,0,0,60,0,0,0,0,0,0,0,3,5,13,13,13,10,0,0,60,61,52,49,22,30,5,0,208
SAL70190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,17,19,5,0,6,0,0,49,5,0,0,0,0,0,0,4,21,19,10,0,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,3,4,0,0,0,20,0,0,0,0,0,0,0,0,5,3,3,4,0,0,0,16,24,20,11,3,7,0,0,69
SAL70191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70192,36,21,19,18,12,5,5,128,7,4,12,4,0,0,0,29,7,18,6,3,11,3,0,47,58,51,29,26,22,4,0,189,0,0,0,0,0,0,0,3,99,101,72,52,47,13,8,394,9,4,7,3,5,6,0,30,0,4,0,0,3,0,0,13,0,4,0,3,0,0,0,9,16,13,12,10,15,3,0,58,0,0,0,0,0,0,0,0,25,26,22,20,22,6,0,117,125,125,97,68,66,24,12,507
SAL70193,21,15,12,6,4,0,3,59,3,7,11,0,7,0,0,28,22,11,4,8,11,0,0,53,92,82,41,27,44,0,4,297,0,0,0,0,0,0,0,5,140,117,67,46,67,5,5,438,0,0,0,5,0,0,0,4,6,7,3,8,0,0,0,20,8,16,7,3,0,0,0,29,42,75,30,33,25,0,0,215,6,0,0,0,0,0,0,5,59,96,51,46,31,3,0,282,195,212,115,90,93,5,3,721
SAL70194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL70195,27,13,17,8,3,0,0,67,4,0,0,0,0,0,0,4,0,0,0,0,0,0,0,5,14,13,0,0,0,0,0,28,0,0,0,0,0,0,0,0,39,29,20,7,5,0,0,99,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,41,29,21,7,5,0,0,105
SAL70196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,20,19,5,0,0,0,48,0,0,0,0,0,0,0,0,8,20,19,7,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,10,8,4,3,0,0,35,0,0,0,0,0,0,0,0,8,10,8,4,3,0,0,33,16,28,24,7,3,0,0,80
SAL70197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,6,4,4,0,0,0,18,4,0,0,0,0,0,0,4,10,9,4,4,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,4,4,0,0,0,21
