SAL_CODE_2021,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Com_Hp_DS_Sp_ho,R_Com_Hp_DS_SD_ro_t_h_t,R_Com_Hp_DS_Flt_apt,R_Com_Hp_DS_Ot_dwel,R_Com_Hp_DS_NS,R_Com_Hp_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
SAL13450,322,317,291,11,0,941,393,554,219,5,0,1170,117,370,648,30,6,1158,0,33,17,0,0,49,0,0,0,0,0,3,36,82,58,9,0,186,0,15,3,4,0,22,4,0,0,0,0,5,153,504,724,42,3,1428,5,15,11,0,0,34,9,10,9,0,0,30,884,1397,1258,55,3,3603
SAL13451,14,0,0,0,0,14,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,28
SAL13452,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,11
SAL13453,19,0,0,0,0,19,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,33,0,0,0,0,33
SAL13454,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL13455,94,0,0,0,0,94,93,0,0,0,0,93,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,201,0,0,0,0,201
SAL13456,32,0,0,0,0,32,5,0,0,0,0,5,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,57,0,0,0,0,57
SAL13457,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL13458,654,12,0,0,0,662,848,11,3,0,0,858,246,12,10,0,0,266,38,0,0,0,0,35,5,3,0,0,0,3,52,0,4,0,0,63,5,0,0,0,0,5,0,0,0,0,0,0,345,17,16,0,0,375,9,0,0,0,0,8,13,0,0,0,0,18,1863,38,20,0,0,1926
SAL13459,0,4,232,0,0,239,0,3,216,0,0,221,0,0,715,0,0,723,0,0,0,0,0,0,0,0,5,0,0,5,0,0,111,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,841,0,4,844,0,0,23,3,0,21,0,0,7,0,0,7,6,8,1315,4,4,1332
SAL13460,22,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,37,0,0,4,0,41
SAL13461,33,0,0,10,0,41,32,0,0,10,0,40,14,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,73,0,0,27,0,96
SAL13462,579,27,55,3,0,667,484,52,89,0,0,624,103,32,171,5,0,308,3,17,64,0,0,81,0,0,3,0,0,3,34,6,27,0,0,60,5,0,0,0,0,5,0,0,0,0,0,0,137,48,258,11,0,456,15,0,3,0,0,16,9,4,6,0,0,14,1215,138,417,11,0,1780
SAL13463,177,28,0,0,0,203,202,33,4,0,0,244,26,16,3,0,0,49,17,8,11,0,0,34,5,0,0,0,0,6,24,0,4,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,70,22,21,0,0,123,0,0,0,0,0,0,5,0,0,0,0,5,458,88,31,0,0,572
SAL13464,1069,88,6,0,3,1160,1693,51,0,0,3,1747,777,185,54,0,0,1011,209,68,19,0,0,295,62,34,9,0,0,99,161,25,3,0,0,190,26,9,0,0,0,27,9,7,0,0,0,10,1240,320,78,0,0,1635,162,57,0,0,0,223,48,11,8,0,0,67,4203,528,94,0,5,4834
SAL13465,12,0,0,0,0,12,10,0,0,0,0,10,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,0,29
SAL13466,4,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,6,0,0,0,0,6,0,0,0,0,0,0,20,0,0,0,0,17
SAL13467,33,0,0,0,0,38,18,4,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,61,4,0,0,0,66
SAL13468,388,139,22,0,0,554,518,246,96,0,0,862,200,252,146,0,0,597,146,98,52,0,3,298,9,12,12,0,0,36,48,40,17,0,0,107,3,3,0,0,0,10,0,3,6,0,0,8,412,413,232,0,4,1057,9,12,5,0,0,29,13,14,0,0,0,32,1339,822,348,0,4,2524
SAL13469,1785,274,697,0,0,2764,1648,313,1750,0,0,3713,573,268,3713,4,11,4565,61,117,90,0,0,272,40,28,83,0,0,154,186,54,297,0,0,542,17,8,32,0,6,58,7,0,20,0,0,27,885,478,4244,4,14,5622,47,10,161,0,0,218,43,14,87,0,0,138,4409,1092,6941,3,17,12459
SAL13470,49,0,0,0,3,45,17,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,5,0,0,0,0,5,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0,0,3,74,0,0,0,3,82
SAL13471,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL13472,183,0,0,0,0,189,105,0,0,0,0,105,39,6,0,0,0,48,7,0,0,0,0,7,0,3,0,0,0,3,17,0,0,0,0,17,4,0,0,0,0,4,0,0,0,0,0,0,66,12,0,0,0,70,13,0,0,0,0,10,6,0,0,0,0,5,377,7,0,0,4,393
SAL13473,30,0,0,0,0,30,38,0,0,0,0,38,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,81
SAL13474,39,0,0,0,0,43,59,0,0,0,0,59,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,112,0,0,0,0,118
SAL13475,17,0,0,0,0,17,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,25,0,0,0,0,25
SAL13476,178,0,9,0,0,186,241,0,5,0,0,242,92,0,19,0,0,108,223,13,73,0,0,304,9,14,11,0,0,31,42,0,3,0,0,47,16,0,0,0,0,22,3,0,0,0,0,6,389,25,101,0,0,517,9,0,3,0,0,13,21,0,8,0,0,29,838,29,116,0,5,990
SAL13477,199,0,0,0,0,201,136,0,0,0,0,139,37,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,52,4,0,0,0,0,4,6,0,0,0,0,6,391,0,3,0,0,392
SAL13478,704,264,27,54,16,1067,360,103,7,0,0,473,109,133,24,0,0,270,4,9,15,0,0,29,4,25,7,0,0,40,52,20,9,0,0,89,11,7,3,7,4,28,0,7,0,0,0,8,185,207,60,12,3,467,10,77,8,5,0,102,17,14,5,0,0,43,1280,677,107,68,22,2159
SAL13479,11,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,21
SAL13480,10,0,0,0,0,10,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SAL13481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3
SAL13482,152,0,0,0,0,153,163,0,0,0,0,163,14,6,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,21,3,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,34,9,0,0,0,45,6,0,0,0,0,6,9,0,0,0,0,9,367,9,0,0,0,376
SAL13483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13484,49,0,0,0,0,49,57,0,0,0,0,57,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,0,0,116
SAL13485,402,6,0,0,0,404,581,10,0,0,0,596,378,23,7,0,0,414,11,3,0,0,0,16,6,0,0,0,0,8,87,4,3,0,0,93,3,0,0,0,0,5,5,0,0,0,0,5,491,28,11,0,0,530,20,0,0,0,0,21,20,4,0,0,0,23,1509,48,8,0,0,1572
SAL13486,97,0,0,0,0,100,86,0,0,0,0,86,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,3,0,0,0,0,4,203,0,0,0,3,203
SAL13487,1303,25,18,7,0,1349,859,17,8,0,0,884,600,47,23,0,0,675,14,3,0,0,0,13,15,0,0,0,0,20,147,4,4,0,0,156,31,0,0,5,0,38,5,0,0,0,0,6,808,54,34,12,0,909,36,0,0,0,0,34,60,0,0,0,0,57,3064,98,55,13,0,3231
SAL13488,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13489,17,0,0,0,0,16,16,0,0,0,0,16,12,0,0,3,0,14,0,0,0,0,0,0,0,12,0,0,0,12,3,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,20,12,0,3,0,28,0,4,0,0,0,10,0,0,0,0,0,0,49,16,0,5,0,75
SAL13490,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,7,0,0,0,0,7,0,0,0,0,0,0,28,0,0,0,0,28
SAL13491,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,11
SAL13492,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL13493,160,21,35,0,0,211,96,9,25,0,0,136,35,11,52,4,0,103,0,0,0,0,0,0,0,0,0,0,0,0,5,0,8,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,41,11,64,4,0,110,0,0,4,0,0,8,7,0,3,0,0,6,304,39,133,4,0,479
SAL13494,293,0,0,0,5,296,437,0,0,0,0,441,161,11,0,0,0,173,0,0,0,0,0,0,0,0,0,0,0,0,77,4,0,0,0,78,4,0,0,0,0,4,0,0,0,0,0,0,244,14,0,0,0,266,10,0,0,0,0,10,25,0,0,0,0,20,1004,18,3,0,8,1030
SAL13495,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL13496,9,0,0,0,0,9,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15
SAL13497,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5
SAL13498,20,0,0,0,0,20,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,36,0,0,0,0,36
SAL13499,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL13500,10,0,0,0,0,15,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,20
SAL13501,19,0,0,5,0,25,30,0,0,0,0,30,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,3,0,3,0,0,0,0,0,0,15,0,0,3,0,18,0,0,0,0,0,7,0,0,0,0,0,0,70,0,0,3,0,75
SAL13502,74,0,0,0,0,74,94,0,0,0,0,94,13,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,21,0,4,0,0,21,5,0,0,0,0,5,0,0,0,0,0,0,195,0,4,0,0,194
SAL13503,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3
SAL13504,931,560,151,8,0,1652,694,342,214,3,0,1249,253,224,312,9,0,798,8,17,91,0,0,116,0,4,6,0,0,8,52,45,40,3,3,145,3,22,4,0,0,25,0,0,6,0,0,7,316,310,458,17,4,1102,34,28,10,0,0,71,39,9,11,0,0,58,2015,1247,846,24,3,4143
SAL13505,8,0,0,0,0,8,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10
SAL13506,383,19,32,4,0,439,317,28,9,0,0,356,80,16,21,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,23,6,10,0,0,39,3,0,0,3,0,11,4,0,0,0,0,4,113,16,31,5,3,171,8,0,0,0,0,9,7,0,0,0,0,6,822,64,72,13,5,978
SAL13507,523,24,4,0,0,551,627,7,5,0,0,641,154,12,4,0,0,171,0,0,15,0,0,15,0,0,0,0,0,0,38,0,6,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,190,10,24,0,0,226,6,0,3,0,0,7,13,0,0,0,0,13,1364,38,30,3,0,1436
SAL13508,6,0,0,0,0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,11
SAL13509,20,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,31
SAL13510,68,0,0,0,0,68,70,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,3,0,0,0,0,3,146,0,0,0,0,146
SAL13511,11,0,0,0,0,11,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,0,0,0,0,0,20,0,0,0,0,25
SAL13512,4,0,0,0,0,4,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4
SAL13513,502,72,58,22,0,656,317,21,22,0,0,358,118,54,117,3,0,296,20,3,4,0,0,26,37,10,15,0,0,55,56,22,31,0,0,113,6,0,0,6,3,17,0,0,0,0,0,0,237,96,168,11,3,506,8,5,3,0,0,20,12,5,0,0,0,18,1070,194,260,38,3,1559
SAL13514,62,0,0,0,0,62,71,0,0,0,0,71,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,4,0,0,0,0,4,0,0,0,0,0,0,17,0,0,0,0,17,4,0,0,0,0,4,5,0,0,0,0,5,163,0,0,0,0,163
SAL13515,38,0,0,0,0,38,42,0,0,0,0,42,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,96
SAL13516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SAL13517,352,7,17,0,0,376,2247,177,261,0,18,2693,1024,70,186,0,0,1291,4,0,0,0,0,4,0,0,0,0,0,0,91,8,15,0,0,117,21,0,3,0,0,29,3,0,0,0,0,0,1150,81,205,0,5,1444,20,0,0,0,0,18,51,0,5,0,0,61,3820,269,488,0,22,4596
SAL13518,670,52,4,0,0,720,742,22,3,0,0,771,217,158,6,0,0,378,56,20,14,0,0,90,13,20,0,0,0,31,118,10,0,0,0,137,26,17,0,5,4,47,4,3,0,0,0,8,429,225,29,10,4,695,50,3,0,0,0,60,33,5,0,0,0,41,1926,305,32,10,5,2286
SAL13519,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
SAL13520,96,0,0,0,0,95,125,0,0,0,0,125,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33,5,0,0,0,0,5,0,0,0,0,0,0,257,0,0,0,0,260
SAL13521,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13
SAL13522,3,0,0,0,0,3,3,0,0,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,9,0,0,0,0,9,4,0,0,0,0,4,0,0,0,0,0,0,21,0,0,0,0,21
SAL13523,208,6,6,3,0,226,90,0,0,0,0,91,28,6,5,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,24,3,3,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,52,6,11,0,0,70,3,0,0,0,0,4,3,0,0,0,0,6,357,16,20,5,0,400
SAL13524,774,49,51,0,0,876,900,56,25,0,0,988,178,34,35,0,0,248,26,9,0,0,0,40,4,4,0,0,0,4,37,6,6,0,0,51,9,15,0,0,0,22,0,0,0,0,0,0,253,70,43,0,0,367,18,0,0,0,0,21,18,0,5,0,0,19,1964,182,116,0,3,2267
SAL13525,134,0,0,0,0,136,168,0,0,0,0,168,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,17,0,0,0,0,24,3,0,0,0,0,3,3,0,0,0,0,3,322,0,4,0,0,329
SAL13526,28,0,0,0,0,28,64,0,0,0,0,64,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,12,0,0,0,0,0,0,4,0,0,0,0,4,105,0,0,0,0,105
SAL13527,12,0,0,0,0,12,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21
SAL13528,7,0,0,0,0,7,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,18
SAL13529,23,0,0,0,0,23,51,0,0,0,0,51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,73,0,0,0,0,73
SAL13530,69,0,0,0,0,73,49,0,0,0,0,49,6,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,6,0,0,0,0,0,0,132,0,0,0,0,131
SAL13531,489,54,20,6,0,564,403,80,64,0,0,547,187,41,97,0,0,328,18,26,56,0,0,97,3,13,5,0,0,18,68,24,21,0,6,116,18,0,8,0,0,30,9,0,0,0,0,10,305,107,183,0,6,598,34,5,6,0,0,48,16,5,4,0,0,31,1246,249,279,5,6,1781
SAL13532,22,0,0,0,0,23,16,0,0,0,0,16,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,16,11,0,0,0,0,11,0,0,0,0,0,0,58,0,0,0,0,61
